,date,value,name_B08JPHT4R2
0,2020-09-26,11864.0,Diffusers
1,2020-09-27,11864.0,Diffusers
2,2020-09-28,12010.0,Diffusers
3,2020-09-29,12010.0,Diffusers
4,2020-09-30,11891.0,Diffusers
5,2020-10-01,12243.0,Diffusers
6,2020-10-02,12243.0,Diffusers
7,2020-10-03,12243.0,Diffusers
8,2020-10-04,12243.0,Diffusers
9,2020-10-05,14617.0,Diffusers
10,2020-10-06,14617.0,Diffusers
11,2020-10-07,14617.0,Diffusers
12,2020-10-08,14617.0,Diffusers
13,2020-10-09,13787.0,Diffusers
14,2020-10-10,13787.0,Diffusers
15,2020-10-11,13787.0,Diffusers
16,2020-10-12,13787.0,Diffusers
17,2020-10-13,13787.0,Diffusers
18,2020-10-14,13787.0,Diffusers
19,2020-10-15,13787.0,Diffusers
20,2020-10-16,13787.0,Diffusers
21,2020-10-17,13787.0,Diffusers
22,2020-10-18,13787.0,Diffusers
23,2020-10-19,13787.0,Diffusers
24,2020-10-20,13787.0,Diffusers
25,2020-10-21,13787.0,Diffusers
26,2020-10-22,13787.0,Diffusers
27,2020-10-23,13787.0,Diffusers
28,2020-10-24,13787.0,Diffusers
29,2020-10-25,13787.0,Diffusers
30,2020-10-26,13787.0,Diffusers
31,2020-10-27,13787.0,Diffusers
32,2020-10-28,13787.0,Diffusers
33,2020-10-29,13787.0,Diffusers
34,2020-10-30,13787.0,Diffusers
35,2020-10-31,13787.0,Diffusers
36,2020-11-01,13787.0,Diffusers
37,2020-11-02,13787.0,Diffusers
38,2020-11-03,13787.0,Diffusers
39,2020-11-04,13787.0,Diffusers
40,2020-11-05,13787.0,Diffusers
41,2020-11-06,13787.0,Diffusers
42,2020-11-07,13787.0,Diffusers
43,2020-11-08,13787.0,Diffusers
44,2020-11-09,13787.0,Diffusers
45,2020-11-10,13787.0,Diffusers
46,2020-11-11,13787.0,Diffusers
47,2020-11-12,13787.0,Diffusers
48,2020-11-13,13787.0,Diffusers
49,2020-11-14,13787.0,Diffusers
50,2020-11-15,13787.0,Diffusers
51,2020-11-16,13787.0,Diffusers
52,2020-11-17,13787.0,Diffusers
53,2020-11-18,13787.0,Diffusers
54,2020-11-19,13787.0,Diffusers
55,2020-11-20,13787.0,Diffusers
56,2020-11-21,13787.0,Diffusers
57,2020-11-22,13787.0,Diffusers
58,2020-11-23,13787.0,Diffusers
59,2020-11-24,13787.0,Diffusers
60,2020-11-25,13787.0,Diffusers
61,2020-11-26,13787.0,Diffusers
62,2020-11-27,13787.0,Diffusers
63,2020-11-28,13787.0,Diffusers
64,2020-11-29,13787.0,Diffusers
65,2020-11-30,13787.0,Diffusers
66,2020-12-01,13787.0,Diffusers
67,2020-12-02,13787.0,Diffusers
68,2020-12-03,13787.0,Diffusers
69,2020-12-04,13787.0,Diffusers
70,2020-12-05,13787.0,Diffusers
71,2020-12-06,13787.0,Diffusers
72,2020-12-07,13787.0,Diffusers
73,2020-12-08,13787.0,Diffusers
74,2020-12-09,13787.0,Diffusers
75,2020-12-10,13787.0,Diffusers
76,2020-12-11,13787.0,Diffusers
77,2020-12-12,13787.0,Diffusers
78,2020-12-13,13787.0,Diffusers
79,2020-12-14,13787.0,Diffusers
80,2020-12-15,13787.0,Diffusers
81,2020-12-16,13787.0,Diffusers
82,2020-12-17,13787.0,Diffusers
83,2020-12-18,13787.0,Diffusers
84,2020-12-19,13787.0,Diffusers
85,2020-12-20,13787.0,Diffusers
86,2020-12-21,13787.0,Diffusers
87,2020-12-22,13787.0,Diffusers
88,2020-12-23,13787.0,Diffusers
89,2020-12-24,13787.0,Diffusers
90,2020-12-25,13787.0,Diffusers
91,2020-12-26,13787.0,Diffusers
92,2020-12-27,13787.0,Diffusers
93,2020-12-28,13787.0,Diffusers
94,2020-12-29,13787.0,Diffusers
95,2020-12-30,13787.0,Diffusers
96,2020-12-31,13787.0,Diffusers
97,2021-01-01,13787.0,Diffusers
98,2021-01-02,13787.0,Diffusers
99,2021-01-03,13787.0,Diffusers
100,2021-01-04,13787.0,Diffusers
101,2021-01-05,13787.0,Diffusers
102,2021-01-06,13787.0,Diffusers
103,2021-01-07,13787.0,Diffusers
104,2021-01-08,13787.0,Diffusers
105,2021-01-09,13787.0,Diffusers
106,2021-01-10,13787.0,Diffusers
107,2021-01-11,13787.0,Diffusers
108,2021-01-12,13787.0,Diffusers
109,2021-01-13,13787.0,Diffusers
110,2021-01-14,13787.0,Diffusers
111,2021-01-15,13787.0,Diffusers
112,2021-01-16,13787.0,Diffusers
113,2021-01-17,13787.0,Diffusers
114,2021-01-18,13787.0,Diffusers
115,2021-01-19,13787.0,Diffusers
116,2021-01-20,13787.0,Diffusers
117,2021-01-21,13787.0,Diffusers
118,2021-01-22,13787.0,Diffusers
119,2021-01-23,13787.0,Diffusers
120,2021-01-24,13787.0,Diffusers
121,2021-01-25,13787.0,Diffusers
122,2021-01-26,13787.0,Diffusers
123,2021-01-27,13787.0,Diffusers
124,2021-01-28,13787.0,Diffusers
125,2021-01-29,13787.0,Diffusers
126,2021-01-30,13787.0,Diffusers
127,2021-01-31,13787.0,Diffusers
128,2021-02-01,13787.0,Diffusers
129,2021-02-02,13787.0,Diffusers
130,2021-02-03,13787.0,Diffusers
131,2021-02-04,13787.0,Diffusers
132,2021-02-05,13787.0,Diffusers
133,2021-02-06,13787.0,Diffusers
134,2021-02-07,13787.0,Diffusers
135,2021-02-08,13787.0,Diffusers
136,2021-02-09,13787.0,Diffusers
137,2021-02-10,13787.0,Diffusers
138,2021-02-11,13787.0,Diffusers
139,2021-02-12,13787.0,Diffusers
140,2021-02-13,13787.0,Diffusers
141,2021-02-14,13787.0,Diffusers
142,2021-02-15,13787.0,Diffusers
143,2021-02-16,19926.0,Diffusers
144,2021-02-17,19926.0,Diffusers
145,2021-02-18,14675.0,Diffusers
146,2021-02-19,14675.0,Diffusers
147,2021-02-20,17256.0,Diffusers
148,2021-02-21,17256.0,Diffusers
149,2021-02-22,17256.0,Diffusers
150,2021-02-23,17256.0,Diffusers
151,2021-02-24,18774.0,Diffusers
152,2021-02-25,19286.0,Diffusers
153,2021-02-26,19286.0,Diffusers
154,2021-02-27,19286.0,Diffusers
155,2021-02-28,19286.0,Diffusers
156,2021-03-01,18695.0,Diffusers
157,2021-03-02,18695.0,Diffusers
158,2021-03-03,18695.0,Diffusers
159,2021-03-04,18587.0,Diffusers
160,2021-03-05,18587.0,Diffusers
161,2021-03-06,16831.0,Diffusers
162,2021-03-07,18289.0,Diffusers
163,2021-03-08,18289.0,Diffusers
164,2021-03-09,18289.0,Diffusers
165,2021-03-10,18289.0,Diffusers
166,2021-03-11,20509.0,Diffusers
167,2021-03-12,17161.0,Diffusers
168,2021-03-13,17161.0,Diffusers
169,2021-03-14,17161.0,Diffusers
170,2021-03-15,17372.0,Diffusers
171,2021-03-16,17372.0,Diffusers
172,2021-03-17,17372.0,Diffusers
173,2021-03-18,16963.0,Diffusers
174,2021-03-19,16963.0,Diffusers
175,2021-03-20,16963.0,Diffusers
176,2021-03-21,16963.0,Diffusers
177,2021-03-22,16963.0,Diffusers
178,2021-03-23,16963.0,Diffusers
179,2021-03-24,22234.0,Diffusers
180,2021-03-25,22234.0,Diffusers
181,2021-03-26,20014.0,Diffusers
182,2021-03-27,20014.0,Diffusers
183,2021-03-28,20352.0,Diffusers
184,2021-03-29,20352.0,Diffusers
185,2021-03-30,23489.0,Diffusers
186,2021-03-31,21725.0,Diffusers
187,2021-04-01,22096.0,Diffusers
188,2021-04-02,21356.0,Diffusers
189,2021-04-03,21356.0,Diffusers
190,2021-04-04,18250.0,Diffusers
191,2021-04-05,18250.0,Diffusers
192,2021-04-06,18250.0,Diffusers
193,2021-04-07,18250.0,Diffusers
194,2021-04-08,21307.0,Diffusers
195,2021-04-09,21307.0,Diffusers
196,2021-04-10,18235.0,Diffusers
197,2021-04-11,18235.0,Diffusers
198,2021-04-12,19580.0,Diffusers
199,2021-04-13,19580.0,Diffusers
200,2021-04-14,19489.0,Diffusers
201,2021-04-15,19489.0,Diffusers
202,2021-04-16,21141.0,Diffusers
203,2021-04-17,21141.0,Diffusers
204,2021-04-18,21141.0,Diffusers
205,2021-04-19,20983.0,Diffusers
206,2021-04-20,20983.0,Diffusers
207,2021-04-21,19947.0,Diffusers
208,2021-04-22,19947.0,Diffusers
209,2021-04-23,19947.0,Diffusers
210,2021-04-24,19947.0,Diffusers
211,2021-04-25,19947.0,Diffusers
212,2021-04-26,19043.0,Diffusers
213,2021-04-27,19043.0,Diffusers
214,2021-04-28,19043.0,Diffusers
215,2021-04-29,24225.0,Diffusers
216,2021-04-30,24225.0,Diffusers
217,2021-05-01,24225.0,Diffusers
218,2021-05-02,22492.0,Diffusers
219,2021-05-03,22492.0,Diffusers
220,2021-05-04,22492.0,Diffusers
221,2021-05-05,21910.0,Diffusers
222,2021-05-06,21910.0,Diffusers
223,2021-05-07,15558.0,Diffusers
224,2021-05-08,19103.0,Diffusers
225,2021-05-09,19103.0,Diffusers
226,2021-05-10,21150.0,Diffusers
227,2021-05-11,21150.0,Diffusers
228,2021-05-12,21150.0,Diffusers
229,2021-05-13,21378.0,Diffusers
