,date,value,name_B07WDZ5TQH
97,2020-09-01,8344.0,Stuffed Animals & Teddy Bears
98,2020-09-02,8344.0,Stuffed Animals & Teddy Bears
99,2020-09-03,5934.0,Stuffed Animals & Teddy Bears
100,2020-09-04,5934.0,Stuffed Animals & Teddy Bears
101,2020-09-05,8825.0,Stuffed Animals & Teddy Bears
102,2020-09-06,8825.0,Stuffed Animals & Teddy Bears
103,2020-09-07,8825.0,Stuffed Animals & Teddy Bears
104,2020-09-08,4997.0,Stuffed Animals & Teddy Bears
105,2020-09-09,4997.0,Stuffed Animals & Teddy Bears
106,2020-09-10,4997.0,Stuffed Animals & Teddy Bears
107,2020-09-11,6614.0,Stuffed Animals & Teddy Bears
108,2020-09-12,6614.0,Stuffed Animals & Teddy Bears
109,2020-09-13,9843.0,Stuffed Animals & Teddy Bears
110,2020-09-14,9843.0,Stuffed Animals & Teddy Bears
111,2020-09-15,9843.0,Stuffed Animals & Teddy Bears
112,2020-09-16,6123.0,Stuffed Animals & Teddy Bears
113,2020-09-17,6123.0,Stuffed Animals & Teddy Bears
114,2020-09-18,6123.0,Stuffed Animals & Teddy Bears
115,2020-09-19,6013.0,Stuffed Animals & Teddy Bears
116,2020-09-20,6013.0,Stuffed Animals & Teddy Bears
117,2020-09-21,6820.0,Stuffed Animals & Teddy Bears
118,2020-09-22,6820.0,Stuffed Animals & Teddy Bears
119,2020-09-23,6820.0,Stuffed Animals & Teddy Bears
120,2020-09-24,6204.0,Stuffed Animals & Teddy Bears
121,2020-09-25,6204.0,Stuffed Animals & Teddy Bears
122,2020-09-26,5187.0,Stuffed Animals & Teddy Bears
123,2020-09-27,5187.0,Stuffed Animals & Teddy Bears
124,2020-09-28,5187.0,Stuffed Animals & Teddy Bears
125,2020-09-29,6494.0,Stuffed Animals & Teddy Bears
126,2020-09-30,6474.0,Stuffed Animals & Teddy Bears
127,2020-10-01,6474.0,Stuffed Animals & Teddy Bears
128,2020-10-02,5375.0,Stuffed Animals & Teddy Bears
129,2020-10-03,5375.0,Stuffed Animals & Teddy Bears
130,2020-10-04,5375.0,Stuffed Animals & Teddy Bears
131,2020-10-05,8077.0,Stuffed Animals & Teddy Bears
132,2020-10-06,8077.0,Stuffed Animals & Teddy Bears
133,2020-10-07,4730.0,Stuffed Animals & Teddy Bears
134,2020-10-08,4730.0,Stuffed Animals & Teddy Bears
135,2020-10-09,4730.0,Stuffed Animals & Teddy Bears
136,2020-10-10,6749.0,Stuffed Animals & Teddy Bears
137,2020-10-11,6749.0,Stuffed Animals & Teddy Bears
138,2020-10-12,6749.0,Stuffed Animals & Teddy Bears
139,2020-10-13,5514.0,Stuffed Animals & Teddy Bears
140,2020-10-14,5514.0,Stuffed Animals & Teddy Bears
141,2020-10-15,5514.0,Stuffed Animals & Teddy Bears
142,2020-10-16,10112.0,Stuffed Animals & Teddy Bears
143,2020-10-17,10112.0,Stuffed Animals & Teddy Bears
144,2020-10-18,10112.0,Stuffed Animals & Teddy Bears
145,2020-10-19,10523.0,Stuffed Animals & Teddy Bears
146,2020-10-20,10523.0,Stuffed Animals & Teddy Bears
147,2020-10-21,7932.0,Stuffed Animals & Teddy Bears
148,2020-10-22,7932.0,Stuffed Animals & Teddy Bears
149,2020-10-23,7932.0,Stuffed Animals & Teddy Bears
150,2020-10-24,7932.0,Stuffed Animals & Teddy Bears
151,2020-10-25,6227.0,Stuffed Animals & Teddy Bears
152,2020-10-26,6227.0,Stuffed Animals & Teddy Bears
153,2020-10-27,6227.0,Stuffed Animals & Teddy Bears
154,2020-10-28,7563.0,Stuffed Animals & Teddy Bears
155,2020-10-29,7426.0,Stuffed Animals & Teddy Bears
156,2020-10-30,7426.0,Stuffed Animals & Teddy Bears
157,2020-10-31,7426.0,Stuffed Animals & Teddy Bears
158,2020-11-01,7917.0,Stuffed Animals & Teddy Bears
159,2020-11-02,6710.0,Stuffed Animals & Teddy Bears
160,2020-11-03,6710.0,Stuffed Animals & Teddy Bears
161,2020-11-04,6710.0,Stuffed Animals & Teddy Bears
162,2020-11-05,7224.0,Stuffed Animals & Teddy Bears
163,2020-11-06,6965.0,Stuffed Animals & Teddy Bears
164,2020-11-07,6965.0,Stuffed Animals & Teddy Bears
165,2020-11-08,6965.0,Stuffed Animals & Teddy Bears
166,2020-11-09,7329.0,Stuffed Animals & Teddy Bears
167,2020-11-10,7329.0,Stuffed Animals & Teddy Bears
168,2020-11-11,7329.0,Stuffed Animals & Teddy Bears
169,2020-11-12,7139.0,Stuffed Animals & Teddy Bears
170,2020-11-13,7139.0,Stuffed Animals & Teddy Bears
171,2020-11-14,7139.0,Stuffed Animals & Teddy Bears
172,2020-11-15,8676.0,Stuffed Animals & Teddy Bears
173,2020-11-16,8676.0,Stuffed Animals & Teddy Bears
174,2020-11-17,8676.0,Stuffed Animals & Teddy Bears
175,2020-11-18,6453.0,Stuffed Animals & Teddy Bears
176,2020-11-19,6453.0,Stuffed Animals & Teddy Bears
177,2020-11-20,6453.0,Stuffed Animals & Teddy Bears
178,2020-11-21,6453.0,Stuffed Animals & Teddy Bears
179,2020-11-22,6453.0,Stuffed Animals & Teddy Bears
180,2020-11-23,7873.0,Stuffed Animals & Teddy Bears
181,2020-11-24,7873.0,Stuffed Animals & Teddy Bears
182,2020-11-25,6494.0,Stuffed Animals & Teddy Bears
183,2020-11-26,6494.0,Stuffed Animals & Teddy Bears
184,2020-11-27,6494.0,Stuffed Animals & Teddy Bears
185,2020-11-28,8374.0,Stuffed Animals & Teddy Bears
186,2020-11-29,8374.0,Stuffed Animals & Teddy Bears
187,2020-11-30,8374.0,Stuffed Animals & Teddy Bears
188,2020-12-01,8374.0,Stuffed Animals & Teddy Bears
189,2020-12-02,8374.0,Stuffed Animals & Teddy Bears
190,2020-12-03,7279.0,Stuffed Animals & Teddy Bears
191,2020-12-04,6094.0,Stuffed Animals & Teddy Bears
192,2020-12-05,6094.0,Stuffed Animals & Teddy Bears
193,2020-12-06,6094.0,Stuffed Animals & Teddy Bears
194,2020-12-07,6094.0,Stuffed Animals & Teddy Bears
195,2020-12-08,4929.0,Stuffed Animals & Teddy Bears
196,2020-12-09,4929.0,Stuffed Animals & Teddy Bears
197,2020-12-10,5842.0,Stuffed Animals & Teddy Bears
198,2020-12-11,5842.0,Stuffed Animals & Teddy Bears
199,2020-12-12,5842.0,Stuffed Animals & Teddy Bears
200,2020-12-13,10732.0,Stuffed Animals & Teddy Bears
201,2020-12-14,10732.0,Stuffed Animals & Teddy Bears
202,2020-12-15,10732.0,Stuffed Animals & Teddy Bears
203,2020-12-16,4378.0,Stuffed Animals & Teddy Bears
204,2020-12-17,4378.0,Stuffed Animals & Teddy Bears
205,2020-12-18,4378.0,Stuffed Animals & Teddy Bears
206,2020-12-19,4836.0,Stuffed Animals & Teddy Bears
207,2020-12-20,3613.0,Stuffed Animals & Teddy Bears
208,2020-12-21,3613.0,Stuffed Animals & Teddy Bears
209,2020-12-22,3613.0,Stuffed Animals & Teddy Bears
210,2020-12-23,3613.0,Stuffed Animals & Teddy Bears
211,2020-12-24,2190.0,Stuffed Animals & Teddy Bears
212,2020-12-25,2190.0,Stuffed Animals & Teddy Bears
213,2020-12-26,2190.0,Stuffed Animals & Teddy Bears
214,2020-12-27,3045.0,Stuffed Animals & Teddy Bears
215,2020-12-28,3045.0,Stuffed Animals & Teddy Bears
216,2020-12-29,5180.0,Stuffed Animals & Teddy Bears
217,2020-12-30,5180.0,Stuffed Animals & Teddy Bears
218,2020-12-31,5180.0,Stuffed Animals & Teddy Bears
219,2021-01-01,5180.0,Stuffed Animals & Teddy Bears
220,2021-01-02,5132.0,Stuffed Animals & Teddy Bears
221,2021-01-03,5132.0,Stuffed Animals & Teddy Bears
222,2021-01-04,5132.0,Stuffed Animals & Teddy Bears
223,2021-01-05,3980.0,Stuffed Animals & Teddy Bears
224,2021-01-06,3980.0,Stuffed Animals & Teddy Bears
225,2021-01-07,3200.0,Stuffed Animals & Teddy Bears
226,2021-01-08,3200.0,Stuffed Animals & Teddy Bears
227,2021-01-09,3200.0,Stuffed Animals & Teddy Bears
228,2021-01-10,5452.0,Stuffed Animals & Teddy Bears
229,2021-01-11,5452.0,Stuffed Animals & Teddy Bears
230,2021-01-12,5452.0,Stuffed Animals & Teddy Bears
231,2021-01-13,4294.0,Stuffed Animals & Teddy Bears
232,2021-01-14,4294.0,Stuffed Animals & Teddy Bears
233,2021-01-15,5051.0,Stuffed Animals & Teddy Bears
234,2021-01-16,5051.0,Stuffed Animals & Teddy Bears
235,2021-01-17,5051.0,Stuffed Animals & Teddy Bears
236,2021-01-18,5389.0,Stuffed Animals & Teddy Bears
237,2021-01-19,5389.0,Stuffed Animals & Teddy Bears
238,2021-01-20,4682.0,Stuffed Animals & Teddy Bears
239,2021-01-21,5928.0,Stuffed Animals & Teddy Bears
240,2021-01-22,5928.0,Stuffed Animals & Teddy Bears
241,2021-01-23,5928.0,Stuffed Animals & Teddy Bears
242,2021-01-24,4895.0,Stuffed Animals & Teddy Bears
243,2021-01-25,3431.0,Stuffed Animals & Teddy Bears
244,2021-01-26,3431.0,Stuffed Animals & Teddy Bears
245,2021-01-27,3431.0,Stuffed Animals & Teddy Bears
246,2021-01-28,4098.0,Stuffed Animals & Teddy Bears
247,2021-01-29,4098.0,Stuffed Animals & Teddy Bears
248,2021-01-30,4098.0,Stuffed Animals & Teddy Bears
249,2021-01-31,4149.0,Stuffed Animals & Teddy Bears
250,2021-02-01,4149.0,Stuffed Animals & Teddy Bears
251,2021-02-02,2702.0,Stuffed Animals & Teddy Bears
252,2021-02-03,2702.0,Stuffed Animals & Teddy Bears
253,2021-02-04,2702.0,Stuffed Animals & Teddy Bears
254,2021-02-05,4600.0,Stuffed Animals & Teddy Bears
255,2021-02-06,4600.0,Stuffed Animals & Teddy Bears
256,2021-02-07,3732.0,Stuffed Animals & Teddy Bears
257,2021-02-08,3732.0,Stuffed Animals & Teddy Bears
258,2021-02-09,3732.0,Stuffed Animals & Teddy Bears
259,2021-02-10,1445.0,Stuffed Animals & Teddy Bears
260,2021-02-11,1445.0,Stuffed Animals & Teddy Bears
261,2021-02-12,1445.0,Stuffed Animals & Teddy Bears
262,2021-02-13,2167.0,Stuffed Animals & Teddy Bears
263,2021-02-14,2991.0,Stuffed Animals & Teddy Bears
264,2021-02-15,2991.0,Stuffed Animals & Teddy Bears
265,2021-02-16,2991.0,Stuffed Animals & Teddy Bears
266,2021-02-17,3413.0,Stuffed Animals & Teddy Bears
267,2021-02-18,3413.0,Stuffed Animals & Teddy Bears
268,2021-02-19,3413.0,Stuffed Animals & Teddy Bears
269,2021-02-20,3382.0,Stuffed Animals & Teddy Bears
270,2021-02-21,3382.0,Stuffed Animals & Teddy Bears
271,2021-02-22,3658.0,Stuffed Animals & Teddy Bears
272,2021-02-23,4027.0,Stuffed Animals & Teddy Bears
273,2021-02-24,4027.0,Stuffed Animals & Teddy Bears
274,2021-02-25,3623.0,Stuffed Animals & Teddy Bears
275,2021-02-26,3623.0,Stuffed Animals & Teddy Bears
276,2021-02-27,3623.0,Stuffed Animals & Teddy Bears
277,2021-02-28,3623.0,Stuffed Animals & Teddy Bears
278,2021-03-01,3623.0,Stuffed Animals & Teddy Bears
279,2021-03-02,5329.0,Stuffed Animals & Teddy Bears
280,2021-03-03,8133.0,Stuffed Animals & Teddy Bears
281,2021-03-04,8133.0,Stuffed Animals & Teddy Bears
282,2021-03-05,8133.0,Stuffed Animals & Teddy Bears
283,2021-03-06,10603.0,Stuffed Animals & Teddy Bears
284,2021-03-07,10603.0,Stuffed Animals & Teddy Bears
285,2021-03-08,10603.0,Stuffed Animals & Teddy Bears
286,2021-03-09,10786.0,Stuffed Animals & Teddy Bears
287,2021-03-10,10786.0,Stuffed Animals & Teddy Bears
288,2021-03-11,12383.0,Stuffed Animals & Teddy Bears
289,2021-03-12,12383.0,Stuffed Animals & Teddy Bears
290,2021-03-13,12383.0,Stuffed Animals & Teddy Bears
291,2021-03-14,12901.0,Stuffed Animals & Teddy Bears
292,2021-03-15,12901.0,Stuffed Animals & Teddy Bears
293,2021-03-16,14637.0,Stuffed Animals & Teddy Bears
294,2021-03-17,14637.0,Stuffed Animals & Teddy Bears
295,2021-03-18,14637.0,Stuffed Animals & Teddy Bears
296,2021-03-19,17484.0,Stuffed Animals & Teddy Bears
297,2021-03-20,17484.0,Stuffed Animals & Teddy Bears
298,2021-03-21,17484.0,Stuffed Animals & Teddy Bears
299,2021-03-22,10544.0,Stuffed Animals & Teddy Bears
300,2021-03-23,10544.0,Stuffed Animals & Teddy Bears
301,2021-03-24,10544.0,Stuffed Animals & Teddy Bears
302,2021-03-25,7860.0,Stuffed Animals & Teddy Bears
303,2021-03-26,7860.0,Stuffed Animals & Teddy Bears
304,2021-03-27,7860.0,Stuffed Animals & Teddy Bears
305,2021-03-28,7860.0,Stuffed Animals & Teddy Bears
306,2021-03-29,5510.0,Stuffed Animals & Teddy Bears
307,2021-03-30,5510.0,Stuffed Animals & Teddy Bears
308,2021-03-31,4533.0,Stuffed Animals & Teddy Bears
309,2021-04-01,3630.0,Stuffed Animals & Teddy Bears
310,2021-04-02,3630.0,Stuffed Animals & Teddy Bears
311,2021-04-03,3630.0,Stuffed Animals & Teddy Bears
312,2021-04-04,3630.0,Stuffed Animals & Teddy Bears
313,2021-04-05,5190.0,Stuffed Animals & Teddy Bears
314,2021-04-06,5190.0,Stuffed Animals & Teddy Bears
315,2021-04-07,3911.0,Stuffed Animals & Teddy Bears
316,2021-04-08,3911.0,Stuffed Animals & Teddy Bears
317,2021-04-09,4551.0,Stuffed Animals & Teddy Bears
318,2021-04-10,4551.0,Stuffed Animals & Teddy Bears
319,2021-04-11,4551.0,Stuffed Animals & Teddy Bears
320,2021-04-12,4854.0,Stuffed Animals & Teddy Bears
321,2021-04-13,4854.0,Stuffed Animals & Teddy Bears
322,2021-04-14,4195.0,Stuffed Animals & Teddy Bears
323,2021-04-15,4195.0,Stuffed Animals & Teddy Bears
324,2021-04-16,5655.0,Stuffed Animals & Teddy Bears
325,2021-04-17,5655.0,Stuffed Animals & Teddy Bears
326,2021-04-18,6320.0,Stuffed Animals & Teddy Bears
327,2021-04-19,6320.0,Stuffed Animals & Teddy Bears
328,2021-04-20,4600.0,Stuffed Animals & Teddy Bears
329,2021-04-21,4600.0,Stuffed Animals & Teddy Bears
330,2021-04-22,4545.0,Stuffed Animals & Teddy Bears
331,2021-04-23,3514.0,Stuffed Animals & Teddy Bears
332,2021-04-24,3514.0,Stuffed Animals & Teddy Bears
333,2021-04-25,3514.0,Stuffed Animals & Teddy Bears
334,2021-04-26,4325.0,Stuffed Animals & Teddy Bears
335,2021-04-27,4325.0,Stuffed Animals & Teddy Bears
336,2021-04-28,4529.0,Stuffed Animals & Teddy Bears
337,2021-04-29,4529.0,Stuffed Animals & Teddy Bears
338,2021-04-30,4676.0,Stuffed Animals & Teddy Bears
339,2021-05-01,4676.0,Stuffed Animals & Teddy Bears
340,2021-05-02,5755.0,Stuffed Animals & Teddy Bears
341,2021-05-03,4922.0,Stuffed Animals & Teddy Bears
342,2021-05-04,4922.0,Stuffed Animals & Teddy Bears
343,2021-05-05,3861.0,Stuffed Animals & Teddy Bears
344,2021-05-06,3626.0,Stuffed Animals & Teddy Bears
345,2021-05-07,3626.0,Stuffed Animals & Teddy Bears
346,2021-05-08,4580.0,Stuffed Animals & Teddy Bears
347,2021-05-09,4580.0,Stuffed Animals & Teddy Bears
348,2021-05-10,4580.0,Stuffed Animals & Teddy Bears
349,2021-05-11,4829.0,Stuffed Animals & Teddy Bears
350,2021-05-12,4829.0,Stuffed Animals & Teddy Bears
351,2021-05-13,3845.0,Stuffed Animals & Teddy Bears
352,2021-05-14,3845.0,Stuffed Animals & Teddy Bears
353,2021-05-15,3845.0,Stuffed Animals & Teddy Bears
354,2021-05-16,5054.0,Stuffed Animals & Teddy Bears
355,2021-05-17,5054.0,Stuffed Animals & Teddy Bears
356,2021-05-18,4385.0,Stuffed Animals & Teddy Bears
357,2021-05-19,6354.0,Stuffed Animals & Teddy Bears
358,2021-05-20,4543.0,Stuffed Animals & Teddy Bears
359,2021-05-21,4543.0,Stuffed Animals & Teddy Bears
360,2021-05-22,3814.0,Stuffed Animals & Teddy Bears
361,2021-05-23,3814.0,Stuffed Animals & Teddy Bears
362,2021-05-24,4505.0,Stuffed Animals & Teddy Bears
363,2021-05-25,4505.0,Stuffed Animals & Teddy Bears
364,2021-05-26,6019.0,Stuffed Animals & Teddy Bears
365,2021-05-27,6019.0,Stuffed Animals & Teddy Bears
366,2021-05-28,5761.0,Stuffed Animals & Teddy Bears
367,2021-05-29,5761.0,Stuffed Animals & Teddy Bears
368,2021-05-30,5761.0,Stuffed Animals & Teddy Bears
369,2021-05-31,4397.0,Stuffed Animals & Teddy Bears
370,2021-06-01,4397.0,Stuffed Animals & Teddy Bears
371,2021-06-02,5487.0,Stuffed Animals & Teddy Bears
372,2021-06-03,4496.0,Stuffed Animals & Teddy Bears
373,2021-06-04,5002.0,Stuffed Animals & Teddy Bears
374,2021-06-05,5002.0,Stuffed Animals & Teddy Bears
375,2021-06-06,5002.0,Stuffed Animals & Teddy Bears
376,2021-06-07,5851.0,Stuffed Animals & Teddy Bears
377,2021-06-08,4415.0,Stuffed Animals & Teddy Bears
378,2021-06-09,4415.0,Stuffed Animals & Teddy Bears
379,2021-06-10,4774.0,Stuffed Animals & Teddy Bears
380,2021-06-11,4774.0,Stuffed Animals & Teddy Bears
381,2021-06-12,4774.0,Stuffed Animals & Teddy Bears
382,2021-06-13,7108.0,Stuffed Animals & Teddy Bears
383,2021-06-14,5244.0,Stuffed Animals & Teddy Bears
384,2021-06-15,5244.0,Stuffed Animals & Teddy Bears
385,2021-06-16,5332.0,Stuffed Animals & Teddy Bears
386,2021-06-17,5332.0,Stuffed Animals & Teddy Bears
387,2021-06-18,6177.0,Stuffed Animals & Teddy Bears
388,2021-06-19,6030.0,Stuffed Animals & Teddy Bears
389,2021-06-20,6030.0,Stuffed Animals & Teddy Bears
390,2021-06-21,12593.0,Stuffed Animals & Teddy Bears
391,2021-06-22,9918.0,Stuffed Animals & Teddy Bears
392,2021-06-23,9918.0,Stuffed Animals & Teddy Bears
393,2021-06-24,9918.0,Stuffed Animals & Teddy Bears
394,2021-06-25,9349.0,Stuffed Animals & Teddy Bears
395,2021-06-26,9349.0,Stuffed Animals & Teddy Bears
396,2021-06-27,6928.0,Stuffed Animals & Teddy Bears
397,2021-06-28,6928.0,Stuffed Animals & Teddy Bears
398,2021-06-29,6526.0,Stuffed Animals & Teddy Bears
399,2021-06-30,6526.0,Stuffed Animals & Teddy Bears
400,2021-07-01,5146.0,Stuffed Animals & Teddy Bears
401,2021-07-02,4222.0,Stuffed Animals & Teddy Bears
402,2021-07-03,4222.0,Stuffed Animals & Teddy Bears
403,2021-07-04,5400.0,Stuffed Animals & Teddy Bears
404,2021-07-05,5400.0,Stuffed Animals & Teddy Bears
405,2021-07-06,4550.0,Stuffed Animals & Teddy Bears
406,2021-07-07,4550.0,Stuffed Animals & Teddy Bears
407,2021-07-08,4088.0,Stuffed Animals & Teddy Bears
408,2021-07-09,4162.0,Stuffed Animals & Teddy Bears
409,2021-07-10,3754.0,Stuffed Animals & Teddy Bears
