,date,value,name_B00LTYJGC4
670,2020-07-16,1306.0,Misting Systems
671,2020-07-17,2469.0,Misting Systems
672,2020-07-18,2469.0,Misting Systems
673,2020-07-19,1568.0,Misting Systems
674,2020-07-20,1568.0,Misting Systems
675,2020-07-21,1336.0,Misting Systems
676,2020-07-22,1336.0,Misting Systems
677,2020-07-23,3064.0,Misting Systems
678,2020-07-24,3064.0,Misting Systems
679,2020-07-25,3064.0,Misting Systems
680,2020-07-26,1612.0,Misting Systems
681,2020-07-27,1612.0,Misting Systems
682,2020-07-28,1612.0,Misting Systems
683,2020-07-29,1332.0,Misting Systems
684,2020-07-30,1332.0,Misting Systems
685,2020-07-31,1332.0,Misting Systems
686,2020-08-01,1055.0,Misting Systems
687,2020-08-02,1162.0,Misting Systems
688,2020-08-03,1162.0,Misting Systems
689,2020-08-04,1162.0,Misting Systems
690,2020-08-05,1847.0,Misting Systems
691,2020-08-06,3732.0,Misting Systems
692,2020-08-07,3066.0,Misting Systems
693,2020-08-08,3066.0,Misting Systems
694,2020-08-09,2063.0,Misting Systems
695,2020-08-10,2063.0,Misting Systems
696,2020-08-11,2218.0,Misting Systems
697,2020-08-12,2218.0,Misting Systems
698,2020-08-13,2218.0,Misting Systems
699,2020-08-14,1402.0,Misting Systems
700,2020-08-15,927.0,Misting Systems
701,2020-08-16,927.0,Misting Systems
702,2020-08-17,625.0,Misting Systems
703,2020-08-18,625.0,Misting Systems
704,2020-08-19,996.0,Misting Systems
705,2020-08-20,804.0,Misting Systems
706,2020-08-21,908.0,Misting Systems
707,2020-08-22,908.0,Misting Systems
708,2020-08-23,908.0,Misting Systems
709,2020-08-24,1110.0,Misting Systems
710,2020-08-25,1110.0,Misting Systems
711,2020-08-26,1110.0,Misting Systems
712,2020-08-27,1460.0,Misting Systems
713,2020-08-28,1460.0,Misting Systems
714,2020-08-29,1460.0,Misting Systems
715,2020-08-30,2549.0,Misting Systems
716,2020-08-31,2549.0,Misting Systems
717,2020-09-01,2232.0,Misting Systems
718,2020-09-02,2232.0,Misting Systems
719,2020-09-03,1554.0,Misting Systems
720,2020-09-04,1554.0,Misting Systems
721,2020-09-05,1554.0,Misting Systems
722,2020-09-06,876.0,Misting Systems
723,2020-09-07,789.0,Misting Systems
724,2020-09-08,1118.0,Misting Systems
725,2020-09-09,1118.0,Misting Systems
726,2020-09-10,1855.0,Misting Systems
727,2020-09-11,2962.0,Misting Systems
728,2020-09-12,2962.0,Misting Systems
729,2020-09-13,2962.0,Misting Systems
730,2020-09-14,3359.0,Misting Systems
731,2020-09-15,3359.0,Misting Systems
732,2020-09-16,4715.0,Misting Systems
733,2020-09-17,4715.0,Misting Systems
734,2020-09-18,3979.0,Misting Systems
735,2020-09-19,3979.0,Misting Systems
736,2020-09-20,5104.0,Misting Systems
737,2020-09-21,4430.0,Misting Systems
738,2020-09-22,4430.0,Misting Systems
739,2020-09-23,4430.0,Misting Systems
740,2020-09-24,4244.0,Misting Systems
741,2020-09-25,4244.0,Misting Systems
742,2020-09-26,4244.0,Misting Systems
743,2020-09-27,4547.0,Misting Systems
744,2020-09-28,4547.0,Misting Systems
745,2020-09-29,4547.0,Misting Systems
746,2020-09-30,5806.0,Misting Systems
747,2020-10-01,5806.0,Misting Systems
748,2020-10-02,5806.0,Misting Systems
749,2020-10-03,4335.0,Misting Systems
750,2020-10-04,4940.0,Misting Systems
751,2020-10-05,4940.0,Misting Systems
752,2020-10-06,4940.0,Misting Systems
753,2020-10-07,8271.0,Misting Systems
754,2020-10-08,8271.0,Misting Systems
755,2020-10-09,8271.0,Misting Systems
756,2020-10-10,8949.0,Misting Systems
757,2020-10-11,9035.0,Misting Systems
758,2020-10-12,6470.0,Misting Systems
759,2020-10-13,6470.0,Misting Systems
760,2020-10-14,6470.0,Misting Systems
761,2020-10-15,10123.0,Misting Systems
762,2020-10-16,10123.0,Misting Systems
763,2020-10-17,10123.0,Misting Systems
764,2020-10-18,8014.0,Misting Systems
765,2020-10-19,8014.0,Misting Systems
766,2020-10-20,8014.0,Misting Systems
767,2020-10-21,8014.0,Misting Systems
768,2020-10-22,10427.0,Misting Systems
769,2020-10-23,10427.0,Misting Systems
770,2020-10-24,10427.0,Misting Systems
771,2020-10-25,10427.0,Misting Systems
772,2020-10-26,13453.0,Misting Systems
773,2020-10-27,15397.0,Misting Systems
774,2020-10-28,15397.0,Misting Systems
775,2020-10-29,11457.0,Misting Systems
776,2020-10-30,11457.0,Misting Systems
777,2020-10-31,11457.0,Misting Systems
778,2020-11-01,13129.0,Misting Systems
779,2020-11-02,13129.0,Misting Systems
780,2020-11-03,13129.0,Misting Systems
781,2020-11-04,8669.0,Misting Systems
782,2020-11-05,7726.0,Misting Systems
783,2020-11-06,7726.0,Misting Systems
784,2020-11-07,7726.0,Misting Systems
785,2020-11-08,7726.0,Misting Systems
786,2020-11-09,20093.0,Misting Systems
787,2020-11-10,20093.0,Misting Systems
788,2020-11-11,19932.0,Misting Systems
789,2020-11-12,19932.0,Misting Systems
790,2020-11-13,19932.0,Misting Systems
791,2020-11-14,19932.0,Misting Systems
792,2020-11-15,19932.0,Misting Systems
793,2020-11-16,19968.0,Misting Systems
794,2020-11-17,19968.0,Misting Systems
795,2020-11-18,19968.0,Misting Systems
796,2020-11-19,18806.0,Misting Systems
797,2020-11-20,18806.0,Misting Systems
798,2020-11-21,18806.0,Misting Systems
799,2020-11-22,16614.0,Misting Systems
800,2020-11-23,16614.0,Misting Systems
801,2020-11-24,16614.0,Misting Systems
802,2020-11-25,15853.0,Misting Systems
803,2020-11-26,15853.0,Misting Systems
804,2020-11-27,15853.0,Misting Systems
805,2020-11-28,15853.0,Misting Systems
806,2020-11-29,15853.0,Misting Systems
807,2020-11-30,26139.0,Misting Systems
808,2020-12-01,26139.0,Misting Systems
809,2020-12-02,18767.0,Misting Systems
810,2020-12-03,18767.0,Misting Systems
811,2020-12-04,18767.0,Misting Systems
812,2020-12-05,22110.0,Misting Systems
813,2020-12-06,22110.0,Misting Systems
814,2020-12-07,22110.0,Misting Systems
815,2020-12-08,12826.0,Misting Systems
816,2020-12-09,12826.0,Misting Systems
817,2020-12-10,12826.0,Misting Systems
818,2020-12-11,12826.0,Misting Systems
819,2020-12-12,12826.0,Misting Systems
820,2020-12-13,19004.0,Misting Systems
821,2020-12-14,19004.0,Misting Systems
822,2020-12-15,19004.0,Misting Systems
823,2020-12-16,14931.0,Misting Systems
824,2020-12-17,14931.0,Misting Systems
825,2020-12-18,14931.0,Misting Systems
826,2020-12-19,17019.0,Misting Systems
827,2020-12-20,17019.0,Misting Systems
828,2020-12-21,18518.0,Misting Systems
829,2020-12-22,18518.0,Misting Systems
830,2020-12-23,18518.0,Misting Systems
831,2020-12-24,10478.0,Misting Systems
832,2020-12-25,15722.0,Misting Systems
833,2020-12-26,15722.0,Misting Systems
834,2020-12-27,15061.0,Misting Systems
835,2020-12-28,15061.0,Misting Systems
836,2020-12-29,15061.0,Misting Systems
837,2020-12-30,15061.0,Misting Systems
838,2020-12-31,17300.0,Misting Systems
839,2021-01-01,17300.0,Misting Systems
840,2021-01-02,17300.0,Misting Systems
841,2021-01-03,17300.0,Misting Systems
842,2021-01-04,17300.0,Misting Systems
843,2021-01-05,16818.0,Misting Systems
844,2021-01-06,16818.0,Misting Systems
845,2021-01-07,18675.0,Misting Systems
846,2021-01-08,18675.0,Misting Systems
847,2021-01-09,15539.0,Misting Systems
848,2021-01-10,15539.0,Misting Systems
849,2021-01-11,15539.0,Misting Systems
850,2021-01-12,12412.0,Misting Systems
851,2021-01-13,12046.0,Misting Systems
852,2021-01-14,13349.0,Misting Systems
853,2021-01-15,13349.0,Misting Systems
854,2021-01-16,11149.0,Misting Systems
855,2021-01-17,11149.0,Misting Systems
856,2021-01-18,11712.0,Misting Systems
857,2021-01-19,12537.0,Misting Systems
858,2021-01-20,12537.0,Misting Systems
859,2021-01-21,12537.0,Misting Systems
860,2021-01-22,14077.0,Misting Systems
861,2021-01-23,14077.0,Misting Systems
862,2021-01-24,14077.0,Misting Systems
863,2021-01-25,12864.0,Misting Systems
864,2021-01-26,9782.0,Misting Systems
865,2021-01-27,9782.0,Misting Systems
866,2021-01-28,9782.0,Misting Systems
867,2021-01-29,13467.0,Misting Systems
868,2021-01-30,13467.0,Misting Systems
869,2021-01-31,13467.0,Misting Systems
870,2021-02-01,10771.0,Misting Systems
871,2021-02-02,10771.0,Misting Systems
872,2021-02-03,10771.0,Misting Systems
873,2021-02-04,10340.0,Misting Systems
874,2021-02-05,10340.0,Misting Systems
875,2021-02-06,10340.0,Misting Systems
876,2021-02-07,12689.0,Misting Systems
877,2021-02-08,12689.0,Misting Systems
878,2021-02-09,9765.0,Misting Systems
879,2021-02-10,9765.0,Misting Systems
880,2021-02-11,9765.0,Misting Systems
881,2021-02-12,8196.0,Misting Systems
882,2021-02-13,8196.0,Misting Systems
883,2021-02-14,8196.0,Misting Systems
884,2021-02-15,13789.0,Misting Systems
885,2021-02-16,13789.0,Misting Systems
886,2021-02-17,13789.0,Misting Systems
887,2021-02-18,14083.0,Misting Systems
888,2021-02-19,14083.0,Misting Systems
889,2021-02-20,13091.0,Misting Systems
890,2021-02-21,13091.0,Misting Systems
891,2021-02-22,13447.0,Misting Systems
892,2021-02-23,13447.0,Misting Systems
893,2021-02-24,13447.0,Misting Systems
894,2021-02-25,5191.0,Misting Systems
895,2021-02-26,5191.0,Misting Systems
896,2021-02-27,5191.0,Misting Systems
897,2021-02-28,7786.0,Misting Systems
898,2021-03-01,7786.0,Misting Systems
899,2021-03-02,7353.0,Misting Systems
900,2021-03-03,7353.0,Misting Systems
901,2021-03-04,6873.0,Misting Systems
902,2021-03-05,6873.0,Misting Systems
903,2021-03-06,6873.0,Misting Systems
904,2021-03-07,7745.0,Misting Systems
905,2021-03-08,5455.0,Misting Systems
906,2021-03-09,5455.0,Misting Systems
907,2021-03-10,7127.0,Misting Systems
908,2021-03-11,7127.0,Misting Systems
909,2021-03-12,7127.0,Misting Systems
910,2021-03-13,8104.0,Misting Systems
911,2021-03-14,7121.0,Misting Systems
912,2021-03-15,7121.0,Misting Systems
913,2021-03-16,7121.0,Misting Systems
914,2021-03-17,6695.0,Misting Systems
915,2021-03-18,6695.0,Misting Systems
916,2021-03-19,6907.0,Misting Systems
917,2021-03-20,6907.0,Misting Systems
918,2021-03-21,6907.0,Misting Systems
919,2021-03-22,5019.0,Misting Systems
920,2021-03-23,5019.0,Misting Systems
921,2021-03-24,7983.0,Misting Systems
922,2021-03-25,6264.0,Misting Systems
923,2021-03-26,6264.0,Misting Systems
924,2021-03-27,5480.0,Misting Systems
925,2021-03-28,5480.0,Misting Systems
926,2021-03-29,3030.0,Misting Systems
927,2021-03-30,3030.0,Misting Systems
928,2021-03-31,3030.0,Misting Systems
929,2021-04-01,3020.0,Misting Systems
930,2021-04-02,3020.0,Misting Systems
931,2021-04-03,3020.0,Misting Systems
932,2021-04-04,1569.0,Misting Systems
933,2021-04-05,1189.0,Misting Systems
934,2021-04-06,2201.0,Misting Systems
935,2021-04-07,2201.0,Misting Systems
936,2021-04-08,2154.0,Misting Systems
937,2021-04-09,2249.0,Misting Systems
938,2021-04-10,2249.0,Misting Systems
939,2021-04-11,1546.0,Misting Systems
940,2021-04-12,1629.0,Misting Systems
941,2021-04-13,1905.0,Misting Systems
942,2021-04-14,1905.0,Misting Systems
943,2021-04-15,2305.0,Misting Systems
944,2021-04-16,2516.0,Misting Systems
945,2021-04-17,2516.0,Misting Systems
946,2021-04-18,2516.0,Misting Systems
947,2021-04-19,2700.0,Misting Systems
948,2021-04-20,2700.0,Misting Systems
949,2021-04-21,2436.0,Misting Systems
950,2021-04-22,2436.0,Misting Systems
951,2021-04-23,3090.0,Misting Systems
952,2021-04-24,3090.0,Misting Systems
953,2021-04-25,3090.0,Misting Systems
954,2021-04-26,1999.0,Misting Systems
955,2021-04-27,1999.0,Misting Systems
956,2021-04-28,2676.0,Misting Systems
957,2021-04-29,2676.0,Misting Systems
958,2021-04-30,2687.0,Misting Systems
959,2021-05-01,2687.0,Misting Systems
960,2021-05-02,2687.0,Misting Systems
961,2021-05-03,2279.0,Misting Systems
962,2021-05-04,2272.0,Misting Systems
963,2021-05-05,2272.0,Misting Systems
964,2021-05-06,1496.0,Misting Systems
965,2021-05-07,1496.0,Misting Systems
966,2021-05-08,1650.0,Misting Systems
967,2021-05-09,1650.0,Misting Systems
968,2021-05-10,1650.0,Misting Systems
969,2021-05-11,1846.0,Misting Systems
970,2021-05-12,1846.0,Misting Systems
971,2021-05-13,1555.0,Misting Systems
972,2021-05-14,1555.0,Misting Systems
973,2021-05-15,1555.0,Misting Systems
974,2021-05-16,1406.0,Misting Systems
975,2021-05-17,1406.0,Misting Systems
976,2021-05-18,1778.0,Misting Systems
977,2021-05-19,1778.0,Misting Systems
978,2021-05-20,1895.0,Misting Systems
979,2021-05-21,1895.0,Misting Systems
980,2021-05-22,1416.0,Misting Systems
981,2021-05-23,1416.0,Misting Systems
982,2021-05-24,1592.0,Misting Systems
983,2021-05-25,1592.0,Misting Systems
984,2021-05-26,1579.0,Misting Systems
985,2021-05-27,1686.0,Misting Systems
986,2021-05-28,1686.0,Misting Systems
987,2021-05-29,1061.0,Misting Systems
988,2021-05-30,1061.0,Misting Systems
989,2021-05-31,983.0,Misting Systems
990,2021-06-01,983.0,Misting Systems
991,2021-06-02,851.0,Misting Systems
992,2021-06-03,851.0,Misting Systems
993,2021-06-04,1239.0,Misting Systems
994,2021-06-05,2194.0,Misting Systems
995,2021-06-06,2194.0,Misting Systems
996,2021-06-07,5372.0,Misting Systems
997,2021-06-08,5861.0,Misting Systems
998,2021-06-09,2316.0,Misting Systems
999,2021-06-10,2316.0,Misting Systems
1000,2021-06-11,1377.0,Misting Systems
1001,2021-06-12,1377.0,Misting Systems
1002,2021-06-13,1040.0,Misting Systems
1003,2021-06-14,1040.0,Misting Systems
1004,2021-06-15,761.0,Misting Systems
1005,2021-06-16,761.0,Misting Systems
1006,2021-06-17,1125.0,Misting Systems
1007,2021-06-18,2165.0,Misting Systems
1008,2021-06-19,2165.0,Misting Systems
1009,2021-06-20,796.0,Misting Systems
1010,2021-06-21,2519.0,Misting Systems
1011,2021-06-22,2519.0,Misting Systems
1012,2021-06-23,4587.0,Misting Systems
1013,2021-06-24,6202.0,Misting Systems
1014,2021-06-25,6202.0,Misting Systems
1015,2021-06-26,2329.0,Misting Systems
1016,2021-06-27,2329.0,Misting Systems
1017,2021-06-28,940.0,Misting Systems
1018,2021-06-29,1026.0,Misting Systems
1019,2021-06-30,1026.0,Misting Systems
1020,2021-07-01,1323.0,Misting Systems
1021,2021-07-02,1367.0,Misting Systems
1022,2021-07-03,1724.0,Misting Systems
1023,2021-07-04,1724.0,Misting Systems
1024,2021-07-05,1724.0,Misting Systems
1025,2021-07-06,1435.0,Misting Systems
1026,2021-07-07,1435.0,Misting Systems
1027,2021-07-08,957.0,Misting Systems
1028,2021-07-09,868.0,Misting Systems
1029,2021-07-10,868.0,Misting Systems
1030,2021-07-11,747.0,Misting Systems
