,date,value,name_B07RWF8F1Y
153,2019-10-24,147398.0,Pool Hoses
154,2019-10-25,147398.0,Pool Hoses
155,2019-10-26,147398.0,Pool Hoses
156,2019-10-27,147398.0,Pool Hoses
157,2019-10-28,164848.0,Pool Hoses
158,2019-10-29,164848.0,Pool Hoses
159,2019-10-30,164848.0,Pool Hoses
160,2019-10-31,164848.0,Pool Hoses
161,2019-11-01,164848.0,Pool Hoses
162,2019-11-02,67415.0,Pool Hoses
163,2019-11-03,67415.0,Pool Hoses
164,2019-11-04,67415.0,Pool Hoses
165,2019-11-05,67415.0,Pool Hoses
166,2019-11-06,121629.0,Pool Hoses
167,2019-11-07,121629.0,Pool Hoses
168,2019-11-08,121629.0,Pool Hoses
169,2019-11-09,121629.0,Pool Hoses
170,2019-11-10,121629.0,Pool Hoses
171,2019-11-11,121629.0,Pool Hoses
172,2019-11-12,168385.0,Pool Hoses
173,2019-11-13,168385.0,Pool Hoses
174,2019-11-14,168385.0,Pool Hoses
175,2019-11-15,168385.0,Pool Hoses
176,2019-11-16,168515.0,Pool Hoses
177,2019-11-17,168515.0,Pool Hoses
178,2019-11-18,168515.0,Pool Hoses
179,2019-11-19,168515.0,Pool Hoses
180,2019-11-20,71864.0,Pool Hoses
181,2019-11-21,71864.0,Pool Hoses
182,2019-11-22,71864.0,Pool Hoses
183,2019-11-23,71864.0,Pool Hoses
184,2019-11-24,71864.0,Pool Hoses
185,2019-11-25,71864.0,Pool Hoses
186,2019-11-26,71864.0,Pool Hoses
187,2019-11-27,169521.0,Pool Hoses
188,2019-11-28,169521.0,Pool Hoses
189,2019-11-29,169521.0,Pool Hoses
190,2019-11-30,167546.0,Pool Hoses
191,2019-12-01,167546.0,Pool Hoses
192,2019-12-02,167546.0,Pool Hoses
193,2019-12-03,167546.0,Pool Hoses
194,2019-12-04,167546.0,Pool Hoses
195,2019-12-05,167546.0,Pool Hoses
196,2019-12-06,167546.0,Pool Hoses
197,2019-12-07,182336.0,Pool Hoses
198,2019-12-08,182336.0,Pool Hoses
199,2019-12-09,182336.0,Pool Hoses
200,2019-12-10,182336.0,Pool Hoses
201,2019-12-11,182336.0,Pool Hoses
202,2019-12-12,182336.0,Pool Hoses
203,2019-12-13,182336.0,Pool Hoses
204,2019-12-14,182336.0,Pool Hoses
205,2019-12-15,182336.0,Pool Hoses
206,2019-12-16,182336.0,Pool Hoses
207,2019-12-17,182336.0,Pool Hoses
208,2019-12-18,102585.0,Pool Hoses
209,2019-12-19,102585.0,Pool Hoses
210,2019-12-20,102585.0,Pool Hoses
211,2019-12-21,102585.0,Pool Hoses
212,2019-12-22,102585.0,Pool Hoses
213,2019-12-23,102585.0,Pool Hoses
214,2019-12-24,102585.0,Pool Hoses
215,2019-12-25,102585.0,Pool Hoses
216,2019-12-26,102585.0,Pool Hoses
217,2019-12-27,102585.0,Pool Hoses
218,2019-12-28,102585.0,Pool Hoses
219,2019-12-29,102585.0,Pool Hoses
220,2019-12-30,102585.0,Pool Hoses
221,2019-12-31,167648.0,Pool Hoses
222,2020-01-01,167648.0,Pool Hoses
223,2020-01-02,167648.0,Pool Hoses
224,2020-01-03,167648.0,Pool Hoses
225,2020-01-04,167648.0,Pool Hoses
226,2020-01-05,167648.0,Pool Hoses
227,2020-01-06,167648.0,Pool Hoses
228,2020-01-07,167648.0,Pool Hoses
229,2020-01-08,167648.0,Pool Hoses
230,2020-01-09,177559.0,Pool Hoses
231,2020-01-10,177559.0,Pool Hoses
232,2020-01-11,177559.0,Pool Hoses
233,2020-01-12,177559.0,Pool Hoses
234,2020-01-13,177559.0,Pool Hoses
235,2020-01-14,177559.0,Pool Hoses
236,2020-01-15,177559.0,Pool Hoses
237,2020-01-16,177559.0,Pool Hoses
238,2020-01-17,177559.0,Pool Hoses
239,2020-01-18,177559.0,Pool Hoses
240,2020-01-19,177559.0,Pool Hoses
241,2020-01-20,176880.0,Pool Hoses
242,2020-01-21,176880.0,Pool Hoses
243,2020-01-22,176880.0,Pool Hoses
244,2020-01-23,176880.0,Pool Hoses
245,2020-01-24,176880.0,Pool Hoses
246,2020-01-25,176880.0,Pool Hoses
247,2020-01-26,114460.0,Pool Hoses
248,2020-01-27,114460.0,Pool Hoses
249,2020-01-28,114460.0,Pool Hoses
250,2020-01-29,114460.0,Pool Hoses
251,2020-01-30,114460.0,Pool Hoses
252,2020-01-31,114460.0,Pool Hoses
253,2020-02-01,114460.0,Pool Hoses
254,2020-02-02,114460.0,Pool Hoses
255,2020-02-03,114460.0,Pool Hoses
256,2020-02-04,114460.0,Pool Hoses
257,2020-02-05,114460.0,Pool Hoses
258,2020-02-06,114460.0,Pool Hoses
259,2020-02-07,-1.0,Pool Hoses
260,2020-02-08,-1.0,Pool Hoses
261,2020-02-09,-1.0,Pool Hoses
262,2020-02-10,-1.0,Pool Hoses
263,2020-02-11,-1.0,Pool Hoses
264,2020-02-12,-1.0,Pool Hoses
265,2020-02-13,-1.0,Pool Hoses
266,2020-02-14,-1.0,Pool Hoses
267,2020-02-15,-1.0,Pool Hoses
268,2020-02-16,-1.0,Pool Hoses
269,2020-02-17,-1.0,Pool Hoses
270,2020-02-18,-1.0,Pool Hoses
271,2020-02-19,-1.0,Pool Hoses
272,2020-02-20,190847.0,Pool Hoses
273,2020-02-21,190847.0,Pool Hoses
274,2020-02-22,190847.0,Pool Hoses
275,2020-02-23,190847.0,Pool Hoses
276,2020-02-24,190847.0,Pool Hoses
277,2020-02-25,141557.0,Pool Hoses
278,2020-02-26,141557.0,Pool Hoses
279,2020-02-27,141557.0,Pool Hoses
280,2020-02-28,141557.0,Pool Hoses
281,2020-02-29,141557.0,Pool Hoses
282,2020-03-01,141557.0,Pool Hoses
283,2020-03-02,141557.0,Pool Hoses
284,2020-03-03,141557.0,Pool Hoses
285,2020-03-04,141557.0,Pool Hoses
286,2020-03-05,141557.0,Pool Hoses
287,2020-03-06,141557.0,Pool Hoses
288,2020-03-07,141557.0,Pool Hoses
289,2020-03-08,141557.0,Pool Hoses
290,2020-03-09,141557.0,Pool Hoses
291,2020-03-10,141557.0,Pool Hoses
292,2020-03-11,141557.0,Pool Hoses
293,2020-03-12,141557.0,Pool Hoses
294,2020-03-13,141557.0,Pool Hoses
295,2020-03-14,141557.0,Pool Hoses
296,2020-03-15,141557.0,Pool Hoses
297,2020-03-16,141557.0,Pool Hoses
298,2020-03-17,104510.0,Pool Hoses
299,2020-03-18,104510.0,Pool Hoses
300,2020-03-19,104510.0,Pool Hoses
301,2020-03-20,104510.0,Pool Hoses
302,2020-03-21,104510.0,Pool Hoses
303,2020-03-22,104510.0,Pool Hoses
304,2020-03-23,104510.0,Pool Hoses
305,2020-03-24,104510.0,Pool Hoses
306,2020-03-25,104510.0,Pool Hoses
307,2020-03-26,104510.0,Pool Hoses
308,2020-03-27,104510.0,Pool Hoses
309,2020-03-28,104510.0,Pool Hoses
310,2020-03-29,104510.0,Pool Hoses
311,2020-03-30,104510.0,Pool Hoses
312,2020-03-31,44296.0,Pool Hoses
313,2020-04-01,44296.0,Pool Hoses
314,2020-04-02,44296.0,Pool Hoses
315,2020-04-03,44296.0,Pool Hoses
316,2020-04-04,44296.0,Pool Hoses
317,2020-04-05,17486.0,Pool Hoses
318,2020-04-06,17486.0,Pool Hoses
319,2020-04-07,17486.0,Pool Hoses
320,2020-04-08,17486.0,Pool Hoses
321,2020-04-09,22060.0,Pool Hoses
322,2020-04-10,22060.0,Pool Hoses
323,2020-04-11,22060.0,Pool Hoses
324,2020-04-12,22060.0,Pool Hoses
325,2020-04-13,26970.0,Pool Hoses
326,2020-04-14,26970.0,Pool Hoses
327,2020-04-15,26970.0,Pool Hoses
328,2020-04-16,26970.0,Pool Hoses
329,2020-04-17,26970.0,Pool Hoses
330,2020-04-18,26970.0,Pool Hoses
331,2020-04-19,26970.0,Pool Hoses
332,2020-04-20,26970.0,Pool Hoses
333,2020-04-21,26970.0,Pool Hoses
334,2020-04-22,26970.0,Pool Hoses
335,2020-04-23,26970.0,Pool Hoses
336,2020-04-24,26970.0,Pool Hoses
337,2020-04-25,26970.0,Pool Hoses
338,2020-04-26,17238.0,Pool Hoses
339,2020-04-27,17238.0,Pool Hoses
340,2020-04-28,17238.0,Pool Hoses
341,2020-04-29,17238.0,Pool Hoses
342,2020-04-30,14685.0,Pool Hoses
343,2020-05-01,14165.0,Pool Hoses
344,2020-05-02,8885.0,Pool Hoses
345,2020-05-03,8885.0,Pool Hoses
346,2020-05-04,8885.0,Pool Hoses
347,2020-05-05,7786.0,Pool Hoses
348,2020-05-06,7786.0,Pool Hoses
349,2020-05-07,7786.0,Pool Hoses
350,2020-05-08,7786.0,Pool Hoses
351,2020-05-09,5328.0,Pool Hoses
352,2020-05-10,5328.0,Pool Hoses
353,2020-05-11,5328.0,Pool Hoses
354,2020-05-12,5991.0,Pool Hoses
355,2020-05-13,5991.0,Pool Hoses
356,2020-05-14,5991.0,Pool Hoses
357,2020-05-15,4170.0,Pool Hoses
358,2020-05-16,4799.0,Pool Hoses
359,2020-05-17,4799.0,Pool Hoses
360,2020-05-18,3149.0,Pool Hoses
361,2020-05-19,3149.0,Pool Hoses
362,2020-05-20,3149.0,Pool Hoses
363,2020-05-21,2805.0,Pool Hoses
364,2020-05-22,2799.0,Pool Hoses
365,2020-05-23,2799.0,Pool Hoses
366,2020-05-24,2799.0,Pool Hoses
367,2020-05-25,2006.0,Pool Hoses
368,2020-05-26,2006.0,Pool Hoses
369,2020-05-27,2870.0,Pool Hoses
370,2020-05-28,2870.0,Pool Hoses
371,2020-05-29,3048.0,Pool Hoses
372,2020-05-30,3048.0,Pool Hoses
373,2020-05-31,3048.0,Pool Hoses
374,2020-06-01,2355.0,Pool Hoses
375,2020-06-02,2168.0,Pool Hoses
376,2020-06-03,2168.0,Pool Hoses
377,2020-06-04,4712.0,Pool Hoses
378,2020-06-05,4712.0,Pool Hoses
379,2020-06-06,4712.0,Pool Hoses
380,2020-06-07,4712.0,Pool Hoses
381,2020-06-08,5374.0,Pool Hoses
382,2020-06-09,5374.0,Pool Hoses
383,2020-06-10,5374.0,Pool Hoses
384,2020-06-11,15075.0,Pool Hoses
385,2020-06-12,16631.0,Pool Hoses
386,2020-06-13,16631.0,Pool Hoses
387,2020-06-14,16631.0,Pool Hoses
388,2020-06-15,16631.0,Pool Hoses
389,2020-06-16,8152.0,Pool Hoses
390,2020-06-17,14053.0,Pool Hoses
391,2020-06-18,14053.0,Pool Hoses
392,2020-06-19,14053.0,Pool Hoses
393,2020-06-20,14053.0,Pool Hoses
394,2020-06-21,7256.0,Pool Hoses
395,2020-06-22,5880.0,Pool Hoses
396,2020-06-23,5880.0,Pool Hoses
397,2020-06-24,10644.0,Pool Hoses
398,2020-06-25,10644.0,Pool Hoses
399,2020-06-26,10644.0,Pool Hoses
400,2020-06-27,10644.0,Pool Hoses
401,2020-06-28,10644.0,Pool Hoses
402,2020-06-29,12983.0,Pool Hoses
403,2020-06-30,12983.0,Pool Hoses
404,2020-07-01,12333.0,Pool Hoses
405,2020-07-02,12333.0,Pool Hoses
406,2020-07-03,12333.0,Pool Hoses
407,2020-07-04,12333.0,Pool Hoses
408,2020-07-05,15162.0,Pool Hoses
409,2020-07-06,15162.0,Pool Hoses
410,2020-07-07,15162.0,Pool Hoses
411,2020-07-08,12805.0,Pool Hoses
412,2020-07-09,12805.0,Pool Hoses
413,2020-07-10,12805.0,Pool Hoses
414,2020-07-11,15994.0,Pool Hoses
415,2020-07-12,15994.0,Pool Hoses
416,2020-07-13,15994.0,Pool Hoses
417,2020-07-14,15994.0,Pool Hoses
418,2020-07-15,15994.0,Pool Hoses
419,2020-07-16,14201.0,Pool Hoses
420,2020-07-17,14201.0,Pool Hoses
421,2020-07-18,14201.0,Pool Hoses
422,2020-07-19,14201.0,Pool Hoses
423,2020-07-20,14201.0,Pool Hoses
424,2020-07-21,14201.0,Pool Hoses
425,2020-07-22,18381.0,Pool Hoses
426,2020-07-23,18381.0,Pool Hoses
427,2020-07-24,33706.0,Pool Hoses
428,2020-07-25,33706.0,Pool Hoses
429,2020-07-26,33706.0,Pool Hoses
430,2020-07-27,30058.0,Pool Hoses
431,2020-07-28,30058.0,Pool Hoses
432,2020-07-29,30058.0,Pool Hoses
433,2020-07-30,30058.0,Pool Hoses
434,2020-07-31,74257.0,Pool Hoses
435,2020-08-01,74257.0,Pool Hoses
436,2020-08-02,74257.0,Pool Hoses
437,2020-08-03,74257.0,Pool Hoses
438,2020-08-04,8629.0,Pool Hoses
439,2020-08-05,8629.0,Pool Hoses
440,2020-08-06,13919.0,Pool Hoses
441,2020-08-07,13919.0,Pool Hoses
442,2020-08-08,13919.0,Pool Hoses
443,2020-08-09,13919.0,Pool Hoses
444,2020-08-10,8714.0,Pool Hoses
445,2020-08-11,8714.0,Pool Hoses
446,2020-08-12,8714.0,Pool Hoses
447,2020-08-13,8714.0,Pool Hoses
448,2020-08-14,8714.0,Pool Hoses
449,2020-08-15,8714.0,Pool Hoses
450,2020-08-16,7446.0,Pool Hoses
451,2020-08-17,7446.0,Pool Hoses
452,2020-08-18,7446.0,Pool Hoses
453,2020-08-19,7446.0,Pool Hoses
454,2020-08-20,7446.0,Pool Hoses
455,2020-08-21,7446.0,Pool Hoses
456,2020-08-22,7446.0,Pool Hoses
457,2020-08-23,7446.0,Pool Hoses
458,2020-08-24,7446.0,Pool Hoses
459,2020-08-25,7446.0,Pool Hoses
460,2020-08-26,7446.0,Pool Hoses
461,2020-08-27,7446.0,Pool Hoses
462,2020-08-28,7446.0,Pool Hoses
463,2020-08-29,20196.0,Pool Hoses
464,2020-08-30,20196.0,Pool Hoses
465,2020-08-31,19805.0,Pool Hoses
466,2020-09-01,21377.0,Pool Hoses
467,2020-09-02,21377.0,Pool Hoses
468,2020-09-03,21377.0,Pool Hoses
469,2020-09-04,21377.0,Pool Hoses
470,2020-09-05,29407.0,Pool Hoses
471,2020-09-06,29407.0,Pool Hoses
472,2020-09-07,29407.0,Pool Hoses
473,2020-09-08,29407.0,Pool Hoses
474,2020-09-09,29407.0,Pool Hoses
475,2020-09-10,29407.0,Pool Hoses
476,2020-09-11,29407.0,Pool Hoses
477,2020-09-12,28718.0,Pool Hoses
478,2020-09-13,28718.0,Pool Hoses
479,2020-09-14,43560.0,Pool Hoses
480,2020-09-15,31561.0,Pool Hoses
481,2020-09-16,31561.0,Pool Hoses
482,2020-09-17,31561.0,Pool Hoses
483,2020-09-18,31561.0,Pool Hoses
484,2020-09-19,31561.0,Pool Hoses
485,2020-09-20,31561.0,Pool Hoses
486,2020-09-21,31561.0,Pool Hoses
487,2020-09-22,31561.0,Pool Hoses
488,2020-09-23,31561.0,Pool Hoses
489,2020-09-24,24881.0,Pool Hoses
490,2020-09-25,24881.0,Pool Hoses
491,2020-09-26,24881.0,Pool Hoses
492,2020-09-27,21540.0,Pool Hoses
493,2020-09-28,21540.0,Pool Hoses
494,2020-09-29,21540.0,Pool Hoses
495,2020-09-30,21540.0,Pool Hoses
496,2020-10-01,33916.0,Pool Hoses
497,2020-10-02,33916.0,Pool Hoses
498,2020-10-03,24908.0,Pool Hoses
499,2020-10-04,24908.0,Pool Hoses
500,2020-10-05,19212.0,Pool Hoses
501,2020-10-06,19212.0,Pool Hoses
502,2020-10-07,19212.0,Pool Hoses
503,2020-10-08,19212.0,Pool Hoses
504,2020-10-09,34618.0,Pool Hoses
505,2020-10-10,34618.0,Pool Hoses
506,2020-10-11,34618.0,Pool Hoses
507,2020-10-12,34618.0,Pool Hoses
508,2020-10-13,26771.0,Pool Hoses
509,2020-10-14,26771.0,Pool Hoses
510,2020-10-15,26771.0,Pool Hoses
511,2020-10-16,26771.0,Pool Hoses
512,2020-10-17,26771.0,Pool Hoses
513,2020-10-18,26771.0,Pool Hoses
514,2020-10-19,26771.0,Pool Hoses
515,2020-10-20,26771.0,Pool Hoses
516,2020-10-21,33627.0,Pool Hoses
517,2020-10-22,33627.0,Pool Hoses
518,2020-10-23,33627.0,Pool Hoses
519,2020-10-24,33627.0,Pool Hoses
520,2020-10-25,33627.0,Pool Hoses
521,2020-10-26,33985.0,Pool Hoses
522,2020-10-27,33985.0,Pool Hoses
523,2020-10-28,48530.0,Pool Hoses
524,2020-10-29,48530.0,Pool Hoses
525,2020-10-30,48530.0,Pool Hoses
526,2020-10-31,48530.0,Pool Hoses
527,2020-11-01,70975.0,Pool Hoses
528,2020-11-02,70975.0,Pool Hoses
529,2020-11-03,70975.0,Pool Hoses
530,2020-11-04,72612.0,Pool Hoses
531,2020-11-05,72612.0,Pool Hoses
532,2020-11-06,72612.0,Pool Hoses
533,2020-11-07,72612.0,Pool Hoses
534,2020-11-08,72612.0,Pool Hoses
535,2020-11-09,47669.0,Pool Hoses
536,2020-11-10,59268.0,Pool Hoses
537,2020-11-11,59268.0,Pool Hoses
538,2020-11-12,59268.0,Pool Hoses
539,2020-11-13,52712.0,Pool Hoses
540,2020-11-14,52712.0,Pool Hoses
541,2020-11-15,52712.0,Pool Hoses
542,2020-11-16,52712.0,Pool Hoses
543,2020-11-17,39377.0,Pool Hoses
544,2020-11-18,39377.0,Pool Hoses
545,2020-11-19,39377.0,Pool Hoses
546,2020-11-20,39377.0,Pool Hoses
547,2020-11-21,39377.0,Pool Hoses
548,2020-11-22,57434.0,Pool Hoses
549,2020-11-23,57434.0,Pool Hoses
550,2020-11-24,57434.0,Pool Hoses
551,2020-11-25,57434.0,Pool Hoses
552,2020-11-26,57434.0,Pool Hoses
553,2020-11-27,57434.0,Pool Hoses
554,2020-11-28,57434.0,Pool Hoses
555,2020-11-29,57434.0,Pool Hoses
556,2020-11-30,57434.0,Pool Hoses
557,2020-12-01,57434.0,Pool Hoses
558,2020-12-02,57434.0,Pool Hoses
559,2020-12-03,57434.0,Pool Hoses
560,2020-12-04,57434.0,Pool Hoses
561,2020-12-05,57434.0,Pool Hoses
562,2020-12-06,57434.0,Pool Hoses
563,2020-12-07,57434.0,Pool Hoses
564,2020-12-08,57434.0,Pool Hoses
565,2020-12-09,57434.0,Pool Hoses
566,2020-12-10,57434.0,Pool Hoses
567,2020-12-11,57434.0,Pool Hoses
568,2020-12-12,57434.0,Pool Hoses
569,2020-12-13,57434.0,Pool Hoses
570,2020-12-14,57434.0,Pool Hoses
571,2020-12-15,57434.0,Pool Hoses
572,2020-12-16,57434.0,Pool Hoses
573,2020-12-17,57434.0,Pool Hoses
574,2020-12-18,57434.0,Pool Hoses
575,2020-12-19,57434.0,Pool Hoses
576,2020-12-20,82492.0,Pool Hoses
577,2020-12-21,82492.0,Pool Hoses
578,2020-12-22,82492.0,Pool Hoses
579,2020-12-23,82492.0,Pool Hoses
580,2020-12-24,82492.0,Pool Hoses
581,2020-12-25,82492.0,Pool Hoses
582,2020-12-26,82492.0,Pool Hoses
583,2020-12-27,82492.0,Pool Hoses
584,2020-12-28,82492.0,Pool Hoses
585,2020-12-29,82492.0,Pool Hoses
586,2020-12-30,82492.0,Pool Hoses
587,2020-12-31,82492.0,Pool Hoses
588,2021-01-01,82492.0,Pool Hoses
589,2021-01-02,82492.0,Pool Hoses
590,2021-01-03,82492.0,Pool Hoses
591,2021-01-04,82492.0,Pool Hoses
592,2021-01-05,82492.0,Pool Hoses
593,2021-01-06,64096.0,Pool Hoses
594,2021-01-07,64096.0,Pool Hoses
595,2021-01-08,82923.0,Pool Hoses
596,2021-01-09,82923.0,Pool Hoses
597,2021-01-10,82923.0,Pool Hoses
598,2021-01-11,82923.0,Pool Hoses
599,2021-01-12,82923.0,Pool Hoses
600,2021-01-13,82923.0,Pool Hoses
601,2021-01-14,82923.0,Pool Hoses
602,2021-01-15,82923.0,Pool Hoses
603,2021-01-16,82923.0,Pool Hoses
604,2021-01-17,82923.0,Pool Hoses
605,2021-01-18,68856.0,Pool Hoses
606,2021-01-19,68856.0,Pool Hoses
607,2021-01-20,68856.0,Pool Hoses
608,2021-01-21,68856.0,Pool Hoses
609,2021-01-22,68856.0,Pool Hoses
610,2021-01-23,68856.0,Pool Hoses
611,2021-01-24,88684.0,Pool Hoses
612,2021-01-25,88684.0,Pool Hoses
613,2021-01-26,88684.0,Pool Hoses
614,2021-01-27,88684.0,Pool Hoses
615,2021-01-28,88684.0,Pool Hoses
616,2021-01-29,83984.0,Pool Hoses
617,2021-01-30,83984.0,Pool Hoses
618,2021-01-31,83984.0,Pool Hoses
619,2021-02-01,83984.0,Pool Hoses
620,2021-02-02,83984.0,Pool Hoses
621,2021-02-03,83984.0,Pool Hoses
622,2021-02-04,129346.0,Pool Hoses
623,2021-02-05,129346.0,Pool Hoses
624,2021-02-06,129346.0,Pool Hoses
625,2021-02-07,129346.0,Pool Hoses
626,2021-02-08,35023.0,Pool Hoses
627,2021-02-09,35023.0,Pool Hoses
628,2021-02-10,35023.0,Pool Hoses
629,2021-02-11,35023.0,Pool Hoses
630,2021-02-12,35023.0,Pool Hoses
631,2021-02-13,35023.0,Pool Hoses
632,2021-02-14,105345.0,Pool Hoses
633,2021-02-15,105345.0,Pool Hoses
