,date,value,name_B07X3RTHMC
0,2019-08-31,30164.0,Tablecloths
1,2019-09-01,39544.0,Tablecloths
2,2019-09-02,43513.0,Tablecloths
3,2019-09-03,39538.0,Tablecloths
4,2019-09-04,39638.0,Tablecloths
5,2019-09-05,39638.0,Tablecloths
6,2019-09-06,39638.0,Tablecloths
7,2019-09-07,59160.0,Tablecloths
8,2019-09-08,61706.0,Tablecloths
9,2019-09-09,56671.0,Tablecloths
10,2019-09-10,61252.0,Tablecloths
11,2019-09-11,32483.0,Tablecloths
12,2019-09-12,30183.0,Tablecloths
13,2019-09-13,49488.0,Tablecloths
14,2019-09-14,74664.0,Tablecloths
15,2019-09-15,91483.0,Tablecloths
16,2019-09-16,112015.0,Tablecloths
17,2019-09-17,50619.0,Tablecloths
