,date,value,name_B01DLB9O88
0,2019-10-04,52308.0,Thigh Supports
1,2019-10-05,71156.0,Thigh Supports
2,2019-10-06,66904.0,Thigh Supports
3,2019-10-07,47810.0,Thigh Supports
4,2019-10-08,53274.0,Thigh Supports
5,2019-10-09,44174.0,Thigh Supports
6,2019-10-10,55805.0,Thigh Supports
7,2019-10-11,53705.0,Thigh Supports
8,2019-10-12,55087.0,Thigh Supports
9,2019-10-13,37927.0,Thigh Supports
10,2019-10-14,55182.0,Thigh Supports
11,2019-10-15,47024.0,Thigh Supports
12,2019-10-16,47024.0,Thigh Supports
13,2019-10-17,47024.0,Thigh Supports
14,2019-10-18,47024.0,Thigh Supports
15,2019-10-19,47024.0,Thigh Supports
16,2019-10-20,47024.0,Thigh Supports
17,2019-10-21,47024.0,Thigh Supports
18,2019-10-22,47024.0,Thigh Supports
19,2019-10-23,47024.0,Thigh Supports
20,2019-10-24,47024.0,Thigh Supports
21,2019-10-25,47024.0,Thigh Supports
22,2019-10-26,47024.0,Thigh Supports
23,2019-10-27,47024.0,Thigh Supports
24,2019-10-28,47024.0,Thigh Supports
25,2019-10-29,47024.0,Thigh Supports
26,2019-10-30,47024.0,Thigh Supports
27,2019-10-31,47024.0,Thigh Supports
28,2019-11-01,47024.0,Thigh Supports
29,2019-11-02,47024.0,Thigh Supports
30,2019-11-03,47024.0,Thigh Supports
31,2019-11-04,47024.0,Thigh Supports
32,2019-11-05,47024.0,Thigh Supports
33,2019-11-06,47024.0,Thigh Supports
34,2019-11-07,47024.0,Thigh Supports
35,2019-11-08,47024.0,Thigh Supports
36,2019-11-09,47024.0,Thigh Supports
37,2019-11-10,47024.0,Thigh Supports
38,2019-11-11,47024.0,Thigh Supports
39,2019-11-12,47024.0,Thigh Supports
40,2019-11-13,47024.0,Thigh Supports
41,2019-11-14,47024.0,Thigh Supports
42,2019-11-15,47024.0,Thigh Supports
43,2019-11-16,47024.0,Thigh Supports
44,2019-11-17,47024.0,Thigh Supports
45,2019-11-18,47024.0,Thigh Supports
46,2019-11-19,47024.0,Thigh Supports
47,2019-11-20,47024.0,Thigh Supports
48,2019-11-21,47024.0,Thigh Supports
49,2019-11-22,47024.0,Thigh Supports
50,2019-11-23,47024.0,Thigh Supports
51,2019-11-24,47024.0,Thigh Supports
52,2019-11-25,47024.0,Thigh Supports
53,2019-11-26,47024.0,Thigh Supports
54,2019-11-27,47024.0,Thigh Supports
55,2019-11-28,47024.0,Thigh Supports
56,2019-11-29,47024.0,Thigh Supports
57,2019-11-30,47024.0,Thigh Supports
58,2019-12-01,47024.0,Thigh Supports
59,2019-12-02,47024.0,Thigh Supports
60,2019-12-03,47024.0,Thigh Supports
61,2019-12-04,47024.0,Thigh Supports
62,2019-12-05,47024.0,Thigh Supports
63,2019-12-06,47024.0,Thigh Supports
64,2019-12-07,47024.0,Thigh Supports
65,2019-12-08,47024.0,Thigh Supports
66,2019-12-09,47024.0,Thigh Supports
67,2019-12-10,47024.0,Thigh Supports
68,2019-12-11,47024.0,Thigh Supports
69,2019-12-12,47024.0,Thigh Supports
70,2019-12-13,47024.0,Thigh Supports
71,2019-12-14,47024.0,Thigh Supports
72,2019-12-15,47024.0,Thigh Supports
73,2019-12-16,47024.0,Thigh Supports
74,2019-12-17,47024.0,Thigh Supports
75,2019-12-18,47024.0,Thigh Supports
76,2019-12-19,47024.0,Thigh Supports
77,2019-12-20,47024.0,Thigh Supports
78,2019-12-21,47024.0,Thigh Supports
79,2019-12-22,47024.0,Thigh Supports
80,2019-12-23,47024.0,Thigh Supports
81,2019-12-24,47024.0,Thigh Supports
82,2019-12-25,47024.0,Thigh Supports
83,2019-12-26,47024.0,Thigh Supports
84,2019-12-27,47024.0,Thigh Supports
85,2019-12-28,47024.0,Thigh Supports
86,2019-12-29,47024.0,Thigh Supports
87,2019-12-30,47024.0,Thigh Supports
88,2019-12-31,47024.0,Thigh Supports
89,2020-01-01,47024.0,Thigh Supports
90,2020-01-02,47024.0,Thigh Supports
91,2020-01-03,47024.0,Thigh Supports
92,2020-01-04,47024.0,Thigh Supports
93,2020-01-05,47024.0,Thigh Supports
94,2020-01-06,47024.0,Thigh Supports
95,2020-01-07,47024.0,Thigh Supports
96,2020-01-08,47024.0,Thigh Supports
97,2020-01-09,47024.0,Thigh Supports
98,2020-01-10,47024.0,Thigh Supports
99,2020-01-11,47024.0,Thigh Supports
100,2020-01-12,47024.0,Thigh Supports
101,2020-01-13,47024.0,Thigh Supports
102,2020-01-14,47024.0,Thigh Supports
103,2020-01-15,47024.0,Thigh Supports
104,2020-01-16,47024.0,Thigh Supports
105,2020-01-17,47024.0,Thigh Supports
106,2020-01-18,47024.0,Thigh Supports
107,2020-01-19,47024.0,Thigh Supports
108,2020-01-20,47024.0,Thigh Supports
109,2020-01-21,47024.0,Thigh Supports
110,2020-01-22,47024.0,Thigh Supports
111,2020-01-23,47024.0,Thigh Supports
112,2020-01-24,47024.0,Thigh Supports
113,2020-01-25,47024.0,Thigh Supports
114,2020-01-26,47024.0,Thigh Supports
115,2020-01-27,47024.0,Thigh Supports
116,2020-01-28,47024.0,Thigh Supports
117,2020-01-29,47024.0,Thigh Supports
118,2020-01-30,47024.0,Thigh Supports
119,2020-01-31,47024.0,Thigh Supports
120,2020-02-01,47024.0,Thigh Supports
121,2020-02-02,47024.0,Thigh Supports
122,2020-02-03,47024.0,Thigh Supports
123,2020-02-04,47024.0,Thigh Supports
124,2020-02-05,47024.0,Thigh Supports
125,2020-02-06,47024.0,Thigh Supports
126,2020-02-07,47024.0,Thigh Supports
127,2020-02-08,47024.0,Thigh Supports
128,2020-02-09,47024.0,Thigh Supports
129,2020-02-10,47024.0,Thigh Supports
130,2020-02-11,47024.0,Thigh Supports
131,2020-02-12,47024.0,Thigh Supports
132,2020-02-13,47024.0,Thigh Supports
133,2020-02-14,47024.0,Thigh Supports
134,2020-02-15,47024.0,Thigh Supports
135,2020-02-16,47024.0,Thigh Supports
136,2020-02-17,47024.0,Thigh Supports
137,2020-02-18,47024.0,Thigh Supports
138,2020-02-19,47024.0,Thigh Supports
139,2020-02-20,47024.0,Thigh Supports
140,2020-02-21,47024.0,Thigh Supports
141,2020-02-22,47024.0,Thigh Supports
142,2020-02-23,1211.0,Thigh Supports
143,2020-02-24,1211.0,Thigh Supports
144,2020-02-25,-1.0,Thigh Supports
145,2020-02-26,-1.0,Thigh Supports
146,2020-02-27,-1.0,Thigh Supports
147,2020-02-28,-1.0,Thigh Supports
148,2020-02-29,-1.0,Thigh Supports
149,2020-03-01,-1.0,Thigh Supports
150,2020-03-02,-1.0,Thigh Supports
151,2020-03-03,-1.0,Thigh Supports
152,2020-03-04,-1.0,Thigh Supports
153,2020-03-05,-1.0,Thigh Supports
154,2020-03-06,-1.0,Thigh Supports
155,2020-03-07,-1.0,Thigh Supports
156,2020-03-08,-1.0,Thigh Supports
157,2020-03-09,-1.0,Thigh Supports
158,2020-03-10,-1.0,Thigh Supports
159,2020-03-11,-1.0,Thigh Supports
160,2020-03-12,-1.0,Thigh Supports
161,2020-03-13,-1.0,Thigh Supports
162,2020-03-14,-1.0,Thigh Supports
163,2020-03-15,-1.0,Thigh Supports
164,2020-03-16,-1.0,Thigh Supports
165,2020-03-17,-1.0,Thigh Supports
166,2020-03-18,-1.0,Thigh Supports
167,2020-03-19,-1.0,Thigh Supports
168,2020-03-20,-1.0,Thigh Supports
169,2020-03-21,-1.0,Thigh Supports
170,2020-03-22,-1.0,Thigh Supports
171,2020-03-23,-1.0,Thigh Supports
172,2020-03-24,-1.0,Thigh Supports
173,2020-03-25,-1.0,Thigh Supports
174,2020-03-26,-1.0,Thigh Supports
175,2020-03-27,-1.0,Thigh Supports
176,2020-03-28,-1.0,Thigh Supports
177,2020-03-29,-1.0,Thigh Supports
178,2020-03-30,-1.0,Thigh Supports
179,2020-03-31,-1.0,Thigh Supports
180,2020-04-01,-1.0,Thigh Supports
181,2020-04-02,-1.0,Thigh Supports
182,2020-04-03,-1.0,Thigh Supports
183,2020-04-04,-1.0,Thigh Supports
184,2020-04-05,-1.0,Thigh Supports
185,2020-04-06,-1.0,Thigh Supports
186,2020-04-07,-1.0,Thigh Supports
187,2020-04-08,-1.0,Thigh Supports
188,2020-04-09,-1.0,Thigh Supports
189,2020-04-10,-1.0,Thigh Supports
190,2020-04-11,-1.0,Thigh Supports
191,2020-04-12,-1.0,Thigh Supports
192,2020-04-13,-1.0,Thigh Supports
193,2020-04-14,-1.0,Thigh Supports
194,2020-04-15,-1.0,Thigh Supports
195,2020-04-16,-1.0,Thigh Supports
196,2020-04-17,-1.0,Thigh Supports
197,2020-04-18,-1.0,Thigh Supports
198,2020-04-19,-1.0,Thigh Supports
199,2020-04-20,-1.0,Thigh Supports
200,2020-04-21,-1.0,Thigh Supports
201,2020-04-22,-1.0,Thigh Supports
202,2020-04-23,-1.0,Thigh Supports
203,2020-04-24,-1.0,Thigh Supports
204,2020-04-25,-1.0,Thigh Supports
205,2020-04-26,-1.0,Thigh Supports
206,2020-04-27,-1.0,Thigh Supports
207,2020-04-28,-1.0,Thigh Supports
208,2020-04-29,-1.0,Thigh Supports
209,2020-04-30,-1.0,Thigh Supports
210,2020-05-01,-1.0,Thigh Supports
211,2020-05-02,-1.0,Thigh Supports
212,2020-05-03,-1.0,Thigh Supports
213,2020-05-04,-1.0,Thigh Supports
214,2020-05-05,-1.0,Thigh Supports
215,2020-05-06,-1.0,Thigh Supports
216,2020-05-07,-1.0,Thigh Supports
217,2020-05-08,-1.0,Thigh Supports
218,2020-05-09,-1.0,Thigh Supports
219,2020-05-10,-1.0,Thigh Supports
220,2020-05-11,-1.0,Thigh Supports
221,2020-05-12,-1.0,Thigh Supports
222,2020-05-13,-1.0,Thigh Supports
223,2020-05-14,-1.0,Thigh Supports
224,2020-05-15,-1.0,Thigh Supports
225,2020-05-16,-1.0,Thigh Supports
226,2020-05-17,-1.0,Thigh Supports
227,2020-05-18,-1.0,Thigh Supports
228,2020-05-19,-1.0,Thigh Supports
229,2020-05-20,-1.0,Thigh Supports
230,2020-05-21,-1.0,Thigh Supports
231,2020-05-22,-1.0,Thigh Supports
232,2020-05-23,6790.0,Thigh Supports
233,2020-05-24,6790.0,Thigh Supports
234,2020-05-25,5878.0,Thigh Supports
235,2020-05-26,7504.0,Thigh Supports
236,2020-05-27,7060.0,Thigh Supports
237,2020-05-28,7060.0,Thigh Supports
238,2020-05-29,7060.0,Thigh Supports
239,2020-05-30,7060.0,Thigh Supports
240,2020-05-31,6732.0,Thigh Supports
241,2020-06-01,6605.0,Thigh Supports
242,2020-06-02,6519.0,Thigh Supports
243,2020-06-03,6380.0,Thigh Supports
244,2020-06-04,6380.0,Thigh Supports
245,2020-06-05,7188.0,Thigh Supports
246,2020-06-06,7188.0,Thigh Supports
247,2020-06-07,7188.0,Thigh Supports
248,2020-06-08,7989.0,Thigh Supports
249,2020-06-09,7989.0,Thigh Supports
250,2020-06-10,6549.0,Thigh Supports
251,2020-06-11,6549.0,Thigh Supports
252,2020-06-12,6549.0,Thigh Supports
253,2020-06-13,6455.0,Thigh Supports
254,2020-06-14,7562.0,Thigh Supports
255,2020-06-15,8348.0,Thigh Supports
256,2020-06-16,8348.0,Thigh Supports
257,2020-06-17,7686.0,Thigh Supports
258,2020-06-18,7908.0,Thigh Supports
259,2020-06-19,7908.0,Thigh Supports
260,2020-06-20,7908.0,Thigh Supports
261,2020-06-21,7908.0,Thigh Supports
262,2020-06-22,7908.0,Thigh Supports
263,2020-06-23,7503.0,Thigh Supports
264,2020-06-24,7503.0,Thigh Supports
265,2020-06-25,7503.0,Thigh Supports
266,2020-06-26,7503.0,Thigh Supports
267,2020-06-27,7503.0,Thigh Supports
268,2020-06-28,7196.0,Thigh Supports
269,2020-06-29,7196.0,Thigh Supports
270,2020-06-30,8203.0,Thigh Supports
271,2020-07-01,9565.0,Thigh Supports
272,2020-07-02,7731.0,Thigh Supports
273,2020-07-03,7731.0,Thigh Supports
274,2020-07-04,7731.0,Thigh Supports
275,2020-07-05,7814.0,Thigh Supports
276,2020-07-06,7814.0,Thigh Supports
277,2020-07-07,7814.0,Thigh Supports
278,2020-07-08,7123.0,Thigh Supports
279,2020-07-09,6911.0,Thigh Supports
280,2020-07-10,6911.0,Thigh Supports
281,2020-07-11,6107.0,Thigh Supports
282,2020-07-12,7141.0,Thigh Supports
283,2020-07-13,7141.0,Thigh Supports
284,2020-07-14,7681.0,Thigh Supports
285,2020-07-15,7681.0,Thigh Supports
286,2020-07-16,7860.0,Thigh Supports
287,2020-07-17,7341.0,Thigh Supports
288,2020-07-18,7341.0,Thigh Supports
289,2020-07-19,8643.0,Thigh Supports
290,2020-07-20,10077.0,Thigh Supports
291,2020-07-21,11054.0,Thigh Supports
292,2020-07-22,11054.0,Thigh Supports
293,2020-07-23,8659.0,Thigh Supports
294,2020-07-24,8659.0,Thigh Supports
295,2020-07-25,8659.0,Thigh Supports
296,2020-07-26,7957.0,Thigh Supports
