,date,value,name_B01DLB9O88
297,2020-07-27,7957.0,Thigh Supports
298,2020-07-28,8892.0,Thigh Supports
299,2020-07-29,9139.0,Thigh Supports
300,2020-07-30,9139.0,Thigh Supports
301,2020-07-31,7433.0,Thigh Supports
302,2020-08-01,7433.0,Thigh Supports
303,2020-08-02,6953.0,Thigh Supports
304,2020-08-03,6953.0,Thigh Supports
305,2020-08-04,9564.0,Thigh Supports
306,2020-08-05,8536.0,Thigh Supports
307,2020-08-06,8536.0,Thigh Supports
308,2020-08-07,8536.0,Thigh Supports
309,2020-08-08,8536.0,Thigh Supports
310,2020-08-09,7893.0,Thigh Supports
311,2020-08-10,7893.0,Thigh Supports
312,2020-08-11,7893.0,Thigh Supports
313,2020-08-12,8728.0,Thigh Supports
314,2020-08-13,8728.0,Thigh Supports
315,2020-08-14,8728.0,Thigh Supports
316,2020-08-15,8383.0,Thigh Supports
317,2020-08-16,7898.0,Thigh Supports
318,2020-08-17,7898.0,Thigh Supports
319,2020-08-18,7898.0,Thigh Supports
320,2020-08-19,9422.0,Thigh Supports
321,2020-08-20,9422.0,Thigh Supports
322,2020-08-21,9422.0,Thigh Supports
323,2020-08-22,8197.0,Thigh Supports
324,2020-08-23,8653.0,Thigh Supports
325,2020-08-24,8653.0,Thigh Supports
326,2020-08-25,8653.0,Thigh Supports
327,2020-08-26,8272.0,Thigh Supports
328,2020-08-27,7089.0,Thigh Supports
329,2020-08-28,12445.0,Thigh Supports
330,2020-08-29,12445.0,Thigh Supports
331,2020-08-30,12445.0,Thigh Supports
332,2020-08-31,11712.0,Thigh Supports
333,2020-09-01,11352.0,Thigh Supports
334,2020-09-02,11352.0,Thigh Supports
335,2020-09-03,11352.0,Thigh Supports
336,2020-09-04,9750.0,Thigh Supports
337,2020-09-05,9750.0,Thigh Supports
338,2020-09-06,9750.0,Thigh Supports
339,2020-09-07,15460.0,Thigh Supports
340,2020-09-08,15460.0,Thigh Supports
341,2020-09-09,15460.0,Thigh Supports
342,2020-09-10,15098.0,Thigh Supports
343,2020-09-11,19851.0,Thigh Supports
344,2020-09-12,19851.0,Thigh Supports
345,2020-09-13,10596.0,Thigh Supports
346,2020-09-14,10087.0,Thigh Supports
347,2020-09-15,12068.0,Thigh Supports
348,2020-09-16,15457.0,Thigh Supports
349,2020-09-17,15457.0,Thigh Supports
350,2020-09-18,15457.0,Thigh Supports
351,2020-09-19,6037.0,Thigh Supports
352,2020-09-20,6037.0,Thigh Supports
353,2020-09-21,6037.0,Thigh Supports
354,2020-09-22,7884.0,Thigh Supports
355,2020-09-23,7979.0,Thigh Supports
356,2020-09-24,6536.0,Thigh Supports
357,2020-09-25,6536.0,Thigh Supports
358,2020-09-26,16125.0,Thigh Supports
359,2020-09-27,14709.0,Thigh Supports
360,2020-09-28,15063.0,Thigh Supports
361,2020-09-29,13607.0,Thigh Supports
362,2020-09-30,10980.0,Thigh Supports
363,2020-10-01,10980.0,Thigh Supports
364,2020-10-02,9882.0,Thigh Supports
365,2020-10-03,9882.0,Thigh Supports
366,2020-10-04,11656.0,Thigh Supports
367,2020-10-05,10865.0,Thigh Supports
368,2020-10-06,9572.0,Thigh Supports
369,2020-10-07,9572.0,Thigh Supports
370,2020-10-08,10988.0,Thigh Supports
371,2020-10-09,10988.0,Thigh Supports
372,2020-10-10,9697.0,Thigh Supports
373,2020-10-11,9697.0,Thigh Supports
374,2020-10-12,9697.0,Thigh Supports
375,2020-10-13,11129.0,Thigh Supports
376,2020-10-14,11129.0,Thigh Supports
377,2020-10-15,10949.0,Thigh Supports
378,2020-10-16,10949.0,Thigh Supports
379,2020-10-17,10949.0,Thigh Supports
380,2020-10-18,10297.0,Thigh Supports
381,2020-10-19,10297.0,Thigh Supports
382,2020-10-20,10297.0,Thigh Supports
383,2020-10-21,11638.0,Thigh Supports
384,2020-10-22,11638.0,Thigh Supports
385,2020-10-23,10767.0,Thigh Supports
386,2020-10-24,10767.0,Thigh Supports
387,2020-10-25,10767.0,Thigh Supports
388,2020-10-26,10767.0,Thigh Supports
389,2020-10-27,13539.0,Thigh Supports
390,2020-10-28,13539.0,Thigh Supports
391,2020-10-29,9326.0,Thigh Supports
392,2020-10-30,8556.0,Thigh Supports
393,2020-10-31,8556.0,Thigh Supports
394,2020-11-01,8556.0,Thigh Supports
395,2020-11-02,9535.0,Thigh Supports
396,2020-11-03,9535.0,Thigh Supports
397,2020-11-04,9535.0,Thigh Supports
398,2020-11-05,9535.0,Thigh Supports
399,2020-11-06,9535.0,Thigh Supports
400,2020-11-07,8275.0,Thigh Supports
401,2020-11-08,8275.0,Thigh Supports
402,2020-11-09,8275.0,Thigh Supports
403,2020-11-10,10539.0,Thigh Supports
404,2020-11-11,10792.0,Thigh Supports
405,2020-11-12,10792.0,Thigh Supports
406,2020-11-13,10792.0,Thigh Supports
407,2020-11-14,10792.0,Thigh Supports
408,2020-11-15,13125.0,Thigh Supports
409,2020-11-16,13125.0,Thigh Supports
410,2020-11-17,13125.0,Thigh Supports
411,2020-11-18,11849.0,Thigh Supports
412,2020-11-19,14155.0,Thigh Supports
413,2020-11-20,14155.0,Thigh Supports
414,2020-11-21,13775.0,Thigh Supports
415,2020-11-22,13775.0,Thigh Supports
416,2020-11-23,13775.0,Thigh Supports
417,2020-11-24,17683.0,Thigh Supports
418,2020-11-25,13533.0,Thigh Supports
419,2020-11-26,13179.0,Thigh Supports
420,2020-11-27,13179.0,Thigh Supports
421,2020-11-28,13179.0,Thigh Supports
422,2020-11-29,13241.0,Thigh Supports
423,2020-11-30,13241.0,Thigh Supports
424,2020-12-01,14232.0,Thigh Supports
425,2020-12-02,14232.0,Thigh Supports
426,2020-12-03,12340.0,Thigh Supports
427,2020-12-04,13107.0,Thigh Supports
428,2020-12-05,13107.0,Thigh Supports
429,2020-12-06,13107.0,Thigh Supports
430,2020-12-07,16419.0,Thigh Supports
431,2020-12-08,15841.0,Thigh Supports
432,2020-12-09,15841.0,Thigh Supports
433,2020-12-10,14869.0,Thigh Supports
434,2020-12-11,12697.0,Thigh Supports
435,2020-12-12,12980.0,Thigh Supports
436,2020-12-13,11986.0,Thigh Supports
437,2020-12-14,12976.0,Thigh Supports
438,2020-12-15,13438.0,Thigh Supports
439,2020-12-16,15581.0,Thigh Supports
440,2020-12-17,16232.0,Thigh Supports
441,2020-12-18,14352.0,Thigh Supports
442,2020-12-19,14352.0,Thigh Supports
443,2020-12-20,12306.0,Thigh Supports
444,2020-12-21,15326.0,Thigh Supports
445,2020-12-22,12072.0,Thigh Supports
446,2020-12-23,12072.0,Thigh Supports
447,2020-12-24,13397.0,Thigh Supports
448,2020-12-25,10756.0,Thigh Supports
449,2020-12-26,13452.0,Thigh Supports
450,2020-12-27,12548.0,Thigh Supports
451,2020-12-28,9979.0,Thigh Supports
452,2020-12-29,13247.0,Thigh Supports
453,2020-12-30,12237.0,Thigh Supports
454,2020-12-31,11052.0,Thigh Supports
455,2021-01-01,9060.0,Thigh Supports
456,2021-01-02,10318.0,Thigh Supports
457,2021-01-03,11587.0,Thigh Supports
458,2021-01-04,11587.0,Thigh Supports
459,2021-01-05,11466.0,Thigh Supports
460,2021-01-06,11466.0,Thigh Supports
461,2021-01-07,11466.0,Thigh Supports
462,2021-01-08,9289.0,Thigh Supports
463,2021-01-09,9289.0,Thigh Supports
464,2021-01-10,9289.0,Thigh Supports
465,2021-01-11,10901.0,Thigh Supports
466,2021-01-12,10901.0,Thigh Supports
467,2021-01-13,10901.0,Thigh Supports
468,2021-01-14,10143.0,Thigh Supports
469,2021-01-15,10143.0,Thigh Supports
470,2021-01-16,10143.0,Thigh Supports
471,2021-01-17,10102.0,Thigh Supports
472,2021-01-18,10102.0,Thigh Supports
473,2021-01-19,10102.0,Thigh Supports
474,2021-01-20,11048.0,Thigh Supports
475,2021-01-21,12059.0,Thigh Supports
476,2021-01-22,9706.0,Thigh Supports
477,2021-01-23,10948.0,Thigh Supports
478,2021-01-24,11748.0,Thigh Supports
479,2021-01-25,9617.0,Thigh Supports
480,2021-01-26,10908.0,Thigh Supports
481,2021-01-27,10908.0,Thigh Supports
482,2021-01-28,9383.0,Thigh Supports
483,2021-01-29,9383.0,Thigh Supports
484,2021-01-30,9383.0,Thigh Supports
485,2021-01-31,8762.0,Thigh Supports
486,2021-02-01,8762.0,Thigh Supports
487,2021-02-02,8762.0,Thigh Supports
488,2021-02-03,8762.0,Thigh Supports
489,2021-02-04,8993.0,Thigh Supports
490,2021-02-05,8993.0,Thigh Supports
491,2021-02-06,8993.0,Thigh Supports
492,2021-02-07,8993.0,Thigh Supports
493,2021-02-08,10649.0,Thigh Supports
494,2021-02-09,10649.0,Thigh Supports
495,2021-02-10,10649.0,Thigh Supports
496,2021-02-11,9919.0,Thigh Supports
497,2021-02-12,9146.0,Thigh Supports
498,2021-02-13,9146.0,Thigh Supports
499,2021-02-14,9146.0,Thigh Supports
500,2021-02-15,9758.0,Thigh Supports
501,2021-02-16,9758.0,Thigh Supports
502,2021-02-17,9758.0,Thigh Supports
503,2021-02-18,8476.0,Thigh Supports
504,2021-02-19,9183.0,Thigh Supports
505,2021-02-20,9336.0,Thigh Supports
506,2021-02-21,9336.0,Thigh Supports
507,2021-02-22,9336.0,Thigh Supports
508,2021-02-23,8989.0,Thigh Supports
509,2021-02-24,9376.0,Thigh Supports
510,2021-02-25,6445.0,Thigh Supports
511,2021-02-26,6445.0,Thigh Supports
512,2021-02-27,6445.0,Thigh Supports
513,2021-02-28,5855.0,Thigh Supports
514,2021-03-01,5855.0,Thigh Supports
515,2021-03-02,5855.0,Thigh Supports
516,2021-03-03,6614.0,Thigh Supports
517,2021-03-04,6614.0,Thigh Supports
518,2021-03-05,5692.0,Thigh Supports
519,2021-03-06,5559.0,Thigh Supports
520,2021-03-07,5559.0,Thigh Supports
521,2021-03-08,5559.0,Thigh Supports
522,2021-03-09,5385.0,Thigh Supports
523,2021-03-10,5385.0,Thigh Supports
524,2021-03-11,5648.0,Thigh Supports
525,2021-03-12,5648.0,Thigh Supports
526,2021-03-13,5648.0,Thigh Supports
527,2021-03-14,6318.0,Thigh Supports
528,2021-03-15,6318.0,Thigh Supports
529,2021-03-16,6318.0,Thigh Supports
530,2021-03-17,4954.0,Thigh Supports
531,2021-03-18,4954.0,Thigh Supports
532,2021-03-19,4954.0,Thigh Supports
533,2021-03-20,4504.0,Thigh Supports
534,2021-03-21,4504.0,Thigh Supports
535,2021-03-22,4504.0,Thigh Supports
536,2021-03-23,4693.0,Thigh Supports
537,2021-03-24,4519.0,Thigh Supports
538,2021-03-25,5308.0,Thigh Supports
539,2021-03-26,5308.0,Thigh Supports
540,2021-03-27,5057.0,Thigh Supports
541,2021-03-28,6126.0,Thigh Supports
542,2021-03-29,6946.0,Thigh Supports
543,2021-03-30,6946.0,Thigh Supports
544,2021-03-31,6946.0,Thigh Supports
545,2021-04-01,7067.0,Thigh Supports
546,2021-04-02,7067.0,Thigh Supports
547,2021-04-03,7067.0,Thigh Supports
548,2021-04-04,7067.0,Thigh Supports
549,2021-04-05,10840.0,Thigh Supports
550,2021-04-06,10840.0,Thigh Supports
551,2021-04-07,10840.0,Thigh Supports
552,2021-04-08,10489.0,Thigh Supports
553,2021-04-09,10489.0,Thigh Supports
554,2021-04-10,8602.0,Thigh Supports
555,2021-04-11,8602.0,Thigh Supports
556,2021-04-12,11384.0,Thigh Supports
557,2021-04-13,12018.0,Thigh Supports
558,2021-04-14,12018.0,Thigh Supports
559,2021-04-15,10010.0,Thigh Supports
560,2021-04-16,11787.0,Thigh Supports
561,2021-04-17,11787.0,Thigh Supports
562,2021-04-18,15182.0,Thigh Supports
563,2021-04-19,15972.0,Thigh Supports
564,2021-04-20,14841.0,Thigh Supports
565,2021-04-21,13467.0,Thigh Supports
566,2021-04-22,12518.0,Thigh Supports
567,2021-04-23,11250.0,Thigh Supports
568,2021-04-24,11250.0,Thigh Supports
569,2021-04-25,12555.0,Thigh Supports
570,2021-04-26,10432.0,Thigh Supports
571,2021-04-27,11079.0,Thigh Supports
572,2021-04-28,9083.0,Thigh Supports
573,2021-04-29,10417.0,Thigh Supports
574,2021-04-30,10353.0,Thigh Supports
575,2021-05-01,10353.0,Thigh Supports
576,2021-05-02,9088.0,Thigh Supports
577,2021-05-03,8462.0,Thigh Supports
578,2021-05-04,7447.0,Thigh Supports
579,2021-05-05,6703.0,Thigh Supports
580,2021-05-06,5745.0,Thigh Supports
581,2021-05-07,6415.0,Thigh Supports
582,2021-05-08,7784.0,Thigh Supports
583,2021-05-09,7784.0,Thigh Supports
584,2021-05-10,7415.0,Thigh Supports
585,2021-05-11,7415.0,Thigh Supports
586,2021-05-12,7415.0,Thigh Supports
587,2021-05-13,6249.0,Thigh Supports
588,2021-05-14,6249.0,Thigh Supports
589,2021-05-15,5763.0,Thigh Supports
590,2021-05-16,4878.0,Thigh Supports
591,2021-05-17,4878.0,Thigh Supports
592,2021-05-18,6846.0,Thigh Supports
593,2021-05-19,5705.0,Thigh Supports
594,2021-05-20,5274.0,Thigh Supports
595,2021-05-21,5049.0,Thigh Supports
596,2021-05-22,5049.0,Thigh Supports
597,2021-05-23,5462.0,Thigh Supports
598,2021-05-24,4919.0,Thigh Supports
599,2021-05-25,5797.0,Thigh Supports
600,2021-05-26,5797.0,Thigh Supports
601,2021-05-27,5449.0,Thigh Supports
602,2021-05-28,5234.0,Thigh Supports
603,2021-05-29,5137.0,Thigh Supports
604,2021-05-30,5280.0,Thigh Supports
605,2021-05-31,5280.0,Thigh Supports
606,2021-06-01,5709.0,Thigh Supports
607,2021-06-02,5700.0,Thigh Supports
608,2021-06-03,5700.0,Thigh Supports
609,2021-06-04,4557.0,Thigh Supports
610,2021-06-05,4557.0,Thigh Supports
611,2021-06-06,5108.0,Thigh Supports
612,2021-06-07,5108.0,Thigh Supports
613,2021-06-08,5108.0,Thigh Supports
614,2021-06-09,4248.0,Thigh Supports
615,2021-06-10,4248.0,Thigh Supports
616,2021-06-11,4213.0,Thigh Supports
617,2021-06-12,4213.0,Thigh Supports
618,2021-06-13,4213.0,Thigh Supports
619,2021-06-14,4423.0,Thigh Supports
620,2021-06-15,4423.0,Thigh Supports
621,2021-06-16,5597.0,Thigh Supports
622,2021-06-17,5066.0,Thigh Supports
623,2021-06-18,5062.0,Thigh Supports
624,2021-06-19,4973.0,Thigh Supports
625,2021-06-20,4973.0,Thigh Supports
626,2021-06-21,6274.0,Thigh Supports
627,2021-06-22,6888.0,Thigh Supports
628,2021-06-23,6420.0,Thigh Supports
629,2021-06-24,5933.0,Thigh Supports
630,2021-06-25,5742.0,Thigh Supports
631,2021-06-26,5742.0,Thigh Supports
632,2021-06-27,7158.0,Thigh Supports
633,2021-06-28,6636.0,Thigh Supports
