,date,value,name_B07JFRJ5JK
156,2020-10-30,3828.0,Laser & Inkjet Printer Labels
157,2020-10-31,4438.0,Laser & Inkjet Printer Labels
158,2020-11-01,4438.0,Laser & Inkjet Printer Labels
159,2020-11-02,4438.0,Laser & Inkjet Printer Labels
160,2020-11-03,4600.0,Laser & Inkjet Printer Labels
161,2020-11-04,4600.0,Laser & Inkjet Printer Labels
162,2020-11-05,4888.0,Laser & Inkjet Printer Labels
163,2020-11-06,4888.0,Laser & Inkjet Printer Labels
164,2020-11-07,6117.0,Laser & Inkjet Printer Labels
165,2020-11-08,6117.0,Laser & Inkjet Printer Labels
166,2020-11-09,6117.0,Laser & Inkjet Printer Labels
167,2020-11-10,4460.0,Laser & Inkjet Printer Labels
168,2020-11-11,4460.0,Laser & Inkjet Printer Labels
169,2020-11-12,4460.0,Laser & Inkjet Printer Labels
170,2020-11-13,4460.0,Laser & Inkjet Printer Labels
171,2020-11-14,5948.0,Laser & Inkjet Printer Labels
172,2020-11-15,5948.0,Laser & Inkjet Printer Labels
173,2020-11-16,5948.0,Laser & Inkjet Printer Labels
174,2020-11-17,9282.0,Laser & Inkjet Printer Labels
175,2020-11-18,9282.0,Laser & Inkjet Printer Labels
176,2020-11-19,9282.0,Laser & Inkjet Printer Labels
177,2020-11-20,6286.0,Laser & Inkjet Printer Labels
178,2020-11-21,6286.0,Laser & Inkjet Printer Labels
179,2020-11-22,8888.0,Laser & Inkjet Printer Labels
180,2020-11-23,11481.0,Laser & Inkjet Printer Labels
181,2020-11-24,8176.0,Laser & Inkjet Printer Labels
182,2020-11-25,8176.0,Laser & Inkjet Printer Labels
183,2020-11-26,6041.0,Laser & Inkjet Printer Labels
184,2020-11-27,7990.0,Laser & Inkjet Printer Labels
185,2020-11-28,7990.0,Laser & Inkjet Printer Labels
186,2020-11-29,7990.0,Laser & Inkjet Printer Labels
187,2020-11-30,19277.0,Laser & Inkjet Printer Labels
188,2020-12-01,19277.0,Laser & Inkjet Printer Labels
189,2020-12-02,19277.0,Laser & Inkjet Printer Labels
190,2020-12-03,6449.0,Laser & Inkjet Printer Labels
191,2020-12-04,6449.0,Laser & Inkjet Printer Labels
192,2020-12-05,6449.0,Laser & Inkjet Printer Labels
193,2020-12-06,6449.0,Laser & Inkjet Printer Labels
194,2020-12-07,6449.0,Laser & Inkjet Printer Labels
195,2020-12-08,8273.0,Laser & Inkjet Printer Labels
196,2020-12-09,5486.0,Laser & Inkjet Printer Labels
197,2020-12-10,5486.0,Laser & Inkjet Printer Labels
198,2020-12-11,5486.0,Laser & Inkjet Printer Labels
199,2020-12-12,5486.0,Laser & Inkjet Printer Labels
200,2020-12-13,12150.0,Laser & Inkjet Printer Labels
201,2020-12-14,12150.0,Laser & Inkjet Printer Labels
202,2020-12-15,12150.0,Laser & Inkjet Printer Labels
203,2020-12-16,12150.0,Laser & Inkjet Printer Labels
204,2020-12-17,6983.0,Laser & Inkjet Printer Labels
205,2020-12-18,6983.0,Laser & Inkjet Printer Labels
206,2020-12-19,7185.0,Laser & Inkjet Printer Labels
207,2020-12-20,7185.0,Laser & Inkjet Printer Labels
208,2020-12-21,7185.0,Laser & Inkjet Printer Labels
209,2020-12-22,7185.0,Laser & Inkjet Printer Labels
210,2020-12-23,7563.0,Laser & Inkjet Printer Labels
211,2020-12-24,7563.0,Laser & Inkjet Printer Labels
212,2020-12-25,9459.0,Laser & Inkjet Printer Labels
213,2020-12-26,9459.0,Laser & Inkjet Printer Labels
214,2020-12-27,9459.0,Laser & Inkjet Printer Labels
215,2020-12-28,11536.0,Laser & Inkjet Printer Labels
216,2020-12-29,11536.0,Laser & Inkjet Printer Labels
217,2020-12-30,11536.0,Laser & Inkjet Printer Labels
218,2020-12-31,6256.0,Laser & Inkjet Printer Labels
219,2021-01-01,6256.0,Laser & Inkjet Printer Labels
220,2021-01-02,6256.0,Laser & Inkjet Printer Labels
221,2021-01-03,6256.0,Laser & Inkjet Printer Labels
222,2021-01-04,6256.0,Laser & Inkjet Printer Labels
223,2021-01-05,6256.0,Laser & Inkjet Printer Labels
224,2021-01-06,6256.0,Laser & Inkjet Printer Labels
225,2021-01-07,6905.0,Laser & Inkjet Printer Labels
226,2021-01-08,6905.0,Laser & Inkjet Printer Labels
227,2021-01-09,6905.0,Laser & Inkjet Printer Labels
228,2021-01-10,6905.0,Laser & Inkjet Printer Labels
229,2021-01-11,11209.0,Laser & Inkjet Printer Labels
230,2021-01-12,11209.0,Laser & Inkjet Printer Labels
231,2021-01-13,11209.0,Laser & Inkjet Printer Labels
232,2021-01-14,7101.0,Laser & Inkjet Printer Labels
233,2021-01-15,7101.0,Laser & Inkjet Printer Labels
234,2021-01-16,7451.0,Laser & Inkjet Printer Labels
235,2021-01-17,7451.0,Laser & Inkjet Printer Labels
236,2021-01-18,7451.0,Laser & Inkjet Printer Labels
237,2021-01-19,10520.0,Laser & Inkjet Printer Labels
238,2021-01-20,10520.0,Laser & Inkjet Printer Labels
239,2021-01-21,10520.0,Laser & Inkjet Printer Labels
240,2021-01-22,6064.0,Laser & Inkjet Printer Labels
241,2021-01-23,6064.0,Laser & Inkjet Printer Labels
242,2021-01-24,8818.0,Laser & Inkjet Printer Labels
243,2021-01-25,9017.0,Laser & Inkjet Printer Labels
244,2021-01-26,9017.0,Laser & Inkjet Printer Labels
245,2021-01-27,9017.0,Laser & Inkjet Printer Labels
246,2021-01-28,5288.0,Laser & Inkjet Printer Labels
247,2021-01-29,5288.0,Laser & Inkjet Printer Labels
248,2021-01-30,5333.0,Laser & Inkjet Printer Labels
249,2021-01-31,5333.0,Laser & Inkjet Printer Labels
250,2021-02-01,5333.0,Laser & Inkjet Printer Labels
251,2021-02-02,5849.0,Laser & Inkjet Printer Labels
252,2021-02-03,5849.0,Laser & Inkjet Printer Labels
253,2021-02-04,5849.0,Laser & Inkjet Printer Labels
254,2021-02-05,6945.0,Laser & Inkjet Printer Labels
255,2021-02-06,6945.0,Laser & Inkjet Printer Labels
256,2021-02-07,4951.0,Laser & Inkjet Printer Labels
257,2021-02-08,4951.0,Laser & Inkjet Printer Labels
258,2021-02-09,4951.0,Laser & Inkjet Printer Labels
259,2021-02-10,4951.0,Laser & Inkjet Printer Labels
260,2021-02-11,4235.0,Laser & Inkjet Printer Labels
261,2021-02-12,4235.0,Laser & Inkjet Printer Labels
262,2021-02-13,4235.0,Laser & Inkjet Printer Labels
263,2021-02-14,4235.0,Laser & Inkjet Printer Labels
264,2021-02-15,4235.0,Laser & Inkjet Printer Labels
265,2021-02-16,4878.0,Laser & Inkjet Printer Labels
266,2021-02-17,4878.0,Laser & Inkjet Printer Labels
267,2021-02-18,3829.0,Laser & Inkjet Printer Labels
268,2021-02-19,3829.0,Laser & Inkjet Printer Labels
269,2021-02-20,3829.0,Laser & Inkjet Printer Labels
270,2021-02-21,3733.0,Laser & Inkjet Printer Labels
271,2021-02-22,3733.0,Laser & Inkjet Printer Labels
272,2021-02-23,3733.0,Laser & Inkjet Printer Labels
273,2021-02-24,2938.0,Laser & Inkjet Printer Labels
274,2021-02-25,2938.0,Laser & Inkjet Printer Labels
275,2021-02-26,2938.0,Laser & Inkjet Printer Labels
276,2021-02-27,3221.0,Laser & Inkjet Printer Labels
277,2021-02-28,3221.0,Laser & Inkjet Printer Labels
278,2021-03-01,3221.0,Laser & Inkjet Printer Labels
279,2021-03-02,3650.0,Laser & Inkjet Printer Labels
280,2021-03-03,3650.0,Laser & Inkjet Printer Labels
281,2021-03-04,3650.0,Laser & Inkjet Printer Labels
282,2021-03-05,4686.0,Laser & Inkjet Printer Labels
283,2021-03-06,4686.0,Laser & Inkjet Printer Labels
284,2021-03-07,4686.0,Laser & Inkjet Printer Labels
285,2021-03-08,5790.0,Laser & Inkjet Printer Labels
286,2021-03-09,5790.0,Laser & Inkjet Printer Labels
287,2021-03-10,5790.0,Laser & Inkjet Printer Labels
288,2021-03-11,3088.0,Laser & Inkjet Printer Labels
289,2021-03-12,3088.0,Laser & Inkjet Printer Labels
290,2021-03-13,3088.0,Laser & Inkjet Printer Labels
291,2021-03-14,7438.0,Laser & Inkjet Printer Labels
292,2021-03-15,7438.0,Laser & Inkjet Printer Labels
293,2021-03-16,5723.0,Laser & Inkjet Printer Labels
294,2021-03-17,5723.0,Laser & Inkjet Printer Labels
295,2021-03-18,3860.0,Laser & Inkjet Printer Labels
296,2021-03-19,4014.0,Laser & Inkjet Printer Labels
297,2021-03-20,4014.0,Laser & Inkjet Printer Labels
298,2021-03-21,4014.0,Laser & Inkjet Printer Labels
299,2021-03-22,3288.0,Laser & Inkjet Printer Labels
300,2021-03-23,3898.0,Laser & Inkjet Printer Labels
301,2021-03-24,3898.0,Laser & Inkjet Printer Labels
302,2021-03-25,2612.0,Laser & Inkjet Printer Labels
303,2021-03-26,4852.0,Laser & Inkjet Printer Labels
304,2021-03-27,4852.0,Laser & Inkjet Printer Labels
305,2021-03-28,4852.0,Laser & Inkjet Printer Labels
306,2021-03-29,5766.0,Laser & Inkjet Printer Labels
307,2021-03-30,5766.0,Laser & Inkjet Printer Labels
308,2021-03-31,4860.0,Laser & Inkjet Printer Labels
309,2021-04-01,4860.0,Laser & Inkjet Printer Labels
310,2021-04-02,4860.0,Laser & Inkjet Printer Labels
311,2021-04-03,3374.0,Laser & Inkjet Printer Labels
312,2021-04-04,5206.0,Laser & Inkjet Printer Labels
313,2021-04-05,5124.0,Laser & Inkjet Printer Labels
314,2021-04-06,4742.0,Laser & Inkjet Printer Labels
315,2021-04-07,4742.0,Laser & Inkjet Printer Labels
316,2021-04-08,4989.0,Laser & Inkjet Printer Labels
317,2021-04-09,4989.0,Laser & Inkjet Printer Labels
318,2021-04-10,2732.0,Laser & Inkjet Printer Labels
319,2021-04-11,2732.0,Laser & Inkjet Printer Labels
320,2021-04-12,4317.0,Laser & Inkjet Printer Labels
321,2021-04-13,4317.0,Laser & Inkjet Printer Labels
322,2021-04-14,5420.0,Laser & Inkjet Printer Labels
323,2021-04-15,3073.0,Laser & Inkjet Printer Labels
324,2021-04-16,3073.0,Laser & Inkjet Printer Labels
325,2021-04-17,3779.0,Laser & Inkjet Printer Labels
326,2021-04-18,5542.0,Laser & Inkjet Printer Labels
327,2021-04-19,8079.0,Laser & Inkjet Printer Labels
328,2021-04-20,8079.0,Laser & Inkjet Printer Labels
329,2021-04-21,8079.0,Laser & Inkjet Printer Labels
330,2021-04-22,2631.0,Laser & Inkjet Printer Labels
331,2021-04-23,2631.0,Laser & Inkjet Printer Labels
332,2021-04-24,4239.0,Laser & Inkjet Printer Labels
333,2021-04-25,4239.0,Laser & Inkjet Printer Labels
334,2021-04-26,9185.0,Laser & Inkjet Printer Labels
335,2021-04-27,9185.0,Laser & Inkjet Printer Labels
336,2021-04-28,9185.0,Laser & Inkjet Printer Labels
337,2021-04-29,3397.0,Laser & Inkjet Printer Labels
338,2021-04-30,3397.0,Laser & Inkjet Printer Labels
339,2021-05-01,3397.0,Laser & Inkjet Printer Labels
340,2021-05-02,6911.0,Laser & Inkjet Printer Labels
341,2021-05-03,3986.0,Laser & Inkjet Printer Labels
342,2021-05-04,3986.0,Laser & Inkjet Printer Labels
343,2021-05-05,4846.0,Laser & Inkjet Printer Labels
344,2021-05-06,4625.0,Laser & Inkjet Printer Labels
345,2021-05-07,4625.0,Laser & Inkjet Printer Labels
346,2021-05-08,4064.0,Laser & Inkjet Printer Labels
347,2021-05-09,4064.0,Laser & Inkjet Printer Labels
348,2021-05-10,5751.0,Laser & Inkjet Printer Labels
349,2021-05-11,5751.0,Laser & Inkjet Printer Labels
350,2021-05-12,4587.0,Laser & Inkjet Printer Labels
351,2021-05-13,2507.0,Laser & Inkjet Printer Labels
352,2021-05-14,2380.0,Laser & Inkjet Printer Labels
353,2021-05-15,2380.0,Laser & Inkjet Printer Labels
354,2021-05-16,2380.0,Laser & Inkjet Printer Labels
355,2021-05-17,4148.0,Laser & Inkjet Printer Labels
356,2021-05-18,4148.0,Laser & Inkjet Printer Labels
357,2021-05-19,4148.0,Laser & Inkjet Printer Labels
358,2021-05-20,2455.0,Laser & Inkjet Printer Labels
359,2021-05-21,2455.0,Laser & Inkjet Printer Labels
360,2021-05-22,2455.0,Laser & Inkjet Printer Labels
361,2021-05-23,2455.0,Laser & Inkjet Printer Labels
362,2021-05-24,5328.0,Laser & Inkjet Printer Labels
363,2021-05-25,5328.0,Laser & Inkjet Printer Labels
364,2021-05-26,4974.0,Laser & Inkjet Printer Labels
365,2021-05-27,4974.0,Laser & Inkjet Printer Labels
366,2021-05-28,4974.0,Laser & Inkjet Printer Labels
367,2021-05-29,4443.0,Laser & Inkjet Printer Labels
368,2021-05-30,4443.0,Laser & Inkjet Printer Labels
369,2021-05-31,5006.0,Laser & Inkjet Printer Labels
370,2021-06-01,5006.0,Laser & Inkjet Printer Labels
371,2021-06-02,4461.0,Laser & Inkjet Printer Labels
372,2021-06-03,4112.0,Laser & Inkjet Printer Labels
373,2021-06-04,4112.0,Laser & Inkjet Printer Labels
374,2021-06-05,4112.0,Laser & Inkjet Printer Labels
375,2021-06-06,4112.0,Laser & Inkjet Printer Labels
376,2021-06-07,5179.0,Laser & Inkjet Printer Labels
377,2021-06-08,5179.0,Laser & Inkjet Printer Labels
378,2021-06-09,2795.0,Laser & Inkjet Printer Labels
379,2021-06-10,2795.0,Laser & Inkjet Printer Labels
380,2021-06-11,3215.0,Laser & Inkjet Printer Labels
381,2021-06-12,3215.0,Laser & Inkjet Printer Labels
382,2021-06-13,3215.0,Laser & Inkjet Printer Labels
383,2021-06-14,5400.0,Laser & Inkjet Printer Labels
384,2021-06-15,5400.0,Laser & Inkjet Printer Labels
385,2021-06-16,3050.0,Laser & Inkjet Printer Labels
386,2021-06-17,2896.0,Laser & Inkjet Printer Labels
387,2021-06-18,2468.0,Laser & Inkjet Printer Labels
388,2021-06-19,3943.0,Laser & Inkjet Printer Labels
389,2021-06-20,3943.0,Laser & Inkjet Printer Labels
390,2021-06-21,5351.0,Laser & Inkjet Printer Labels
391,2021-06-22,6916.0,Laser & Inkjet Printer Labels
392,2021-06-23,5523.0,Laser & Inkjet Printer Labels
393,2021-06-24,4644.0,Laser & Inkjet Printer Labels
394,2021-06-25,4644.0,Laser & Inkjet Printer Labels
395,2021-06-26,3592.0,Laser & Inkjet Printer Labels
396,2021-06-27,5839.0,Laser & Inkjet Printer Labels
397,2021-06-28,3145.0,Laser & Inkjet Printer Labels
398,2021-06-29,3145.0,Laser & Inkjet Printer Labels
399,2021-06-30,3145.0,Laser & Inkjet Printer Labels
400,2021-07-01,3696.0,Laser & Inkjet Printer Labels
401,2021-07-02,3258.0,Laser & Inkjet Printer Labels
402,2021-07-03,3631.0,Laser & Inkjet Printer Labels
403,2021-07-04,3631.0,Laser & Inkjet Printer Labels
404,2021-07-05,5707.0,Laser & Inkjet Printer Labels
405,2021-07-06,5707.0,Laser & Inkjet Printer Labels
406,2021-07-07,3324.0,Laser & Inkjet Printer Labels
407,2021-07-08,3324.0,Laser & Inkjet Printer Labels
408,2021-07-09,4803.0,Laser & Inkjet Printer Labels
409,2021-07-10,3555.0,Laser & Inkjet Printer Labels
410,2021-07-11,5617.0,Laser & Inkjet Printer Labels
