,date,value,name_B087NMJC8H
140,2020-11-02,26872.0,Children's Clothes Hangers
141,2020-11-03,26872.0,Children's Clothes Hangers
142,2020-11-04,26872.0,Children's Clothes Hangers
143,2020-11-05,26872.0,Children's Clothes Hangers
144,2020-11-06,26872.0,Children's Clothes Hangers
145,2020-11-07,26872.0,Children's Clothes Hangers
146,2020-11-08,23780.0,Children's Clothes Hangers
147,2020-11-09,23780.0,Children's Clothes Hangers
148,2020-11-10,23780.0,Children's Clothes Hangers
149,2020-11-11,27710.0,Children's Clothes Hangers
150,2020-11-12,27710.0,Children's Clothes Hangers
151,2020-11-13,27710.0,Children's Clothes Hangers
152,2020-11-14,26826.0,Children's Clothes Hangers
153,2020-11-15,26826.0,Children's Clothes Hangers
154,2020-11-16,26826.0,Children's Clothes Hangers
155,2020-11-17,26826.0,Children's Clothes Hangers
156,2020-11-18,26826.0,Children's Clothes Hangers
157,2020-11-19,30293.0,Children's Clothes Hangers
158,2020-11-20,30293.0,Children's Clothes Hangers
159,2020-11-21,30293.0,Children's Clothes Hangers
160,2020-11-22,30293.0,Children's Clothes Hangers
161,2020-11-23,30293.0,Children's Clothes Hangers
162,2020-11-24,30293.0,Children's Clothes Hangers
163,2020-11-25,38961.0,Children's Clothes Hangers
164,2020-11-26,38961.0,Children's Clothes Hangers
165,2020-11-27,58854.0,Children's Clothes Hangers
166,2020-11-28,58854.0,Children's Clothes Hangers
167,2020-11-29,58854.0,Children's Clothes Hangers
168,2020-11-30,58854.0,Children's Clothes Hangers
169,2020-12-01,69327.0,Children's Clothes Hangers
170,2020-12-02,69327.0,Children's Clothes Hangers
171,2020-12-03,69327.0,Children's Clothes Hangers
172,2020-12-04,69327.0,Children's Clothes Hangers
173,2020-12-05,43226.0,Children's Clothes Hangers
174,2020-12-06,43226.0,Children's Clothes Hangers
175,2020-12-07,46138.0,Children's Clothes Hangers
176,2020-12-08,46138.0,Children's Clothes Hangers
177,2020-12-09,45641.0,Children's Clothes Hangers
178,2020-12-10,61065.0,Children's Clothes Hangers
179,2020-12-11,50225.0,Children's Clothes Hangers
180,2020-12-12,50225.0,Children's Clothes Hangers
181,2020-12-13,50225.0,Children's Clothes Hangers
182,2020-12-14,46962.0,Children's Clothes Hangers
183,2020-12-15,46962.0,Children's Clothes Hangers
184,2020-12-16,46962.0,Children's Clothes Hangers
185,2020-12-17,55055.0,Children's Clothes Hangers
186,2020-12-18,55055.0,Children's Clothes Hangers
187,2020-12-19,55055.0,Children's Clothes Hangers
188,2020-12-20,52840.0,Children's Clothes Hangers
189,2020-12-21,52840.0,Children's Clothes Hangers
190,2020-12-22,48276.0,Children's Clothes Hangers
191,2020-12-23,48276.0,Children's Clothes Hangers
192,2020-12-24,48276.0,Children's Clothes Hangers
193,2020-12-25,48276.0,Children's Clothes Hangers
194,2020-12-26,48276.0,Children's Clothes Hangers
195,2020-12-27,48276.0,Children's Clothes Hangers
196,2020-12-28,48276.0,Children's Clothes Hangers
197,2020-12-29,18748.0,Children's Clothes Hangers
198,2020-12-30,18748.0,Children's Clothes Hangers
199,2020-12-31,18748.0,Children's Clothes Hangers
200,2021-01-01,26917.0,Children's Clothes Hangers
201,2021-01-02,26917.0,Children's Clothes Hangers
202,2021-01-03,29953.0,Children's Clothes Hangers
203,2021-01-04,23399.0,Children's Clothes Hangers
204,2021-01-05,23399.0,Children's Clothes Hangers
205,2021-01-06,17434.0,Children's Clothes Hangers
206,2021-01-07,17434.0,Children's Clothes Hangers
207,2021-01-08,17434.0,Children's Clothes Hangers
208,2021-01-09,17434.0,Children's Clothes Hangers
209,2021-01-10,17434.0,Children's Clothes Hangers
210,2021-01-11,41842.0,Children's Clothes Hangers
211,2021-01-12,41842.0,Children's Clothes Hangers
212,2021-01-13,41842.0,Children's Clothes Hangers
213,2021-01-14,41842.0,Children's Clothes Hangers
214,2021-01-15,37626.0,Children's Clothes Hangers
215,2021-01-16,37626.0,Children's Clothes Hangers
216,2021-01-17,24692.0,Children's Clothes Hangers
217,2021-01-18,24692.0,Children's Clothes Hangers
218,2021-01-19,24692.0,Children's Clothes Hangers
219,2021-01-20,19753.0,Children's Clothes Hangers
220,2021-01-21,19753.0,Children's Clothes Hangers
221,2021-01-22,19753.0,Children's Clothes Hangers
222,2021-01-23,25686.0,Children's Clothes Hangers
223,2021-01-24,25686.0,Children's Clothes Hangers
224,2021-01-25,27704.0,Children's Clothes Hangers
225,2021-01-26,22991.0,Children's Clothes Hangers
226,2021-01-27,22991.0,Children's Clothes Hangers
227,2021-01-28,22991.0,Children's Clothes Hangers
228,2021-01-29,22991.0,Children's Clothes Hangers
229,2021-01-30,22991.0,Children's Clothes Hangers
230,2021-01-31,22991.0,Children's Clothes Hangers
231,2021-02-01,22991.0,Children's Clothes Hangers
232,2021-02-02,22305.0,Children's Clothes Hangers
233,2021-02-03,22305.0,Children's Clothes Hangers
234,2021-02-04,39876.0,Children's Clothes Hangers
235,2021-02-05,39876.0,Children's Clothes Hangers
236,2021-02-06,39876.0,Children's Clothes Hangers
237,2021-02-07,39876.0,Children's Clothes Hangers
238,2021-02-08,39876.0,Children's Clothes Hangers
239,2021-02-09,39876.0,Children's Clothes Hangers
240,2021-02-10,42445.0,Children's Clothes Hangers
241,2021-02-11,42445.0,Children's Clothes Hangers
242,2021-02-12,42445.0,Children's Clothes Hangers
243,2021-02-13,42445.0,Children's Clothes Hangers
244,2021-02-14,42445.0,Children's Clothes Hangers
245,2021-02-15,42445.0,Children's Clothes Hangers
246,2021-02-16,42445.0,Children's Clothes Hangers
247,2021-02-17,56052.0,Children's Clothes Hangers
248,2021-02-18,56052.0,Children's Clothes Hangers
249,2021-02-19,56052.0,Children's Clothes Hangers
250,2021-02-20,56052.0,Children's Clothes Hangers
251,2021-02-21,56052.0,Children's Clothes Hangers
252,2021-02-22,56052.0,Children's Clothes Hangers
253,2021-02-23,56052.0,Children's Clothes Hangers
254,2021-02-24,56052.0,Children's Clothes Hangers
255,2021-02-25,56052.0,Children's Clothes Hangers
256,2021-02-26,56052.0,Children's Clothes Hangers
257,2021-02-27,56052.0,Children's Clothes Hangers
258,2021-02-28,56052.0,Children's Clothes Hangers
259,2021-03-01,56052.0,Children's Clothes Hangers
260,2021-03-02,56052.0,Children's Clothes Hangers
261,2021-03-03,56052.0,Children's Clothes Hangers
262,2021-03-04,56052.0,Children's Clothes Hangers
263,2021-03-05,56052.0,Children's Clothes Hangers
264,2021-03-06,245221.0,Children's Clothes Hangers
265,2021-03-07,245221.0,Children's Clothes Hangers
266,2021-03-08,277989.0,Children's Clothes Hangers
267,2021-03-09,277989.0,Children's Clothes Hangers
268,2021-03-10,277989.0,Children's Clothes Hangers
269,2021-03-11,277989.0,Children's Clothes Hangers
270,2021-03-12,431649.0,Children's Clothes Hangers
271,2021-03-13,431649.0,Children's Clothes Hangers
272,2021-03-14,431649.0,Children's Clothes Hangers
273,2021-03-15,431649.0,Children's Clothes Hangers
274,2021-03-16,431649.0,Children's Clothes Hangers
275,2021-03-17,431649.0,Children's Clothes Hangers
276,2021-03-18,317411.0,Children's Clothes Hangers
277,2021-03-19,317411.0,Children's Clothes Hangers
278,2021-03-20,317411.0,Children's Clothes Hangers
279,2021-03-21,317411.0,Children's Clothes Hangers
280,2021-03-22,317411.0,Children's Clothes Hangers
281,2021-03-23,317411.0,Children's Clothes Hangers
282,2021-03-24,289499.0,Children's Clothes Hangers
283,2021-03-25,289499.0,Children's Clothes Hangers
284,2021-03-26,289499.0,Children's Clothes Hangers
285,2021-03-27,289499.0,Children's Clothes Hangers
286,2021-03-28,289499.0,Children's Clothes Hangers
287,2021-03-29,289499.0,Children's Clothes Hangers
288,2021-03-30,289499.0,Children's Clothes Hangers
289,2021-03-31,336964.0,Children's Clothes Hangers
290,2021-04-01,208664.0,Children's Clothes Hangers
291,2021-04-02,208664.0,Children's Clothes Hangers
292,2021-04-03,208664.0,Children's Clothes Hangers
293,2021-04-04,411014.0,Children's Clothes Hangers
294,2021-04-05,411014.0,Children's Clothes Hangers
295,2021-04-06,411014.0,Children's Clothes Hangers
296,2021-04-07,411014.0,Children's Clothes Hangers
297,2021-04-08,384757.0,Children's Clothes Hangers
298,2021-04-09,384757.0,Children's Clothes Hangers
299,2021-04-10,384757.0,Children's Clothes Hangers
300,2021-04-11,384757.0,Children's Clothes Hangers
301,2021-04-12,384757.0,Children's Clothes Hangers
302,2021-04-13,328649.0,Children's Clothes Hangers
303,2021-04-14,252231.0,Children's Clothes Hangers
304,2021-04-15,252231.0,Children's Clothes Hangers
305,2021-04-16,252231.0,Children's Clothes Hangers
306,2021-04-17,252231.0,Children's Clothes Hangers
307,2021-04-18,252231.0,Children's Clothes Hangers
308,2021-04-19,120876.0,Children's Clothes Hangers
309,2021-04-20,120876.0,Children's Clothes Hangers
310,2021-04-21,97843.0,Children's Clothes Hangers
311,2021-04-22,97843.0,Children's Clothes Hangers
312,2021-04-23,97843.0,Children's Clothes Hangers
313,2021-04-24,97843.0,Children's Clothes Hangers
314,2021-04-25,97843.0,Children's Clothes Hangers
315,2021-04-26,52903.0,Children's Clothes Hangers
316,2021-04-27,52903.0,Children's Clothes Hangers
317,2021-04-28,52903.0,Children's Clothes Hangers
318,2021-04-29,65010.0,Children's Clothes Hangers
319,2021-04-30,68929.0,Children's Clothes Hangers
320,2021-05-01,68929.0,Children's Clothes Hangers
321,2021-05-02,109979.0,Children's Clothes Hangers
322,2021-05-03,109979.0,Children's Clothes Hangers
323,2021-05-04,109979.0,Children's Clothes Hangers
324,2021-05-05,109979.0,Children's Clothes Hangers
325,2021-05-06,131335.0,Children's Clothes Hangers
326,2021-05-07,131335.0,Children's Clothes Hangers
327,2021-05-08,134847.0,Children's Clothes Hangers
328,2021-05-09,134847.0,Children's Clothes Hangers
329,2021-05-10,134847.0,Children's Clothes Hangers
330,2021-05-11,134847.0,Children's Clothes Hangers
331,2021-05-12,134847.0,Children's Clothes Hangers
332,2021-05-13,102568.0,Children's Clothes Hangers
333,2021-05-14,102568.0,Children's Clothes Hangers
334,2021-05-15,102568.0,Children's Clothes Hangers
335,2021-05-16,104211.0,Children's Clothes Hangers
336,2021-05-17,104211.0,Children's Clothes Hangers
337,2021-05-18,90632.0,Children's Clothes Hangers
338,2021-05-19,101092.0,Children's Clothes Hangers
339,2021-05-20,101092.0,Children's Clothes Hangers
340,2021-05-21,101092.0,Children's Clothes Hangers
341,2021-05-22,101092.0,Children's Clothes Hangers
342,2021-05-23,116598.0,Children's Clothes Hangers
343,2021-05-24,116598.0,Children's Clothes Hangers
344,2021-05-25,116598.0,Children's Clothes Hangers
345,2021-05-26,116598.0,Children's Clothes Hangers
346,2021-05-27,86075.0,Children's Clothes Hangers
347,2021-05-28,85422.0,Children's Clothes Hangers
348,2021-05-29,85422.0,Children's Clothes Hangers
349,2021-05-30,85422.0,Children's Clothes Hangers
350,2021-05-31,143746.0,Children's Clothes Hangers
351,2021-06-01,143746.0,Children's Clothes Hangers
352,2021-06-02,126966.0,Children's Clothes Hangers
353,2021-06-03,126966.0,Children's Clothes Hangers
354,2021-06-04,126966.0,Children's Clothes Hangers
355,2021-06-05,126966.0,Children's Clothes Hangers
356,2021-06-06,116881.0,Children's Clothes Hangers
357,2021-06-07,116881.0,Children's Clothes Hangers
358,2021-06-08,116881.0,Children's Clothes Hangers
359,2021-06-09,116881.0,Children's Clothes Hangers
360,2021-06-10,116881.0,Children's Clothes Hangers
361,2021-06-11,95724.0,Children's Clothes Hangers
362,2021-06-12,95724.0,Children's Clothes Hangers
363,2021-06-13,95724.0,Children's Clothes Hangers
364,2021-06-14,95724.0,Children's Clothes Hangers
365,2021-06-15,95724.0,Children's Clothes Hangers
366,2021-06-16,116909.0,Children's Clothes Hangers
367,2021-06-17,116909.0,Children's Clothes Hangers
368,2021-06-18,116909.0,Children's Clothes Hangers
369,2021-06-19,116909.0,Children's Clothes Hangers
370,2021-06-20,116909.0,Children's Clothes Hangers
371,2021-06-21,115096.0,Children's Clothes Hangers
372,2021-06-22,115096.0,Children's Clothes Hangers
373,2021-06-23,115096.0,Children's Clothes Hangers
374,2021-06-24,115096.0,Children's Clothes Hangers
375,2021-06-25,115096.0,Children's Clothes Hangers
376,2021-06-26,115096.0,Children's Clothes Hangers
377,2021-06-27,115096.0,Children's Clothes Hangers
378,2021-06-28,115096.0,Children's Clothes Hangers
379,2021-06-29,58463.0,Children's Clothes Hangers
380,2021-06-30,58463.0,Children's Clothes Hangers
381,2021-07-01,58463.0,Children's Clothes Hangers
382,2021-07-02,108871.0,Children's Clothes Hangers
383,2021-07-03,79491.0,Children's Clothes Hangers
384,2021-07-04,79491.0,Children's Clothes Hangers
385,2021-07-05,79491.0,Children's Clothes Hangers
386,2021-07-06,79491.0,Children's Clothes Hangers
387,2021-07-07,79491.0,Children's Clothes Hangers
388,2021-07-08,80154.0,Children's Clothes Hangers
389,2021-07-09,94200.0,Children's Clothes Hangers
390,2021-07-10,94200.0,Children's Clothes Hangers
391,2021-07-11,72356.0,Children's Clothes Hangers
