,date,value,name_B07K2P1HTV
768,2020-12-23,39002.0,Panels
769,2020-12-24,37087.0,Panels
770,2020-12-25,37087.0,Panels
771,2020-12-26,37087.0,Panels
772,2020-12-27,33211.0,Panels
773,2020-12-28,33211.0,Panels
774,2020-12-29,33211.0,Panels
775,2020-12-30,33211.0,Panels
776,2020-12-31,32808.0,Panels
777,2021-01-01,33115.0,Panels
778,2021-01-02,33115.0,Panels
779,2021-01-03,26215.0,Panels
780,2021-01-04,26215.0,Panels
781,2021-01-05,26215.0,Panels
782,2021-01-06,27047.0,Panels
783,2021-01-07,27047.0,Panels
784,2021-01-08,27047.0,Panels
785,2021-01-09,27047.0,Panels
786,2021-01-10,27047.0,Panels
787,2021-01-11,22735.0,Panels
788,2021-01-12,22735.0,Panels
789,2021-01-13,22735.0,Panels
790,2021-01-14,22735.0,Panels
791,2021-01-15,22091.0,Panels
792,2021-01-16,26063.0,Panels
793,2021-01-17,26063.0,Panels
794,2021-01-18,26063.0,Panels
795,2021-01-19,26063.0,Panels
796,2021-01-20,24002.0,Panels
797,2021-01-21,24002.0,Panels
798,2021-01-22,24002.0,Panels
799,2021-01-23,24342.0,Panels
800,2021-01-24,24342.0,Panels
801,2021-01-25,23841.0,Panels
802,2021-01-26,23841.0,Panels
803,2021-01-27,28738.0,Panels
804,2021-01-28,28738.0,Panels
805,2021-01-29,22337.0,Panels
806,2021-01-30,22337.0,Panels
807,2021-01-31,24664.0,Panels
808,2021-02-01,24123.0,Panels
809,2021-02-02,24123.0,Panels
810,2021-02-03,24123.0,Panels
811,2021-02-04,40800.0,Panels
812,2021-02-05,40800.0,Panels
813,2021-02-06,40800.0,Panels
814,2021-02-07,40800.0,Panels
815,2021-02-08,48919.0,Panels
816,2021-02-09,48919.0,Panels
817,2021-02-10,48919.0,Panels
818,2021-02-11,48919.0,Panels
819,2021-02-12,48919.0,Panels
820,2021-02-13,27703.0,Panels
821,2021-02-14,27703.0,Panels
822,2021-02-15,27703.0,Panels
823,2021-02-16,34666.0,Panels
824,2021-02-17,28900.0,Panels
825,2021-02-18,28900.0,Panels
826,2021-02-19,28900.0,Panels
827,2021-02-20,25220.0,Panels
828,2021-02-21,25220.0,Panels
829,2021-02-22,25220.0,Panels
830,2021-02-23,24945.0,Panels
831,2021-02-24,24945.0,Panels
832,2021-02-25,24945.0,Panels
833,2021-02-26,23735.0,Panels
834,2021-02-27,26606.0,Panels
835,2021-02-28,26606.0,Panels
836,2021-03-01,35639.0,Panels
837,2021-03-02,39360.0,Panels
838,2021-03-03,39360.0,Panels
839,2021-03-04,25456.0,Panels
840,2021-03-05,25456.0,Panels
841,2021-03-06,25456.0,Panels
842,2021-03-07,18161.0,Panels
843,2021-03-08,18161.0,Panels
844,2021-03-09,26398.0,Panels
845,2021-03-10,26398.0,Panels
846,2021-03-11,25886.0,Panels
847,2021-03-12,25886.0,Panels
848,2021-03-13,25886.0,Panels
849,2021-03-14,23629.0,Panels
850,2021-03-15,22476.0,Panels
851,2021-03-16,20242.0,Panels
852,2021-03-17,26168.0,Panels
853,2021-03-18,26168.0,Panels
854,2021-03-19,26168.0,Panels
855,2021-03-20,29795.0,Panels
856,2021-03-21,27039.0,Panels
857,2021-03-22,27039.0,Panels
858,2021-03-23,39008.0,Panels
859,2021-03-24,39008.0,Panels
860,2021-03-25,39008.0,Panels
861,2021-03-26,39008.0,Panels
862,2021-03-27,29565.0,Panels
863,2021-03-28,29565.0,Panels
864,2021-03-29,29565.0,Panels
865,2021-03-30,22912.0,Panels
866,2021-03-31,29618.0,Panels
867,2021-04-01,29307.0,Panels
868,2021-04-02,23976.0,Panels
869,2021-04-03,23976.0,Panels
870,2021-04-04,23976.0,Panels
871,2021-04-05,24640.0,Panels
872,2021-04-06,24640.0,Panels
873,2021-04-07,27866.0,Panels
874,2021-04-08,27866.0,Panels
875,2021-04-09,27455.0,Panels
876,2021-04-10,27455.0,Panels
877,2021-04-11,27455.0,Panels
878,2021-04-12,28379.0,Panels
879,2021-04-13,28379.0,Panels
880,2021-04-14,28379.0,Panels
881,2021-04-15,29373.0,Panels
882,2021-04-16,29373.0,Panels
883,2021-04-17,35347.0,Panels
884,2021-04-18,35347.0,Panels
885,2021-04-19,37336.0,Panels
886,2021-04-20,37336.0,Panels
887,2021-04-21,32410.0,Panels
888,2021-04-22,32410.0,Panels
889,2021-04-23,32410.0,Panels
890,2021-04-24,33961.0,Panels
891,2021-04-25,33961.0,Panels
892,2021-04-26,34513.0,Panels
893,2021-04-27,24970.0,Panels
894,2021-04-28,26934.0,Panels
895,2021-04-29,26934.0,Panels
896,2021-04-30,26934.0,Panels
897,2021-05-01,25523.0,Panels
898,2021-05-02,25523.0,Panels
899,2021-05-03,25523.0,Panels
900,2021-05-04,39405.0,Panels
901,2021-05-05,35159.0,Panels
902,2021-05-06,35159.0,Panels
903,2021-05-07,36100.0,Panels
904,2021-05-08,36100.0,Panels
905,2021-05-09,36100.0,Panels
906,2021-05-10,42560.0,Panels
907,2021-05-11,42560.0,Panels
908,2021-05-12,44918.0,Panels
909,2021-05-13,44918.0,Panels
910,2021-05-14,32269.0,Panels
911,2021-05-15,35766.0,Panels
912,2021-05-16,35766.0,Panels
913,2021-05-17,52223.0,Panels
914,2021-05-18,44210.0,Panels
915,2021-05-19,44210.0,Panels
916,2021-05-20,41063.0,Panels
917,2021-05-21,41063.0,Panels
918,2021-05-22,41063.0,Panels
919,2021-05-23,41063.0,Panels
920,2021-05-24,32099.0,Panels
921,2021-05-25,27123.0,Panels
922,2021-05-26,27123.0,Panels
923,2021-05-27,35890.0,Panels
924,2021-05-28,35890.0,Panels
925,2021-05-29,35890.0,Panels
926,2021-05-30,27888.0,Panels
927,2021-05-31,27888.0,Panels
928,2021-06-01,33133.0,Panels
929,2021-06-02,33133.0,Panels
930,2021-06-03,31519.0,Panels
931,2021-06-04,31519.0,Panels
932,2021-06-05,31331.0,Panels
933,2021-06-06,28312.0,Panels
934,2021-06-07,28312.0,Panels
935,2021-06-08,28312.0,Panels
936,2021-06-09,28431.0,Panels
937,2021-06-10,41091.0,Panels
938,2021-06-11,47840.0,Panels
939,2021-06-12,47840.0,Panels
940,2021-06-13,47840.0,Panels
941,2021-06-14,49371.0,Panels
942,2021-06-15,49371.0,Panels
943,2021-06-16,46616.0,Panels
944,2021-06-17,46616.0,Panels
945,2021-06-18,46616.0,Panels
946,2021-06-19,35052.0,Panels
947,2021-06-20,35052.0,Panels
948,2021-06-21,31435.0,Panels
949,2021-06-22,31435.0,Panels
950,2021-06-23,52066.0,Panels
951,2021-06-24,52066.0,Panels
952,2021-06-25,44342.0,Panels
953,2021-06-26,44342.0,Panels
954,2021-06-27,44342.0,Panels
955,2021-06-28,55253.0,Panels
956,2021-06-29,42313.0,Panels
957,2021-06-30,42313.0,Panels
958,2021-07-01,34567.0,Panels
959,2021-07-02,34567.0,Panels
960,2021-07-03,34567.0,Panels
961,2021-07-04,39455.0,Panels
962,2021-07-05,29480.0,Panels
963,2021-07-06,29480.0,Panels
964,2021-07-07,38674.0,Panels
965,2021-07-08,38674.0,Panels
966,2021-07-09,40001.0,Panels
967,2021-07-10,28489.0,Panels
