,date,value,name_B08BTSWV9L
0,2020-07-01,12072.0,Wall & Tabletop Frames
1,2020-07-02,12072.0,Wall & Tabletop Frames
2,2020-07-03,12072.0,Wall & Tabletop Frames
3,2020-07-04,12072.0,Wall & Tabletop Frames
4,2020-07-05,12072.0,Wall & Tabletop Frames
5,2020-07-06,12072.0,Wall & Tabletop Frames
6,2020-07-07,27403.0,Wall & Tabletop Frames
7,2020-07-08,27403.0,Wall & Tabletop Frames
8,2020-07-09,18492.0,Wall & Tabletop Frames
9,2020-07-10,18492.0,Wall & Tabletop Frames
10,2020-07-11,18492.0,Wall & Tabletop Frames
11,2020-07-12,18492.0,Wall & Tabletop Frames
12,2020-07-13,18492.0,Wall & Tabletop Frames
13,2020-07-14,18492.0,Wall & Tabletop Frames
14,2020-07-15,32591.0,Wall & Tabletop Frames
15,2020-07-16,32591.0,Wall & Tabletop Frames
16,2020-07-17,32591.0,Wall & Tabletop Frames
17,2020-07-18,32591.0,Wall & Tabletop Frames
18,2020-07-19,32591.0,Wall & Tabletop Frames
19,2020-07-20,32591.0,Wall & Tabletop Frames
20,2020-07-21,32591.0,Wall & Tabletop Frames
21,2020-07-22,32591.0,Wall & Tabletop Frames
22,2020-07-23,32591.0,Wall & Tabletop Frames
23,2020-07-24,32591.0,Wall & Tabletop Frames
24,2020-07-25,23305.0,Wall & Tabletop Frames
25,2020-07-26,23305.0,Wall & Tabletop Frames
26,2020-07-27,23305.0,Wall & Tabletop Frames
27,2020-07-28,15249.0,Wall & Tabletop Frames
28,2020-07-29,18021.0,Wall & Tabletop Frames
29,2020-07-30,14676.0,Wall & Tabletop Frames
30,2020-07-31,14676.0,Wall & Tabletop Frames
31,2020-08-01,14676.0,Wall & Tabletop Frames
32,2020-08-02,18433.0,Wall & Tabletop Frames
33,2020-08-03,18433.0,Wall & Tabletop Frames
34,2020-08-04,18433.0,Wall & Tabletop Frames
35,2020-08-05,18433.0,Wall & Tabletop Frames
36,2020-08-06,18716.0,Wall & Tabletop Frames
37,2020-08-07,18716.0,Wall & Tabletop Frames
38,2020-08-08,18716.0,Wall & Tabletop Frames
39,2020-08-09,18716.0,Wall & Tabletop Frames
40,2020-08-10,16633.0,Wall & Tabletop Frames
41,2020-08-11,16633.0,Wall & Tabletop Frames
42,2020-08-12,16633.0,Wall & Tabletop Frames
43,2020-08-13,16633.0,Wall & Tabletop Frames
44,2020-08-14,18964.0,Wall & Tabletop Frames
45,2020-08-15,18964.0,Wall & Tabletop Frames
46,2020-08-16,18964.0,Wall & Tabletop Frames
47,2020-08-17,18964.0,Wall & Tabletop Frames
48,2020-08-18,17726.0,Wall & Tabletop Frames
49,2020-08-19,17726.0,Wall & Tabletop Frames
50,2020-08-20,17726.0,Wall & Tabletop Frames
51,2020-08-21,17726.0,Wall & Tabletop Frames
52,2020-08-22,23634.0,Wall & Tabletop Frames
53,2020-08-23,23634.0,Wall & Tabletop Frames
54,2020-08-24,23634.0,Wall & Tabletop Frames
55,2020-08-25,33987.0,Wall & Tabletop Frames
56,2020-08-26,33987.0,Wall & Tabletop Frames
57,2020-08-27,33987.0,Wall & Tabletop Frames
58,2020-08-28,33987.0,Wall & Tabletop Frames
59,2020-08-29,33987.0,Wall & Tabletop Frames
60,2020-08-30,33987.0,Wall & Tabletop Frames
61,2020-08-31,33987.0,Wall & Tabletop Frames
62,2020-09-01,33987.0,Wall & Tabletop Frames
63,2020-09-02,36485.0,Wall & Tabletop Frames
64,2020-09-03,36485.0,Wall & Tabletop Frames
65,2020-09-04,36485.0,Wall & Tabletop Frames
66,2020-09-05,36485.0,Wall & Tabletop Frames
67,2020-09-06,36485.0,Wall & Tabletop Frames
68,2020-09-07,36485.0,Wall & Tabletop Frames
69,2020-09-08,36485.0,Wall & Tabletop Frames
70,2020-09-09,50793.0,Wall & Tabletop Frames
71,2020-09-10,50793.0,Wall & Tabletop Frames
72,2020-09-11,50793.0,Wall & Tabletop Frames
73,2020-09-12,50793.0,Wall & Tabletop Frames
74,2020-09-13,50793.0,Wall & Tabletop Frames
75,2020-09-14,50793.0,Wall & Tabletop Frames
76,2020-09-15,45276.0,Wall & Tabletop Frames
77,2020-09-16,45276.0,Wall & Tabletop Frames
78,2020-09-17,45276.0,Wall & Tabletop Frames
79,2020-09-18,45276.0,Wall & Tabletop Frames
80,2020-09-19,45276.0,Wall & Tabletop Frames
81,2020-09-20,54551.0,Wall & Tabletop Frames
82,2020-09-21,54551.0,Wall & Tabletop Frames
83,2020-09-22,54551.0,Wall & Tabletop Frames
84,2020-09-23,54551.0,Wall & Tabletop Frames
85,2020-09-24,62594.0,Wall & Tabletop Frames
86,2020-09-25,62594.0,Wall & Tabletop Frames
87,2020-09-26,62594.0,Wall & Tabletop Frames
88,2020-09-27,62594.0,Wall & Tabletop Frames
89,2020-09-28,62594.0,Wall & Tabletop Frames
90,2020-09-29,41803.0,Wall & Tabletop Frames
91,2020-09-30,41803.0,Wall & Tabletop Frames
92,2020-10-01,41803.0,Wall & Tabletop Frames
93,2020-10-02,41803.0,Wall & Tabletop Frames
94,2020-10-03,41803.0,Wall & Tabletop Frames
95,2020-10-04,41803.0,Wall & Tabletop Frames
96,2020-10-05,61534.0,Wall & Tabletop Frames
97,2020-10-06,61534.0,Wall & Tabletop Frames
98,2020-10-07,61534.0,Wall & Tabletop Frames
99,2020-10-08,61534.0,Wall & Tabletop Frames
100,2020-10-09,61534.0,Wall & Tabletop Frames
101,2020-10-10,61534.0,Wall & Tabletop Frames
102,2020-10-11,61534.0,Wall & Tabletop Frames
103,2020-10-12,74821.0,Wall & Tabletop Frames
104,2020-10-13,74821.0,Wall & Tabletop Frames
105,2020-10-14,74821.0,Wall & Tabletop Frames
106,2020-10-15,74821.0,Wall & Tabletop Frames
107,2020-10-16,74821.0,Wall & Tabletop Frames
108,2020-10-17,74458.0,Wall & Tabletop Frames
109,2020-10-18,74458.0,Wall & Tabletop Frames
110,2020-10-19,74458.0,Wall & Tabletop Frames
111,2020-10-20,74458.0,Wall & Tabletop Frames
112,2020-10-21,74458.0,Wall & Tabletop Frames
113,2020-10-22,74458.0,Wall & Tabletop Frames
114,2020-10-23,74458.0,Wall & Tabletop Frames
115,2020-10-24,74458.0,Wall & Tabletop Frames
116,2020-10-25,74458.0,Wall & Tabletop Frames
117,2020-10-26,74458.0,Wall & Tabletop Frames
118,2020-10-27,74458.0,Wall & Tabletop Frames
119,2020-10-28,74458.0,Wall & Tabletop Frames
120,2020-10-29,74458.0,Wall & Tabletop Frames
121,2020-10-30,65337.0,Wall & Tabletop Frames
122,2020-10-31,65337.0,Wall & Tabletop Frames
123,2020-11-01,65337.0,Wall & Tabletop Frames
124,2020-11-02,65337.0,Wall & Tabletop Frames
125,2020-11-03,65337.0,Wall & Tabletop Frames
126,2020-11-04,91068.0,Wall & Tabletop Frames
127,2020-11-05,91068.0,Wall & Tabletop Frames
128,2020-11-06,91068.0,Wall & Tabletop Frames
129,2020-11-07,91068.0,Wall & Tabletop Frames
130,2020-11-08,91068.0,Wall & Tabletop Frames
131,2020-11-09,91068.0,Wall & Tabletop Frames
132,2020-11-10,118725.0,Wall & Tabletop Frames
133,2020-11-11,118725.0,Wall & Tabletop Frames
134,2020-11-12,118725.0,Wall & Tabletop Frames
135,2020-11-13,118725.0,Wall & Tabletop Frames
136,2020-11-14,118725.0,Wall & Tabletop Frames
137,2020-11-15,118725.0,Wall & Tabletop Frames
138,2020-11-16,118725.0,Wall & Tabletop Frames
139,2020-11-17,118725.0,Wall & Tabletop Frames
140,2020-11-18,118725.0,Wall & Tabletop Frames
141,2020-11-19,118725.0,Wall & Tabletop Frames
142,2020-11-20,118725.0,Wall & Tabletop Frames
143,2020-11-21,118725.0,Wall & Tabletop Frames
144,2020-11-22,118725.0,Wall & Tabletop Frames
145,2020-11-23,118725.0,Wall & Tabletop Frames
146,2020-11-24,118725.0,Wall & Tabletop Frames
147,2020-11-25,118725.0,Wall & Tabletop Frames
148,2020-11-26,118725.0,Wall & Tabletop Frames
149,2020-11-27,118725.0,Wall & Tabletop Frames
150,2020-11-28,118725.0,Wall & Tabletop Frames
151,2020-11-29,118725.0,Wall & Tabletop Frames
152,2020-11-30,118725.0,Wall & Tabletop Frames
153,2020-12-01,118725.0,Wall & Tabletop Frames
154,2020-12-02,118725.0,Wall & Tabletop Frames
155,2020-12-03,118725.0,Wall & Tabletop Frames
156,2020-12-04,186755.0,Wall & Tabletop Frames
157,2020-12-05,186755.0,Wall & Tabletop Frames
158,2020-12-06,186755.0,Wall & Tabletop Frames
159,2020-12-07,186755.0,Wall & Tabletop Frames
160,2020-12-08,186755.0,Wall & Tabletop Frames
161,2020-12-09,186755.0,Wall & Tabletop Frames
162,2020-12-10,186755.0,Wall & Tabletop Frames
163,2020-12-11,169635.0,Wall & Tabletop Frames
164,2020-12-12,169635.0,Wall & Tabletop Frames
165,2020-12-13,169635.0,Wall & Tabletop Frames
166,2020-12-14,169635.0,Wall & Tabletop Frames
167,2020-12-15,169635.0,Wall & Tabletop Frames
168,2020-12-16,169635.0,Wall & Tabletop Frames
169,2020-12-17,169635.0,Wall & Tabletop Frames
170,2020-12-18,169635.0,Wall & Tabletop Frames
171,2020-12-19,169635.0,Wall & Tabletop Frames
172,2020-12-20,169635.0,Wall & Tabletop Frames
173,2020-12-21,169635.0,Wall & Tabletop Frames
174,2020-12-22,169635.0,Wall & Tabletop Frames
175,2020-12-23,169635.0,Wall & Tabletop Frames
176,2020-12-24,169635.0,Wall & Tabletop Frames
177,2020-12-25,169635.0,Wall & Tabletop Frames
178,2020-12-26,169635.0,Wall & Tabletop Frames
179,2020-12-27,264640.0,Wall & Tabletop Frames
180,2020-12-28,264640.0,Wall & Tabletop Frames
181,2020-12-29,264640.0,Wall & Tabletop Frames
182,2020-12-30,264640.0,Wall & Tabletop Frames
183,2020-12-31,264640.0,Wall & Tabletop Frames
184,2021-01-01,264640.0,Wall & Tabletop Frames
185,2021-01-02,264640.0,Wall & Tabletop Frames
186,2021-01-03,264640.0,Wall & Tabletop Frames
187,2021-01-04,264640.0,Wall & Tabletop Frames
188,2021-01-05,264640.0,Wall & Tabletop Frames
189,2021-01-06,264640.0,Wall & Tabletop Frames
190,2021-01-07,264640.0,Wall & Tabletop Frames
191,2021-01-08,264640.0,Wall & Tabletop Frames
192,2021-01-09,264640.0,Wall & Tabletop Frames
193,2021-01-10,264640.0,Wall & Tabletop Frames
194,2021-01-11,264640.0,Wall & Tabletop Frames
195,2021-01-12,264640.0,Wall & Tabletop Frames
196,2021-01-13,264640.0,Wall & Tabletop Frames
197,2021-01-14,264640.0,Wall & Tabletop Frames
198,2021-01-15,307155.0,Wall & Tabletop Frames
199,2021-01-16,307155.0,Wall & Tabletop Frames
200,2021-01-17,307155.0,Wall & Tabletop Frames
201,2021-01-18,307155.0,Wall & Tabletop Frames
202,2021-01-19,307155.0,Wall & Tabletop Frames
203,2021-01-20,307155.0,Wall & Tabletop Frames
204,2021-01-21,307155.0,Wall & Tabletop Frames
205,2021-01-22,307155.0,Wall & Tabletop Frames
206,2021-01-23,307155.0,Wall & Tabletop Frames
207,2021-01-24,218838.0,Wall & Tabletop Frames
208,2021-01-25,218838.0,Wall & Tabletop Frames
209,2021-01-26,218838.0,Wall & Tabletop Frames
210,2021-01-27,218838.0,Wall & Tabletop Frames
211,2021-01-28,218838.0,Wall & Tabletop Frames
212,2021-01-29,218838.0,Wall & Tabletop Frames
213,2021-01-30,218838.0,Wall & Tabletop Frames
214,2021-01-31,218838.0,Wall & Tabletop Frames
215,2021-02-01,218838.0,Wall & Tabletop Frames
216,2021-02-02,218838.0,Wall & Tabletop Frames
217,2021-02-03,218838.0,Wall & Tabletop Frames
218,2021-02-04,218838.0,Wall & Tabletop Frames
219,2021-02-05,218838.0,Wall & Tabletop Frames
220,2021-02-06,218838.0,Wall & Tabletop Frames
221,2021-02-07,218838.0,Wall & Tabletop Frames
222,2021-02-08,218838.0,Wall & Tabletop Frames
223,2021-02-09,218838.0,Wall & Tabletop Frames
224,2021-02-10,218838.0,Wall & Tabletop Frames
225,2021-02-11,218838.0,Wall & Tabletop Frames
226,2021-02-12,218838.0,Wall & Tabletop Frames
227,2021-02-13,218838.0,Wall & Tabletop Frames
228,2021-02-14,373674.0,Wall & Tabletop Frames
229,2021-02-15,373674.0,Wall & Tabletop Frames
230,2021-02-16,373674.0,Wall & Tabletop Frames
231,2021-02-17,373674.0,Wall & Tabletop Frames
232,2021-02-18,373674.0,Wall & Tabletop Frames
233,2021-02-19,373674.0,Wall & Tabletop Frames
234,2021-02-20,373674.0,Wall & Tabletop Frames
235,2021-02-21,373674.0,Wall & Tabletop Frames
236,2021-02-22,373674.0,Wall & Tabletop Frames
237,2021-02-23,373674.0,Wall & Tabletop Frames
238,2021-02-24,373674.0,Wall & Tabletop Frames
239,2021-02-25,373674.0,Wall & Tabletop Frames
240,2021-02-26,373674.0,Wall & Tabletop Frames
241,2021-02-27,373674.0,Wall & Tabletop Frames
242,2021-02-28,373674.0,Wall & Tabletop Frames
243,2021-03-01,373674.0,Wall & Tabletop Frames
244,2021-03-02,330523.0,Wall & Tabletop Frames
245,2021-03-03,330523.0,Wall & Tabletop Frames
246,2021-03-04,330523.0,Wall & Tabletop Frames
247,2021-03-05,330523.0,Wall & Tabletop Frames
248,2021-03-06,330523.0,Wall & Tabletop Frames
249,2021-03-07,330523.0,Wall & Tabletop Frames
250,2021-03-08,330523.0,Wall & Tabletop Frames
251,2021-03-09,330523.0,Wall & Tabletop Frames
252,2021-03-10,330523.0,Wall & Tabletop Frames
253,2021-03-11,330523.0,Wall & Tabletop Frames
254,2021-03-12,330523.0,Wall & Tabletop Frames
255,2021-03-13,330523.0,Wall & Tabletop Frames
256,2021-03-14,330523.0,Wall & Tabletop Frames
257,2021-03-15,330523.0,Wall & Tabletop Frames
258,2021-03-16,330523.0,Wall & Tabletop Frames
259,2021-03-17,330523.0,Wall & Tabletop Frames
