,date,value,name_B083GJ9FLT
0,2020-05-25,12379.0,Play Tents & Tunnels
1,2020-05-26,12379.0,Play Tents & Tunnels
2,2020-05-27,9128.0,Play Tents & Tunnels
3,2020-05-28,9128.0,Play Tents & Tunnels
4,2020-05-29,11200.0,Play Tents & Tunnels
5,2020-05-30,11200.0,Play Tents & Tunnels
6,2020-05-31,11200.0,Play Tents & Tunnels
7,2020-06-01,11200.0,Play Tents & Tunnels
8,2020-06-02,11200.0,Play Tents & Tunnels
9,2020-06-03,12311.0,Play Tents & Tunnels
10,2020-06-04,12311.0,Play Tents & Tunnels
11,2020-06-05,12398.0,Play Tents & Tunnels
12,2020-06-06,14307.0,Play Tents & Tunnels
13,2020-06-07,14307.0,Play Tents & Tunnels
14,2020-06-08,14307.0,Play Tents & Tunnels
15,2020-06-09,7531.0,Play Tents & Tunnels
16,2020-06-10,7531.0,Play Tents & Tunnels
17,2020-06-11,7531.0,Play Tents & Tunnels
18,2020-06-12,8419.0,Play Tents & Tunnels
19,2020-06-13,8419.0,Play Tents & Tunnels
20,2020-06-14,8419.0,Play Tents & Tunnels
21,2020-06-15,8419.0,Play Tents & Tunnels
22,2020-06-16,6494.0,Play Tents & Tunnels
23,2020-06-17,6494.0,Play Tents & Tunnels
24,2020-06-18,6494.0,Play Tents & Tunnels
25,2020-06-19,6494.0,Play Tents & Tunnels
26,2020-06-20,7772.0,Play Tents & Tunnels
27,2020-06-21,7772.0,Play Tents & Tunnels
28,2020-06-22,7772.0,Play Tents & Tunnels
29,2020-06-23,3261.0,Play Tents & Tunnels
30,2020-06-24,4742.0,Play Tents & Tunnels
31,2020-06-25,3205.0,Play Tents & Tunnels
32,2020-06-26,3205.0,Play Tents & Tunnels
33,2020-06-27,3205.0,Play Tents & Tunnels
34,2020-06-28,3205.0,Play Tents & Tunnels
35,2020-06-29,4386.0,Play Tents & Tunnels
36,2020-06-30,4386.0,Play Tents & Tunnels
37,2020-07-01,4386.0,Play Tents & Tunnels
38,2020-07-02,7390.0,Play Tents & Tunnels
39,2020-07-03,6809.0,Play Tents & Tunnels
40,2020-07-04,6809.0,Play Tents & Tunnels
41,2020-07-05,6809.0,Play Tents & Tunnels
42,2020-07-06,4720.0,Play Tents & Tunnels
43,2020-07-07,4720.0,Play Tents & Tunnels
44,2020-07-08,4720.0,Play Tents & Tunnels
45,2020-07-09,4720.0,Play Tents & Tunnels
46,2020-07-10,4720.0,Play Tents & Tunnels
47,2020-07-11,4720.0,Play Tents & Tunnels
48,2020-07-12,10869.0,Play Tents & Tunnels
49,2020-07-13,10869.0,Play Tents & Tunnels
50,2020-07-14,8933.0,Play Tents & Tunnels
51,2020-07-15,8933.0,Play Tents & Tunnels
52,2020-07-16,8933.0,Play Tents & Tunnels
53,2020-07-17,5225.0,Play Tents & Tunnels
54,2020-07-18,5225.0,Play Tents & Tunnels
55,2020-07-19,5225.0,Play Tents & Tunnels
56,2020-07-20,4272.0,Play Tents & Tunnels
57,2020-07-21,4272.0,Play Tents & Tunnels
58,2020-07-22,3104.0,Play Tents & Tunnels
59,2020-07-23,3104.0,Play Tents & Tunnels
60,2020-07-24,3104.0,Play Tents & Tunnels
61,2020-07-25,2813.0,Play Tents & Tunnels
62,2020-07-26,2841.0,Play Tents & Tunnels
63,2020-07-27,2752.0,Play Tents & Tunnels
64,2020-07-28,2752.0,Play Tents & Tunnels
65,2020-07-29,3069.0,Play Tents & Tunnels
66,2020-07-30,3069.0,Play Tents & Tunnels
67,2020-07-31,3069.0,Play Tents & Tunnels
68,2020-08-01,3119.0,Play Tents & Tunnels
69,2020-08-02,3119.0,Play Tents & Tunnels
70,2020-08-03,3119.0,Play Tents & Tunnels
71,2020-08-04,3154.0,Play Tents & Tunnels
72,2020-08-05,3154.0,Play Tents & Tunnels
73,2020-08-06,3154.0,Play Tents & Tunnels
74,2020-08-07,3154.0,Play Tents & Tunnels
75,2020-08-08,2020.0,Play Tents & Tunnels
76,2020-08-09,2020.0,Play Tents & Tunnels
77,2020-08-10,2911.0,Play Tents & Tunnels
78,2020-08-11,2911.0,Play Tents & Tunnels
79,2020-08-12,2911.0,Play Tents & Tunnels
80,2020-08-13,2911.0,Play Tents & Tunnels
81,2020-08-14,2464.0,Play Tents & Tunnels
82,2020-08-15,2464.0,Play Tents & Tunnels
83,2020-08-16,2820.0,Play Tents & Tunnels
84,2020-08-17,2403.0,Play Tents & Tunnels
85,2020-08-18,2403.0,Play Tents & Tunnels
86,2020-08-19,2403.0,Play Tents & Tunnels
87,2020-08-20,2734.0,Play Tents & Tunnels
88,2020-08-21,2734.0,Play Tents & Tunnels
89,2020-08-22,2734.0,Play Tents & Tunnels
90,2020-08-23,3200.0,Play Tents & Tunnels
91,2020-08-24,3200.0,Play Tents & Tunnels
92,2020-08-25,1374.0,Play Tents & Tunnels
93,2020-08-26,1374.0,Play Tents & Tunnels
94,2020-08-27,1374.0,Play Tents & Tunnels
95,2020-08-28,1237.0,Play Tents & Tunnels
96,2020-08-29,1237.0,Play Tents & Tunnels
97,2020-08-30,1634.0,Play Tents & Tunnels
98,2020-08-31,1634.0,Play Tents & Tunnels
99,2020-09-01,1634.0,Play Tents & Tunnels
100,2020-09-02,2632.0,Play Tents & Tunnels
101,2020-09-03,2312.0,Play Tents & Tunnels
102,2020-09-04,2312.0,Play Tents & Tunnels
103,2020-09-05,4760.0,Play Tents & Tunnels
104,2020-09-06,4760.0,Play Tents & Tunnels
105,2020-09-07,3304.0,Play Tents & Tunnels
106,2020-09-08,3304.0,Play Tents & Tunnels
107,2020-09-09,3304.0,Play Tents & Tunnels
108,2020-09-10,3228.0,Play Tents & Tunnels
109,2020-09-11,3228.0,Play Tents & Tunnels
110,2020-09-12,4083.0,Play Tents & Tunnels
111,2020-09-13,4083.0,Play Tents & Tunnels
112,2020-09-14,4083.0,Play Tents & Tunnels
113,2020-09-15,4566.0,Play Tents & Tunnels
114,2020-09-16,4566.0,Play Tents & Tunnels
115,2020-09-17,4566.0,Play Tents & Tunnels
116,2020-09-18,3919.0,Play Tents & Tunnels
117,2020-09-19,3919.0,Play Tents & Tunnels
118,2020-09-20,3919.0,Play Tents & Tunnels
119,2020-09-21,5315.0,Play Tents & Tunnels
120,2020-09-22,7519.0,Play Tents & Tunnels
121,2020-09-23,7519.0,Play Tents & Tunnels
122,2020-09-24,7519.0,Play Tents & Tunnels
123,2020-09-25,6924.0,Play Tents & Tunnels
124,2020-09-26,6924.0,Play Tents & Tunnels
125,2020-09-27,6924.0,Play Tents & Tunnels
126,2020-09-28,6947.0,Play Tents & Tunnels
127,2020-09-29,6947.0,Play Tents & Tunnels
128,2020-09-30,7403.0,Play Tents & Tunnels
129,2020-10-01,5635.0,Play Tents & Tunnels
130,2020-10-02,5635.0,Play Tents & Tunnels
131,2020-10-03,5635.0,Play Tents & Tunnels
132,2020-10-04,7033.0,Play Tents & Tunnels
133,2020-10-05,7033.0,Play Tents & Tunnels
134,2020-10-06,2749.0,Play Tents & Tunnels
135,2020-10-07,2749.0,Play Tents & Tunnels
136,2020-10-08,2749.0,Play Tents & Tunnels
137,2020-10-09,1854.0,Play Tents & Tunnels
138,2020-10-10,1694.0,Play Tents & Tunnels
139,2020-10-11,1694.0,Play Tents & Tunnels
140,2020-10-12,1013.0,Play Tents & Tunnels
141,2020-10-13,1958.0,Play Tents & Tunnels
142,2020-10-14,1958.0,Play Tents & Tunnels
143,2020-10-15,5107.0,Play Tents & Tunnels
144,2020-10-16,5107.0,Play Tents & Tunnels
145,2020-10-17,6945.0,Play Tents & Tunnels
146,2020-10-18,6945.0,Play Tents & Tunnels
147,2020-10-19,6945.0,Play Tents & Tunnels
148,2020-10-20,6945.0,Play Tents & Tunnels
149,2020-10-21,8089.0,Play Tents & Tunnels
150,2020-10-22,8089.0,Play Tents & Tunnels
151,2020-10-23,8089.0,Play Tents & Tunnels
152,2020-10-24,6726.0,Play Tents & Tunnels
153,2020-10-25,6726.0,Play Tents & Tunnels
154,2020-10-26,6726.0,Play Tents & Tunnels
155,2020-10-27,8385.0,Play Tents & Tunnels
156,2020-10-28,8385.0,Play Tents & Tunnels
157,2020-10-29,4962.0,Play Tents & Tunnels
158,2020-10-30,4962.0,Play Tents & Tunnels
159,2020-10-31,4962.0,Play Tents & Tunnels
160,2020-11-01,3804.0,Play Tents & Tunnels
161,2020-11-02,3804.0,Play Tents & Tunnels
162,2020-11-03,3804.0,Play Tents & Tunnels
163,2020-11-04,4483.0,Play Tents & Tunnels
164,2020-11-05,4483.0,Play Tents & Tunnels
165,2020-11-06,5508.0,Play Tents & Tunnels
166,2020-11-07,5508.0,Play Tents & Tunnels
167,2020-11-08,5508.0,Play Tents & Tunnels
168,2020-11-09,5035.0,Play Tents & Tunnels
169,2020-11-10,5035.0,Play Tents & Tunnels
170,2020-11-11,5549.0,Play Tents & Tunnels
171,2020-11-12,5549.0,Play Tents & Tunnels
172,2020-11-13,4752.0,Play Tents & Tunnels
173,2020-11-14,4899.0,Play Tents & Tunnels
174,2020-11-15,5462.0,Play Tents & Tunnels
175,2020-11-16,4489.0,Play Tents & Tunnels
176,2020-11-17,4489.0,Play Tents & Tunnels
177,2020-11-18,4886.0,Play Tents & Tunnels
178,2020-11-19,4886.0,Play Tents & Tunnels
179,2020-11-20,4886.0,Play Tents & Tunnels
180,2020-11-21,4886.0,Play Tents & Tunnels
181,2020-11-22,4507.0,Play Tents & Tunnels
182,2020-11-23,4507.0,Play Tents & Tunnels
183,2020-11-24,4507.0,Play Tents & Tunnels
184,2020-11-25,4817.0,Play Tents & Tunnels
185,2020-11-26,5033.0,Play Tents & Tunnels
186,2020-11-27,5511.0,Play Tents & Tunnels
187,2020-11-28,5511.0,Play Tents & Tunnels
