,date,value,name_B01KSWOL0Y
0,2018-07-10,5277.0,Standard Hangers
1,2018-07-11,5975.0,Standard Hangers
2,2018-07-12,6043.0,Standard Hangers
3,2018-07-13,6755.0,Standard Hangers
4,2018-07-14,7505.0,Standard Hangers
5,2018-07-15,7505.0,Standard Hangers
6,2018-07-16,7505.0,Standard Hangers
7,2018-07-17,8229.0,Standard Hangers
8,2018-07-18,8229.0,Standard Hangers
9,2018-07-19,8229.0,Standard Hangers
10,2018-07-20,8109.0,Standard Hangers
11,2018-07-21,7923.0,Standard Hangers
12,2018-07-22,7555.0,Standard Hangers
13,2018-07-23,4877.0,Standard Hangers
14,2018-07-24,4800.0,Standard Hangers
15,2018-07-25,4755.0,Standard Hangers
16,2018-07-26,6018.0,Standard Hangers
17,2018-07-27,6384.0,Standard Hangers
18,2018-07-28,6384.0,Standard Hangers
19,2018-07-29,3796.0,Standard Hangers
20,2018-07-30,3589.0,Standard Hangers
21,2018-07-31,4616.0,Standard Hangers
22,2018-08-01,4616.0,Standard Hangers
23,2018-08-02,4616.0,Standard Hangers
24,2018-08-03,4616.0,Standard Hangers
25,2018-08-04,5436.0,Standard Hangers
26,2018-08-05,3756.0,Standard Hangers
27,2018-08-06,3756.0,Standard Hangers
28,2018-08-07,4526.0,Standard Hangers
29,2018-08-08,4264.0,Standard Hangers
30,2018-08-09,5249.0,Standard Hangers
31,2018-08-10,4466.0,Standard Hangers
32,2018-08-11,4466.0,Standard Hangers
33,2018-08-12,4528.0,Standard Hangers
34,2018-08-13,4795.0,Standard Hangers
35,2018-08-14,4795.0,Standard Hangers
36,2018-08-15,4761.0,Standard Hangers
37,2018-08-16,4761.0,Standard Hangers
38,2018-08-17,4585.0,Standard Hangers
39,2018-08-18,4585.0,Standard Hangers
40,2018-08-19,4585.0,Standard Hangers
41,2018-08-20,4585.0,Standard Hangers
42,2018-08-21,3572.0,Standard Hangers
43,2018-08-22,3597.0,Standard Hangers
44,2018-08-23,3597.0,Standard Hangers
45,2018-08-24,3126.0,Standard Hangers
46,2018-08-25,3126.0,Standard Hangers
47,2018-08-26,4180.0,Standard Hangers
48,2018-08-27,3631.0,Standard Hangers
49,2018-08-28,3631.0,Standard Hangers
50,2018-08-29,3845.0,Standard Hangers
51,2018-08-30,3655.0,Standard Hangers
52,2018-08-31,2390.0,Standard Hangers
53,2018-09-01,2390.0,Standard Hangers
54,2018-09-02,3503.0,Standard Hangers
55,2018-09-03,3503.0,Standard Hangers
56,2018-09-04,5552.0,Standard Hangers
57,2018-09-05,5552.0,Standard Hangers
58,2018-09-06,13524.0,Standard Hangers
59,2018-09-07,16897.0,Standard Hangers
60,2018-09-08,28451.0,Standard Hangers
61,2018-09-09,28451.0,Standard Hangers
62,2018-09-10,28451.0,Standard Hangers
63,2018-09-11,39939.0,Standard Hangers
64,2018-09-12,39939.0,Standard Hangers
65,2018-09-13,40910.0,Standard Hangers
66,2018-09-14,40910.0,Standard Hangers
67,2018-09-15,40910.0,Standard Hangers
68,2018-09-16,40709.0,Standard Hangers
69,2018-09-17,40709.0,Standard Hangers
70,2018-09-18,32014.0,Standard Hangers
71,2018-09-19,32014.0,Standard Hangers
72,2018-09-20,38627.0,Standard Hangers
73,2018-09-21,31285.0,Standard Hangers
74,2018-09-22,31285.0,Standard Hangers
75,2018-09-23,33294.0,Standard Hangers
76,2018-09-24,32411.0,Standard Hangers
77,2018-09-25,38969.0,Standard Hangers
78,2018-09-26,38969.0,Standard Hangers
79,2018-09-27,38969.0,Standard Hangers
80,2018-09-28,32629.0,Standard Hangers
81,2018-09-29,32629.0,Standard Hangers
82,2018-09-30,32629.0,Standard Hangers
83,2018-10-01,29650.0,Standard Hangers
84,2018-10-02,28122.0,Standard Hangers
85,2018-10-03,44471.0,Standard Hangers
86,2018-10-04,44471.0,Standard Hangers
87,2018-10-05,44471.0,Standard Hangers
88,2018-10-06,20680.0,Standard Hangers
89,2018-10-07,20680.0,Standard Hangers
90,2018-10-08,20680.0,Standard Hangers
91,2018-10-09,9254.0,Standard Hangers
92,2018-10-10,8444.0,Standard Hangers
93,2018-10-11,6717.0,Standard Hangers
94,2018-10-12,6717.0,Standard Hangers
95,2018-10-13,10318.0,Standard Hangers
96,2018-10-14,10318.0,Standard Hangers
97,2018-10-15,10318.0,Standard Hangers
98,2018-10-16,8885.0,Standard Hangers
99,2018-10-17,9944.0,Standard Hangers
100,2018-10-18,8334.0,Standard Hangers
101,2018-10-19,8334.0,Standard Hangers
102,2018-10-20,8334.0,Standard Hangers
103,2018-10-21,9263.0,Standard Hangers
104,2018-10-22,9263.0,Standard Hangers
105,2018-10-23,9263.0,Standard Hangers
106,2018-10-24,9263.0,Standard Hangers
107,2018-10-25,3827.0,Standard Hangers
108,2018-10-26,5110.0,Standard Hangers
109,2018-10-27,4880.0,Standard Hangers
110,2018-10-28,5638.0,Standard Hangers
111,2018-10-29,5638.0,Standard Hangers
112,2018-10-30,3911.0,Standard Hangers
113,2018-10-31,4180.0,Standard Hangers
114,2018-11-01,4180.0,Standard Hangers
115,2018-11-02,4180.0,Standard Hangers
116,2018-11-03,4180.0,Standard Hangers
117,2018-11-04,5175.0,Standard Hangers
118,2018-11-05,5694.0,Standard Hangers
119,2018-11-06,6651.0,Standard Hangers
120,2018-11-07,6651.0,Standard Hangers
121,2018-11-08,6651.0,Standard Hangers
122,2018-11-09,6651.0,Standard Hangers
123,2018-11-10,6651.0,Standard Hangers
124,2018-11-11,7247.0,Standard Hangers
125,2018-11-12,7436.0,Standard Hangers
126,2018-11-13,6420.0,Standard Hangers
127,2018-11-14,6059.0,Standard Hangers
128,2018-11-15,6059.0,Standard Hangers
129,2018-11-16,6059.0,Standard Hangers
130,2018-11-17,6059.0,Standard Hangers
131,2018-11-18,6059.0,Standard Hangers
132,2018-11-19,6059.0,Standard Hangers
133,2018-11-20,6059.0,Standard Hangers
134,2018-11-21,9272.0,Standard Hangers
135,2018-11-22,9272.0,Standard Hangers
136,2018-11-23,9272.0,Standard Hangers
137,2018-11-24,15857.0,Standard Hangers
138,2018-11-25,14232.0,Standard Hangers
139,2018-11-26,14232.0,Standard Hangers
140,2018-11-27,14232.0,Standard Hangers
141,2018-11-28,12553.0,Standard Hangers
142,2018-11-29,12553.0,Standard Hangers
143,2018-11-30,12100.0,Standard Hangers
144,2018-12-01,12100.0,Standard Hangers
145,2018-12-02,12100.0,Standard Hangers
146,2018-12-03,15935.0,Standard Hangers
147,2018-12-04,14989.0,Standard Hangers
148,2018-12-05,15354.0,Standard Hangers
149,2018-12-06,15354.0,Standard Hangers
150,2018-12-07,10240.0,Standard Hangers
151,2018-12-08,11854.0,Standard Hangers
152,2018-12-09,13581.0,Standard Hangers
153,2018-12-10,14196.0,Standard Hangers
154,2018-12-11,14196.0,Standard Hangers
155,2018-12-12,26082.0,Standard Hangers
156,2018-12-13,14607.0,Standard Hangers
157,2018-12-14,19751.0,Standard Hangers
158,2018-12-15,19751.0,Standard Hangers
159,2018-12-16,20027.0,Standard Hangers
160,2018-12-17,20027.0,Standard Hangers
161,2018-12-18,20027.0,Standard Hangers
162,2018-12-19,20027.0,Standard Hangers
163,2018-12-20,23018.0,Standard Hangers
164,2018-12-21,25314.0,Standard Hangers
165,2018-12-22,23214.0,Standard Hangers
166,2018-12-23,23214.0,Standard Hangers
167,2018-12-24,23214.0,Standard Hangers
168,2018-12-25,17810.0,Standard Hangers
169,2018-12-26,17810.0,Standard Hangers
170,2018-12-27,17810.0,Standard Hangers
171,2018-12-28,9102.0,Standard Hangers
172,2018-12-29,9102.0,Standard Hangers
173,2018-12-30,9102.0,Standard Hangers
174,2018-12-31,15054.0,Standard Hangers
175,2019-01-01,15054.0,Standard Hangers
176,2019-01-02,8737.0,Standard Hangers
177,2019-01-03,10496.0,Standard Hangers
178,2019-01-04,9549.0,Standard Hangers
179,2019-01-05,9549.0,Standard Hangers
180,2019-01-06,15338.0,Standard Hangers
181,2019-01-07,14909.0,Standard Hangers
182,2019-01-08,14909.0,Standard Hangers
183,2019-01-09,20453.0,Standard Hangers
184,2019-01-10,20453.0,Standard Hangers
185,2019-01-11,25612.0,Standard Hangers
186,2019-01-12,25612.0,Standard Hangers
187,2019-01-13,29279.0,Standard Hangers
188,2019-01-14,27742.0,Standard Hangers
189,2019-01-15,27742.0,Standard Hangers
190,2019-01-16,27742.0,Standard Hangers
191,2019-01-17,45323.0,Standard Hangers
192,2019-01-18,45323.0,Standard Hangers
193,2019-01-19,45323.0,Standard Hangers
194,2019-01-20,45323.0,Standard Hangers
195,2019-01-21,16746.0,Standard Hangers
196,2019-01-22,10072.0,Standard Hangers
197,2019-01-23,11013.0,Standard Hangers
198,2019-01-24,10188.0,Standard Hangers
199,2019-01-25,12071.0,Standard Hangers
200,2019-01-26,12071.0,Standard Hangers
201,2019-01-27,13343.0,Standard Hangers
202,2019-01-28,13601.0,Standard Hangers
203,2019-01-29,10455.0,Standard Hangers
204,2019-01-30,11468.0,Standard Hangers
205,2019-01-31,12946.0,Standard Hangers
206,2019-02-01,12751.0,Standard Hangers
207,2019-02-02,10534.0,Standard Hangers
208,2019-02-03,10534.0,Standard Hangers
209,2019-02-04,10534.0,Standard Hangers
210,2019-02-05,8777.0,Standard Hangers
211,2019-02-06,8777.0,Standard Hangers
212,2019-02-07,10504.0,Standard Hangers
213,2019-02-08,10504.0,Standard Hangers
214,2019-02-09,10504.0,Standard Hangers
215,2019-02-10,8604.0,Standard Hangers
216,2019-02-11,10414.0,Standard Hangers
217,2019-02-12,9784.0,Standard Hangers
218,2019-02-13,9784.0,Standard Hangers
219,2019-02-14,9784.0,Standard Hangers
220,2019-02-15,7199.0,Standard Hangers
221,2019-02-16,7199.0,Standard Hangers
222,2019-02-17,7199.0,Standard Hangers
223,2019-02-18,9979.0,Standard Hangers
224,2019-02-19,11466.0,Standard Hangers
225,2019-02-20,11466.0,Standard Hangers
226,2019-02-21,11466.0,Standard Hangers
227,2019-02-22,7423.0,Standard Hangers
228,2019-02-23,7423.0,Standard Hangers
229,2019-02-24,10782.0,Standard Hangers
230,2019-02-25,10782.0,Standard Hangers
231,2019-02-26,10890.0,Standard Hangers
232,2019-02-27,9397.0,Standard Hangers
233,2019-02-28,9397.0,Standard Hangers
234,2019-03-01,14474.0,Standard Hangers
235,2019-03-02,14474.0,Standard Hangers
236,2019-03-03,14474.0,Standard Hangers
237,2019-03-04,8548.0,Standard Hangers
238,2019-03-05,9440.0,Standard Hangers
239,2019-03-06,9440.0,Standard Hangers
240,2019-03-07,7616.0,Standard Hangers
241,2019-03-08,7616.0,Standard Hangers
242,2019-03-09,9409.0,Standard Hangers
243,2019-03-10,10670.0,Standard Hangers
244,2019-03-11,10670.0,Standard Hangers
245,2019-03-12,10670.0,Standard Hangers
246,2019-03-13,10036.0,Standard Hangers
247,2019-03-14,11010.0,Standard Hangers
248,2019-03-15,9954.0,Standard Hangers
249,2019-03-16,9430.0,Standard Hangers
250,2019-03-17,9430.0,Standard Hangers
251,2019-03-18,9430.0,Standard Hangers
252,2019-03-19,9883.0,Standard Hangers
253,2019-03-20,9763.0,Standard Hangers
254,2019-03-21,7893.0,Standard Hangers
255,2019-03-22,7893.0,Standard Hangers
256,2019-03-23,8626.0,Standard Hangers
257,2019-03-24,6625.0,Standard Hangers
258,2019-03-25,7433.0,Standard Hangers
259,2019-03-26,7638.0,Standard Hangers
260,2019-03-27,8284.0,Standard Hangers
261,2019-03-28,7968.0,Standard Hangers
262,2019-03-29,7652.0,Standard Hangers
263,2019-03-30,8131.0,Standard Hangers
264,2019-03-31,6823.0,Standard Hangers
265,2019-04-01,10362.0,Standard Hangers
266,2019-04-02,9794.0,Standard Hangers
267,2019-04-03,9794.0,Standard Hangers
268,2019-04-04,9794.0,Standard Hangers
269,2019-04-05,9738.0,Standard Hangers
270,2019-04-06,7965.0,Standard Hangers
271,2019-04-07,7965.0,Standard Hangers
272,2019-04-08,8395.0,Standard Hangers
273,2019-04-09,8395.0,Standard Hangers
274,2019-04-10,8395.0,Standard Hangers
275,2019-04-11,9330.0,Standard Hangers
276,2019-04-12,15384.0,Standard Hangers
277,2019-04-13,15384.0,Standard Hangers
278,2019-04-14,11712.0,Standard Hangers
279,2019-04-15,11712.0,Standard Hangers
280,2019-04-16,12708.0,Standard Hangers
281,2019-04-17,12708.0,Standard Hangers
282,2019-04-18,12708.0,Standard Hangers
283,2019-04-19,12708.0,Standard Hangers
284,2019-04-20,12708.0,Standard Hangers
285,2019-04-21,12708.0,Standard Hangers
286,2019-04-22,10891.0,Standard Hangers
287,2019-04-23,4735.0,Standard Hangers
288,2019-04-24,4735.0,Standard Hangers
289,2019-04-25,4735.0,Standard Hangers
290,2019-04-26,8915.0,Standard Hangers
291,2019-04-27,13874.0,Standard Hangers
292,2019-04-28,13874.0,Standard Hangers
293,2019-04-29,13874.0,Standard Hangers
294,2019-04-30,12027.0,Standard Hangers
295,2019-05-01,10972.0,Standard Hangers
296,2019-05-02,10972.0,Standard Hangers
297,2019-05-03,10972.0,Standard Hangers
298,2019-05-04,10972.0,Standard Hangers
299,2019-05-05,10972.0,Standard Hangers
300,2019-05-06,9375.0,Standard Hangers
301,2019-05-07,10532.0,Standard Hangers
302,2019-05-08,9760.0,Standard Hangers
303,2019-05-09,10301.0,Standard Hangers
304,2019-05-10,9020.0,Standard Hangers
305,2019-05-11,9679.0,Standard Hangers
306,2019-05-12,8136.0,Standard Hangers
307,2019-05-13,11467.0,Standard Hangers
308,2019-05-14,9628.0,Standard Hangers
309,2019-05-15,9628.0,Standard Hangers
310,2019-05-16,9628.0,Standard Hangers
311,2019-05-17,9251.0,Standard Hangers
312,2019-05-18,7506.0,Standard Hangers
313,2019-05-19,6191.0,Standard Hangers
314,2019-05-20,7239.0,Standard Hangers
315,2019-05-21,6376.0,Standard Hangers
316,2019-05-22,8279.0,Standard Hangers
317,2019-05-23,11560.0,Standard Hangers
318,2019-05-24,9076.0,Standard Hangers
319,2019-05-25,10841.0,Standard Hangers
320,2019-05-26,12246.0,Standard Hangers
321,2019-05-27,10453.0,Standard Hangers
322,2019-05-28,9914.0,Standard Hangers
323,2019-05-29,11458.0,Standard Hangers
324,2019-05-30,8464.0,Standard Hangers
325,2019-05-31,8597.0,Standard Hangers
326,2019-06-01,8832.0,Standard Hangers
327,2019-06-02,7424.0,Standard Hangers
328,2019-06-03,9380.0,Standard Hangers
329,2019-06-04,10190.0,Standard Hangers
330,2019-06-05,10923.0,Standard Hangers
331,2019-06-06,9521.0,Standard Hangers
332,2019-06-07,8978.0,Standard Hangers
333,2019-06-08,8417.0,Standard Hangers
334,2019-06-09,4771.0,Standard Hangers
335,2019-06-10,6739.0,Standard Hangers
336,2019-06-11,8390.0,Standard Hangers
337,2019-06-12,5209.0,Standard Hangers
338,2019-06-13,6557.0,Standard Hangers
339,2019-06-14,6557.0,Standard Hangers
340,2019-06-15,9109.0,Standard Hangers
341,2019-06-16,7233.0,Standard Hangers
342,2019-06-17,9320.0,Standard Hangers
343,2019-06-18,9078.0,Standard Hangers
344,2019-06-19,8252.0,Standard Hangers
345,2019-06-20,3250.0,Standard Hangers
346,2019-06-21,5153.0,Standard Hangers
347,2019-06-22,5478.0,Standard Hangers
348,2019-06-23,6391.0,Standard Hangers
349,2019-06-24,6333.0,Standard Hangers
350,2019-06-25,7978.0,Standard Hangers
351,2019-06-26,7432.0,Standard Hangers
352,2019-06-27,9702.0,Standard Hangers
353,2019-06-28,9702.0,Standard Hangers
354,2019-06-29,7482.0,Standard Hangers
355,2019-06-30,10434.0,Standard Hangers
356,2019-07-01,10434.0,Standard Hangers
357,2019-07-02,8539.0,Standard Hangers
358,2019-07-03,8461.0,Standard Hangers
359,2019-07-04,8461.0,Standard Hangers
360,2019-07-05,7938.0,Standard Hangers
361,2019-07-06,5335.0,Standard Hangers
362,2019-07-07,6363.0,Standard Hangers
363,2019-07-08,7576.0,Standard Hangers
364,2019-07-09,7234.0,Standard Hangers
365,2019-07-10,8621.0,Standard Hangers
366,2019-07-11,8621.0,Standard Hangers
367,2019-07-12,3683.0,Standard Hangers
368,2019-07-13,3683.0,Standard Hangers
369,2019-07-14,6241.0,Standard Hangers
370,2019-07-15,7756.0,Standard Hangers
371,2019-07-16,15769.0,Standard Hangers
372,2019-07-17,15533.0,Standard Hangers
373,2019-07-18,12325.0,Standard Hangers
374,2019-07-19,10083.0,Standard Hangers
375,2019-07-20,9716.0,Standard Hangers
376,2019-07-21,9600.0,Standard Hangers
377,2019-07-22,9786.0,Standard Hangers
378,2019-07-23,2907.0,Standard Hangers
379,2019-07-24,6467.0,Standard Hangers
380,2019-07-25,6894.0,Standard Hangers
381,2019-07-26,7358.0,Standard Hangers
382,2019-07-27,7240.0,Standard Hangers
383,2019-07-28,7240.0,Standard Hangers
384,2019-07-29,8466.0,Standard Hangers
385,2019-07-30,10226.0,Standard Hangers
386,2019-07-31,8114.0,Standard Hangers
387,2019-08-01,8114.0,Standard Hangers
388,2019-08-02,8114.0,Standard Hangers
389,2019-08-03,5826.0,Standard Hangers
390,2019-08-04,7307.0,Standard Hangers
391,2019-08-05,6443.0,Standard Hangers
392,2019-08-06,6584.0,Standard Hangers
393,2019-08-07,7055.0,Standard Hangers
394,2019-08-08,8798.0,Standard Hangers
395,2019-08-09,8803.0,Standard Hangers
396,2019-08-10,8426.0,Standard Hangers
397,2019-08-11,6375.0,Standard Hangers
398,2019-08-12,6375.0,Standard Hangers
399,2019-08-13,5536.0,Standard Hangers
400,2019-08-14,5536.0,Standard Hangers
401,2019-08-15,5536.0,Standard Hangers
402,2019-08-16,7795.0,Standard Hangers
403,2019-08-17,7463.0,Standard Hangers
404,2019-08-18,7463.0,Standard Hangers
405,2019-08-19,7463.0,Standard Hangers
406,2019-08-20,6981.0,Standard Hangers
407,2019-08-21,6981.0,Standard Hangers
408,2019-08-22,9330.0,Standard Hangers
409,2019-08-23,8138.0,Standard Hangers
410,2019-08-24,6364.0,Standard Hangers
411,2019-08-25,7041.0,Standard Hangers
412,2019-08-26,8082.0,Standard Hangers
413,2019-08-27,8082.0,Standard Hangers
414,2019-08-28,6191.0,Standard Hangers
415,2019-08-29,5475.0,Standard Hangers
416,2019-08-30,4268.0,Standard Hangers
417,2019-08-31,4268.0,Standard Hangers
418,2019-09-01,4200.0,Standard Hangers
419,2019-09-02,3662.0,Standard Hangers
420,2019-09-03,4382.0,Standard Hangers
421,2019-09-04,4134.0,Standard Hangers
422,2019-09-05,4134.0,Standard Hangers
423,2019-09-06,4134.0,Standard Hangers
424,2019-09-07,4134.0,Standard Hangers
425,2019-09-08,4796.0,Standard Hangers
426,2019-09-09,4291.0,Standard Hangers
427,2019-09-10,3970.0,Standard Hangers
428,2019-09-11,4506.0,Standard Hangers
429,2019-09-12,3794.0,Standard Hangers
430,2019-09-13,5637.0,Standard Hangers
431,2019-09-14,5716.0,Standard Hangers
432,2019-09-15,8210.0,Standard Hangers
433,2019-09-16,8257.0,Standard Hangers
434,2019-09-17,8100.0,Standard Hangers
435,2019-09-18,9360.0,Standard Hangers
436,2019-09-19,10410.0,Standard Hangers
437,2019-09-20,9956.0,Standard Hangers
438,2019-09-21,9956.0,Standard Hangers
439,2019-09-22,8095.0,Standard Hangers
440,2019-09-23,7154.0,Standard Hangers
441,2019-09-24,9335.0,Standard Hangers
442,2019-09-25,7573.0,Standard Hangers
443,2019-09-26,6972.0,Standard Hangers
444,2019-09-27,6417.0,Standard Hangers
445,2019-09-28,6136.0,Standard Hangers
446,2019-09-29,4273.0,Standard Hangers
447,2019-09-30,5550.0,Standard Hangers
448,2019-10-01,4285.0,Standard Hangers
449,2019-10-02,6251.0,Standard Hangers
450,2019-10-03,6643.0,Standard Hangers
451,2019-10-04,6578.0,Standard Hangers
452,2019-10-05,6578.0,Standard Hangers
453,2019-10-06,7131.0,Standard Hangers
454,2019-10-07,7131.0,Standard Hangers
455,2019-10-08,7131.0,Standard Hangers
456,2019-10-09,8513.0,Standard Hangers
457,2019-10-10,8513.0,Standard Hangers
458,2019-10-11,6986.0,Standard Hangers
459,2019-10-12,6986.0,Standard Hangers
460,2019-10-13,10339.0,Standard Hangers
