,date,value,name_B079FH32V1
0,2020-05-23,574.0,Stands
1,2020-05-24,559.0,Stands
2,2020-05-25,559.0,Stands
3,2020-05-26,589.0,Stands
4,2020-05-27,589.0,Stands
5,2020-05-28,708.0,Stands
6,2020-05-29,584.0,Stands
7,2020-05-30,584.0,Stands
8,2020-05-31,584.0,Stands
9,2020-06-01,722.0,Stands
10,2020-06-02,722.0,Stands
11,2020-06-03,722.0,Stands
12,2020-06-04,747.0,Stands
13,2020-06-05,668.0,Stands
14,2020-06-06,668.0,Stands
15,2020-06-07,721.0,Stands
16,2020-06-08,721.0,Stands
17,2020-06-09,774.0,Stands
18,2020-06-10,811.0,Stands
19,2020-06-11,699.0,Stands
20,2020-06-12,754.0,Stands
21,2020-06-13,754.0,Stands
22,2020-06-14,754.0,Stands
23,2020-06-15,665.0,Stands
24,2020-06-16,608.0,Stands
25,2020-06-17,567.0,Stands
26,2020-06-18,677.0,Stands
27,2020-06-19,677.0,Stands
28,2020-06-20,677.0,Stands
29,2020-06-21,718.0,Stands
30,2020-06-22,790.0,Stands
31,2020-06-23,917.0,Stands
32,2020-06-24,610.0,Stands
33,2020-06-25,610.0,Stands
34,2020-06-26,736.0,Stands
35,2020-06-27,659.0,Stands
36,2020-06-28,659.0,Stands
37,2020-06-29,693.0,Stands
38,2020-06-30,693.0,Stands
39,2020-07-01,693.0,Stands
40,2020-07-02,493.0,Stands
41,2020-07-03,493.0,Stands
42,2020-07-04,493.0,Stands
43,2020-07-05,677.0,Stands
44,2020-07-06,709.0,Stands
45,2020-07-07,440.0,Stands
46,2020-07-08,440.0,Stands
47,2020-07-09,729.0,Stands
48,2020-07-10,718.0,Stands
49,2020-07-11,718.0,Stands
50,2020-07-12,718.0,Stands
51,2020-07-13,852.0,Stands
52,2020-07-14,685.0,Stands
53,2020-07-15,744.0,Stands
54,2020-07-16,708.0,Stands
55,2020-07-17,708.0,Stands
56,2020-07-18,740.0,Stands
57,2020-07-19,740.0,Stands
58,2020-07-20,734.0,Stands
59,2020-07-21,734.0,Stands
60,2020-07-22,734.0,Stands
61,2020-07-23,734.0,Stands
62,2020-07-24,781.0,Stands
63,2020-07-25,781.0,Stands
64,2020-07-26,616.0,Stands
65,2020-07-27,385.0,Stands
66,2020-07-28,385.0,Stands
67,2020-07-29,509.0,Stands
68,2020-07-30,650.0,Stands
69,2020-07-31,650.0,Stands
70,2020-08-01,637.0,Stands
71,2020-08-02,583.0,Stands
72,2020-08-03,566.0,Stands
73,2020-08-04,566.0,Stands
74,2020-08-05,729.0,Stands
75,2020-08-06,729.0,Stands
76,2020-08-07,661.0,Stands
77,2020-08-08,661.0,Stands
78,2020-08-09,547.0,Stands
79,2020-08-10,583.0,Stands
80,2020-08-11,583.0,Stands
81,2020-08-12,583.0,Stands
82,2020-08-13,709.0,Stands
83,2020-08-14,392.0,Stands
84,2020-08-15,593.0,Stands
85,2020-08-16,593.0,Stands
86,2020-08-17,610.0,Stands
87,2020-08-18,610.0,Stands
88,2020-08-19,518.0,Stands
89,2020-08-20,666.0,Stands
90,2020-08-21,666.0,Stands
91,2020-08-22,666.0,Stands
92,2020-08-23,666.0,Stands
93,2020-08-24,792.0,Stands
94,2020-08-25,581.0,Stands
95,2020-08-26,465.0,Stands
96,2020-08-27,471.0,Stands
97,2020-08-28,418.0,Stands
98,2020-08-29,505.0,Stands
99,2020-08-30,505.0,Stands
100,2020-08-31,505.0,Stands
101,2020-09-01,532.0,Stands
102,2020-09-02,603.0,Stands
103,2020-09-03,603.0,Stands
104,2020-09-04,603.0,Stands
105,2020-09-05,571.0,Stands
106,2020-09-06,571.0,Stands
107,2020-09-07,579.0,Stands
108,2020-09-08,579.0,Stands
109,2020-09-09,579.0,Stands
110,2020-09-10,618.0,Stands
111,2020-09-11,618.0,Stands
112,2020-09-12,618.0,Stands
113,2020-09-13,768.0,Stands
114,2020-09-14,768.0,Stands
115,2020-09-15,699.0,Stands
116,2020-09-16,699.0,Stands
117,2020-09-17,699.0,Stands
118,2020-09-18,626.0,Stands
119,2020-09-19,626.0,Stands
120,2020-09-20,626.0,Stands
121,2020-09-21,596.0,Stands
122,2020-09-22,596.0,Stands
123,2020-09-23,509.0,Stands
124,2020-09-24,702.0,Stands
125,2020-09-25,721.0,Stands
126,2020-09-26,721.0,Stands
127,2020-09-27,721.0,Stands
128,2020-09-28,721.0,Stands
129,2020-09-29,921.0,Stands
130,2020-09-30,801.0,Stands
131,2020-10-01,801.0,Stands
132,2020-10-02,801.0,Stands
133,2020-10-03,597.0,Stands
134,2020-10-04,676.0,Stands
135,2020-10-05,676.0,Stands
136,2020-10-06,692.0,Stands
137,2020-10-07,692.0,Stands
138,2020-10-08,692.0,Stands
139,2020-10-09,352.0,Stands
140,2020-10-10,352.0,Stands
141,2020-10-11,352.0,Stands
142,2020-10-12,610.0,Stands
143,2020-10-13,610.0,Stands
144,2020-10-14,610.0,Stands
145,2020-10-15,220.0,Stands
146,2020-10-16,333.0,Stands
147,2020-10-17,547.0,Stands
148,2020-10-18,572.0,Stands
149,2020-10-19,622.0,Stands
150,2020-10-20,622.0,Stands
151,2020-10-21,753.0,Stands
152,2020-10-22,753.0,Stands
153,2020-10-23,774.0,Stands
154,2020-10-24,774.0,Stands
155,2020-10-25,771.0,Stands
156,2020-10-26,771.0,Stands
157,2020-10-27,2020.0,Stands
158,2020-10-28,2529.0,Stands
159,2020-10-29,3122.0,Stands
160,2020-10-30,1206.0,Stands
161,2020-10-31,1206.0,Stands
162,2020-11-01,623.0,Stands
163,2020-11-02,623.0,Stands
164,2020-11-03,823.0,Stands
165,2020-11-04,823.0,Stands
166,2020-11-05,823.0,Stands
167,2020-11-06,823.0,Stands
168,2020-11-07,995.0,Stands
169,2020-11-08,995.0,Stands
170,2020-11-09,995.0,Stands
171,2020-11-10,713.0,Stands
172,2020-11-11,713.0,Stands
173,2020-11-12,713.0,Stands
174,2020-11-13,673.0,Stands
175,2020-11-14,361.0,Stands
176,2020-11-15,451.0,Stands
177,2020-11-16,451.0,Stands
178,2020-11-17,451.0,Stands
179,2020-11-18,256.0,Stands
180,2020-11-19,256.0,Stands
181,2020-11-20,256.0,Stands
182,2020-11-21,442.0,Stands
183,2020-11-22,456.0,Stands
184,2020-11-23,475.0,Stands
185,2020-11-24,475.0,Stands
186,2020-11-25,475.0,Stands
187,2020-11-26,475.0,Stands
188,2020-11-27,524.0,Stands
189,2020-11-28,465.0,Stands
190,2020-11-29,496.0,Stands
191,2020-11-30,518.0,Stands
192,2020-12-01,518.0,Stands
193,2020-12-02,518.0,Stands
194,2020-12-03,290.0,Stands
195,2020-12-04,290.0,Stands
196,2020-12-05,343.0,Stands
197,2020-12-06,343.0,Stands
198,2020-12-07,295.0,Stands
199,2020-12-08,295.0,Stands
200,2020-12-09,293.0,Stands
201,2020-12-10,293.0,Stands
202,2020-12-11,293.0,Stands
203,2020-12-12,293.0,Stands
204,2020-12-13,198.0,Stands
205,2020-12-14,185.0,Stands
206,2020-12-15,166.0,Stands
207,2020-12-16,139.0,Stands
208,2020-12-17,157.0,Stands
209,2020-12-18,157.0,Stands
210,2020-12-19,142.0,Stands
211,2020-12-20,140.0,Stands
212,2020-12-21,139.0,Stands
213,2020-12-22,139.0,Stands
214,2020-12-23,85.0,Stands
215,2020-12-24,85.0,Stands
216,2020-12-25,85.0,Stands
217,2020-12-26,479.0,Stands
218,2020-12-27,479.0,Stands
219,2020-12-28,471.0,Stands
220,2020-12-29,471.0,Stands
221,2020-12-30,509.0,Stands
222,2020-12-31,310.0,Stands
223,2021-01-01,310.0,Stands
224,2021-01-02,390.0,Stands
225,2021-01-03,390.0,Stands
226,2021-01-04,390.0,Stands
227,2021-01-05,567.0,Stands
228,2021-01-06,567.0,Stands
229,2021-01-07,567.0,Stands
230,2021-01-08,651.0,Stands
231,2021-01-09,651.0,Stands
232,2021-01-10,286.0,Stands
233,2021-01-11,286.0,Stands
234,2021-01-12,286.0,Stands
235,2021-01-13,519.0,Stands
236,2021-01-14,632.0,Stands
237,2021-01-15,550.0,Stands
238,2021-01-16,550.0,Stands
239,2021-01-17,550.0,Stands
240,2021-01-18,550.0,Stands
241,2021-01-19,462.0,Stands
242,2021-01-20,462.0,Stands
243,2021-01-21,443.0,Stands
244,2021-01-22,472.0,Stands
245,2021-01-23,472.0,Stands
246,2021-01-24,472.0,Stands
247,2021-01-25,469.0,Stands
248,2021-01-26,406.0,Stands
249,2021-01-27,406.0,Stands
250,2021-01-28,381.0,Stands
251,2021-01-29,381.0,Stands
252,2021-01-30,302.0,Stands
253,2021-01-31,428.0,Stands
254,2021-02-01,512.0,Stands
255,2021-02-02,512.0,Stands
256,2021-02-03,512.0,Stands
257,2021-02-04,497.0,Stands
258,2021-02-05,497.0,Stands
259,2021-02-06,497.0,Stands
260,2021-02-07,530.0,Stands
261,2021-02-08,530.0,Stands
262,2021-02-09,530.0,Stands
263,2021-02-10,530.0,Stands
264,2021-02-11,395.0,Stands
265,2021-02-12,418.0,Stands
266,2021-02-13,418.0,Stands
267,2021-02-14,402.0,Stands
268,2021-02-15,519.0,Stands
269,2021-02-16,519.0,Stands
270,2021-02-17,519.0,Stands
271,2021-02-18,563.0,Stands
272,2021-02-19,563.0,Stands
273,2021-02-20,541.0,Stands
274,2021-02-21,255.0,Stands
275,2021-02-22,255.0,Stands
276,2021-02-23,255.0,Stands
277,2021-02-24,620.0,Stands
278,2021-02-25,620.0,Stands
279,2021-02-26,620.0,Stands
280,2021-02-27,748.0,Stands
281,2021-02-28,748.0,Stands
282,2021-03-01,748.0,Stands
283,2021-03-02,497.0,Stands
284,2021-03-03,497.0,Stands
285,2021-03-04,497.0,Stands
286,2021-03-05,708.0,Stands
287,2021-03-06,708.0,Stands
288,2021-03-07,412.0,Stands
289,2021-03-08,412.0,Stands
290,2021-03-09,412.0,Stands
291,2021-03-10,761.0,Stands
292,2021-03-11,761.0,Stands
293,2021-03-12,761.0,Stands
294,2021-03-13,789.0,Stands
295,2021-03-14,789.0,Stands
296,2021-03-15,789.0,Stands
297,2021-03-16,789.0,Stands
298,2021-03-17,832.0,Stands
299,2021-03-18,857.0,Stands
300,2021-03-19,891.0,Stands
301,2021-03-20,891.0,Stands
302,2021-03-21,891.0,Stands
303,2021-03-22,303.0,Stands
304,2021-03-23,303.0,Stands
305,2021-03-24,303.0,Stands
306,2021-03-25,956.0,Stands
307,2021-03-26,956.0,Stands
308,2021-03-27,956.0,Stands
309,2021-03-28,771.0,Stands
310,2021-03-29,327.0,Stands
311,2021-03-30,327.0,Stands
312,2021-03-31,327.0,Stands
313,2021-04-01,834.0,Stands
314,2021-04-02,834.0,Stands
315,2021-04-03,834.0,Stands
316,2021-04-04,834.0,Stands
317,2021-04-05,728.0,Stands
318,2021-04-06,728.0,Stands
319,2021-04-07,728.0,Stands
320,2021-04-08,581.0,Stands
321,2021-04-09,698.0,Stands
322,2021-04-10,698.0,Stands
323,2021-04-11,890.0,Stands
324,2021-04-12,890.0,Stands
325,2021-04-13,805.0,Stands
326,2021-04-14,805.0,Stands
327,2021-04-15,862.0,Stands
328,2021-04-16,862.0,Stands
329,2021-04-17,862.0,Stands
330,2021-04-18,309.0,Stands
331,2021-04-19,786.0,Stands
332,2021-04-20,786.0,Stands
333,2021-04-21,786.0,Stands
334,2021-04-22,939.0,Stands
335,2021-04-23,857.0,Stands
336,2021-04-24,857.0,Stands
337,2021-04-25,857.0,Stands
338,2021-04-26,910.0,Stands
339,2021-04-27,910.0,Stands
340,2021-04-28,923.0,Stands
341,2021-04-29,923.0,Stands
342,2021-04-30,923.0,Stands
343,2021-05-01,923.0,Stands
344,2021-05-02,923.0,Stands
345,2021-05-03,734.0,Stands
346,2021-05-04,734.0,Stands
347,2021-05-05,659.0,Stands
348,2021-05-06,659.0,Stands
349,2021-05-07,748.0,Stands
350,2021-05-08,808.0,Stands
351,2021-05-09,808.0,Stands
352,2021-05-10,808.0,Stands
353,2021-05-11,985.0,Stands
354,2021-05-12,985.0,Stands
355,2021-05-13,985.0,Stands
356,2021-05-14,837.0,Stands
357,2021-05-15,1017.0,Stands
358,2021-05-16,613.0,Stands
359,2021-05-17,505.0,Stands
360,2021-05-18,505.0,Stands
361,2021-05-19,981.0,Stands
362,2021-05-20,969.0,Stands
363,2021-05-21,969.0,Stands
364,2021-05-22,914.0,Stands
365,2021-05-23,914.0,Stands
366,2021-05-24,914.0,Stands
367,2021-05-25,914.0,Stands
368,2021-05-26,963.0,Stands
369,2021-05-27,963.0,Stands
370,2021-05-28,726.0,Stands
371,2021-05-29,904.0,Stands
372,2021-05-30,892.0,Stands
373,2021-05-31,892.0,Stands
374,2021-06-01,927.0,Stands
375,2021-06-02,927.0,Stands
376,2021-06-03,1077.0,Stands
377,2021-06-04,1077.0,Stands
378,2021-06-05,838.0,Stands
379,2021-06-06,838.0,Stands
380,2021-06-07,838.0,Stands
381,2021-06-08,963.0,Stands
382,2021-06-09,963.0,Stands
383,2021-06-10,1040.0,Stands
384,2021-06-11,1040.0,Stands
385,2021-06-12,762.0,Stands
386,2021-06-13,762.0,Stands
387,2021-06-14,762.0,Stands
388,2021-06-15,1138.0,Stands
389,2021-06-16,1138.0,Stands
390,2021-06-17,757.0,Stands
391,2021-06-18,757.0,Stands
392,2021-06-19,733.0,Stands
393,2021-06-20,733.0,Stands
394,2021-06-21,841.0,Stands
395,2021-06-22,1122.0,Stands
396,2021-06-23,1122.0,Stands
397,2021-06-24,279.0,Stands
398,2021-06-25,584.0,Stands
399,2021-06-26,584.0,Stands
400,2021-06-27,584.0,Stands
401,2021-06-28,762.0,Stands
402,2021-06-29,629.0,Stands
403,2021-06-30,629.0,Stands
404,2021-07-01,629.0,Stands
405,2021-07-02,1261.0,Stands
406,2021-07-03,1261.0,Stands
407,2021-07-04,1261.0,Stands
408,2021-07-05,931.0,Stands
409,2021-07-06,931.0,Stands
410,2021-07-07,683.0,Stands
411,2021-07-08,683.0,Stands
412,2021-07-09,1118.0,Stands
413,2021-07-10,1040.0,Stands
