,date,value,name_B08DNXD9V2
0,2020-09-22,44562.0,Panels
1,2020-09-23,44562.0,Panels
2,2020-09-24,44562.0,Panels
3,2020-09-25,44562.0,Panels
4,2020-09-26,35317.0,Panels
5,2020-09-27,38406.0,Panels
6,2020-09-28,33358.0,Panels
7,2020-09-29,33358.0,Panels
8,2020-09-30,33358.0,Panels
9,2020-10-01,33358.0,Panels
10,2020-10-02,27146.0,Panels
11,2020-10-03,27146.0,Panels
12,2020-10-04,29837.0,Panels
13,2020-10-05,29837.0,Panels
14,2020-10-06,29837.0,Panels
15,2020-10-07,29837.0,Panels
16,2020-10-08,31240.0,Panels
17,2020-10-09,31240.0,Panels
18,2020-10-10,31240.0,Panels
19,2020-10-11,31240.0,Panels
20,2020-10-12,28526.0,Panels
21,2020-10-13,28526.0,Panels
22,2020-10-14,28526.0,Panels
23,2020-10-15,51221.0,Panels
24,2020-10-16,51221.0,Panels
25,2020-10-17,51221.0,Panels
26,2020-10-18,32383.0,Panels
27,2020-10-19,32383.0,Panels
28,2020-10-20,41149.0,Panels
29,2020-10-21,40346.0,Panels
30,2020-10-22,29639.0,Panels
31,2020-10-23,29639.0,Panels
32,2020-10-24,29639.0,Panels
33,2020-10-25,29639.0,Panels
34,2020-10-26,29639.0,Panels
35,2020-10-27,29639.0,Panels
36,2020-10-28,35878.0,Panels
37,2020-10-29,35878.0,Panels
38,2020-10-30,35878.0,Panels
39,2020-10-31,35878.0,Panels
40,2020-11-01,35878.0,Panels
41,2020-11-02,36677.0,Panels
42,2020-11-03,36677.0,Panels
43,2020-11-04,36677.0,Panels
44,2020-11-05,24449.0,Panels
45,2020-11-06,23237.0,Panels
46,2020-11-07,23237.0,Panels
47,2020-11-08,23237.0,Panels
48,2020-11-09,23237.0,Panels
49,2020-11-10,27627.0,Panels
50,2020-11-11,28604.0,Panels
51,2020-11-12,28604.0,Panels
52,2020-11-13,28604.0,Panels
53,2020-11-14,28604.0,Panels
54,2020-11-15,28604.0,Panels
55,2020-11-16,28604.0,Panels
56,2020-11-17,28604.0,Panels
57,2020-11-18,38231.0,Panels
58,2020-11-19,38231.0,Panels
59,2020-11-20,38231.0,Panels
60,2020-11-21,20395.0,Panels
61,2020-11-22,20395.0,Panels
62,2020-11-23,20395.0,Panels
63,2020-11-24,20395.0,Panels
64,2020-11-25,20395.0,Panels
65,2020-11-26,20395.0,Panels
66,2020-11-27,20395.0,Panels
67,2020-11-28,20395.0,Panels
68,2020-11-29,20395.0,Panels
69,2020-11-30,20395.0,Panels
70,2020-12-01,45553.0,Panels
71,2020-12-02,45553.0,Panels
72,2020-12-03,45553.0,Panels
73,2020-12-04,28546.0,Panels
74,2020-12-05,28546.0,Panels
75,2020-12-06,28546.0,Panels
76,2020-12-07,28546.0,Panels
77,2020-12-08,44775.0,Panels
78,2020-12-09,44775.0,Panels
79,2020-12-10,44775.0,Panels
80,2020-12-11,44775.0,Panels
81,2020-12-12,44775.0,Panels
82,2020-12-13,44775.0,Panels
83,2020-12-14,44775.0,Panels
84,2020-12-15,44775.0,Panels
85,2020-12-16,44775.0,Panels
86,2020-12-17,44775.0,Panels
87,2020-12-18,52668.0,Panels
88,2020-12-19,52668.0,Panels
89,2020-12-20,52668.0,Panels
90,2020-12-21,52668.0,Panels
91,2020-12-22,52668.0,Panels
92,2020-12-23,52668.0,Panels
93,2020-12-24,43336.0,Panels
94,2020-12-25,32907.0,Panels
95,2020-12-26,32907.0,Panels
96,2020-12-27,32907.0,Panels
97,2020-12-28,32907.0,Panels
98,2020-12-29,32907.0,Panels
99,2020-12-30,30940.0,Panels
100,2020-12-31,30940.0,Panels
101,2021-01-01,33480.0,Panels
102,2021-01-02,33480.0,Panels
103,2021-01-03,33480.0,Panels
104,2021-01-04,33981.0,Panels
105,2021-01-05,33981.0,Panels
106,2021-01-06,33981.0,Panels
107,2021-01-07,7494.0,Panels
108,2021-01-08,7494.0,Panels
109,2021-01-09,9662.0,Panels
110,2021-01-10,9662.0,Panels
111,2021-01-11,21616.0,Panels
112,2021-01-12,21616.0,Panels
113,2021-01-13,19406.0,Panels
114,2021-01-14,6015.0,Panels
115,2021-01-15,6015.0,Panels
116,2021-01-16,6015.0,Panels
117,2021-01-17,19990.0,Panels
118,2021-01-18,19990.0,Panels
119,2021-01-19,19990.0,Panels
120,2021-01-20,16700.0,Panels
121,2021-01-21,16700.0,Panels
122,2021-01-22,16700.0,Panels
123,2021-01-23,16700.0,Panels
124,2021-01-24,20807.0,Panels
125,2021-01-25,20807.0,Panels
126,2021-01-26,20807.0,Panels
127,2021-01-27,20807.0,Panels
128,2021-01-28,27150.0,Panels
129,2021-01-29,22224.0,Panels
130,2021-01-30,19105.0,Panels
131,2021-01-31,19105.0,Panels
132,2021-02-01,27489.0,Panels
133,2021-02-02,27489.0,Panels
134,2021-02-03,26294.0,Panels
135,2021-02-04,26294.0,Panels
136,2021-02-05,26294.0,Panels
137,2021-02-06,26294.0,Panels
138,2021-02-07,26294.0,Panels
139,2021-02-08,26294.0,Panels
140,2021-02-09,26294.0,Panels
141,2021-02-10,26294.0,Panels
142,2021-02-11,26294.0,Panels
143,2021-02-12,26294.0,Panels
144,2021-02-13,26294.0,Panels
145,2021-02-14,30963.0,Panels
146,2021-02-15,30963.0,Panels
147,2021-02-16,30963.0,Panels
148,2021-02-17,30963.0,Panels
149,2021-02-18,30963.0,Panels
150,2021-02-19,15924.0,Panels
151,2021-02-20,15924.0,Panels
152,2021-02-21,15924.0,Panels
153,2021-02-22,15924.0,Panels
154,2021-02-23,31509.0,Panels
155,2021-02-24,31509.0,Panels
156,2021-02-25,31509.0,Panels
157,2021-02-26,20834.0,Panels
158,2021-02-27,20834.0,Panels
159,2021-02-28,20834.0,Panels
160,2021-03-01,33080.0,Panels
161,2021-03-02,26243.0,Panels
162,2021-03-03,26243.0,Panels
163,2021-03-04,26243.0,Panels
164,2021-03-05,26243.0,Panels
165,2021-03-06,23098.0,Panels
166,2021-03-07,23098.0,Panels
167,2021-03-08,31659.0,Panels
168,2021-03-09,31659.0,Panels
169,2021-03-10,31659.0,Panels
170,2021-03-11,31659.0,Panels
171,2021-03-12,25495.0,Panels
172,2021-03-13,25495.0,Panels
173,2021-03-14,25495.0,Panels
174,2021-03-15,28542.0,Panels
175,2021-03-16,22455.0,Panels
176,2021-03-17,22455.0,Panels
177,2021-03-18,22455.0,Panels
178,2021-03-19,22745.0,Panels
179,2021-03-20,22745.0,Panels
180,2021-03-21,22745.0,Panels
181,2021-03-22,22745.0,Panels
182,2021-03-23,19395.0,Panels
183,2021-03-24,19395.0,Panels
184,2021-03-25,19395.0,Panels
185,2021-03-26,19395.0,Panels
186,2021-03-27,19395.0,Panels
187,2021-03-28,19395.0,Panels
188,2021-03-29,24753.0,Panels
189,2021-03-30,24753.0,Panels
190,2021-03-31,24753.0,Panels
191,2021-04-01,25930.0,Panels
192,2021-04-02,25930.0,Panels
193,2021-04-03,25930.0,Panels
194,2021-04-04,25930.0,Panels
195,2021-04-05,25930.0,Panels
196,2021-04-06,25930.0,Panels
197,2021-04-07,25930.0,Panels
198,2021-04-08,25930.0,Panels
199,2021-04-09,17945.0,Panels
200,2021-04-10,17945.0,Panels
201,2021-04-11,17945.0,Panels
202,2021-04-12,17945.0,Panels
203,2021-04-13,17945.0,Panels
204,2021-04-14,17945.0,Panels
205,2021-04-15,26847.0,Panels
206,2021-04-16,26847.0,Panels
207,2021-04-17,21214.0,Panels
208,2021-04-18,21214.0,Panels
209,2021-04-19,21214.0,Panels
210,2021-04-20,20830.0,Panels
211,2021-04-21,20830.0,Panels
212,2021-04-22,20190.0,Panels
213,2021-04-23,20190.0,Panels
214,2021-04-24,20190.0,Panels
215,2021-04-25,20190.0,Panels
216,2021-04-26,20190.0,Panels
217,2021-04-27,17722.0,Panels
218,2021-04-28,17722.0,Panels
219,2021-04-29,17722.0,Panels
220,2021-04-30,18963.0,Panels
221,2021-05-01,15748.0,Panels
222,2021-05-02,15748.0,Panels
223,2021-05-03,15748.0,Panels
224,2021-05-04,21495.0,Panels
225,2021-05-05,21495.0,Panels
226,2021-05-06,21495.0,Panels
227,2021-05-07,21495.0,Panels
228,2021-05-08,22235.0,Panels
229,2021-05-09,22235.0,Panels
230,2021-05-10,28482.0,Panels
231,2021-05-11,28482.0,Panels
232,2021-05-12,21842.0,Panels
233,2021-05-13,21842.0,Panels
234,2021-05-14,21842.0,Panels
235,2021-05-15,19925.0,Panels
236,2021-05-16,19925.0,Panels
237,2021-05-17,21103.0,Panels
238,2021-05-18,21103.0,Panels
239,2021-05-19,21103.0,Panels
240,2021-05-20,17699.0,Panels
241,2021-05-21,17699.0,Panels
242,2021-05-22,18981.0,Panels
243,2021-05-23,18981.0,Panels
244,2021-05-24,20149.0,Panels
245,2021-05-25,20149.0,Panels
246,2021-05-26,20149.0,Panels
247,2021-05-27,16684.0,Panels
248,2021-05-28,16684.0,Panels
249,2021-05-29,16684.0,Panels
250,2021-05-30,16684.0,Panels
251,2021-05-31,16684.0,Panels
252,2021-06-01,21505.0,Panels
253,2021-06-02,21505.0,Panels
254,2021-06-03,17990.0,Panels
255,2021-06-04,17990.0,Panels
256,2021-06-05,17990.0,Panels
257,2021-06-06,14297.0,Panels
258,2021-06-07,14297.0,Panels
259,2021-06-08,14297.0,Panels
260,2021-06-09,19566.0,Panels
261,2021-06-10,19566.0,Panels
262,2021-06-11,19566.0,Panels
263,2021-06-12,19566.0,Panels
264,2021-06-13,28177.0,Panels
265,2021-06-14,28177.0,Panels
266,2021-06-15,28177.0,Panels
267,2021-06-16,28177.0,Panels
268,2021-06-17,24284.0,Panels
269,2021-06-18,24284.0,Panels
270,2021-06-19,24284.0,Panels
271,2021-06-20,24284.0,Panels
272,2021-06-21,24653.0,Panels
273,2021-06-22,24653.0,Panels
274,2021-06-23,24653.0,Panels
275,2021-06-24,24653.0,Panels
276,2021-06-25,24653.0,Panels
277,2021-06-26,24653.0,Panels
278,2021-06-27,24653.0,Panels
279,2021-06-28,24653.0,Panels
280,2021-06-29,18495.0,Panels
281,2021-06-30,18495.0,Panels
282,2021-07-01,23609.0,Panels
283,2021-07-02,23609.0,Panels
284,2021-07-03,23609.0,Panels
285,2021-07-04,29059.0,Panels
286,2021-07-05,29059.0,Panels
287,2021-07-06,23035.0,Panels
288,2021-07-07,23035.0,Panels
289,2021-07-08,23035.0,Panels
290,2021-07-09,24460.0,Panels
291,2021-07-10,24460.0,Panels
292,2021-07-11,23024.0,Panels
