,date,value,name_B07SKWX2KT
124,2020-01-30,206502.0,Runners
125,2020-01-31,206502.0,Runners
126,2020-02-01,219885.0,Runners
127,2020-02-02,219885.0,Runners
128,2020-02-03,233011.0,Runners
129,2020-02-04,233011.0,Runners
130,2020-02-05,233011.0,Runners
131,2020-02-06,166407.0,Runners
132,2020-02-07,127155.0,Runners
133,2020-02-08,127155.0,Runners
134,2020-02-09,127155.0,Runners
135,2020-02-10,207829.0,Runners
136,2020-02-11,207829.0,Runners
137,2020-02-12,207829.0,Runners
138,2020-02-13,251950.0,Runners
139,2020-02-14,251950.0,Runners
140,2020-02-15,251950.0,Runners
141,2020-02-16,251950.0,Runners
142,2020-02-17,251950.0,Runners
143,2020-02-18,251950.0,Runners
144,2020-02-19,251950.0,Runners
145,2020-02-20,251950.0,Runners
146,2020-02-21,251950.0,Runners
147,2020-02-22,251950.0,Runners
148,2020-02-23,251950.0,Runners
149,2020-02-24,1338694.0,Runners
150,2020-02-25,1338694.0,Runners
151,2020-02-26,1338694.0,Runners
152,2020-02-27,1338694.0,Runners
153,2020-02-28,1338694.0,Runners
154,2020-02-29,1338694.0,Runners
155,2020-03-01,305627.0,Runners
156,2020-03-02,151240.0,Runners
157,2020-03-03,189056.0,Runners
158,2020-03-04,210441.0,Runners
159,2020-03-05,76809.0,Runners
160,2020-03-06,137674.0,Runners
161,2020-03-07,151021.0,Runners
162,2020-03-08,151021.0,Runners
163,2020-03-09,151021.0,Runners
164,2020-03-10,-1.0,Runners
165,2020-03-11,-1.0,Runners
166,2020-03-12,-1.0,Runners
167,2020-03-13,-1.0,Runners
168,2020-03-14,-1.0,Runners
169,2020-03-15,-1.0,Runners
170,2020-03-16,-1.0,Runners
171,2020-03-17,-1.0,Runners
172,2020-03-18,-1.0,Runners
173,2020-03-19,-1.0,Runners
174,2020-03-20,-1.0,Runners
175,2020-03-21,-1.0,Runners
176,2020-03-22,-1.0,Runners
177,2020-03-23,-1.0,Runners
178,2020-03-24,-1.0,Runners
179,2020-03-25,163872.0,Runners
180,2020-03-26,163872.0,Runners
181,2020-03-27,163872.0,Runners
182,2020-03-28,163872.0,Runners
183,2020-03-29,163872.0,Runners
184,2020-03-30,163872.0,Runners
185,2020-03-31,163872.0,Runners
186,2020-04-01,163872.0,Runners
187,2020-04-02,163872.0,Runners
188,2020-04-03,163872.0,Runners
189,2020-04-04,163872.0,Runners
190,2020-04-05,369930.0,Runners
191,2020-04-06,369930.0,Runners
192,2020-04-07,572381.0,Runners
193,2020-04-08,572381.0,Runners
194,2020-04-09,301194.0,Runners
195,2020-04-10,301194.0,Runners
196,2020-04-11,301194.0,Runners
197,2020-04-12,301194.0,Runners
198,2020-04-13,594155.0,Runners
199,2020-04-14,594155.0,Runners
200,2020-04-15,594155.0,Runners
201,2020-04-16,594155.0,Runners
202,2020-04-17,594155.0,Runners
203,2020-04-18,169034.0,Runners
204,2020-04-19,169034.0,Runners
205,2020-04-20,169034.0,Runners
206,2020-04-21,169034.0,Runners
207,2020-04-22,169034.0,Runners
208,2020-04-23,169034.0,Runners
209,2020-04-24,169034.0,Runners
210,2020-04-25,169034.0,Runners
211,2020-04-26,169034.0,Runners
212,2020-04-27,169034.0,Runners
213,2020-04-28,386300.0,Runners
214,2020-04-29,386300.0,Runners
215,2020-04-30,386300.0,Runners
216,2020-05-01,386300.0,Runners
217,2020-05-02,375634.0,Runners
218,2020-05-03,375634.0,Runners
219,2020-05-04,375634.0,Runners
220,2020-05-05,375634.0,Runners
221,2020-05-06,375634.0,Runners
222,2020-05-07,375634.0,Runners
223,2020-05-08,375634.0,Runners
224,2020-05-09,375634.0,Runners
225,2020-05-10,391879.0,Runners
226,2020-05-11,391879.0,Runners
227,2020-05-12,391879.0,Runners
228,2020-05-13,292938.0,Runners
229,2020-05-14,292938.0,Runners
230,2020-05-15,292938.0,Runners
231,2020-05-16,292938.0,Runners
232,2020-05-17,292938.0,Runners
233,2020-05-18,438029.0,Runners
234,2020-05-19,438029.0,Runners
235,2020-05-20,438029.0,Runners
236,2020-05-21,438029.0,Runners
237,2020-05-22,438029.0,Runners
238,2020-05-23,438029.0,Runners
239,2020-05-24,438029.0,Runners
240,2020-05-25,814202.0,Runners
241,2020-05-26,814202.0,Runners
242,2020-05-27,814202.0,Runners
243,2020-05-28,814202.0,Runners
244,2020-05-29,814202.0,Runners
245,2020-05-30,814202.0,Runners
246,2020-05-31,814202.0,Runners
247,2020-06-01,839103.0,Runners
248,2020-06-02,883932.0,Runners
249,2020-06-03,351069.0,Runners
250,2020-06-04,351069.0,Runners
251,2020-06-05,435743.0,Runners
252,2020-06-06,586228.0,Runners
253,2020-06-07,586228.0,Runners
254,2020-06-08,781355.0,Runners
255,2020-06-09,781355.0,Runners
256,2020-06-10,781355.0,Runners
257,2020-06-11,781355.0,Runners
258,2020-06-12,783279.0,Runners
259,2020-06-13,849311.0,Runners
260,2020-06-14,849311.0,Runners
261,2020-06-15,924145.0,Runners
262,2020-06-16,956275.0,Runners
263,2020-06-17,987537.0,Runners
264,2020-06-18,987537.0,Runners
265,2020-06-19,1008788.0,Runners
266,2020-06-20,1008788.0,Runners
267,2020-06-21,1008788.0,Runners
268,2020-06-22,1008788.0,Runners
269,2020-06-23,1008788.0,Runners
270,2020-06-24,1008788.0,Runners
271,2020-06-25,923992.0,Runners
272,2020-06-26,923992.0,Runners
273,2020-06-27,923992.0,Runners
274,2020-06-28,923992.0,Runners
275,2020-06-29,923992.0,Runners
276,2020-06-30,383321.0,Runners
277,2020-07-01,383321.0,Runners
278,2020-07-02,383321.0,Runners
279,2020-07-03,383321.0,Runners
280,2020-07-04,383321.0,Runners
281,2020-07-05,383321.0,Runners
282,2020-07-06,383321.0,Runners
283,2020-07-07,383321.0,Runners
284,2020-07-08,383321.0,Runners
285,2020-07-09,383321.0,Runners
286,2020-07-10,383321.0,Runners
287,2020-07-11,696731.0,Runners
288,2020-07-12,781837.0,Runners
289,2020-07-13,781837.0,Runners
290,2020-07-14,781837.0,Runners
291,2020-07-15,781837.0,Runners
292,2020-07-16,781837.0,Runners
293,2020-07-17,781837.0,Runners
294,2020-07-18,781837.0,Runners
295,2020-07-19,781837.0,Runners
296,2020-07-20,781837.0,Runners
297,2020-07-21,781837.0,Runners
298,2020-07-22,781837.0,Runners
299,2020-07-23,781837.0,Runners
300,2020-07-24,781837.0,Runners
301,2020-07-25,781837.0,Runners
302,2020-07-26,781837.0,Runners
303,2020-07-27,781837.0,Runners
304,2020-07-28,512719.0,Runners
305,2020-07-29,512719.0,Runners
306,2020-07-30,512719.0,Runners
307,2020-07-31,512719.0,Runners
308,2020-08-01,512719.0,Runners
309,2020-08-02,512719.0,Runners
310,2020-08-03,512719.0,Runners
311,2020-08-04,512719.0,Runners
312,2020-08-05,512719.0,Runners
313,2020-08-06,512719.0,Runners
314,2020-08-07,512719.0,Runners
315,2020-08-08,512719.0,Runners
316,2020-08-09,512719.0,Runners
317,2020-08-10,512719.0,Runners
318,2020-08-11,512719.0,Runners
319,2020-08-12,512719.0,Runners
320,2020-08-13,512719.0,Runners
321,2020-08-14,512719.0,Runners
322,2020-08-15,435395.0,Runners
323,2020-08-16,435395.0,Runners
324,2020-08-17,435395.0,Runners
325,2020-08-18,435395.0,Runners
326,2020-08-19,435395.0,Runners
327,2020-08-20,435395.0,Runners
328,2020-08-21,435395.0,Runners
329,2020-08-22,435395.0,Runners
330,2020-08-23,435395.0,Runners
331,2020-08-24,435395.0,Runners
332,2020-08-25,435395.0,Runners
333,2020-08-26,435395.0,Runners
334,2020-08-27,435395.0,Runners
335,2020-08-28,435395.0,Runners
336,2020-08-29,460098.0,Runners
337,2020-08-30,460098.0,Runners
338,2020-08-31,460098.0,Runners
339,2020-09-01,460098.0,Runners
340,2020-09-02,460098.0,Runners
341,2020-09-03,460098.0,Runners
342,2020-09-04,460098.0,Runners
343,2020-09-05,460098.0,Runners
344,2020-09-06,460098.0,Runners
345,2020-09-07,460098.0,Runners
346,2020-09-08,460098.0,Runners
347,2020-09-09,460098.0,Runners
348,2020-09-10,460098.0,Runners
349,2020-09-11,460098.0,Runners
350,2020-09-12,460098.0,Runners
351,2020-09-13,460098.0,Runners
352,2020-09-14,460098.0,Runners
353,2020-09-15,460098.0,Runners
354,2020-09-16,460098.0,Runners
355,2020-09-17,460098.0,Runners
356,2020-09-18,460098.0,Runners
357,2020-09-19,460098.0,Runners
358,2020-09-20,460098.0,Runners
359,2020-09-21,460098.0,Runners
360,2020-09-22,460098.0,Runners
361,2020-09-23,460098.0,Runners
362,2020-09-24,460098.0,Runners
363,2020-09-25,460098.0,Runners
364,2020-09-26,460098.0,Runners
365,2020-09-27,363847.0,Runners
366,2020-09-28,363847.0,Runners
367,2020-09-29,363847.0,Runners
368,2020-09-30,363847.0,Runners
369,2020-10-01,363847.0,Runners
370,2020-10-02,220649.0,Runners
371,2020-10-03,220649.0,Runners
372,2020-10-04,220649.0,Runners
373,2020-10-05,220649.0,Runners
374,2020-10-06,220649.0,Runners
375,2020-10-07,220649.0,Runners
376,2020-10-08,220649.0,Runners
377,2020-10-09,353636.0,Runners
378,2020-10-10,353636.0,Runners
379,2020-10-11,353636.0,Runners
380,2020-10-12,353636.0,Runners
381,2020-10-13,353636.0,Runners
382,2020-10-14,204347.0,Runners
383,2020-10-15,204347.0,Runners
384,2020-10-16,267057.0,Runners
385,2020-10-17,267057.0,Runners
386,2020-10-18,365797.0,Runners
387,2020-10-19,365797.0,Runners
388,2020-10-20,365797.0,Runners
389,2020-10-21,365797.0,Runners
390,2020-10-22,365797.0,Runners
391,2020-10-23,365797.0,Runners
392,2020-10-24,242793.0,Runners
393,2020-10-25,181823.0,Runners
394,2020-10-26,174916.0,Runners
395,2020-10-27,195496.0,Runners
396,2020-10-28,195496.0,Runners
397,2020-10-29,195496.0,Runners
398,2020-10-30,141900.0,Runners
399,2020-10-31,162318.0,Runners
400,2020-11-01,159360.0,Runners
401,2020-11-02,211128.0,Runners
402,2020-11-03,211128.0,Runners
403,2020-11-04,218530.0,Runners
404,2020-11-05,339815.0,Runners
405,2020-11-06,472847.0,Runners
406,2020-11-07,567038.0,Runners
407,2020-11-08,281992.0,Runners
408,2020-11-09,378039.0,Runners
409,2020-11-10,467372.0,Runners
410,2020-11-11,467372.0,Runners
411,2020-11-12,385444.0,Runners
412,2020-11-13,491757.0,Runners
413,2020-11-14,524457.0,Runners
414,2020-11-15,186584.0,Runners
415,2020-11-16,258320.0,Runners
416,2020-11-17,283433.0,Runners
417,2020-11-18,203594.0,Runners
418,2020-11-19,331792.0,Runners
419,2020-11-20,331792.0,Runners
420,2020-11-21,317274.0,Runners
421,2020-11-22,317274.0,Runners
422,2020-11-23,281343.0,Runners
423,2020-11-24,294624.0,Runners
424,2020-11-25,294624.0,Runners
425,2020-11-26,294624.0,Runners
426,2020-11-27,545858.0,Runners
427,2020-11-28,545858.0,Runners
428,2020-11-29,545858.0,Runners
429,2020-11-30,545858.0,Runners
430,2020-12-01,545858.0,Runners
431,2020-12-02,545858.0,Runners
432,2020-12-03,545858.0,Runners
433,2020-12-04,545858.0,Runners
434,2020-12-05,545858.0,Runners
435,2020-12-06,545858.0,Runners
436,2020-12-07,545858.0,Runners
437,2020-12-08,143751.0,Runners
438,2020-12-09,256943.0,Runners
439,2020-12-10,256943.0,Runners
440,2020-12-11,168230.0,Runners
441,2020-12-12,164570.0,Runners
442,2020-12-13,120335.0,Runners
443,2020-12-14,129115.0,Runners
444,2020-12-15,149887.0,Runners
445,2020-12-16,135138.0,Runners
446,2020-12-17,114944.0,Runners
447,2020-12-18,114944.0,Runners
448,2020-12-19,133609.0,Runners
449,2020-12-20,133609.0,Runners
450,2020-12-21,138513.0,Runners
451,2020-12-22,129855.0,Runners
452,2020-12-23,152459.0,Runners
453,2020-12-24,152459.0,Runners
454,2020-12-25,116766.0,Runners
455,2020-12-26,91083.0,Runners
456,2020-12-27,117998.0,Runners
457,2020-12-28,84535.0,Runners
458,2020-12-29,77608.0,Runners
459,2020-12-30,84811.0,Runners
460,2020-12-31,66042.0,Runners
461,2021-01-01,66042.0,Runners
462,2021-01-02,73284.0,Runners
463,2021-01-03,73284.0,Runners
464,2021-01-04,93870.0,Runners
465,2021-01-05,85764.0,Runners
466,2021-01-06,85759.0,Runners
467,2021-01-07,97720.0,Runners
468,2021-01-08,109418.0,Runners
469,2021-01-09,144782.0,Runners
470,2021-01-10,144782.0,Runners
471,2021-01-11,144782.0,Runners
472,2021-01-12,144782.0,Runners
473,2021-01-13,78184.0,Runners
474,2021-01-14,103514.0,Runners
475,2021-01-15,86261.0,Runners
476,2021-01-16,110704.0,Runners
477,2021-01-17,71084.0,Runners
478,2021-01-18,65206.0,Runners
479,2021-01-19,67723.0,Runners
480,2021-01-20,67723.0,Runners
481,2021-01-21,58331.0,Runners
482,2021-01-22,58772.0,Runners
483,2021-01-23,58772.0,Runners
484,2021-01-24,53558.0,Runners
485,2021-01-25,89334.0,Runners
486,2021-01-26,89334.0,Runners
487,2021-01-27,65622.0,Runners
488,2021-01-28,65622.0,Runners
489,2021-01-29,65622.0,Runners
490,2021-01-30,65622.0,Runners
491,2021-01-31,79294.0,Runners
492,2021-02-01,80832.0,Runners
493,2021-02-02,97126.0,Runners
494,2021-02-03,97126.0,Runners
495,2021-02-04,73756.0,Runners
496,2021-02-05,72377.0,Runners
497,2021-02-06,66649.0,Runners
498,2021-02-07,66649.0,Runners
499,2021-02-08,66649.0,Runners
500,2021-02-09,66649.0,Runners
501,2021-02-10,66649.0,Runners
502,2021-02-11,66649.0,Runners
503,2021-02-12,44207.0,Runners
504,2021-02-13,44207.0,Runners
505,2021-02-14,44207.0,Runners
506,2021-02-15,44207.0,Runners
507,2021-02-16,32394.0,Runners
508,2021-02-17,32394.0,Runners
509,2021-02-18,36446.0,Runners
510,2021-02-19,36446.0,Runners
511,2021-02-20,36446.0,Runners
512,2021-02-21,39778.0,Runners
513,2021-02-22,39134.0,Runners
514,2021-02-23,39134.0,Runners
515,2021-02-24,39134.0,Runners
516,2021-02-25,39134.0,Runners
517,2021-02-26,39134.0,Runners
518,2021-02-27,39134.0,Runners
519,2021-02-28,81996.0,Runners
520,2021-03-01,81996.0,Runners
521,2021-03-02,81996.0,Runners
522,2021-03-03,81996.0,Runners
523,2021-03-04,81996.0,Runners
524,2021-03-05,81996.0,Runners
525,2021-03-06,65868.0,Runners
526,2021-03-07,65868.0,Runners
527,2021-03-08,72549.0,Runners
528,2021-03-09,65282.0,Runners
529,2021-03-10,65282.0,Runners
530,2021-03-11,65282.0,Runners
531,2021-03-12,65282.0,Runners
532,2021-03-13,65282.0,Runners
533,2021-03-14,65282.0,Runners
534,2021-03-15,65282.0,Runners
535,2021-03-16,63467.0,Runners
536,2021-03-17,56214.0,Runners
537,2021-03-18,38332.0,Runners
538,2021-03-19,38332.0,Runners
539,2021-03-20,49454.0,Runners
540,2021-03-21,49454.0,Runners
541,2021-03-22,49454.0,Runners
542,2021-03-23,54696.0,Runners
543,2021-03-24,62918.0,Runners
544,2021-03-25,62918.0,Runners
545,2021-03-26,62918.0,Runners
546,2021-03-27,62918.0,Runners
547,2021-03-28,53300.0,Runners
548,2021-03-29,53300.0,Runners
549,2021-03-30,53300.0,Runners
550,2021-03-31,61231.0,Runners
551,2021-04-01,55894.0,Runners
552,2021-04-02,50179.0,Runners
553,2021-04-03,59995.0,Runners
554,2021-04-04,59995.0,Runners
555,2021-04-05,59995.0,Runners
556,2021-04-06,59995.0,Runners
557,2021-04-07,95308.0,Runners
558,2021-04-08,95308.0,Runners
559,2021-04-09,896332.0,Runners
560,2021-04-10,351823.0,Runners
561,2021-04-11,259845.0,Runners
562,2021-04-12,148070.0,Runners
563,2021-04-13,263749.0,Runners
564,2021-04-14,401647.0,Runners
565,2021-04-15,574564.0,Runners
566,2021-04-16,668482.0,Runners
567,2021-04-17,482910.0,Runners
568,2021-04-18,482825.0,Runners
569,2021-04-19,248186.0,Runners
570,2021-04-20,281003.0,Runners
571,2021-04-21,371538.0,Runners
572,2021-04-22,371538.0,Runners
573,2021-04-23,371538.0,Runners
574,2021-04-24,371538.0,Runners
575,2021-04-25,371538.0,Runners
576,2021-04-26,371538.0,Runners
577,2021-04-27,371538.0,Runners
578,2021-04-28,371538.0,Runners
579,2021-04-29,371538.0,Runners
580,2021-04-30,284244.0,Runners
581,2021-05-01,284244.0,Runners
582,2021-05-02,284244.0,Runners
583,2021-05-03,91774.0,Runners
584,2021-05-04,91774.0,Runners
585,2021-05-05,91774.0,Runners
586,2021-05-06,108511.0,Runners
587,2021-05-07,108511.0,Runners
588,2021-05-08,108511.0,Runners
589,2021-05-09,108511.0,Runners
590,2021-05-10,108511.0,Runners
591,2021-05-11,114067.0,Runners
592,2021-05-12,114067.0,Runners
593,2021-05-13,114067.0,Runners
594,2021-05-14,114067.0,Runners
595,2021-05-15,114067.0,Runners
596,2021-05-16,200368.0,Runners
597,2021-05-17,200368.0,Runners
598,2021-05-18,200368.0,Runners
599,2021-05-19,200368.0,Runners
600,2021-05-20,200368.0,Runners
601,2021-05-21,200368.0,Runners
602,2021-05-22,139448.0,Runners
603,2021-05-23,126507.0,Runners
604,2021-05-24,220760.0,Runners
605,2021-05-25,155340.0,Runners
606,2021-05-26,155340.0,Runners
607,2021-05-27,155340.0,Runners
608,2021-05-28,155340.0,Runners
609,2021-05-29,155340.0,Runners
610,2021-05-30,155340.0,Runners
611,2021-05-31,190345.0,Runners
612,2021-06-01,190345.0,Runners
613,2021-06-02,70007.0,Runners
614,2021-06-03,59398.0,Runners
615,2021-06-04,80952.0,Runners
616,2021-06-05,80952.0,Runners
617,2021-06-06,80952.0,Runners
618,2021-06-07,80952.0,Runners
619,2021-06-08,80952.0,Runners
620,2021-06-09,78029.0,Runners
621,2021-06-10,78029.0,Runners
622,2021-06-11,58234.0,Runners
623,2021-06-12,59244.0,Runners
624,2021-06-13,59244.0,Runners
625,2021-06-14,59244.0,Runners
626,2021-06-15,50705.0,Runners
627,2021-06-16,56059.0,Runners
628,2021-06-17,62261.0,Runners
629,2021-06-18,56292.0,Runners
630,2021-06-19,76388.0,Runners
631,2021-06-20,76388.0,Runners
632,2021-06-21,76388.0,Runners
633,2021-06-22,76388.0,Runners
634,2021-06-23,76388.0,Runners
635,2021-06-24,76388.0,Runners
636,2021-06-25,47519.0,Runners
637,2021-06-26,67819.0,Runners
638,2021-06-27,75994.0,Runners
639,2021-06-28,48415.0,Runners
640,2021-06-29,62376.0,Runners
641,2021-06-30,57820.0,Runners
642,2021-07-01,35623.0,Runners
643,2021-07-02,39679.0,Runners
644,2021-07-03,461615.0,Runners
645,2021-07-04,690861.0,Runners
646,2021-07-05,800446.0,Runners
647,2021-07-06,383448.0,Runners
648,2021-07-07,383448.0,Runners
649,2021-07-08,383448.0,Runners
650,2021-07-09,750626.0,Runners
