,date,value,name_B084WWCX92
37,2020-04-10,265284.0,Wall & Tabletop Frames
38,2020-04-11,265284.0,Wall & Tabletop Frames
39,2020-04-12,265284.0,Wall & Tabletop Frames
40,2020-04-13,265284.0,Wall & Tabletop Frames
41,2020-04-14,285895.0,Wall & Tabletop Frames
42,2020-04-15,285895.0,Wall & Tabletop Frames
43,2020-04-16,285895.0,Wall & Tabletop Frames
44,2020-04-17,285895.0,Wall & Tabletop Frames
45,2020-04-18,285895.0,Wall & Tabletop Frames
46,2020-04-19,285895.0,Wall & Tabletop Frames
47,2020-04-20,285895.0,Wall & Tabletop Frames
48,2020-04-21,285895.0,Wall & Tabletop Frames
49,2020-04-22,285895.0,Wall & Tabletop Frames
50,2020-04-23,285895.0,Wall & Tabletop Frames
51,2020-04-24,285895.0,Wall & Tabletop Frames
52,2020-04-25,285895.0,Wall & Tabletop Frames
53,2020-04-26,285895.0,Wall & Tabletop Frames
54,2020-04-27,285895.0,Wall & Tabletop Frames
55,2020-04-28,285895.0,Wall & Tabletop Frames
56,2020-04-29,114891.0,Wall & Tabletop Frames
57,2020-04-30,114891.0,Wall & Tabletop Frames
58,2020-05-01,114891.0,Wall & Tabletop Frames
59,2020-05-02,114891.0,Wall & Tabletop Frames
60,2020-05-03,114891.0,Wall & Tabletop Frames
61,2020-05-04,114891.0,Wall & Tabletop Frames
62,2020-05-05,114891.0,Wall & Tabletop Frames
63,2020-05-06,114891.0,Wall & Tabletop Frames
64,2020-05-07,114891.0,Wall & Tabletop Frames
65,2020-05-08,114891.0,Wall & Tabletop Frames
66,2020-05-09,114891.0,Wall & Tabletop Frames
67,2020-05-10,114891.0,Wall & Tabletop Frames
68,2020-05-11,114891.0,Wall & Tabletop Frames
69,2020-05-12,114891.0,Wall & Tabletop Frames
70,2020-05-13,114891.0,Wall & Tabletop Frames
71,2020-05-14,114891.0,Wall & Tabletop Frames
72,2020-05-15,114891.0,Wall & Tabletop Frames
73,2020-05-16,114891.0,Wall & Tabletop Frames
74,2020-05-17,114891.0,Wall & Tabletop Frames
75,2020-05-18,128051.0,Wall & Tabletop Frames
76,2020-05-19,128051.0,Wall & Tabletop Frames
77,2020-05-20,128051.0,Wall & Tabletop Frames
78,2020-05-21,128051.0,Wall & Tabletop Frames
79,2020-05-22,128051.0,Wall & Tabletop Frames
80,2020-05-23,128051.0,Wall & Tabletop Frames
81,2020-05-24,128051.0,Wall & Tabletop Frames
82,2020-05-25,128051.0,Wall & Tabletop Frames
83,2020-05-26,128051.0,Wall & Tabletop Frames
84,2020-05-27,128051.0,Wall & Tabletop Frames
85,2020-05-28,128051.0,Wall & Tabletop Frames
86,2020-05-29,128051.0,Wall & Tabletop Frames
87,2020-05-30,128051.0,Wall & Tabletop Frames
88,2020-05-31,128051.0,Wall & Tabletop Frames
89,2020-06-01,128051.0,Wall & Tabletop Frames
90,2020-06-02,128051.0,Wall & Tabletop Frames
91,2020-06-03,128051.0,Wall & Tabletop Frames
92,2020-06-04,128051.0,Wall & Tabletop Frames
93,2020-06-05,128051.0,Wall & Tabletop Frames
94,2020-06-06,128051.0,Wall & Tabletop Frames
95,2020-06-07,128051.0,Wall & Tabletop Frames
96,2020-06-08,128051.0,Wall & Tabletop Frames
97,2020-06-09,128051.0,Wall & Tabletop Frames
98,2020-06-10,128051.0,Wall & Tabletop Frames
99,2020-06-11,128051.0,Wall & Tabletop Frames
100,2020-06-12,128051.0,Wall & Tabletop Frames
101,2020-06-13,128051.0,Wall & Tabletop Frames
102,2020-06-14,128051.0,Wall & Tabletop Frames
103,2020-06-15,128051.0,Wall & Tabletop Frames
104,2020-06-16,128051.0,Wall & Tabletop Frames
105,2020-06-17,128051.0,Wall & Tabletop Frames
106,2020-06-18,51604.0,Wall & Tabletop Frames
107,2020-06-19,51604.0,Wall & Tabletop Frames
108,2020-06-20,51604.0,Wall & Tabletop Frames
109,2020-06-21,51604.0,Wall & Tabletop Frames
110,2020-06-22,51604.0,Wall & Tabletop Frames
111,2020-06-23,137226.0,Wall & Tabletop Frames
112,2020-06-24,137226.0,Wall & Tabletop Frames
113,2020-06-25,137226.0,Wall & Tabletop Frames
114,2020-06-26,137226.0,Wall & Tabletop Frames
115,2020-06-27,137226.0,Wall & Tabletop Frames
116,2020-06-28,137226.0,Wall & Tabletop Frames
117,2020-06-29,137226.0,Wall & Tabletop Frames
118,2020-06-30,137226.0,Wall & Tabletop Frames
119,2020-07-01,109961.0,Wall & Tabletop Frames
120,2020-07-02,109961.0,Wall & Tabletop Frames
121,2020-07-03,109961.0,Wall & Tabletop Frames
122,2020-07-04,109961.0,Wall & Tabletop Frames
123,2020-07-05,109961.0,Wall & Tabletop Frames
124,2020-07-06,109961.0,Wall & Tabletop Frames
125,2020-07-07,109961.0,Wall & Tabletop Frames
126,2020-07-08,109961.0,Wall & Tabletop Frames
127,2020-07-09,109961.0,Wall & Tabletop Frames
128,2020-07-10,109961.0,Wall & Tabletop Frames
129,2020-07-11,109961.0,Wall & Tabletop Frames
130,2020-07-12,109961.0,Wall & Tabletop Frames
131,2020-07-13,109961.0,Wall & Tabletop Frames
132,2020-07-14,109961.0,Wall & Tabletop Frames
133,2020-07-15,109961.0,Wall & Tabletop Frames
134,2020-07-16,109961.0,Wall & Tabletop Frames
135,2020-07-17,109961.0,Wall & Tabletop Frames
136,2020-07-18,109961.0,Wall & Tabletop Frames
137,2020-07-19,109961.0,Wall & Tabletop Frames
138,2020-07-20,87510.0,Wall & Tabletop Frames
139,2020-07-21,88303.0,Wall & Tabletop Frames
140,2020-07-22,88303.0,Wall & Tabletop Frames
141,2020-07-23,88303.0,Wall & Tabletop Frames
142,2020-07-24,88303.0,Wall & Tabletop Frames
143,2020-07-25,88303.0,Wall & Tabletop Frames
144,2020-07-26,88303.0,Wall & Tabletop Frames
145,2020-07-27,88303.0,Wall & Tabletop Frames
146,2020-07-28,88303.0,Wall & Tabletop Frames
147,2020-07-29,78234.0,Wall & Tabletop Frames
148,2020-07-30,78234.0,Wall & Tabletop Frames
149,2020-07-31,78234.0,Wall & Tabletop Frames
150,2020-08-01,107993.0,Wall & Tabletop Frames
151,2020-08-02,107993.0,Wall & Tabletop Frames
152,2020-08-03,107993.0,Wall & Tabletop Frames
153,2020-08-04,107993.0,Wall & Tabletop Frames
154,2020-08-05,107993.0,Wall & Tabletop Frames
155,2020-08-06,84645.0,Wall & Tabletop Frames
156,2020-08-07,84645.0,Wall & Tabletop Frames
157,2020-08-08,84645.0,Wall & Tabletop Frames
158,2020-08-09,84645.0,Wall & Tabletop Frames
159,2020-08-10,84645.0,Wall & Tabletop Frames
160,2020-08-11,84645.0,Wall & Tabletop Frames
161,2020-08-12,84645.0,Wall & Tabletop Frames
162,2020-08-13,84645.0,Wall & Tabletop Frames
163,2020-08-14,84645.0,Wall & Tabletop Frames
164,2020-08-15,84645.0,Wall & Tabletop Frames
165,2020-08-16,84645.0,Wall & Tabletop Frames
166,2020-08-17,144750.0,Wall & Tabletop Frames
167,2020-08-18,144750.0,Wall & Tabletop Frames
168,2020-08-19,144750.0,Wall & Tabletop Frames
169,2020-08-20,144750.0,Wall & Tabletop Frames
170,2020-08-21,144750.0,Wall & Tabletop Frames
171,2020-08-22,119545.0,Wall & Tabletop Frames
172,2020-08-23,119545.0,Wall & Tabletop Frames
173,2020-08-24,119545.0,Wall & Tabletop Frames
174,2020-08-25,117538.0,Wall & Tabletop Frames
175,2020-08-26,117538.0,Wall & Tabletop Frames
176,2020-08-27,117538.0,Wall & Tabletop Frames
177,2020-08-28,117538.0,Wall & Tabletop Frames
178,2020-08-29,117538.0,Wall & Tabletop Frames
179,2020-08-30,117538.0,Wall & Tabletop Frames
180,2020-08-31,90711.0,Wall & Tabletop Frames
181,2020-09-01,90711.0,Wall & Tabletop Frames
182,2020-09-02,90711.0,Wall & Tabletop Frames
183,2020-09-03,90711.0,Wall & Tabletop Frames
184,2020-09-04,90711.0,Wall & Tabletop Frames
185,2020-09-05,90711.0,Wall & Tabletop Frames
186,2020-09-06,90711.0,Wall & Tabletop Frames
187,2020-09-07,90711.0,Wall & Tabletop Frames
188,2020-09-08,111654.0,Wall & Tabletop Frames
189,2020-09-09,111654.0,Wall & Tabletop Frames
190,2020-09-10,111654.0,Wall & Tabletop Frames
191,2020-09-11,111654.0,Wall & Tabletop Frames
192,2020-09-12,111654.0,Wall & Tabletop Frames
193,2020-09-13,111654.0,Wall & Tabletop Frames
194,2020-09-14,144193.0,Wall & Tabletop Frames
195,2020-09-15,144193.0,Wall & Tabletop Frames
196,2020-09-16,144193.0,Wall & Tabletop Frames
197,2020-09-17,144193.0,Wall & Tabletop Frames
198,2020-09-18,144193.0,Wall & Tabletop Frames
199,2020-09-19,144193.0,Wall & Tabletop Frames
200,2020-09-20,144193.0,Wall & Tabletop Frames
201,2020-09-21,96083.0,Wall & Tabletop Frames
202,2020-09-22,96083.0,Wall & Tabletop Frames
203,2020-09-23,96083.0,Wall & Tabletop Frames
204,2020-09-24,79524.0,Wall & Tabletop Frames
205,2020-09-25,79524.0,Wall & Tabletop Frames
206,2020-09-26,79524.0,Wall & Tabletop Frames
207,2020-09-27,79524.0,Wall & Tabletop Frames
208,2020-09-28,79524.0,Wall & Tabletop Frames
209,2020-09-29,79524.0,Wall & Tabletop Frames
210,2020-09-30,79524.0,Wall & Tabletop Frames
211,2020-10-01,79524.0,Wall & Tabletop Frames
212,2020-10-02,79524.0,Wall & Tabletop Frames
213,2020-10-03,79524.0,Wall & Tabletop Frames
214,2020-10-04,79524.0,Wall & Tabletop Frames
215,2020-10-05,79524.0,Wall & Tabletop Frames
216,2020-10-06,79524.0,Wall & Tabletop Frames
217,2020-10-07,79524.0,Wall & Tabletop Frames
218,2020-10-08,79524.0,Wall & Tabletop Frames
219,2020-10-09,94275.0,Wall & Tabletop Frames
220,2020-10-10,94275.0,Wall & Tabletop Frames
221,2020-10-11,94275.0,Wall & Tabletop Frames
222,2020-10-12,94275.0,Wall & Tabletop Frames
223,2020-10-13,94275.0,Wall & Tabletop Frames
224,2020-10-14,94275.0,Wall & Tabletop Frames
225,2020-10-15,94275.0,Wall & Tabletop Frames
226,2020-10-16,94275.0,Wall & Tabletop Frames
227,2020-10-17,94275.0,Wall & Tabletop Frames
228,2020-10-18,56400.0,Wall & Tabletop Frames
229,2020-10-19,56400.0,Wall & Tabletop Frames
230,2020-10-20,56400.0,Wall & Tabletop Frames
231,2020-10-21,83895.0,Wall & Tabletop Frames
232,2020-10-22,83895.0,Wall & Tabletop Frames
233,2020-10-23,83895.0,Wall & Tabletop Frames
234,2020-10-24,75366.0,Wall & Tabletop Frames
235,2020-10-25,57364.0,Wall & Tabletop Frames
236,2020-10-26,57364.0,Wall & Tabletop Frames
237,2020-10-27,57364.0,Wall & Tabletop Frames
238,2020-10-28,57364.0,Wall & Tabletop Frames
239,2020-10-29,57364.0,Wall & Tabletop Frames
240,2020-10-30,57364.0,Wall & Tabletop Frames
241,2020-10-31,57364.0,Wall & Tabletop Frames
242,2020-11-01,57364.0,Wall & Tabletop Frames
243,2020-11-02,57364.0,Wall & Tabletop Frames
244,2020-11-03,57364.0,Wall & Tabletop Frames
245,2020-11-04,115431.0,Wall & Tabletop Frames
246,2020-11-05,75395.0,Wall & Tabletop Frames
247,2020-11-06,75395.0,Wall & Tabletop Frames
248,2020-11-07,75395.0,Wall & Tabletop Frames
249,2020-11-08,75395.0,Wall & Tabletop Frames
250,2020-11-09,75395.0,Wall & Tabletop Frames
251,2020-11-10,67199.0,Wall & Tabletop Frames
252,2020-11-11,67199.0,Wall & Tabletop Frames
253,2020-11-12,59987.0,Wall & Tabletop Frames
254,2020-11-13,59987.0,Wall & Tabletop Frames
255,2020-11-14,59987.0,Wall & Tabletop Frames
256,2020-11-15,59987.0,Wall & Tabletop Frames
257,2020-11-16,59987.0,Wall & Tabletop Frames
258,2020-11-17,64624.0,Wall & Tabletop Frames
259,2020-11-18,64624.0,Wall & Tabletop Frames
260,2020-11-19,64624.0,Wall & Tabletop Frames
261,2020-11-20,64624.0,Wall & Tabletop Frames
262,2020-11-21,64624.0,Wall & Tabletop Frames
263,2020-11-22,64624.0,Wall & Tabletop Frames
264,2020-11-23,64624.0,Wall & Tabletop Frames
265,2020-11-24,64624.0,Wall & Tabletop Frames
266,2020-11-25,64624.0,Wall & Tabletop Frames
267,2020-11-26,64624.0,Wall & Tabletop Frames
268,2020-11-27,48144.0,Wall & Tabletop Frames
269,2020-11-28,48144.0,Wall & Tabletop Frames
270,2020-11-29,48144.0,Wall & Tabletop Frames
271,2020-11-30,48144.0,Wall & Tabletop Frames
272,2020-12-01,48144.0,Wall & Tabletop Frames
273,2020-12-02,40925.0,Wall & Tabletop Frames
274,2020-12-03,40925.0,Wall & Tabletop Frames
275,2020-12-04,40925.0,Wall & Tabletop Frames
276,2020-12-05,40925.0,Wall & Tabletop Frames
277,2020-12-06,40925.0,Wall & Tabletop Frames
278,2020-12-07,38873.0,Wall & Tabletop Frames
279,2020-12-08,38873.0,Wall & Tabletop Frames
280,2020-12-09,38873.0,Wall & Tabletop Frames
281,2020-12-10,38873.0,Wall & Tabletop Frames
282,2020-12-11,38873.0,Wall & Tabletop Frames
283,2020-12-12,79784.0,Wall & Tabletop Frames
284,2020-12-13,79784.0,Wall & Tabletop Frames
285,2020-12-14,79784.0,Wall & Tabletop Frames
286,2020-12-15,79784.0,Wall & Tabletop Frames
287,2020-12-16,54426.0,Wall & Tabletop Frames
288,2020-12-17,54426.0,Wall & Tabletop Frames
289,2020-12-18,54426.0,Wall & Tabletop Frames
290,2020-12-19,133317.0,Wall & Tabletop Frames
291,2020-12-20,180440.0,Wall & Tabletop Frames
292,2020-12-21,180440.0,Wall & Tabletop Frames
293,2020-12-22,180440.0,Wall & Tabletop Frames
294,2020-12-23,180440.0,Wall & Tabletop Frames
295,2020-12-24,188486.0,Wall & Tabletop Frames
296,2020-12-25,188486.0,Wall & Tabletop Frames
297,2020-12-26,188486.0,Wall & Tabletop Frames
298,2020-12-27,188486.0,Wall & Tabletop Frames
299,2020-12-28,188486.0,Wall & Tabletop Frames
300,2020-12-29,188486.0,Wall & Tabletop Frames
301,2020-12-30,188486.0,Wall & Tabletop Frames
302,2020-12-31,188486.0,Wall & Tabletop Frames
303,2021-01-01,122114.0,Wall & Tabletop Frames
304,2021-01-02,122114.0,Wall & Tabletop Frames
305,2021-01-03,122114.0,Wall & Tabletop Frames
306,2021-01-04,122114.0,Wall & Tabletop Frames
307,2021-01-05,122114.0,Wall & Tabletop Frames
308,2021-01-06,122114.0,Wall & Tabletop Frames
309,2021-01-07,52765.0,Wall & Tabletop Frames
310,2021-01-08,52765.0,Wall & Tabletop Frames
311,2021-01-09,52765.0,Wall & Tabletop Frames
312,2021-01-10,52765.0,Wall & Tabletop Frames
313,2021-01-11,52765.0,Wall & Tabletop Frames
314,2021-01-12,52765.0,Wall & Tabletop Frames
315,2021-01-13,76774.0,Wall & Tabletop Frames
316,2021-01-14,76774.0,Wall & Tabletop Frames
317,2021-01-15,76774.0,Wall & Tabletop Frames
318,2021-01-16,76774.0,Wall & Tabletop Frames
319,2021-01-17,76774.0,Wall & Tabletop Frames
320,2021-01-18,76774.0,Wall & Tabletop Frames
321,2021-01-19,76774.0,Wall & Tabletop Frames
322,2021-01-20,76774.0,Wall & Tabletop Frames
323,2021-01-21,76774.0,Wall & Tabletop Frames
324,2021-01-22,51493.0,Wall & Tabletop Frames
325,2021-01-23,51493.0,Wall & Tabletop Frames
326,2021-01-24,51493.0,Wall & Tabletop Frames
327,2021-01-25,89089.0,Wall & Tabletop Frames
328,2021-01-26,92197.0,Wall & Tabletop Frames
329,2021-01-27,92197.0,Wall & Tabletop Frames
330,2021-01-28,92197.0,Wall & Tabletop Frames
331,2021-01-29,92197.0,Wall & Tabletop Frames
332,2021-01-30,92197.0,Wall & Tabletop Frames
333,2021-01-31,92197.0,Wall & Tabletop Frames
334,2021-02-01,92197.0,Wall & Tabletop Frames
335,2021-02-02,82435.0,Wall & Tabletop Frames
336,2021-02-03,73965.0,Wall & Tabletop Frames
337,2021-02-04,73965.0,Wall & Tabletop Frames
338,2021-02-05,73965.0,Wall & Tabletop Frames
339,2021-02-06,73965.0,Wall & Tabletop Frames
340,2021-02-07,73965.0,Wall & Tabletop Frames
341,2021-02-08,73965.0,Wall & Tabletop Frames
342,2021-02-09,73965.0,Wall & Tabletop Frames
343,2021-02-10,79925.0,Wall & Tabletop Frames
344,2021-02-11,79925.0,Wall & Tabletop Frames
345,2021-02-12,79925.0,Wall & Tabletop Frames
346,2021-02-13,79925.0,Wall & Tabletop Frames
347,2021-02-14,79925.0,Wall & Tabletop Frames
348,2021-02-15,79925.0,Wall & Tabletop Frames
349,2021-02-16,79925.0,Wall & Tabletop Frames
350,2021-02-17,79925.0,Wall & Tabletop Frames
351,2021-02-18,79925.0,Wall & Tabletop Frames
352,2021-02-19,79925.0,Wall & Tabletop Frames
353,2021-02-20,79925.0,Wall & Tabletop Frames
354,2021-02-21,79925.0,Wall & Tabletop Frames
355,2021-02-22,79925.0,Wall & Tabletop Frames
356,2021-02-23,79925.0,Wall & Tabletop Frames
357,2021-02-24,79925.0,Wall & Tabletop Frames
358,2021-02-25,79925.0,Wall & Tabletop Frames
359,2021-02-26,79925.0,Wall & Tabletop Frames
360,2021-02-27,79925.0,Wall & Tabletop Frames
361,2021-02-28,79925.0,Wall & Tabletop Frames
362,2021-03-01,79925.0,Wall & Tabletop Frames
363,2021-03-02,79925.0,Wall & Tabletop Frames
364,2021-03-03,79925.0,Wall & Tabletop Frames
365,2021-03-04,133573.0,Wall & Tabletop Frames
366,2021-03-05,133573.0,Wall & Tabletop Frames
367,2021-03-06,133573.0,Wall & Tabletop Frames
368,2021-03-07,133573.0,Wall & Tabletop Frames
369,2021-03-08,133573.0,Wall & Tabletop Frames
370,2021-03-09,133573.0,Wall & Tabletop Frames
371,2021-03-10,133573.0,Wall & Tabletop Frames
372,2021-03-11,64088.0,Wall & Tabletop Frames
373,2021-03-12,64088.0,Wall & Tabletop Frames
374,2021-03-13,64088.0,Wall & Tabletop Frames
375,2021-03-14,64088.0,Wall & Tabletop Frames
376,2021-03-15,64088.0,Wall & Tabletop Frames
377,2021-03-16,64088.0,Wall & Tabletop Frames
378,2021-03-17,64088.0,Wall & Tabletop Frames
379,2021-03-18,152513.0,Wall & Tabletop Frames
380,2021-03-19,152513.0,Wall & Tabletop Frames
381,2021-03-20,152513.0,Wall & Tabletop Frames
382,2021-03-21,152513.0,Wall & Tabletop Frames
383,2021-03-22,152513.0,Wall & Tabletop Frames
384,2021-03-23,152513.0,Wall & Tabletop Frames
385,2021-03-24,152513.0,Wall & Tabletop Frames
386,2021-03-25,231873.0,Wall & Tabletop Frames
387,2021-03-26,231873.0,Wall & Tabletop Frames
388,2021-03-27,231873.0,Wall & Tabletop Frames
389,2021-03-28,231873.0,Wall & Tabletop Frames
390,2021-03-29,231873.0,Wall & Tabletop Frames
391,2021-03-30,231873.0,Wall & Tabletop Frames
392,2021-03-31,231873.0,Wall & Tabletop Frames
393,2021-04-01,231873.0,Wall & Tabletop Frames
394,2021-04-02,231873.0,Wall & Tabletop Frames
395,2021-04-03,231873.0,Wall & Tabletop Frames
396,2021-04-04,147876.0,Wall & Tabletop Frames
397,2021-04-05,147876.0,Wall & Tabletop Frames
398,2021-04-06,147876.0,Wall & Tabletop Frames
399,2021-04-07,147876.0,Wall & Tabletop Frames
400,2021-04-08,147876.0,Wall & Tabletop Frames
401,2021-04-09,147876.0,Wall & Tabletop Frames
402,2021-04-10,147876.0,Wall & Tabletop Frames
403,2021-04-11,147876.0,Wall & Tabletop Frames
404,2021-04-12,147876.0,Wall & Tabletop Frames
405,2021-04-13,147876.0,Wall & Tabletop Frames
406,2021-04-14,147876.0,Wall & Tabletop Frames
407,2021-04-15,88921.0,Wall & Tabletop Frames
408,2021-04-16,88921.0,Wall & Tabletop Frames
409,2021-04-17,88921.0,Wall & Tabletop Frames
410,2021-04-18,88921.0,Wall & Tabletop Frames
411,2021-04-19,88921.0,Wall & Tabletop Frames
412,2021-04-20,88921.0,Wall & Tabletop Frames
413,2021-04-21,88921.0,Wall & Tabletop Frames
414,2021-04-22,88921.0,Wall & Tabletop Frames
415,2021-04-23,84316.0,Wall & Tabletop Frames
416,2021-04-24,84316.0,Wall & Tabletop Frames
417,2021-04-25,72191.0,Wall & Tabletop Frames
418,2021-04-26,72191.0,Wall & Tabletop Frames
419,2021-04-27,72191.0,Wall & Tabletop Frames
420,2021-04-28,72191.0,Wall & Tabletop Frames
421,2021-04-29,72191.0,Wall & Tabletop Frames
422,2021-04-30,45962.0,Wall & Tabletop Frames
423,2021-05-01,45962.0,Wall & Tabletop Frames
424,2021-05-02,50630.0,Wall & Tabletop Frames
425,2021-05-03,50630.0,Wall & Tabletop Frames
426,2021-05-04,44899.0,Wall & Tabletop Frames
427,2021-05-05,44899.0,Wall & Tabletop Frames
428,2021-05-06,44899.0,Wall & Tabletop Frames
429,2021-05-07,44899.0,Wall & Tabletop Frames
430,2021-05-08,44899.0,Wall & Tabletop Frames
431,2021-05-09,44899.0,Wall & Tabletop Frames
432,2021-05-10,44899.0,Wall & Tabletop Frames
433,2021-05-11,44899.0,Wall & Tabletop Frames
434,2021-05-12,44899.0,Wall & Tabletop Frames
435,2021-05-13,44899.0,Wall & Tabletop Frames
436,2021-05-14,44899.0,Wall & Tabletop Frames
437,2021-05-15,64770.0,Wall & Tabletop Frames
438,2021-05-16,64770.0,Wall & Tabletop Frames
439,2021-05-17,64770.0,Wall & Tabletop Frames
440,2021-05-18,64770.0,Wall & Tabletop Frames
441,2021-05-19,64770.0,Wall & Tabletop Frames
442,2021-05-20,64770.0,Wall & Tabletop Frames
443,2021-05-21,53224.0,Wall & Tabletop Frames
444,2021-05-22,53224.0,Wall & Tabletop Frames
445,2021-05-23,53224.0,Wall & Tabletop Frames
446,2021-05-24,53224.0,Wall & Tabletop Frames
447,2021-05-25,53224.0,Wall & Tabletop Frames
448,2021-05-26,53224.0,Wall & Tabletop Frames
449,2021-05-27,53224.0,Wall & Tabletop Frames
450,2021-05-28,53224.0,Wall & Tabletop Frames
451,2021-05-29,53224.0,Wall & Tabletop Frames
452,2021-05-30,53224.0,Wall & Tabletop Frames
453,2021-05-31,64457.0,Wall & Tabletop Frames
454,2021-06-01,64457.0,Wall & Tabletop Frames
455,2021-06-02,78037.0,Wall & Tabletop Frames
456,2021-06-03,78037.0,Wall & Tabletop Frames
457,2021-06-04,78037.0,Wall & Tabletop Frames
458,2021-06-05,78037.0,Wall & Tabletop Frames
459,2021-06-06,78037.0,Wall & Tabletop Frames
460,2021-06-07,63303.0,Wall & Tabletop Frames
461,2021-06-08,63303.0,Wall & Tabletop Frames
462,2021-06-09,63303.0,Wall & Tabletop Frames
463,2021-06-10,63303.0,Wall & Tabletop Frames
464,2021-06-11,63303.0,Wall & Tabletop Frames
465,2021-06-12,63303.0,Wall & Tabletop Frames
466,2021-06-13,63303.0,Wall & Tabletop Frames
467,2021-06-14,63303.0,Wall & Tabletop Frames
468,2021-06-15,63303.0,Wall & Tabletop Frames
469,2021-06-16,63303.0,Wall & Tabletop Frames
470,2021-06-17,20878.0,Wall & Tabletop Frames
471,2021-06-18,20878.0,Wall & Tabletop Frames
472,2021-06-19,20878.0,Wall & Tabletop Frames
473,2021-06-20,20878.0,Wall & Tabletop Frames
474,2021-06-21,34322.0,Wall & Tabletop Frames
475,2021-06-22,34322.0,Wall & Tabletop Frames
476,2021-06-23,47409.0,Wall & Tabletop Frames
477,2021-06-24,47409.0,Wall & Tabletop Frames
478,2021-06-25,47409.0,Wall & Tabletop Frames
479,2021-06-26,47409.0,Wall & Tabletop Frames
480,2021-06-27,72139.0,Wall & Tabletop Frames
481,2021-06-28,72139.0,Wall & Tabletop Frames
482,2021-06-29,72139.0,Wall & Tabletop Frames
483,2021-06-30,79002.0,Wall & Tabletop Frames
484,2021-07-01,79002.0,Wall & Tabletop Frames
485,2021-07-02,73246.0,Wall & Tabletop Frames
486,2021-07-03,73246.0,Wall & Tabletop Frames
487,2021-07-04,73246.0,Wall & Tabletop Frames
488,2021-07-05,73246.0,Wall & Tabletop Frames
489,2021-07-06,73246.0,Wall & Tabletop Frames
490,2021-07-07,101425.0,Wall & Tabletop Frames
491,2021-07-08,101425.0,Wall & Tabletop Frames
492,2021-07-09,101425.0,Wall & Tabletop Frames
493,2021-07-10,101425.0,Wall & Tabletop Frames
494,2021-07-11,80359.0,Wall & Tabletop Frames
