,date,value,name_B076F4TJ9W
798,2020-09-19,115086.0,Sheet & Pillowcase Sets
799,2020-09-20,110287.0,Sheet & Pillowcase Sets
800,2020-09-21,110287.0,Sheet & Pillowcase Sets
801,2020-09-22,110287.0,Sheet & Pillowcase Sets
802,2020-09-23,110287.0,Sheet & Pillowcase Sets
803,2020-09-24,128335.0,Sheet & Pillowcase Sets
804,2020-09-25,128335.0,Sheet & Pillowcase Sets
805,2020-09-26,128335.0,Sheet & Pillowcase Sets
806,2020-09-27,128335.0,Sheet & Pillowcase Sets
807,2020-09-28,128335.0,Sheet & Pillowcase Sets
808,2020-09-29,128335.0,Sheet & Pillowcase Sets
809,2020-09-30,128335.0,Sheet & Pillowcase Sets
810,2020-10-01,128335.0,Sheet & Pillowcase Sets
811,2020-10-02,128335.0,Sheet & Pillowcase Sets
812,2020-10-03,122047.0,Sheet & Pillowcase Sets
813,2020-10-04,122047.0,Sheet & Pillowcase Sets
814,2020-10-05,122047.0,Sheet & Pillowcase Sets
815,2020-10-06,122047.0,Sheet & Pillowcase Sets
816,2020-10-07,198180.0,Sheet & Pillowcase Sets
817,2020-10-08,198180.0,Sheet & Pillowcase Sets
818,2020-10-09,198180.0,Sheet & Pillowcase Sets
819,2020-10-10,198180.0,Sheet & Pillowcase Sets
820,2020-10-11,198180.0,Sheet & Pillowcase Sets
821,2020-10-12,198180.0,Sheet & Pillowcase Sets
822,2020-10-13,372743.0,Sheet & Pillowcase Sets
823,2020-10-14,372743.0,Sheet & Pillowcase Sets
824,2020-10-15,151615.0,Sheet & Pillowcase Sets
825,2020-10-16,151615.0,Sheet & Pillowcase Sets
826,2020-10-17,151615.0,Sheet & Pillowcase Sets
827,2020-10-18,151615.0,Sheet & Pillowcase Sets
828,2020-10-19,151615.0,Sheet & Pillowcase Sets
829,2020-10-20,151615.0,Sheet & Pillowcase Sets
830,2020-10-21,151615.0,Sheet & Pillowcase Sets
831,2020-10-22,160151.0,Sheet & Pillowcase Sets
832,2020-10-23,160151.0,Sheet & Pillowcase Sets
833,2020-10-24,233722.0,Sheet & Pillowcase Sets
834,2020-10-25,399451.0,Sheet & Pillowcase Sets
835,2020-10-26,399451.0,Sheet & Pillowcase Sets
836,2020-10-27,399451.0,Sheet & Pillowcase Sets
837,2020-10-28,399451.0,Sheet & Pillowcase Sets
838,2020-10-29,399451.0,Sheet & Pillowcase Sets
839,2020-10-30,411018.0,Sheet & Pillowcase Sets
840,2020-10-31,411018.0,Sheet & Pillowcase Sets
841,2020-11-01,411018.0,Sheet & Pillowcase Sets
842,2020-11-02,411018.0,Sheet & Pillowcase Sets
843,2020-11-03,193168.0,Sheet & Pillowcase Sets
844,2020-11-04,193168.0,Sheet & Pillowcase Sets
845,2020-11-05,193168.0,Sheet & Pillowcase Sets
846,2020-11-06,430807.0,Sheet & Pillowcase Sets
847,2020-11-07,430807.0,Sheet & Pillowcase Sets
848,2020-11-08,430807.0,Sheet & Pillowcase Sets
849,2020-11-09,163474.0,Sheet & Pillowcase Sets
850,2020-11-10,163474.0,Sheet & Pillowcase Sets
851,2020-11-11,163474.0,Sheet & Pillowcase Sets
852,2020-11-12,163474.0,Sheet & Pillowcase Sets
853,2020-11-13,163474.0,Sheet & Pillowcase Sets
854,2020-11-14,223011.0,Sheet & Pillowcase Sets
855,2020-11-15,223011.0,Sheet & Pillowcase Sets
856,2020-11-16,294542.0,Sheet & Pillowcase Sets
857,2020-11-17,294542.0,Sheet & Pillowcase Sets
858,2020-11-18,294542.0,Sheet & Pillowcase Sets
859,2020-11-19,355464.0,Sheet & Pillowcase Sets
860,2020-11-20,355464.0,Sheet & Pillowcase Sets
861,2020-11-21,343941.0,Sheet & Pillowcase Sets
862,2020-11-22,343941.0,Sheet & Pillowcase Sets
863,2020-11-23,343941.0,Sheet & Pillowcase Sets
864,2020-11-24,343941.0,Sheet & Pillowcase Sets
865,2020-11-25,577035.0,Sheet & Pillowcase Sets
866,2020-11-26,666421.0,Sheet & Pillowcase Sets
867,2020-11-27,307131.0,Sheet & Pillowcase Sets
868,2020-11-28,307131.0,Sheet & Pillowcase Sets
869,2020-11-29,307131.0,Sheet & Pillowcase Sets
870,2020-11-30,307131.0,Sheet & Pillowcase Sets
871,2020-12-01,641493.0,Sheet & Pillowcase Sets
872,2020-12-02,641493.0,Sheet & Pillowcase Sets
873,2020-12-03,742038.0,Sheet & Pillowcase Sets
874,2020-12-04,742038.0,Sheet & Pillowcase Sets
875,2020-12-05,742038.0,Sheet & Pillowcase Sets
876,2020-12-06,742038.0,Sheet & Pillowcase Sets
877,2020-12-07,913949.0,Sheet & Pillowcase Sets
878,2020-12-08,913949.0,Sheet & Pillowcase Sets
879,2020-12-09,913949.0,Sheet & Pillowcase Sets
880,2020-12-10,767030.0,Sheet & Pillowcase Sets
881,2020-12-11,767030.0,Sheet & Pillowcase Sets
882,2020-12-12,767030.0,Sheet & Pillowcase Sets
883,2020-12-13,767030.0,Sheet & Pillowcase Sets
884,2020-12-14,187207.0,Sheet & Pillowcase Sets
885,2020-12-15,187207.0,Sheet & Pillowcase Sets
886,2020-12-16,187207.0,Sheet & Pillowcase Sets
887,2020-12-17,204753.0,Sheet & Pillowcase Sets
888,2020-12-18,204753.0,Sheet & Pillowcase Sets
889,2020-12-19,165514.0,Sheet & Pillowcase Sets
890,2020-12-20,165514.0,Sheet & Pillowcase Sets
891,2020-12-21,165514.0,Sheet & Pillowcase Sets
892,2020-12-22,165514.0,Sheet & Pillowcase Sets
893,2020-12-23,119141.0,Sheet & Pillowcase Sets
894,2020-12-24,119141.0,Sheet & Pillowcase Sets
895,2020-12-25,161973.0,Sheet & Pillowcase Sets
896,2020-12-26,161973.0,Sheet & Pillowcase Sets
897,2020-12-27,161973.0,Sheet & Pillowcase Sets
898,2020-12-28,168326.0,Sheet & Pillowcase Sets
899,2020-12-29,189103.0,Sheet & Pillowcase Sets
900,2020-12-30,87633.0,Sheet & Pillowcase Sets
901,2020-12-31,101277.0,Sheet & Pillowcase Sets
902,2021-01-01,101277.0,Sheet & Pillowcase Sets
903,2021-01-02,101277.0,Sheet & Pillowcase Sets
904,2021-01-03,99503.0,Sheet & Pillowcase Sets
905,2021-01-04,106591.0,Sheet & Pillowcase Sets
906,2021-01-05,106591.0,Sheet & Pillowcase Sets
907,2021-01-06,111074.0,Sheet & Pillowcase Sets
908,2021-01-07,111074.0,Sheet & Pillowcase Sets
909,2021-01-08,111074.0,Sheet & Pillowcase Sets
910,2021-01-09,111074.0,Sheet & Pillowcase Sets
911,2021-01-10,111074.0,Sheet & Pillowcase Sets
912,2021-01-11,96715.0,Sheet & Pillowcase Sets
913,2021-01-12,96715.0,Sheet & Pillowcase Sets
914,2021-01-13,98525.0,Sheet & Pillowcase Sets
915,2021-01-14,98525.0,Sheet & Pillowcase Sets
916,2021-01-15,98525.0,Sheet & Pillowcase Sets
917,2021-01-16,79815.0,Sheet & Pillowcase Sets
918,2021-01-17,79815.0,Sheet & Pillowcase Sets
919,2021-01-18,79815.0,Sheet & Pillowcase Sets
920,2021-01-19,79815.0,Sheet & Pillowcase Sets
921,2021-01-20,79815.0,Sheet & Pillowcase Sets
922,2021-01-21,108882.0,Sheet & Pillowcase Sets
923,2021-01-22,108882.0,Sheet & Pillowcase Sets
924,2021-01-23,108882.0,Sheet & Pillowcase Sets
925,2021-01-24,108882.0,Sheet & Pillowcase Sets
926,2021-01-25,69827.0,Sheet & Pillowcase Sets
927,2021-01-26,67087.0,Sheet & Pillowcase Sets
928,2021-01-27,67087.0,Sheet & Pillowcase Sets
929,2021-01-28,67087.0,Sheet & Pillowcase Sets
930,2021-01-29,67087.0,Sheet & Pillowcase Sets
931,2021-01-30,61029.0,Sheet & Pillowcase Sets
932,2021-01-31,99360.0,Sheet & Pillowcase Sets
933,2021-02-01,111835.0,Sheet & Pillowcase Sets
934,2021-02-02,107903.0,Sheet & Pillowcase Sets
935,2021-02-03,108489.0,Sheet & Pillowcase Sets
936,2021-02-04,106197.0,Sheet & Pillowcase Sets
937,2021-02-05,106197.0,Sheet & Pillowcase Sets
938,2021-02-06,106197.0,Sheet & Pillowcase Sets
939,2021-02-07,106197.0,Sheet & Pillowcase Sets
940,2021-02-08,106197.0,Sheet & Pillowcase Sets
941,2021-02-09,97011.0,Sheet & Pillowcase Sets
942,2021-02-10,97011.0,Sheet & Pillowcase Sets
943,2021-02-11,97011.0,Sheet & Pillowcase Sets
944,2021-02-12,97011.0,Sheet & Pillowcase Sets
945,2021-02-13,97011.0,Sheet & Pillowcase Sets
946,2021-02-14,97011.0,Sheet & Pillowcase Sets
947,2021-02-15,76106.0,Sheet & Pillowcase Sets
948,2021-02-16,76106.0,Sheet & Pillowcase Sets
949,2021-02-17,84865.0,Sheet & Pillowcase Sets
950,2021-02-18,84865.0,Sheet & Pillowcase Sets
951,2021-02-19,86903.0,Sheet & Pillowcase Sets
952,2021-02-20,86903.0,Sheet & Pillowcase Sets
953,2021-02-21,66633.0,Sheet & Pillowcase Sets
954,2021-02-22,66633.0,Sheet & Pillowcase Sets
955,2021-02-23,66633.0,Sheet & Pillowcase Sets
956,2021-02-24,66633.0,Sheet & Pillowcase Sets
957,2021-02-25,58915.0,Sheet & Pillowcase Sets
958,2021-02-26,55122.0,Sheet & Pillowcase Sets
959,2021-02-27,91455.0,Sheet & Pillowcase Sets
960,2021-02-28,91455.0,Sheet & Pillowcase Sets
961,2021-03-01,91455.0,Sheet & Pillowcase Sets
962,2021-03-02,68142.0,Sheet & Pillowcase Sets
963,2021-03-03,109729.0,Sheet & Pillowcase Sets
964,2021-03-04,109729.0,Sheet & Pillowcase Sets
965,2021-03-05,63844.0,Sheet & Pillowcase Sets
966,2021-03-06,63844.0,Sheet & Pillowcase Sets
967,2021-03-07,63844.0,Sheet & Pillowcase Sets
968,2021-03-08,96107.0,Sheet & Pillowcase Sets
969,2021-03-09,96107.0,Sheet & Pillowcase Sets
970,2021-03-10,96107.0,Sheet & Pillowcase Sets
971,2021-03-11,113636.0,Sheet & Pillowcase Sets
972,2021-03-12,88248.0,Sheet & Pillowcase Sets
973,2021-03-13,88248.0,Sheet & Pillowcase Sets
974,2021-03-14,88248.0,Sheet & Pillowcase Sets
975,2021-03-15,78244.0,Sheet & Pillowcase Sets
976,2021-03-16,78244.0,Sheet & Pillowcase Sets
977,2021-03-17,79465.0,Sheet & Pillowcase Sets
978,2021-03-18,79465.0,Sheet & Pillowcase Sets
979,2021-03-19,79465.0,Sheet & Pillowcase Sets
980,2021-03-20,79465.0,Sheet & Pillowcase Sets
981,2021-03-21,79465.0,Sheet & Pillowcase Sets
982,2021-03-22,114134.0,Sheet & Pillowcase Sets
983,2021-03-23,114134.0,Sheet & Pillowcase Sets
984,2021-03-24,85891.0,Sheet & Pillowcase Sets
985,2021-03-25,86264.0,Sheet & Pillowcase Sets
986,2021-03-26,86264.0,Sheet & Pillowcase Sets
987,2021-03-27,86264.0,Sheet & Pillowcase Sets
988,2021-03-28,92927.0,Sheet & Pillowcase Sets
989,2021-03-29,92927.0,Sheet & Pillowcase Sets
990,2021-03-30,92927.0,Sheet & Pillowcase Sets
991,2021-03-31,92927.0,Sheet & Pillowcase Sets
992,2021-04-01,108940.0,Sheet & Pillowcase Sets
993,2021-04-02,108940.0,Sheet & Pillowcase Sets
994,2021-04-03,111702.0,Sheet & Pillowcase Sets
995,2021-04-04,111702.0,Sheet & Pillowcase Sets
996,2021-04-05,111702.0,Sheet & Pillowcase Sets
997,2021-04-06,89888.0,Sheet & Pillowcase Sets
998,2021-04-07,89888.0,Sheet & Pillowcase Sets
999,2021-04-08,89888.0,Sheet & Pillowcase Sets
1000,2021-04-09,89888.0,Sheet & Pillowcase Sets
1001,2021-04-10,138787.0,Sheet & Pillowcase Sets
1002,2021-04-11,138787.0,Sheet & Pillowcase Sets
1003,2021-04-12,128428.0,Sheet & Pillowcase Sets
1004,2021-04-13,128428.0,Sheet & Pillowcase Sets
1005,2021-04-14,128428.0,Sheet & Pillowcase Sets
1006,2021-04-15,162325.0,Sheet & Pillowcase Sets
1007,2021-04-16,162325.0,Sheet & Pillowcase Sets
1008,2021-04-17,162325.0,Sheet & Pillowcase Sets
1009,2021-04-18,162325.0,Sheet & Pillowcase Sets
1010,2021-04-19,162325.0,Sheet & Pillowcase Sets
1011,2021-04-20,79553.0,Sheet & Pillowcase Sets
1012,2021-04-21,79553.0,Sheet & Pillowcase Sets
1013,2021-04-22,71933.0,Sheet & Pillowcase Sets
1014,2021-04-23,71933.0,Sheet & Pillowcase Sets
1015,2021-04-24,71933.0,Sheet & Pillowcase Sets
1016,2021-04-25,100757.0,Sheet & Pillowcase Sets
1017,2021-04-26,100757.0,Sheet & Pillowcase Sets
1018,2021-04-27,100757.0,Sheet & Pillowcase Sets
1019,2021-04-28,61504.0,Sheet & Pillowcase Sets
1020,2021-04-29,61504.0,Sheet & Pillowcase Sets
1021,2021-04-30,61504.0,Sheet & Pillowcase Sets
1022,2021-05-01,61504.0,Sheet & Pillowcase Sets
1023,2021-05-02,61504.0,Sheet & Pillowcase Sets
1024,2021-05-03,78894.0,Sheet & Pillowcase Sets
1025,2021-05-04,82260.0,Sheet & Pillowcase Sets
1026,2021-05-05,82260.0,Sheet & Pillowcase Sets
1027,2021-05-06,82260.0,Sheet & Pillowcase Sets
1028,2021-05-07,82260.0,Sheet & Pillowcase Sets
1029,2021-05-08,82260.0,Sheet & Pillowcase Sets
1030,2021-05-09,71439.0,Sheet & Pillowcase Sets
1031,2021-05-10,71439.0,Sheet & Pillowcase Sets
1032,2021-05-11,71439.0,Sheet & Pillowcase Sets
1033,2021-05-12,71439.0,Sheet & Pillowcase Sets
1034,2021-05-13,56320.0,Sheet & Pillowcase Sets
1035,2021-05-14,56320.0,Sheet & Pillowcase Sets
1036,2021-05-15,56320.0,Sheet & Pillowcase Sets
1037,2021-05-16,56320.0,Sheet & Pillowcase Sets
1038,2021-05-17,60245.0,Sheet & Pillowcase Sets
1039,2021-05-18,60245.0,Sheet & Pillowcase Sets
1040,2021-05-19,78031.0,Sheet & Pillowcase Sets
1041,2021-05-20,78031.0,Sheet & Pillowcase Sets
1042,2021-05-21,78031.0,Sheet & Pillowcase Sets
1043,2021-05-22,70300.0,Sheet & Pillowcase Sets
1044,2021-05-23,70300.0,Sheet & Pillowcase Sets
1045,2021-05-24,70300.0,Sheet & Pillowcase Sets
1046,2021-05-25,70300.0,Sheet & Pillowcase Sets
1047,2021-05-26,70300.0,Sheet & Pillowcase Sets
1048,2021-05-27,60184.0,Sheet & Pillowcase Sets
1049,2021-05-28,75474.0,Sheet & Pillowcase Sets
1050,2021-05-29,108804.0,Sheet & Pillowcase Sets
1051,2021-05-30,108804.0,Sheet & Pillowcase Sets
1052,2021-05-31,72498.0,Sheet & Pillowcase Sets
1053,2021-06-01,72498.0,Sheet & Pillowcase Sets
1054,2021-06-02,76416.0,Sheet & Pillowcase Sets
1055,2021-06-03,76416.0,Sheet & Pillowcase Sets
1056,2021-06-04,76416.0,Sheet & Pillowcase Sets
1057,2021-06-05,76416.0,Sheet & Pillowcase Sets
1058,2021-06-06,76416.0,Sheet & Pillowcase Sets
1059,2021-06-07,76416.0,Sheet & Pillowcase Sets
1060,2021-06-08,81213.0,Sheet & Pillowcase Sets
1061,2021-06-09,54713.0,Sheet & Pillowcase Sets
1062,2021-06-10,54713.0,Sheet & Pillowcase Sets
1063,2021-06-11,34672.0,Sheet & Pillowcase Sets
1064,2021-06-12,34672.0,Sheet & Pillowcase Sets
1065,2021-06-13,34672.0,Sheet & Pillowcase Sets
1066,2021-06-14,30390.0,Sheet & Pillowcase Sets
1067,2021-06-15,30390.0,Sheet & Pillowcase Sets
1068,2021-06-16,30390.0,Sheet & Pillowcase Sets
1069,2021-06-17,44266.0,Sheet & Pillowcase Sets
1070,2021-06-18,44266.0,Sheet & Pillowcase Sets
1071,2021-06-19,44266.0,Sheet & Pillowcase Sets
1072,2021-06-20,44266.0,Sheet & Pillowcase Sets
1073,2021-06-21,38342.0,Sheet & Pillowcase Sets
1074,2021-06-22,38342.0,Sheet & Pillowcase Sets
1075,2021-06-23,26995.0,Sheet & Pillowcase Sets
1076,2021-06-24,26995.0,Sheet & Pillowcase Sets
1077,2021-06-25,26995.0,Sheet & Pillowcase Sets
1078,2021-06-26,26995.0,Sheet & Pillowcase Sets
1079,2021-06-27,52777.0,Sheet & Pillowcase Sets
1080,2021-06-28,52777.0,Sheet & Pillowcase Sets
1081,2021-06-29,67706.0,Sheet & Pillowcase Sets
1082,2021-06-30,80078.0,Sheet & Pillowcase Sets
1083,2021-07-01,80078.0,Sheet & Pillowcase Sets
1084,2021-07-02,100474.0,Sheet & Pillowcase Sets
1085,2021-07-03,68808.0,Sheet & Pillowcase Sets
1086,2021-07-04,68808.0,Sheet & Pillowcase Sets
1087,2021-07-05,68808.0,Sheet & Pillowcase Sets
1088,2021-07-06,82315.0,Sheet & Pillowcase Sets
1089,2021-07-07,80750.0,Sheet & Pillowcase Sets
1090,2021-07-08,80750.0,Sheet & Pillowcase Sets
1091,2021-07-09,87557.0,Sheet & Pillowcase Sets
1092,2021-07-10,87557.0,Sheet & Pillowcase Sets
1093,2021-07-11,58916.0,Sheet & Pillowcase Sets
