,date,value,name_B0861GVW4K
0,2020-06-02,17018.0,Rattles & Plush Rings
1,2020-06-03,17018.0,Rattles & Plush Rings
2,2020-06-04,17018.0,Rattles & Plush Rings
3,2020-06-05,17018.0,Rattles & Plush Rings
4,2020-06-06,17018.0,Rattles & Plush Rings
5,2020-06-07,17018.0,Rattles & Plush Rings
6,2020-06-08,33425.0,Rattles & Plush Rings
7,2020-06-09,23191.0,Rattles & Plush Rings
8,2020-06-10,23191.0,Rattles & Plush Rings
9,2020-06-11,23191.0,Rattles & Plush Rings
10,2020-06-12,23191.0,Rattles & Plush Rings
11,2020-06-13,35220.0,Rattles & Plush Rings
12,2020-06-14,35220.0,Rattles & Plush Rings
13,2020-06-15,20908.0,Rattles & Plush Rings
14,2020-06-16,20908.0,Rattles & Plush Rings
15,2020-06-17,20908.0,Rattles & Plush Rings
16,2020-06-18,20908.0,Rattles & Plush Rings
17,2020-06-19,20908.0,Rattles & Plush Rings
18,2020-06-20,20908.0,Rattles & Plush Rings
19,2020-06-21,20908.0,Rattles & Plush Rings
20,2020-06-22,19449.0,Rattles & Plush Rings
21,2020-06-23,19449.0,Rattles & Plush Rings
22,2020-06-24,19449.0,Rattles & Plush Rings
23,2020-06-25,27110.0,Rattles & Plush Rings
24,2020-06-26,27110.0,Rattles & Plush Rings
25,2020-06-27,27110.0,Rattles & Plush Rings
26,2020-06-28,27110.0,Rattles & Plush Rings
27,2020-06-29,27110.0,Rattles & Plush Rings
28,2020-06-30,27110.0,Rattles & Plush Rings
29,2020-07-01,13411.0,Rattles & Plush Rings
30,2020-07-02,13411.0,Rattles & Plush Rings
31,2020-07-03,13411.0,Rattles & Plush Rings
32,2020-07-04,13411.0,Rattles & Plush Rings
33,2020-07-05,13411.0,Rattles & Plush Rings
34,2020-07-06,13411.0,Rattles & Plush Rings
35,2020-07-07,13411.0,Rattles & Plush Rings
36,2020-07-08,11145.0,Rattles & Plush Rings
37,2020-07-09,11343.0,Rattles & Plush Rings
38,2020-07-10,11343.0,Rattles & Plush Rings
39,2020-07-11,11343.0,Rattles & Plush Rings
40,2020-07-12,11343.0,Rattles & Plush Rings
41,2020-07-13,16228.0,Rattles & Plush Rings
42,2020-07-14,8862.0,Rattles & Plush Rings
43,2020-07-15,8862.0,Rattles & Plush Rings
44,2020-07-16,8862.0,Rattles & Plush Rings
45,2020-07-17,16880.0,Rattles & Plush Rings
46,2020-07-18,16880.0,Rattles & Plush Rings
47,2020-07-19,16880.0,Rattles & Plush Rings
48,2020-07-20,16880.0,Rattles & Plush Rings
49,2020-07-21,16880.0,Rattles & Plush Rings
50,2020-07-22,16880.0,Rattles & Plush Rings
51,2020-07-23,24112.0,Rattles & Plush Rings
52,2020-07-24,24112.0,Rattles & Plush Rings
53,2020-07-25,24112.0,Rattles & Plush Rings
54,2020-07-26,24112.0,Rattles & Plush Rings
55,2020-07-27,24123.0,Rattles & Plush Rings
56,2020-07-28,24123.0,Rattles & Plush Rings
57,2020-07-29,24123.0,Rattles & Plush Rings
58,2020-07-30,13726.0,Rattles & Plush Rings
59,2020-07-31,13726.0,Rattles & Plush Rings
60,2020-08-01,13726.0,Rattles & Plush Rings
61,2020-08-02,13726.0,Rattles & Plush Rings
62,2020-08-03,20653.0,Rattles & Plush Rings
63,2020-08-04,20653.0,Rattles & Plush Rings
64,2020-08-05,20653.0,Rattles & Plush Rings
65,2020-08-06,20653.0,Rattles & Plush Rings
66,2020-08-07,30393.0,Rattles & Plush Rings
67,2020-08-08,30393.0,Rattles & Plush Rings
68,2020-08-09,30393.0,Rattles & Plush Rings
69,2020-08-10,30393.0,Rattles & Plush Rings
70,2020-08-11,29508.0,Rattles & Plush Rings
71,2020-08-12,29508.0,Rattles & Plush Rings
72,2020-08-13,29508.0,Rattles & Plush Rings
73,2020-08-14,29508.0,Rattles & Plush Rings
74,2020-08-15,18405.0,Rattles & Plush Rings
75,2020-08-16,18405.0,Rattles & Plush Rings
76,2020-08-17,18405.0,Rattles & Plush Rings
77,2020-08-18,18405.0,Rattles & Plush Rings
78,2020-08-19,18405.0,Rattles & Plush Rings
79,2020-08-20,18405.0,Rattles & Plush Rings
80,2020-08-21,17159.0,Rattles & Plush Rings
81,2020-08-22,17159.0,Rattles & Plush Rings
82,2020-08-23,24643.0,Rattles & Plush Rings
83,2020-08-24,25770.0,Rattles & Plush Rings
84,2020-08-25,25770.0,Rattles & Plush Rings
85,2020-08-26,20363.0,Rattles & Plush Rings
86,2020-08-27,20363.0,Rattles & Plush Rings
87,2020-08-28,20363.0,Rattles & Plush Rings
88,2020-08-29,20363.0,Rattles & Plush Rings
89,2020-08-30,20363.0,Rattles & Plush Rings
90,2020-08-31,15461.0,Rattles & Plush Rings
91,2020-09-01,22364.0,Rattles & Plush Rings
92,2020-09-02,22364.0,Rattles & Plush Rings
93,2020-09-03,22364.0,Rattles & Plush Rings
94,2020-09-04,22364.0,Rattles & Plush Rings
95,2020-09-05,15608.0,Rattles & Plush Rings
96,2020-09-06,15608.0,Rattles & Plush Rings
97,2020-09-07,15608.0,Rattles & Plush Rings
98,2020-09-08,19334.0,Rattles & Plush Rings
99,2020-09-09,19334.0,Rattles & Plush Rings
100,2020-09-10,10735.0,Rattles & Plush Rings
101,2020-09-11,10735.0,Rattles & Plush Rings
102,2020-09-12,10735.0,Rattles & Plush Rings
103,2020-09-13,10735.0,Rattles & Plush Rings
104,2020-09-14,20020.0,Rattles & Plush Rings
105,2020-09-15,20020.0,Rattles & Plush Rings
106,2020-09-16,14800.0,Rattles & Plush Rings
107,2020-09-17,17882.0,Rattles & Plush Rings
108,2020-09-18,17882.0,Rattles & Plush Rings
109,2020-09-19,16320.0,Rattles & Plush Rings
110,2020-09-20,16320.0,Rattles & Plush Rings
111,2020-09-21,16320.0,Rattles & Plush Rings
112,2020-09-22,15450.0,Rattles & Plush Rings
113,2020-09-23,15450.0,Rattles & Plush Rings
114,2020-09-24,15450.0,Rattles & Plush Rings
115,2020-09-25,15450.0,Rattles & Plush Rings
116,2020-09-26,15450.0,Rattles & Plush Rings
117,2020-09-27,15450.0,Rattles & Plush Rings
118,2020-09-28,15450.0,Rattles & Plush Rings
119,2020-09-29,15260.0,Rattles & Plush Rings
120,2020-09-30,20779.0,Rattles & Plush Rings
121,2020-10-01,20779.0,Rattles & Plush Rings
122,2020-10-02,20779.0,Rattles & Plush Rings
123,2020-10-03,20779.0,Rattles & Plush Rings
124,2020-10-04,20779.0,Rattles & Plush Rings
125,2020-10-05,17997.0,Rattles & Plush Rings
126,2020-10-06,17997.0,Rattles & Plush Rings
127,2020-10-07,17997.0,Rattles & Plush Rings
128,2020-10-08,11600.0,Rattles & Plush Rings
129,2020-10-09,12177.0,Rattles & Plush Rings
130,2020-10-10,12177.0,Rattles & Plush Rings
131,2020-10-11,12177.0,Rattles & Plush Rings
132,2020-10-12,11353.0,Rattles & Plush Rings
133,2020-10-13,11353.0,Rattles & Plush Rings
134,2020-10-14,11353.0,Rattles & Plush Rings
135,2020-10-15,19044.0,Rattles & Plush Rings
136,2020-10-16,19044.0,Rattles & Plush Rings
137,2020-10-17,19044.0,Rattles & Plush Rings
138,2020-10-18,19911.0,Rattles & Plush Rings
139,2020-10-19,19911.0,Rattles & Plush Rings
140,2020-10-20,19911.0,Rattles & Plush Rings
141,2020-10-21,19911.0,Rattles & Plush Rings
142,2020-10-22,20659.0,Rattles & Plush Rings
143,2020-10-23,20505.0,Rattles & Plush Rings
144,2020-10-24,21142.0,Rattles & Plush Rings
145,2020-10-25,22225.0,Rattles & Plush Rings
146,2020-10-26,22225.0,Rattles & Plush Rings
147,2020-10-27,22225.0,Rattles & Plush Rings
148,2020-10-28,22225.0,Rattles & Plush Rings
149,2020-10-29,22225.0,Rattles & Plush Rings
150,2020-10-30,22225.0,Rattles & Plush Rings
151,2020-10-31,22225.0,Rattles & Plush Rings
152,2020-11-01,14032.0,Rattles & Plush Rings
153,2020-11-02,14032.0,Rattles & Plush Rings
154,2020-11-03,14032.0,Rattles & Plush Rings
155,2020-11-04,14032.0,Rattles & Plush Rings
156,2020-11-05,14032.0,Rattles & Plush Rings
157,2020-11-06,19405.0,Rattles & Plush Rings
158,2020-11-07,19405.0,Rattles & Plush Rings
159,2020-11-08,19405.0,Rattles & Plush Rings
160,2020-11-09,19405.0,Rattles & Plush Rings
161,2020-11-10,17289.0,Rattles & Plush Rings
162,2020-11-11,24721.0,Rattles & Plush Rings
163,2020-11-12,24721.0,Rattles & Plush Rings
164,2020-11-13,31092.0,Rattles & Plush Rings
165,2020-11-14,31092.0,Rattles & Plush Rings
166,2020-11-15,31092.0,Rattles & Plush Rings
167,2020-11-16,31092.0,Rattles & Plush Rings
168,2020-11-17,29893.0,Rattles & Plush Rings
169,2020-11-18,29893.0,Rattles & Plush Rings
170,2020-11-19,29893.0,Rattles & Plush Rings
171,2020-11-20,35062.0,Rattles & Plush Rings
172,2020-11-21,35062.0,Rattles & Plush Rings
173,2020-11-22,35062.0,Rattles & Plush Rings
174,2020-11-23,46406.0,Rattles & Plush Rings
175,2020-11-24,46406.0,Rattles & Plush Rings
176,2020-11-25,38127.0,Rattles & Plush Rings
177,2020-11-26,38127.0,Rattles & Plush Rings
178,2020-11-27,38127.0,Rattles & Plush Rings
179,2020-11-28,38127.0,Rattles & Plush Rings
180,2020-11-29,38127.0,Rattles & Plush Rings
181,2020-11-30,38127.0,Rattles & Plush Rings
182,2020-12-01,62688.0,Rattles & Plush Rings
183,2020-12-02,62688.0,Rattles & Plush Rings
184,2020-12-03,62688.0,Rattles & Plush Rings
185,2020-12-04,73126.0,Rattles & Plush Rings
186,2020-12-05,73126.0,Rattles & Plush Rings
187,2020-12-06,73126.0,Rattles & Plush Rings
188,2020-12-07,98823.0,Rattles & Plush Rings
189,2020-12-08,110715.0,Rattles & Plush Rings
190,2020-12-09,110715.0,Rattles & Plush Rings
191,2020-12-10,81310.0,Rattles & Plush Rings
192,2020-12-11,81310.0,Rattles & Plush Rings
193,2020-12-12,81310.0,Rattles & Plush Rings
194,2020-12-13,81310.0,Rattles & Plush Rings
195,2020-12-14,81310.0,Rattles & Plush Rings
196,2020-12-15,93180.0,Rattles & Plush Rings
197,2020-12-16,137941.0,Rattles & Plush Rings
198,2020-12-17,137941.0,Rattles & Plush Rings
199,2020-12-18,88507.0,Rattles & Plush Rings
200,2020-12-19,88507.0,Rattles & Plush Rings
201,2020-12-20,88507.0,Rattles & Plush Rings
202,2020-12-21,88507.0,Rattles & Plush Rings
203,2020-12-22,88507.0,Rattles & Plush Rings
204,2020-12-23,66420.0,Rattles & Plush Rings
205,2020-12-24,66420.0,Rattles & Plush Rings
206,2020-12-25,66420.0,Rattles & Plush Rings
207,2020-12-26,66420.0,Rattles & Plush Rings
208,2020-12-27,66420.0,Rattles & Plush Rings
209,2020-12-28,66420.0,Rattles & Plush Rings
210,2020-12-29,28005.0,Rattles & Plush Rings
211,2020-12-30,28005.0,Rattles & Plush Rings
212,2020-12-31,28005.0,Rattles & Plush Rings
213,2021-01-01,28005.0,Rattles & Plush Rings
214,2021-01-02,28005.0,Rattles & Plush Rings
215,2021-01-03,28005.0,Rattles & Plush Rings
216,2021-01-04,10670.0,Rattles & Plush Rings
217,2021-01-05,12232.0,Rattles & Plush Rings
218,2021-01-06,12347.0,Rattles & Plush Rings
219,2021-01-07,12347.0,Rattles & Plush Rings
220,2021-01-08,12347.0,Rattles & Plush Rings
221,2021-01-09,12910.0,Rattles & Plush Rings
222,2021-01-10,12910.0,Rattles & Plush Rings
223,2021-01-11,12910.0,Rattles & Plush Rings
224,2021-01-12,12910.0,Rattles & Plush Rings
225,2021-01-13,18675.0,Rattles & Plush Rings
226,2021-01-14,18675.0,Rattles & Plush Rings
227,2021-01-15,18675.0,Rattles & Plush Rings
228,2021-01-16,18675.0,Rattles & Plush Rings
229,2021-01-17,18675.0,Rattles & Plush Rings
230,2021-01-18,18675.0,Rattles & Plush Rings
231,2021-01-19,18675.0,Rattles & Plush Rings
232,2021-01-20,15944.0,Rattles & Plush Rings
233,2021-01-21,15944.0,Rattles & Plush Rings
234,2021-01-22,15944.0,Rattles & Plush Rings
235,2021-01-23,15944.0,Rattles & Plush Rings
236,2021-01-24,15704.0,Rattles & Plush Rings
237,2021-01-25,15704.0,Rattles & Plush Rings
238,2021-01-26,15704.0,Rattles & Plush Rings
239,2021-01-27,15704.0,Rattles & Plush Rings
240,2021-01-28,15704.0,Rattles & Plush Rings
241,2021-01-29,14703.0,Rattles & Plush Rings
242,2021-01-30,14703.0,Rattles & Plush Rings
243,2021-01-31,14703.0,Rattles & Plush Rings
244,2021-02-01,18711.0,Rattles & Plush Rings
245,2021-02-02,18711.0,Rattles & Plush Rings
246,2021-02-03,18117.0,Rattles & Plush Rings
247,2021-02-04,18117.0,Rattles & Plush Rings
248,2021-02-05,18117.0,Rattles & Plush Rings
249,2021-02-06,18117.0,Rattles & Plush Rings
250,2021-02-07,29331.0,Rattles & Plush Rings
251,2021-02-08,29331.0,Rattles & Plush Rings
252,2021-02-09,29331.0,Rattles & Plush Rings
253,2021-02-10,29331.0,Rattles & Plush Rings
254,2021-02-11,29331.0,Rattles & Plush Rings
255,2021-02-12,29331.0,Rattles & Plush Rings
256,2021-02-13,29331.0,Rattles & Plush Rings
257,2021-02-14,29331.0,Rattles & Plush Rings
258,2021-02-15,50658.0,Rattles & Plush Rings
259,2021-02-16,50658.0,Rattles & Plush Rings
260,2021-02-17,50658.0,Rattles & Plush Rings
261,2021-02-18,50658.0,Rattles & Plush Rings
262,2021-02-19,50658.0,Rattles & Plush Rings
263,2021-02-20,50658.0,Rattles & Plush Rings
264,2021-02-21,50658.0,Rattles & Plush Rings
265,2021-02-22,20235.0,Rattles & Plush Rings
266,2021-02-23,20235.0,Rattles & Plush Rings
267,2021-02-24,21069.0,Rattles & Plush Rings
268,2021-02-25,21069.0,Rattles & Plush Rings
269,2021-02-26,21069.0,Rattles & Plush Rings
270,2021-02-27,21671.0,Rattles & Plush Rings
271,2021-02-28,21671.0,Rattles & Plush Rings
272,2021-03-01,19995.0,Rattles & Plush Rings
273,2021-03-02,19995.0,Rattles & Plush Rings
274,2021-03-03,19995.0,Rattles & Plush Rings
275,2021-03-04,13039.0,Rattles & Plush Rings
276,2021-03-05,13039.0,Rattles & Plush Rings
277,2021-03-06,13039.0,Rattles & Plush Rings
278,2021-03-07,13039.0,Rattles & Plush Rings
279,2021-03-08,13420.0,Rattles & Plush Rings
280,2021-03-09,13420.0,Rattles & Plush Rings
281,2021-03-10,13420.0,Rattles & Plush Rings
282,2021-03-11,13420.0,Rattles & Plush Rings
283,2021-03-12,12761.0,Rattles & Plush Rings
284,2021-03-13,12761.0,Rattles & Plush Rings
285,2021-03-14,12761.0,Rattles & Plush Rings
286,2021-03-15,12761.0,Rattles & Plush Rings
287,2021-03-16,11487.0,Rattles & Plush Rings
288,2021-03-17,10238.0,Rattles & Plush Rings
289,2021-03-18,9778.0,Rattles & Plush Rings
290,2021-03-19,9778.0,Rattles & Plush Rings
291,2021-03-20,9778.0,Rattles & Plush Rings
292,2021-03-21,9778.0,Rattles & Plush Rings
293,2021-03-22,10343.0,Rattles & Plush Rings
294,2021-03-23,16992.0,Rattles & Plush Rings
295,2021-03-24,16992.0,Rattles & Plush Rings
296,2021-03-25,16992.0,Rattles & Plush Rings
297,2021-03-26,12999.0,Rattles & Plush Rings
298,2021-03-27,12999.0,Rattles & Plush Rings
299,2021-03-28,12999.0,Rattles & Plush Rings
300,2021-03-29,12999.0,Rattles & Plush Rings
301,2021-03-30,12912.0,Rattles & Plush Rings
302,2021-03-31,11325.0,Rattles & Plush Rings
303,2021-04-01,13481.0,Rattles & Plush Rings
304,2021-04-02,9586.0,Rattles & Plush Rings
305,2021-04-03,9586.0,Rattles & Plush Rings
306,2021-04-04,10043.0,Rattles & Plush Rings
307,2021-04-05,10043.0,Rattles & Plush Rings
308,2021-04-06,6041.0,Rattles & Plush Rings
309,2021-04-07,6041.0,Rattles & Plush Rings
310,2021-04-08,6041.0,Rattles & Plush Rings
311,2021-04-09,9468.0,Rattles & Plush Rings
312,2021-04-10,9468.0,Rattles & Plush Rings
313,2021-04-11,9468.0,Rattles & Plush Rings
314,2021-04-12,7522.0,Rattles & Plush Rings
315,2021-04-13,7273.0,Rattles & Plush Rings
316,2021-04-14,7273.0,Rattles & Plush Rings
317,2021-04-15,7273.0,Rattles & Plush Rings
318,2021-04-16,8714.0,Rattles & Plush Rings
319,2021-04-17,8714.0,Rattles & Plush Rings
320,2021-04-18,6496.0,Rattles & Plush Rings
321,2021-04-19,6496.0,Rattles & Plush Rings
322,2021-04-20,5810.0,Rattles & Plush Rings
323,2021-04-21,5810.0,Rattles & Plush Rings
324,2021-04-22,5810.0,Rattles & Plush Rings
325,2021-04-23,7126.0,Rattles & Plush Rings
326,2021-04-24,7126.0,Rattles & Plush Rings
327,2021-04-25,11827.0,Rattles & Plush Rings
328,2021-04-26,11827.0,Rattles & Plush Rings
329,2021-04-27,8414.0,Rattles & Plush Rings
330,2021-04-28,10459.0,Rattles & Plush Rings
331,2021-04-29,11556.0,Rattles & Plush Rings
332,2021-04-30,11793.0,Rattles & Plush Rings
333,2021-05-01,11793.0,Rattles & Plush Rings
334,2021-05-02,11793.0,Rattles & Plush Rings
335,2021-05-03,11793.0,Rattles & Plush Rings
336,2021-05-04,7031.0,Rattles & Plush Rings
337,2021-05-05,7031.0,Rattles & Plush Rings
338,2021-05-06,8084.0,Rattles & Plush Rings
339,2021-05-07,8084.0,Rattles & Plush Rings
340,2021-05-08,6519.0,Rattles & Plush Rings
341,2021-05-09,10748.0,Rattles & Plush Rings
342,2021-05-10,12838.0,Rattles & Plush Rings
343,2021-05-11,12838.0,Rattles & Plush Rings
344,2021-05-12,4852.0,Rattles & Plush Rings
345,2021-05-13,5403.0,Rattles & Plush Rings
346,2021-05-14,5403.0,Rattles & Plush Rings
347,2021-05-15,7120.0,Rattles & Plush Rings
