,date,value,name_B07WH5R1X3
181,2020-04-05,29689.0,Duvet Cover Sets
182,2020-04-06,29689.0,Duvet Cover Sets
183,2020-04-07,29689.0,Duvet Cover Sets
184,2020-04-08,31052.0,Duvet Cover Sets
185,2020-04-09,31052.0,Duvet Cover Sets
186,2020-04-10,31824.0,Duvet Cover Sets
187,2020-04-11,31824.0,Duvet Cover Sets
188,2020-04-12,31824.0,Duvet Cover Sets
189,2020-04-13,31824.0,Duvet Cover Sets
190,2020-04-14,31824.0,Duvet Cover Sets
191,2020-04-15,31824.0,Duvet Cover Sets
192,2020-04-16,31824.0,Duvet Cover Sets
193,2020-04-17,30315.0,Duvet Cover Sets
194,2020-04-18,30315.0,Duvet Cover Sets
195,2020-04-19,30315.0,Duvet Cover Sets
196,2020-04-20,30315.0,Duvet Cover Sets
197,2020-04-21,30315.0,Duvet Cover Sets
198,2020-04-22,37302.0,Duvet Cover Sets
199,2020-04-23,37302.0,Duvet Cover Sets
200,2020-04-24,26421.0,Duvet Cover Sets
201,2020-04-25,32728.0,Duvet Cover Sets
202,2020-04-26,45893.0,Duvet Cover Sets
203,2020-04-27,45893.0,Duvet Cover Sets
204,2020-04-28,45893.0,Duvet Cover Sets
205,2020-04-29,45893.0,Duvet Cover Sets
206,2020-04-30,45893.0,Duvet Cover Sets
207,2020-05-01,45893.0,Duvet Cover Sets
208,2020-05-02,45893.0,Duvet Cover Sets
209,2020-05-03,45893.0,Duvet Cover Sets
210,2020-05-04,43392.0,Duvet Cover Sets
211,2020-05-05,43392.0,Duvet Cover Sets
212,2020-05-06,43392.0,Duvet Cover Sets
213,2020-05-07,782376.0,Duvet Cover Sets
214,2020-05-08,782376.0,Duvet Cover Sets
215,2020-05-09,31188.0,Duvet Cover Sets
216,2020-05-10,31188.0,Duvet Cover Sets
217,2020-05-11,31188.0,Duvet Cover Sets
218,2020-05-12,25925.0,Duvet Cover Sets
219,2020-05-13,19328.0,Duvet Cover Sets
220,2020-05-14,19328.0,Duvet Cover Sets
221,2020-05-15,25040.0,Duvet Cover Sets
222,2020-05-16,25040.0,Duvet Cover Sets
223,2020-05-17,25040.0,Duvet Cover Sets
224,2020-05-18,29847.0,Duvet Cover Sets
225,2020-05-19,31842.0,Duvet Cover Sets
226,2020-05-20,31842.0,Duvet Cover Sets
227,2020-05-21,31842.0,Duvet Cover Sets
228,2020-05-22,31842.0,Duvet Cover Sets
229,2020-05-23,31842.0,Duvet Cover Sets
230,2020-05-24,31842.0,Duvet Cover Sets
231,2020-05-25,34410.0,Duvet Cover Sets
232,2020-05-26,34410.0,Duvet Cover Sets
233,2020-05-27,26774.0,Duvet Cover Sets
234,2020-05-28,29786.0,Duvet Cover Sets
235,2020-05-29,29786.0,Duvet Cover Sets
236,2020-05-30,29786.0,Duvet Cover Sets
237,2020-05-31,29786.0,Duvet Cover Sets
238,2020-06-01,29786.0,Duvet Cover Sets
239,2020-06-02,19734.0,Duvet Cover Sets
240,2020-06-03,35239.0,Duvet Cover Sets
241,2020-06-04,35239.0,Duvet Cover Sets
242,2020-06-05,35239.0,Duvet Cover Sets
243,2020-06-06,35239.0,Duvet Cover Sets
244,2020-06-07,31209.0,Duvet Cover Sets
245,2020-06-08,31209.0,Duvet Cover Sets
246,2020-06-09,31209.0,Duvet Cover Sets
247,2020-06-10,31209.0,Duvet Cover Sets
248,2020-06-11,31209.0,Duvet Cover Sets
249,2020-06-12,29347.0,Duvet Cover Sets
250,2020-06-13,30566.0,Duvet Cover Sets
251,2020-06-14,30566.0,Duvet Cover Sets
252,2020-06-15,30566.0,Duvet Cover Sets
253,2020-06-16,30566.0,Duvet Cover Sets
254,2020-06-17,30566.0,Duvet Cover Sets
255,2020-06-18,30566.0,Duvet Cover Sets
256,2020-06-19,29949.0,Duvet Cover Sets
257,2020-06-20,29949.0,Duvet Cover Sets
258,2020-06-21,29949.0,Duvet Cover Sets
259,2020-06-22,29949.0,Duvet Cover Sets
260,2020-06-23,33594.0,Duvet Cover Sets
261,2020-06-24,33594.0,Duvet Cover Sets
262,2020-06-25,33594.0,Duvet Cover Sets
263,2020-06-26,33594.0,Duvet Cover Sets
264,2020-06-27,33594.0,Duvet Cover Sets
265,2020-06-28,33594.0,Duvet Cover Sets
266,2020-06-29,37040.0,Duvet Cover Sets
267,2020-06-30,37040.0,Duvet Cover Sets
268,2020-07-01,37040.0,Duvet Cover Sets
269,2020-07-02,37040.0,Duvet Cover Sets
270,2020-07-03,37040.0,Duvet Cover Sets
271,2020-07-04,65218.0,Duvet Cover Sets
272,2020-07-05,65218.0,Duvet Cover Sets
273,2020-07-06,65218.0,Duvet Cover Sets
274,2020-07-07,65218.0,Duvet Cover Sets
275,2020-07-08,65218.0,Duvet Cover Sets
276,2020-07-09,65218.0,Duvet Cover Sets
277,2020-07-10,65218.0,Duvet Cover Sets
278,2020-07-11,65218.0,Duvet Cover Sets
279,2020-07-12,65218.0,Duvet Cover Sets
280,2020-07-13,65218.0,Duvet Cover Sets
281,2020-07-14,65218.0,Duvet Cover Sets
282,2020-07-15,65218.0,Duvet Cover Sets
283,2020-07-16,1693581.0,Duvet Cover Sets
284,2020-07-17,1693581.0,Duvet Cover Sets
285,2020-07-18,1693581.0,Duvet Cover Sets
286,2020-07-19,65380.0,Duvet Cover Sets
287,2020-07-20,65380.0,Duvet Cover Sets
288,2020-07-21,65380.0,Duvet Cover Sets
289,2020-07-22,65380.0,Duvet Cover Sets
290,2020-07-23,65380.0,Duvet Cover Sets
291,2020-07-24,69144.0,Duvet Cover Sets
292,2020-07-25,69144.0,Duvet Cover Sets
293,2020-07-26,69144.0,Duvet Cover Sets
294,2020-07-27,69144.0,Duvet Cover Sets
295,2020-07-28,69144.0,Duvet Cover Sets
296,2020-07-29,69144.0,Duvet Cover Sets
297,2020-07-30,69144.0,Duvet Cover Sets
298,2020-07-31,1728959.0,Duvet Cover Sets
299,2020-08-01,1728959.0,Duvet Cover Sets
300,2020-08-02,1733405.0,Duvet Cover Sets
301,2020-08-03,1733405.0,Duvet Cover Sets
302,2020-08-04,1733405.0,Duvet Cover Sets
303,2020-08-05,1733405.0,Duvet Cover Sets
304,2020-08-06,644348.0,Duvet Cover Sets
305,2020-08-07,644348.0,Duvet Cover Sets
306,2020-08-08,644348.0,Duvet Cover Sets
307,2020-08-09,644348.0,Duvet Cover Sets
308,2020-08-10,644348.0,Duvet Cover Sets
309,2020-08-11,644348.0,Duvet Cover Sets
310,2020-08-12,644348.0,Duvet Cover Sets
311,2020-08-13,644348.0,Duvet Cover Sets
312,2020-08-14,644348.0,Duvet Cover Sets
313,2020-08-15,469828.0,Duvet Cover Sets
314,2020-08-16,469828.0,Duvet Cover Sets
315,2020-08-17,469828.0,Duvet Cover Sets
316,2020-08-18,469828.0,Duvet Cover Sets
317,2020-08-19,469828.0,Duvet Cover Sets
318,2020-08-20,469828.0,Duvet Cover Sets
319,2020-08-21,469828.0,Duvet Cover Sets
320,2020-08-22,469828.0,Duvet Cover Sets
321,2020-08-23,469828.0,Duvet Cover Sets
322,2020-08-24,469828.0,Duvet Cover Sets
323,2020-08-25,469828.0,Duvet Cover Sets
324,2020-08-26,469828.0,Duvet Cover Sets
325,2020-08-27,469828.0,Duvet Cover Sets
326,2020-08-28,469828.0,Duvet Cover Sets
327,2020-08-29,469828.0,Duvet Cover Sets
328,2020-08-30,292466.0,Duvet Cover Sets
329,2020-08-31,292466.0,Duvet Cover Sets
330,2020-09-01,292466.0,Duvet Cover Sets
331,2020-09-02,292466.0,Duvet Cover Sets
332,2020-09-03,292466.0,Duvet Cover Sets
333,2020-09-04,292466.0,Duvet Cover Sets
334,2020-09-05,292466.0,Duvet Cover Sets
335,2020-09-06,292466.0,Duvet Cover Sets
336,2020-09-07,292466.0,Duvet Cover Sets
337,2020-09-08,292466.0,Duvet Cover Sets
338,2020-09-09,292466.0,Duvet Cover Sets
339,2020-09-10,292466.0,Duvet Cover Sets
340,2020-09-11,292466.0,Duvet Cover Sets
341,2020-09-12,292466.0,Duvet Cover Sets
342,2020-09-13,129032.0,Duvet Cover Sets
343,2020-09-14,85757.0,Duvet Cover Sets
344,2020-09-15,85757.0,Duvet Cover Sets
345,2020-09-16,85757.0,Duvet Cover Sets
346,2020-09-17,85757.0,Duvet Cover Sets
347,2020-09-18,85757.0,Duvet Cover Sets
348,2020-09-19,85757.0,Duvet Cover Sets
349,2020-09-20,85757.0,Duvet Cover Sets
350,2020-09-21,85757.0,Duvet Cover Sets
351,2020-09-22,85757.0,Duvet Cover Sets
352,2020-09-23,85757.0,Duvet Cover Sets
353,2020-09-24,85757.0,Duvet Cover Sets
354,2020-09-25,85757.0,Duvet Cover Sets
355,2020-09-26,85757.0,Duvet Cover Sets
356,2020-09-27,85757.0,Duvet Cover Sets
357,2020-09-28,85757.0,Duvet Cover Sets
358,2020-09-29,85757.0,Duvet Cover Sets
359,2020-09-30,85757.0,Duvet Cover Sets
360,2020-10-01,85757.0,Duvet Cover Sets
361,2020-10-02,85757.0,Duvet Cover Sets
362,2020-10-03,85757.0,Duvet Cover Sets
363,2020-10-04,85757.0,Duvet Cover Sets
364,2020-10-05,85757.0,Duvet Cover Sets
365,2020-10-06,85757.0,Duvet Cover Sets
366,2020-10-07,85757.0,Duvet Cover Sets
367,2020-10-08,85757.0,Duvet Cover Sets
368,2020-10-09,85757.0,Duvet Cover Sets
369,2020-10-10,85757.0,Duvet Cover Sets
370,2020-10-11,85757.0,Duvet Cover Sets
371,2020-10-12,85757.0,Duvet Cover Sets
372,2020-10-13,85757.0,Duvet Cover Sets
373,2020-10-14,85757.0,Duvet Cover Sets
374,2020-10-15,85757.0,Duvet Cover Sets
375,2020-10-16,85757.0,Duvet Cover Sets
376,2020-10-17,29158.0,Duvet Cover Sets
377,2020-10-18,29158.0,Duvet Cover Sets
378,2020-10-19,29158.0,Duvet Cover Sets
379,2020-10-20,29158.0,Duvet Cover Sets
380,2020-10-21,29158.0,Duvet Cover Sets
381,2020-10-22,29158.0,Duvet Cover Sets
382,2020-10-23,29158.0,Duvet Cover Sets
383,2020-10-24,29158.0,Duvet Cover Sets
384,2020-10-25,41488.0,Duvet Cover Sets
385,2020-10-26,41488.0,Duvet Cover Sets
386,2020-10-27,33176.0,Duvet Cover Sets
387,2020-10-28,33176.0,Duvet Cover Sets
388,2020-10-29,33176.0,Duvet Cover Sets
389,2020-10-30,33176.0,Duvet Cover Sets
390,2020-10-31,33176.0,Duvet Cover Sets
391,2020-11-01,33176.0,Duvet Cover Sets
392,2020-11-02,33176.0,Duvet Cover Sets
393,2020-11-03,33176.0,Duvet Cover Sets
394,2020-11-04,33176.0,Duvet Cover Sets
395,2020-11-05,33176.0,Duvet Cover Sets
396,2020-11-06,52593.0,Duvet Cover Sets
397,2020-11-07,44131.0,Duvet Cover Sets
398,2020-11-08,44131.0,Duvet Cover Sets
399,2020-11-09,44131.0,Duvet Cover Sets
400,2020-11-10,44131.0,Duvet Cover Sets
401,2020-11-11,44131.0,Duvet Cover Sets
402,2020-11-12,44131.0,Duvet Cover Sets
403,2020-11-13,44131.0,Duvet Cover Sets
404,2020-11-14,44131.0,Duvet Cover Sets
405,2020-11-15,44131.0,Duvet Cover Sets
406,2020-11-16,44131.0,Duvet Cover Sets
407,2020-11-17,44131.0,Duvet Cover Sets
408,2020-11-18,44131.0,Duvet Cover Sets
409,2020-11-19,44131.0,Duvet Cover Sets
410,2020-11-20,44131.0,Duvet Cover Sets
411,2020-11-21,44131.0,Duvet Cover Sets
412,2020-11-22,44131.0,Duvet Cover Sets
413,2020-11-23,44131.0,Duvet Cover Sets
414,2020-11-24,44131.0,Duvet Cover Sets
415,2020-11-25,50908.0,Duvet Cover Sets
416,2020-11-26,50908.0,Duvet Cover Sets
417,2020-11-27,50908.0,Duvet Cover Sets
418,2020-11-28,50908.0,Duvet Cover Sets
419,2020-11-29,50908.0,Duvet Cover Sets
420,2020-11-30,50908.0,Duvet Cover Sets
421,2020-12-01,50908.0,Duvet Cover Sets
422,2020-12-02,50908.0,Duvet Cover Sets
423,2020-12-03,75386.0,Duvet Cover Sets
424,2020-12-04,75386.0,Duvet Cover Sets
425,2020-12-05,75386.0,Duvet Cover Sets
426,2020-12-06,75386.0,Duvet Cover Sets
427,2020-12-07,57017.0,Duvet Cover Sets
428,2020-12-08,70777.0,Duvet Cover Sets
429,2020-12-09,70777.0,Duvet Cover Sets
430,2020-12-10,70777.0,Duvet Cover Sets
431,2020-12-11,70777.0,Duvet Cover Sets
432,2020-12-12,70777.0,Duvet Cover Sets
433,2020-12-13,60135.0,Duvet Cover Sets
434,2020-12-14,60135.0,Duvet Cover Sets
435,2020-12-15,60135.0,Duvet Cover Sets
436,2020-12-16,60135.0,Duvet Cover Sets
437,2020-12-17,60135.0,Duvet Cover Sets
438,2020-12-18,60135.0,Duvet Cover Sets
439,2020-12-19,60135.0,Duvet Cover Sets
440,2020-12-20,60135.0,Duvet Cover Sets
441,2020-12-21,60135.0,Duvet Cover Sets
442,2020-12-22,60135.0,Duvet Cover Sets
443,2020-12-23,60135.0,Duvet Cover Sets
444,2020-12-24,45149.0,Duvet Cover Sets
445,2020-12-25,45149.0,Duvet Cover Sets
446,2020-12-26,45149.0,Duvet Cover Sets
447,2020-12-27,45149.0,Duvet Cover Sets
448,2020-12-28,45149.0,Duvet Cover Sets
449,2020-12-29,45149.0,Duvet Cover Sets
450,2020-12-30,45149.0,Duvet Cover Sets
451,2020-12-31,45149.0,Duvet Cover Sets
452,2021-01-01,45149.0,Duvet Cover Sets
453,2021-01-02,45149.0,Duvet Cover Sets
454,2021-01-03,45149.0,Duvet Cover Sets
455,2021-01-04,45061.0,Duvet Cover Sets
456,2021-01-05,45061.0,Duvet Cover Sets
457,2021-01-06,45061.0,Duvet Cover Sets
458,2021-01-07,45061.0,Duvet Cover Sets
459,2021-01-08,39940.0,Duvet Cover Sets
460,2021-01-09,39940.0,Duvet Cover Sets
461,2021-01-10,38486.0,Duvet Cover Sets
462,2021-01-11,38486.0,Duvet Cover Sets
463,2021-01-12,38486.0,Duvet Cover Sets
464,2021-01-13,38486.0,Duvet Cover Sets
465,2021-01-14,38486.0,Duvet Cover Sets
466,2021-01-15,38486.0,Duvet Cover Sets
467,2021-01-16,38486.0,Duvet Cover Sets
468,2021-01-17,38486.0,Duvet Cover Sets
469,2021-01-18,38486.0,Duvet Cover Sets
470,2021-01-19,38486.0,Duvet Cover Sets
471,2021-01-20,38486.0,Duvet Cover Sets
472,2021-01-21,38486.0,Duvet Cover Sets
473,2021-01-22,93726.0,Duvet Cover Sets
474,2021-01-23,93726.0,Duvet Cover Sets
475,2021-01-24,93726.0,Duvet Cover Sets
476,2021-01-25,93726.0,Duvet Cover Sets
477,2021-01-26,93726.0,Duvet Cover Sets
478,2021-01-27,93726.0,Duvet Cover Sets
479,2021-01-28,93726.0,Duvet Cover Sets
480,2021-01-29,93726.0,Duvet Cover Sets
481,2021-01-30,93726.0,Duvet Cover Sets
482,2021-01-31,52679.0,Duvet Cover Sets
483,2021-02-01,49262.0,Duvet Cover Sets
484,2021-02-02,49262.0,Duvet Cover Sets
485,2021-02-03,65998.0,Duvet Cover Sets
486,2021-02-04,65998.0,Duvet Cover Sets
487,2021-02-05,65998.0,Duvet Cover Sets
488,2021-02-06,65998.0,Duvet Cover Sets
489,2021-02-07,65998.0,Duvet Cover Sets
490,2021-02-08,65998.0,Duvet Cover Sets
491,2021-02-09,65998.0,Duvet Cover Sets
492,2021-02-10,65998.0,Duvet Cover Sets
493,2021-02-11,53537.0,Duvet Cover Sets
494,2021-02-12,52976.0,Duvet Cover Sets
495,2021-02-13,52976.0,Duvet Cover Sets
496,2021-02-14,52976.0,Duvet Cover Sets
497,2021-02-15,52976.0,Duvet Cover Sets
498,2021-02-16,52976.0,Duvet Cover Sets
499,2021-02-17,52976.0,Duvet Cover Sets
500,2021-02-18,51908.0,Duvet Cover Sets
501,2021-02-19,51908.0,Duvet Cover Sets
502,2021-02-20,51908.0,Duvet Cover Sets
503,2021-02-21,51908.0,Duvet Cover Sets
504,2021-02-22,51908.0,Duvet Cover Sets
505,2021-02-23,70444.0,Duvet Cover Sets
506,2021-02-24,70444.0,Duvet Cover Sets
507,2021-02-25,70444.0,Duvet Cover Sets
508,2021-02-26,70444.0,Duvet Cover Sets
509,2021-02-27,70444.0,Duvet Cover Sets
510,2021-02-28,70444.0,Duvet Cover Sets
511,2021-03-01,70444.0,Duvet Cover Sets
512,2021-03-02,70444.0,Duvet Cover Sets
513,2021-03-03,70444.0,Duvet Cover Sets
514,2021-03-04,70444.0,Duvet Cover Sets
515,2021-03-05,70444.0,Duvet Cover Sets
516,2021-03-06,70444.0,Duvet Cover Sets
517,2021-03-07,47407.0,Duvet Cover Sets
518,2021-03-08,47407.0,Duvet Cover Sets
519,2021-03-09,47407.0,Duvet Cover Sets
520,2021-03-10,47407.0,Duvet Cover Sets
521,2021-03-11,47407.0,Duvet Cover Sets
522,2021-03-12,55729.0,Duvet Cover Sets
523,2021-03-13,55729.0,Duvet Cover Sets
524,2021-03-14,55729.0,Duvet Cover Sets
525,2021-03-15,53396.0,Duvet Cover Sets
526,2021-03-16,53396.0,Duvet Cover Sets
527,2021-03-17,46068.0,Duvet Cover Sets
528,2021-03-18,46068.0,Duvet Cover Sets
529,2021-03-19,46068.0,Duvet Cover Sets
530,2021-03-20,46068.0,Duvet Cover Sets
531,2021-03-21,46068.0,Duvet Cover Sets
532,2021-03-22,46068.0,Duvet Cover Sets
533,2021-03-23,46068.0,Duvet Cover Sets
534,2021-03-24,46068.0,Duvet Cover Sets
535,2021-03-25,54383.0,Duvet Cover Sets
536,2021-03-26,54383.0,Duvet Cover Sets
537,2021-03-27,54383.0,Duvet Cover Sets
538,2021-03-28,47948.0,Duvet Cover Sets
539,2021-03-29,47948.0,Duvet Cover Sets
540,2021-03-30,47948.0,Duvet Cover Sets
541,2021-03-31,47948.0,Duvet Cover Sets
542,2021-04-01,79739.0,Duvet Cover Sets
543,2021-04-02,79739.0,Duvet Cover Sets
544,2021-04-03,48541.0,Duvet Cover Sets
545,2021-04-04,48541.0,Duvet Cover Sets
546,2021-04-05,48541.0,Duvet Cover Sets
547,2021-04-06,67292.0,Duvet Cover Sets
548,2021-04-07,67292.0,Duvet Cover Sets
549,2021-04-08,67292.0,Duvet Cover Sets
550,2021-04-09,67292.0,Duvet Cover Sets
551,2021-04-10,67292.0,Duvet Cover Sets
552,2021-04-11,76801.0,Duvet Cover Sets
553,2021-04-12,76801.0,Duvet Cover Sets
554,2021-04-13,76801.0,Duvet Cover Sets
555,2021-04-14,76891.0,Duvet Cover Sets
556,2021-04-15,76891.0,Duvet Cover Sets
557,2021-04-16,76891.0,Duvet Cover Sets
