,date,value,name_B07WH5R1X3
0,2019-10-07,14950.0,Duvet Cover Sets
1,2019-10-08,18757.0,Duvet Cover Sets
2,2019-10-09,21883.0,Duvet Cover Sets
3,2019-10-10,13363.0,Duvet Cover Sets
4,2019-10-11,14354.0,Duvet Cover Sets
5,2019-10-12,12085.0,Duvet Cover Sets
6,2019-10-13,12503.0,Duvet Cover Sets
7,2019-10-14,8416.0,Duvet Cover Sets
8,2019-10-15,8416.0,Duvet Cover Sets
9,2019-10-16,12460.0,Duvet Cover Sets
10,2019-10-17,13768.0,Duvet Cover Sets
11,2019-10-18,9945.0,Duvet Cover Sets
12,2019-10-19,10128.0,Duvet Cover Sets
13,2019-10-20,7083.0,Duvet Cover Sets
14,2019-10-21,10304.0,Duvet Cover Sets
15,2019-10-22,10304.0,Duvet Cover Sets
16,2019-10-23,10304.0,Duvet Cover Sets
17,2019-10-24,7756.0,Duvet Cover Sets
18,2019-10-25,9596.0,Duvet Cover Sets
19,2019-10-26,8984.0,Duvet Cover Sets
20,2019-10-27,10532.0,Duvet Cover Sets
21,2019-10-28,10532.0,Duvet Cover Sets
22,2019-10-29,12436.0,Duvet Cover Sets
23,2019-10-30,13107.0,Duvet Cover Sets
24,2019-10-31,8204.0,Duvet Cover Sets
25,2019-11-01,9171.0,Duvet Cover Sets
26,2019-11-02,10307.0,Duvet Cover Sets
27,2019-11-03,10504.0,Duvet Cover Sets
28,2019-11-04,8540.0,Duvet Cover Sets
29,2019-11-05,6404.0,Duvet Cover Sets
30,2019-11-06,7721.0,Duvet Cover Sets
31,2019-11-07,9196.0,Duvet Cover Sets
32,2019-11-08,6695.0,Duvet Cover Sets
33,2019-11-09,6456.0,Duvet Cover Sets
34,2019-11-10,4947.0,Duvet Cover Sets
35,2019-11-11,5366.0,Duvet Cover Sets
36,2019-11-12,5366.0,Duvet Cover Sets
37,2019-11-13,6042.0,Duvet Cover Sets
38,2019-11-14,5542.0,Duvet Cover Sets
39,2019-11-15,6812.0,Duvet Cover Sets
40,2019-11-16,6812.0,Duvet Cover Sets
41,2019-11-17,6239.0,Duvet Cover Sets
42,2019-11-18,7178.0,Duvet Cover Sets
43,2019-11-19,7262.0,Duvet Cover Sets
44,2019-11-20,7262.0,Duvet Cover Sets
45,2019-11-21,5996.0,Duvet Cover Sets
46,2019-11-22,5733.0,Duvet Cover Sets
47,2019-11-23,5717.0,Duvet Cover Sets
48,2019-11-24,6319.0,Duvet Cover Sets
49,2019-11-25,5787.0,Duvet Cover Sets
50,2019-11-26,7185.0,Duvet Cover Sets
51,2019-11-27,7103.0,Duvet Cover Sets
52,2019-11-28,8601.0,Duvet Cover Sets
53,2019-11-29,7286.0,Duvet Cover Sets
54,2019-11-30,8328.0,Duvet Cover Sets
55,2019-12-01,9244.0,Duvet Cover Sets
56,2019-12-02,8529.0,Duvet Cover Sets
57,2019-12-03,8390.0,Duvet Cover Sets
58,2019-12-04,8844.0,Duvet Cover Sets
59,2019-12-05,7287.0,Duvet Cover Sets
60,2019-12-06,7287.0,Duvet Cover Sets
61,2019-12-07,9822.0,Duvet Cover Sets
62,2019-12-08,10662.0,Duvet Cover Sets
63,2019-12-09,11497.0,Duvet Cover Sets
64,2019-12-10,10744.0,Duvet Cover Sets
65,2019-12-11,10685.0,Duvet Cover Sets
66,2019-12-12,11616.0,Duvet Cover Sets
67,2019-12-13,11113.0,Duvet Cover Sets
68,2019-12-14,10446.0,Duvet Cover Sets
69,2019-12-15,15097.0,Duvet Cover Sets
70,2019-12-16,14108.0,Duvet Cover Sets
71,2019-12-17,11398.0,Duvet Cover Sets
72,2019-12-18,11398.0,Duvet Cover Sets
73,2019-12-19,11398.0,Duvet Cover Sets
74,2019-12-20,13910.0,Duvet Cover Sets
75,2019-12-21,13910.0,Duvet Cover Sets
76,2019-12-22,13910.0,Duvet Cover Sets
77,2019-12-23,13910.0,Duvet Cover Sets
78,2019-12-24,10633.0,Duvet Cover Sets
79,2019-12-25,9374.0,Duvet Cover Sets
80,2019-12-26,7613.0,Duvet Cover Sets
81,2019-12-27,7613.0,Duvet Cover Sets
82,2019-12-28,7613.0,Duvet Cover Sets
83,2019-12-29,7613.0,Duvet Cover Sets
84,2019-12-30,7613.0,Duvet Cover Sets
85,2019-12-31,7613.0,Duvet Cover Sets
86,2020-01-01,7613.0,Duvet Cover Sets
87,2020-01-02,7613.0,Duvet Cover Sets
88,2020-01-03,8278.0,Duvet Cover Sets
89,2020-01-04,8278.0,Duvet Cover Sets
90,2020-01-05,8278.0,Duvet Cover Sets
91,2020-01-06,8278.0,Duvet Cover Sets
92,2020-01-07,7947.0,Duvet Cover Sets
93,2020-01-08,7947.0,Duvet Cover Sets
94,2020-01-09,8053.0,Duvet Cover Sets
95,2020-01-10,8053.0,Duvet Cover Sets
96,2020-01-11,8063.0,Duvet Cover Sets
97,2020-01-12,8063.0,Duvet Cover Sets
98,2020-01-13,8063.0,Duvet Cover Sets
99,2020-01-14,8063.0,Duvet Cover Sets
100,2020-01-15,8063.0,Duvet Cover Sets
101,2020-01-16,7840.0,Duvet Cover Sets
102,2020-01-17,7840.0,Duvet Cover Sets
103,2020-01-18,7840.0,Duvet Cover Sets
104,2020-01-19,7840.0,Duvet Cover Sets
105,2020-01-20,46069.0,Duvet Cover Sets
106,2020-01-21,36549.0,Duvet Cover Sets
107,2020-01-22,49113.0,Duvet Cover Sets
108,2020-01-23,49661.0,Duvet Cover Sets
109,2020-01-24,39543.0,Duvet Cover Sets
110,2020-01-25,53826.0,Duvet Cover Sets
111,2020-01-26,72207.0,Duvet Cover Sets
112,2020-01-27,35730.0,Duvet Cover Sets
113,2020-01-28,40755.0,Duvet Cover Sets
114,2020-01-29,41647.0,Duvet Cover Sets
115,2020-01-30,75140.0,Duvet Cover Sets
116,2020-01-31,33385.0,Duvet Cover Sets
117,2020-02-01,28184.0,Duvet Cover Sets
118,2020-02-02,34008.0,Duvet Cover Sets
119,2020-02-03,39422.0,Duvet Cover Sets
120,2020-02-04,49449.0,Duvet Cover Sets
121,2020-02-05,30286.0,Duvet Cover Sets
122,2020-02-06,30286.0,Duvet Cover Sets
123,2020-02-07,52730.0,Duvet Cover Sets
124,2020-02-08,43161.0,Duvet Cover Sets
125,2020-02-09,39735.0,Duvet Cover Sets
126,2020-02-10,29978.0,Duvet Cover Sets
127,2020-02-11,29978.0,Duvet Cover Sets
128,2020-02-12,24029.0,Duvet Cover Sets
129,2020-02-13,27316.0,Duvet Cover Sets
130,2020-02-14,24274.0,Duvet Cover Sets
131,2020-02-15,20457.0,Duvet Cover Sets
132,2020-02-16,23636.0,Duvet Cover Sets
133,2020-02-17,22888.0,Duvet Cover Sets
134,2020-02-18,22888.0,Duvet Cover Sets
135,2020-02-19,35004.0,Duvet Cover Sets
136,2020-02-20,33259.0,Duvet Cover Sets
137,2020-02-21,33259.0,Duvet Cover Sets
138,2020-02-22,33259.0,Duvet Cover Sets
139,2020-02-23,33259.0,Duvet Cover Sets
140,2020-02-24,33259.0,Duvet Cover Sets
141,2020-02-25,22980.0,Duvet Cover Sets
142,2020-02-26,20296.0,Duvet Cover Sets
143,2020-02-27,20296.0,Duvet Cover Sets
144,2020-02-28,21391.0,Duvet Cover Sets
145,2020-02-29,28593.0,Duvet Cover Sets
146,2020-03-01,28593.0,Duvet Cover Sets
147,2020-03-02,20283.0,Duvet Cover Sets
148,2020-03-03,20283.0,Duvet Cover Sets
149,2020-03-04,20283.0,Duvet Cover Sets
150,2020-03-05,20283.0,Duvet Cover Sets
151,2020-03-06,20283.0,Duvet Cover Sets
152,2020-03-07,23591.0,Duvet Cover Sets
153,2020-03-08,19140.0,Duvet Cover Sets
154,2020-03-09,25599.0,Duvet Cover Sets
155,2020-03-10,21742.0,Duvet Cover Sets
156,2020-03-11,21742.0,Duvet Cover Sets
157,2020-03-12,21742.0,Duvet Cover Sets
158,2020-03-13,21742.0,Duvet Cover Sets
159,2020-03-14,36451.0,Duvet Cover Sets
160,2020-03-15,36451.0,Duvet Cover Sets
161,2020-03-16,36451.0,Duvet Cover Sets
162,2020-03-17,36451.0,Duvet Cover Sets
163,2020-03-18,36451.0,Duvet Cover Sets
164,2020-03-19,36451.0,Duvet Cover Sets
165,2020-03-20,36451.0,Duvet Cover Sets
166,2020-03-21,36451.0,Duvet Cover Sets
167,2020-03-22,36451.0,Duvet Cover Sets
168,2020-03-23,36451.0,Duvet Cover Sets
169,2020-03-24,36451.0,Duvet Cover Sets
170,2020-03-25,36451.0,Duvet Cover Sets
171,2020-03-26,36451.0,Duvet Cover Sets
172,2020-03-27,37709.0,Duvet Cover Sets
173,2020-03-28,37709.0,Duvet Cover Sets
174,2020-03-29,37709.0,Duvet Cover Sets
175,2020-03-30,37709.0,Duvet Cover Sets
176,2020-03-31,37709.0,Duvet Cover Sets
177,2020-04-01,29689.0,Duvet Cover Sets
178,2020-04-02,29689.0,Duvet Cover Sets
179,2020-04-03,29689.0,Duvet Cover Sets
180,2020-04-04,29689.0,Duvet Cover Sets
