,date,value,name_B08KDKQMRP
0,2020-10-04,20079.0,Tablecloths
1,2020-10-05,20079.0,Tablecloths
2,2020-10-06,17527.0,Tablecloths
3,2020-10-07,17527.0,Tablecloths
4,2020-10-08,15899.0,Tablecloths
5,2020-10-09,15899.0,Tablecloths
6,2020-10-10,14757.0,Tablecloths
7,2020-10-11,14757.0,Tablecloths
8,2020-10-12,14757.0,Tablecloths
9,2020-10-13,20645.0,Tablecloths
10,2020-10-14,20645.0,Tablecloths
11,2020-10-15,20645.0,Tablecloths
12,2020-10-16,20645.0,Tablecloths
13,2020-10-17,38373.0,Tablecloths
14,2020-10-18,38373.0,Tablecloths
15,2020-10-19,38373.0,Tablecloths
16,2020-10-20,38373.0,Tablecloths
17,2020-10-21,38373.0,Tablecloths
18,2020-10-22,38373.0,Tablecloths
19,2020-10-23,38373.0,Tablecloths
20,2020-10-24,38373.0,Tablecloths
21,2020-10-25,38373.0,Tablecloths
22,2020-10-26,31208.0,Tablecloths
23,2020-10-27,31208.0,Tablecloths
24,2020-10-28,31208.0,Tablecloths
25,2020-10-29,28033.0,Tablecloths
26,2020-10-30,28033.0,Tablecloths
27,2020-10-31,28033.0,Tablecloths
28,2020-11-01,28033.0,Tablecloths
29,2020-11-02,46120.0,Tablecloths
30,2020-11-03,46120.0,Tablecloths
31,2020-11-04,33379.0,Tablecloths
32,2020-11-05,33379.0,Tablecloths
33,2020-11-06,33379.0,Tablecloths
34,2020-11-07,39274.0,Tablecloths
35,2020-11-08,39274.0,Tablecloths
36,2020-11-09,39274.0,Tablecloths
37,2020-11-10,39274.0,Tablecloths
38,2020-11-11,39274.0,Tablecloths
39,2020-11-12,57273.0,Tablecloths
40,2020-11-13,57273.0,Tablecloths
41,2020-11-14,57273.0,Tablecloths
42,2020-11-15,57273.0,Tablecloths
43,2020-11-16,57273.0,Tablecloths
44,2020-11-17,57273.0,Tablecloths
45,2020-11-18,57273.0,Tablecloths
46,2020-11-19,57273.0,Tablecloths
47,2020-11-20,24696.0,Tablecloths
48,2020-11-21,24696.0,Tablecloths
49,2020-11-22,24696.0,Tablecloths
50,2020-11-23,24696.0,Tablecloths
51,2020-11-24,24696.0,Tablecloths
52,2020-11-25,24696.0,Tablecloths
53,2020-11-26,24696.0,Tablecloths
54,2020-11-27,24696.0,Tablecloths
55,2020-11-28,84756.0,Tablecloths
56,2020-11-29,84756.0,Tablecloths
57,2020-11-30,84756.0,Tablecloths
58,2020-12-01,84756.0,Tablecloths
59,2020-12-02,84756.0,Tablecloths
60,2020-12-03,84756.0,Tablecloths
61,2020-12-04,91717.0,Tablecloths
62,2020-12-05,91717.0,Tablecloths
63,2020-12-06,91717.0,Tablecloths
64,2020-12-07,91717.0,Tablecloths
65,2020-12-08,91717.0,Tablecloths
66,2020-12-09,91717.0,Tablecloths
67,2020-12-10,91717.0,Tablecloths
68,2020-12-11,91717.0,Tablecloths
69,2020-12-12,91717.0,Tablecloths
70,2020-12-13,91717.0,Tablecloths
71,2020-12-14,91717.0,Tablecloths
72,2020-12-15,83724.0,Tablecloths
73,2020-12-16,83724.0,Tablecloths
74,2020-12-17,83724.0,Tablecloths
75,2020-12-18,83724.0,Tablecloths
76,2020-12-19,73374.0,Tablecloths
77,2020-12-20,73374.0,Tablecloths
78,2020-12-21,73374.0,Tablecloths
79,2020-12-22,73374.0,Tablecloths
80,2020-12-23,73374.0,Tablecloths
81,2020-12-24,52371.0,Tablecloths
82,2020-12-25,54143.0,Tablecloths
83,2020-12-26,54143.0,Tablecloths
84,2020-12-27,54143.0,Tablecloths
85,2020-12-28,54143.0,Tablecloths
86,2020-12-29,54143.0,Tablecloths
87,2020-12-30,54143.0,Tablecloths
88,2020-12-31,54143.0,Tablecloths
89,2021-01-01,54143.0,Tablecloths
90,2021-01-02,43356.0,Tablecloths
91,2021-01-03,43356.0,Tablecloths
92,2021-01-04,43356.0,Tablecloths
93,2021-01-05,21481.0,Tablecloths
94,2021-01-06,21481.0,Tablecloths
95,2021-01-07,21481.0,Tablecloths
96,2021-01-08,30404.0,Tablecloths
97,2021-01-09,30404.0,Tablecloths
98,2021-01-10,30404.0,Tablecloths
99,2021-01-11,30404.0,Tablecloths
100,2021-01-12,13526.0,Tablecloths
101,2021-01-13,19386.0,Tablecloths
102,2021-01-14,28808.0,Tablecloths
103,2021-01-15,28808.0,Tablecloths
104,2021-01-16,24845.0,Tablecloths
105,2021-01-17,26506.0,Tablecloths
106,2021-01-18,18700.0,Tablecloths
107,2021-01-19,18700.0,Tablecloths
108,2021-01-20,18700.0,Tablecloths
109,2021-01-21,17381.0,Tablecloths
110,2021-01-22,17381.0,Tablecloths
111,2021-01-23,17381.0,Tablecloths
112,2021-01-24,27816.0,Tablecloths
113,2021-01-25,27816.0,Tablecloths
114,2021-01-26,27816.0,Tablecloths
115,2021-01-27,27816.0,Tablecloths
116,2021-01-28,15415.0,Tablecloths
117,2021-01-29,19037.0,Tablecloths
118,2021-01-30,19258.0,Tablecloths
119,2021-01-31,19258.0,Tablecloths
120,2021-02-01,22720.0,Tablecloths
121,2021-02-02,23196.0,Tablecloths
122,2021-02-03,23196.0,Tablecloths
123,2021-02-04,20765.0,Tablecloths
124,2021-02-05,14026.0,Tablecloths
125,2021-02-06,14026.0,Tablecloths
126,2021-02-07,14026.0,Tablecloths
127,2021-02-08,12764.0,Tablecloths
128,2021-02-09,12764.0,Tablecloths
129,2021-02-10,12764.0,Tablecloths
130,2021-02-11,13458.0,Tablecloths
131,2021-02-12,13458.0,Tablecloths
132,2021-02-13,13458.0,Tablecloths
133,2021-02-14,13458.0,Tablecloths
134,2021-02-15,13458.0,Tablecloths
135,2021-02-16,13073.0,Tablecloths
136,2021-02-17,13073.0,Tablecloths
137,2021-02-18,13073.0,Tablecloths
138,2021-02-19,13186.0,Tablecloths
139,2021-02-20,13186.0,Tablecloths
140,2021-02-21,13186.0,Tablecloths
141,2021-02-22,13186.0,Tablecloths
142,2021-02-23,15541.0,Tablecloths
143,2021-02-24,15541.0,Tablecloths
144,2021-02-25,15609.0,Tablecloths
145,2021-02-26,11837.0,Tablecloths
146,2021-02-27,11837.0,Tablecloths
147,2021-02-28,20085.0,Tablecloths
148,2021-03-01,18858.0,Tablecloths
149,2021-03-02,18858.0,Tablecloths
150,2021-03-03,18858.0,Tablecloths
151,2021-03-04,22455.0,Tablecloths
152,2021-03-05,17628.0,Tablecloths
153,2021-03-06,17628.0,Tablecloths
154,2021-03-07,15035.0,Tablecloths
155,2021-03-08,15035.0,Tablecloths
156,2021-03-09,15035.0,Tablecloths
157,2021-03-10,10773.0,Tablecloths
158,2021-03-11,11235.0,Tablecloths
159,2021-03-12,11917.0,Tablecloths
160,2021-03-13,11917.0,Tablecloths
161,2021-03-14,11917.0,Tablecloths
162,2021-03-15,13617.0,Tablecloths
163,2021-03-16,9458.0,Tablecloths
164,2021-03-17,10044.0,Tablecloths
165,2021-03-18,10044.0,Tablecloths
166,2021-03-19,10262.0,Tablecloths
167,2021-03-20,8730.0,Tablecloths
168,2021-03-21,8730.0,Tablecloths
169,2021-03-22,9321.0,Tablecloths
170,2021-03-23,9766.0,Tablecloths
171,2021-03-24,12793.0,Tablecloths
172,2021-03-25,12793.0,Tablecloths
173,2021-03-26,8818.0,Tablecloths
174,2021-03-27,9809.0,Tablecloths
175,2021-03-28,9809.0,Tablecloths
176,2021-03-29,12928.0,Tablecloths
177,2021-03-30,16269.0,Tablecloths
178,2021-03-31,12398.0,Tablecloths
179,2021-04-01,7244.0,Tablecloths
180,2021-04-02,8430.0,Tablecloths
181,2021-04-03,9611.0,Tablecloths
182,2021-04-04,9611.0,Tablecloths
183,2021-04-05,9611.0,Tablecloths
184,2021-04-06,18717.0,Tablecloths
185,2021-04-07,10171.0,Tablecloths
186,2021-04-08,11876.0,Tablecloths
187,2021-04-09,11876.0,Tablecloths
188,2021-04-10,8807.0,Tablecloths
189,2021-04-11,8807.0,Tablecloths
190,2021-04-12,18556.0,Tablecloths
191,2021-04-13,9176.0,Tablecloths
192,2021-04-14,12672.0,Tablecloths
193,2021-04-15,13809.0,Tablecloths
194,2021-04-16,12177.0,Tablecloths
195,2021-04-17,12177.0,Tablecloths
196,2021-04-18,12177.0,Tablecloths
197,2021-04-19,12177.0,Tablecloths
198,2021-04-20,8757.0,Tablecloths
199,2021-04-21,8757.0,Tablecloths
200,2021-04-22,6331.0,Tablecloths
201,2021-04-23,6511.0,Tablecloths
202,2021-04-24,7061.0,Tablecloths
203,2021-04-25,7061.0,Tablecloths
204,2021-04-26,9497.0,Tablecloths
205,2021-04-27,9497.0,Tablecloths
206,2021-04-28,3391.0,Tablecloths
207,2021-04-29,3391.0,Tablecloths
208,2021-04-30,5566.0,Tablecloths
209,2021-05-01,6131.0,Tablecloths
210,2021-05-02,6131.0,Tablecloths
211,2021-05-03,6496.0,Tablecloths
212,2021-05-04,6496.0,Tablecloths
213,2021-05-05,4159.0,Tablecloths
214,2021-05-06,4787.0,Tablecloths
215,2021-05-07,4787.0,Tablecloths
216,2021-05-08,4354.0,Tablecloths
217,2021-05-09,4354.0,Tablecloths
218,2021-05-10,4354.0,Tablecloths
219,2021-05-11,4085.0,Tablecloths
220,2021-05-12,4456.0,Tablecloths
221,2021-05-13,4841.0,Tablecloths
222,2021-05-14,4949.0,Tablecloths
223,2021-05-15,4820.0,Tablecloths
224,2021-05-16,4820.0,Tablecloths
225,2021-05-17,8088.0,Tablecloths
226,2021-05-18,8088.0,Tablecloths
227,2021-05-19,2737.0,Tablecloths
228,2021-05-20,3423.0,Tablecloths
229,2021-05-21,3423.0,Tablecloths
230,2021-05-22,3830.0,Tablecloths
231,2021-05-23,3830.0,Tablecloths
232,2021-05-24,3830.0,Tablecloths
233,2021-05-25,3464.0,Tablecloths
234,2021-05-26,2391.0,Tablecloths
235,2021-05-27,3231.0,Tablecloths
236,2021-05-28,4175.0,Tablecloths
237,2021-05-29,4049.0,Tablecloths
238,2021-05-30,4049.0,Tablecloths
239,2021-05-31,4352.0,Tablecloths
240,2021-06-01,4595.0,Tablecloths
241,2021-06-02,5137.0,Tablecloths
242,2021-06-03,3427.0,Tablecloths
243,2021-06-04,3427.0,Tablecloths
244,2021-06-05,3427.0,Tablecloths
245,2021-06-06,4777.0,Tablecloths
246,2021-06-07,5073.0,Tablecloths
247,2021-06-08,5073.0,Tablecloths
248,2021-06-09,3701.0,Tablecloths
249,2021-06-10,3701.0,Tablecloths
250,2021-06-11,3701.0,Tablecloths
251,2021-06-12,3662.0,Tablecloths
252,2021-06-13,5330.0,Tablecloths
253,2021-06-14,5330.0,Tablecloths
254,2021-06-15,4587.0,Tablecloths
255,2021-06-16,3531.0,Tablecloths
256,2021-06-17,4265.0,Tablecloths
257,2021-06-18,3983.0,Tablecloths
258,2021-06-19,3983.0,Tablecloths
259,2021-06-20,6443.0,Tablecloths
260,2021-06-21,10234.0,Tablecloths
261,2021-06-22,10234.0,Tablecloths
262,2021-06-23,7138.0,Tablecloths
263,2021-06-24,5350.0,Tablecloths
264,2021-06-25,5350.0,Tablecloths
265,2021-06-26,5207.0,Tablecloths
266,2021-06-27,5207.0,Tablecloths
267,2021-06-28,9905.0,Tablecloths
268,2021-06-29,9905.0,Tablecloths
269,2021-06-30,6457.0,Tablecloths
270,2021-07-01,6677.0,Tablecloths
271,2021-07-02,9781.0,Tablecloths
272,2021-07-03,9781.0,Tablecloths
273,2021-07-04,11418.0,Tablecloths
274,2021-07-05,11418.0,Tablecloths
275,2021-07-06,11418.0,Tablecloths
276,2021-07-07,7128.0,Tablecloths
277,2021-07-08,7128.0,Tablecloths
278,2021-07-09,7128.0,Tablecloths
279,2021-07-10,7128.0,Tablecloths
280,2021-07-11,8208.0,Tablecloths
