,date,value,name_B07PQN119V
96,2020-09-01,17489.0,Incandescent Bulbs
97,2020-09-02,14976.0,Incandescent Bulbs
98,2020-09-03,14976.0,Incandescent Bulbs
99,2020-09-04,14976.0,Incandescent Bulbs
100,2020-09-05,18403.0,Incandescent Bulbs
101,2020-09-06,18403.0,Incandescent Bulbs
102,2020-09-07,18403.0,Incandescent Bulbs
103,2020-09-08,18403.0,Incandescent Bulbs
104,2020-09-09,18265.0,Incandescent Bulbs
105,2020-09-10,18265.0,Incandescent Bulbs
106,2020-09-11,18265.0,Incandescent Bulbs
107,2020-09-12,18265.0,Incandescent Bulbs
108,2020-09-13,18265.0,Incandescent Bulbs
109,2020-09-14,18265.0,Incandescent Bulbs
110,2020-09-15,18265.0,Incandescent Bulbs
111,2020-09-16,18265.0,Incandescent Bulbs
112,2020-09-17,19797.0,Incandescent Bulbs
113,2020-09-18,19797.0,Incandescent Bulbs
114,2020-09-19,19797.0,Incandescent Bulbs
115,2020-09-20,20045.0,Incandescent Bulbs
116,2020-09-21,16386.0,Incandescent Bulbs
117,2020-09-22,16386.0,Incandescent Bulbs
118,2020-09-23,16386.0,Incandescent Bulbs
119,2020-09-24,17240.0,Incandescent Bulbs
120,2020-09-25,17240.0,Incandescent Bulbs
121,2020-09-26,17240.0,Incandescent Bulbs
122,2020-09-27,17240.0,Incandescent Bulbs
123,2020-09-28,17240.0,Incandescent Bulbs
124,2020-09-29,17240.0,Incandescent Bulbs
125,2020-09-30,18552.0,Incandescent Bulbs
126,2020-10-01,18552.0,Incandescent Bulbs
127,2020-10-02,18552.0,Incandescent Bulbs
128,2020-10-03,18552.0,Incandescent Bulbs
129,2020-10-04,18552.0,Incandescent Bulbs
130,2020-10-05,18552.0,Incandescent Bulbs
131,2020-10-06,18552.0,Incandescent Bulbs
132,2020-10-07,18552.0,Incandescent Bulbs
133,2020-10-08,18552.0,Incandescent Bulbs
134,2020-10-09,18552.0,Incandescent Bulbs
135,2020-10-10,18552.0,Incandescent Bulbs
136,2020-10-11,33725.0,Incandescent Bulbs
137,2020-10-12,33725.0,Incandescent Bulbs
138,2020-10-13,33725.0,Incandescent Bulbs
139,2020-10-14,33725.0,Incandescent Bulbs
140,2020-10-15,33725.0,Incandescent Bulbs
141,2020-10-16,33725.0,Incandescent Bulbs
142,2020-10-17,36358.0,Incandescent Bulbs
143,2020-10-18,36358.0,Incandescent Bulbs
144,2020-10-19,36358.0,Incandescent Bulbs
145,2020-10-20,36358.0,Incandescent Bulbs
146,2020-10-21,36358.0,Incandescent Bulbs
147,2020-10-22,33455.0,Incandescent Bulbs
148,2020-10-23,33455.0,Incandescent Bulbs
149,2020-10-24,33455.0,Incandescent Bulbs
150,2020-10-25,33455.0,Incandescent Bulbs
151,2020-10-26,28148.0,Incandescent Bulbs
152,2020-10-27,28148.0,Incandescent Bulbs
153,2020-10-28,28148.0,Incandescent Bulbs
154,2020-10-29,28148.0,Incandescent Bulbs
155,2020-10-30,28148.0,Incandescent Bulbs
156,2020-10-31,28148.0,Incandescent Bulbs
157,2020-11-01,28320.0,Incandescent Bulbs
158,2020-11-02,26115.0,Incandescent Bulbs
159,2020-11-03,26115.0,Incandescent Bulbs
160,2020-11-04,39590.0,Incandescent Bulbs
161,2020-11-05,39590.0,Incandescent Bulbs
162,2020-11-06,39590.0,Incandescent Bulbs
163,2020-11-07,39590.0,Incandescent Bulbs
164,2020-11-08,39590.0,Incandescent Bulbs
165,2020-11-09,39590.0,Incandescent Bulbs
166,2020-11-10,39590.0,Incandescent Bulbs
167,2020-11-11,39590.0,Incandescent Bulbs
168,2020-11-12,39590.0,Incandescent Bulbs
169,2020-11-13,26429.0,Incandescent Bulbs
170,2020-11-14,26429.0,Incandescent Bulbs
171,2020-11-15,26429.0,Incandescent Bulbs
172,2020-11-16,26429.0,Incandescent Bulbs
173,2020-11-17,28988.0,Incandescent Bulbs
174,2020-11-18,28988.0,Incandescent Bulbs
175,2020-11-19,28988.0,Incandescent Bulbs
176,2020-11-20,31710.0,Incandescent Bulbs
177,2020-11-21,31710.0,Incandescent Bulbs
178,2020-11-22,31710.0,Incandescent Bulbs
179,2020-11-23,31710.0,Incandescent Bulbs
180,2020-11-24,31710.0,Incandescent Bulbs
181,2020-11-25,29428.0,Incandescent Bulbs
182,2020-11-26,29428.0,Incandescent Bulbs
183,2020-11-27,29428.0,Incandescent Bulbs
184,2020-11-28,29428.0,Incandescent Bulbs
185,2020-11-29,29428.0,Incandescent Bulbs
186,2020-11-30,26872.0,Incandescent Bulbs
187,2020-12-01,26872.0,Incandescent Bulbs
188,2020-12-02,26872.0,Incandescent Bulbs
189,2020-12-03,26872.0,Incandescent Bulbs
190,2020-12-04,26872.0,Incandescent Bulbs
191,2020-12-05,26872.0,Incandescent Bulbs
192,2020-12-06,26872.0,Incandescent Bulbs
193,2020-12-07,30716.0,Incandescent Bulbs
194,2020-12-08,30716.0,Incandescent Bulbs
195,2020-12-09,30716.0,Incandescent Bulbs
196,2020-12-10,30716.0,Incandescent Bulbs
197,2020-12-11,30716.0,Incandescent Bulbs
198,2020-12-12,30716.0,Incandescent Bulbs
199,2020-12-13,30716.0,Incandescent Bulbs
200,2020-12-14,30716.0,Incandescent Bulbs
201,2020-12-15,30716.0,Incandescent Bulbs
202,2020-12-16,30716.0,Incandescent Bulbs
203,2020-12-17,32705.0,Incandescent Bulbs
204,2020-12-18,32705.0,Incandescent Bulbs
205,2020-12-19,32705.0,Incandescent Bulbs
206,2020-12-20,32705.0,Incandescent Bulbs
207,2020-12-21,32705.0,Incandescent Bulbs
208,2020-12-22,32705.0,Incandescent Bulbs
209,2020-12-23,32705.0,Incandescent Bulbs
210,2020-12-24,25241.0,Incandescent Bulbs
211,2020-12-25,25241.0,Incandescent Bulbs
212,2020-12-26,25241.0,Incandescent Bulbs
213,2020-12-27,25241.0,Incandescent Bulbs
214,2020-12-28,25241.0,Incandescent Bulbs
215,2020-12-29,25241.0,Incandescent Bulbs
216,2020-12-30,28003.0,Incandescent Bulbs
217,2020-12-31,28003.0,Incandescent Bulbs
218,2021-01-01,27635.0,Incandescent Bulbs
219,2021-01-02,27635.0,Incandescent Bulbs
220,2021-01-03,27635.0,Incandescent Bulbs
221,2021-01-04,27635.0,Incandescent Bulbs
222,2021-01-05,27635.0,Incandescent Bulbs
223,2021-01-06,27635.0,Incandescent Bulbs
224,2021-01-07,27635.0,Incandescent Bulbs
225,2021-01-08,29718.0,Incandescent Bulbs
226,2021-01-09,32734.0,Incandescent Bulbs
227,2021-01-10,32734.0,Incandescent Bulbs
228,2021-01-11,32293.0,Incandescent Bulbs
229,2021-01-12,32293.0,Incandescent Bulbs
230,2021-01-13,32293.0,Incandescent Bulbs
231,2021-01-14,32293.0,Incandescent Bulbs
232,2021-01-15,32293.0,Incandescent Bulbs
233,2021-01-16,32293.0,Incandescent Bulbs
234,2021-01-17,32293.0,Incandescent Bulbs
235,2021-01-18,22744.0,Incandescent Bulbs
236,2021-01-19,22744.0,Incandescent Bulbs
237,2021-01-20,22744.0,Incandescent Bulbs
238,2021-01-21,22744.0,Incandescent Bulbs
239,2021-01-22,22744.0,Incandescent Bulbs
240,2021-01-23,22744.0,Incandescent Bulbs
241,2021-01-24,22744.0,Incandescent Bulbs
242,2021-01-25,29945.0,Incandescent Bulbs
243,2021-01-26,29945.0,Incandescent Bulbs
244,2021-01-27,29255.0,Incandescent Bulbs
245,2021-01-28,29255.0,Incandescent Bulbs
246,2021-01-29,29255.0,Incandescent Bulbs
247,2021-01-30,29255.0,Incandescent Bulbs
248,2021-01-31,29255.0,Incandescent Bulbs
249,2021-02-01,29255.0,Incandescent Bulbs
250,2021-02-02,29255.0,Incandescent Bulbs
251,2021-02-03,29255.0,Incandescent Bulbs
252,2021-02-04,29255.0,Incandescent Bulbs
253,2021-02-05,29255.0,Incandescent Bulbs
254,2021-02-06,29255.0,Incandescent Bulbs
255,2021-02-07,36579.0,Incandescent Bulbs
256,2021-02-08,36579.0,Incandescent Bulbs
257,2021-02-09,36579.0,Incandescent Bulbs
258,2021-02-10,36579.0,Incandescent Bulbs
259,2021-02-11,36579.0,Incandescent Bulbs
260,2021-02-12,36579.0,Incandescent Bulbs
261,2021-02-13,36579.0,Incandescent Bulbs
262,2021-02-14,36579.0,Incandescent Bulbs
263,2021-02-15,21439.0,Incandescent Bulbs
264,2021-02-16,21439.0,Incandescent Bulbs
265,2021-02-17,21439.0,Incandescent Bulbs
266,2021-02-18,21439.0,Incandescent Bulbs
267,2021-02-19,17349.0,Incandescent Bulbs
268,2021-02-20,17349.0,Incandescent Bulbs
269,2021-02-21,17349.0,Incandescent Bulbs
270,2021-02-22,11642.0,Incandescent Bulbs
271,2021-02-23,11642.0,Incandescent Bulbs
272,2021-02-24,11642.0,Incandescent Bulbs
273,2021-02-25,15654.0,Incandescent Bulbs
274,2021-02-26,15654.0,Incandescent Bulbs
275,2021-02-27,15654.0,Incandescent Bulbs
276,2021-02-28,15654.0,Incandescent Bulbs
277,2021-03-01,15654.0,Incandescent Bulbs
278,2021-03-02,18422.0,Incandescent Bulbs
279,2021-03-03,16075.0,Incandescent Bulbs
280,2021-03-04,16360.0,Incandescent Bulbs
281,2021-03-05,16231.0,Incandescent Bulbs
282,2021-03-06,16231.0,Incandescent Bulbs
283,2021-03-07,16231.0,Incandescent Bulbs
284,2021-03-08,13576.0,Incandescent Bulbs
285,2021-03-09,13576.0,Incandescent Bulbs
286,2021-03-10,13576.0,Incandescent Bulbs
287,2021-03-11,16059.0,Incandescent Bulbs
288,2021-03-12,16536.0,Incandescent Bulbs
289,2021-03-13,16536.0,Incandescent Bulbs
290,2021-03-14,16536.0,Incandescent Bulbs
291,2021-03-15,16536.0,Incandescent Bulbs
292,2021-03-16,16536.0,Incandescent Bulbs
293,2021-03-17,16536.0,Incandescent Bulbs
294,2021-03-18,16536.0,Incandescent Bulbs
295,2021-03-19,16536.0,Incandescent Bulbs
296,2021-03-20,16536.0,Incandescent Bulbs
297,2021-03-21,16536.0,Incandescent Bulbs
298,2021-03-22,16536.0,Incandescent Bulbs
299,2021-03-23,16536.0,Incandescent Bulbs
300,2021-03-24,25156.0,Incandescent Bulbs
301,2021-03-25,25156.0,Incandescent Bulbs
302,2021-03-26,25156.0,Incandescent Bulbs
303,2021-03-27,25156.0,Incandescent Bulbs
304,2021-03-28,25156.0,Incandescent Bulbs
305,2021-03-29,26943.0,Incandescent Bulbs
306,2021-03-30,26943.0,Incandescent Bulbs
307,2021-03-31,26943.0,Incandescent Bulbs
308,2021-04-01,26943.0,Incandescent Bulbs
309,2021-04-02,26943.0,Incandescent Bulbs
310,2021-04-03,26943.0,Incandescent Bulbs
311,2021-04-04,26943.0,Incandescent Bulbs
312,2021-04-05,26943.0,Incandescent Bulbs
313,2021-04-06,26943.0,Incandescent Bulbs
314,2021-04-07,26943.0,Incandescent Bulbs
315,2021-04-08,20517.0,Incandescent Bulbs
316,2021-04-09,20517.0,Incandescent Bulbs
317,2021-04-10,20517.0,Incandescent Bulbs
318,2021-04-11,20517.0,Incandescent Bulbs
319,2021-04-12,20517.0,Incandescent Bulbs
320,2021-04-13,23738.0,Incandescent Bulbs
321,2021-04-14,23738.0,Incandescent Bulbs
322,2021-04-15,23738.0,Incandescent Bulbs
323,2021-04-16,23738.0,Incandescent Bulbs
324,2021-04-17,24302.0,Incandescent Bulbs
325,2021-04-18,19239.0,Incandescent Bulbs
326,2021-04-19,19239.0,Incandescent Bulbs
327,2021-04-20,19239.0,Incandescent Bulbs
328,2021-04-21,20703.0,Incandescent Bulbs
329,2021-04-22,20703.0,Incandescent Bulbs
330,2021-04-23,20703.0,Incandescent Bulbs
331,2021-04-24,20703.0,Incandescent Bulbs
332,2021-04-25,20703.0,Incandescent Bulbs
333,2021-04-26,20703.0,Incandescent Bulbs
334,2021-04-27,20703.0,Incandescent Bulbs
335,2021-04-28,20703.0,Incandescent Bulbs
336,2021-04-29,21017.0,Incandescent Bulbs
337,2021-04-30,21017.0,Incandescent Bulbs
338,2021-05-01,21017.0,Incandescent Bulbs
339,2021-05-02,21268.0,Incandescent Bulbs
340,2021-05-03,21268.0,Incandescent Bulbs
341,2021-05-04,21268.0,Incandescent Bulbs
342,2021-05-05,21268.0,Incandescent Bulbs
343,2021-05-06,21268.0,Incandescent Bulbs
344,2021-05-07,20122.0,Incandescent Bulbs
345,2021-05-08,19201.0,Incandescent Bulbs
346,2021-05-09,19201.0,Incandescent Bulbs
347,2021-05-10,21791.0,Incandescent Bulbs
348,2021-05-11,21791.0,Incandescent Bulbs
349,2021-05-12,21791.0,Incandescent Bulbs
350,2021-05-13,19820.0,Incandescent Bulbs
351,2021-05-14,19820.0,Incandescent Bulbs
352,2021-05-15,19820.0,Incandescent Bulbs
353,2021-05-16,19820.0,Incandescent Bulbs
354,2021-05-17,19820.0,Incandescent Bulbs
355,2021-05-18,20042.0,Incandescent Bulbs
356,2021-05-19,20042.0,Incandescent Bulbs
357,2021-05-20,20731.0,Incandescent Bulbs
358,2021-05-21,20731.0,Incandescent Bulbs
359,2021-05-22,20731.0,Incandescent Bulbs
360,2021-05-23,20731.0,Incandescent Bulbs
361,2021-05-24,18496.0,Incandescent Bulbs
362,2021-05-25,18496.0,Incandescent Bulbs
363,2021-05-26,18496.0,Incandescent Bulbs
364,2021-05-27,20486.0,Incandescent Bulbs
365,2021-05-28,20486.0,Incandescent Bulbs
366,2021-05-29,18611.0,Incandescent Bulbs
367,2021-05-30,18611.0,Incandescent Bulbs
368,2021-05-31,18611.0,Incandescent Bulbs
369,2021-06-01,18611.0,Incandescent Bulbs
370,2021-06-02,21105.0,Incandescent Bulbs
371,2021-06-03,20116.0,Incandescent Bulbs
372,2021-06-04,20116.0,Incandescent Bulbs
373,2021-06-05,20116.0,Incandescent Bulbs
374,2021-06-06,18405.0,Incandescent Bulbs
375,2021-06-07,18405.0,Incandescent Bulbs
376,2021-06-08,18405.0,Incandescent Bulbs
377,2021-06-09,18405.0,Incandescent Bulbs
378,2021-06-10,18405.0,Incandescent Bulbs
379,2021-06-11,18405.0,Incandescent Bulbs
380,2021-06-12,18405.0,Incandescent Bulbs
381,2021-06-13,18405.0,Incandescent Bulbs
382,2021-06-14,15550.0,Incandescent Bulbs
383,2021-06-15,15550.0,Incandescent Bulbs
384,2021-06-16,15550.0,Incandescent Bulbs
385,2021-06-17,21734.0,Incandescent Bulbs
386,2021-06-18,21203.0,Incandescent Bulbs
387,2021-06-19,21203.0,Incandescent Bulbs
388,2021-06-20,21360.0,Incandescent Bulbs
389,2021-06-21,21360.0,Incandescent Bulbs
390,2021-06-22,21360.0,Incandescent Bulbs
391,2021-06-23,21360.0,Incandescent Bulbs
392,2021-06-24,17702.0,Incandescent Bulbs
393,2021-06-25,17702.0,Incandescent Bulbs
394,2021-06-26,19978.0,Incandescent Bulbs
395,2021-06-27,19978.0,Incandescent Bulbs
396,2021-06-28,19978.0,Incandescent Bulbs
397,2021-06-29,22299.0,Incandescent Bulbs
398,2021-06-30,22299.0,Incandescent Bulbs
399,2021-07-01,22299.0,Incandescent Bulbs
400,2021-07-02,22299.0,Incandescent Bulbs
401,2021-07-03,22299.0,Incandescent Bulbs
402,2021-07-04,19862.0,Incandescent Bulbs
403,2021-07-05,19862.0,Incandescent Bulbs
404,2021-07-06,19862.0,Incandescent Bulbs
405,2021-07-07,15685.0,Incandescent Bulbs
406,2021-07-08,17362.0,Incandescent Bulbs
407,2021-07-09,17362.0,Incandescent Bulbs
408,2021-07-10,21567.0,Incandescent Bulbs
