,date,value,name_B082XRK3WP
91,2020-03-22,22679.0,Kitchen & Dining
92,2020-03-23,18069.0,Kitchen & Dining
93,2020-03-24,15967.0,Kitchen & Dining
94,2020-03-25,15967.0,Kitchen & Dining
95,2020-03-26,15967.0,Kitchen & Dining
96,2020-03-27,15967.0,Kitchen & Dining
97,2020-03-28,15967.0,Kitchen & Dining
98,2020-03-29,15967.0,Kitchen & Dining
99,2020-03-30,15862.0,Kitchen & Dining
100,2020-03-31,20588.0,Kitchen & Dining
101,2020-04-01,20588.0,Kitchen & Dining
102,2020-04-02,20588.0,Kitchen & Dining
103,2020-04-03,21706.0,Kitchen & Dining
104,2020-04-04,21706.0,Kitchen & Dining
105,2020-04-05,21706.0,Kitchen & Dining
106,2020-04-06,24917.0,Kitchen & Dining
107,2020-04-07,24917.0,Kitchen & Dining
108,2020-04-08,24917.0,Kitchen & Dining
109,2020-04-09,24917.0,Kitchen & Dining
110,2020-04-10,24917.0,Kitchen & Dining
111,2020-04-11,24917.0,Kitchen & Dining
112,2020-04-12,24917.0,Kitchen & Dining
113,2020-04-13,20068.0,Kitchen & Dining
114,2020-04-14,20068.0,Kitchen & Dining
115,2020-04-15,20068.0,Kitchen & Dining
116,2020-04-16,20068.0,Kitchen & Dining
117,2020-04-17,20068.0,Kitchen & Dining
118,2020-04-18,14636.0,Kitchen & Dining
119,2020-04-19,14636.0,Kitchen & Dining
120,2020-04-20,14636.0,Kitchen & Dining
121,2020-04-21,14636.0,Kitchen & Dining
122,2020-04-22,14636.0,Kitchen & Dining
123,2020-04-23,14186.0,Kitchen & Dining
124,2020-04-24,14186.0,Kitchen & Dining
125,2020-04-25,14186.0,Kitchen & Dining
126,2020-04-26,14186.0,Kitchen & Dining
127,2020-04-27,14186.0,Kitchen & Dining
128,2020-04-28,18045.0,Kitchen & Dining
129,2020-04-29,18045.0,Kitchen & Dining
130,2020-04-30,18045.0,Kitchen & Dining
131,2020-05-01,18045.0,Kitchen & Dining
132,2020-05-02,20653.0,Kitchen & Dining
133,2020-05-03,20653.0,Kitchen & Dining
134,2020-05-04,20653.0,Kitchen & Dining
135,2020-05-05,20653.0,Kitchen & Dining
136,2020-05-06,20653.0,Kitchen & Dining
137,2020-05-07,20653.0,Kitchen & Dining
138,2020-05-08,22266.0,Kitchen & Dining
139,2020-05-09,22266.0,Kitchen & Dining
140,2020-05-10,22266.0,Kitchen & Dining
141,2020-05-11,45106.0,Kitchen & Dining
142,2020-05-12,37585.0,Kitchen & Dining
143,2020-05-13,37585.0,Kitchen & Dining
144,2020-05-14,29351.0,Kitchen & Dining
145,2020-05-15,29351.0,Kitchen & Dining
146,2020-05-16,29351.0,Kitchen & Dining
147,2020-05-17,29351.0,Kitchen & Dining
148,2020-05-18,20301.0,Kitchen & Dining
149,2020-05-19,20301.0,Kitchen & Dining
150,2020-05-20,20301.0,Kitchen & Dining
151,2020-05-21,20301.0,Kitchen & Dining
152,2020-05-22,23338.0,Kitchen & Dining
153,2020-05-23,23338.0,Kitchen & Dining
154,2020-05-24,23338.0,Kitchen & Dining
155,2020-05-25,23338.0,Kitchen & Dining
156,2020-05-26,23338.0,Kitchen & Dining
157,2020-05-27,13656.0,Kitchen & Dining
158,2020-05-28,13656.0,Kitchen & Dining
159,2020-05-29,13656.0,Kitchen & Dining
160,2020-05-30,13656.0,Kitchen & Dining
161,2020-05-31,13656.0,Kitchen & Dining
162,2020-06-01,16971.0,Kitchen & Dining
163,2020-06-02,16971.0,Kitchen & Dining
164,2020-06-03,16971.0,Kitchen & Dining
165,2020-06-04,19119.0,Kitchen & Dining
166,2020-06-05,19119.0,Kitchen & Dining
167,2020-06-06,19119.0,Kitchen & Dining
168,2020-06-07,19119.0,Kitchen & Dining
169,2020-06-08,14751.0,Kitchen & Dining
170,2020-06-09,15565.0,Kitchen & Dining
171,2020-06-10,20713.0,Kitchen & Dining
172,2020-06-11,20713.0,Kitchen & Dining
173,2020-06-12,20713.0,Kitchen & Dining
174,2020-06-13,17685.0,Kitchen & Dining
175,2020-06-14,17685.0,Kitchen & Dining
176,2020-06-15,17685.0,Kitchen & Dining
177,2020-06-16,18206.0,Kitchen & Dining
178,2020-06-17,22100.0,Kitchen & Dining
179,2020-06-18,22100.0,Kitchen & Dining
180,2020-06-19,22100.0,Kitchen & Dining
181,2020-06-20,22100.0,Kitchen & Dining
182,2020-06-21,22100.0,Kitchen & Dining
183,2020-06-22,19030.0,Kitchen & Dining
184,2020-06-23,19399.0,Kitchen & Dining
185,2020-06-24,25398.0,Kitchen & Dining
186,2020-06-25,25398.0,Kitchen & Dining
187,2020-06-26,25398.0,Kitchen & Dining
188,2020-06-27,25398.0,Kitchen & Dining
189,2020-06-28,12637.0,Kitchen & Dining
190,2020-06-29,13671.0,Kitchen & Dining
191,2020-06-30,13671.0,Kitchen & Dining
192,2020-07-01,14663.0,Kitchen & Dining
193,2020-07-02,14663.0,Kitchen & Dining
194,2020-07-03,14663.0,Kitchen & Dining
195,2020-07-04,14663.0,Kitchen & Dining
196,2020-07-05,14663.0,Kitchen & Dining
197,2020-07-06,16389.0,Kitchen & Dining
198,2020-07-07,16389.0,Kitchen & Dining
199,2020-07-08,12665.0,Kitchen & Dining
200,2020-07-09,12665.0,Kitchen & Dining
201,2020-07-10,12665.0,Kitchen & Dining
202,2020-07-11,13600.0,Kitchen & Dining
203,2020-07-12,13600.0,Kitchen & Dining
204,2020-07-13,15186.0,Kitchen & Dining
205,2020-07-14,16993.0,Kitchen & Dining
206,2020-07-15,16993.0,Kitchen & Dining
207,2020-07-16,19909.0,Kitchen & Dining
208,2020-07-17,22483.0,Kitchen & Dining
209,2020-07-18,22483.0,Kitchen & Dining
210,2020-07-19,22483.0,Kitchen & Dining
211,2020-07-20,22483.0,Kitchen & Dining
212,2020-07-21,21869.0,Kitchen & Dining
213,2020-07-22,21869.0,Kitchen & Dining
214,2020-07-23,18307.0,Kitchen & Dining
215,2020-07-24,19219.0,Kitchen & Dining
216,2020-07-25,19219.0,Kitchen & Dining
217,2020-07-26,19219.0,Kitchen & Dining
218,2020-07-27,19724.0,Kitchen & Dining
219,2020-07-28,19724.0,Kitchen & Dining
220,2020-07-29,17955.0,Kitchen & Dining
221,2020-07-30,18230.0,Kitchen & Dining
222,2020-07-31,19605.0,Kitchen & Dining
223,2020-08-01,17414.0,Kitchen & Dining
224,2020-08-02,28604.0,Kitchen & Dining
225,2020-08-03,21553.0,Kitchen & Dining
226,2020-08-04,23842.0,Kitchen & Dining
227,2020-08-05,21405.0,Kitchen & Dining
228,2020-08-06,20026.0,Kitchen & Dining
229,2020-08-07,22567.0,Kitchen & Dining
230,2020-08-08,22567.0,Kitchen & Dining
231,2020-08-09,22567.0,Kitchen & Dining
232,2020-08-10,22567.0,Kitchen & Dining
233,2020-08-11,23737.0,Kitchen & Dining
234,2020-08-12,21255.0,Kitchen & Dining
235,2020-08-13,25403.0,Kitchen & Dining
236,2020-08-14,25150.0,Kitchen & Dining
237,2020-08-15,22832.0,Kitchen & Dining
238,2020-08-16,22832.0,Kitchen & Dining
239,2020-08-17,22832.0,Kitchen & Dining
240,2020-08-18,17884.0,Kitchen & Dining
241,2020-08-19,17884.0,Kitchen & Dining
242,2020-08-20,17884.0,Kitchen & Dining
243,2020-08-21,17884.0,Kitchen & Dining
244,2020-08-22,17884.0,Kitchen & Dining
245,2020-08-23,16322.0,Kitchen & Dining
246,2020-08-24,21775.0,Kitchen & Dining
247,2020-08-25,21775.0,Kitchen & Dining
248,2020-08-26,19391.0,Kitchen & Dining
249,2020-08-27,27054.0,Kitchen & Dining
250,2020-08-28,27054.0,Kitchen & Dining
251,2020-08-29,27054.0,Kitchen & Dining
252,2020-08-30,27054.0,Kitchen & Dining
253,2020-08-31,24815.0,Kitchen & Dining
254,2020-09-01,24815.0,Kitchen & Dining
255,2020-09-02,23911.0,Kitchen & Dining
256,2020-09-03,23403.0,Kitchen & Dining
257,2020-09-04,23823.0,Kitchen & Dining
258,2020-09-05,26652.0,Kitchen & Dining
259,2020-09-06,26652.0,Kitchen & Dining
260,2020-09-07,24741.0,Kitchen & Dining
261,2020-09-08,32000.0,Kitchen & Dining
262,2020-09-09,32000.0,Kitchen & Dining
263,2020-09-10,29009.0,Kitchen & Dining
264,2020-09-11,12079.0,Kitchen & Dining
265,2020-09-12,12079.0,Kitchen & Dining
266,2020-09-13,12079.0,Kitchen & Dining
267,2020-09-14,12079.0,Kitchen & Dining
268,2020-09-15,18198.0,Kitchen & Dining
269,2020-09-16,18198.0,Kitchen & Dining
270,2020-09-17,18198.0,Kitchen & Dining
271,2020-09-18,24633.0,Kitchen & Dining
272,2020-09-19,24633.0,Kitchen & Dining
273,2020-09-20,24633.0,Kitchen & Dining
274,2020-09-21,20123.0,Kitchen & Dining
275,2020-09-22,20123.0,Kitchen & Dining
276,2020-09-23,21784.0,Kitchen & Dining
277,2020-09-24,6748.0,Kitchen & Dining
278,2020-09-25,11025.0,Kitchen & Dining
279,2020-09-26,11025.0,Kitchen & Dining
280,2020-09-27,11025.0,Kitchen & Dining
281,2020-09-28,11025.0,Kitchen & Dining
282,2020-09-29,18901.0,Kitchen & Dining
283,2020-09-30,18901.0,Kitchen & Dining
284,2020-10-01,18901.0,Kitchen & Dining
285,2020-10-02,18901.0,Kitchen & Dining
286,2020-10-03,12706.0,Kitchen & Dining
287,2020-10-04,16571.0,Kitchen & Dining
288,2020-10-05,16571.0,Kitchen & Dining
289,2020-10-06,16571.0,Kitchen & Dining
290,2020-10-07,16571.0,Kitchen & Dining
291,2020-10-08,16571.0,Kitchen & Dining
292,2020-10-09,24350.0,Kitchen & Dining
293,2020-10-10,24350.0,Kitchen & Dining
294,2020-10-11,24350.0,Kitchen & Dining
295,2020-10-12,24350.0,Kitchen & Dining
296,2020-10-13,21094.0,Kitchen & Dining
297,2020-10-14,21094.0,Kitchen & Dining
298,2020-10-15,15603.0,Kitchen & Dining
299,2020-10-16,15603.0,Kitchen & Dining
300,2020-10-17,15603.0,Kitchen & Dining
301,2020-10-18,15603.0,Kitchen & Dining
302,2020-10-19,17981.0,Kitchen & Dining
303,2020-10-20,17981.0,Kitchen & Dining
304,2020-10-21,17981.0,Kitchen & Dining
305,2020-10-22,19798.0,Kitchen & Dining
306,2020-10-23,19798.0,Kitchen & Dining
307,2020-10-24,19798.0,Kitchen & Dining
308,2020-10-25,19798.0,Kitchen & Dining
309,2020-10-26,19462.0,Kitchen & Dining
310,2020-10-27,19462.0,Kitchen & Dining
311,2020-10-28,19462.0,Kitchen & Dining
312,2020-10-29,19462.0,Kitchen & Dining
313,2020-10-30,21983.0,Kitchen & Dining
314,2020-10-31,21983.0,Kitchen & Dining
315,2020-11-01,12663.0,Kitchen & Dining
316,2020-11-02,12663.0,Kitchen & Dining
317,2020-11-03,16602.0,Kitchen & Dining
318,2020-11-04,18432.0,Kitchen & Dining
319,2020-11-05,18432.0,Kitchen & Dining
320,2020-11-06,21398.0,Kitchen & Dining
321,2020-11-07,21398.0,Kitchen & Dining
322,2020-11-08,21398.0,Kitchen & Dining
323,2020-11-09,21398.0,Kitchen & Dining
324,2020-11-10,25374.0,Kitchen & Dining
325,2020-11-11,20232.0,Kitchen & Dining
326,2020-11-12,23571.0,Kitchen & Dining
327,2020-11-13,23571.0,Kitchen & Dining
328,2020-11-14,23571.0,Kitchen & Dining
329,2020-11-15,23571.0,Kitchen & Dining
330,2020-11-16,23571.0,Kitchen & Dining
331,2020-11-17,16996.0,Kitchen & Dining
332,2020-11-18,21145.0,Kitchen & Dining
333,2020-11-19,21145.0,Kitchen & Dining
334,2020-11-20,24700.0,Kitchen & Dining
335,2020-11-21,24700.0,Kitchen & Dining
336,2020-11-22,24700.0,Kitchen & Dining
337,2020-11-23,24700.0,Kitchen & Dining
338,2020-11-24,24700.0,Kitchen & Dining
339,2020-11-25,24700.0,Kitchen & Dining
340,2020-11-26,27825.0,Kitchen & Dining
341,2020-11-27,27825.0,Kitchen & Dining
342,2020-11-28,36422.0,Kitchen & Dining
343,2020-11-29,36422.0,Kitchen & Dining
344,2020-11-30,36422.0,Kitchen & Dining
345,2020-12-01,40410.0,Kitchen & Dining
346,2020-12-02,42222.0,Kitchen & Dining
347,2020-12-03,42222.0,Kitchen & Dining
348,2020-12-04,42222.0,Kitchen & Dining
349,2020-12-05,42222.0,Kitchen & Dining
350,2020-12-06,43048.0,Kitchen & Dining
351,2020-12-07,41348.0,Kitchen & Dining
352,2020-12-08,38316.0,Kitchen & Dining
353,2020-12-09,38316.0,Kitchen & Dining
354,2020-12-10,47547.0,Kitchen & Dining
355,2020-12-11,47483.0,Kitchen & Dining
356,2020-12-12,61126.0,Kitchen & Dining
357,2020-12-13,51867.0,Kitchen & Dining
358,2020-12-14,32030.0,Kitchen & Dining
359,2020-12-15,32030.0,Kitchen & Dining
360,2020-12-16,45233.0,Kitchen & Dining
361,2020-12-17,45233.0,Kitchen & Dining
362,2020-12-18,47647.0,Kitchen & Dining
363,2020-12-19,47647.0,Kitchen & Dining
364,2020-12-20,47647.0,Kitchen & Dining
365,2020-12-21,26593.0,Kitchen & Dining
366,2020-12-22,26593.0,Kitchen & Dining
367,2020-12-23,10481.0,Kitchen & Dining
368,2020-12-24,9722.0,Kitchen & Dining
369,2020-12-25,9722.0,Kitchen & Dining
370,2020-12-26,16406.0,Kitchen & Dining
371,2020-12-27,15739.0,Kitchen & Dining
372,2020-12-28,13018.0,Kitchen & Dining
373,2020-12-29,13018.0,Kitchen & Dining
374,2020-12-30,13018.0,Kitchen & Dining
375,2020-12-31,13018.0,Kitchen & Dining
376,2021-01-01,11992.0,Kitchen & Dining
377,2021-01-02,11992.0,Kitchen & Dining
378,2021-01-03,11992.0,Kitchen & Dining
379,2021-01-04,12612.0,Kitchen & Dining
380,2021-01-05,12612.0,Kitchen & Dining
381,2021-01-06,15743.0,Kitchen & Dining
382,2021-01-07,9692.0,Kitchen & Dining
383,2021-01-08,7786.0,Kitchen & Dining
384,2021-01-09,7786.0,Kitchen & Dining
385,2021-01-10,7786.0,Kitchen & Dining
386,2021-01-11,6209.0,Kitchen & Dining
387,2021-01-12,7884.0,Kitchen & Dining
388,2021-01-13,7884.0,Kitchen & Dining
389,2021-01-14,7884.0,Kitchen & Dining
390,2021-01-15,16682.0,Kitchen & Dining
391,2021-01-16,16682.0,Kitchen & Dining
392,2021-01-17,16682.0,Kitchen & Dining
393,2021-01-18,12355.0,Kitchen & Dining
394,2021-01-19,12355.0,Kitchen & Dining
395,2021-01-20,12598.0,Kitchen & Dining
396,2021-01-21,12598.0,Kitchen & Dining
397,2021-01-22,9420.0,Kitchen & Dining
398,2021-01-23,15471.0,Kitchen & Dining
399,2021-01-24,15471.0,Kitchen & Dining
400,2021-01-25,15471.0,Kitchen & Dining
401,2021-01-26,20296.0,Kitchen & Dining
402,2021-01-27,20296.0,Kitchen & Dining
403,2021-01-28,9982.0,Kitchen & Dining
404,2021-01-29,9982.0,Kitchen & Dining
405,2021-01-30,14042.0,Kitchen & Dining
406,2021-01-31,14042.0,Kitchen & Dining
407,2021-02-01,19887.0,Kitchen & Dining
408,2021-02-02,17503.0,Kitchen & Dining
409,2021-02-03,17503.0,Kitchen & Dining
410,2021-02-04,17503.0,Kitchen & Dining
411,2021-02-05,21339.0,Kitchen & Dining
412,2021-02-06,21339.0,Kitchen & Dining
413,2021-02-07,21339.0,Kitchen & Dining
414,2021-02-08,19706.0,Kitchen & Dining
415,2021-02-09,19706.0,Kitchen & Dining
416,2021-02-10,19706.0,Kitchen & Dining
417,2021-02-11,19706.0,Kitchen & Dining
418,2021-02-12,17748.0,Kitchen & Dining
419,2021-02-13,17748.0,Kitchen & Dining
420,2021-02-14,17748.0,Kitchen & Dining
421,2021-02-15,17748.0,Kitchen & Dining
422,2021-02-16,17748.0,Kitchen & Dining
423,2021-02-17,17748.0,Kitchen & Dining
424,2021-02-18,22362.0,Kitchen & Dining
425,2021-02-19,22362.0,Kitchen & Dining
426,2021-02-20,24530.0,Kitchen & Dining
427,2021-02-21,20112.0,Kitchen & Dining
428,2021-02-22,20112.0,Kitchen & Dining
429,2021-02-23,20112.0,Kitchen & Dining
430,2021-02-24,12771.0,Kitchen & Dining
431,2021-02-25,12771.0,Kitchen & Dining
432,2021-02-26,20280.0,Kitchen & Dining
433,2021-02-27,20280.0,Kitchen & Dining
434,2021-02-28,20280.0,Kitchen & Dining
435,2021-03-01,23815.0,Kitchen & Dining
436,2021-03-02,23815.0,Kitchen & Dining
437,2021-03-03,22148.0,Kitchen & Dining
438,2021-03-04,16979.0,Kitchen & Dining
439,2021-03-05,16979.0,Kitchen & Dining
440,2021-03-06,22881.0,Kitchen & Dining
441,2021-03-07,22881.0,Kitchen & Dining
442,2021-03-08,19171.0,Kitchen & Dining
443,2021-03-09,21165.0,Kitchen & Dining
444,2021-03-10,22985.0,Kitchen & Dining
445,2021-03-11,20262.0,Kitchen & Dining
446,2021-03-12,20262.0,Kitchen & Dining
447,2021-03-13,18650.0,Kitchen & Dining
448,2021-03-14,18650.0,Kitchen & Dining
449,2021-03-15,24565.0,Kitchen & Dining
450,2021-03-16,16683.0,Kitchen & Dining
451,2021-03-17,16478.0,Kitchen & Dining
452,2021-03-18,16478.0,Kitchen & Dining
453,2021-03-19,16478.0,Kitchen & Dining
454,2021-03-20,13096.0,Kitchen & Dining
455,2021-03-21,13096.0,Kitchen & Dining
456,2021-03-22,13096.0,Kitchen & Dining
457,2021-03-23,13096.0,Kitchen & Dining
458,2021-03-24,19890.0,Kitchen & Dining
459,2021-03-25,17937.0,Kitchen & Dining
460,2021-03-26,17937.0,Kitchen & Dining
461,2021-03-27,17937.0,Kitchen & Dining
462,2021-03-28,17937.0,Kitchen & Dining
463,2021-03-29,17937.0,Kitchen & Dining
464,2021-03-30,16157.0,Kitchen & Dining
465,2021-03-31,16157.0,Kitchen & Dining
466,2021-04-01,19050.0,Kitchen & Dining
467,2021-04-02,19050.0,Kitchen & Dining
468,2021-04-03,19050.0,Kitchen & Dining
469,2021-04-04,15348.0,Kitchen & Dining
470,2021-04-05,15348.0,Kitchen & Dining
471,2021-04-06,15348.0,Kitchen & Dining
472,2021-04-07,20444.0,Kitchen & Dining
473,2021-04-08,20444.0,Kitchen & Dining
474,2021-04-09,18357.0,Kitchen & Dining
475,2021-04-10,21773.0,Kitchen & Dining
476,2021-04-11,20789.0,Kitchen & Dining
477,2021-04-12,20789.0,Kitchen & Dining
478,2021-04-13,20789.0,Kitchen & Dining
479,2021-04-14,15836.0,Kitchen & Dining
480,2021-04-15,15836.0,Kitchen & Dining
481,2021-04-16,22592.0,Kitchen & Dining
482,2021-04-17,22592.0,Kitchen & Dining
483,2021-04-18,22592.0,Kitchen & Dining
484,2021-04-19,17782.0,Kitchen & Dining
485,2021-04-20,17782.0,Kitchen & Dining
486,2021-04-21,17782.0,Kitchen & Dining
487,2021-04-22,17782.0,Kitchen & Dining
488,2021-04-23,20173.0,Kitchen & Dining
489,2021-04-24,20173.0,Kitchen & Dining
490,2021-04-25,20173.0,Kitchen & Dining
491,2021-04-26,19005.0,Kitchen & Dining
492,2021-04-27,19005.0,Kitchen & Dining
493,2021-04-28,19005.0,Kitchen & Dining
494,2021-04-29,25659.0,Kitchen & Dining
495,2021-04-30,32236.0,Kitchen & Dining
496,2021-05-01,32236.0,Kitchen & Dining
497,2021-05-02,32236.0,Kitchen & Dining
498,2021-05-03,28758.0,Kitchen & Dining
499,2021-05-04,28758.0,Kitchen & Dining
500,2021-05-05,28758.0,Kitchen & Dining
501,2021-05-06,30036.0,Kitchen & Dining
502,2021-05-07,30036.0,Kitchen & Dining
503,2021-05-08,30036.0,Kitchen & Dining
504,2021-05-09,30036.0,Kitchen & Dining
505,2021-05-10,30913.0,Kitchen & Dining
506,2021-05-11,30913.0,Kitchen & Dining
507,2021-05-12,18700.0,Kitchen & Dining
508,2021-05-13,18700.0,Kitchen & Dining
509,2021-05-14,18700.0,Kitchen & Dining
510,2021-05-15,18700.0,Kitchen & Dining
511,2021-05-16,18700.0,Kitchen & Dining
512,2021-05-17,18700.0,Kitchen & Dining
513,2021-05-18,24969.0,Kitchen & Dining
514,2021-05-19,24969.0,Kitchen & Dining
515,2021-05-20,28479.0,Kitchen & Dining
516,2021-05-21,28479.0,Kitchen & Dining
517,2021-05-22,17792.0,Kitchen & Dining
518,2021-05-23,17792.0,Kitchen & Dining
519,2021-05-24,26178.0,Kitchen & Dining
520,2021-05-25,26178.0,Kitchen & Dining
521,2021-05-26,26178.0,Kitchen & Dining
522,2021-05-27,23568.0,Kitchen & Dining
523,2021-05-28,23568.0,Kitchen & Dining
524,2021-05-29,23568.0,Kitchen & Dining
525,2021-05-30,23568.0,Kitchen & Dining
526,2021-05-31,43469.0,Kitchen & Dining
527,2021-06-01,43469.0,Kitchen & Dining
528,2021-06-02,43469.0,Kitchen & Dining
529,2021-06-03,28697.0,Kitchen & Dining
530,2021-06-04,28697.0,Kitchen & Dining
531,2021-06-05,28697.0,Kitchen & Dining
532,2021-06-06,28697.0,Kitchen & Dining
533,2021-06-07,21867.0,Kitchen & Dining
534,2021-06-08,21867.0,Kitchen & Dining
535,2021-06-09,35495.0,Kitchen & Dining
536,2021-06-10,35495.0,Kitchen & Dining
537,2021-06-11,35495.0,Kitchen & Dining
538,2021-06-12,35495.0,Kitchen & Dining
539,2021-06-13,35495.0,Kitchen & Dining
540,2021-06-14,36311.0,Kitchen & Dining
541,2021-06-15,36311.0,Kitchen & Dining
542,2021-06-16,50668.0,Kitchen & Dining
543,2021-06-17,50668.0,Kitchen & Dining
544,2021-06-18,50668.0,Kitchen & Dining
545,2021-06-19,50668.0,Kitchen & Dining
546,2021-06-20,50668.0,Kitchen & Dining
547,2021-06-21,33634.0,Kitchen & Dining
548,2021-06-22,33634.0,Kitchen & Dining
549,2021-06-23,23316.0,Kitchen & Dining
550,2021-06-24,23316.0,Kitchen & Dining
551,2021-06-25,23316.0,Kitchen & Dining
552,2021-06-26,23316.0,Kitchen & Dining
553,2021-06-27,23316.0,Kitchen & Dining
554,2021-06-28,23316.0,Kitchen & Dining
555,2021-06-29,23316.0,Kitchen & Dining
556,2021-06-30,32584.0,Kitchen & Dining
557,2021-07-01,32584.0,Kitchen & Dining
558,2021-07-02,30228.0,Kitchen & Dining
559,2021-07-03,30228.0,Kitchen & Dining
560,2021-07-04,30228.0,Kitchen & Dining
561,2021-07-05,30228.0,Kitchen & Dining
562,2021-07-06,30228.0,Kitchen & Dining
563,2021-07-07,32387.0,Kitchen & Dining
564,2021-07-08,32387.0,Kitchen & Dining
565,2021-07-09,27051.0,Kitchen & Dining
566,2021-07-10,29641.0,Kitchen & Dining
