,date,value,name_B07MGS8PRN
52,2019-02-19,56350.0,Aprons
53,2019-02-20,56350.0,Aprons
54,2019-02-21,87968.0,Aprons
55,2019-02-22,130857.0,Aprons
56,2019-02-23,-1.0,Aprons
57,2019-02-24,-1.0,Aprons
58,2019-02-25,126734.0,Aprons
59,2019-02-26,126734.0,Aprons
60,2019-02-27,126734.0,Aprons
61,2019-02-28,84407.0,Aprons
62,2019-03-01,84407.0,Aprons
63,2019-03-02,61491.0,Aprons
64,2019-03-03,61491.0,Aprons
65,2019-03-04,98005.0,Aprons
66,2019-03-05,98005.0,Aprons
67,2019-03-06,114975.0,Aprons
68,2019-03-07,114975.0,Aprons
69,2019-03-08,114975.0,Aprons
70,2019-03-09,59965.0,Aprons
71,2019-03-10,59965.0,Aprons
72,2019-03-11,-1.0,Aprons
73,2019-03-12,36601.0,Aprons
74,2019-03-13,36601.0,Aprons
75,2019-03-14,58730.0,Aprons
76,2019-03-15,58730.0,Aprons
77,2019-03-16,58730.0,Aprons
78,2019-03-17,58730.0,Aprons
79,2019-03-18,-1.0,Aprons
80,2019-03-19,-1.0,Aprons
81,2019-03-20,-1.0,Aprons
82,2019-03-21,38940.0,Aprons
83,2019-03-22,-1.0,Aprons
84,2019-03-23,-1.0,Aprons
85,2019-03-24,-1.0,Aprons
86,2019-03-25,-1.0,Aprons
87,2019-03-26,36498.0,Aprons
88,2019-03-27,33775.0,Aprons
89,2019-03-28,33775.0,Aprons
90,2019-03-29,33775.0,Aprons
91,2019-03-30,33775.0,Aprons
92,2019-03-31,50541.0,Aprons
93,2019-04-01,50541.0,Aprons
94,2019-04-02,34852.0,Aprons
95,2019-04-03,30214.0,Aprons
96,2019-04-04,23858.0,Aprons
97,2019-04-05,23858.0,Aprons
98,2019-04-06,23858.0,Aprons
99,2019-04-07,25186.0,Aprons
100,2019-04-08,27150.0,Aprons
101,2019-04-09,18021.0,Aprons
102,2019-04-10,20067.0,Aprons
103,2019-04-11,12578.0,Aprons
104,2019-04-12,14658.0,Aprons
105,2019-04-13,14658.0,Aprons
106,2019-04-14,14658.0,Aprons
107,2019-04-15,14658.0,Aprons
108,2019-04-16,13134.0,Aprons
109,2019-04-17,13134.0,Aprons
110,2019-04-18,9747.0,Aprons
111,2019-04-19,12902.0,Aprons
112,2019-04-20,12902.0,Aprons
113,2019-04-21,12132.0,Aprons
114,2019-04-22,16653.0,Aprons
115,2019-04-23,19438.0,Aprons
116,2019-04-24,19438.0,Aprons
117,2019-04-25,19438.0,Aprons
118,2019-04-26,19438.0,Aprons
119,2019-04-27,36823.0,Aprons
120,2019-04-28,36823.0,Aprons
121,2019-04-29,103077.0,Aprons
122,2019-04-30,103077.0,Aprons
123,2019-05-01,103077.0,Aprons
124,2019-05-02,103077.0,Aprons
125,2019-05-03,43851.0,Aprons
126,2019-05-04,33649.0,Aprons
127,2019-05-05,33649.0,Aprons
128,2019-05-06,34639.0,Aprons
129,2019-05-07,34639.0,Aprons
130,2019-05-08,18050.0,Aprons
131,2019-05-09,18186.0,Aprons
132,2019-05-10,14094.0,Aprons
133,2019-05-11,15384.0,Aprons
134,2019-05-12,15186.0,Aprons
135,2019-05-13,22400.0,Aprons
136,2019-05-14,18909.0,Aprons
137,2019-05-15,18909.0,Aprons
138,2019-05-16,18909.0,Aprons
139,2019-05-17,11749.0,Aprons
140,2019-05-18,14000.0,Aprons
141,2019-05-19,11595.0,Aprons
142,2019-05-20,13051.0,Aprons
143,2019-05-21,12779.0,Aprons
144,2019-05-22,9468.0,Aprons
145,2019-05-23,11363.0,Aprons
146,2019-05-24,12229.0,Aprons
147,2019-05-25,11304.0,Aprons
148,2019-05-26,11992.0,Aprons
149,2019-05-27,11992.0,Aprons
150,2019-05-28,14630.0,Aprons
151,2019-05-29,11741.0,Aprons
152,2019-05-30,11079.0,Aprons
153,2019-05-31,9537.0,Aprons
154,2019-06-01,10439.0,Aprons
155,2019-06-02,10439.0,Aprons
156,2019-06-03,17321.0,Aprons
157,2019-06-04,14482.0,Aprons
158,2019-06-05,17730.0,Aprons
159,2019-06-06,13710.0,Aprons
160,2019-06-07,11306.0,Aprons
161,2019-06-08,13287.0,Aprons
162,2019-06-09,17431.0,Aprons
163,2019-06-10,23544.0,Aprons
164,2019-06-11,23103.0,Aprons
165,2019-06-12,22721.0,Aprons
166,2019-06-13,19686.0,Aprons
167,2019-06-14,17076.0,Aprons
168,2019-06-15,15166.0,Aprons
169,2019-06-16,16633.0,Aprons
170,2019-06-17,21259.0,Aprons
171,2019-06-18,13930.0,Aprons
172,2019-06-19,12154.0,Aprons
173,2019-06-20,12946.0,Aprons
174,2019-06-21,12129.0,Aprons
175,2019-06-22,12937.0,Aprons
176,2019-06-23,18788.0,Aprons
177,2019-06-24,19548.0,Aprons
178,2019-06-25,15809.0,Aprons
179,2019-06-26,13116.0,Aprons
180,2019-06-27,11705.0,Aprons
181,2019-06-28,13710.0,Aprons
182,2019-06-29,14238.0,Aprons
183,2019-06-30,16432.0,Aprons
184,2019-07-01,16432.0,Aprons
185,2019-07-02,16432.0,Aprons
186,2019-07-03,15781.0,Aprons
187,2019-07-04,17989.0,Aprons
188,2019-07-05,17989.0,Aprons
189,2019-07-06,16222.0,Aprons
190,2019-07-07,15462.0,Aprons
191,2019-07-08,20001.0,Aprons
192,2019-07-09,22797.0,Aprons
193,2019-07-10,11413.0,Aprons
194,2019-07-11,13437.0,Aprons
195,2019-07-12,12821.0,Aprons
196,2019-07-13,11615.0,Aprons
197,2019-07-14,12870.0,Aprons
198,2019-07-15,15102.0,Aprons
199,2019-07-16,15102.0,Aprons
200,2019-07-17,24181.0,Aprons
201,2019-07-18,19878.0,Aprons
202,2019-07-19,15142.0,Aprons
203,2019-07-20,15545.0,Aprons
204,2019-07-21,14165.0,Aprons
205,2019-07-22,14165.0,Aprons
206,2019-07-23,16794.0,Aprons
207,2019-07-24,12789.0,Aprons
208,2019-07-25,14262.0,Aprons
209,2019-07-26,15923.0,Aprons
210,2019-07-27,14076.0,Aprons
211,2019-07-28,19485.0,Aprons
212,2019-07-29,19126.0,Aprons
213,2019-07-30,16268.0,Aprons
214,2019-07-31,15295.0,Aprons
215,2019-08-01,14630.0,Aprons
216,2019-08-02,13374.0,Aprons
217,2019-08-03,17967.0,Aprons
218,2019-08-04,20189.0,Aprons
219,2019-08-05,21627.0,Aprons
220,2019-08-06,21622.0,Aprons
221,2019-08-07,20812.0,Aprons
222,2019-08-08,20812.0,Aprons
223,2019-08-09,16763.0,Aprons
224,2019-08-10,16528.0,Aprons
225,2019-08-11,13579.0,Aprons
226,2019-08-12,13579.0,Aprons
227,2019-08-13,19551.0,Aprons
228,2019-08-14,19158.0,Aprons
229,2019-08-15,18110.0,Aprons
230,2019-08-16,13531.0,Aprons
231,2019-08-17,11861.0,Aprons
232,2019-08-18,27340.0,Aprons
233,2019-08-19,21424.0,Aprons
234,2019-08-20,13762.0,Aprons
235,2019-08-21,13628.0,Aprons
236,2019-08-22,13681.0,Aprons
237,2019-08-23,14438.0,Aprons
238,2019-08-24,16645.0,Aprons
239,2019-08-25,20619.0,Aprons
240,2019-08-26,20619.0,Aprons
241,2019-08-27,9573.0,Aprons
242,2019-08-28,11468.0,Aprons
243,2019-08-29,10563.0,Aprons
244,2019-08-30,9679.0,Aprons
245,2019-08-31,11702.0,Aprons
246,2019-09-01,20422.0,Aprons
247,2019-09-02,20422.0,Aprons
248,2019-09-03,18438.0,Aprons
249,2019-09-04,13177.0,Aprons
250,2019-09-05,12877.0,Aprons
251,2019-09-06,10403.0,Aprons
252,2019-09-07,9792.0,Aprons
253,2019-09-08,13334.0,Aprons
254,2019-09-09,20644.0,Aprons
255,2019-09-10,19078.0,Aprons
256,2019-09-11,13307.0,Aprons
257,2019-09-12,11729.0,Aprons
258,2019-09-13,13744.0,Aprons
259,2019-09-14,15074.0,Aprons
260,2019-09-15,15074.0,Aprons
261,2019-09-16,15074.0,Aprons
262,2019-09-17,15074.0,Aprons
263,2019-09-18,15074.0,Aprons
264,2019-09-19,114834.0,Aprons
265,2019-09-20,114834.0,Aprons
266,2019-09-21,114834.0,Aprons
267,2019-09-22,114834.0,Aprons
268,2019-09-23,114834.0,Aprons
269,2019-09-24,152255.0,Aprons
270,2019-09-25,152255.0,Aprons
271,2019-09-26,194363.0,Aprons
272,2019-09-27,194363.0,Aprons
273,2019-09-28,194363.0,Aprons
274,2019-09-29,194363.0,Aprons
275,2019-09-30,194363.0,Aprons
276,2019-10-01,194363.0,Aprons
277,2019-10-02,30029.0,Aprons
278,2019-10-03,30029.0,Aprons
279,2019-10-04,21828.0,Aprons
280,2019-10-05,23563.0,Aprons
281,2019-10-06,23563.0,Aprons
282,2019-10-07,32527.0,Aprons
283,2019-10-08,32527.0,Aprons
284,2019-10-09,32527.0,Aprons
285,2019-10-10,18527.0,Aprons
286,2019-10-11,18527.0,Aprons
287,2019-10-12,16383.0,Aprons
288,2019-10-13,20312.0,Aprons
289,2019-10-14,22890.0,Aprons
290,2019-10-15,16140.0,Aprons
291,2019-10-16,16140.0,Aprons
292,2019-10-17,16140.0,Aprons
293,2019-10-18,15977.0,Aprons
294,2019-10-19,21808.0,Aprons
295,2019-10-20,21222.0,Aprons
296,2019-10-21,21442.0,Aprons
297,2019-10-22,19326.0,Aprons
298,2019-10-23,22925.0,Aprons
299,2019-10-24,20113.0,Aprons
300,2019-10-25,21618.0,Aprons
301,2019-10-26,21322.0,Aprons
302,2019-10-27,24733.0,Aprons
303,2019-10-28,43046.0,Aprons
304,2019-10-29,20375.0,Aprons
305,2019-10-30,23208.0,Aprons
306,2019-10-31,28742.0,Aprons
307,2019-11-01,28742.0,Aprons
308,2019-11-02,21664.0,Aprons
309,2019-11-03,27995.0,Aprons
310,2019-11-04,31207.0,Aprons
311,2019-11-05,33066.0,Aprons
312,2019-11-06,27530.0,Aprons
313,2019-11-07,27530.0,Aprons
314,2019-11-08,27530.0,Aprons
315,2019-11-09,27530.0,Aprons
316,2019-11-10,27530.0,Aprons
317,2019-11-11,42208.0,Aprons
318,2019-11-12,44576.0,Aprons
319,2019-11-13,44576.0,Aprons
320,2019-11-14,44576.0,Aprons
321,2019-11-15,44576.0,Aprons
322,2019-11-16,44576.0,Aprons
323,2019-11-17,44576.0,Aprons
324,2019-11-18,44201.0,Aprons
325,2019-11-19,44201.0,Aprons
326,2019-11-20,34303.0,Aprons
327,2019-11-21,45961.0,Aprons
328,2019-11-22,44489.0,Aprons
329,2019-11-23,44489.0,Aprons
330,2019-11-24,44489.0,Aprons
331,2019-11-25,44489.0,Aprons
332,2019-11-26,48447.0,Aprons
333,2019-11-27,48447.0,Aprons
334,2019-11-28,48447.0,Aprons
335,2019-11-29,110579.0,Aprons
336,2019-11-30,110579.0,Aprons
337,2019-12-01,110579.0,Aprons
338,2019-12-02,110579.0,Aprons
339,2019-12-03,110579.0,Aprons
340,2019-12-04,110579.0,Aprons
341,2019-12-05,110579.0,Aprons
342,2019-12-06,40307.0,Aprons
343,2019-12-07,40307.0,Aprons
344,2019-12-08,40307.0,Aprons
345,2019-12-09,40307.0,Aprons
346,2019-12-10,40307.0,Aprons
347,2019-12-11,75029.0,Aprons
348,2019-12-12,75029.0,Aprons
349,2019-12-13,75029.0,Aprons
350,2019-12-14,75029.0,Aprons
351,2019-12-15,75029.0,Aprons
352,2019-12-16,75029.0,Aprons
353,2019-12-17,133172.0,Aprons
354,2019-12-18,133172.0,Aprons
355,2019-12-19,133172.0,Aprons
356,2019-12-20,97097.0,Aprons
357,2019-12-21,97097.0,Aprons
358,2019-12-22,97097.0,Aprons
359,2019-12-23,91939.0,Aprons
360,2019-12-24,91939.0,Aprons
361,2019-12-25,91939.0,Aprons
362,2019-12-26,91939.0,Aprons
363,2019-12-27,91939.0,Aprons
364,2019-12-28,91939.0,Aprons
365,2019-12-29,91939.0,Aprons
366,2019-12-30,56029.0,Aprons
367,2019-12-31,56029.0,Aprons
368,2020-01-01,56029.0,Aprons
369,2020-01-02,56029.0,Aprons
370,2020-01-03,56029.0,Aprons
371,2020-01-04,56029.0,Aprons
372,2020-01-05,56029.0,Aprons
373,2020-01-06,64852.0,Aprons
374,2020-01-07,45621.0,Aprons
375,2020-01-08,45621.0,Aprons
376,2020-01-09,34419.0,Aprons
377,2020-01-10,34419.0,Aprons
378,2020-01-11,34419.0,Aprons
379,2020-01-12,34419.0,Aprons
380,2020-01-13,34419.0,Aprons
381,2020-01-14,49156.0,Aprons
382,2020-01-15,55133.0,Aprons
383,2020-01-16,55133.0,Aprons
384,2020-01-17,48346.0,Aprons
385,2020-01-18,48346.0,Aprons
386,2020-01-19,61902.0,Aprons
387,2020-01-20,61902.0,Aprons
388,2020-01-21,61902.0,Aprons
389,2020-01-22,61902.0,Aprons
390,2020-01-23,61902.0,Aprons
391,2020-01-24,61902.0,Aprons
392,2020-01-25,61902.0,Aprons
393,2020-01-26,61902.0,Aprons
394,2020-01-27,61902.0,Aprons
395,2020-01-28,36970.0,Aprons
396,2020-01-29,36970.0,Aprons
397,2020-01-30,36970.0,Aprons
398,2020-01-31,36970.0,Aprons
399,2020-02-01,36970.0,Aprons
400,2020-02-02,44960.0,Aprons
401,2020-02-03,40494.0,Aprons
402,2020-02-04,33138.0,Aprons
403,2020-02-05,31954.0,Aprons
404,2020-02-06,31954.0,Aprons
405,2020-02-07,31954.0,Aprons
406,2020-02-08,37072.0,Aprons
407,2020-02-09,37072.0,Aprons
408,2020-02-10,37072.0,Aprons
409,2020-02-11,37072.0,Aprons
410,2020-02-12,23178.0,Aprons
411,2020-02-13,23178.0,Aprons
412,2020-02-14,23178.0,Aprons
413,2020-02-15,23178.0,Aprons
414,2020-02-16,23178.0,Aprons
415,2020-02-17,35986.0,Aprons
416,2020-02-18,35986.0,Aprons
417,2020-02-19,41869.0,Aprons
418,2020-02-20,41869.0,Aprons
419,2020-02-21,9386.0,Aprons
420,2020-02-22,9386.0,Aprons
421,2020-02-23,15805.0,Aprons
422,2020-02-24,17972.0,Aprons
423,2020-02-25,17972.0,Aprons
424,2020-02-26,17972.0,Aprons
425,2020-02-27,17972.0,Aprons
426,2020-02-28,17972.0,Aprons
427,2020-02-29,17972.0,Aprons
428,2020-03-01,17972.0,Aprons
429,2020-03-02,58831.0,Aprons
430,2020-03-03,58831.0,Aprons
431,2020-03-04,58831.0,Aprons
432,2020-03-05,13827.0,Aprons
433,2020-03-06,13827.0,Aprons
434,2020-03-07,13827.0,Aprons
435,2020-03-08,13827.0,Aprons
436,2020-03-09,29753.0,Aprons
437,2020-03-10,29753.0,Aprons
438,2020-03-11,-1.0,Aprons
439,2020-03-12,-1.0,Aprons
440,2020-03-13,-1.0,Aprons
441,2020-03-14,-1.0,Aprons
442,2020-03-15,-1.0,Aprons
443,2020-03-16,-1.0,Aprons
444,2020-03-17,-1.0,Aprons
445,2020-03-18,-1.0,Aprons
446,2020-03-19,-1.0,Aprons
447,2020-03-20,-1.0,Aprons
448,2020-03-21,-1.0,Aprons
449,2020-03-22,-1.0,Aprons
450,2020-03-23,-1.0,Aprons
451,2020-03-24,-1.0,Aprons
452,2020-03-25,-1.0,Aprons
453,2020-03-26,-1.0,Aprons
454,2020-03-27,-1.0,Aprons
455,2020-03-28,-1.0,Aprons
456,2020-03-29,-1.0,Aprons
457,2020-03-30,-1.0,Aprons
458,2020-03-31,-1.0,Aprons
459,2020-04-01,-1.0,Aprons
460,2020-04-02,-1.0,Aprons
461,2020-04-03,-1.0,Aprons
462,2020-04-04,-1.0,Aprons
463,2020-04-05,-1.0,Aprons
464,2020-04-06,-1.0,Aprons
465,2020-04-07,-1.0,Aprons
466,2020-04-08,-1.0,Aprons
467,2020-04-09,-1.0,Aprons
468,2020-04-10,-1.0,Aprons
469,2020-04-11,-1.0,Aprons
470,2020-04-12,-1.0,Aprons
471,2020-04-13,-1.0,Aprons
472,2020-04-14,-1.0,Aprons
473,2020-04-15,-1.0,Aprons
474,2020-04-16,-1.0,Aprons
475,2020-04-17,-1.0,Aprons
476,2020-04-18,-1.0,Aprons
477,2020-04-19,-1.0,Aprons
478,2020-04-20,-1.0,Aprons
479,2020-04-21,-1.0,Aprons
480,2020-04-22,-1.0,Aprons
481,2020-04-23,-1.0,Aprons
482,2020-04-24,-1.0,Aprons
483,2020-04-25,-1.0,Aprons
484,2020-04-26,-1.0,Aprons
485,2020-04-27,-1.0,Aprons
486,2020-04-28,-1.0,Aprons
487,2020-04-29,-1.0,Aprons
488,2020-04-30,-1.0,Aprons
489,2020-05-01,-1.0,Aprons
490,2020-05-02,-1.0,Aprons
491,2020-05-03,-1.0,Aprons
492,2020-05-04,-1.0,Aprons
493,2020-05-05,-1.0,Aprons
494,2020-05-06,-1.0,Aprons
495,2020-05-07,-1.0,Aprons
496,2020-05-08,-1.0,Aprons
497,2020-05-09,-1.0,Aprons
498,2020-05-10,-1.0,Aprons
499,2020-05-11,-1.0,Aprons
500,2020-05-12,-1.0,Aprons
501,2020-05-13,-1.0,Aprons
502,2020-05-14,-1.0,Aprons
503,2020-05-15,-1.0,Aprons
504,2020-05-16,-1.0,Aprons
505,2020-05-17,-1.0,Aprons
506,2020-05-18,-1.0,Aprons
507,2020-05-19,-1.0,Aprons
508,2020-05-20,-1.0,Aprons
509,2020-05-21,-1.0,Aprons
510,2020-05-22,-1.0,Aprons
511,2020-05-23,-1.0,Aprons
512,2020-05-24,-1.0,Aprons
513,2020-05-25,-1.0,Aprons
514,2020-05-26,-1.0,Aprons
515,2020-05-27,-1.0,Aprons
516,2020-05-28,-1.0,Aprons
517,2020-05-29,-1.0,Aprons
518,2020-05-30,-1.0,Aprons
519,2020-05-31,-1.0,Aprons
520,2020-06-01,-1.0,Aprons
521,2020-06-02,-1.0,Aprons
522,2020-06-03,-1.0,Aprons
523,2020-06-04,-1.0,Aprons
524,2020-06-05,-1.0,Aprons
525,2020-06-06,-1.0,Aprons
526,2020-06-07,-1.0,Aprons
527,2020-06-08,-1.0,Aprons
528,2020-06-09,-1.0,Aprons
529,2020-06-10,-1.0,Aprons
530,2020-06-11,-1.0,Aprons
531,2020-06-12,-1.0,Aprons
532,2020-06-13,-1.0,Aprons
533,2020-06-14,-1.0,Aprons
534,2020-06-15,-1.0,Aprons
535,2020-06-16,-1.0,Aprons
536,2020-06-17,-1.0,Aprons
537,2020-06-18,-1.0,Aprons
538,2020-06-19,-1.0,Aprons
539,2020-06-20,-1.0,Aprons
540,2020-06-21,-1.0,Aprons
541,2020-06-22,-1.0,Aprons
542,2020-06-23,-1.0,Aprons
543,2020-06-24,-1.0,Aprons
544,2020-06-25,-1.0,Aprons
545,2020-06-26,-1.0,Aprons
546,2020-06-27,-1.0,Aprons
547,2020-06-28,-1.0,Aprons
548,2020-06-29,-1.0,Aprons
549,2020-06-30,-1.0,Aprons
550,2020-07-01,-1.0,Aprons
551,2020-07-02,-1.0,Aprons
552,2020-07-03,-1.0,Aprons
553,2020-07-04,-1.0,Aprons
554,2020-07-05,-1.0,Aprons
555,2020-07-06,-1.0,Aprons
556,2020-07-07,-1.0,Aprons
557,2020-07-08,-1.0,Aprons
558,2020-07-09,-1.0,Aprons
559,2020-07-10,-1.0,Aprons
560,2020-07-11,-1.0,Aprons
561,2020-07-12,-1.0,Aprons
562,2020-07-13,-1.0,Aprons
563,2020-07-14,-1.0,Aprons
564,2020-07-15,-1.0,Aprons
565,2020-07-16,-1.0,Aprons
566,2020-07-17,-1.0,Aprons
567,2020-07-18,-1.0,Aprons
568,2020-07-19,-1.0,Aprons
569,2020-07-20,-1.0,Aprons
570,2020-07-21,-1.0,Aprons
571,2020-07-22,-1.0,Aprons
572,2020-07-23,-1.0,Aprons
573,2020-07-24,-1.0,Aprons
574,2020-07-25,-1.0,Aprons
575,2020-07-26,-1.0,Aprons
576,2020-07-27,-1.0,Aprons
577,2020-07-28,-1.0,Aprons
578,2020-07-29,-1.0,Aprons
579,2020-07-30,-1.0,Aprons
580,2020-07-31,-1.0,Aprons
581,2020-08-01,4552.0,Aprons
582,2020-08-02,7491.0,Aprons
583,2020-08-03,7491.0,Aprons
584,2020-08-04,7491.0,Aprons
585,2020-08-05,8881.0,Aprons
586,2020-08-06,7065.0,Aprons
587,2020-08-07,7991.0,Aprons
588,2020-08-08,7991.0,Aprons
589,2020-08-09,7991.0,Aprons
590,2020-08-10,13378.0,Aprons
591,2020-08-11,13378.0,Aprons
592,2020-08-12,13378.0,Aprons
593,2020-08-13,9089.0,Aprons
594,2020-08-14,9089.0,Aprons
595,2020-08-15,9089.0,Aprons
596,2020-08-16,9089.0,Aprons
597,2020-08-17,9089.0,Aprons
598,2020-08-18,9089.0,Aprons
599,2020-08-19,6733.0,Aprons
600,2020-08-20,8084.0,Aprons
601,2020-08-21,8681.0,Aprons
602,2020-08-22,8681.0,Aprons
603,2020-08-23,8681.0,Aprons
604,2020-08-24,8681.0,Aprons
605,2020-08-25,8544.0,Aprons
606,2020-08-26,8544.0,Aprons
607,2020-08-27,8544.0,Aprons
608,2020-08-28,8544.0,Aprons
609,2020-08-29,9178.0,Aprons
610,2020-08-30,9178.0,Aprons
611,2020-08-31,9178.0,Aprons
612,2020-09-01,9178.0,Aprons
613,2020-09-02,9178.0,Aprons
614,2020-09-03,9178.0,Aprons
615,2020-09-04,9178.0,Aprons
616,2020-09-05,9178.0,Aprons
617,2020-09-06,9178.0,Aprons
618,2020-09-07,9178.0,Aprons
619,2020-09-08,9446.0,Aprons
620,2020-09-09,9446.0,Aprons
621,2020-09-10,9446.0,Aprons
622,2020-09-11,9446.0,Aprons
623,2020-09-12,9446.0,Aprons
624,2020-09-13,9446.0,Aprons
625,2020-09-14,15929.0,Aprons
626,2020-09-15,15929.0,Aprons
627,2020-09-16,15929.0,Aprons
628,2020-09-17,9595.0,Aprons
629,2020-09-18,9595.0,Aprons
630,2020-09-19,7421.0,Aprons
631,2020-09-20,7421.0,Aprons
632,2020-09-21,7421.0,Aprons
633,2020-09-22,7421.0,Aprons
634,2020-09-23,5809.0,Aprons
635,2020-09-24,5809.0,Aprons
636,2020-09-25,5809.0,Aprons
637,2020-09-26,5809.0,Aprons
638,2020-09-27,5809.0,Aprons
639,2020-09-28,7748.0,Aprons
640,2020-09-29,7748.0,Aprons
641,2020-09-30,7748.0,Aprons
642,2020-10-01,7748.0,Aprons
643,2020-10-02,5143.0,Aprons
644,2020-10-03,7553.0,Aprons
645,2020-10-04,5489.0,Aprons
646,2020-10-05,5489.0,Aprons
647,2020-10-06,5489.0,Aprons
648,2020-10-07,5489.0,Aprons
649,2020-10-08,9702.0,Aprons
650,2020-10-09,9702.0,Aprons
651,2020-10-10,9702.0,Aprons
652,2020-10-11,9702.0,Aprons
653,2020-10-12,13407.0,Aprons
654,2020-10-13,13407.0,Aprons
655,2020-10-14,13407.0,Aprons
656,2020-10-15,13407.0,Aprons
657,2020-10-16,13407.0,Aprons
658,2020-10-17,13407.0,Aprons
659,2020-10-18,13407.0,Aprons
660,2020-10-19,13407.0,Aprons
661,2020-10-20,13407.0,Aprons
662,2020-10-21,13407.0,Aprons
663,2020-10-22,13976.0,Aprons
664,2020-10-23,13976.0,Aprons
665,2020-10-24,13976.0,Aprons
666,2020-10-25,13976.0,Aprons
667,2020-10-26,16415.0,Aprons
668,2020-10-27,16415.0,Aprons
669,2020-10-28,16415.0,Aprons
670,2020-10-29,19479.0,Aprons
671,2020-10-30,19479.0,Aprons
672,2020-10-31,19479.0,Aprons
673,2020-11-01,19479.0,Aprons
674,2020-11-02,23086.0,Aprons
675,2020-11-03,23086.0,Aprons
676,2020-11-04,23086.0,Aprons
677,2020-11-05,23086.0,Aprons
678,2020-11-06,23086.0,Aprons
679,2020-11-07,23086.0,Aprons
680,2020-11-08,23086.0,Aprons
681,2020-11-09,22094.0,Aprons
682,2020-11-10,22094.0,Aprons
683,2020-11-11,14694.0,Aprons
684,2020-11-12,14694.0,Aprons
685,2020-11-13,14694.0,Aprons
686,2020-11-14,14694.0,Aprons
687,2020-11-15,14694.0,Aprons
688,2020-11-16,14694.0,Aprons
689,2020-11-17,25219.0,Aprons
690,2020-11-18,25219.0,Aprons
691,2020-11-19,25219.0,Aprons
692,2020-11-20,26442.0,Aprons
693,2020-11-21,26442.0,Aprons
694,2020-11-22,26442.0,Aprons
695,2020-11-23,26442.0,Aprons
696,2020-11-24,26442.0,Aprons
697,2020-11-25,26442.0,Aprons
698,2020-11-26,26442.0,Aprons
699,2020-11-27,26442.0,Aprons
700,2020-11-28,26442.0,Aprons
701,2020-11-29,26442.0,Aprons
702,2020-11-30,28586.0,Aprons
703,2020-12-01,28586.0,Aprons
704,2020-12-02,28586.0,Aprons
705,2020-12-03,28586.0,Aprons
706,2020-12-04,28586.0,Aprons
707,2020-12-05,28586.0,Aprons
708,2020-12-06,28586.0,Aprons
709,2020-12-07,28586.0,Aprons
710,2020-12-08,28586.0,Aprons
711,2020-12-09,28586.0,Aprons
712,2020-12-10,28586.0,Aprons
713,2020-12-11,28586.0,Aprons
714,2020-12-12,28586.0,Aprons
715,2020-12-13,28586.0,Aprons
716,2020-12-14,28586.0,Aprons
717,2020-12-15,28586.0,Aprons
718,2020-12-16,28586.0,Aprons
719,2020-12-17,28586.0,Aprons
720,2020-12-18,28586.0,Aprons
721,2020-12-19,28586.0,Aprons
722,2020-12-20,28586.0,Aprons
723,2020-12-21,28586.0,Aprons
724,2020-12-22,28586.0,Aprons
725,2020-12-23,28586.0,Aprons
726,2020-12-24,28586.0,Aprons
727,2020-12-25,36668.0,Aprons
728,2020-12-26,62518.0,Aprons
729,2020-12-27,62518.0,Aprons
730,2020-12-28,62518.0,Aprons
731,2020-12-29,62518.0,Aprons
732,2020-12-30,62518.0,Aprons
733,2020-12-31,62518.0,Aprons
734,2021-01-01,62518.0,Aprons
