,date,value,name_B07D36Q3Z7
168,2019-03-22,505098.0,Throws
169,2019-03-23,505098.0,Throws
170,2019-03-24,505098.0,Throws
171,2019-03-25,505098.0,Throws
172,2019-03-26,267285.0,Throws
173,2019-03-27,267285.0,Throws
174,2019-03-28,267285.0,Throws
175,2019-03-29,267285.0,Throws
176,2019-03-30,267285.0,Throws
177,2019-03-31,267285.0,Throws
178,2019-04-01,267285.0,Throws
179,2019-04-02,267285.0,Throws
180,2019-04-03,872553.0,Throws
181,2019-04-04,872553.0,Throws
182,2019-04-05,872553.0,Throws
183,2019-04-06,872553.0,Throws
184,2019-04-07,872553.0,Throws
185,2019-04-08,872553.0,Throws
186,2019-04-09,872553.0,Throws
187,2019-04-10,872553.0,Throws
188,2019-04-11,872553.0,Throws
189,2019-04-12,1252747.0,Throws
190,2019-04-13,1252747.0,Throws
191,2019-04-14,1252747.0,Throws
192,2019-04-15,1252747.0,Throws
193,2019-04-16,1252747.0,Throws
194,2019-04-17,1252747.0,Throws
195,2019-04-18,1252747.0,Throws
196,2019-04-19,1252747.0,Throws
197,2019-04-20,851396.0,Throws
198,2019-04-21,851396.0,Throws
199,2019-04-22,851396.0,Throws
200,2019-04-23,851396.0,Throws
201,2019-04-24,851396.0,Throws
202,2019-04-25,851396.0,Throws
203,2019-04-26,851396.0,Throws
204,2019-04-27,851396.0,Throws
205,2019-04-28,513683.0,Throws
206,2019-04-29,513683.0,Throws
207,2019-04-30,513683.0,Throws
208,2019-05-01,513683.0,Throws
209,2019-05-02,513683.0,Throws
210,2019-05-03,513683.0,Throws
211,2019-05-04,513683.0,Throws
212,2019-05-05,758526.0,Throws
213,2019-05-06,205454.0,Throws
214,2019-05-07,215589.0,Throws
215,2019-05-08,243250.0,Throws
216,2019-05-09,487244.0,Throws
217,2019-05-10,361570.0,Throws
218,2019-05-11,497083.0,Throws
219,2019-05-12,560323.0,Throws
220,2019-05-13,662622.0,Throws
221,2019-05-14,415439.0,Throws
222,2019-05-15,415439.0,Throws
223,2019-05-16,621965.0,Throws
224,2019-05-17,621965.0,Throws
225,2019-05-18,621965.0,Throws
226,2019-05-19,889611.0,Throws
227,2019-05-20,889611.0,Throws
228,2019-05-21,328310.0,Throws
229,2019-05-22,526630.0,Throws
230,2019-05-23,312804.0,Throws
231,2019-05-24,432886.0,Throws
232,2019-05-25,580681.0,Throws
233,2019-05-26,336316.0,Throws
234,2019-05-27,350037.0,Throws
235,2019-05-28,350037.0,Throws
236,2019-05-29,457787.0,Throws
237,2019-05-30,457787.0,Throws
238,2019-05-31,457787.0,Throws
239,2019-06-01,279930.0,Throws
240,2019-06-02,288505.0,Throws
241,2019-06-03,476294.0,Throws
242,2019-06-04,187499.0,Throws
243,2019-06-05,246444.0,Throws
244,2019-06-06,370354.0,Throws
245,2019-06-07,232956.0,Throws
246,2019-06-08,360868.0,Throws
247,2019-06-09,481738.0,Throws
248,2019-06-10,600003.0,Throws
249,2019-06-11,711706.0,Throws
250,2019-06-12,372656.0,Throws
251,2019-06-13,529384.0,Throws
252,2019-06-14,176447.0,Throws
253,2019-06-15,175696.0,Throws
254,2019-06-16,409504.0,Throws
255,2019-06-17,506007.0,Throws
256,2019-06-18,506007.0,Throws
257,2019-06-19,211828.0,Throws
258,2019-06-20,370254.0,Throws
259,2019-06-21,508906.0,Throws
260,2019-06-22,206934.0,Throws
261,2019-06-23,442493.0,Throws
262,2019-06-24,573570.0,Throws
263,2019-06-25,387189.0,Throws
264,2019-06-26,329525.0,Throws
265,2019-06-27,509146.0,Throws
266,2019-06-28,509146.0,Throws
267,2019-06-29,158514.0,Throws
268,2019-06-30,189747.0,Throws
269,2019-07-01,189747.0,Throws
270,2019-07-02,130921.0,Throws
271,2019-07-03,383427.0,Throws
272,2019-07-04,352475.0,Throws
273,2019-07-05,183395.0,Throws
274,2019-07-06,398585.0,Throws
275,2019-07-07,508685.0,Throws
276,2019-07-08,508685.0,Throws
277,2019-07-09,-1.0,Throws
278,2019-07-10,-1.0,Throws
279,2019-07-11,-1.0,Throws
280,2019-07-12,-1.0,Throws
281,2019-07-13,139588.0,Throws
282,2019-07-14,158209.0,Throws
283,2019-07-15,97301.0,Throws
284,2019-07-16,97301.0,Throws
285,2019-07-17,174491.0,Throws
286,2019-07-18,217032.0,Throws
287,2019-07-19,153671.0,Throws
288,2019-07-20,153671.0,Throws
289,2019-07-21,285006.0,Throws
290,2019-07-22,330964.0,Throws
291,2019-07-23,284992.0,Throws
292,2019-07-24,284992.0,Throws
293,2019-07-25,108698.0,Throws
294,2019-07-26,253337.0,Throws
295,2019-07-27,100569.0,Throws
296,2019-07-28,167293.0,Throws
297,2019-07-29,151928.0,Throws
298,2019-07-30,138642.0,Throws
299,2019-07-31,283902.0,Throws
300,2019-08-01,283902.0,Throws
301,2019-08-02,348856.0,Throws
302,2019-08-03,58802.0,Throws
303,2019-08-04,94987.0,Throws
304,2019-08-05,91797.0,Throws
305,2019-08-06,102403.0,Throws
306,2019-08-07,102403.0,Throws
307,2019-08-08,88784.0,Throws
308,2019-08-09,58642.0,Throws
309,2019-08-10,58642.0,Throws
310,2019-08-11,79619.0,Throws
311,2019-08-12,67780.0,Throws
312,2019-08-13,67780.0,Throws
313,2019-08-14,183558.0,Throws
314,2019-08-15,102881.0,Throws
315,2019-08-16,102881.0,Throws
316,2019-08-17,69632.0,Throws
317,2019-08-18,70729.0,Throws
318,2019-08-19,70729.0,Throws
319,2019-08-20,75065.0,Throws
320,2019-08-21,87769.0,Throws
321,2019-08-22,90058.0,Throws
322,2019-08-23,90058.0,Throws
323,2019-08-24,83627.0,Throws
324,2019-08-25,106829.0,Throws
325,2019-08-26,167151.0,Throws
326,2019-08-27,90908.0,Throws
327,2019-08-28,82859.0,Throws
328,2019-08-29,82859.0,Throws
329,2019-08-30,82859.0,Throws
330,2019-08-31,82859.0,Throws
331,2019-09-01,82859.0,Throws
332,2019-09-02,82859.0,Throws
333,2019-09-03,82859.0,Throws
334,2019-09-04,82859.0,Throws
335,2019-09-05,104921.0,Throws
336,2019-09-06,93065.0,Throws
337,2019-09-07,93065.0,Throws
338,2019-09-08,69825.0,Throws
339,2019-09-09,69825.0,Throws
340,2019-09-10,69825.0,Throws
341,2019-09-11,69825.0,Throws
342,2019-09-12,69825.0,Throws
343,2019-09-13,69825.0,Throws
344,2019-09-14,69825.0,Throws
345,2019-09-15,69825.0,Throws
346,2019-09-16,69825.0,Throws
347,2019-09-17,96241.0,Throws
348,2019-09-18,102672.0,Throws
349,2019-09-19,71281.0,Throws
350,2019-09-20,100482.0,Throws
351,2019-09-21,81056.0,Throws
352,2019-09-22,89168.0,Throws
353,2019-09-23,75009.0,Throws
354,2019-09-24,98898.0,Throws
355,2019-09-25,98898.0,Throws
356,2019-09-26,98898.0,Throws
357,2019-09-27,98898.0,Throws
358,2019-09-28,71102.0,Throws
359,2019-09-29,103812.0,Throws
360,2019-09-30,67968.0,Throws
361,2019-10-01,137946.0,Throws
362,2019-10-02,137946.0,Throws
363,2019-10-03,98268.0,Throws
364,2019-10-04,86447.0,Throws
365,2019-10-05,86447.0,Throws
366,2019-10-06,57074.0,Throws
367,2019-10-07,57074.0,Throws
368,2019-10-08,67354.0,Throws
369,2019-10-09,67354.0,Throws
370,2019-10-10,67354.0,Throws
371,2019-10-11,67354.0,Throws
372,2019-10-12,45178.0,Throws
373,2019-10-13,70776.0,Throws
374,2019-10-14,46321.0,Throws
375,2019-10-15,65756.0,Throws
376,2019-10-16,72453.0,Throws
377,2019-10-17,82467.0,Throws
378,2019-10-18,69142.0,Throws
379,2019-10-19,50887.0,Throws
380,2019-10-20,41595.0,Throws
381,2019-10-21,36137.0,Throws
382,2019-10-22,50133.0,Throws
383,2019-10-23,69148.0,Throws
384,2019-10-24,53488.0,Throws
385,2019-10-25,64102.0,Throws
386,2019-10-26,64102.0,Throws
387,2019-10-27,53653.0,Throws
388,2019-10-28,48456.0,Throws
389,2019-10-29,45343.0,Throws
390,2019-10-30,40216.0,Throws
391,2019-10-31,49394.0,Throws
392,2019-11-01,41946.0,Throws
393,2019-11-02,27299.0,Throws
394,2019-11-03,28897.0,Throws
395,2019-11-04,39546.0,Throws
396,2019-11-05,44857.0,Throws
397,2019-11-06,54306.0,Throws
398,2019-11-07,31467.0,Throws
399,2019-11-08,31467.0,Throws
400,2019-11-09,31467.0,Throws
401,2019-11-10,31467.0,Throws
402,2019-11-11,36275.0,Throws
403,2019-11-12,36275.0,Throws
404,2019-11-13,49342.0,Throws
405,2019-11-14,49342.0,Throws
406,2019-11-15,49342.0,Throws
407,2019-11-16,49342.0,Throws
408,2019-11-17,49342.0,Throws
409,2019-11-18,31505.0,Throws
410,2019-11-19,31505.0,Throws
411,2019-11-20,31505.0,Throws
412,2019-11-21,31505.0,Throws
413,2019-11-22,31505.0,Throws
414,2019-11-23,31505.0,Throws
415,2019-11-24,31505.0,Throws
416,2019-11-25,45991.0,Throws
417,2019-11-26,45991.0,Throws
418,2019-11-27,51160.0,Throws
419,2019-11-28,51160.0,Throws
420,2019-11-29,51160.0,Throws
421,2019-11-30,51160.0,Throws
422,2019-12-01,51160.0,Throws
423,2019-12-02,51160.0,Throws
424,2019-12-03,48530.0,Throws
425,2019-12-04,48530.0,Throws
426,2019-12-05,48530.0,Throws
427,2019-12-06,48530.0,Throws
428,2019-12-07,48530.0,Throws
429,2019-12-08,48530.0,Throws
430,2019-12-09,48357.0,Throws
431,2019-12-10,48357.0,Throws
432,2019-12-11,48357.0,Throws
433,2019-12-12,48357.0,Throws
434,2019-12-13,48357.0,Throws
435,2019-12-14,48357.0,Throws
436,2019-12-15,48357.0,Throws
437,2019-12-16,82021.0,Throws
438,2019-12-17,82021.0,Throws
439,2019-12-18,82021.0,Throws
440,2019-12-19,82021.0,Throws
441,2019-12-20,82021.0,Throws
442,2019-12-21,82021.0,Throws
443,2019-12-22,82021.0,Throws
444,2019-12-23,82021.0,Throws
445,2019-12-24,77275.0,Throws
446,2019-12-25,77275.0,Throws
447,2019-12-26,77275.0,Throws
448,2019-12-27,77275.0,Throws
449,2019-12-28,77275.0,Throws
450,2019-12-29,77275.0,Throws
451,2019-12-30,31565.0,Throws
452,2019-12-31,31565.0,Throws
453,2020-01-01,31565.0,Throws
454,2020-01-02,31617.0,Throws
455,2020-01-03,31617.0,Throws
456,2020-01-04,31617.0,Throws
457,2020-01-05,31617.0,Throws
458,2020-01-06,31617.0,Throws
459,2020-01-07,44421.0,Throws
460,2020-01-08,54544.0,Throws
461,2020-01-09,54544.0,Throws
462,2020-01-10,54544.0,Throws
463,2020-01-11,54544.0,Throws
464,2020-01-12,54544.0,Throws
465,2020-01-13,54544.0,Throws
466,2020-01-14,54544.0,Throws
467,2020-01-15,38862.0,Throws
468,2020-01-16,38862.0,Throws
469,2020-01-17,38862.0,Throws
470,2020-01-18,38862.0,Throws
471,2020-01-19,38862.0,Throws
472,2020-01-20,38862.0,Throws
473,2020-01-21,38862.0,Throws
474,2020-01-22,38862.0,Throws
475,2020-01-23,36924.0,Throws
476,2020-01-24,36924.0,Throws
477,2020-01-25,36924.0,Throws
478,2020-01-26,36924.0,Throws
479,2020-01-27,36924.0,Throws
480,2020-01-28,36924.0,Throws
481,2020-01-29,36924.0,Throws
482,2020-01-30,36924.0,Throws
483,2020-01-31,36924.0,Throws
484,2020-02-01,41257.0,Throws
485,2020-02-02,41257.0,Throws
486,2020-02-03,41257.0,Throws
487,2020-02-04,41257.0,Throws
488,2020-02-05,41257.0,Throws
489,2020-02-06,41257.0,Throws
490,2020-02-07,20030.0,Throws
491,2020-02-08,20030.0,Throws
492,2020-02-09,20030.0,Throws
493,2020-02-10,20030.0,Throws
494,2020-02-11,20030.0,Throws
495,2020-02-12,41710.0,Throws
496,2020-02-13,41710.0,Throws
497,2020-02-14,41710.0,Throws
498,2020-02-15,41710.0,Throws
499,2020-02-16,41710.0,Throws
500,2020-02-17,22748.0,Throws
501,2020-02-18,22748.0,Throws
502,2020-02-19,30046.0,Throws
503,2020-02-20,30046.0,Throws
504,2020-02-21,30046.0,Throws
505,2020-02-22,30046.0,Throws
506,2020-02-23,30046.0,Throws
507,2020-02-24,30046.0,Throws
508,2020-02-25,30046.0,Throws
509,2020-02-26,23496.0,Throws
510,2020-02-27,23496.0,Throws
511,2020-02-28,23496.0,Throws
512,2020-02-29,23496.0,Throws
513,2020-03-01,23496.0,Throws
514,2020-03-02,23496.0,Throws
515,2020-03-03,23496.0,Throws
516,2020-03-04,34302.0,Throws
517,2020-03-05,34302.0,Throws
518,2020-03-06,34302.0,Throws
519,2020-03-07,34302.0,Throws
520,2020-03-08,34302.0,Throws
521,2020-03-09,34302.0,Throws
522,2020-03-10,34302.0,Throws
523,2020-03-11,34302.0,Throws
524,2020-03-12,29198.0,Throws
525,2020-03-13,29198.0,Throws
526,2020-03-14,29198.0,Throws
527,2020-03-15,29198.0,Throws
528,2020-03-16,29198.0,Throws
529,2020-03-17,29198.0,Throws
530,2020-03-18,28268.0,Throws
531,2020-03-19,28268.0,Throws
532,2020-03-20,28268.0,Throws
533,2020-03-21,28268.0,Throws
534,2020-03-22,28268.0,Throws
535,2020-03-23,28268.0,Throws
536,2020-03-24,28268.0,Throws
537,2020-03-25,20258.0,Throws
538,2020-03-26,20258.0,Throws
539,2020-03-27,22739.0,Throws
540,2020-03-28,22739.0,Throws
541,2020-03-29,22739.0,Throws
542,2020-03-30,16728.0,Throws
543,2020-03-31,16728.0,Throws
544,2020-04-01,17258.0,Throws
545,2020-04-02,17258.0,Throws
546,2020-04-03,17258.0,Throws
547,2020-04-04,17258.0,Throws
548,2020-04-05,17258.0,Throws
549,2020-04-06,37817.0,Throws
550,2020-04-07,37817.0,Throws
551,2020-04-08,33708.0,Throws
552,2020-04-09,33708.0,Throws
553,2020-04-10,33708.0,Throws
554,2020-04-11,33708.0,Throws
555,2020-04-12,33708.0,Throws
556,2020-04-13,33708.0,Throws
557,2020-04-14,33708.0,Throws
558,2020-04-15,33708.0,Throws
559,2020-04-16,33708.0,Throws
560,2020-04-17,19451.0,Throws
561,2020-04-18,19451.0,Throws
562,2020-04-19,19451.0,Throws
563,2020-04-20,19451.0,Throws
564,2020-04-21,19451.0,Throws
565,2020-04-22,19451.0,Throws
566,2020-04-23,28734.0,Throws
567,2020-04-24,28734.0,Throws
568,2020-04-25,28734.0,Throws
569,2020-04-26,28734.0,Throws
570,2020-04-27,28734.0,Throws
571,2020-04-28,35157.0,Throws
572,2020-04-29,29090.0,Throws
573,2020-04-30,29090.0,Throws
574,2020-05-01,29090.0,Throws
575,2020-05-02,62550.0,Throws
576,2020-05-03,62550.0,Throws
577,2020-05-04,62550.0,Throws
578,2020-05-05,62550.0,Throws
579,2020-05-06,62550.0,Throws
580,2020-05-07,23680.0,Throws
581,2020-05-08,23680.0,Throws
582,2020-05-09,23680.0,Throws
583,2020-05-10,23680.0,Throws
584,2020-05-11,23680.0,Throws
585,2020-05-12,30510.0,Throws
586,2020-05-13,30510.0,Throws
587,2020-05-14,22885.0,Throws
588,2020-05-15,22885.0,Throws
589,2020-05-16,22885.0,Throws
590,2020-05-17,22885.0,Throws
591,2020-05-18,22885.0,Throws
592,2020-05-19,39579.0,Throws
593,2020-05-20,35071.0,Throws
594,2020-05-21,28181.0,Throws
595,2020-05-22,34885.0,Throws
596,2020-05-23,34885.0,Throws
597,2020-05-24,34885.0,Throws
598,2020-05-25,34885.0,Throws
599,2020-05-26,45840.0,Throws
600,2020-05-27,42842.0,Throws
601,2020-05-28,42842.0,Throws
602,2020-05-29,42842.0,Throws
603,2020-05-30,42842.0,Throws
604,2020-05-31,42842.0,Throws
605,2020-06-01,32737.0,Throws
606,2020-06-02,32737.0,Throws
607,2020-06-03,32737.0,Throws
608,2020-06-04,32737.0,Throws
609,2020-06-05,32737.0,Throws
610,2020-06-06,20696.0,Throws
611,2020-06-07,20696.0,Throws
612,2020-06-08,24218.0,Throws
613,2020-06-09,24218.0,Throws
614,2020-06-10,24218.0,Throws
615,2020-06-11,14937.0,Throws
616,2020-06-12,14937.0,Throws
617,2020-06-13,14937.0,Throws
618,2020-06-14,14937.0,Throws
619,2020-06-15,14937.0,Throws
620,2020-06-16,19213.0,Throws
621,2020-06-17,19213.0,Throws
622,2020-06-18,19213.0,Throws
623,2020-06-19,24917.0,Throws
624,2020-06-20,24917.0,Throws
625,2020-06-21,24917.0,Throws
626,2020-06-22,42895.0,Throws
627,2020-06-23,45906.0,Throws
628,2020-06-24,37193.0,Throws
629,2020-06-25,37193.0,Throws
630,2020-06-26,37193.0,Throws
631,2020-06-27,37193.0,Throws
632,2020-06-28,37193.0,Throws
633,2020-06-29,37193.0,Throws
634,2020-06-30,28413.0,Throws
635,2020-07-01,28413.0,Throws
636,2020-07-02,28413.0,Throws
637,2020-07-03,28413.0,Throws
638,2020-07-04,25037.0,Throws
639,2020-07-05,25037.0,Throws
640,2020-07-06,22528.0,Throws
641,2020-07-07,28819.0,Throws
642,2020-07-08,28819.0,Throws
643,2020-07-09,28819.0,Throws
644,2020-07-10,28819.0,Throws
645,2020-07-11,28819.0,Throws
646,2020-07-12,28819.0,Throws
647,2020-07-13,28819.0,Throws
648,2020-07-14,28819.0,Throws
649,2020-07-15,28819.0,Throws
650,2020-07-16,33586.0,Throws
651,2020-07-17,33586.0,Throws
652,2020-07-18,33586.0,Throws
653,2020-07-19,46140.0,Throws
654,2020-07-20,46140.0,Throws
655,2020-07-21,46140.0,Throws
656,2020-07-22,46140.0,Throws
657,2020-07-23,41722.0,Throws
658,2020-07-24,41722.0,Throws
659,2020-07-25,50780.0,Throws
660,2020-07-26,50780.0,Throws
661,2020-07-27,50780.0,Throws
662,2020-07-28,50780.0,Throws
663,2020-07-29,50780.0,Throws
664,2020-07-30,24405.0,Throws
665,2020-07-31,24405.0,Throws
666,2020-08-01,21168.0,Throws
667,2020-08-02,21168.0,Throws
668,2020-08-03,21168.0,Throws
669,2020-08-04,26323.0,Throws
670,2020-08-05,20266.0,Throws
671,2020-08-06,20266.0,Throws
672,2020-08-07,24420.0,Throws
673,2020-08-08,24420.0,Throws
674,2020-08-09,24420.0,Throws
675,2020-08-10,31008.0,Throws
676,2020-08-11,31008.0,Throws
677,2020-08-12,31008.0,Throws
678,2020-08-13,32959.0,Throws
679,2020-08-14,32959.0,Throws
680,2020-08-15,32959.0,Throws
681,2020-08-16,29887.0,Throws
682,2020-08-17,29887.0,Throws
683,2020-08-18,29913.0,Throws
684,2020-08-19,29913.0,Throws
685,2020-08-20,29913.0,Throws
686,2020-08-21,29913.0,Throws
687,2020-08-22,29913.0,Throws
688,2020-08-23,29913.0,Throws
689,2020-08-24,18000.0,Throws
690,2020-08-25,22412.0,Throws
691,2020-08-26,22412.0,Throws
692,2020-08-27,24088.0,Throws
693,2020-08-28,24088.0,Throws
694,2020-08-29,24088.0,Throws
695,2020-08-30,24088.0,Throws
696,2020-08-31,26496.0,Throws
697,2020-09-01,26496.0,Throws
698,2020-09-02,26496.0,Throws
699,2020-09-03,37556.0,Throws
700,2020-09-04,37556.0,Throws
701,2020-09-05,37556.0,Throws
702,2020-09-06,37556.0,Throws
703,2020-09-07,37556.0,Throws
704,2020-09-08,37556.0,Throws
705,2020-09-09,37556.0,Throws
706,2020-09-10,30528.0,Throws
707,2020-09-11,30528.0,Throws
708,2020-09-12,30528.0,Throws
709,2020-09-13,26609.0,Throws
710,2020-09-14,26609.0,Throws
711,2020-09-15,26609.0,Throws
712,2020-09-16,26609.0,Throws
713,2020-09-17,54119.0,Throws
714,2020-09-18,39083.0,Throws
715,2020-09-19,39083.0,Throws
716,2020-09-20,39083.0,Throws
717,2020-09-21,66509.0,Throws
718,2020-09-22,66509.0,Throws
719,2020-09-23,66509.0,Throws
720,2020-09-24,38254.0,Throws
721,2020-09-25,38254.0,Throws
722,2020-09-26,38254.0,Throws
723,2020-09-27,38254.0,Throws
724,2020-09-28,37586.0,Throws
725,2020-09-29,37586.0,Throws
726,2020-09-30,37586.0,Throws
727,2020-10-01,33680.0,Throws
728,2020-10-02,33680.0,Throws
729,2020-10-03,33680.0,Throws
730,2020-10-04,33680.0,Throws
731,2020-10-05,28170.0,Throws
732,2020-10-06,28170.0,Throws
733,2020-10-07,24080.0,Throws
734,2020-10-08,24080.0,Throws
735,2020-10-09,24080.0,Throws
736,2020-10-10,23386.0,Throws
737,2020-10-11,23386.0,Throws
738,2020-10-12,23564.0,Throws
739,2020-10-13,23564.0,Throws
740,2020-10-14,27254.0,Throws
741,2020-10-15,26168.0,Throws
742,2020-10-16,26168.0,Throws
743,2020-10-17,26332.0,Throws
744,2020-10-18,26332.0,Throws
745,2020-10-19,22294.0,Throws
746,2020-10-20,22294.0,Throws
747,2020-10-21,22294.0,Throws
748,2020-10-22,24142.0,Throws
749,2020-10-23,24142.0,Throws
750,2020-10-24,24142.0,Throws
751,2020-10-25,24142.0,Throws
752,2020-10-26,19003.0,Throws
753,2020-10-27,19003.0,Throws
754,2020-10-28,19003.0,Throws
755,2020-10-29,22229.0,Throws
756,2020-10-30,22229.0,Throws
757,2020-10-31,22229.0,Throws
758,2020-11-01,22229.0,Throws
759,2020-11-02,18094.0,Throws
760,2020-11-03,21788.0,Throws
761,2020-11-04,21122.0,Throws
762,2020-11-05,21308.0,Throws
763,2020-11-06,21308.0,Throws
764,2020-11-07,21308.0,Throws
765,2020-11-08,21308.0,Throws
766,2020-11-09,16058.0,Throws
