,date,value,name_B00NB5CU72
57,2018-09-05,97149.0,Bed Skirts
58,2018-09-06,97149.0,Bed Skirts
59,2018-09-07,144119.0,Bed Skirts
60,2018-09-08,87569.0,Bed Skirts
61,2018-09-09,170799.0,Bed Skirts
62,2018-09-10,170799.0,Bed Skirts
63,2018-09-11,164845.0,Bed Skirts
64,2018-09-12,164845.0,Bed Skirts
65,2018-09-13,98757.0,Bed Skirts
66,2018-09-14,165062.0,Bed Skirts
67,2018-09-15,112625.0,Bed Skirts
68,2018-09-16,262178.0,Bed Skirts
69,2018-09-17,262178.0,Bed Skirts
70,2018-09-18,222099.0,Bed Skirts
71,2018-09-19,336801.0,Bed Skirts
72,2018-09-20,369679.0,Bed Skirts
73,2018-09-21,95425.0,Bed Skirts
74,2018-09-22,135282.0,Bed Skirts
75,2018-09-23,86930.0,Bed Skirts
76,2018-09-24,73763.0,Bed Skirts
77,2018-09-25,72535.0,Bed Skirts
78,2018-09-26,72535.0,Bed Skirts
79,2018-09-27,72535.0,Bed Skirts
80,2018-09-28,72535.0,Bed Skirts
81,2018-09-29,72535.0,Bed Skirts
82,2018-09-30,72535.0,Bed Skirts
83,2018-10-01,71297.0,Bed Skirts
84,2018-10-02,60194.0,Bed Skirts
85,2018-10-03,145922.0,Bed Skirts
86,2018-10-04,214995.0,Bed Skirts
87,2018-10-05,214995.0,Bed Skirts
88,2018-10-06,169796.0,Bed Skirts
89,2018-10-07,238265.0,Bed Skirts
90,2018-10-08,74554.0,Bed Skirts
91,2018-10-09,74554.0,Bed Skirts
92,2018-10-10,74554.0,Bed Skirts
93,2018-10-11,279989.0,Bed Skirts
94,2018-10-12,340658.0,Bed Skirts
95,2018-10-13,340658.0,Bed Skirts
96,2018-10-14,340658.0,Bed Skirts
97,2018-10-15,340658.0,Bed Skirts
98,2018-10-16,340658.0,Bed Skirts
99,2018-10-17,340658.0,Bed Skirts
100,2018-10-18,340658.0,Bed Skirts
101,2018-10-19,340658.0,Bed Skirts
102,2018-10-20,340658.0,Bed Skirts
103,2018-10-21,538211.0,Bed Skirts
104,2018-10-22,538211.0,Bed Skirts
105,2018-10-23,389901.0,Bed Skirts
106,2018-10-24,389901.0,Bed Skirts
107,2018-10-25,389901.0,Bed Skirts
108,2018-10-26,389901.0,Bed Skirts
109,2018-10-27,389901.0,Bed Skirts
110,2018-10-28,389901.0,Bed Skirts
111,2018-10-29,389901.0,Bed Skirts
112,2018-10-30,389901.0,Bed Skirts
113,2018-10-31,389901.0,Bed Skirts
114,2018-11-01,389901.0,Bed Skirts
115,2018-11-02,389901.0,Bed Skirts
116,2018-11-03,389901.0,Bed Skirts
117,2018-11-04,389901.0,Bed Skirts
118,2018-11-05,389901.0,Bed Skirts
119,2018-11-06,104480.0,Bed Skirts
120,2018-11-07,104480.0,Bed Skirts
121,2018-11-08,104480.0,Bed Skirts
122,2018-11-09,104480.0,Bed Skirts
123,2018-11-10,104480.0,Bed Skirts
124,2018-11-11,114573.0,Bed Skirts
125,2018-11-12,114573.0,Bed Skirts
126,2018-11-13,114573.0,Bed Skirts
127,2018-11-14,83045.0,Bed Skirts
128,2018-11-15,86541.0,Bed Skirts
129,2018-11-16,86541.0,Bed Skirts
130,2018-11-17,80433.0,Bed Skirts
131,2018-11-18,80433.0,Bed Skirts
132,2018-11-19,80433.0,Bed Skirts
133,2018-11-20,102539.0,Bed Skirts
134,2018-11-21,116186.0,Bed Skirts
135,2018-11-22,116186.0,Bed Skirts
136,2018-11-23,203582.0,Bed Skirts
137,2018-11-24,203582.0,Bed Skirts
138,2018-11-25,203582.0,Bed Skirts
139,2018-11-26,203582.0,Bed Skirts
140,2018-11-27,126839.0,Bed Skirts
141,2018-11-28,126839.0,Bed Skirts
142,2018-11-29,150669.0,Bed Skirts
143,2018-11-30,150669.0,Bed Skirts
144,2018-12-01,150669.0,Bed Skirts
145,2018-12-02,150669.0,Bed Skirts
146,2018-12-03,150669.0,Bed Skirts
147,2018-12-04,172193.0,Bed Skirts
148,2018-12-05,172193.0,Bed Skirts
149,2018-12-06,172193.0,Bed Skirts
150,2018-12-07,144628.0,Bed Skirts
151,2018-12-08,144628.0,Bed Skirts
152,2018-12-09,98513.0,Bed Skirts
153,2018-12-10,131950.0,Bed Skirts
154,2018-12-11,131950.0,Bed Skirts
155,2018-12-12,131950.0,Bed Skirts
156,2018-12-13,152636.0,Bed Skirts
157,2018-12-14,157691.0,Bed Skirts
158,2018-12-15,157691.0,Bed Skirts
159,2018-12-16,157691.0,Bed Skirts
160,2018-12-17,354795.0,Bed Skirts
161,2018-12-18,354795.0,Bed Skirts
162,2018-12-19,354795.0,Bed Skirts
163,2018-12-20,354795.0,Bed Skirts
164,2018-12-21,129500.0,Bed Skirts
165,2018-12-22,129500.0,Bed Skirts
166,2018-12-23,129500.0,Bed Skirts
167,2018-12-24,129500.0,Bed Skirts
168,2018-12-25,129500.0,Bed Skirts
169,2018-12-26,129500.0,Bed Skirts
170,2018-12-27,129500.0,Bed Skirts
171,2018-12-28,129500.0,Bed Skirts
172,2018-12-29,106183.0,Bed Skirts
173,2018-12-30,106183.0,Bed Skirts
174,2018-12-31,81741.0,Bed Skirts
175,2019-01-01,81741.0,Bed Skirts
176,2019-01-02,81741.0,Bed Skirts
177,2019-01-03,81741.0,Bed Skirts
178,2019-01-04,81741.0,Bed Skirts
179,2019-01-05,81741.0,Bed Skirts
180,2019-01-06,81741.0,Bed Skirts
181,2019-01-07,81741.0,Bed Skirts
182,2019-01-08,244644.0,Bed Skirts
183,2019-01-09,278491.0,Bed Skirts
184,2019-01-10,278491.0,Bed Skirts
185,2019-01-11,278491.0,Bed Skirts
186,2019-01-12,278491.0,Bed Skirts
187,2019-01-13,278491.0,Bed Skirts
188,2019-01-14,67815.0,Bed Skirts
189,2019-01-15,78713.0,Bed Skirts
190,2019-01-16,78713.0,Bed Skirts
191,2019-01-17,78713.0,Bed Skirts
192,2019-01-18,78713.0,Bed Skirts
193,2019-01-19,69325.0,Bed Skirts
194,2019-01-20,63966.0,Bed Skirts
195,2019-01-21,63966.0,Bed Skirts
196,2019-01-22,63966.0,Bed Skirts
197,2019-01-23,91043.0,Bed Skirts
198,2019-01-24,91043.0,Bed Skirts
199,2019-01-25,91043.0,Bed Skirts
200,2019-01-26,106691.0,Bed Skirts
201,2019-01-27,106691.0,Bed Skirts
202,2019-01-28,106691.0,Bed Skirts
203,2019-01-29,120761.0,Bed Skirts
204,2019-01-30,120761.0,Bed Skirts
205,2019-01-31,98135.0,Bed Skirts
206,2019-02-01,119689.0,Bed Skirts
207,2019-02-02,119689.0,Bed Skirts
208,2019-02-03,119689.0,Bed Skirts
209,2019-02-04,119689.0,Bed Skirts
210,2019-02-05,119689.0,Bed Skirts
211,2019-02-06,119689.0,Bed Skirts
212,2019-02-07,91151.0,Bed Skirts
213,2019-02-08,91151.0,Bed Skirts
214,2019-02-09,91151.0,Bed Skirts
215,2019-02-10,194639.0,Bed Skirts
216,2019-02-11,209585.0,Bed Skirts
217,2019-02-12,249456.0,Bed Skirts
218,2019-02-13,249456.0,Bed Skirts
219,2019-02-14,249456.0,Bed Skirts
220,2019-02-15,249456.0,Bed Skirts
221,2019-02-16,249456.0,Bed Skirts
222,2019-02-17,249456.0,Bed Skirts
223,2019-02-18,249456.0,Bed Skirts
224,2019-02-19,249456.0,Bed Skirts
225,2019-02-20,249456.0,Bed Skirts
226,2019-02-21,249456.0,Bed Skirts
227,2019-02-22,249456.0,Bed Skirts
228,2019-02-23,168306.0,Bed Skirts
229,2019-02-24,163031.0,Bed Skirts
230,2019-02-25,163031.0,Bed Skirts
231,2019-02-26,163031.0,Bed Skirts
232,2019-02-27,163031.0,Bed Skirts
233,2019-02-28,163031.0,Bed Skirts
234,2019-03-01,123385.0,Bed Skirts
235,2019-03-02,123385.0,Bed Skirts
236,2019-03-03,123385.0,Bed Skirts
237,2019-03-04,113387.0,Bed Skirts
238,2019-03-05,113387.0,Bed Skirts
239,2019-03-06,286644.0,Bed Skirts
240,2019-03-07,286644.0,Bed Skirts
241,2019-03-08,286644.0,Bed Skirts
242,2019-03-09,286644.0,Bed Skirts
243,2019-03-10,357036.0,Bed Skirts
244,2019-03-11,145082.0,Bed Skirts
245,2019-03-12,145082.0,Bed Skirts
246,2019-03-13,145082.0,Bed Skirts
247,2019-03-14,145082.0,Bed Skirts
248,2019-03-15,145082.0,Bed Skirts
249,2019-03-16,145082.0,Bed Skirts
250,2019-03-17,145082.0,Bed Skirts
251,2019-03-18,145082.0,Bed Skirts
252,2019-03-19,235316.0,Bed Skirts
253,2019-03-20,235316.0,Bed Skirts
254,2019-03-21,235316.0,Bed Skirts
255,2019-03-22,235316.0,Bed Skirts
256,2019-03-23,235316.0,Bed Skirts
257,2019-03-24,235316.0,Bed Skirts
258,2019-03-25,92494.0,Bed Skirts
259,2019-03-26,92494.0,Bed Skirts
260,2019-03-27,92494.0,Bed Skirts
261,2019-03-28,92494.0,Bed Skirts
262,2019-03-29,92494.0,Bed Skirts
263,2019-03-30,92494.0,Bed Skirts
264,2019-03-31,92494.0,Bed Skirts
265,2019-04-01,92494.0,Bed Skirts
266,2019-04-02,189351.0,Bed Skirts
267,2019-04-03,189351.0,Bed Skirts
268,2019-04-04,189351.0,Bed Skirts
269,2019-04-05,189351.0,Bed Skirts
270,2019-04-06,189351.0,Bed Skirts
271,2019-04-07,189351.0,Bed Skirts
272,2019-04-08,189351.0,Bed Skirts
273,2019-04-09,189351.0,Bed Skirts
274,2019-04-10,189351.0,Bed Skirts
275,2019-04-11,111006.0,Bed Skirts
276,2019-04-12,111006.0,Bed Skirts
277,2019-04-13,111006.0,Bed Skirts
278,2019-04-14,111006.0,Bed Skirts
279,2019-04-15,111006.0,Bed Skirts
280,2019-04-16,111006.0,Bed Skirts
281,2019-04-17,189545.0,Bed Skirts
282,2019-04-18,189545.0,Bed Skirts
283,2019-04-19,189545.0,Bed Skirts
284,2019-04-20,189545.0,Bed Skirts
285,2019-04-21,189545.0,Bed Skirts
286,2019-04-22,189545.0,Bed Skirts
287,2019-04-23,189545.0,Bed Skirts
288,2019-04-24,189545.0,Bed Skirts
289,2019-04-25,551763.0,Bed Skirts
290,2019-04-26,551763.0,Bed Skirts
291,2019-04-27,551763.0,Bed Skirts
292,2019-04-28,551763.0,Bed Skirts
293,2019-04-29,551763.0,Bed Skirts
294,2019-04-30,551763.0,Bed Skirts
295,2019-05-01,551763.0,Bed Skirts
296,2019-05-02,551763.0,Bed Skirts
297,2019-05-03,551763.0,Bed Skirts
298,2019-05-04,119046.0,Bed Skirts
299,2019-05-05,119046.0,Bed Skirts
300,2019-05-06,119046.0,Bed Skirts
301,2019-05-07,307172.0,Bed Skirts
302,2019-05-08,127479.0,Bed Skirts
303,2019-05-09,201486.0,Bed Skirts
304,2019-05-10,90109.0,Bed Skirts
305,2019-05-11,112859.0,Bed Skirts
306,2019-05-12,178886.0,Bed Skirts
307,2019-05-13,132428.0,Bed Skirts
308,2019-05-14,99172.0,Bed Skirts
309,2019-05-15,99172.0,Bed Skirts
310,2019-05-16,109514.0,Bed Skirts
311,2019-05-17,109514.0,Bed Skirts
312,2019-05-18,92688.0,Bed Skirts
313,2019-05-19,92688.0,Bed Skirts
314,2019-05-20,66993.0,Bed Skirts
315,2019-05-21,85309.0,Bed Skirts
316,2019-05-22,96343.0,Bed Skirts
317,2019-05-23,96343.0,Bed Skirts
318,2019-05-24,96343.0,Bed Skirts
319,2019-05-25,96343.0,Bed Skirts
320,2019-05-26,96343.0,Bed Skirts
321,2019-05-27,46100.0,Bed Skirts
322,2019-05-28,73462.0,Bed Skirts
323,2019-05-29,109260.0,Bed Skirts
324,2019-05-30,109260.0,Bed Skirts
325,2019-05-31,109260.0,Bed Skirts
326,2019-06-01,81788.0,Bed Skirts
327,2019-06-02,81788.0,Bed Skirts
328,2019-06-03,85441.0,Bed Skirts
329,2019-06-04,114086.0,Bed Skirts
330,2019-06-05,114086.0,Bed Skirts
331,2019-06-06,79028.0,Bed Skirts
332,2019-06-07,70635.0,Bed Skirts
333,2019-06-08,67484.0,Bed Skirts
334,2019-06-09,73205.0,Bed Skirts
335,2019-06-10,92380.0,Bed Skirts
336,2019-06-11,92380.0,Bed Skirts
337,2019-06-12,88431.0,Bed Skirts
338,2019-06-13,97870.0,Bed Skirts
339,2019-06-14,81135.0,Bed Skirts
340,2019-06-15,81135.0,Bed Skirts
341,2019-06-16,44674.0,Bed Skirts
342,2019-06-17,58876.0,Bed Skirts
343,2019-06-18,58876.0,Bed Skirts
344,2019-06-19,54336.0,Bed Skirts
345,2019-06-20,54336.0,Bed Skirts
346,2019-06-21,75631.0,Bed Skirts
347,2019-06-22,89367.0,Bed Skirts
348,2019-06-23,80432.0,Bed Skirts
349,2019-06-24,99042.0,Bed Skirts
350,2019-06-25,82213.0,Bed Skirts
351,2019-06-26,89148.0,Bed Skirts
352,2019-06-27,89148.0,Bed Skirts
353,2019-06-28,57286.0,Bed Skirts
354,2019-06-29,77520.0,Bed Skirts
355,2019-06-30,77520.0,Bed Skirts
356,2019-07-01,50441.0,Bed Skirts
357,2019-07-02,79014.0,Bed Skirts
358,2019-07-03,79014.0,Bed Skirts
359,2019-07-04,64308.0,Bed Skirts
360,2019-07-05,68204.0,Bed Skirts
361,2019-07-06,73826.0,Bed Skirts
362,2019-07-07,100880.0,Bed Skirts
363,2019-07-08,100880.0,Bed Skirts
364,2019-07-09,91739.0,Bed Skirts
365,2019-07-10,78838.0,Bed Skirts
366,2019-07-11,78838.0,Bed Skirts
367,2019-07-12,81887.0,Bed Skirts
368,2019-07-13,81887.0,Bed Skirts
369,2019-07-14,120637.0,Bed Skirts
370,2019-07-15,57331.0,Bed Skirts
371,2019-07-16,38740.0,Bed Skirts
372,2019-07-17,64560.0,Bed Skirts
373,2019-07-18,64560.0,Bed Skirts
374,2019-07-19,56577.0,Bed Skirts
375,2019-07-20,62095.0,Bed Skirts
376,2019-07-21,62095.0,Bed Skirts
377,2019-07-22,71456.0,Bed Skirts
378,2019-07-23,64281.0,Bed Skirts
379,2019-07-24,64281.0,Bed Skirts
380,2019-07-25,59925.0,Bed Skirts
381,2019-07-26,75075.0,Bed Skirts
382,2019-07-27,75075.0,Bed Skirts
383,2019-07-28,58224.0,Bed Skirts
384,2019-07-29,90567.0,Bed Skirts
385,2019-07-30,90567.0,Bed Skirts
386,2019-07-31,83468.0,Bed Skirts
387,2019-08-01,109150.0,Bed Skirts
388,2019-08-02,109150.0,Bed Skirts
389,2019-08-03,91603.0,Bed Skirts
390,2019-08-04,73220.0,Bed Skirts
391,2019-08-05,73220.0,Bed Skirts
392,2019-08-06,54256.0,Bed Skirts
393,2019-08-07,61347.0,Bed Skirts
394,2019-08-08,67208.0,Bed Skirts
395,2019-08-09,75102.0,Bed Skirts
396,2019-08-10,75102.0,Bed Skirts
397,2019-08-11,56928.0,Bed Skirts
398,2019-08-12,56928.0,Bed Skirts
399,2019-08-13,56928.0,Bed Skirts
400,2019-08-14,84062.0,Bed Skirts
401,2019-08-15,62186.0,Bed Skirts
402,2019-08-16,62186.0,Bed Skirts
403,2019-08-17,67602.0,Bed Skirts
404,2019-08-18,60947.0,Bed Skirts
405,2019-08-19,60947.0,Bed Skirts
406,2019-08-20,48361.0,Bed Skirts
407,2019-08-21,62357.0,Bed Skirts
408,2019-08-22,108548.0,Bed Skirts
409,2019-08-23,108548.0,Bed Skirts
410,2019-08-24,59875.0,Bed Skirts
411,2019-08-25,53375.0,Bed Skirts
412,2019-08-26,53375.0,Bed Skirts
413,2019-08-27,54974.0,Bed Skirts
414,2019-08-28,54974.0,Bed Skirts
415,2019-08-29,54974.0,Bed Skirts
416,2019-08-30,54970.0,Bed Skirts
417,2019-08-31,54970.0,Bed Skirts
418,2019-09-01,43223.0,Bed Skirts
419,2019-09-02,43223.0,Bed Skirts
420,2019-09-03,43223.0,Bed Skirts
421,2019-09-04,43223.0,Bed Skirts
422,2019-09-05,43223.0,Bed Skirts
423,2019-09-06,43223.0,Bed Skirts
424,2019-09-07,83224.0,Bed Skirts
425,2019-09-08,58587.0,Bed Skirts
426,2019-09-09,58249.0,Bed Skirts
427,2019-09-10,73407.0,Bed Skirts
428,2019-09-11,54599.0,Bed Skirts
429,2019-09-12,71608.0,Bed Skirts
430,2019-09-13,67008.0,Bed Skirts
431,2019-09-14,68440.0,Bed Skirts
432,2019-09-15,55808.0,Bed Skirts
433,2019-09-16,107825.0,Bed Skirts
434,2019-09-17,64666.0,Bed Skirts
435,2019-09-18,74977.0,Bed Skirts
436,2019-09-19,94445.0,Bed Skirts
437,2019-09-20,63872.0,Bed Skirts
438,2019-09-21,67989.0,Bed Skirts
439,2019-09-22,113786.0,Bed Skirts
440,2019-09-23,50069.0,Bed Skirts
441,2019-09-24,82765.0,Bed Skirts
442,2019-09-25,51282.0,Bed Skirts
443,2019-09-26,58515.0,Bed Skirts
444,2019-09-27,39282.0,Bed Skirts
445,2019-09-28,57785.0,Bed Skirts
446,2019-09-29,57785.0,Bed Skirts
447,2019-09-30,54130.0,Bed Skirts
448,2019-10-01,54130.0,Bed Skirts
449,2019-10-02,43782.0,Bed Skirts
450,2019-10-03,55962.0,Bed Skirts
451,2019-10-04,47533.0,Bed Skirts
452,2019-10-05,60227.0,Bed Skirts
453,2019-10-06,60227.0,Bed Skirts
454,2019-10-07,70397.0,Bed Skirts
455,2019-10-08,70397.0,Bed Skirts
456,2019-10-09,70397.0,Bed Skirts
457,2019-10-10,42902.0,Bed Skirts
458,2019-10-11,42902.0,Bed Skirts
459,2019-10-12,40669.0,Bed Skirts
460,2019-10-13,40669.0,Bed Skirts
461,2019-10-14,44547.0,Bed Skirts
462,2019-10-15,35446.0,Bed Skirts
463,2019-10-16,43847.0,Bed Skirts
464,2019-10-17,59650.0,Bed Skirts
465,2019-10-18,59268.0,Bed Skirts
466,2019-10-19,59268.0,Bed Skirts
467,2019-10-20,54673.0,Bed Skirts
468,2019-10-21,50205.0,Bed Skirts
469,2019-10-22,30158.0,Bed Skirts
470,2019-10-23,52304.0,Bed Skirts
471,2019-10-24,62721.0,Bed Skirts
472,2019-10-25,51953.0,Bed Skirts
473,2019-10-26,58138.0,Bed Skirts
474,2019-10-27,43001.0,Bed Skirts
475,2019-10-28,55994.0,Bed Skirts
476,2019-10-29,51202.0,Bed Skirts
477,2019-10-30,41307.0,Bed Skirts
478,2019-10-31,50679.0,Bed Skirts
479,2019-11-01,75659.0,Bed Skirts
480,2019-11-02,103765.0,Bed Skirts
481,2019-11-03,103765.0,Bed Skirts
482,2019-11-04,42377.0,Bed Skirts
483,2019-11-05,54272.0,Bed Skirts
484,2019-11-06,64733.0,Bed Skirts
485,2019-11-07,64733.0,Bed Skirts
486,2019-11-08,92108.0,Bed Skirts
487,2019-11-09,92108.0,Bed Skirts
488,2019-11-10,92108.0,Bed Skirts
489,2019-11-11,92108.0,Bed Skirts
490,2019-11-12,92108.0,Bed Skirts
491,2019-11-13,92108.0,Bed Skirts
492,2019-11-14,52463.0,Bed Skirts
493,2019-11-15,52463.0,Bed Skirts
494,2019-11-16,52463.0,Bed Skirts
495,2019-11-17,52463.0,Bed Skirts
496,2019-11-18,52463.0,Bed Skirts
497,2019-11-19,52463.0,Bed Skirts
498,2019-11-20,40899.0,Bed Skirts
499,2019-11-21,85580.0,Bed Skirts
500,2019-11-22,85580.0,Bed Skirts
501,2019-11-23,85580.0,Bed Skirts
502,2019-11-24,85580.0,Bed Skirts
503,2019-11-25,85580.0,Bed Skirts
504,2019-11-26,85580.0,Bed Skirts
505,2019-11-27,85580.0,Bed Skirts
506,2019-11-28,85580.0,Bed Skirts
507,2019-11-29,85580.0,Bed Skirts
508,2019-11-30,85580.0,Bed Skirts
509,2019-12-01,85580.0,Bed Skirts
510,2019-12-02,85580.0,Bed Skirts
511,2019-12-03,85580.0,Bed Skirts
512,2019-12-04,85580.0,Bed Skirts
513,2019-12-05,85580.0,Bed Skirts
514,2019-12-06,85580.0,Bed Skirts
515,2019-12-07,122795.0,Bed Skirts
516,2019-12-08,122795.0,Bed Skirts
517,2019-12-09,122795.0,Bed Skirts
518,2019-12-10,122795.0,Bed Skirts
519,2019-12-11,122795.0,Bed Skirts
520,2019-12-12,122795.0,Bed Skirts
521,2019-12-13,73118.0,Bed Skirts
522,2019-12-14,73118.0,Bed Skirts
523,2019-12-15,73118.0,Bed Skirts
524,2019-12-16,132390.0,Bed Skirts
525,2019-12-17,132390.0,Bed Skirts
526,2019-12-18,132390.0,Bed Skirts
527,2019-12-19,132390.0,Bed Skirts
528,2019-12-20,84654.0,Bed Skirts
529,2019-12-21,84654.0,Bed Skirts
530,2019-12-22,84654.0,Bed Skirts
531,2019-12-23,84654.0,Bed Skirts
532,2019-12-24,84654.0,Bed Skirts
533,2019-12-25,84654.0,Bed Skirts
534,2019-12-26,84654.0,Bed Skirts
535,2019-12-27,84654.0,Bed Skirts
536,2019-12-28,84654.0,Bed Skirts
537,2019-12-29,84654.0,Bed Skirts
538,2019-12-30,84654.0,Bed Skirts
539,2019-12-31,32128.0,Bed Skirts
540,2020-01-01,32128.0,Bed Skirts
541,2020-01-02,32128.0,Bed Skirts
542,2020-01-03,32128.0,Bed Skirts
543,2020-01-04,32128.0,Bed Skirts
544,2020-01-05,32128.0,Bed Skirts
545,2020-01-06,32128.0,Bed Skirts
546,2020-01-07,32128.0,Bed Skirts
547,2020-01-08,32128.0,Bed Skirts
548,2020-01-09,48804.0,Bed Skirts
549,2020-01-10,48804.0,Bed Skirts
550,2020-01-11,48804.0,Bed Skirts
551,2020-01-12,48804.0,Bed Skirts
552,2020-01-13,48804.0,Bed Skirts
553,2020-01-14,48804.0,Bed Skirts
554,2020-01-15,33648.0,Bed Skirts
555,2020-01-16,33648.0,Bed Skirts
556,2020-01-17,33648.0,Bed Skirts
557,2020-01-18,33648.0,Bed Skirts
558,2020-01-19,33648.0,Bed Skirts
559,2020-01-20,33648.0,Bed Skirts
560,2020-01-21,28753.0,Bed Skirts
561,2020-01-22,28753.0,Bed Skirts
562,2020-01-23,28753.0,Bed Skirts
563,2020-01-24,28753.0,Bed Skirts
564,2020-01-25,28753.0,Bed Skirts
565,2020-01-26,28753.0,Bed Skirts
566,2020-01-27,28753.0,Bed Skirts
567,2020-01-28,28753.0,Bed Skirts
568,2020-01-29,31003.0,Bed Skirts
569,2020-01-30,31003.0,Bed Skirts
570,2020-01-31,31003.0,Bed Skirts
571,2020-02-01,31003.0,Bed Skirts
572,2020-02-02,31003.0,Bed Skirts
573,2020-02-03,31003.0,Bed Skirts
574,2020-02-04,35452.0,Bed Skirts
575,2020-02-05,35452.0,Bed Skirts
576,2020-02-06,35452.0,Bed Skirts
577,2020-02-07,37285.0,Bed Skirts
578,2020-02-08,37285.0,Bed Skirts
579,2020-02-09,37285.0,Bed Skirts
580,2020-02-10,37285.0,Bed Skirts
581,2020-02-11,37285.0,Bed Skirts
582,2020-02-12,37285.0,Bed Skirts
583,2020-02-13,31067.0,Bed Skirts
584,2020-02-14,31067.0,Bed Skirts
585,2020-02-15,31067.0,Bed Skirts
586,2020-02-16,31067.0,Bed Skirts
587,2020-02-17,31067.0,Bed Skirts
588,2020-02-18,31067.0,Bed Skirts
589,2020-02-19,31067.0,Bed Skirts
590,2020-02-20,26031.0,Bed Skirts
591,2020-02-21,44868.0,Bed Skirts
592,2020-02-22,44868.0,Bed Skirts
593,2020-02-23,44868.0,Bed Skirts
594,2020-02-24,44868.0,Bed Skirts
595,2020-02-25,44868.0,Bed Skirts
596,2020-02-26,23465.0,Bed Skirts
597,2020-02-27,23465.0,Bed Skirts
598,2020-02-28,23465.0,Bed Skirts
599,2020-02-29,31574.0,Bed Skirts
600,2020-03-01,31574.0,Bed Skirts
601,2020-03-02,31574.0,Bed Skirts
602,2020-03-03,31574.0,Bed Skirts
603,2020-03-04,31574.0,Bed Skirts
604,2020-03-05,35966.0,Bed Skirts
605,2020-03-06,35966.0,Bed Skirts
606,2020-03-07,35966.0,Bed Skirts
607,2020-03-08,35966.0,Bed Skirts
608,2020-03-09,35966.0,Bed Skirts
609,2020-03-10,35966.0,Bed Skirts
610,2020-03-11,38705.0,Bed Skirts
611,2020-03-12,38705.0,Bed Skirts
612,2020-03-13,38705.0,Bed Skirts
613,2020-03-14,38705.0,Bed Skirts
614,2020-03-15,38705.0,Bed Skirts
615,2020-03-16,38705.0,Bed Skirts
616,2020-03-17,38705.0,Bed Skirts
617,2020-03-18,38705.0,Bed Skirts
618,2020-03-19,38705.0,Bed Skirts
619,2020-03-20,38705.0,Bed Skirts
620,2020-03-21,38705.0,Bed Skirts
621,2020-03-22,38705.0,Bed Skirts
622,2020-03-23,38705.0,Bed Skirts
623,2020-03-24,38705.0,Bed Skirts
624,2020-03-25,38705.0,Bed Skirts
625,2020-03-26,36627.0,Bed Skirts
626,2020-03-27,36627.0,Bed Skirts
627,2020-03-28,45772.0,Bed Skirts
628,2020-03-29,45772.0,Bed Skirts
629,2020-03-30,45772.0,Bed Skirts
630,2020-03-31,39093.0,Bed Skirts
631,2020-04-01,39093.0,Bed Skirts
632,2020-04-02,39093.0,Bed Skirts
633,2020-04-03,39093.0,Bed Skirts
