,date,value,name_B073V72B7J
59,2020-07-22,22841.0,Blended Vitamin & Mineral Supplements
60,2020-07-23,22618.0,Blended Vitamin & Mineral Supplements
61,2020-07-24,22618.0,Blended Vitamin & Mineral Supplements
62,2020-07-25,28186.0,Blended Vitamin & Mineral Supplements
63,2020-07-26,25098.0,Blended Vitamin & Mineral Supplements
64,2020-07-27,22582.0,Blended Vitamin & Mineral Supplements
65,2020-07-28,22582.0,Blended Vitamin & Mineral Supplements
66,2020-07-29,19767.0,Blended Vitamin & Mineral Supplements
67,2020-07-30,19767.0,Blended Vitamin & Mineral Supplements
68,2020-07-31,25172.0,Blended Vitamin & Mineral Supplements
69,2020-08-01,25172.0,Blended Vitamin & Mineral Supplements
70,2020-08-02,27577.0,Blended Vitamin & Mineral Supplements
71,2020-08-03,27577.0,Blended Vitamin & Mineral Supplements
72,2020-08-04,26927.0,Blended Vitamin & Mineral Supplements
73,2020-08-05,26927.0,Blended Vitamin & Mineral Supplements
74,2020-08-06,24684.0,Blended Vitamin & Mineral Supplements
75,2020-08-07,25841.0,Blended Vitamin & Mineral Supplements
76,2020-08-08,25273.0,Blended Vitamin & Mineral Supplements
77,2020-08-09,25273.0,Blended Vitamin & Mineral Supplements
78,2020-08-10,26767.0,Blended Vitamin & Mineral Supplements
79,2020-08-11,21941.0,Blended Vitamin & Mineral Supplements
80,2020-08-12,21941.0,Blended Vitamin & Mineral Supplements
81,2020-08-13,27019.0,Blended Vitamin & Mineral Supplements
82,2020-08-14,27019.0,Blended Vitamin & Mineral Supplements
83,2020-08-15,41850.0,Blended Vitamin & Mineral Supplements
84,2020-08-16,41850.0,Blended Vitamin & Mineral Supplements
85,2020-08-17,28766.0,Blended Vitamin & Mineral Supplements
86,2020-08-18,36397.0,Blended Vitamin & Mineral Supplements
87,2020-08-19,40255.0,Blended Vitamin & Mineral Supplements
88,2020-08-20,40255.0,Blended Vitamin & Mineral Supplements
89,2020-08-21,21459.0,Blended Vitamin & Mineral Supplements
90,2020-08-22,21459.0,Blended Vitamin & Mineral Supplements
91,2020-08-23,26579.0,Blended Vitamin & Mineral Supplements
92,2020-08-24,24702.0,Blended Vitamin & Mineral Supplements
93,2020-08-25,24702.0,Blended Vitamin & Mineral Supplements
94,2020-08-26,24685.0,Blended Vitamin & Mineral Supplements
95,2020-08-27,24685.0,Blended Vitamin & Mineral Supplements
96,2020-08-28,27753.0,Blended Vitamin & Mineral Supplements
97,2020-08-29,27753.0,Blended Vitamin & Mineral Supplements
98,2020-08-30,28154.0,Blended Vitamin & Mineral Supplements
99,2020-08-31,28307.0,Blended Vitamin & Mineral Supplements
100,2020-09-01,28307.0,Blended Vitamin & Mineral Supplements
101,2020-09-02,20830.0,Blended Vitamin & Mineral Supplements
102,2020-09-03,31225.0,Blended Vitamin & Mineral Supplements
103,2020-09-04,31225.0,Blended Vitamin & Mineral Supplements
104,2020-09-05,18515.0,Blended Vitamin & Mineral Supplements
105,2020-09-06,18515.0,Blended Vitamin & Mineral Supplements
106,2020-09-07,21127.0,Blended Vitamin & Mineral Supplements
107,2020-09-08,15688.0,Blended Vitamin & Mineral Supplements
108,2020-09-09,15688.0,Blended Vitamin & Mineral Supplements
109,2020-09-10,15163.0,Blended Vitamin & Mineral Supplements
110,2020-09-11,14733.0,Blended Vitamin & Mineral Supplements
111,2020-09-12,14733.0,Blended Vitamin & Mineral Supplements
112,2020-09-13,17340.0,Blended Vitamin & Mineral Supplements
113,2020-09-14,21040.0,Blended Vitamin & Mineral Supplements
114,2020-09-15,21040.0,Blended Vitamin & Mineral Supplements
115,2020-09-16,17657.0,Blended Vitamin & Mineral Supplements
116,2020-09-17,17657.0,Blended Vitamin & Mineral Supplements
117,2020-09-18,18114.0,Blended Vitamin & Mineral Supplements
118,2020-09-19,17853.0,Blended Vitamin & Mineral Supplements
119,2020-09-20,17853.0,Blended Vitamin & Mineral Supplements
120,2020-09-21,15442.0,Blended Vitamin & Mineral Supplements
121,2020-09-22,15442.0,Blended Vitamin & Mineral Supplements
122,2020-09-23,17213.0,Blended Vitamin & Mineral Supplements
123,2020-09-24,16689.0,Blended Vitamin & Mineral Supplements
124,2020-09-25,16689.0,Blended Vitamin & Mineral Supplements
125,2020-09-26,20440.0,Blended Vitamin & Mineral Supplements
126,2020-09-27,20880.0,Blended Vitamin & Mineral Supplements
127,2020-09-28,21074.0,Blended Vitamin & Mineral Supplements
128,2020-09-29,21074.0,Blended Vitamin & Mineral Supplements
129,2020-09-30,18873.0,Blended Vitamin & Mineral Supplements
130,2020-10-01,26964.0,Blended Vitamin & Mineral Supplements
131,2020-10-02,25348.0,Blended Vitamin & Mineral Supplements
132,2020-10-03,24779.0,Blended Vitamin & Mineral Supplements
133,2020-10-04,24779.0,Blended Vitamin & Mineral Supplements
134,2020-10-05,25036.0,Blended Vitamin & Mineral Supplements
135,2020-10-06,26329.0,Blended Vitamin & Mineral Supplements
136,2020-10-07,29743.0,Blended Vitamin & Mineral Supplements
137,2020-10-08,29743.0,Blended Vitamin & Mineral Supplements
138,2020-10-09,21008.0,Blended Vitamin & Mineral Supplements
139,2020-10-10,19852.0,Blended Vitamin & Mineral Supplements
140,2020-10-11,20313.0,Blended Vitamin & Mineral Supplements
141,2020-10-12,20313.0,Blended Vitamin & Mineral Supplements
142,2020-10-13,18608.0,Blended Vitamin & Mineral Supplements
143,2020-10-14,18608.0,Blended Vitamin & Mineral Supplements
144,2020-10-15,19742.0,Blended Vitamin & Mineral Supplements
145,2020-10-16,19742.0,Blended Vitamin & Mineral Supplements
146,2020-10-17,17550.0,Blended Vitamin & Mineral Supplements
147,2020-10-18,17550.0,Blended Vitamin & Mineral Supplements
148,2020-10-19,19147.0,Blended Vitamin & Mineral Supplements
149,2020-10-20,19147.0,Blended Vitamin & Mineral Supplements
150,2020-10-21,22179.0,Blended Vitamin & Mineral Supplements
151,2020-10-22,21845.0,Blended Vitamin & Mineral Supplements
152,2020-10-23,21845.0,Blended Vitamin & Mineral Supplements
153,2020-10-24,25051.0,Blended Vitamin & Mineral Supplements
154,2020-10-25,25051.0,Blended Vitamin & Mineral Supplements
155,2020-10-26,26805.0,Blended Vitamin & Mineral Supplements
156,2020-10-27,26805.0,Blended Vitamin & Mineral Supplements
157,2020-10-28,24353.0,Blended Vitamin & Mineral Supplements
158,2020-10-29,24353.0,Blended Vitamin & Mineral Supplements
159,2020-10-30,32724.0,Blended Vitamin & Mineral Supplements
160,2020-10-31,32724.0,Blended Vitamin & Mineral Supplements
161,2020-11-01,27214.0,Blended Vitamin & Mineral Supplements
162,2020-11-02,29505.0,Blended Vitamin & Mineral Supplements
163,2020-11-03,29366.0,Blended Vitamin & Mineral Supplements
164,2020-11-04,29366.0,Blended Vitamin & Mineral Supplements
165,2020-11-05,27336.0,Blended Vitamin & Mineral Supplements
166,2020-11-06,27336.0,Blended Vitamin & Mineral Supplements
167,2020-11-07,30097.0,Blended Vitamin & Mineral Supplements
168,2020-11-08,30097.0,Blended Vitamin & Mineral Supplements
169,2020-11-09,29676.0,Blended Vitamin & Mineral Supplements
170,2020-11-10,29676.0,Blended Vitamin & Mineral Supplements
171,2020-11-11,29183.0,Blended Vitamin & Mineral Supplements
172,2020-11-12,29183.0,Blended Vitamin & Mineral Supplements
173,2020-11-13,31020.0,Blended Vitamin & Mineral Supplements
174,2020-11-14,31020.0,Blended Vitamin & Mineral Supplements
175,2020-11-15,26920.0,Blended Vitamin & Mineral Supplements
176,2020-11-16,26920.0,Blended Vitamin & Mineral Supplements
177,2020-11-17,26803.0,Blended Vitamin & Mineral Supplements
178,2020-11-18,26803.0,Blended Vitamin & Mineral Supplements
179,2020-11-19,26092.0,Blended Vitamin & Mineral Supplements
180,2020-11-20,26092.0,Blended Vitamin & Mineral Supplements
181,2020-11-21,25013.0,Blended Vitamin & Mineral Supplements
182,2020-11-22,25013.0,Blended Vitamin & Mineral Supplements
183,2020-11-23,22644.0,Blended Vitamin & Mineral Supplements
184,2020-11-24,22644.0,Blended Vitamin & Mineral Supplements
185,2020-11-25,23971.0,Blended Vitamin & Mineral Supplements
186,2020-11-26,23417.0,Blended Vitamin & Mineral Supplements
187,2020-11-27,23417.0,Blended Vitamin & Mineral Supplements
188,2020-11-28,28352.0,Blended Vitamin & Mineral Supplements
189,2020-11-29,28206.0,Blended Vitamin & Mineral Supplements
190,2020-11-30,28314.0,Blended Vitamin & Mineral Supplements
191,2020-12-01,26939.0,Blended Vitamin & Mineral Supplements
192,2020-12-02,26939.0,Blended Vitamin & Mineral Supplements
193,2020-12-03,28148.0,Blended Vitamin & Mineral Supplements
194,2020-12-04,28148.0,Blended Vitamin & Mineral Supplements
195,2020-12-05,27375.0,Blended Vitamin & Mineral Supplements
196,2020-12-06,27375.0,Blended Vitamin & Mineral Supplements
197,2020-12-07,30451.0,Blended Vitamin & Mineral Supplements
198,2020-12-08,30451.0,Blended Vitamin & Mineral Supplements
199,2020-12-09,26584.0,Blended Vitamin & Mineral Supplements
200,2020-12-10,30754.0,Blended Vitamin & Mineral Supplements
201,2020-12-11,30754.0,Blended Vitamin & Mineral Supplements
202,2020-12-12,27672.0,Blended Vitamin & Mineral Supplements
203,2020-12-13,30982.0,Blended Vitamin & Mineral Supplements
204,2020-12-14,22801.0,Blended Vitamin & Mineral Supplements
205,2020-12-15,12802.0,Blended Vitamin & Mineral Supplements
206,2020-12-16,12802.0,Blended Vitamin & Mineral Supplements
207,2020-12-17,16187.0,Blended Vitamin & Mineral Supplements
208,2020-12-18,16818.0,Blended Vitamin & Mineral Supplements
209,2020-12-19,17803.0,Blended Vitamin & Mineral Supplements
210,2020-12-20,22441.0,Blended Vitamin & Mineral Supplements
211,2020-12-21,22441.0,Blended Vitamin & Mineral Supplements
212,2020-12-22,18551.0,Blended Vitamin & Mineral Supplements
213,2020-12-23,18551.0,Blended Vitamin & Mineral Supplements
214,2020-12-24,17484.0,Blended Vitamin & Mineral Supplements
215,2020-12-25,22715.0,Blended Vitamin & Mineral Supplements
216,2020-12-26,22715.0,Blended Vitamin & Mineral Supplements
217,2020-12-27,21681.0,Blended Vitamin & Mineral Supplements
218,2020-12-28,23695.0,Blended Vitamin & Mineral Supplements
219,2020-12-29,27435.0,Blended Vitamin & Mineral Supplements
220,2020-12-30,27435.0,Blended Vitamin & Mineral Supplements
221,2020-12-31,24437.0,Blended Vitamin & Mineral Supplements
222,2021-01-01,24437.0,Blended Vitamin & Mineral Supplements
223,2021-01-02,23858.0,Blended Vitamin & Mineral Supplements
224,2021-01-03,23858.0,Blended Vitamin & Mineral Supplements
225,2021-01-04,26150.0,Blended Vitamin & Mineral Supplements
226,2021-01-05,26653.0,Blended Vitamin & Mineral Supplements
227,2021-01-06,26653.0,Blended Vitamin & Mineral Supplements
228,2021-01-07,20921.0,Blended Vitamin & Mineral Supplements
229,2021-01-08,20921.0,Blended Vitamin & Mineral Supplements
230,2021-01-09,19105.0,Blended Vitamin & Mineral Supplements
231,2021-01-10,19647.0,Blended Vitamin & Mineral Supplements
232,2021-01-11,19647.0,Blended Vitamin & Mineral Supplements
233,2021-01-12,17195.0,Blended Vitamin & Mineral Supplements
234,2021-01-13,18295.0,Blended Vitamin & Mineral Supplements
235,2021-01-14,18295.0,Blended Vitamin & Mineral Supplements
236,2021-01-15,18049.0,Blended Vitamin & Mineral Supplements
237,2021-01-16,18049.0,Blended Vitamin & Mineral Supplements
238,2021-01-17,18382.0,Blended Vitamin & Mineral Supplements
239,2021-01-18,18382.0,Blended Vitamin & Mineral Supplements
240,2021-01-19,20699.0,Blended Vitamin & Mineral Supplements
241,2021-01-20,16529.0,Blended Vitamin & Mineral Supplements
242,2021-01-21,16529.0,Blended Vitamin & Mineral Supplements
243,2021-01-22,15283.0,Blended Vitamin & Mineral Supplements
244,2021-01-23,15283.0,Blended Vitamin & Mineral Supplements
245,2021-01-24,17139.0,Blended Vitamin & Mineral Supplements
246,2021-01-25,21173.0,Blended Vitamin & Mineral Supplements
247,2021-01-26,21173.0,Blended Vitamin & Mineral Supplements
248,2021-01-27,18258.0,Blended Vitamin & Mineral Supplements
249,2021-01-28,18258.0,Blended Vitamin & Mineral Supplements
250,2021-01-29,2570.0,Blended Vitamin & Mineral Supplements
251,2021-01-30,2450.0,Blended Vitamin & Mineral Supplements
252,2021-01-31,2450.0,Blended Vitamin & Mineral Supplements
253,2021-02-01,4819.0,Blended Vitamin & Mineral Supplements
254,2021-02-02,4819.0,Blended Vitamin & Mineral Supplements
255,2021-02-03,1242.0,Blended Vitamin & Mineral Supplements
256,2021-02-04,1242.0,Blended Vitamin & Mineral Supplements
257,2021-02-05,4567.0,Blended Vitamin & Mineral Supplements
258,2021-02-06,4567.0,Blended Vitamin & Mineral Supplements
259,2021-02-07,4567.0,Blended Vitamin & Mineral Supplements
260,2021-02-08,4567.0,Blended Vitamin & Mineral Supplements
261,2021-02-09,6233.0,Blended Vitamin & Mineral Supplements
262,2021-02-10,6233.0,Blended Vitamin & Mineral Supplements
263,2021-02-11,1954.0,Blended Vitamin & Mineral Supplements
264,2021-02-12,1954.0,Blended Vitamin & Mineral Supplements
265,2021-02-13,1720.0,Blended Vitamin & Mineral Supplements
266,2021-02-14,1720.0,Blended Vitamin & Mineral Supplements
267,2021-02-15,1166.0,Blended Vitamin & Mineral Supplements
268,2021-02-16,1166.0,Blended Vitamin & Mineral Supplements
269,2021-02-17,902.0,Blended Vitamin & Mineral Supplements
270,2021-02-18,902.0,Blended Vitamin & Mineral Supplements
271,2021-02-19,902.0,Blended Vitamin & Mineral Supplements
272,2021-02-20,672.0,Blended Vitamin & Mineral Supplements
273,2021-02-21,672.0,Blended Vitamin & Mineral Supplements
274,2021-02-22,313.0,Blended Vitamin & Mineral Supplements
275,2021-02-23,855.0,Blended Vitamin & Mineral Supplements
276,2021-02-24,682.0,Blended Vitamin & Mineral Supplements
277,2021-02-25,682.0,Blended Vitamin & Mineral Supplements
278,2021-02-26,601.0,Blended Vitamin & Mineral Supplements
279,2021-02-27,693.0,Blended Vitamin & Mineral Supplements
280,2021-02-28,693.0,Blended Vitamin & Mineral Supplements
281,2021-03-01,909.0,Blended Vitamin & Mineral Supplements
282,2021-03-02,610.0,Blended Vitamin & Mineral Supplements
283,2021-03-03,610.0,Blended Vitamin & Mineral Supplements
284,2021-03-04,1901.0,Blended Vitamin & Mineral Supplements
285,2021-03-05,2962.0,Blended Vitamin & Mineral Supplements
286,2021-03-06,2962.0,Blended Vitamin & Mineral Supplements
287,2021-03-07,1392.0,Blended Vitamin & Mineral Supplements
288,2021-03-08,995.0,Blended Vitamin & Mineral Supplements
289,2021-03-09,995.0,Blended Vitamin & Mineral Supplements
290,2021-03-10,1574.0,Blended Vitamin & Mineral Supplements
291,2021-03-11,1574.0,Blended Vitamin & Mineral Supplements
292,2021-03-12,1283.0,Blended Vitamin & Mineral Supplements
293,2021-03-13,1283.0,Blended Vitamin & Mineral Supplements
294,2021-03-14,1421.0,Blended Vitamin & Mineral Supplements
295,2021-03-15,1421.0,Blended Vitamin & Mineral Supplements
296,2021-03-16,1234.0,Blended Vitamin & Mineral Supplements
297,2021-03-17,1250.0,Blended Vitamin & Mineral Supplements
298,2021-03-18,1068.0,Blended Vitamin & Mineral Supplements
299,2021-03-19,1151.0,Blended Vitamin & Mineral Supplements
300,2021-03-20,1151.0,Blended Vitamin & Mineral Supplements
301,2021-03-21,1293.0,Blended Vitamin & Mineral Supplements
302,2021-03-22,1293.0,Blended Vitamin & Mineral Supplements
303,2021-03-23,1953.0,Blended Vitamin & Mineral Supplements
304,2021-03-24,1953.0,Blended Vitamin & Mineral Supplements
305,2021-03-25,2682.0,Blended Vitamin & Mineral Supplements
306,2021-03-26,3590.0,Blended Vitamin & Mineral Supplements
307,2021-03-27,3590.0,Blended Vitamin & Mineral Supplements
308,2021-03-28,3938.0,Blended Vitamin & Mineral Supplements
309,2021-03-29,4383.0,Blended Vitamin & Mineral Supplements
310,2021-03-30,4383.0,Blended Vitamin & Mineral Supplements
311,2021-03-31,4975.0,Blended Vitamin & Mineral Supplements
312,2021-04-01,4975.0,Blended Vitamin & Mineral Supplements
313,2021-04-02,5440.0,Blended Vitamin & Mineral Supplements
314,2021-04-03,5440.0,Blended Vitamin & Mineral Supplements
315,2021-04-04,10329.0,Blended Vitamin & Mineral Supplements
316,2021-04-05,12763.0,Blended Vitamin & Mineral Supplements
317,2021-04-06,11558.0,Blended Vitamin & Mineral Supplements
318,2021-04-07,11558.0,Blended Vitamin & Mineral Supplements
319,2021-04-08,4484.0,Blended Vitamin & Mineral Supplements
320,2021-04-09,4484.0,Blended Vitamin & Mineral Supplements
321,2021-04-10,3360.0,Blended Vitamin & Mineral Supplements
322,2021-04-11,3624.0,Blended Vitamin & Mineral Supplements
323,2021-04-12,3624.0,Blended Vitamin & Mineral Supplements
324,2021-04-13,2836.0,Blended Vitamin & Mineral Supplements
325,2021-04-14,2763.0,Blended Vitamin & Mineral Supplements
326,2021-04-15,2763.0,Blended Vitamin & Mineral Supplements
327,2021-04-16,2627.0,Blended Vitamin & Mineral Supplements
328,2021-04-17,2627.0,Blended Vitamin & Mineral Supplements
329,2021-04-18,3212.0,Blended Vitamin & Mineral Supplements
330,2021-04-19,3225.0,Blended Vitamin & Mineral Supplements
331,2021-04-20,3071.0,Blended Vitamin & Mineral Supplements
332,2021-04-21,3071.0,Blended Vitamin & Mineral Supplements
333,2021-04-22,2695.0,Blended Vitamin & Mineral Supplements
334,2021-04-23,2551.0,Blended Vitamin & Mineral Supplements
335,2021-04-24,2551.0,Blended Vitamin & Mineral Supplements
336,2021-04-25,3708.0,Blended Vitamin & Mineral Supplements
337,2021-04-26,3708.0,Blended Vitamin & Mineral Supplements
338,2021-04-27,3165.0,Blended Vitamin & Mineral Supplements
339,2021-04-28,3165.0,Blended Vitamin & Mineral Supplements
340,2021-04-29,3165.0,Blended Vitamin & Mineral Supplements
341,2021-04-30,2810.0,Blended Vitamin & Mineral Supplements
342,2021-05-01,3531.0,Blended Vitamin & Mineral Supplements
343,2021-05-02,3531.0,Blended Vitamin & Mineral Supplements
344,2021-05-03,3531.0,Blended Vitamin & Mineral Supplements
345,2021-05-04,4239.0,Blended Vitamin & Mineral Supplements
346,2021-05-05,4239.0,Blended Vitamin & Mineral Supplements
347,2021-05-06,5511.0,Blended Vitamin & Mineral Supplements
348,2021-05-07,5511.0,Blended Vitamin & Mineral Supplements
349,2021-05-08,4393.0,Blended Vitamin & Mineral Supplements
350,2021-05-09,4393.0,Blended Vitamin & Mineral Supplements
351,2021-05-10,4975.0,Blended Vitamin & Mineral Supplements
352,2021-05-11,4975.0,Blended Vitamin & Mineral Supplements
353,2021-05-12,3938.0,Blended Vitamin & Mineral Supplements
354,2021-05-13,3938.0,Blended Vitamin & Mineral Supplements
355,2021-05-14,4005.0,Blended Vitamin & Mineral Supplements
356,2021-05-15,4005.0,Blended Vitamin & Mineral Supplements
357,2021-05-16,4173.0,Blended Vitamin & Mineral Supplements
358,2021-05-17,4173.0,Blended Vitamin & Mineral Supplements
359,2021-05-18,3810.0,Blended Vitamin & Mineral Supplements
360,2021-05-19,4502.0,Blended Vitamin & Mineral Supplements
361,2021-05-20,4258.0,Blended Vitamin & Mineral Supplements
362,2021-05-21,5889.0,Blended Vitamin & Mineral Supplements
363,2021-05-22,5889.0,Blended Vitamin & Mineral Supplements
364,2021-05-23,5184.0,Blended Vitamin & Mineral Supplements
365,2021-05-24,5184.0,Blended Vitamin & Mineral Supplements
366,2021-05-25,5094.0,Blended Vitamin & Mineral Supplements
367,2021-05-26,5094.0,Blended Vitamin & Mineral Supplements
368,2021-05-27,6398.0,Blended Vitamin & Mineral Supplements
369,2021-05-28,6398.0,Blended Vitamin & Mineral Supplements
370,2021-05-29,7025.0,Blended Vitamin & Mineral Supplements
371,2021-05-30,7025.0,Blended Vitamin & Mineral Supplements
372,2021-05-31,7392.0,Blended Vitamin & Mineral Supplements
373,2021-06-01,8410.0,Blended Vitamin & Mineral Supplements
374,2021-06-02,8104.0,Blended Vitamin & Mineral Supplements
375,2021-06-03,8104.0,Blended Vitamin & Mineral Supplements
376,2021-06-04,8104.0,Blended Vitamin & Mineral Supplements
377,2021-06-05,9588.0,Blended Vitamin & Mineral Supplements
378,2021-06-06,9588.0,Blended Vitamin & Mineral Supplements
379,2021-06-07,9588.0,Blended Vitamin & Mineral Supplements
380,2021-06-08,9567.0,Blended Vitamin & Mineral Supplements
381,2021-06-09,9567.0,Blended Vitamin & Mineral Supplements
382,2021-06-10,10133.0,Blended Vitamin & Mineral Supplements
383,2021-06-11,10133.0,Blended Vitamin & Mineral Supplements
384,2021-06-12,12167.0,Blended Vitamin & Mineral Supplements
385,2021-06-13,12167.0,Blended Vitamin & Mineral Supplements
386,2021-06-14,12187.0,Blended Vitamin & Mineral Supplements
387,2021-06-15,12187.0,Blended Vitamin & Mineral Supplements
388,2021-06-16,12187.0,Blended Vitamin & Mineral Supplements
389,2021-06-17,12187.0,Blended Vitamin & Mineral Supplements
390,2021-06-18,11122.0,Blended Vitamin & Mineral Supplements
391,2021-06-19,11122.0,Blended Vitamin & Mineral Supplements
392,2021-06-20,13412.0,Blended Vitamin & Mineral Supplements
393,2021-06-21,14086.0,Blended Vitamin & Mineral Supplements
394,2021-06-22,16384.0,Blended Vitamin & Mineral Supplements
395,2021-06-23,16384.0,Blended Vitamin & Mineral Supplements
396,2021-06-24,12757.0,Blended Vitamin & Mineral Supplements
397,2021-06-25,15806.0,Blended Vitamin & Mineral Supplements
398,2021-06-26,15806.0,Blended Vitamin & Mineral Supplements
399,2021-06-27,15806.0,Blended Vitamin & Mineral Supplements
400,2021-06-28,16044.0,Blended Vitamin & Mineral Supplements
401,2021-06-29,16044.0,Blended Vitamin & Mineral Supplements
402,2021-06-30,16044.0,Blended Vitamin & Mineral Supplements
403,2021-07-01,14448.0,Blended Vitamin & Mineral Supplements
404,2021-07-02,14448.0,Blended Vitamin & Mineral Supplements
405,2021-07-03,12579.0,Blended Vitamin & Mineral Supplements
406,2021-07-04,14321.0,Blended Vitamin & Mineral Supplements
407,2021-07-05,14321.0,Blended Vitamin & Mineral Supplements
408,2021-07-06,14321.0,Blended Vitamin & Mineral Supplements
409,2021-07-07,11391.0,Blended Vitamin & Mineral Supplements
410,2021-07-08,11391.0,Blended Vitamin & Mineral Supplements
411,2021-07-09,11391.0,Blended Vitamin & Mineral Supplements
412,2021-07-10,13799.0,Blended Vitamin & Mineral Supplements
413,2021-07-11,15175.0,Blended Vitamin & Mineral Supplements
