,date,value,name_B07KZPNY52
0,2018-12-07,198256.0,Potpourris
1,2018-12-08,198256.0,Potpourris
2,2018-12-09,198256.0,Potpourris
3,2018-12-10,194259.0,Potpourris
4,2018-12-11,194259.0,Potpourris
5,2018-12-12,194259.0,Potpourris
6,2018-12-13,194259.0,Potpourris
7,2018-12-14,373066.0,Potpourris
8,2018-12-15,373066.0,Potpourris
9,2018-12-16,197466.0,Potpourris
10,2018-12-17,197466.0,Potpourris
11,2018-12-18,197466.0,Potpourris
12,2018-12-19,197466.0,Potpourris
13,2018-12-20,294258.0,Potpourris
14,2018-12-21,294258.0,Potpourris
15,2018-12-22,294258.0,Potpourris
16,2018-12-23,481249.0,Potpourris
17,2018-12-24,481249.0,Potpourris
18,2018-12-25,517917.0,Potpourris
19,2018-12-26,173188.0,Potpourris
20,2018-12-27,173188.0,Potpourris
21,2018-12-28,173188.0,Potpourris
22,2018-12-29,162061.0,Potpourris
23,2018-12-30,162061.0,Potpourris
24,2018-12-31,162061.0,Potpourris
25,2019-01-01,162061.0,Potpourris
26,2019-01-02,107600.0,Potpourris
27,2019-01-03,154723.0,Potpourris
28,2019-01-04,154723.0,Potpourris
29,2019-01-05,154723.0,Potpourris
30,2019-01-06,154723.0,Potpourris
31,2019-01-07,154723.0,Potpourris
32,2019-01-08,154723.0,Potpourris
33,2019-01-09,49276.0,Potpourris
34,2019-01-10,49276.0,Potpourris
35,2019-01-11,49276.0,Potpourris
36,2019-01-12,49276.0,Potpourris
37,2019-01-13,49276.0,Potpourris
38,2019-01-14,49276.0,Potpourris
39,2019-01-15,49276.0,Potpourris
40,2019-01-16,49276.0,Potpourris
41,2019-01-17,49276.0,Potpourris
42,2019-01-18,49276.0,Potpourris
43,2019-01-19,49276.0,Potpourris
44,2019-01-20,49276.0,Potpourris
45,2019-01-21,63624.0,Potpourris
46,2019-01-22,63624.0,Potpourris
47,2019-01-23,63624.0,Potpourris
48,2019-01-24,63624.0,Potpourris
49,2019-01-25,63624.0,Potpourris
50,2019-01-26,29939.0,Potpourris
51,2019-01-27,29939.0,Potpourris
52,2019-01-28,31306.0,Potpourris
53,2019-01-29,47885.0,Potpourris
54,2019-01-30,47885.0,Potpourris
55,2019-01-31,47885.0,Potpourris
56,2019-02-01,61557.0,Potpourris
57,2019-02-02,71233.0,Potpourris
58,2019-02-03,71233.0,Potpourris
59,2019-02-04,71233.0,Potpourris
60,2019-02-05,57367.0,Potpourris
61,2019-02-06,107261.0,Potpourris
62,2019-02-07,65135.0,Potpourris
63,2019-02-08,83806.0,Potpourris
64,2019-02-09,83806.0,Potpourris
65,2019-02-10,48606.0,Potpourris
66,2019-02-11,64474.0,Potpourris
67,2019-02-12,64474.0,Potpourris
68,2019-02-13,56219.0,Potpourris
69,2019-02-14,56219.0,Potpourris
70,2019-02-15,56219.0,Potpourris
71,2019-02-16,56219.0,Potpourris
72,2019-02-17,56219.0,Potpourris
73,2019-02-18,56219.0,Potpourris
74,2019-02-19,56219.0,Potpourris
75,2019-02-20,56219.0,Potpourris
76,2019-02-21,43567.0,Potpourris
77,2019-02-22,43567.0,Potpourris
78,2019-02-23,43567.0,Potpourris
79,2019-02-24,43567.0,Potpourris
80,2019-02-25,31161.0,Potpourris
81,2019-02-26,31161.0,Potpourris
82,2019-02-27,31161.0,Potpourris
83,2019-02-28,38382.0,Potpourris
84,2019-03-01,38382.0,Potpourris
85,2019-03-02,38382.0,Potpourris
86,2019-03-03,13909.0,Potpourris
87,2019-03-04,16695.0,Potpourris
88,2019-03-05,16695.0,Potpourris
89,2019-03-06,16695.0,Potpourris
90,2019-03-07,31899.0,Potpourris
91,2019-03-08,31899.0,Potpourris
92,2019-03-09,31899.0,Potpourris
93,2019-03-10,58949.0,Potpourris
94,2019-03-11,58949.0,Potpourris
95,2019-03-12,58949.0,Potpourris
96,2019-03-13,58949.0,Potpourris
97,2019-03-14,58949.0,Potpourris
98,2019-03-15,58949.0,Potpourris
99,2019-03-16,58949.0,Potpourris
100,2019-03-17,58949.0,Potpourris
101,2019-03-18,58949.0,Potpourris
102,2019-03-19,58949.0,Potpourris
103,2019-03-20,58949.0,Potpourris
104,2019-03-21,58949.0,Potpourris
105,2019-03-22,33561.0,Potpourris
106,2019-03-23,33561.0,Potpourris
107,2019-03-24,33561.0,Potpourris
108,2019-03-25,33561.0,Potpourris
109,2019-03-26,33561.0,Potpourris
110,2019-03-27,17695.0,Potpourris
111,2019-03-28,17695.0,Potpourris
112,2019-03-29,17695.0,Potpourris
113,2019-03-30,17695.0,Potpourris
114,2019-03-31,20637.0,Potpourris
115,2019-04-01,20637.0,Potpourris
116,2019-04-02,20637.0,Potpourris
117,2019-04-03,15397.0,Potpourris
118,2019-04-04,15397.0,Potpourris
119,2019-04-05,15397.0,Potpourris
120,2019-04-06,15397.0,Potpourris
121,2019-04-07,15397.0,Potpourris
122,2019-04-08,15397.0,Potpourris
123,2019-04-09,15397.0,Potpourris
124,2019-04-10,15397.0,Potpourris
125,2019-04-11,30613.0,Potpourris
126,2019-04-12,30613.0,Potpourris
127,2019-04-13,30613.0,Potpourris
128,2019-04-14,30613.0,Potpourris
129,2019-04-15,30613.0,Potpourris
130,2019-04-16,30613.0,Potpourris
131,2019-04-17,27645.0,Potpourris
132,2019-04-18,27645.0,Potpourris
133,2019-04-19,29419.0,Potpourris
134,2019-04-20,29419.0,Potpourris
135,2019-04-21,29419.0,Potpourris
136,2019-04-22,29419.0,Potpourris
137,2019-04-23,29419.0,Potpourris
138,2019-04-24,29419.0,Potpourris
139,2019-04-25,41285.0,Potpourris
140,2019-04-26,28688.0,Potpourris
141,2019-04-27,25388.0,Potpourris
142,2019-04-28,25388.0,Potpourris
143,2019-04-29,25388.0,Potpourris
144,2019-04-30,25388.0,Potpourris
145,2019-05-01,29202.0,Potpourris
146,2019-05-02,29202.0,Potpourris
147,2019-05-03,29202.0,Potpourris
148,2019-05-04,21745.0,Potpourris
149,2019-05-05,21745.0,Potpourris
150,2019-05-06,21745.0,Potpourris
151,2019-05-07,16285.0,Potpourris
152,2019-05-08,21449.0,Potpourris
153,2019-05-09,22561.0,Potpourris
154,2019-05-10,22561.0,Potpourris
155,2019-05-11,22561.0,Potpourris
156,2019-05-12,19399.0,Potpourris
157,2019-05-13,23762.0,Potpourris
158,2019-05-14,31393.0,Potpourris
159,2019-05-15,31393.0,Potpourris
160,2019-05-16,28405.0,Potpourris
161,2019-05-17,35455.0,Potpourris
162,2019-05-18,30383.0,Potpourris
163,2019-05-19,19103.0,Potpourris
164,2019-05-20,27706.0,Potpourris
165,2019-05-21,35945.0,Potpourris
166,2019-05-22,35945.0,Potpourris
167,2019-05-23,37049.0,Potpourris
168,2019-05-24,46421.0,Potpourris
169,2019-05-25,41708.0,Potpourris
170,2019-05-26,30041.0,Potpourris
171,2019-05-27,29053.0,Potpourris
172,2019-05-28,19657.0,Potpourris
173,2019-05-29,23214.0,Potpourris
174,2019-05-30,23361.0,Potpourris
175,2019-05-31,27302.0,Potpourris
176,2019-06-01,29853.0,Potpourris
177,2019-06-02,25310.0,Potpourris
178,2019-06-03,23527.0,Potpourris
179,2019-06-04,16169.0,Potpourris
180,2019-06-05,21898.0,Potpourris
181,2019-06-06,22751.0,Potpourris
182,2019-06-07,28902.0,Potpourris
183,2019-06-08,24567.0,Potpourris
184,2019-06-09,20020.0,Potpourris
185,2019-06-10,23684.0,Potpourris
186,2019-06-11,23084.0,Potpourris
187,2019-06-12,28439.0,Potpourris
188,2019-06-13,25101.0,Potpourris
189,2019-06-14,26264.0,Potpourris
190,2019-06-15,25331.0,Potpourris
191,2019-06-16,26208.0,Potpourris
192,2019-06-17,25492.0,Potpourris
193,2019-06-18,26814.0,Potpourris
194,2019-06-19,31724.0,Potpourris
195,2019-06-20,28713.0,Potpourris
196,2019-06-21,30768.0,Potpourris
197,2019-06-22,25979.0,Potpourris
198,2019-06-23,22442.0,Potpourris
199,2019-06-24,20462.0,Potpourris
200,2019-06-25,18596.0,Potpourris
201,2019-06-26,18550.0,Potpourris
202,2019-06-27,18684.0,Potpourris
203,2019-06-28,22566.0,Potpourris
204,2019-06-29,20853.0,Potpourris
205,2019-06-30,18127.0,Potpourris
206,2019-07-01,17906.0,Potpourris
207,2019-07-02,20211.0,Potpourris
208,2019-07-03,19650.0,Potpourris
209,2019-07-04,21571.0,Potpourris
210,2019-07-05,20820.0,Potpourris
211,2019-07-06,19800.0,Potpourris
212,2019-07-07,18875.0,Potpourris
213,2019-07-08,18792.0,Potpourris
214,2019-07-09,24194.0,Potpourris
215,2019-07-10,22672.0,Potpourris
216,2019-07-11,19062.0,Potpourris
217,2019-07-12,18411.0,Potpourris
218,2019-07-13,21946.0,Potpourris
219,2019-07-14,12696.0,Potpourris
220,2019-07-15,11835.0,Potpourris
221,2019-07-16,23590.0,Potpourris
222,2019-07-17,22219.0,Potpourris
223,2019-07-18,20963.0,Potpourris
224,2019-07-19,16405.0,Potpourris
225,2019-07-20,20280.0,Potpourris
226,2019-07-21,22773.0,Potpourris
227,2019-07-22,16825.0,Potpourris
228,2019-07-23,20355.0,Potpourris
229,2019-07-24,16666.0,Potpourris
230,2019-07-25,22793.0,Potpourris
231,2019-07-26,20231.0,Potpourris
232,2019-07-27,22439.0,Potpourris
233,2019-07-28,18512.0,Potpourris
234,2019-07-29,19510.0,Potpourris
235,2019-07-30,19661.0,Potpourris
236,2019-07-31,26479.0,Potpourris
237,2019-08-01,27858.0,Potpourris
238,2019-08-02,18762.0,Potpourris
239,2019-08-03,22107.0,Potpourris
240,2019-08-04,22344.0,Potpourris
241,2019-08-05,22657.0,Potpourris
242,2019-08-06,32055.0,Potpourris
243,2019-08-07,25484.0,Potpourris
244,2019-08-08,21958.0,Potpourris
245,2019-08-09,18722.0,Potpourris
246,2019-08-10,18374.0,Potpourris
247,2019-08-11,21350.0,Potpourris
248,2019-08-12,18759.0,Potpourris
249,2019-08-13,18364.0,Potpourris
250,2019-08-14,26457.0,Potpourris
251,2019-08-15,31282.0,Potpourris
252,2019-08-16,29999.0,Potpourris
253,2019-08-17,29894.0,Potpourris
254,2019-08-18,28636.0,Potpourris
255,2019-08-19,21819.0,Potpourris
256,2019-08-20,19175.0,Potpourris
257,2019-08-21,25204.0,Potpourris
258,2019-08-22,18538.0,Potpourris
259,2019-08-23,21019.0,Potpourris
260,2019-08-24,24764.0,Potpourris
261,2019-08-25,17495.0,Potpourris
262,2019-08-26,19590.0,Potpourris
263,2019-08-27,21995.0,Potpourris
264,2019-08-28,21478.0,Potpourris
265,2019-08-29,24087.0,Potpourris
266,2019-08-30,24255.0,Potpourris
267,2019-08-31,21086.0,Potpourris
268,2019-09-01,18659.0,Potpourris
269,2019-09-02,20611.0,Potpourris
270,2019-09-03,30236.0,Potpourris
271,2019-09-04,26798.0,Potpourris
272,2019-09-05,26798.0,Potpourris
273,2019-09-06,26798.0,Potpourris
274,2019-09-07,26798.0,Potpourris
275,2019-09-08,21513.0,Potpourris
276,2019-09-09,14019.0,Potpourris
277,2019-09-10,14535.0,Potpourris
278,2019-09-11,19353.0,Potpourris
279,2019-09-12,19516.0,Potpourris
280,2019-09-13,20110.0,Potpourris
281,2019-09-14,22692.0,Potpourris
282,2019-09-15,20316.0,Potpourris
283,2019-09-16,20417.0,Potpourris
284,2019-09-17,25135.0,Potpourris
285,2019-09-18,22134.0,Potpourris
286,2019-09-19,19525.0,Potpourris
287,2019-09-20,20938.0,Potpourris
288,2019-09-21,28856.0,Potpourris
289,2019-09-22,26116.0,Potpourris
290,2019-09-23,27671.0,Potpourris
