,date,value,name_B07KZPNY52
291,2019-09-24,29277.0,Potpourris
292,2019-09-25,31707.0,Potpourris
293,2019-09-26,35000.0,Potpourris
294,2019-09-27,28425.0,Potpourris
295,2019-09-28,38897.0,Potpourris
296,2019-09-29,34484.0,Potpourris
297,2019-09-30,38591.0,Potpourris
298,2019-10-01,47589.0,Potpourris
299,2019-10-02,38510.0,Potpourris
300,2019-10-03,33850.0,Potpourris
301,2019-10-04,35869.0,Potpourris
302,2019-10-05,30498.0,Potpourris
303,2019-10-06,24754.0,Potpourris
304,2019-10-07,24610.0,Potpourris
305,2019-10-08,28581.0,Potpourris
306,2019-10-09,27360.0,Potpourris
307,2019-10-10,27360.0,Potpourris
308,2019-10-11,27360.0,Potpourris
309,2019-10-12,22955.0,Potpourris
310,2019-10-13,29073.0,Potpourris
311,2019-10-14,27150.0,Potpourris
312,2019-10-15,33212.0,Potpourris
313,2019-10-16,28211.0,Potpourris
314,2019-10-17,27340.0,Potpourris
315,2019-10-18,35601.0,Potpourris
316,2019-10-19,45595.0,Potpourris
317,2019-10-20,83898.0,Potpourris
318,2019-10-21,83898.0,Potpourris
319,2019-10-22,79756.0,Potpourris
320,2019-10-23,140074.0,Potpourris
321,2019-10-24,140074.0,Potpourris
322,2019-10-25,117033.0,Potpourris
323,2019-10-26,64901.0,Potpourris
324,2019-10-27,64901.0,Potpourris
325,2019-10-28,46071.0,Potpourris
326,2019-10-29,63857.0,Potpourris
327,2019-10-30,70024.0,Potpourris
328,2019-10-31,70024.0,Potpourris
329,2019-11-01,47890.0,Potpourris
330,2019-11-02,48792.0,Potpourris
331,2019-11-03,27579.0,Potpourris
332,2019-11-04,20391.0,Potpourris
333,2019-11-05,31004.0,Potpourris
334,2019-11-06,24645.0,Potpourris
335,2019-11-07,29884.0,Potpourris
336,2019-11-08,29884.0,Potpourris
337,2019-11-09,29884.0,Potpourris
338,2019-11-10,29884.0,Potpourris
339,2019-11-11,29884.0,Potpourris
340,2019-11-12,29884.0,Potpourris
341,2019-11-13,29884.0,Potpourris
342,2019-11-14,29884.0,Potpourris
343,2019-11-15,22934.0,Potpourris
344,2019-11-16,22934.0,Potpourris
345,2019-11-17,22934.0,Potpourris
346,2019-11-18,22934.0,Potpourris
347,2019-11-19,17049.0,Potpourris
348,2019-11-20,18105.0,Potpourris
349,2019-11-21,27560.0,Potpourris
350,2019-11-22,27560.0,Potpourris
351,2019-11-23,27560.0,Potpourris
352,2019-11-24,19535.0,Potpourris
353,2019-11-25,19535.0,Potpourris
354,2019-11-26,20150.0,Potpourris
355,2019-11-27,20604.0,Potpourris
356,2019-11-28,20604.0,Potpourris
357,2019-11-29,20604.0,Potpourris
358,2019-11-30,20479.0,Potpourris
359,2019-12-01,20479.0,Potpourris
360,2019-12-02,20479.0,Potpourris
361,2019-12-03,26183.0,Potpourris
362,2019-12-04,26183.0,Potpourris
363,2019-12-05,26183.0,Potpourris
364,2019-12-06,26183.0,Potpourris
365,2019-12-07,26183.0,Potpourris
366,2019-12-08,22422.0,Potpourris
367,2019-12-09,22422.0,Potpourris
368,2019-12-10,22422.0,Potpourris
369,2019-12-11,22422.0,Potpourris
370,2019-12-12,27905.0,Potpourris
371,2019-12-13,27905.0,Potpourris
372,2019-12-14,27905.0,Potpourris
373,2019-12-15,29464.0,Potpourris
374,2019-12-16,29464.0,Potpourris
375,2019-12-17,49347.0,Potpourris
376,2019-12-18,49347.0,Potpourris
377,2019-12-19,49347.0,Potpourris
378,2019-12-20,46919.0,Potpourris
379,2019-12-21,46919.0,Potpourris
380,2019-12-22,48369.0,Potpourris
381,2019-12-23,48369.0,Potpourris
382,2019-12-24,48369.0,Potpourris
383,2019-12-25,27757.0,Potpourris
384,2019-12-26,27757.0,Potpourris
385,2019-12-27,27757.0,Potpourris
386,2019-12-28,21937.0,Potpourris
387,2019-12-29,23277.0,Potpourris
388,2019-12-30,23277.0,Potpourris
389,2019-12-31,23277.0,Potpourris
390,2020-01-01,23277.0,Potpourris
391,2020-01-02,23277.0,Potpourris
392,2020-01-03,23277.0,Potpourris
393,2020-01-04,23277.0,Potpourris
394,2020-01-05,23277.0,Potpourris
395,2020-01-06,23277.0,Potpourris
396,2020-01-07,23277.0,Potpourris
397,2020-01-08,8949.0,Potpourris
398,2020-01-09,8714.0,Potpourris
399,2020-01-10,8714.0,Potpourris
400,2020-01-11,8714.0,Potpourris
401,2020-01-12,8714.0,Potpourris
402,2020-01-13,8714.0,Potpourris
403,2020-01-14,12003.0,Potpourris
404,2020-01-15,12003.0,Potpourris
405,2020-01-16,12003.0,Potpourris
406,2020-01-17,12003.0,Potpourris
407,2020-01-18,12003.0,Potpourris
408,2020-01-19,12003.0,Potpourris
409,2020-01-20,12003.0,Potpourris
410,2020-01-21,12003.0,Potpourris
411,2020-01-22,12003.0,Potpourris
412,2020-01-23,20791.0,Potpourris
413,2020-01-24,20791.0,Potpourris
414,2020-01-25,20791.0,Potpourris
415,2020-01-26,20791.0,Potpourris
416,2020-01-27,20791.0,Potpourris
417,2020-01-28,7516.0,Potpourris
418,2020-01-29,7516.0,Potpourris
419,2020-01-30,7516.0,Potpourris
420,2020-01-31,7516.0,Potpourris
421,2020-02-01,10138.0,Potpourris
422,2020-02-02,10138.0,Potpourris
423,2020-02-03,7222.0,Potpourris
424,2020-02-04,7222.0,Potpourris
425,2020-02-05,7222.0,Potpourris
426,2020-02-06,7222.0,Potpourris
427,2020-02-07,9803.0,Potpourris
428,2020-02-08,10050.0,Potpourris
429,2020-02-09,9274.0,Potpourris
430,2020-02-10,10472.0,Potpourris
431,2020-02-11,10472.0,Potpourris
432,2020-02-12,10472.0,Potpourris
433,2020-02-13,10472.0,Potpourris
434,2020-02-14,12429.0,Potpourris
435,2020-02-15,11754.0,Potpourris
436,2020-02-16,11754.0,Potpourris
437,2020-02-17,11754.0,Potpourris
438,2020-02-18,11754.0,Potpourris
439,2020-02-19,11397.0,Potpourris
440,2020-02-20,11397.0,Potpourris
441,2020-02-21,11397.0,Potpourris
442,2020-02-22,11397.0,Potpourris
443,2020-02-23,11397.0,Potpourris
444,2020-02-24,11397.0,Potpourris
445,2020-02-25,12032.0,Potpourris
446,2020-02-26,12032.0,Potpourris
447,2020-02-27,12032.0,Potpourris
448,2020-02-28,10697.0,Potpourris
449,2020-02-29,10697.0,Potpourris
450,2020-03-01,10697.0,Potpourris
451,2020-03-02,10697.0,Potpourris
452,2020-03-03,10697.0,Potpourris
453,2020-03-04,10697.0,Potpourris
454,2020-03-05,10764.0,Potpourris
455,2020-03-06,10764.0,Potpourris
456,2020-03-07,10764.0,Potpourris
457,2020-03-08,10764.0,Potpourris
458,2020-03-09,10764.0,Potpourris
459,2020-03-10,10764.0,Potpourris
460,2020-03-11,10764.0,Potpourris
461,2020-03-12,10764.0,Potpourris
462,2020-03-13,10764.0,Potpourris
463,2020-03-14,16168.0,Potpourris
464,2020-03-15,16168.0,Potpourris
465,2020-03-16,16168.0,Potpourris
466,2020-03-17,15453.0,Potpourris
467,2020-03-18,15453.0,Potpourris
468,2020-03-19,15453.0,Potpourris
469,2020-03-20,15453.0,Potpourris
470,2020-03-21,16492.0,Potpourris
471,2020-03-22,16492.0,Potpourris
472,2020-03-23,16492.0,Potpourris
473,2020-03-24,16492.0,Potpourris
474,2020-03-25,16492.0,Potpourris
475,2020-03-26,11155.0,Potpourris
476,2020-03-27,11155.0,Potpourris
477,2020-03-28,14003.0,Potpourris
478,2020-03-29,14003.0,Potpourris
479,2020-03-30,14003.0,Potpourris
480,2020-03-31,14003.0,Potpourris
481,2020-04-01,18730.0,Potpourris
482,2020-04-02,18730.0,Potpourris
483,2020-04-03,18597.0,Potpourris
484,2020-04-04,18597.0,Potpourris
485,2020-04-05,18597.0,Potpourris
486,2020-04-06,18597.0,Potpourris
487,2020-04-07,23339.0,Potpourris
488,2020-04-08,23339.0,Potpourris
489,2020-04-09,23339.0,Potpourris
490,2020-04-10,23339.0,Potpourris
491,2020-04-11,23339.0,Potpourris
492,2020-04-12,15903.0,Potpourris
493,2020-04-13,15903.0,Potpourris
494,2020-04-14,15903.0,Potpourris
495,2020-04-15,15903.0,Potpourris
496,2020-04-16,15903.0,Potpourris
497,2020-04-17,15903.0,Potpourris
498,2020-04-18,15903.0,Potpourris
499,2020-04-19,18292.0,Potpourris
500,2020-04-20,20540.0,Potpourris
501,2020-04-21,20540.0,Potpourris
502,2020-04-22,22320.0,Potpourris
503,2020-04-23,22320.0,Potpourris
504,2020-04-24,22320.0,Potpourris
505,2020-04-25,18847.0,Potpourris
506,2020-04-26,18847.0,Potpourris
507,2020-04-27,19053.0,Potpourris
508,2020-04-28,19053.0,Potpourris
509,2020-04-29,19053.0,Potpourris
510,2020-04-30,19053.0,Potpourris
511,2020-05-01,28652.0,Potpourris
512,2020-05-02,18610.0,Potpourris
513,2020-05-03,18610.0,Potpourris
514,2020-05-04,18610.0,Potpourris
515,2020-05-05,25428.0,Potpourris
516,2020-05-06,25428.0,Potpourris
517,2020-05-07,25428.0,Potpourris
518,2020-05-08,25428.0,Potpourris
519,2020-05-09,25428.0,Potpourris
520,2020-05-10,25428.0,Potpourris
521,2020-05-11,25428.0,Potpourris
522,2020-05-12,26487.0,Potpourris
523,2020-05-13,28995.0,Potpourris
524,2020-05-14,28995.0,Potpourris
525,2020-05-15,28995.0,Potpourris
526,2020-05-16,28995.0,Potpourris
527,2020-05-17,28995.0,Potpourris
528,2020-05-18,28995.0,Potpourris
529,2020-05-19,29760.0,Potpourris
530,2020-05-20,29760.0,Potpourris
531,2020-05-21,29760.0,Potpourris
532,2020-05-22,29933.0,Potpourris
533,2020-05-23,28373.0,Potpourris
534,2020-05-24,34106.0,Potpourris
535,2020-05-25,34106.0,Potpourris
536,2020-05-26,34106.0,Potpourris
537,2020-05-27,34106.0,Potpourris
538,2020-05-28,34106.0,Potpourris
539,2020-05-29,34106.0,Potpourris
540,2020-05-30,34106.0,Potpourris
541,2020-05-31,34106.0,Potpourris
542,2020-06-01,34106.0,Potpourris
543,2020-06-02,34106.0,Potpourris
544,2020-06-03,34106.0,Potpourris
545,2020-06-04,34106.0,Potpourris
546,2020-06-05,22369.0,Potpourris
547,2020-06-06,22369.0,Potpourris
548,2020-06-07,22369.0,Potpourris
549,2020-06-08,20682.0,Potpourris
550,2020-06-09,20682.0,Potpourris
551,2020-06-10,20682.0,Potpourris
552,2020-06-11,22755.0,Potpourris
553,2020-06-12,22755.0,Potpourris
554,2020-06-13,22755.0,Potpourris
555,2020-06-14,28006.0,Potpourris
556,2020-06-15,28006.0,Potpourris
557,2020-06-16,20719.0,Potpourris
558,2020-06-17,20719.0,Potpourris
559,2020-06-18,34878.0,Potpourris
560,2020-06-19,34878.0,Potpourris
561,2020-06-20,34878.0,Potpourris
562,2020-06-21,34878.0,Potpourris
563,2020-06-22,34878.0,Potpourris
564,2020-06-23,34878.0,Potpourris
565,2020-06-24,34878.0,Potpourris
566,2020-06-25,19706.0,Potpourris
567,2020-06-26,19706.0,Potpourris
568,2020-06-27,19706.0,Potpourris
569,2020-06-28,19706.0,Potpourris
570,2020-06-29,11415.0,Potpourris
571,2020-06-30,11415.0,Potpourris
572,2020-07-01,11415.0,Potpourris
573,2020-07-02,18503.0,Potpourris
574,2020-07-03,18503.0,Potpourris
575,2020-07-04,15062.0,Potpourris
576,2020-07-05,15062.0,Potpourris
577,2020-07-06,14794.0,Potpourris
578,2020-07-07,14794.0,Potpourris
579,2020-07-08,14794.0,Potpourris
580,2020-07-09,14794.0,Potpourris
581,2020-07-10,14794.0,Potpourris
582,2020-07-11,14794.0,Potpourris
583,2020-07-12,33884.0,Potpourris
584,2020-07-13,33884.0,Potpourris
585,2020-07-14,50984.0,Potpourris
586,2020-07-15,50984.0,Potpourris
587,2020-07-16,50984.0,Potpourris
588,2020-07-17,50984.0,Potpourris
589,2020-07-18,50984.0,Potpourris
590,2020-07-19,50984.0,Potpourris
591,2020-07-20,50984.0,Potpourris
592,2020-07-21,50231.0,Potpourris
593,2020-07-22,50231.0,Potpourris
594,2020-07-23,50231.0,Potpourris
595,2020-07-24,35528.0,Potpourris
596,2020-07-25,35528.0,Potpourris
597,2020-07-26,35528.0,Potpourris
598,2020-07-27,33927.0,Potpourris
599,2020-07-28,25805.0,Potpourris
600,2020-07-29,25805.0,Potpourris
601,2020-07-30,25805.0,Potpourris
602,2020-07-31,25805.0,Potpourris
603,2020-08-01,18798.0,Potpourris
604,2020-08-02,18798.0,Potpourris
605,2020-08-03,18798.0,Potpourris
606,2020-08-04,18798.0,Potpourris
607,2020-08-05,18798.0,Potpourris
608,2020-08-06,15166.0,Potpourris
609,2020-08-07,15845.0,Potpourris
610,2020-08-08,15845.0,Potpourris
611,2020-08-09,15845.0,Potpourris
612,2020-08-10,19525.0,Potpourris
613,2020-08-11,19525.0,Potpourris
614,2020-08-12,19525.0,Potpourris
615,2020-08-13,19525.0,Potpourris
616,2020-08-14,16749.0,Potpourris
617,2020-08-15,17711.0,Potpourris
618,2020-08-16,17711.0,Potpourris
619,2020-08-17,17711.0,Potpourris
620,2020-08-18,17711.0,Potpourris
621,2020-08-19,19039.0,Potpourris
622,2020-08-20,21195.0,Potpourris
623,2020-08-21,21195.0,Potpourris
624,2020-08-22,21195.0,Potpourris
625,2020-08-23,21195.0,Potpourris
626,2020-08-24,21195.0,Potpourris
627,2020-08-25,17504.0,Potpourris
628,2020-08-26,18859.0,Potpourris
629,2020-08-27,18859.0,Potpourris
630,2020-08-28,17701.0,Potpourris
631,2020-08-29,17701.0,Potpourris
632,2020-08-30,17701.0,Potpourris
633,2020-08-31,16417.0,Potpourris
634,2020-09-01,16417.0,Potpourris
635,2020-09-02,16417.0,Potpourris
636,2020-09-03,16417.0,Potpourris
637,2020-09-04,18329.0,Potpourris
638,2020-09-05,18329.0,Potpourris
639,2020-09-06,18329.0,Potpourris
640,2020-09-07,20422.0,Potpourris
641,2020-09-08,20422.0,Potpourris
642,2020-09-09,20422.0,Potpourris
643,2020-09-10,20422.0,Potpourris
644,2020-09-11,28441.0,Potpourris
645,2020-09-12,28441.0,Potpourris
646,2020-09-13,28441.0,Potpourris
647,2020-09-14,21479.0,Potpourris
648,2020-09-15,28236.0,Potpourris
649,2020-09-16,28236.0,Potpourris
650,2020-09-17,24175.0,Potpourris
651,2020-09-18,24175.0,Potpourris
652,2020-09-19,32076.0,Potpourris
653,2020-09-20,32076.0,Potpourris
654,2020-09-21,32076.0,Potpourris
655,2020-09-22,32076.0,Potpourris
656,2020-09-23,32076.0,Potpourris
657,2020-09-24,29120.0,Potpourris
658,2020-09-25,29120.0,Potpourris
659,2020-09-26,27752.0,Potpourris
660,2020-09-27,27752.0,Potpourris
661,2020-09-28,27752.0,Potpourris
662,2020-09-29,26674.0,Potpourris
663,2020-09-30,26674.0,Potpourris
664,2020-10-01,27027.0,Potpourris
665,2020-10-02,27027.0,Potpourris
666,2020-10-03,33650.0,Potpourris
667,2020-10-04,33650.0,Potpourris
668,2020-10-05,33650.0,Potpourris
669,2020-10-06,33650.0,Potpourris
670,2020-10-07,33650.0,Potpourris
671,2020-10-08,33650.0,Potpourris
672,2020-10-09,33650.0,Potpourris
673,2020-10-10,33650.0,Potpourris
674,2020-10-11,33650.0,Potpourris
675,2020-10-12,33650.0,Potpourris
676,2020-10-13,45100.0,Potpourris
677,2020-10-14,45100.0,Potpourris
678,2020-10-15,45100.0,Potpourris
679,2020-10-16,45100.0,Potpourris
680,2020-10-17,45100.0,Potpourris
681,2020-10-18,45100.0,Potpourris
682,2020-10-19,73076.0,Potpourris
683,2020-10-20,73076.0,Potpourris
684,2020-10-21,73076.0,Potpourris
685,2020-10-22,47403.0,Potpourris
686,2020-10-23,47403.0,Potpourris
687,2020-10-24,47403.0,Potpourris
688,2020-10-25,47403.0,Potpourris
689,2020-10-26,61055.0,Potpourris
690,2020-10-27,61055.0,Potpourris
691,2020-10-28,61055.0,Potpourris
692,2020-10-29,54452.0,Potpourris
693,2020-10-30,54452.0,Potpourris
694,2020-10-31,54452.0,Potpourris
695,2020-11-01,54452.0,Potpourris
696,2020-11-02,54452.0,Potpourris
697,2020-11-03,54452.0,Potpourris
