,date,value,name_B0716JGVP5
102,2018-10-20,19261.0,Laminating Supplies
103,2018-10-21,19261.0,Laminating Supplies
104,2018-10-22,19261.0,Laminating Supplies
105,2018-10-23,19261.0,Laminating Supplies
106,2018-10-24,19261.0,Laminating Supplies
107,2018-10-25,19261.0,Laminating Supplies
108,2018-10-26,19261.0,Laminating Supplies
109,2018-10-27,19261.0,Laminating Supplies
110,2018-10-28,19261.0,Laminating Supplies
111,2018-10-29,19261.0,Laminating Supplies
112,2018-10-30,19261.0,Laminating Supplies
113,2018-10-31,19261.0,Laminating Supplies
114,2018-11-01,19261.0,Laminating Supplies
115,2018-11-02,19261.0,Laminating Supplies
116,2018-11-03,19261.0,Laminating Supplies
117,2018-11-04,19261.0,Laminating Supplies
118,2018-11-05,19261.0,Laminating Supplies
119,2018-11-06,19261.0,Laminating Supplies
120,2018-11-07,19261.0,Laminating Supplies
121,2018-11-08,19261.0,Laminating Supplies
122,2018-11-09,19261.0,Laminating Supplies
123,2018-11-10,19261.0,Laminating Supplies
124,2018-11-11,19261.0,Laminating Supplies
125,2018-11-12,19261.0,Laminating Supplies
126,2018-11-13,19261.0,Laminating Supplies
127,2018-11-14,19261.0,Laminating Supplies
128,2018-11-15,19261.0,Laminating Supplies
129,2018-11-16,19261.0,Laminating Supplies
130,2018-11-17,19261.0,Laminating Supplies
131,2018-11-18,19261.0,Laminating Supplies
132,2018-11-19,19261.0,Laminating Supplies
133,2018-11-20,19261.0,Laminating Supplies
134,2018-11-21,19261.0,Laminating Supplies
135,2018-11-22,19261.0,Laminating Supplies
136,2018-11-23,19261.0,Laminating Supplies
137,2018-11-24,19261.0,Laminating Supplies
138,2018-11-25,19261.0,Laminating Supplies
139,2018-11-26,19261.0,Laminating Supplies
140,2018-11-27,19261.0,Laminating Supplies
141,2018-11-28,19261.0,Laminating Supplies
142,2018-11-29,19261.0,Laminating Supplies
143,2018-11-30,19261.0,Laminating Supplies
144,2018-12-01,19261.0,Laminating Supplies
145,2018-12-02,19261.0,Laminating Supplies
146,2018-12-03,19261.0,Laminating Supplies
147,2018-12-04,19261.0,Laminating Supplies
148,2018-12-05,19261.0,Laminating Supplies
149,2018-12-06,19261.0,Laminating Supplies
150,2018-12-07,19261.0,Laminating Supplies
151,2018-12-08,19261.0,Laminating Supplies
152,2018-12-09,19261.0,Laminating Supplies
153,2018-12-10,19261.0,Laminating Supplies
154,2018-12-11,19261.0,Laminating Supplies
155,2018-12-12,19261.0,Laminating Supplies
156,2018-12-13,19261.0,Laminating Supplies
157,2018-12-14,19261.0,Laminating Supplies
158,2018-12-15,19261.0,Laminating Supplies
159,2018-12-16,19261.0,Laminating Supplies
160,2018-12-17,19261.0,Laminating Supplies
161,2018-12-18,19261.0,Laminating Supplies
162,2018-12-19,19261.0,Laminating Supplies
163,2018-12-20,19261.0,Laminating Supplies
164,2018-12-21,19261.0,Laminating Supplies
165,2018-12-22,19261.0,Laminating Supplies
166,2018-12-23,19261.0,Laminating Supplies
167,2018-12-24,19261.0,Laminating Supplies
168,2018-12-25,19261.0,Laminating Supplies
169,2018-12-26,19261.0,Laminating Supplies
170,2018-12-27,19261.0,Laminating Supplies
171,2018-12-28,19261.0,Laminating Supplies
172,2018-12-29,19261.0,Laminating Supplies
173,2018-12-30,19261.0,Laminating Supplies
174,2018-12-31,19261.0,Laminating Supplies
175,2019-01-01,19261.0,Laminating Supplies
176,2019-01-02,19261.0,Laminating Supplies
177,2019-01-03,19261.0,Laminating Supplies
178,2019-01-04,19261.0,Laminating Supplies
179,2019-01-05,19261.0,Laminating Supplies
180,2019-01-06,19261.0,Laminating Supplies
181,2019-01-07,19261.0,Laminating Supplies
182,2019-01-08,19261.0,Laminating Supplies
183,2019-01-09,19261.0,Laminating Supplies
184,2019-01-10,19261.0,Laminating Supplies
185,2019-01-11,19261.0,Laminating Supplies
186,2019-01-12,19261.0,Laminating Supplies
187,2019-01-13,19261.0,Laminating Supplies
188,2019-01-14,19261.0,Laminating Supplies
189,2019-01-15,19261.0,Laminating Supplies
190,2019-01-16,19261.0,Laminating Supplies
191,2019-01-17,19261.0,Laminating Supplies
192,2019-01-18,19261.0,Laminating Supplies
193,2019-01-19,19261.0,Laminating Supplies
194,2019-01-20,19261.0,Laminating Supplies
195,2019-01-21,19261.0,Laminating Supplies
196,2019-01-22,19261.0,Laminating Supplies
197,2019-01-23,19261.0,Laminating Supplies
198,2019-01-24,19261.0,Laminating Supplies
199,2019-01-25,19261.0,Laminating Supplies
200,2019-01-26,19261.0,Laminating Supplies
201,2019-01-27,19261.0,Laminating Supplies
202,2019-01-28,19261.0,Laminating Supplies
203,2019-01-29,19261.0,Laminating Supplies
204,2019-01-30,19261.0,Laminating Supplies
205,2019-01-31,19261.0,Laminating Supplies
206,2019-02-01,19261.0,Laminating Supplies
207,2019-02-02,19261.0,Laminating Supplies
208,2019-02-03,19261.0,Laminating Supplies
209,2019-02-04,19261.0,Laminating Supplies
210,2019-02-05,19261.0,Laminating Supplies
211,2019-02-06,19261.0,Laminating Supplies
212,2019-02-07,19261.0,Laminating Supplies
213,2019-02-08,19261.0,Laminating Supplies
214,2019-02-09,19261.0,Laminating Supplies
215,2019-02-10,19261.0,Laminating Supplies
216,2019-02-11,19261.0,Laminating Supplies
217,2019-02-12,19261.0,Laminating Supplies
218,2019-02-13,19261.0,Laminating Supplies
219,2019-02-14,19261.0,Laminating Supplies
220,2019-02-15,19261.0,Laminating Supplies
221,2019-02-16,19261.0,Laminating Supplies
222,2019-02-17,19261.0,Laminating Supplies
223,2019-02-18,19261.0,Laminating Supplies
224,2019-02-19,19261.0,Laminating Supplies
225,2019-02-20,19261.0,Laminating Supplies
226,2019-02-21,19261.0,Laminating Supplies
227,2019-02-22,19261.0,Laminating Supplies
228,2019-02-23,19261.0,Laminating Supplies
229,2019-02-24,19261.0,Laminating Supplies
230,2019-02-25,19261.0,Laminating Supplies
231,2019-02-26,19261.0,Laminating Supplies
232,2019-02-27,19261.0,Laminating Supplies
233,2019-02-28,19261.0,Laminating Supplies
234,2019-03-01,19261.0,Laminating Supplies
235,2019-03-02,19261.0,Laminating Supplies
236,2019-03-03,19261.0,Laminating Supplies
237,2019-03-04,19261.0,Laminating Supplies
238,2019-03-05,19261.0,Laminating Supplies
239,2019-03-06,19261.0,Laminating Supplies
240,2019-03-07,19261.0,Laminating Supplies
241,2019-03-08,19261.0,Laminating Supplies
242,2019-03-09,19261.0,Laminating Supplies
243,2019-03-10,19261.0,Laminating Supplies
244,2019-03-11,19261.0,Laminating Supplies
245,2019-03-12,19261.0,Laminating Supplies
246,2019-03-13,19261.0,Laminating Supplies
247,2019-03-14,19261.0,Laminating Supplies
248,2019-03-15,19261.0,Laminating Supplies
249,2019-03-16,19261.0,Laminating Supplies
250,2019-03-17,19261.0,Laminating Supplies
251,2019-03-18,19261.0,Laminating Supplies
252,2019-03-19,19261.0,Laminating Supplies
253,2019-03-20,19261.0,Laminating Supplies
254,2019-03-21,19261.0,Laminating Supplies
255,2019-03-22,19261.0,Laminating Supplies
256,2019-03-23,19261.0,Laminating Supplies
257,2019-03-24,19261.0,Laminating Supplies
258,2019-03-25,19261.0,Laminating Supplies
259,2019-03-26,19261.0,Laminating Supplies
260,2019-03-27,19261.0,Laminating Supplies
261,2019-03-28,19261.0,Laminating Supplies
262,2019-03-29,19261.0,Laminating Supplies
263,2019-03-30,19261.0,Laminating Supplies
264,2019-03-31,19261.0,Laminating Supplies
265,2019-04-01,19261.0,Laminating Supplies
266,2019-04-02,19261.0,Laminating Supplies
267,2019-04-03,19261.0,Laminating Supplies
268,2019-04-04,19261.0,Laminating Supplies
269,2019-04-05,19261.0,Laminating Supplies
270,2019-04-06,19261.0,Laminating Supplies
271,2019-04-07,19261.0,Laminating Supplies
272,2019-04-08,19261.0,Laminating Supplies
273,2019-04-09,19261.0,Laminating Supplies
274,2019-04-10,19261.0,Laminating Supplies
275,2019-04-11,19261.0,Laminating Supplies
276,2019-04-12,19261.0,Laminating Supplies
277,2019-04-13,19261.0,Laminating Supplies
278,2019-04-14,19261.0,Laminating Supplies
279,2019-04-15,19261.0,Laminating Supplies
280,2019-04-16,19261.0,Laminating Supplies
281,2019-04-17,19261.0,Laminating Supplies
282,2019-04-18,19261.0,Laminating Supplies
283,2019-04-19,19261.0,Laminating Supplies
284,2019-04-20,19261.0,Laminating Supplies
285,2019-04-21,19261.0,Laminating Supplies
286,2019-04-22,19261.0,Laminating Supplies
287,2019-04-23,19261.0,Laminating Supplies
288,2019-04-24,19261.0,Laminating Supplies
289,2019-04-25,19261.0,Laminating Supplies
290,2019-04-26,19261.0,Laminating Supplies
291,2019-04-27,19261.0,Laminating Supplies
292,2019-04-28,19261.0,Laminating Supplies
293,2019-04-29,19261.0,Laminating Supplies
294,2019-04-30,19261.0,Laminating Supplies
295,2019-05-01,19261.0,Laminating Supplies
296,2019-05-02,19261.0,Laminating Supplies
297,2019-05-03,19261.0,Laminating Supplies
298,2019-05-04,19261.0,Laminating Supplies
299,2019-05-05,19261.0,Laminating Supplies
300,2019-05-06,19261.0,Laminating Supplies
301,2019-05-07,19261.0,Laminating Supplies
302,2019-05-08,19261.0,Laminating Supplies
303,2019-05-09,19261.0,Laminating Supplies
304,2019-05-10,19261.0,Laminating Supplies
305,2019-05-11,19261.0,Laminating Supplies
306,2019-05-12,19261.0,Laminating Supplies
307,2019-05-13,19261.0,Laminating Supplies
308,2019-05-14,19261.0,Laminating Supplies
309,2019-05-15,19261.0,Laminating Supplies
310,2019-05-16,19261.0,Laminating Supplies
311,2019-05-17,19261.0,Laminating Supplies
312,2019-05-18,19261.0,Laminating Supplies
313,2019-05-19,19261.0,Laminating Supplies
314,2019-05-20,19261.0,Laminating Supplies
315,2019-05-21,19261.0,Laminating Supplies
316,2019-05-22,19261.0,Laminating Supplies
317,2019-05-23,19261.0,Laminating Supplies
318,2019-05-24,19261.0,Laminating Supplies
319,2019-05-25,19261.0,Laminating Supplies
320,2019-05-26,19261.0,Laminating Supplies
321,2019-05-27,19261.0,Laminating Supplies
322,2019-05-28,19261.0,Laminating Supplies
323,2019-05-29,19261.0,Laminating Supplies
324,2019-05-30,19261.0,Laminating Supplies
325,2019-05-31,19261.0,Laminating Supplies
326,2019-06-01,19261.0,Laminating Supplies
327,2019-06-02,19261.0,Laminating Supplies
328,2019-06-03,19261.0,Laminating Supplies
329,2019-06-04,19261.0,Laminating Supplies
330,2019-06-05,19261.0,Laminating Supplies
331,2019-06-06,19261.0,Laminating Supplies
332,2019-06-07,19261.0,Laminating Supplies
333,2019-06-08,19261.0,Laminating Supplies
334,2019-06-09,19261.0,Laminating Supplies
335,2019-06-10,19261.0,Laminating Supplies
336,2019-06-11,19261.0,Laminating Supplies
337,2019-06-12,19261.0,Laminating Supplies
338,2019-06-13,19261.0,Laminating Supplies
339,2019-06-14,19261.0,Laminating Supplies
340,2019-06-15,19261.0,Laminating Supplies
341,2019-06-16,19261.0,Laminating Supplies
342,2019-06-17,19261.0,Laminating Supplies
343,2019-06-18,19261.0,Laminating Supplies
344,2019-06-19,19261.0,Laminating Supplies
345,2019-06-20,19261.0,Laminating Supplies
346,2019-06-21,19261.0,Laminating Supplies
347,2019-06-22,19261.0,Laminating Supplies
348,2019-06-23,19261.0,Laminating Supplies
349,2019-06-24,19261.0,Laminating Supplies
350,2019-06-25,19261.0,Laminating Supplies
351,2019-06-26,19261.0,Laminating Supplies
352,2019-06-27,19261.0,Laminating Supplies
353,2019-06-28,19261.0,Laminating Supplies
354,2019-06-29,19261.0,Laminating Supplies
355,2019-06-30,19261.0,Laminating Supplies
356,2019-07-01,19261.0,Laminating Supplies
357,2019-07-02,19261.0,Laminating Supplies
358,2019-07-03,19261.0,Laminating Supplies
359,2019-07-04,19261.0,Laminating Supplies
360,2019-07-05,19261.0,Laminating Supplies
361,2019-07-06,19261.0,Laminating Supplies
362,2019-07-07,19261.0,Laminating Supplies
363,2019-07-08,19261.0,Laminating Supplies
364,2019-07-09,19261.0,Laminating Supplies
365,2019-07-10,19261.0,Laminating Supplies
366,2019-07-11,19261.0,Laminating Supplies
367,2019-07-12,19261.0,Laminating Supplies
368,2019-07-13,19261.0,Laminating Supplies
369,2019-07-14,19261.0,Laminating Supplies
370,2019-07-15,19261.0,Laminating Supplies
371,2019-07-16,19261.0,Laminating Supplies
372,2019-07-17,19261.0,Laminating Supplies
373,2019-07-18,19261.0,Laminating Supplies
374,2019-07-19,19261.0,Laminating Supplies
375,2019-07-20,19261.0,Laminating Supplies
376,2019-07-21,19261.0,Laminating Supplies
377,2019-07-22,19261.0,Laminating Supplies
378,2019-07-23,19261.0,Laminating Supplies
379,2019-07-24,19261.0,Laminating Supplies
380,2019-07-25,19261.0,Laminating Supplies
381,2019-07-26,19261.0,Laminating Supplies
382,2019-07-27,19261.0,Laminating Supplies
383,2019-07-28,19261.0,Laminating Supplies
384,2019-07-29,19261.0,Laminating Supplies
385,2019-07-30,19261.0,Laminating Supplies
386,2019-07-31,19261.0,Laminating Supplies
387,2019-08-01,19261.0,Laminating Supplies
388,2019-08-02,19261.0,Laminating Supplies
389,2019-08-03,19261.0,Laminating Supplies
390,2019-08-04,19261.0,Laminating Supplies
391,2019-08-05,19261.0,Laminating Supplies
392,2019-08-06,19261.0,Laminating Supplies
393,2019-08-07,19261.0,Laminating Supplies
394,2019-08-08,19261.0,Laminating Supplies
395,2019-08-09,19261.0,Laminating Supplies
396,2019-08-10,19261.0,Laminating Supplies
397,2019-08-11,19261.0,Laminating Supplies
398,2019-08-12,19261.0,Laminating Supplies
399,2019-08-13,19261.0,Laminating Supplies
400,2019-08-14,19261.0,Laminating Supplies
401,2019-08-15,19261.0,Laminating Supplies
402,2019-08-16,19261.0,Laminating Supplies
403,2019-08-17,19261.0,Laminating Supplies
404,2019-08-18,19261.0,Laminating Supplies
405,2019-08-19,19261.0,Laminating Supplies
406,2019-08-20,19261.0,Laminating Supplies
407,2019-08-21,19261.0,Laminating Supplies
408,2019-08-22,19261.0,Laminating Supplies
409,2019-08-23,19261.0,Laminating Supplies
410,2019-08-24,19261.0,Laminating Supplies
411,2019-08-25,19261.0,Laminating Supplies
412,2019-08-26,19261.0,Laminating Supplies
413,2019-08-27,19261.0,Laminating Supplies
414,2019-08-28,19261.0,Laminating Supplies
415,2019-08-29,19261.0,Laminating Supplies
416,2019-08-30,19261.0,Laminating Supplies
417,2019-08-31,19261.0,Laminating Supplies
418,2019-09-01,19261.0,Laminating Supplies
419,2019-09-02,19261.0,Laminating Supplies
420,2019-09-03,19261.0,Laminating Supplies
421,2019-09-04,19261.0,Laminating Supplies
422,2019-09-05,19261.0,Laminating Supplies
423,2019-09-06,19261.0,Laminating Supplies
424,2019-09-07,19261.0,Laminating Supplies
425,2019-09-08,19261.0,Laminating Supplies
426,2019-09-09,19261.0,Laminating Supplies
427,2019-09-10,19261.0,Laminating Supplies
428,2019-09-11,19261.0,Laminating Supplies
429,2019-09-12,19261.0,Laminating Supplies
430,2019-09-13,19261.0,Laminating Supplies
431,2019-09-14,19261.0,Laminating Supplies
432,2019-09-15,19261.0,Laminating Supplies
433,2019-09-16,19261.0,Laminating Supplies
434,2019-09-17,19261.0,Laminating Supplies
435,2019-09-18,19261.0,Laminating Supplies
436,2019-09-19,19261.0,Laminating Supplies
437,2019-09-20,19261.0,Laminating Supplies
438,2019-09-21,19261.0,Laminating Supplies
439,2019-09-22,19261.0,Laminating Supplies
440,2019-09-23,19261.0,Laminating Supplies
441,2019-09-24,19261.0,Laminating Supplies
442,2019-09-25,19261.0,Laminating Supplies
443,2019-09-26,19261.0,Laminating Supplies
444,2019-09-27,19261.0,Laminating Supplies
445,2019-09-28,19261.0,Laminating Supplies
446,2019-09-29,19261.0,Laminating Supplies
447,2019-09-30,19261.0,Laminating Supplies
448,2019-10-01,19261.0,Laminating Supplies
449,2019-10-02,19261.0,Laminating Supplies
450,2019-10-03,19261.0,Laminating Supplies
451,2019-10-04,19261.0,Laminating Supplies
452,2019-10-05,19261.0,Laminating Supplies
453,2019-10-06,19261.0,Laminating Supplies
454,2019-10-07,19261.0,Laminating Supplies
455,2019-10-08,19261.0,Laminating Supplies
456,2019-10-09,19261.0,Laminating Supplies
457,2019-10-10,19261.0,Laminating Supplies
458,2019-10-11,19261.0,Laminating Supplies
459,2019-10-12,19261.0,Laminating Supplies
460,2019-10-13,19261.0,Laminating Supplies
461,2019-10-14,19261.0,Laminating Supplies
462,2019-10-15,19261.0,Laminating Supplies
463,2019-10-16,19261.0,Laminating Supplies
464,2019-10-17,19261.0,Laminating Supplies
465,2019-10-18,19261.0,Laminating Supplies
466,2019-10-19,19261.0,Laminating Supplies
467,2019-10-20,19261.0,Laminating Supplies
468,2019-10-21,19261.0,Laminating Supplies
469,2019-10-22,19261.0,Laminating Supplies
470,2019-10-23,19261.0,Laminating Supplies
471,2019-10-24,19261.0,Laminating Supplies
472,2019-10-25,19261.0,Laminating Supplies
473,2019-10-26,19261.0,Laminating Supplies
474,2019-10-27,19261.0,Laminating Supplies
475,2019-10-28,19261.0,Laminating Supplies
476,2019-10-29,19261.0,Laminating Supplies
477,2019-10-30,19261.0,Laminating Supplies
478,2019-10-31,19261.0,Laminating Supplies
479,2019-11-01,19261.0,Laminating Supplies
480,2019-11-02,19261.0,Laminating Supplies
481,2019-11-03,19261.0,Laminating Supplies
482,2019-11-04,19261.0,Laminating Supplies
483,2019-11-05,19261.0,Laminating Supplies
484,2019-11-06,19261.0,Laminating Supplies
485,2019-11-07,19261.0,Laminating Supplies
486,2019-11-08,19261.0,Laminating Supplies
487,2019-11-09,19261.0,Laminating Supplies
488,2019-11-10,19261.0,Laminating Supplies
489,2019-11-11,19261.0,Laminating Supplies
490,2019-11-12,19261.0,Laminating Supplies
491,2019-11-13,19261.0,Laminating Supplies
492,2019-11-14,19261.0,Laminating Supplies
493,2019-11-15,19261.0,Laminating Supplies
494,2019-11-16,19261.0,Laminating Supplies
495,2019-11-17,19261.0,Laminating Supplies
496,2019-11-18,19261.0,Laminating Supplies
497,2019-11-19,19261.0,Laminating Supplies
498,2019-11-20,19261.0,Laminating Supplies
499,2019-11-21,19261.0,Laminating Supplies
500,2019-11-22,19261.0,Laminating Supplies
501,2019-11-23,19261.0,Laminating Supplies
502,2019-11-24,19261.0,Laminating Supplies
503,2019-11-25,19261.0,Laminating Supplies
504,2019-11-26,19261.0,Laminating Supplies
505,2019-11-27,19261.0,Laminating Supplies
506,2019-11-28,19261.0,Laminating Supplies
507,2019-11-29,19261.0,Laminating Supplies
508,2019-11-30,19261.0,Laminating Supplies
509,2019-12-01,19261.0,Laminating Supplies
510,2019-12-02,19261.0,Laminating Supplies
511,2019-12-03,19261.0,Laminating Supplies
512,2019-12-04,19261.0,Laminating Supplies
513,2019-12-05,19261.0,Laminating Supplies
514,2019-12-06,19261.0,Laminating Supplies
515,2019-12-07,19261.0,Laminating Supplies
516,2019-12-08,19261.0,Laminating Supplies
517,2019-12-09,19261.0,Laminating Supplies
518,2019-12-10,19261.0,Laminating Supplies
519,2019-12-11,19261.0,Laminating Supplies
520,2019-12-12,19261.0,Laminating Supplies
521,2019-12-13,19261.0,Laminating Supplies
522,2019-12-14,19261.0,Laminating Supplies
523,2019-12-15,19261.0,Laminating Supplies
524,2019-12-16,19261.0,Laminating Supplies
525,2019-12-17,19261.0,Laminating Supplies
526,2019-12-18,19261.0,Laminating Supplies
527,2019-12-19,19261.0,Laminating Supplies
528,2019-12-20,19261.0,Laminating Supplies
529,2019-12-21,19261.0,Laminating Supplies
530,2019-12-22,19261.0,Laminating Supplies
531,2019-12-23,19261.0,Laminating Supplies
532,2019-12-24,19261.0,Laminating Supplies
533,2019-12-25,19261.0,Laminating Supplies
534,2019-12-26,19261.0,Laminating Supplies
535,2019-12-27,19261.0,Laminating Supplies
536,2019-12-28,19261.0,Laminating Supplies
537,2019-12-29,19261.0,Laminating Supplies
538,2019-12-30,19261.0,Laminating Supplies
539,2019-12-31,19261.0,Laminating Supplies
540,2020-01-01,19261.0,Laminating Supplies
541,2020-01-02,19261.0,Laminating Supplies
542,2020-01-03,19261.0,Laminating Supplies
543,2020-01-04,19261.0,Laminating Supplies
544,2020-01-05,19261.0,Laminating Supplies
545,2020-01-06,19261.0,Laminating Supplies
546,2020-01-07,19261.0,Laminating Supplies
547,2020-01-08,19261.0,Laminating Supplies
548,2020-01-09,19261.0,Laminating Supplies
549,2020-01-10,19261.0,Laminating Supplies
550,2020-01-11,19261.0,Laminating Supplies
551,2020-01-12,19261.0,Laminating Supplies
552,2020-01-13,19261.0,Laminating Supplies
553,2020-01-14,19261.0,Laminating Supplies
554,2020-01-15,19261.0,Laminating Supplies
555,2020-01-16,19261.0,Laminating Supplies
556,2020-01-17,19261.0,Laminating Supplies
557,2020-01-18,19261.0,Laminating Supplies
558,2020-01-19,19261.0,Laminating Supplies
559,2020-01-20,19261.0,Laminating Supplies
560,2020-01-21,19261.0,Laminating Supplies
561,2020-01-22,19261.0,Laminating Supplies
562,2020-01-23,19261.0,Laminating Supplies
563,2020-01-24,19261.0,Laminating Supplies
564,2020-01-25,19261.0,Laminating Supplies
565,2020-01-26,19261.0,Laminating Supplies
566,2020-01-27,19261.0,Laminating Supplies
567,2020-01-28,19261.0,Laminating Supplies
568,2020-01-29,19261.0,Laminating Supplies
569,2020-01-30,19261.0,Laminating Supplies
570,2020-01-31,19261.0,Laminating Supplies
571,2020-02-01,19261.0,Laminating Supplies
572,2020-02-02,19261.0,Laminating Supplies
573,2020-02-03,19261.0,Laminating Supplies
574,2020-02-04,19261.0,Laminating Supplies
575,2020-02-05,19261.0,Laminating Supplies
576,2020-02-06,19261.0,Laminating Supplies
577,2020-02-07,19261.0,Laminating Supplies
578,2020-02-08,19261.0,Laminating Supplies
579,2020-02-09,19261.0,Laminating Supplies
580,2020-02-10,19261.0,Laminating Supplies
581,2020-02-11,19261.0,Laminating Supplies
582,2020-02-12,19261.0,Laminating Supplies
583,2020-02-13,19261.0,Laminating Supplies
584,2020-02-14,19261.0,Laminating Supplies
585,2020-02-15,19261.0,Laminating Supplies
586,2020-02-16,19261.0,Laminating Supplies
587,2020-02-17,19261.0,Laminating Supplies
588,2020-02-18,19261.0,Laminating Supplies
589,2020-02-19,19261.0,Laminating Supplies
590,2020-02-20,19261.0,Laminating Supplies
591,2020-02-21,19261.0,Laminating Supplies
592,2020-02-22,19261.0,Laminating Supplies
593,2020-02-23,19261.0,Laminating Supplies
594,2020-02-24,19261.0,Laminating Supplies
595,2020-02-25,19261.0,Laminating Supplies
596,2020-02-26,19261.0,Laminating Supplies
597,2020-02-27,19261.0,Laminating Supplies
598,2020-02-28,19261.0,Laminating Supplies
599,2020-02-29,19261.0,Laminating Supplies
600,2020-03-01,19261.0,Laminating Supplies
601,2020-03-02,19261.0,Laminating Supplies
602,2020-03-03,19261.0,Laminating Supplies
603,2020-03-04,19261.0,Laminating Supplies
604,2020-03-05,19261.0,Laminating Supplies
605,2020-03-06,19261.0,Laminating Supplies
606,2020-03-07,19261.0,Laminating Supplies
