,date,value,name_B07HNNDB1K
43,2018-11-11,17545.0,Toy Bags & Nets
44,2018-11-12,14964.0,Toy Bags & Nets
45,2018-11-13,14315.0,Toy Bags & Nets
46,2018-11-14,14315.0,Toy Bags & Nets
47,2018-11-15,14315.0,Toy Bags & Nets
48,2018-11-16,18686.0,Toy Bags & Nets
49,2018-11-17,18686.0,Toy Bags & Nets
50,2018-11-18,15867.0,Toy Bags & Nets
51,2018-11-19,14030.0,Toy Bags & Nets
52,2018-11-20,16096.0,Toy Bags & Nets
53,2018-11-21,13133.0,Toy Bags & Nets
54,2018-11-22,13133.0,Toy Bags & Nets
55,2018-11-23,13133.0,Toy Bags & Nets
56,2018-11-24,9597.0,Toy Bags & Nets
57,2018-11-25,8705.0,Toy Bags & Nets
58,2018-11-26,8705.0,Toy Bags & Nets
59,2018-11-27,8705.0,Toy Bags & Nets
60,2018-11-28,8705.0,Toy Bags & Nets
61,2018-11-29,8705.0,Toy Bags & Nets
62,2018-11-30,9496.0,Toy Bags & Nets
63,2018-12-01,10286.0,Toy Bags & Nets
64,2018-12-02,10286.0,Toy Bags & Nets
65,2018-12-03,8800.0,Toy Bags & Nets
66,2018-12-04,8800.0,Toy Bags & Nets
67,2018-12-05,9776.0,Toy Bags & Nets
68,2018-12-06,9776.0,Toy Bags & Nets
69,2018-12-07,8011.0,Toy Bags & Nets
70,2018-12-08,8011.0,Toy Bags & Nets
71,2018-12-09,8220.0,Toy Bags & Nets
72,2018-12-10,8315.0,Toy Bags & Nets
73,2018-12-11,8315.0,Toy Bags & Nets
74,2018-12-12,7742.0,Toy Bags & Nets
75,2018-12-13,7804.0,Toy Bags & Nets
76,2018-12-14,8674.0,Toy Bags & Nets
77,2018-12-15,8674.0,Toy Bags & Nets
78,2018-12-16,8674.0,Toy Bags & Nets
79,2018-12-17,6547.0,Toy Bags & Nets
80,2018-12-18,6547.0,Toy Bags & Nets
81,2018-12-19,8358.0,Toy Bags & Nets
82,2018-12-20,7226.0,Toy Bags & Nets
83,2018-12-21,7226.0,Toy Bags & Nets
84,2018-12-22,7226.0,Toy Bags & Nets
85,2018-12-23,7094.0,Toy Bags & Nets
86,2018-12-24,7094.0,Toy Bags & Nets
87,2018-12-25,10013.0,Toy Bags & Nets
88,2018-12-26,10013.0,Toy Bags & Nets
89,2018-12-27,5203.0,Toy Bags & Nets
90,2018-12-28,6997.0,Toy Bags & Nets
91,2018-12-29,6997.0,Toy Bags & Nets
92,2018-12-30,7793.0,Toy Bags & Nets
93,2018-12-31,7793.0,Toy Bags & Nets
94,2019-01-01,7793.0,Toy Bags & Nets
95,2019-01-02,6367.0,Toy Bags & Nets
96,2019-01-03,6367.0,Toy Bags & Nets
97,2019-01-04,9224.0,Toy Bags & Nets
98,2019-01-05,9224.0,Toy Bags & Nets
99,2019-01-06,9224.0,Toy Bags & Nets
100,2019-01-07,10117.0,Toy Bags & Nets
101,2019-01-08,10117.0,Toy Bags & Nets
102,2019-01-09,12418.0,Toy Bags & Nets
103,2019-01-10,12418.0,Toy Bags & Nets
104,2019-01-11,8921.0,Toy Bags & Nets
105,2019-01-12,8921.0,Toy Bags & Nets
106,2019-01-13,8897.0,Toy Bags & Nets
107,2019-01-14,8144.0,Toy Bags & Nets
108,2019-01-15,8144.0,Toy Bags & Nets
109,2019-01-16,12574.0,Toy Bags & Nets
110,2019-01-17,12574.0,Toy Bags & Nets
111,2019-01-18,10756.0,Toy Bags & Nets
112,2019-01-19,10756.0,Toy Bags & Nets
113,2019-01-20,13213.0,Toy Bags & Nets
114,2019-01-21,13213.0,Toy Bags & Nets
115,2019-01-22,13213.0,Toy Bags & Nets
116,2019-01-23,13213.0,Toy Bags & Nets
117,2019-01-24,10968.0,Toy Bags & Nets
118,2019-01-25,13993.0,Toy Bags & Nets
119,2019-01-26,13993.0,Toy Bags & Nets
120,2019-01-27,13993.0,Toy Bags & Nets
121,2019-01-28,15365.0,Toy Bags & Nets
122,2019-01-29,11548.0,Toy Bags & Nets
123,2019-01-30,4611.0,Toy Bags & Nets
124,2019-01-31,4611.0,Toy Bags & Nets
125,2019-02-01,6706.0,Toy Bags & Nets
126,2019-02-02,7573.0,Toy Bags & Nets
127,2019-02-03,7573.0,Toy Bags & Nets
128,2019-02-04,7573.0,Toy Bags & Nets
129,2019-02-05,10414.0,Toy Bags & Nets
130,2019-02-06,10414.0,Toy Bags & Nets
131,2019-02-07,11966.0,Toy Bags & Nets
132,2019-02-08,11966.0,Toy Bags & Nets
133,2019-02-09,9407.0,Toy Bags & Nets
134,2019-02-10,9021.0,Toy Bags & Nets
135,2019-02-11,9021.0,Toy Bags & Nets
136,2019-02-12,12360.0,Toy Bags & Nets
137,2019-02-13,11448.0,Toy Bags & Nets
138,2019-02-14,11448.0,Toy Bags & Nets
139,2019-02-15,13255.0,Toy Bags & Nets
140,2019-02-16,13255.0,Toy Bags & Nets
141,2019-02-17,8847.0,Toy Bags & Nets
142,2019-02-18,9599.0,Toy Bags & Nets
143,2019-02-19,9210.0,Toy Bags & Nets
144,2019-02-20,9210.0,Toy Bags & Nets
145,2019-02-21,9210.0,Toy Bags & Nets
146,2019-02-22,8306.0,Toy Bags & Nets
147,2019-02-23,8306.0,Toy Bags & Nets
148,2019-02-24,8306.0,Toy Bags & Nets
149,2019-02-25,15955.0,Toy Bags & Nets
150,2019-02-26,20016.0,Toy Bags & Nets
151,2019-02-27,19970.0,Toy Bags & Nets
152,2019-02-28,19970.0,Toy Bags & Nets
153,2019-03-01,19970.0,Toy Bags & Nets
154,2019-03-02,19970.0,Toy Bags & Nets
155,2019-03-03,36126.0,Toy Bags & Nets
156,2019-03-04,43003.0,Toy Bags & Nets
157,2019-03-05,38325.0,Toy Bags & Nets
158,2019-03-06,38325.0,Toy Bags & Nets
159,2019-03-07,38325.0,Toy Bags & Nets
160,2019-03-08,38325.0,Toy Bags & Nets
161,2019-03-09,38325.0,Toy Bags & Nets
162,2019-03-10,63201.0,Toy Bags & Nets
163,2019-03-11,63201.0,Toy Bags & Nets
164,2019-03-12,63201.0,Toy Bags & Nets
165,2019-03-13,63201.0,Toy Bags & Nets
166,2019-03-14,63201.0,Toy Bags & Nets
167,2019-03-15,63201.0,Toy Bags & Nets
168,2019-03-16,63201.0,Toy Bags & Nets
169,2019-03-17,63201.0,Toy Bags & Nets
170,2019-03-18,145854.0,Toy Bags & Nets
171,2019-03-19,145854.0,Toy Bags & Nets
172,2019-03-20,181983.0,Toy Bags & Nets
173,2019-03-21,181983.0,Toy Bags & Nets
174,2019-03-22,181983.0,Toy Bags & Nets
175,2019-03-23,181983.0,Toy Bags & Nets
176,2019-03-24,181983.0,Toy Bags & Nets
177,2019-03-25,168801.0,Toy Bags & Nets
178,2019-03-26,168801.0,Toy Bags & Nets
179,2019-03-27,214515.0,Toy Bags & Nets
180,2019-03-28,189188.0,Toy Bags & Nets
181,2019-03-29,189188.0,Toy Bags & Nets
182,2019-03-30,137796.0,Toy Bags & Nets
183,2019-03-31,137796.0,Toy Bags & Nets
184,2019-04-01,137796.0,Toy Bags & Nets
185,2019-04-02,137796.0,Toy Bags & Nets
186,2019-04-03,238611.0,Toy Bags & Nets
187,2019-04-04,233506.0,Toy Bags & Nets
188,2019-04-05,233506.0,Toy Bags & Nets
189,2019-04-06,233506.0,Toy Bags & Nets
190,2019-04-07,233506.0,Toy Bags & Nets
191,2019-04-08,233506.0,Toy Bags & Nets
192,2019-04-09,233506.0,Toy Bags & Nets
193,2019-04-10,347521.0,Toy Bags & Nets
194,2019-04-11,347521.0,Toy Bags & Nets
195,2019-04-12,347521.0,Toy Bags & Nets
196,2019-04-13,347521.0,Toy Bags & Nets
197,2019-04-14,347521.0,Toy Bags & Nets
198,2019-04-15,347521.0,Toy Bags & Nets
199,2019-04-16,87985.0,Toy Bags & Nets
200,2019-04-17,87985.0,Toy Bags & Nets
201,2019-04-18,87985.0,Toy Bags & Nets
202,2019-04-19,87985.0,Toy Bags & Nets
203,2019-04-20,87985.0,Toy Bags & Nets
204,2019-04-21,87985.0,Toy Bags & Nets
205,2019-04-22,87985.0,Toy Bags & Nets
206,2019-04-23,87985.0,Toy Bags & Nets
207,2019-04-24,74459.0,Toy Bags & Nets
208,2019-04-25,74459.0,Toy Bags & Nets
209,2019-04-26,88078.0,Toy Bags & Nets
210,2019-04-27,88078.0,Toy Bags & Nets
211,2019-04-28,88078.0,Toy Bags & Nets
212,2019-04-29,88078.0,Toy Bags & Nets
213,2019-04-30,88078.0,Toy Bags & Nets
214,2019-05-01,88078.0,Toy Bags & Nets
215,2019-05-02,69679.0,Toy Bags & Nets
216,2019-05-03,69679.0,Toy Bags & Nets
217,2019-05-04,69679.0,Toy Bags & Nets
218,2019-05-05,69679.0,Toy Bags & Nets
219,2019-05-06,58137.0,Toy Bags & Nets
220,2019-05-07,58137.0,Toy Bags & Nets
221,2019-05-08,98393.0,Toy Bags & Nets
222,2019-05-09,98393.0,Toy Bags & Nets
223,2019-05-10,123088.0,Toy Bags & Nets
224,2019-05-11,117520.0,Toy Bags & Nets
225,2019-05-12,117520.0,Toy Bags & Nets
226,2019-05-13,77006.0,Toy Bags & Nets
227,2019-05-14,77006.0,Toy Bags & Nets
228,2019-05-15,75895.0,Toy Bags & Nets
229,2019-05-16,105327.0,Toy Bags & Nets
230,2019-05-17,105327.0,Toy Bags & Nets
231,2019-05-18,105327.0,Toy Bags & Nets
232,2019-05-19,63074.0,Toy Bags & Nets
233,2019-05-20,63074.0,Toy Bags & Nets
234,2019-05-21,63074.0,Toy Bags & Nets
235,2019-05-22,63074.0,Toy Bags & Nets
236,2019-05-23,100106.0,Toy Bags & Nets
237,2019-05-24,100106.0,Toy Bags & Nets
238,2019-05-25,98788.0,Toy Bags & Nets
239,2019-05-26,98788.0,Toy Bags & Nets
240,2019-05-27,124434.0,Toy Bags & Nets
241,2019-05-28,126474.0,Toy Bags & Nets
242,2019-05-29,106097.0,Toy Bags & Nets
243,2019-05-30,106097.0,Toy Bags & Nets
244,2019-05-31,168278.0,Toy Bags & Nets
245,2019-06-01,168278.0,Toy Bags & Nets
246,2019-06-02,169455.0,Toy Bags & Nets
247,2019-06-03,169455.0,Toy Bags & Nets
248,2019-06-04,97511.0,Toy Bags & Nets
249,2019-06-05,97511.0,Toy Bags & Nets
250,2019-06-06,97511.0,Toy Bags & Nets
251,2019-06-07,97511.0,Toy Bags & Nets
252,2019-06-08,71403.0,Toy Bags & Nets
253,2019-06-09,71403.0,Toy Bags & Nets
254,2019-06-10,118407.0,Toy Bags & Nets
255,2019-06-11,118407.0,Toy Bags & Nets
256,2019-06-12,90574.0,Toy Bags & Nets
257,2019-06-13,90574.0,Toy Bags & Nets
258,2019-06-14,58049.0,Toy Bags & Nets
259,2019-06-15,56128.0,Toy Bags & Nets
260,2019-06-16,35388.0,Toy Bags & Nets
261,2019-06-17,35388.0,Toy Bags & Nets
262,2019-06-18,56888.0,Toy Bags & Nets
263,2019-06-19,47835.0,Toy Bags & Nets
264,2019-06-20,32228.0,Toy Bags & Nets
265,2019-06-21,34061.0,Toy Bags & Nets
266,2019-06-22,24493.0,Toy Bags & Nets
267,2019-06-23,40606.0,Toy Bags & Nets
268,2019-06-24,29426.0,Toy Bags & Nets
269,2019-06-25,25927.0,Toy Bags & Nets
270,2019-06-26,31518.0,Toy Bags & Nets
271,2019-06-27,89973.0,Toy Bags & Nets
272,2019-06-28,91397.0,Toy Bags & Nets
273,2019-06-29,74274.0,Toy Bags & Nets
274,2019-06-30,43946.0,Toy Bags & Nets
275,2019-07-01,31266.0,Toy Bags & Nets
276,2019-07-02,29112.0,Toy Bags & Nets
277,2019-07-03,26576.0,Toy Bags & Nets
278,2019-07-04,27698.0,Toy Bags & Nets
279,2019-07-05,27748.0,Toy Bags & Nets
280,2019-07-06,21600.0,Toy Bags & Nets
281,2019-07-07,21782.0,Toy Bags & Nets
282,2019-07-08,21883.0,Toy Bags & Nets
283,2019-07-09,22475.0,Toy Bags & Nets
284,2019-07-10,20462.0,Toy Bags & Nets
285,2019-07-11,19161.0,Toy Bags & Nets
286,2019-07-12,27360.0,Toy Bags & Nets
287,2019-07-13,24206.0,Toy Bags & Nets
288,2019-07-14,25923.0,Toy Bags & Nets
289,2019-07-15,29311.0,Toy Bags & Nets
290,2019-07-16,36373.0,Toy Bags & Nets
291,2019-07-17,38609.0,Toy Bags & Nets
292,2019-07-18,30824.0,Toy Bags & Nets
293,2019-07-19,31753.0,Toy Bags & Nets
294,2019-07-20,31753.0,Toy Bags & Nets
295,2019-07-21,24324.0,Toy Bags & Nets
296,2019-07-22,22054.0,Toy Bags & Nets
297,2019-07-23,19099.0,Toy Bags & Nets
298,2019-07-24,26507.0,Toy Bags & Nets
299,2019-07-25,24722.0,Toy Bags & Nets
300,2019-07-26,20584.0,Toy Bags & Nets
301,2019-07-27,15631.0,Toy Bags & Nets
302,2019-07-28,19386.0,Toy Bags & Nets
303,2019-07-29,27315.0,Toy Bags & Nets
304,2019-07-30,22815.0,Toy Bags & Nets
305,2019-07-31,21456.0,Toy Bags & Nets
306,2019-08-01,18231.0,Toy Bags & Nets
307,2019-08-02,16262.0,Toy Bags & Nets
308,2019-08-03,20415.0,Toy Bags & Nets
309,2019-08-04,24282.0,Toy Bags & Nets
310,2019-08-05,24282.0,Toy Bags & Nets
311,2019-08-06,23719.0,Toy Bags & Nets
312,2019-08-07,26069.0,Toy Bags & Nets
313,2019-08-08,19859.0,Toy Bags & Nets
314,2019-08-09,23348.0,Toy Bags & Nets
315,2019-08-10,17201.0,Toy Bags & Nets
316,2019-08-11,26932.0,Toy Bags & Nets
317,2019-08-12,25247.0,Toy Bags & Nets
318,2019-08-13,24051.0,Toy Bags & Nets
319,2019-08-14,21434.0,Toy Bags & Nets
320,2019-08-15,20322.0,Toy Bags & Nets
321,2019-08-16,19335.0,Toy Bags & Nets
322,2019-08-17,18706.0,Toy Bags & Nets
323,2019-08-18,16560.0,Toy Bags & Nets
324,2019-08-19,18872.0,Toy Bags & Nets
325,2019-08-20,31263.0,Toy Bags & Nets
326,2019-08-21,24804.0,Toy Bags & Nets
327,2019-08-22,30363.0,Toy Bags & Nets
328,2019-08-23,19500.0,Toy Bags & Nets
329,2019-08-24,18799.0,Toy Bags & Nets
330,2019-08-25,24855.0,Toy Bags & Nets
331,2019-08-26,23629.0,Toy Bags & Nets
332,2019-08-27,22490.0,Toy Bags & Nets
333,2019-08-28,26400.0,Toy Bags & Nets
334,2019-08-29,26400.0,Toy Bags & Nets
335,2019-08-30,20320.0,Toy Bags & Nets
336,2019-08-31,18342.0,Toy Bags & Nets
337,2019-09-01,22353.0,Toy Bags & Nets
338,2019-09-02,17148.0,Toy Bags & Nets
339,2019-09-03,19851.0,Toy Bags & Nets
340,2019-09-04,27994.0,Toy Bags & Nets
341,2019-09-05,35496.0,Toy Bags & Nets
342,2019-09-06,35496.0,Toy Bags & Nets
343,2019-09-07,35496.0,Toy Bags & Nets
344,2019-09-08,18931.0,Toy Bags & Nets
345,2019-09-09,20831.0,Toy Bags & Nets
346,2019-09-10,22685.0,Toy Bags & Nets
347,2019-09-11,22541.0,Toy Bags & Nets
348,2019-09-12,25074.0,Toy Bags & Nets
349,2019-09-13,27864.0,Toy Bags & Nets
350,2019-09-14,22081.0,Toy Bags & Nets
351,2019-09-15,17374.0,Toy Bags & Nets
352,2019-09-16,22371.0,Toy Bags & Nets
353,2019-09-17,31708.0,Toy Bags & Nets
354,2019-09-18,30063.0,Toy Bags & Nets
355,2019-09-19,25644.0,Toy Bags & Nets
356,2019-09-20,25777.0,Toy Bags & Nets
357,2019-09-21,21698.0,Toy Bags & Nets
358,2019-09-22,18485.0,Toy Bags & Nets
359,2019-09-23,15921.0,Toy Bags & Nets
360,2019-09-24,22692.0,Toy Bags & Nets
361,2019-09-25,28935.0,Toy Bags & Nets
362,2019-09-26,34540.0,Toy Bags & Nets
363,2019-09-27,26508.0,Toy Bags & Nets
364,2019-09-28,26966.0,Toy Bags & Nets
365,2019-09-29,33798.0,Toy Bags & Nets
366,2019-09-30,35381.0,Toy Bags & Nets
367,2019-10-01,26738.0,Toy Bags & Nets
368,2019-10-02,23706.0,Toy Bags & Nets
369,2019-10-03,34485.0,Toy Bags & Nets
370,2019-10-04,34485.0,Toy Bags & Nets
371,2019-10-05,34485.0,Toy Bags & Nets
372,2019-10-06,21793.0,Toy Bags & Nets
373,2019-10-07,21793.0,Toy Bags & Nets
374,2019-10-08,21793.0,Toy Bags & Nets
375,2019-10-09,25592.0,Toy Bags & Nets
376,2019-10-10,25592.0,Toy Bags & Nets
377,2019-10-11,25290.0,Toy Bags & Nets
378,2019-10-12,25290.0,Toy Bags & Nets
379,2019-10-13,16314.0,Toy Bags & Nets
380,2019-10-14,16471.0,Toy Bags & Nets
381,2019-10-15,16471.0,Toy Bags & Nets
382,2019-10-16,18817.0,Toy Bags & Nets
383,2019-10-17,22927.0,Toy Bags & Nets
384,2019-10-18,22927.0,Toy Bags & Nets
385,2019-10-19,20458.0,Toy Bags & Nets
386,2019-10-20,17000.0,Toy Bags & Nets
387,2019-10-21,21203.0,Toy Bags & Nets
388,2019-10-22,22340.0,Toy Bags & Nets
389,2019-10-23,21994.0,Toy Bags & Nets
390,2019-10-24,30629.0,Toy Bags & Nets
391,2019-10-25,31534.0,Toy Bags & Nets
392,2019-10-26,30871.0,Toy Bags & Nets
393,2019-10-27,29121.0,Toy Bags & Nets
394,2019-10-28,30731.0,Toy Bags & Nets
395,2019-10-29,35930.0,Toy Bags & Nets
396,2019-10-30,27913.0,Toy Bags & Nets
397,2019-10-31,25349.0,Toy Bags & Nets
398,2019-11-01,15827.0,Toy Bags & Nets
399,2019-11-02,21799.0,Toy Bags & Nets
400,2019-11-03,23190.0,Toy Bags & Nets
401,2019-11-04,23819.0,Toy Bags & Nets
402,2019-11-05,22889.0,Toy Bags & Nets
403,2019-11-06,23576.0,Toy Bags & Nets
404,2019-11-07,29488.0,Toy Bags & Nets
405,2019-11-08,29488.0,Toy Bags & Nets
406,2019-11-09,29488.0,Toy Bags & Nets
407,2019-11-10,29488.0,Toy Bags & Nets
408,2019-11-11,29488.0,Toy Bags & Nets
409,2019-11-12,21512.0,Toy Bags & Nets
410,2019-11-13,21512.0,Toy Bags & Nets
411,2019-11-14,31656.0,Toy Bags & Nets
412,2019-11-15,31656.0,Toy Bags & Nets
413,2019-11-16,31656.0,Toy Bags & Nets
414,2019-11-17,31656.0,Toy Bags & Nets
415,2019-11-18,30025.0,Toy Bags & Nets
416,2019-11-19,29939.0,Toy Bags & Nets
417,2019-11-20,32463.0,Toy Bags & Nets
418,2019-11-21,31298.0,Toy Bags & Nets
419,2019-11-22,31298.0,Toy Bags & Nets
420,2019-11-23,31298.0,Toy Bags & Nets
421,2019-11-24,31298.0,Toy Bags & Nets
422,2019-11-25,31298.0,Toy Bags & Nets
423,2019-11-26,25867.0,Toy Bags & Nets
424,2019-11-27,25867.0,Toy Bags & Nets
425,2019-11-28,25867.0,Toy Bags & Nets
426,2019-11-29,13412.0,Toy Bags & Nets
427,2019-11-30,13412.0,Toy Bags & Nets
428,2019-12-01,16319.0,Toy Bags & Nets
429,2019-12-02,16005.0,Toy Bags & Nets
430,2019-12-03,19439.0,Toy Bags & Nets
431,2019-12-04,19284.0,Toy Bags & Nets
432,2019-12-05,19704.0,Toy Bags & Nets
433,2019-12-06,16607.0,Toy Bags & Nets
434,2019-12-07,20046.0,Toy Bags & Nets
435,2019-12-08,20046.0,Toy Bags & Nets
436,2019-12-09,23752.0,Toy Bags & Nets
437,2019-12-10,23752.0,Toy Bags & Nets
438,2019-12-11,21807.0,Toy Bags & Nets
439,2019-12-12,21807.0,Toy Bags & Nets
440,2019-12-13,21807.0,Toy Bags & Nets
441,2019-12-14,19914.0,Toy Bags & Nets
442,2019-12-15,19914.0,Toy Bags & Nets
443,2019-12-16,19914.0,Toy Bags & Nets
444,2019-12-17,19914.0,Toy Bags & Nets
445,2019-12-18,19856.0,Toy Bags & Nets
446,2019-12-19,19856.0,Toy Bags & Nets
447,2019-12-20,19856.0,Toy Bags & Nets
448,2019-12-21,19856.0,Toy Bags & Nets
449,2019-12-22,19856.0,Toy Bags & Nets
450,2019-12-23,17666.0,Toy Bags & Nets
451,2019-12-24,18868.0,Toy Bags & Nets
452,2019-12-25,18868.0,Toy Bags & Nets
453,2019-12-26,18868.0,Toy Bags & Nets
454,2019-12-27,20387.0,Toy Bags & Nets
455,2019-12-28,13578.0,Toy Bags & Nets
456,2019-12-29,15856.0,Toy Bags & Nets
457,2019-12-30,15856.0,Toy Bags & Nets
458,2019-12-31,15856.0,Toy Bags & Nets
459,2020-01-01,15856.0,Toy Bags & Nets
460,2020-01-02,15856.0,Toy Bags & Nets
461,2020-01-03,23633.0,Toy Bags & Nets
462,2020-01-04,23633.0,Toy Bags & Nets
463,2020-01-05,23633.0,Toy Bags & Nets
464,2020-01-06,23633.0,Toy Bags & Nets
465,2020-01-07,29394.0,Toy Bags & Nets
466,2020-01-08,43174.0,Toy Bags & Nets
467,2020-01-09,35026.0,Toy Bags & Nets
468,2020-01-10,35026.0,Toy Bags & Nets
469,2020-01-11,35026.0,Toy Bags & Nets
470,2020-01-12,27077.0,Toy Bags & Nets
471,2020-01-13,27077.0,Toy Bags & Nets
472,2020-01-14,27077.0,Toy Bags & Nets
473,2020-01-15,27077.0,Toy Bags & Nets
474,2020-01-16,27077.0,Toy Bags & Nets
475,2020-01-17,27077.0,Toy Bags & Nets
476,2020-01-18,27077.0,Toy Bags & Nets
477,2020-01-19,27207.0,Toy Bags & Nets
478,2020-01-20,27207.0,Toy Bags & Nets
479,2020-01-21,27207.0,Toy Bags & Nets
480,2020-01-22,25193.0,Toy Bags & Nets
481,2020-01-23,25193.0,Toy Bags & Nets
482,2020-01-24,25193.0,Toy Bags & Nets
483,2020-01-25,25193.0,Toy Bags & Nets
484,2020-01-26,25193.0,Toy Bags & Nets
485,2020-01-27,31099.0,Toy Bags & Nets
486,2020-01-28,31099.0,Toy Bags & Nets
487,2020-01-29,31099.0,Toy Bags & Nets
488,2020-01-30,36357.0,Toy Bags & Nets
489,2020-01-31,36357.0,Toy Bags & Nets
490,2020-02-01,36357.0,Toy Bags & Nets
491,2020-02-02,36357.0,Toy Bags & Nets
492,2020-02-03,36357.0,Toy Bags & Nets
493,2020-02-04,36357.0,Toy Bags & Nets
494,2020-02-05,33645.0,Toy Bags & Nets
495,2020-02-06,33645.0,Toy Bags & Nets
496,2020-02-07,33645.0,Toy Bags & Nets
497,2020-02-08,33645.0,Toy Bags & Nets
498,2020-02-09,29947.0,Toy Bags & Nets
499,2020-02-10,29947.0,Toy Bags & Nets
500,2020-02-11,29947.0,Toy Bags & Nets
501,2020-02-12,33623.0,Toy Bags & Nets
502,2020-02-13,33623.0,Toy Bags & Nets
503,2020-02-14,33623.0,Toy Bags & Nets
504,2020-02-15,33623.0,Toy Bags & Nets
505,2020-02-16,26564.0,Toy Bags & Nets
506,2020-02-17,26564.0,Toy Bags & Nets
507,2020-02-18,26564.0,Toy Bags & Nets
508,2020-02-19,6791.0,Toy Bags & Nets
509,2020-02-20,23442.0,Toy Bags & Nets
510,2020-02-21,23442.0,Toy Bags & Nets
511,2020-02-22,23442.0,Toy Bags & Nets
512,2020-02-23,23442.0,Toy Bags & Nets
513,2020-02-24,7005.0,Toy Bags & Nets
514,2020-02-25,7005.0,Toy Bags & Nets
515,2020-02-26,7005.0,Toy Bags & Nets
516,2020-02-27,7005.0,Toy Bags & Nets
517,2020-02-28,21309.0,Toy Bags & Nets
518,2020-02-29,21309.0,Toy Bags & Nets
519,2020-03-01,21309.0,Toy Bags & Nets
520,2020-03-02,21309.0,Toy Bags & Nets
521,2020-03-03,21309.0,Toy Bags & Nets
522,2020-03-04,39794.0,Toy Bags & Nets
523,2020-03-05,45827.0,Toy Bags & Nets
524,2020-03-06,45827.0,Toy Bags & Nets
525,2020-03-07,45827.0,Toy Bags & Nets
526,2020-03-08,45827.0,Toy Bags & Nets
527,2020-03-09,45827.0,Toy Bags & Nets
528,2020-03-10,45827.0,Toy Bags & Nets
529,2020-03-11,45827.0,Toy Bags & Nets
530,2020-03-12,45827.0,Toy Bags & Nets
531,2020-03-13,-1.0,Toy Bags & Nets
