,date,value,name_B07L41V9V2
91,2020-08-29,56964.0,Vitamins & Dietary Supplements
92,2020-08-30,56964.0,Vitamins & Dietary Supplements
93,2020-08-31,56964.0,Vitamins & Dietary Supplements
94,2020-09-01,56964.0,Vitamins & Dietary Supplements
95,2020-09-02,49646.0,Vitamins & Dietary Supplements
96,2020-09-03,49646.0,Vitamins & Dietary Supplements
97,2020-09-04,49646.0,Vitamins & Dietary Supplements
98,2020-09-05,49646.0,Vitamins & Dietary Supplements
99,2020-09-06,49646.0,Vitamins & Dietary Supplements
100,2020-09-07,49646.0,Vitamins & Dietary Supplements
101,2020-09-08,49646.0,Vitamins & Dietary Supplements
102,2020-09-09,49646.0,Vitamins & Dietary Supplements
103,2020-09-10,78238.0,Vitamins & Dietary Supplements
104,2020-09-11,78238.0,Vitamins & Dietary Supplements
105,2020-09-12,78238.0,Vitamins & Dietary Supplements
106,2020-09-13,78238.0,Vitamins & Dietary Supplements
107,2020-09-14,78238.0,Vitamins & Dietary Supplements
108,2020-09-15,78238.0,Vitamins & Dietary Supplements
109,2020-09-16,87398.0,Vitamins & Dietary Supplements
110,2020-09-17,87398.0,Vitamins & Dietary Supplements
111,2020-09-18,87398.0,Vitamins & Dietary Supplements
112,2020-09-19,87398.0,Vitamins & Dietary Supplements
113,2020-09-20,87398.0,Vitamins & Dietary Supplements
114,2020-09-21,87398.0,Vitamins & Dietary Supplements
115,2020-09-22,87398.0,Vitamins & Dietary Supplements
116,2020-09-23,87398.0,Vitamins & Dietary Supplements
117,2020-09-24,87398.0,Vitamins & Dietary Supplements
118,2020-09-25,87398.0,Vitamins & Dietary Supplements
119,2020-09-26,87398.0,Vitamins & Dietary Supplements
120,2020-09-27,87398.0,Vitamins & Dietary Supplements
121,2020-09-28,87398.0,Vitamins & Dietary Supplements
122,2020-09-29,87398.0,Vitamins & Dietary Supplements
123,2020-09-30,41829.0,Vitamins & Dietary Supplements
124,2020-10-01,41829.0,Vitamins & Dietary Supplements
125,2020-10-02,41829.0,Vitamins & Dietary Supplements
126,2020-10-03,41829.0,Vitamins & Dietary Supplements
127,2020-10-04,52969.0,Vitamins & Dietary Supplements
128,2020-10-05,52969.0,Vitamins & Dietary Supplements
129,2020-10-06,38146.0,Vitamins & Dietary Supplements
130,2020-10-07,42914.0,Vitamins & Dietary Supplements
131,2020-10-08,42914.0,Vitamins & Dietary Supplements
132,2020-10-09,42914.0,Vitamins & Dietary Supplements
133,2020-10-10,62028.0,Vitamins & Dietary Supplements
134,2020-10-11,49763.0,Vitamins & Dietary Supplements
135,2020-10-12,49763.0,Vitamins & Dietary Supplements
136,2020-10-13,49763.0,Vitamins & Dietary Supplements
137,2020-10-14,49763.0,Vitamins & Dietary Supplements
138,2020-10-15,49763.0,Vitamins & Dietary Supplements
139,2020-10-16,49763.0,Vitamins & Dietary Supplements
140,2020-10-17,49763.0,Vitamins & Dietary Supplements
141,2020-10-18,49763.0,Vitamins & Dietary Supplements
142,2020-10-19,42140.0,Vitamins & Dietary Supplements
143,2020-10-20,42140.0,Vitamins & Dietary Supplements
144,2020-10-21,42140.0,Vitamins & Dietary Supplements
145,2020-10-22,29638.0,Vitamins & Dietary Supplements
146,2020-10-23,29638.0,Vitamins & Dietary Supplements
147,2020-10-24,29638.0,Vitamins & Dietary Supplements
148,2020-10-25,29638.0,Vitamins & Dietary Supplements
149,2020-10-26,29638.0,Vitamins & Dietary Supplements
150,2020-10-27,33416.0,Vitamins & Dietary Supplements
151,2020-10-28,33416.0,Vitamins & Dietary Supplements
152,2020-10-29,33416.0,Vitamins & Dietary Supplements
153,2020-10-30,33416.0,Vitamins & Dietary Supplements
154,2020-10-31,33416.0,Vitamins & Dietary Supplements
155,2020-11-01,33416.0,Vitamins & Dietary Supplements
156,2020-11-02,23503.0,Vitamins & Dietary Supplements
157,2020-11-03,23503.0,Vitamins & Dietary Supplements
158,2020-11-04,23503.0,Vitamins & Dietary Supplements
159,2020-11-05,23503.0,Vitamins & Dietary Supplements
160,2020-11-06,28296.0,Vitamins & Dietary Supplements
161,2020-11-07,23365.0,Vitamins & Dietary Supplements
162,2020-11-08,23365.0,Vitamins & Dietary Supplements
163,2020-11-09,23365.0,Vitamins & Dietary Supplements
164,2020-11-10,25843.0,Vitamins & Dietary Supplements
165,2020-11-11,25843.0,Vitamins & Dietary Supplements
166,2020-11-12,25843.0,Vitamins & Dietary Supplements
167,2020-11-13,25843.0,Vitamins & Dietary Supplements
168,2020-11-14,25843.0,Vitamins & Dietary Supplements
169,2020-11-15,21286.0,Vitamins & Dietary Supplements
170,2020-11-16,21286.0,Vitamins & Dietary Supplements
171,2020-11-17,22527.0,Vitamins & Dietary Supplements
172,2020-11-18,22527.0,Vitamins & Dietary Supplements
173,2020-11-19,22527.0,Vitamins & Dietary Supplements
174,2020-11-20,22527.0,Vitamins & Dietary Supplements
175,2020-11-21,21707.0,Vitamins & Dietary Supplements
176,2020-11-22,21707.0,Vitamins & Dietary Supplements
177,2020-11-23,21707.0,Vitamins & Dietary Supplements
178,2020-11-24,21707.0,Vitamins & Dietary Supplements
179,2020-11-25,23129.0,Vitamins & Dietary Supplements
180,2020-11-26,23129.0,Vitamins & Dietary Supplements
181,2020-11-27,23129.0,Vitamins & Dietary Supplements
182,2020-11-28,23129.0,Vitamins & Dietary Supplements
183,2020-11-29,23129.0,Vitamins & Dietary Supplements
184,2020-11-30,25487.0,Vitamins & Dietary Supplements
185,2020-12-01,25487.0,Vitamins & Dietary Supplements
186,2020-12-02,25487.0,Vitamins & Dietary Supplements
187,2020-12-03,24708.0,Vitamins & Dietary Supplements
188,2020-12-04,24708.0,Vitamins & Dietary Supplements
189,2020-12-05,24708.0,Vitamins & Dietary Supplements
190,2020-12-06,24708.0,Vitamins & Dietary Supplements
191,2020-12-07,24708.0,Vitamins & Dietary Supplements
192,2020-12-08,36622.0,Vitamins & Dietary Supplements
193,2020-12-09,36622.0,Vitamins & Dietary Supplements
194,2020-12-10,36622.0,Vitamins & Dietary Supplements
195,2020-12-11,36622.0,Vitamins & Dietary Supplements
196,2020-12-12,36622.0,Vitamins & Dietary Supplements
197,2020-12-13,36622.0,Vitamins & Dietary Supplements
198,2020-12-14,25243.0,Vitamins & Dietary Supplements
199,2020-12-15,21010.0,Vitamins & Dietary Supplements
200,2020-12-16,21010.0,Vitamins & Dietary Supplements
201,2020-12-17,21010.0,Vitamins & Dietary Supplements
202,2020-12-18,21010.0,Vitamins & Dietary Supplements
203,2020-12-19,25318.0,Vitamins & Dietary Supplements
204,2020-12-20,16885.0,Vitamins & Dietary Supplements
205,2020-12-21,16885.0,Vitamins & Dietary Supplements
206,2020-12-22,16885.0,Vitamins & Dietary Supplements
207,2020-12-23,17512.0,Vitamins & Dietary Supplements
208,2020-12-24,17512.0,Vitamins & Dietary Supplements
209,2020-12-25,17512.0,Vitamins & Dietary Supplements
210,2020-12-26,17512.0,Vitamins & Dietary Supplements
211,2020-12-27,18868.0,Vitamins & Dietary Supplements
212,2020-12-28,18868.0,Vitamins & Dietary Supplements
213,2020-12-29,18868.0,Vitamins & Dietary Supplements
214,2020-12-30,17246.0,Vitamins & Dietary Supplements
215,2020-12-31,17246.0,Vitamins & Dietary Supplements
216,2021-01-01,15569.0,Vitamins & Dietary Supplements
217,2021-01-02,15569.0,Vitamins & Dietary Supplements
218,2021-01-03,13320.0,Vitamins & Dietary Supplements
219,2021-01-04,13320.0,Vitamins & Dietary Supplements
220,2021-01-05,13320.0,Vitamins & Dietary Supplements
221,2021-01-06,13320.0,Vitamins & Dietary Supplements
222,2021-01-07,17466.0,Vitamins & Dietary Supplements
223,2021-01-08,17466.0,Vitamins & Dietary Supplements
224,2021-01-09,17466.0,Vitamins & Dietary Supplements
225,2021-01-10,17466.0,Vitamins & Dietary Supplements
226,2021-01-11,20058.0,Vitamins & Dietary Supplements
227,2021-01-12,20058.0,Vitamins & Dietary Supplements
228,2021-01-13,20058.0,Vitamins & Dietary Supplements
229,2021-01-14,20071.0,Vitamins & Dietary Supplements
230,2021-01-15,15610.0,Vitamins & Dietary Supplements
231,2021-01-16,16606.0,Vitamins & Dietary Supplements
232,2021-01-17,16606.0,Vitamins & Dietary Supplements
233,2021-01-18,16606.0,Vitamins & Dietary Supplements
234,2021-01-19,17577.0,Vitamins & Dietary Supplements
235,2021-01-20,17577.0,Vitamins & Dietary Supplements
236,2021-01-21,23655.0,Vitamins & Dietary Supplements
237,2021-01-22,23655.0,Vitamins & Dietary Supplements
238,2021-01-23,23655.0,Vitamins & Dietary Supplements
239,2021-01-24,18235.0,Vitamins & Dietary Supplements
240,2021-01-25,18235.0,Vitamins & Dietary Supplements
241,2021-01-26,18235.0,Vitamins & Dietary Supplements
242,2021-01-27,17866.0,Vitamins & Dietary Supplements
243,2021-01-28,17866.0,Vitamins & Dietary Supplements
244,2021-01-29,17866.0,Vitamins & Dietary Supplements
245,2021-01-30,20949.0,Vitamins & Dietary Supplements
246,2021-01-31,20949.0,Vitamins & Dietary Supplements
247,2021-02-01,20949.0,Vitamins & Dietary Supplements
248,2021-02-02,14355.0,Vitamins & Dietary Supplements
249,2021-02-03,14355.0,Vitamins & Dietary Supplements
250,2021-02-04,14969.0,Vitamins & Dietary Supplements
251,2021-02-05,14969.0,Vitamins & Dietary Supplements
252,2021-02-06,14969.0,Vitamins & Dietary Supplements
253,2021-02-07,14969.0,Vitamins & Dietary Supplements
254,2021-02-08,20305.0,Vitamins & Dietary Supplements
255,2021-02-09,20305.0,Vitamins & Dietary Supplements
256,2021-02-10,20305.0,Vitamins & Dietary Supplements
257,2021-02-11,20305.0,Vitamins & Dietary Supplements
258,2021-02-12,20305.0,Vitamins & Dietary Supplements
259,2021-02-13,22967.0,Vitamins & Dietary Supplements
260,2021-02-14,22967.0,Vitamins & Dietary Supplements
261,2021-02-15,22967.0,Vitamins & Dietary Supplements
262,2021-02-16,22967.0,Vitamins & Dietary Supplements
263,2021-02-17,22967.0,Vitamins & Dietary Supplements
264,2021-02-18,17083.0,Vitamins & Dietary Supplements
265,2021-02-19,21826.0,Vitamins & Dietary Supplements
266,2021-02-20,21826.0,Vitamins & Dietary Supplements
267,2021-02-21,22769.0,Vitamins & Dietary Supplements
268,2021-02-22,22769.0,Vitamins & Dietary Supplements
269,2021-02-23,22769.0,Vitamins & Dietary Supplements
270,2021-02-24,22769.0,Vitamins & Dietary Supplements
271,2021-02-25,22769.0,Vitamins & Dietary Supplements
272,2021-02-26,22769.0,Vitamins & Dietary Supplements
273,2021-02-27,22769.0,Vitamins & Dietary Supplements
274,2021-02-28,20198.0,Vitamins & Dietary Supplements
275,2021-03-01,20198.0,Vitamins & Dietary Supplements
276,2021-03-02,20198.0,Vitamins & Dietary Supplements
277,2021-03-03,20198.0,Vitamins & Dietary Supplements
278,2021-03-04,20198.0,Vitamins & Dietary Supplements
279,2021-03-05,22029.0,Vitamins & Dietary Supplements
280,2021-03-06,22029.0,Vitamins & Dietary Supplements
281,2021-03-07,22029.0,Vitamins & Dietary Supplements
282,2021-03-08,23150.0,Vitamins & Dietary Supplements
283,2021-03-09,23150.0,Vitamins & Dietary Supplements
284,2021-03-10,24064.0,Vitamins & Dietary Supplements
285,2021-03-11,24064.0,Vitamins & Dietary Supplements
286,2021-03-12,20370.0,Vitamins & Dietary Supplements
287,2021-03-13,20370.0,Vitamins & Dietary Supplements
288,2021-03-14,20370.0,Vitamins & Dietary Supplements
289,2021-03-15,20370.0,Vitamins & Dietary Supplements
290,2021-03-16,20370.0,Vitamins & Dietary Supplements
291,2021-03-17,18325.0,Vitamins & Dietary Supplements
292,2021-03-18,18325.0,Vitamins & Dietary Supplements
293,2021-03-19,21314.0,Vitamins & Dietary Supplements
294,2021-03-20,21314.0,Vitamins & Dietary Supplements
295,2021-03-21,14552.0,Vitamins & Dietary Supplements
296,2021-03-22,14552.0,Vitamins & Dietary Supplements
297,2021-03-23,14552.0,Vitamins & Dietary Supplements
298,2021-03-24,19579.0,Vitamins & Dietary Supplements
299,2021-03-25,19579.0,Vitamins & Dietary Supplements
300,2021-03-26,19579.0,Vitamins & Dietary Supplements
301,2021-03-27,19579.0,Vitamins & Dietary Supplements
302,2021-03-28,19579.0,Vitamins & Dietary Supplements
303,2021-03-29,19934.0,Vitamins & Dietary Supplements
304,2021-03-30,20054.0,Vitamins & Dietary Supplements
305,2021-03-31,20054.0,Vitamins & Dietary Supplements
306,2021-04-01,20054.0,Vitamins & Dietary Supplements
307,2021-04-02,20054.0,Vitamins & Dietary Supplements
308,2021-04-03,20054.0,Vitamins & Dietary Supplements
309,2021-04-04,19699.0,Vitamins & Dietary Supplements
310,2021-04-05,19891.0,Vitamins & Dietary Supplements
311,2021-04-06,18783.0,Vitamins & Dietary Supplements
312,2021-04-07,18783.0,Vitamins & Dietary Supplements
313,2021-04-08,18783.0,Vitamins & Dietary Supplements
314,2021-04-09,18901.0,Vitamins & Dietary Supplements
315,2021-04-10,18901.0,Vitamins & Dietary Supplements
316,2021-04-11,19245.0,Vitamins & Dietary Supplements
317,2021-04-12,19245.0,Vitamins & Dietary Supplements
318,2021-04-13,19722.0,Vitamins & Dietary Supplements
319,2021-04-14,19722.0,Vitamins & Dietary Supplements
320,2021-04-15,17378.0,Vitamins & Dietary Supplements
321,2021-04-16,17378.0,Vitamins & Dietary Supplements
322,2021-04-17,17378.0,Vitamins & Dietary Supplements
323,2021-04-18,17378.0,Vitamins & Dietary Supplements
324,2021-04-19,24763.0,Vitamins & Dietary Supplements
325,2021-04-20,24763.0,Vitamins & Dietary Supplements
326,2021-04-21,17263.0,Vitamins & Dietary Supplements
327,2021-04-22,17263.0,Vitamins & Dietary Supplements
328,2021-04-23,19288.0,Vitamins & Dietary Supplements
329,2021-04-24,19288.0,Vitamins & Dietary Supplements
330,2021-04-25,19288.0,Vitamins & Dietary Supplements
331,2021-04-26,16993.0,Vitamins & Dietary Supplements
332,2021-04-27,16993.0,Vitamins & Dietary Supplements
333,2021-04-28,17583.0,Vitamins & Dietary Supplements
334,2021-04-29,17583.0,Vitamins & Dietary Supplements
335,2021-04-30,24809.0,Vitamins & Dietary Supplements
336,2021-05-01,24809.0,Vitamins & Dietary Supplements
337,2021-05-02,24809.0,Vitamins & Dietary Supplements
338,2021-05-03,23954.0,Vitamins & Dietary Supplements
339,2021-05-04,23954.0,Vitamins & Dietary Supplements
340,2021-05-05,28997.0,Vitamins & Dietary Supplements
341,2021-05-06,28997.0,Vitamins & Dietary Supplements
342,2021-05-07,30346.0,Vitamins & Dietary Supplements
343,2021-05-08,30346.0,Vitamins & Dietary Supplements
344,2021-05-09,30346.0,Vitamins & Dietary Supplements
345,2021-05-10,30346.0,Vitamins & Dietary Supplements
346,2021-05-11,32178.0,Vitamins & Dietary Supplements
347,2021-05-12,32178.0,Vitamins & Dietary Supplements
348,2021-05-13,32178.0,Vitamins & Dietary Supplements
349,2021-05-14,32178.0,Vitamins & Dietary Supplements
350,2021-05-15,32178.0,Vitamins & Dietary Supplements
351,2021-05-16,32178.0,Vitamins & Dietary Supplements
352,2021-05-17,36636.0,Vitamins & Dietary Supplements
353,2021-05-18,36636.0,Vitamins & Dietary Supplements
354,2021-05-19,36636.0,Vitamins & Dietary Supplements
355,2021-05-20,40282.0,Vitamins & Dietary Supplements
356,2021-05-21,44718.0,Vitamins & Dietary Supplements
357,2021-05-22,44718.0,Vitamins & Dietary Supplements
358,2021-05-23,35427.0,Vitamins & Dietary Supplements
359,2021-05-24,35427.0,Vitamins & Dietary Supplements
360,2021-05-25,35427.0,Vitamins & Dietary Supplements
361,2021-05-26,35427.0,Vitamins & Dietary Supplements
362,2021-05-27,26848.0,Vitamins & Dietary Supplements
363,2021-05-28,26848.0,Vitamins & Dietary Supplements
364,2021-05-29,26848.0,Vitamins & Dietary Supplements
365,2021-05-30,25604.0,Vitamins & Dietary Supplements
366,2021-05-31,25604.0,Vitamins & Dietary Supplements
367,2021-06-01,25404.0,Vitamins & Dietary Supplements
368,2021-06-02,25404.0,Vitamins & Dietary Supplements
369,2021-06-03,29026.0,Vitamins & Dietary Supplements
370,2021-06-04,29026.0,Vitamins & Dietary Supplements
371,2021-06-05,29026.0,Vitamins & Dietary Supplements
372,2021-06-06,29026.0,Vitamins & Dietary Supplements
373,2021-06-07,29026.0,Vitamins & Dietary Supplements
374,2021-06-08,33558.0,Vitamins & Dietary Supplements
375,2021-06-09,33558.0,Vitamins & Dietary Supplements
376,2021-06-10,25322.0,Vitamins & Dietary Supplements
377,2021-06-11,25322.0,Vitamins & Dietary Supplements
378,2021-06-12,25322.0,Vitamins & Dietary Supplements
379,2021-06-13,25322.0,Vitamins & Dietary Supplements
380,2021-06-14,26356.0,Vitamins & Dietary Supplements
381,2021-06-15,26356.0,Vitamins & Dietary Supplements
382,2021-06-16,26356.0,Vitamins & Dietary Supplements
383,2021-06-17,21058.0,Vitamins & Dietary Supplements
384,2021-06-18,21058.0,Vitamins & Dietary Supplements
385,2021-06-19,21058.0,Vitamins & Dietary Supplements
386,2021-06-20,23956.0,Vitamins & Dietary Supplements
387,2021-06-21,30030.0,Vitamins & Dietary Supplements
388,2021-06-22,28637.0,Vitamins & Dietary Supplements
389,2021-06-23,28637.0,Vitamins & Dietary Supplements
390,2021-06-24,28637.0,Vitamins & Dietary Supplements
391,2021-06-25,28637.0,Vitamins & Dietary Supplements
392,2021-06-26,25652.0,Vitamins & Dietary Supplements
393,2021-06-27,25652.0,Vitamins & Dietary Supplements
394,2021-06-28,22935.0,Vitamins & Dietary Supplements
395,2021-06-29,22935.0,Vitamins & Dietary Supplements
396,2021-06-30,22935.0,Vitamins & Dietary Supplements
397,2021-07-01,29733.0,Vitamins & Dietary Supplements
398,2021-07-02,29733.0,Vitamins & Dietary Supplements
399,2021-07-03,26938.0,Vitamins & Dietary Supplements
400,2021-07-04,26938.0,Vitamins & Dietary Supplements
401,2021-07-05,26938.0,Vitamins & Dietary Supplements
402,2021-07-06,23503.0,Vitamins & Dietary Supplements
403,2021-07-07,23503.0,Vitamins & Dietary Supplements
404,2021-07-08,23503.0,Vitamins & Dietary Supplements
405,2021-07-09,22986.0,Vitamins & Dietary Supplements
406,2021-07-10,22986.0,Vitamins & Dietary Supplements
407,2021-07-11,23746.0,Vitamins & Dietary Supplements
