,date,value,name_B076YGNW2Z
630,2019-08-06,132853.0,Reading Glasses
631,2019-08-07,132853.0,Reading Glasses
632,2019-08-08,132853.0,Reading Glasses
633,2019-08-09,132853.0,Reading Glasses
634,2019-08-10,316135.0,Reading Glasses
635,2019-08-11,316135.0,Reading Glasses
636,2019-08-12,316135.0,Reading Glasses
637,2019-08-13,316135.0,Reading Glasses
638,2019-08-14,317603.0,Reading Glasses
639,2019-08-15,317603.0,Reading Glasses
640,2019-08-16,317603.0,Reading Glasses
641,2019-08-17,317603.0,Reading Glasses
642,2019-08-18,317603.0,Reading Glasses
643,2019-08-19,538833.0,Reading Glasses
644,2019-08-20,538833.0,Reading Glasses
645,2019-08-21,538833.0,Reading Glasses
646,2019-08-22,538833.0,Reading Glasses
647,2019-08-23,538833.0,Reading Glasses
648,2019-08-24,538833.0,Reading Glasses
649,2019-08-25,538833.0,Reading Glasses
650,2019-08-26,538833.0,Reading Glasses
651,2019-08-27,534694.0,Reading Glasses
652,2019-08-28,568712.0,Reading Glasses
653,2019-08-29,568712.0,Reading Glasses
654,2019-08-30,589299.0,Reading Glasses
655,2019-08-31,589299.0,Reading Glasses
656,2019-09-01,589299.0,Reading Glasses
657,2019-09-02,289692.0,Reading Glasses
658,2019-09-03,504319.0,Reading Glasses
659,2019-09-04,504319.0,Reading Glasses
660,2019-09-05,143824.0,Reading Glasses
661,2019-09-06,174420.0,Reading Glasses
662,2019-09-07,174420.0,Reading Glasses
663,2019-09-08,125289.0,Reading Glasses
664,2019-09-09,168559.0,Reading Glasses
665,2019-09-10,174151.0,Reading Glasses
666,2019-09-11,246261.0,Reading Glasses
667,2019-09-12,126817.0,Reading Glasses
668,2019-09-13,328985.0,Reading Glasses
669,2019-09-14,98112.0,Reading Glasses
670,2019-09-15,94261.0,Reading Glasses
671,2019-09-16,99600.0,Reading Glasses
672,2019-09-17,141259.0,Reading Glasses
673,2019-09-18,122128.0,Reading Glasses
674,2019-09-19,93685.0,Reading Glasses
675,2019-09-20,108137.0,Reading Glasses
676,2019-09-21,71107.0,Reading Glasses
677,2019-09-22,110094.0,Reading Glasses
678,2019-09-23,90908.0,Reading Glasses
679,2019-09-24,101768.0,Reading Glasses
680,2019-09-25,71881.0,Reading Glasses
681,2019-09-26,108870.0,Reading Glasses
682,2019-09-27,94923.0,Reading Glasses
683,2019-09-28,89514.0,Reading Glasses
684,2019-09-29,90340.0,Reading Glasses
685,2019-09-30,57097.0,Reading Glasses
686,2019-10-01,57097.0,Reading Glasses
687,2019-10-02,57097.0,Reading Glasses
688,2019-10-03,103114.0,Reading Glasses
689,2019-10-04,72350.0,Reading Glasses
690,2019-10-05,77897.0,Reading Glasses
691,2019-10-06,77897.0,Reading Glasses
692,2019-10-07,77897.0,Reading Glasses
693,2019-10-08,77897.0,Reading Glasses
694,2019-10-09,144687.0,Reading Glasses
695,2019-10-10,144687.0,Reading Glasses
696,2019-10-11,144687.0,Reading Glasses
697,2019-10-12,85560.0,Reading Glasses
698,2019-10-13,85560.0,Reading Glasses
699,2019-10-14,71067.0,Reading Glasses
700,2019-10-15,79728.0,Reading Glasses
701,2019-10-16,86419.0,Reading Glasses
702,2019-10-17,125137.0,Reading Glasses
703,2019-10-18,130924.0,Reading Glasses
704,2019-10-19,130924.0,Reading Glasses
705,2019-10-20,168106.0,Reading Glasses
706,2019-10-21,141201.0,Reading Glasses
707,2019-10-22,130337.0,Reading Glasses
708,2019-10-23,118178.0,Reading Glasses
709,2019-10-24,118178.0,Reading Glasses
710,2019-10-25,118178.0,Reading Glasses
711,2019-10-26,118178.0,Reading Glasses
712,2019-10-27,118178.0,Reading Glasses
713,2019-10-28,72742.0,Reading Glasses
714,2019-10-29,72742.0,Reading Glasses
715,2019-10-30,92706.0,Reading Glasses
716,2019-10-31,92706.0,Reading Glasses
717,2019-11-01,92706.0,Reading Glasses
718,2019-11-02,92706.0,Reading Glasses
719,2019-11-03,92706.0,Reading Glasses
720,2019-11-04,103134.0,Reading Glasses
721,2019-11-05,103134.0,Reading Glasses
722,2019-11-06,103134.0,Reading Glasses
723,2019-11-07,88984.0,Reading Glasses
724,2019-11-08,88984.0,Reading Glasses
725,2019-11-09,88984.0,Reading Glasses
726,2019-11-10,88984.0,Reading Glasses
727,2019-11-11,88984.0,Reading Glasses
728,2019-11-12,88984.0,Reading Glasses
729,2019-11-13,88984.0,Reading Glasses
730,2019-11-14,128101.0,Reading Glasses
731,2019-11-15,128101.0,Reading Glasses
732,2019-11-16,128101.0,Reading Glasses
733,2019-11-17,170434.0,Reading Glasses
734,2019-11-18,170434.0,Reading Glasses
735,2019-11-19,170434.0,Reading Glasses
736,2019-11-20,170434.0,Reading Glasses
737,2019-11-21,170434.0,Reading Glasses
738,2019-11-22,204066.0,Reading Glasses
739,2019-11-23,204066.0,Reading Glasses
740,2019-11-24,204066.0,Reading Glasses
741,2019-11-25,204066.0,Reading Glasses
742,2019-11-26,204066.0,Reading Glasses
743,2019-11-27,204066.0,Reading Glasses
744,2019-11-28,204066.0,Reading Glasses
745,2019-11-29,204066.0,Reading Glasses
746,2019-11-30,449830.0,Reading Glasses
747,2019-12-01,449830.0,Reading Glasses
748,2019-12-02,449830.0,Reading Glasses
749,2019-12-03,605673.0,Reading Glasses
750,2019-12-04,605673.0,Reading Glasses
751,2019-12-05,605673.0,Reading Glasses
752,2019-12-06,605673.0,Reading Glasses
753,2019-12-07,605673.0,Reading Glasses
754,2019-12-08,605673.0,Reading Glasses
755,2019-12-09,605673.0,Reading Glasses
756,2019-12-10,351291.0,Reading Glasses
757,2019-12-11,351291.0,Reading Glasses
758,2019-12-12,351291.0,Reading Glasses
759,2019-12-13,351291.0,Reading Glasses
760,2019-12-14,351291.0,Reading Glasses
761,2019-12-15,351291.0,Reading Glasses
762,2019-12-16,351291.0,Reading Glasses
763,2019-12-17,351291.0,Reading Glasses
764,2019-12-18,351291.0,Reading Glasses
765,2019-12-19,351291.0,Reading Glasses
766,2019-12-20,351291.0,Reading Glasses
767,2019-12-21,351291.0,Reading Glasses
768,2019-12-22,555504.0,Reading Glasses
769,2019-12-23,555504.0,Reading Glasses
770,2019-12-24,555504.0,Reading Glasses
771,2019-12-25,555504.0,Reading Glasses
772,2019-12-26,555504.0,Reading Glasses
773,2019-12-27,555504.0,Reading Glasses
774,2019-12-28,555504.0,Reading Glasses
775,2019-12-29,555504.0,Reading Glasses
776,2019-12-30,555504.0,Reading Glasses
777,2019-12-31,555504.0,Reading Glasses
778,2020-01-01,555504.0,Reading Glasses
779,2020-01-02,555504.0,Reading Glasses
780,2020-01-03,583076.0,Reading Glasses
781,2020-01-04,583076.0,Reading Glasses
782,2020-01-05,583076.0,Reading Glasses
783,2020-01-06,583076.0,Reading Glasses
784,2020-01-07,583076.0,Reading Glasses
785,2020-01-08,186116.0,Reading Glasses
786,2020-01-09,186116.0,Reading Glasses
787,2020-01-10,186116.0,Reading Glasses
788,2020-01-11,186116.0,Reading Glasses
789,2020-01-12,186116.0,Reading Glasses
790,2020-01-13,186116.0,Reading Glasses
791,2020-01-14,186116.0,Reading Glasses
792,2020-01-15,186116.0,Reading Glasses
793,2020-01-16,186116.0,Reading Glasses
794,2020-01-17,186116.0,Reading Glasses
795,2020-01-18,186116.0,Reading Glasses
796,2020-01-19,186116.0,Reading Glasses
797,2020-01-20,317750.0,Reading Glasses
798,2020-01-21,317750.0,Reading Glasses
799,2020-01-22,317750.0,Reading Glasses
800,2020-01-23,317750.0,Reading Glasses
801,2020-01-24,317750.0,Reading Glasses
802,2020-01-25,317750.0,Reading Glasses
803,2020-01-26,317750.0,Reading Glasses
804,2020-01-27,317750.0,Reading Glasses
805,2020-01-28,317750.0,Reading Glasses
806,2020-01-29,515971.0,Reading Glasses
807,2020-01-30,515971.0,Reading Glasses
808,2020-01-31,515971.0,Reading Glasses
809,2020-02-01,416943.0,Reading Glasses
810,2020-02-02,416943.0,Reading Glasses
811,2020-02-03,416943.0,Reading Glasses
812,2020-02-04,416943.0,Reading Glasses
813,2020-02-05,416943.0,Reading Glasses
814,2020-02-06,416943.0,Reading Glasses
815,2020-02-07,416943.0,Reading Glasses
816,2020-02-08,416943.0,Reading Glasses
817,2020-02-09,416943.0,Reading Glasses
818,2020-02-10,416943.0,Reading Glasses
819,2020-02-11,416943.0,Reading Glasses
820,2020-02-12,416943.0,Reading Glasses
821,2020-02-13,384814.0,Reading Glasses
822,2020-02-14,384814.0,Reading Glasses
823,2020-02-15,384814.0,Reading Glasses
824,2020-02-16,446122.0,Reading Glasses
825,2020-02-17,446122.0,Reading Glasses
826,2020-02-18,446122.0,Reading Glasses
827,2020-02-19,446122.0,Reading Glasses
828,2020-02-20,446122.0,Reading Glasses
829,2020-02-21,446122.0,Reading Glasses
830,2020-02-22,83984.0,Reading Glasses
831,2020-02-23,97975.0,Reading Glasses
832,2020-02-24,97975.0,Reading Glasses
833,2020-02-25,97975.0,Reading Glasses
834,2020-02-26,97975.0,Reading Glasses
835,2020-02-27,97975.0,Reading Glasses
836,2020-02-28,97975.0,Reading Glasses
837,2020-02-29,97975.0,Reading Glasses
838,2020-03-01,80992.0,Reading Glasses
839,2020-03-02,80992.0,Reading Glasses
840,2020-03-03,80992.0,Reading Glasses
841,2020-03-04,80992.0,Reading Glasses
842,2020-03-05,80992.0,Reading Glasses
843,2020-03-06,80992.0,Reading Glasses
844,2020-03-07,-1.0,Reading Glasses
