,date,value,name_B08BLH4V9X
67,2020-09-03,86483.0,Racks & Displays
68,2020-09-04,144866.0,Racks & Displays
69,2020-09-05,144866.0,Racks & Displays
70,2020-09-06,144866.0,Racks & Displays
71,2020-09-07,144866.0,Racks & Displays
72,2020-09-08,223934.0,Racks & Displays
73,2020-09-09,333894.0,Racks & Displays
74,2020-09-10,333894.0,Racks & Displays
75,2020-09-11,333894.0,Racks & Displays
76,2020-09-12,333894.0,Racks & Displays
77,2020-09-13,9813.0,Racks & Displays
78,2020-09-14,9813.0,Racks & Displays
79,2020-09-15,9813.0,Racks & Displays
80,2020-09-16,12930.0,Racks & Displays
81,2020-09-17,15850.0,Racks & Displays
82,2020-09-18,10974.0,Racks & Displays
83,2020-09-19,12214.0,Racks & Displays
84,2020-09-20,12214.0,Racks & Displays
85,2020-09-21,12672.0,Racks & Displays
86,2020-09-22,12672.0,Racks & Displays
87,2020-09-23,12672.0,Racks & Displays
88,2020-09-24,12672.0,Racks & Displays
89,2020-09-25,7357.0,Racks & Displays
90,2020-09-26,7357.0,Racks & Displays
91,2020-09-27,7357.0,Racks & Displays
92,2020-09-28,8097.0,Racks & Displays
93,2020-09-29,8097.0,Racks & Displays
94,2020-09-30,8097.0,Racks & Displays
95,2020-10-01,5390.0,Racks & Displays
96,2020-10-02,5390.0,Racks & Displays
97,2020-10-03,5390.0,Racks & Displays
98,2020-10-04,5390.0,Racks & Displays
99,2020-10-05,5441.0,Racks & Displays
100,2020-10-06,5441.0,Racks & Displays
101,2020-10-07,5441.0,Racks & Displays
102,2020-10-08,8036.0,Racks & Displays
103,2020-10-09,8036.0,Racks & Displays
104,2020-10-10,8036.0,Racks & Displays
105,2020-10-11,6848.0,Racks & Displays
106,2020-10-12,6848.0,Racks & Displays
107,2020-10-13,5440.0,Racks & Displays
108,2020-10-14,5440.0,Racks & Displays
109,2020-10-15,3083.0,Racks & Displays
110,2020-10-16,3421.0,Racks & Displays
111,2020-10-17,3421.0,Racks & Displays
112,2020-10-18,5200.0,Racks & Displays
113,2020-10-19,7027.0,Racks & Displays
114,2020-10-20,7027.0,Racks & Displays
115,2020-10-21,6389.0,Racks & Displays
116,2020-10-22,6389.0,Racks & Displays
117,2020-10-23,5917.0,Racks & Displays
118,2020-10-24,5917.0,Racks & Displays
119,2020-10-25,5917.0,Racks & Displays
120,2020-10-26,6662.0,Racks & Displays
121,2020-10-27,6662.0,Racks & Displays
122,2020-10-28,6500.0,Racks & Displays
123,2020-10-29,6500.0,Racks & Displays
124,2020-10-30,6500.0,Racks & Displays
125,2020-10-31,6500.0,Racks & Displays
126,2020-11-01,6500.0,Racks & Displays
127,2020-11-02,6663.0,Racks & Displays
128,2020-11-03,6663.0,Racks & Displays
129,2020-11-04,6663.0,Racks & Displays
130,2020-11-05,6663.0,Racks & Displays
131,2020-11-06,5871.0,Racks & Displays
132,2020-11-07,5382.0,Racks & Displays
133,2020-11-08,5382.0,Racks & Displays
134,2020-11-09,8104.0,Racks & Displays
135,2020-11-10,6082.0,Racks & Displays
136,2020-11-11,6082.0,Racks & Displays
137,2020-11-12,3680.0,Racks & Displays
138,2020-11-13,3680.0,Racks & Displays
139,2020-11-14,3680.0,Racks & Displays
140,2020-11-15,3680.0,Racks & Displays
141,2020-11-16,3238.0,Racks & Displays
142,2020-11-17,3238.0,Racks & Displays
143,2020-11-18,4185.0,Racks & Displays
144,2020-11-19,3982.0,Racks & Displays
145,2020-11-20,3982.0,Racks & Displays
146,2020-11-21,3982.0,Racks & Displays
147,2020-11-22,3605.0,Racks & Displays
148,2020-11-23,3605.0,Racks & Displays
149,2020-11-24,3259.0,Racks & Displays
150,2020-11-25,4820.0,Racks & Displays
151,2020-11-26,4329.0,Racks & Displays
152,2020-11-27,4383.0,Racks & Displays
153,2020-11-28,4383.0,Racks & Displays
154,2020-11-29,4383.0,Racks & Displays
155,2020-11-30,3535.0,Racks & Displays
156,2020-12-01,3644.0,Racks & Displays
157,2020-12-02,3644.0,Racks & Displays
158,2020-12-03,4477.0,Racks & Displays
159,2020-12-04,4477.0,Racks & Displays
160,2020-12-05,4724.0,Racks & Displays
161,2020-12-06,4724.0,Racks & Displays
162,2020-12-07,4724.0,Racks & Displays
163,2020-12-08,3715.0,Racks & Displays
164,2020-12-09,4145.0,Racks & Displays
165,2020-12-10,4862.0,Racks & Displays
166,2020-12-11,4446.0,Racks & Displays
167,2020-12-12,4507.0,Racks & Displays
168,2020-12-13,4507.0,Racks & Displays
169,2020-12-14,3709.0,Racks & Displays
170,2020-12-15,3709.0,Racks & Displays
171,2020-12-16,3709.0,Racks & Displays
172,2020-12-17,3512.0,Racks & Displays
173,2020-12-18,3465.0,Racks & Displays
174,2020-12-19,3465.0,Racks & Displays
175,2020-12-20,3465.0,Racks & Displays
176,2020-12-21,3717.0,Racks & Displays
177,2020-12-22,3765.0,Racks & Displays
178,2020-12-23,2621.0,Racks & Displays
179,2020-12-24,2621.0,Racks & Displays
180,2020-12-25,2621.0,Racks & Displays
181,2020-12-26,1845.0,Racks & Displays
182,2020-12-27,1845.0,Racks & Displays
183,2020-12-28,1821.0,Racks & Displays
184,2020-12-29,1821.0,Racks & Displays
185,2020-12-30,1902.0,Racks & Displays
186,2020-12-31,1902.0,Racks & Displays
187,2021-01-01,1902.0,Racks & Displays
188,2021-01-02,1984.0,Racks & Displays
189,2021-01-03,1984.0,Racks & Displays
190,2021-01-04,1984.0,Racks & Displays
191,2021-01-05,2104.0,Racks & Displays
192,2021-01-06,2179.0,Racks & Displays
193,2021-01-07,2179.0,Racks & Displays
194,2021-01-08,1929.0,Racks & Displays
195,2021-01-09,2170.0,Racks & Displays
196,2021-01-10,2170.0,Racks & Displays
197,2021-01-11,2170.0,Racks & Displays
198,2021-01-12,2170.0,Racks & Displays
199,2021-01-13,1921.0,Racks & Displays
200,2021-01-14,1921.0,Racks & Displays
201,2021-01-15,2346.0,Racks & Displays
202,2021-01-16,2346.0,Racks & Displays
203,2021-01-17,2346.0,Racks & Displays
204,2021-01-18,2346.0,Racks & Displays
205,2021-01-19,1627.0,Racks & Displays
206,2021-01-20,1627.0,Racks & Displays
207,2021-01-21,2479.0,Racks & Displays
208,2021-01-22,2266.0,Racks & Displays
209,2021-01-23,2266.0,Racks & Displays
210,2021-01-24,2142.0,Racks & Displays
211,2021-01-25,1711.0,Racks & Displays
212,2021-01-26,1711.0,Racks & Displays
213,2021-01-27,1711.0,Racks & Displays
214,2021-01-28,2418.0,Racks & Displays
215,2021-01-29,2418.0,Racks & Displays
216,2021-01-30,2565.0,Racks & Displays
217,2021-01-31,2565.0,Racks & Displays
218,2021-02-01,2565.0,Racks & Displays
219,2021-02-02,1896.0,Racks & Displays
220,2021-02-03,1896.0,Racks & Displays
221,2021-02-04,1896.0,Racks & Displays
222,2021-02-05,2140.0,Racks & Displays
223,2021-02-06,2140.0,Racks & Displays
224,2021-02-07,2140.0,Racks & Displays
225,2021-02-08,2494.0,Racks & Displays
226,2021-02-09,2494.0,Racks & Displays
227,2021-02-10,3283.0,Racks & Displays
228,2021-02-11,3283.0,Racks & Displays
229,2021-02-12,3283.0,Racks & Displays
230,2021-02-13,3283.0,Racks & Displays
231,2021-02-14,2438.0,Racks & Displays
232,2021-02-15,2506.0,Racks & Displays
233,2021-02-16,2506.0,Racks & Displays
234,2021-02-17,2506.0,Racks & Displays
235,2021-02-18,3035.0,Racks & Displays
236,2021-02-19,3273.0,Racks & Displays
237,2021-02-20,2622.0,Racks & Displays
238,2021-02-21,2151.0,Racks & Displays
239,2021-02-22,2151.0,Racks & Displays
240,2021-02-23,3328.0,Racks & Displays
241,2021-02-24,3328.0,Racks & Displays
242,2021-02-25,3292.0,Racks & Displays
243,2021-02-26,3292.0,Racks & Displays
244,2021-02-27,3011.0,Racks & Displays
245,2021-02-28,3011.0,Racks & Displays
246,2021-03-01,3011.0,Racks & Displays
247,2021-03-02,3909.0,Racks & Displays
248,2021-03-03,3909.0,Racks & Displays
249,2021-03-04,3909.0,Racks & Displays
250,2021-03-05,3909.0,Racks & Displays
251,2021-03-06,4485.0,Racks & Displays
252,2021-03-07,4485.0,Racks & Displays
253,2021-03-08,4485.0,Racks & Displays
254,2021-03-09,4785.0,Racks & Displays
255,2021-03-10,4785.0,Racks & Displays
256,2021-03-11,4774.0,Racks & Displays
257,2021-03-12,4774.0,Racks & Displays
258,2021-03-13,6704.0,Racks & Displays
259,2021-03-14,6704.0,Racks & Displays
260,2021-03-15,6704.0,Racks & Displays
261,2021-03-16,4639.0,Racks & Displays
262,2021-03-17,4639.0,Racks & Displays
263,2021-03-18,4639.0,Racks & Displays
264,2021-03-19,4639.0,Racks & Displays
265,2021-03-20,4702.0,Racks & Displays
266,2021-03-21,4702.0,Racks & Displays
267,2021-03-22,3760.0,Racks & Displays
268,2021-03-23,3760.0,Racks & Displays
269,2021-03-24,3760.0,Racks & Displays
270,2021-03-25,4204.0,Racks & Displays
271,2021-03-26,4204.0,Racks & Displays
272,2021-03-27,4204.0,Racks & Displays
273,2021-03-28,4341.0,Racks & Displays
274,2021-03-29,3983.0,Racks & Displays
275,2021-03-30,3983.0,Racks & Displays
276,2021-03-31,3983.0,Racks & Displays
277,2021-04-01,3983.0,Racks & Displays
278,2021-04-02,4554.0,Racks & Displays
279,2021-04-03,4832.0,Racks & Displays
280,2021-04-04,4832.0,Racks & Displays
281,2021-04-05,4832.0,Racks & Displays
282,2021-04-06,4060.0,Racks & Displays
283,2021-04-07,4060.0,Racks & Displays
284,2021-04-08,4228.0,Racks & Displays
285,2021-04-09,4642.0,Racks & Displays
286,2021-04-10,4642.0,Racks & Displays
287,2021-04-11,4688.0,Racks & Displays
288,2021-04-12,4688.0,Racks & Displays
289,2021-04-13,4688.0,Racks & Displays
290,2021-04-14,4258.0,Racks & Displays
291,2021-04-15,4258.0,Racks & Displays
292,2021-04-16,4258.0,Racks & Displays
293,2021-04-17,4258.0,Racks & Displays
294,2021-04-18,5397.0,Racks & Displays
295,2021-04-19,5397.0,Racks & Displays
296,2021-04-20,5397.0,Racks & Displays
297,2021-04-21,5194.0,Racks & Displays
298,2021-04-22,5194.0,Racks & Displays
299,2021-04-23,5194.0,Racks & Displays
300,2021-04-24,4837.0,Racks & Displays
301,2021-04-25,4837.0,Racks & Displays
302,2021-04-26,4837.0,Racks & Displays
303,2021-04-27,5041.0,Racks & Displays
304,2021-04-28,5041.0,Racks & Displays
305,2021-04-29,5041.0,Racks & Displays
306,2021-04-30,6489.0,Racks & Displays
307,2021-05-01,6489.0,Racks & Displays
308,2021-05-02,4359.0,Racks & Displays
309,2021-05-03,4359.0,Racks & Displays
310,2021-05-04,5668.0,Racks & Displays
311,2021-05-05,5668.0,Racks & Displays
312,2021-05-06,5953.0,Racks & Displays
313,2021-05-07,5953.0,Racks & Displays
314,2021-05-08,5953.0,Racks & Displays
315,2021-05-09,5953.0,Racks & Displays
316,2021-05-10,5953.0,Racks & Displays
317,2021-05-11,4279.0,Racks & Displays
318,2021-05-12,4279.0,Racks & Displays
319,2021-05-13,4000.0,Racks & Displays
320,2021-05-14,4432.0,Racks & Displays
321,2021-05-15,4252.0,Racks & Displays
322,2021-05-16,4252.0,Racks & Displays
323,2021-05-17,4252.0,Racks & Displays
324,2021-05-18,6968.0,Racks & Displays
325,2021-05-19,6968.0,Racks & Displays
326,2021-05-20,3982.0,Racks & Displays
327,2021-05-21,3982.0,Racks & Displays
328,2021-05-22,3982.0,Racks & Displays
329,2021-05-23,4401.0,Racks & Displays
330,2021-05-24,5858.0,Racks & Displays
331,2021-05-25,5858.0,Racks & Displays
332,2021-05-26,4349.0,Racks & Displays
333,2021-05-27,4349.0,Racks & Displays
334,2021-05-28,5639.0,Racks & Displays
335,2021-05-29,5386.0,Racks & Displays
336,2021-05-30,5386.0,Racks & Displays
337,2021-05-31,4258.0,Racks & Displays
338,2021-06-01,4258.0,Racks & Displays
339,2021-06-02,5303.0,Racks & Displays
340,2021-06-03,5303.0,Racks & Displays
341,2021-06-04,5435.0,Racks & Displays
342,2021-06-05,5435.0,Racks & Displays
343,2021-06-06,5851.0,Racks & Displays
344,2021-06-07,6386.0,Racks & Displays
345,2021-06-08,6386.0,Racks & Displays
346,2021-06-09,6386.0,Racks & Displays
347,2021-06-10,6386.0,Racks & Displays
348,2021-06-11,7267.0,Racks & Displays
349,2021-06-12,7267.0,Racks & Displays
350,2021-06-13,7267.0,Racks & Displays
351,2021-06-14,7267.0,Racks & Displays
352,2021-06-15,7267.0,Racks & Displays
353,2021-06-16,10852.0,Racks & Displays
354,2021-06-17,10852.0,Racks & Displays
355,2021-06-18,5177.0,Racks & Displays
356,2021-06-19,5177.0,Racks & Displays
357,2021-06-20,5177.0,Racks & Displays
358,2021-06-21,5177.0,Racks & Displays
359,2021-06-22,3294.0,Racks & Displays
360,2021-06-23,3294.0,Racks & Displays
361,2021-06-24,3294.0,Racks & Displays
362,2021-06-25,4080.0,Racks & Displays
363,2021-06-26,4080.0,Racks & Displays
364,2021-06-27,6208.0,Racks & Displays
365,2021-06-28,6860.0,Racks & Displays
366,2021-06-29,6860.0,Racks & Displays
367,2021-06-30,7106.0,Racks & Displays
368,2021-07-01,6145.0,Racks & Displays
369,2021-07-02,6145.0,Racks & Displays
370,2021-07-03,5509.0,Racks & Displays
371,2021-07-04,5509.0,Racks & Displays
372,2021-07-05,5509.0,Racks & Displays
373,2021-07-06,7173.0,Racks & Displays
374,2021-07-07,7173.0,Racks & Displays
375,2021-07-08,7173.0,Racks & Displays
376,2021-07-09,7798.0,Racks & Displays
377,2021-07-10,7798.0,Racks & Displays
378,2021-07-11,6544.0,Racks & Displays
