,date,value,name_B07P41PJX5
46,2019-04-30,64052.0,Cleaning Tools
47,2019-05-01,64052.0,Cleaning Tools
48,2019-05-02,64052.0,Cleaning Tools
49,2019-05-03,78488.0,Cleaning Tools
50,2019-05-04,78488.0,Cleaning Tools
51,2019-05-05,78488.0,Cleaning Tools
52,2019-05-06,78488.0,Cleaning Tools
53,2019-05-07,67792.0,Cleaning Tools
54,2019-05-08,81372.0,Cleaning Tools
55,2019-05-09,81372.0,Cleaning Tools
56,2019-05-10,81372.0,Cleaning Tools
57,2019-05-11,106571.0,Cleaning Tools
58,2019-05-12,106571.0,Cleaning Tools
59,2019-05-13,123979.0,Cleaning Tools
60,2019-05-14,123979.0,Cleaning Tools
61,2019-05-15,123979.0,Cleaning Tools
62,2019-05-16,99618.0,Cleaning Tools
63,2019-05-17,99618.0,Cleaning Tools
64,2019-05-18,99618.0,Cleaning Tools
65,2019-05-19,167723.0,Cleaning Tools
66,2019-05-20,167723.0,Cleaning Tools
67,2019-05-21,167723.0,Cleaning Tools
68,2019-05-22,167723.0,Cleaning Tools
69,2019-05-23,62716.0,Cleaning Tools
70,2019-05-24,62716.0,Cleaning Tools
71,2019-05-25,62716.0,Cleaning Tools
72,2019-05-26,92420.0,Cleaning Tools
73,2019-05-27,58821.0,Cleaning Tools
74,2019-05-28,58821.0,Cleaning Tools
75,2019-05-29,58821.0,Cleaning Tools
76,2019-05-30,102762.0,Cleaning Tools
77,2019-05-31,117805.0,Cleaning Tools
78,2019-06-01,44921.0,Cleaning Tools
79,2019-06-02,44921.0,Cleaning Tools
80,2019-06-03,111112.0,Cleaning Tools
81,2019-06-04,111112.0,Cleaning Tools
82,2019-06-05,159471.0,Cleaning Tools
83,2019-06-06,159471.0,Cleaning Tools
84,2019-06-07,117319.0,Cleaning Tools
85,2019-06-08,117319.0,Cleaning Tools
86,2019-06-09,117319.0,Cleaning Tools
87,2019-06-10,172186.0,Cleaning Tools
88,2019-06-11,172186.0,Cleaning Tools
89,2019-06-12,142949.0,Cleaning Tools
90,2019-06-13,142949.0,Cleaning Tools
91,2019-06-14,79474.0,Cleaning Tools
92,2019-06-15,79474.0,Cleaning Tools
93,2019-06-16,55134.0,Cleaning Tools
94,2019-06-17,55134.0,Cleaning Tools
95,2019-06-18,55134.0,Cleaning Tools
96,2019-06-19,77556.0,Cleaning Tools
97,2019-06-20,77556.0,Cleaning Tools
98,2019-06-21,77556.0,Cleaning Tools
99,2019-06-22,45267.0,Cleaning Tools
100,2019-06-23,45267.0,Cleaning Tools
101,2019-06-24,93957.0,Cleaning Tools
102,2019-06-25,93957.0,Cleaning Tools
103,2019-06-26,128739.0,Cleaning Tools
104,2019-06-27,128739.0,Cleaning Tools
105,2019-06-28,128739.0,Cleaning Tools
106,2019-06-29,122354.0,Cleaning Tools
107,2019-06-30,122354.0,Cleaning Tools
108,2019-07-01,97605.0,Cleaning Tools
109,2019-07-02,97605.0,Cleaning Tools
110,2019-07-03,97605.0,Cleaning Tools
111,2019-07-04,52480.0,Cleaning Tools
112,2019-07-05,52480.0,Cleaning Tools
113,2019-07-06,64736.0,Cleaning Tools
114,2019-07-07,86526.0,Cleaning Tools
115,2019-07-08,86526.0,Cleaning Tools
116,2019-07-09,73384.0,Cleaning Tools
117,2019-07-10,48121.0,Cleaning Tools
118,2019-07-11,23215.0,Cleaning Tools
119,2019-07-12,23215.0,Cleaning Tools
120,2019-07-13,53793.0,Cleaning Tools
121,2019-07-14,53793.0,Cleaning Tools
122,2019-07-15,53793.0,Cleaning Tools
123,2019-07-16,53793.0,Cleaning Tools
124,2019-07-17,110425.0,Cleaning Tools
125,2019-07-18,110425.0,Cleaning Tools
126,2019-07-19,61934.0,Cleaning Tools
127,2019-07-20,61934.0,Cleaning Tools
128,2019-07-21,54591.0,Cleaning Tools
129,2019-07-22,54591.0,Cleaning Tools
130,2019-07-23,54591.0,Cleaning Tools
131,2019-07-24,39215.0,Cleaning Tools
132,2019-07-25,47789.0,Cleaning Tools
133,2019-07-26,43444.0,Cleaning Tools
134,2019-07-27,51405.0,Cleaning Tools
135,2019-07-28,51405.0,Cleaning Tools
136,2019-07-29,51405.0,Cleaning Tools
137,2019-07-30,94731.0,Cleaning Tools
138,2019-07-31,94731.0,Cleaning Tools
139,2019-08-01,36665.0,Cleaning Tools
140,2019-08-02,36665.0,Cleaning Tools
141,2019-08-03,58331.0,Cleaning Tools
142,2019-08-04,58331.0,Cleaning Tools
143,2019-08-05,58331.0,Cleaning Tools
144,2019-08-06,53642.0,Cleaning Tools
145,2019-08-07,53642.0,Cleaning Tools
146,2019-08-08,102325.0,Cleaning Tools
147,2019-08-09,102325.0,Cleaning Tools
148,2019-08-10,102325.0,Cleaning Tools
149,2019-08-11,38011.0,Cleaning Tools
150,2019-08-12,38011.0,Cleaning Tools
151,2019-08-13,59259.0,Cleaning Tools
152,2019-08-14,59259.0,Cleaning Tools
153,2019-08-15,32048.0,Cleaning Tools
154,2019-08-16,34599.0,Cleaning Tools
155,2019-08-17,34599.0,Cleaning Tools
156,2019-08-18,73659.0,Cleaning Tools
157,2019-08-19,53496.0,Cleaning Tools
158,2019-08-20,53496.0,Cleaning Tools
159,2019-08-21,53496.0,Cleaning Tools
160,2019-08-22,55426.0,Cleaning Tools
161,2019-08-23,55426.0,Cleaning Tools
162,2019-08-24,55426.0,Cleaning Tools
163,2019-08-25,75066.0,Cleaning Tools
164,2019-08-26,106290.0,Cleaning Tools
165,2019-08-27,114330.0,Cleaning Tools
166,2019-08-28,114330.0,Cleaning Tools
167,2019-08-29,100253.0,Cleaning Tools
168,2019-08-30,100253.0,Cleaning Tools
169,2019-08-31,134816.0,Cleaning Tools
170,2019-09-01,134816.0,Cleaning Tools
171,2019-09-02,134816.0,Cleaning Tools
172,2019-09-03,99870.0,Cleaning Tools
173,2019-09-04,99870.0,Cleaning Tools
174,2019-09-05,81818.0,Cleaning Tools
175,2019-09-06,81818.0,Cleaning Tools
176,2019-09-07,113530.0,Cleaning Tools
177,2019-09-08,113530.0,Cleaning Tools
178,2019-09-09,123655.0,Cleaning Tools
179,2019-09-10,68973.0,Cleaning Tools
180,2019-09-11,39902.0,Cleaning Tools
181,2019-09-12,86176.0,Cleaning Tools
182,2019-09-13,86176.0,Cleaning Tools
183,2019-09-14,58472.0,Cleaning Tools
184,2019-09-15,87370.0,Cleaning Tools
185,2019-09-16,137277.0,Cleaning Tools
186,2019-09-17,137277.0,Cleaning Tools
187,2019-09-18,137277.0,Cleaning Tools
188,2019-09-19,51953.0,Cleaning Tools
189,2019-09-20,51953.0,Cleaning Tools
190,2019-09-21,51953.0,Cleaning Tools
191,2019-09-22,71760.0,Cleaning Tools
192,2019-09-23,122247.0,Cleaning Tools
193,2019-09-24,122247.0,Cleaning Tools
194,2019-09-25,122247.0,Cleaning Tools
195,2019-09-26,122247.0,Cleaning Tools
196,2019-09-27,70677.0,Cleaning Tools
197,2019-09-28,70677.0,Cleaning Tools
198,2019-09-29,70677.0,Cleaning Tools
199,2019-09-30,125938.0,Cleaning Tools
200,2019-10-01,125938.0,Cleaning Tools
201,2019-10-02,166596.0,Cleaning Tools
202,2019-10-03,166596.0,Cleaning Tools
203,2019-10-04,166596.0,Cleaning Tools
204,2019-10-05,166596.0,Cleaning Tools
205,2019-10-06,96698.0,Cleaning Tools
206,2019-10-07,96698.0,Cleaning Tools
207,2019-10-08,96698.0,Cleaning Tools
208,2019-10-09,44438.0,Cleaning Tools
209,2019-10-10,44438.0,Cleaning Tools
210,2019-10-11,44438.0,Cleaning Tools
211,2019-10-12,77343.0,Cleaning Tools
212,2019-10-13,77343.0,Cleaning Tools
213,2019-10-14,87375.0,Cleaning Tools
214,2019-10-15,87375.0,Cleaning Tools
215,2019-10-16,87375.0,Cleaning Tools
216,2019-10-17,64192.0,Cleaning Tools
217,2019-10-18,64192.0,Cleaning Tools
218,2019-10-19,64192.0,Cleaning Tools
219,2019-10-20,105388.0,Cleaning Tools
220,2019-10-21,105388.0,Cleaning Tools
221,2019-10-22,104571.0,Cleaning Tools
222,2019-10-23,104571.0,Cleaning Tools
223,2019-10-24,121844.0,Cleaning Tools
224,2019-10-25,121844.0,Cleaning Tools
225,2019-10-26,121844.0,Cleaning Tools
226,2019-10-27,70684.0,Cleaning Tools
227,2019-10-28,37130.0,Cleaning Tools
228,2019-10-29,39786.0,Cleaning Tools
229,2019-10-30,39786.0,Cleaning Tools
230,2019-10-31,55448.0,Cleaning Tools
231,2019-11-01,55448.0,Cleaning Tools
232,2019-11-02,88149.0,Cleaning Tools
233,2019-11-03,88149.0,Cleaning Tools
234,2019-11-04,51507.0,Cleaning Tools
235,2019-11-05,51507.0,Cleaning Tools
236,2019-11-06,51507.0,Cleaning Tools
237,2019-11-07,51507.0,Cleaning Tools
238,2019-11-08,130179.0,Cleaning Tools
239,2019-11-09,130179.0,Cleaning Tools
240,2019-11-10,130179.0,Cleaning Tools
241,2019-11-11,69086.0,Cleaning Tools
242,2019-11-12,69086.0,Cleaning Tools
243,2019-11-13,69086.0,Cleaning Tools
244,2019-11-14,135983.0,Cleaning Tools
245,2019-11-15,135983.0,Cleaning Tools
246,2019-11-16,135983.0,Cleaning Tools
247,2019-11-17,135983.0,Cleaning Tools
248,2019-11-18,77776.0,Cleaning Tools
249,2019-11-19,140744.0,Cleaning Tools
250,2019-11-20,140744.0,Cleaning Tools
251,2019-11-21,140744.0,Cleaning Tools
252,2019-11-22,60821.0,Cleaning Tools
253,2019-11-23,60821.0,Cleaning Tools
254,2019-11-24,60821.0,Cleaning Tools
255,2019-11-25,65428.0,Cleaning Tools
256,2019-11-26,65428.0,Cleaning Tools
257,2019-11-27,65428.0,Cleaning Tools
258,2019-11-28,81101.0,Cleaning Tools
259,2019-11-29,81101.0,Cleaning Tools
260,2019-11-30,81101.0,Cleaning Tools
261,2019-12-01,81101.0,Cleaning Tools
262,2019-12-02,110813.0,Cleaning Tools
263,2019-12-03,110813.0,Cleaning Tools
264,2019-12-04,110813.0,Cleaning Tools
265,2019-12-05,161493.0,Cleaning Tools
266,2019-12-06,161493.0,Cleaning Tools
267,2019-12-07,161493.0,Cleaning Tools
268,2019-12-08,161493.0,Cleaning Tools
269,2019-12-09,87627.0,Cleaning Tools
270,2019-12-10,87627.0,Cleaning Tools
271,2019-12-11,87627.0,Cleaning Tools
272,2019-12-12,87970.0,Cleaning Tools
273,2019-12-13,61803.0,Cleaning Tools
274,2019-12-14,61803.0,Cleaning Tools
275,2019-12-15,61803.0,Cleaning Tools
276,2019-12-16,61803.0,Cleaning Tools
277,2019-12-17,147760.0,Cleaning Tools
278,2019-12-18,147760.0,Cleaning Tools
279,2019-12-19,147760.0,Cleaning Tools
280,2019-12-20,147760.0,Cleaning Tools
281,2019-12-21,147760.0,Cleaning Tools
282,2019-12-22,97444.0,Cleaning Tools
283,2019-12-23,97444.0,Cleaning Tools
284,2019-12-24,97444.0,Cleaning Tools
285,2019-12-25,97444.0,Cleaning Tools
286,2019-12-26,97444.0,Cleaning Tools
287,2019-12-27,49133.0,Cleaning Tools
288,2019-12-28,96977.0,Cleaning Tools
289,2019-12-29,96977.0,Cleaning Tools
290,2019-12-30,96977.0,Cleaning Tools
291,2019-12-31,93229.0,Cleaning Tools
292,2020-01-01,93229.0,Cleaning Tools
293,2020-01-02,93229.0,Cleaning Tools
294,2020-01-03,93229.0,Cleaning Tools
295,2020-01-04,93229.0,Cleaning Tools
296,2020-01-05,93229.0,Cleaning Tools
297,2020-01-06,93229.0,Cleaning Tools
298,2020-01-07,40127.0,Cleaning Tools
299,2020-01-08,40127.0,Cleaning Tools
300,2020-01-09,40127.0,Cleaning Tools
301,2020-01-10,40127.0,Cleaning Tools
302,2020-01-11,68166.0,Cleaning Tools
303,2020-01-12,68166.0,Cleaning Tools
304,2020-01-13,68166.0,Cleaning Tools
305,2020-01-14,68166.0,Cleaning Tools
306,2020-01-15,63760.0,Cleaning Tools
307,2020-01-16,63760.0,Cleaning Tools
308,2020-01-17,49319.0,Cleaning Tools
309,2020-01-18,49319.0,Cleaning Tools
310,2020-01-19,122293.0,Cleaning Tools
311,2020-01-20,122293.0,Cleaning Tools
312,2020-01-21,122293.0,Cleaning Tools
313,2020-01-22,122293.0,Cleaning Tools
314,2020-01-23,51507.0,Cleaning Tools
315,2020-01-24,51507.0,Cleaning Tools
316,2020-01-25,51507.0,Cleaning Tools
317,2020-01-26,51507.0,Cleaning Tools
318,2020-01-27,93909.0,Cleaning Tools
319,2020-01-28,93909.0,Cleaning Tools
320,2020-01-29,93909.0,Cleaning Tools
321,2020-01-30,93909.0,Cleaning Tools
322,2020-01-31,93909.0,Cleaning Tools
323,2020-02-01,68073.0,Cleaning Tools
324,2020-02-02,68073.0,Cleaning Tools
325,2020-02-03,68073.0,Cleaning Tools
326,2020-02-04,68073.0,Cleaning Tools
327,2020-02-05,68073.0,Cleaning Tools
328,2020-02-06,53252.0,Cleaning Tools
329,2020-02-07,53252.0,Cleaning Tools
330,2020-02-08,53252.0,Cleaning Tools
331,2020-02-09,53252.0,Cleaning Tools
332,2020-02-10,107047.0,Cleaning Tools
333,2020-02-11,38028.0,Cleaning Tools
334,2020-02-12,38028.0,Cleaning Tools
335,2020-02-13,38028.0,Cleaning Tools
336,2020-02-14,38028.0,Cleaning Tools
337,2020-02-15,38028.0,Cleaning Tools
338,2020-02-16,38028.0,Cleaning Tools
339,2020-02-17,38028.0,Cleaning Tools
340,2020-02-18,125040.0,Cleaning Tools
341,2020-02-19,125040.0,Cleaning Tools
342,2020-02-20,59046.0,Cleaning Tools
343,2020-02-21,59046.0,Cleaning Tools
344,2020-02-22,59046.0,Cleaning Tools
345,2020-02-23,59046.0,Cleaning Tools
346,2020-02-24,233096.0,Cleaning Tools
347,2020-02-25,233096.0,Cleaning Tools
348,2020-02-26,233096.0,Cleaning Tools
349,2020-02-27,233096.0,Cleaning Tools
350,2020-02-28,233096.0,Cleaning Tools
351,2020-02-29,233096.0,Cleaning Tools
352,2020-03-01,233096.0,Cleaning Tools
353,2020-03-02,101328.0,Cleaning Tools
354,2020-03-03,101328.0,Cleaning Tools
355,2020-03-04,101328.0,Cleaning Tools
356,2020-03-05,101328.0,Cleaning Tools
357,2020-03-06,101328.0,Cleaning Tools
358,2020-03-07,-1.0,Cleaning Tools
359,2020-03-08,-1.0,Cleaning Tools
360,2020-03-09,-1.0,Cleaning Tools
361,2020-03-10,-1.0,Cleaning Tools
362,2020-03-11,-1.0,Cleaning Tools
363,2020-03-12,-1.0,Cleaning Tools
364,2020-03-13,-1.0,Cleaning Tools
365,2020-03-14,-1.0,Cleaning Tools
366,2020-03-15,-1.0,Cleaning Tools
367,2020-03-16,-1.0,Cleaning Tools
368,2020-03-17,-1.0,Cleaning Tools
369,2020-03-18,-1.0,Cleaning Tools
370,2020-03-19,-1.0,Cleaning Tools
371,2020-03-20,-1.0,Cleaning Tools
372,2020-03-21,-1.0,Cleaning Tools
373,2020-03-22,-1.0,Cleaning Tools
374,2020-03-23,-1.0,Cleaning Tools
375,2020-03-24,-1.0,Cleaning Tools
376,2020-03-25,-1.0,Cleaning Tools
377,2020-03-26,-1.0,Cleaning Tools
378,2020-03-27,-1.0,Cleaning Tools
379,2020-03-28,-1.0,Cleaning Tools
380,2020-03-29,-1.0,Cleaning Tools
381,2020-03-30,-1.0,Cleaning Tools
382,2020-03-31,-1.0,Cleaning Tools
383,2020-04-01,-1.0,Cleaning Tools
384,2020-04-02,-1.0,Cleaning Tools
385,2020-04-03,-1.0,Cleaning Tools
386,2020-04-04,-1.0,Cleaning Tools
387,2020-04-05,-1.0,Cleaning Tools
388,2020-04-06,-1.0,Cleaning Tools
389,2020-04-07,-1.0,Cleaning Tools
390,2020-04-08,-1.0,Cleaning Tools
391,2020-04-09,-1.0,Cleaning Tools
392,2020-04-10,-1.0,Cleaning Tools
393,2020-04-11,-1.0,Cleaning Tools
394,2020-04-12,-1.0,Cleaning Tools
395,2020-04-13,-1.0,Cleaning Tools
396,2020-04-14,-1.0,Cleaning Tools
397,2020-04-15,-1.0,Cleaning Tools
398,2020-04-16,-1.0,Cleaning Tools
399,2020-04-17,-1.0,Cleaning Tools
400,2020-04-18,-1.0,Cleaning Tools
401,2020-04-19,-1.0,Cleaning Tools
402,2020-04-20,-1.0,Cleaning Tools
403,2020-04-21,-1.0,Cleaning Tools
404,2020-04-22,-1.0,Cleaning Tools
405,2020-04-23,-1.0,Cleaning Tools
406,2020-04-24,-1.0,Cleaning Tools
407,2020-04-25,-1.0,Cleaning Tools
408,2020-04-26,-1.0,Cleaning Tools
409,2020-04-27,-1.0,Cleaning Tools
410,2020-04-28,-1.0,Cleaning Tools
411,2020-04-29,-1.0,Cleaning Tools
412,2020-04-30,-1.0,Cleaning Tools
413,2020-05-01,-1.0,Cleaning Tools
414,2020-05-02,-1.0,Cleaning Tools
415,2020-05-03,-1.0,Cleaning Tools
416,2020-05-04,-1.0,Cleaning Tools
417,2020-05-05,-1.0,Cleaning Tools
418,2020-05-06,-1.0,Cleaning Tools
419,2020-05-07,-1.0,Cleaning Tools
420,2020-05-08,-1.0,Cleaning Tools
421,2020-05-09,-1.0,Cleaning Tools
422,2020-05-10,-1.0,Cleaning Tools
423,2020-05-11,-1.0,Cleaning Tools
424,2020-05-12,-1.0,Cleaning Tools
425,2020-05-13,-1.0,Cleaning Tools
426,2020-05-14,-1.0,Cleaning Tools
427,2020-05-15,-1.0,Cleaning Tools
428,2020-05-16,-1.0,Cleaning Tools
429,2020-05-17,-1.0,Cleaning Tools
430,2020-05-18,-1.0,Cleaning Tools
431,2020-05-19,-1.0,Cleaning Tools
432,2020-05-20,-1.0,Cleaning Tools
433,2020-05-21,-1.0,Cleaning Tools
434,2020-05-22,-1.0,Cleaning Tools
435,2020-05-23,-1.0,Cleaning Tools
436,2020-05-24,-1.0,Cleaning Tools
437,2020-05-25,-1.0,Cleaning Tools
438,2020-05-26,-1.0,Cleaning Tools
439,2020-05-27,-1.0,Cleaning Tools
440,2020-05-28,-1.0,Cleaning Tools
441,2020-05-29,-1.0,Cleaning Tools
442,2020-05-30,-1.0,Cleaning Tools
443,2020-05-31,-1.0,Cleaning Tools
444,2020-06-01,-1.0,Cleaning Tools
445,2020-06-02,-1.0,Cleaning Tools
446,2020-06-03,-1.0,Cleaning Tools
447,2020-06-04,-1.0,Cleaning Tools
448,2020-06-05,-1.0,Cleaning Tools
449,2020-06-06,-1.0,Cleaning Tools
450,2020-06-07,-1.0,Cleaning Tools
451,2020-06-08,-1.0,Cleaning Tools
452,2020-06-09,-1.0,Cleaning Tools
453,2020-06-10,-1.0,Cleaning Tools
454,2020-06-11,-1.0,Cleaning Tools
455,2020-06-12,-1.0,Cleaning Tools
456,2020-06-13,-1.0,Cleaning Tools
457,2020-06-14,-1.0,Cleaning Tools
458,2020-06-15,-1.0,Cleaning Tools
459,2020-06-16,-1.0,Cleaning Tools
460,2020-06-17,-1.0,Cleaning Tools
461,2020-06-18,-1.0,Cleaning Tools
462,2020-06-19,-1.0,Cleaning Tools
463,2020-06-20,-1.0,Cleaning Tools
464,2020-06-21,-1.0,Cleaning Tools
465,2020-06-22,-1.0,Cleaning Tools
466,2020-06-23,-1.0,Cleaning Tools
467,2020-06-24,-1.0,Cleaning Tools
468,2020-06-25,-1.0,Cleaning Tools
469,2020-06-26,-1.0,Cleaning Tools
470,2020-06-27,-1.0,Cleaning Tools
471,2020-06-28,-1.0,Cleaning Tools
472,2020-06-29,-1.0,Cleaning Tools
473,2020-06-30,-1.0,Cleaning Tools
474,2020-07-01,-1.0,Cleaning Tools
475,2020-07-02,-1.0,Cleaning Tools
476,2020-07-03,-1.0,Cleaning Tools
477,2020-07-04,-1.0,Cleaning Tools
478,2020-07-05,-1.0,Cleaning Tools
479,2020-07-06,-1.0,Cleaning Tools
480,2020-07-07,-1.0,Cleaning Tools
481,2020-07-08,-1.0,Cleaning Tools
482,2020-07-09,-1.0,Cleaning Tools
483,2020-07-10,-1.0,Cleaning Tools
484,2020-07-11,-1.0,Cleaning Tools
485,2020-07-12,-1.0,Cleaning Tools
486,2020-07-13,-1.0,Cleaning Tools
487,2020-07-14,-1.0,Cleaning Tools
488,2020-07-15,-1.0,Cleaning Tools
489,2020-07-16,-1.0,Cleaning Tools
490,2020-07-17,-1.0,Cleaning Tools
491,2020-07-18,-1.0,Cleaning Tools
492,2020-07-19,-1.0,Cleaning Tools
493,2020-07-20,-1.0,Cleaning Tools
494,2020-07-21,-1.0,Cleaning Tools
495,2020-07-22,-1.0,Cleaning Tools
496,2020-07-23,-1.0,Cleaning Tools
497,2020-07-24,-1.0,Cleaning Tools
498,2020-07-25,-1.0,Cleaning Tools
499,2020-07-26,-1.0,Cleaning Tools
500,2020-07-27,-1.0,Cleaning Tools
501,2020-07-28,-1.0,Cleaning Tools
502,2020-07-29,-1.0,Cleaning Tools
503,2020-07-30,-1.0,Cleaning Tools
504,2020-07-31,-1.0,Cleaning Tools
505,2020-08-01,-1.0,Cleaning Tools
506,2020-08-02,-1.0,Cleaning Tools
507,2020-08-03,-1.0,Cleaning Tools
508,2020-08-04,-1.0,Cleaning Tools
509,2020-08-05,-1.0,Cleaning Tools
510,2020-08-06,-1.0,Cleaning Tools
511,2020-08-07,-1.0,Cleaning Tools
512,2020-08-08,-1.0,Cleaning Tools
513,2020-08-09,-1.0,Cleaning Tools
514,2020-08-10,-1.0,Cleaning Tools
515,2020-08-11,-1.0,Cleaning Tools
516,2020-08-12,-1.0,Cleaning Tools
517,2020-08-13,-1.0,Cleaning Tools
518,2020-08-14,-1.0,Cleaning Tools
519,2020-08-15,-1.0,Cleaning Tools
520,2020-08-16,-1.0,Cleaning Tools
521,2020-08-17,-1.0,Cleaning Tools
522,2020-08-18,-1.0,Cleaning Tools
523,2020-08-19,-1.0,Cleaning Tools
524,2020-08-20,-1.0,Cleaning Tools
525,2020-08-21,-1.0,Cleaning Tools
526,2020-08-22,-1.0,Cleaning Tools
527,2020-08-23,-1.0,Cleaning Tools
528,2020-08-24,-1.0,Cleaning Tools
529,2020-08-25,-1.0,Cleaning Tools
530,2020-08-26,-1.0,Cleaning Tools
531,2020-08-27,-1.0,Cleaning Tools
532,2020-08-28,-1.0,Cleaning Tools
533,2020-08-29,-1.0,Cleaning Tools
534,2020-08-30,-1.0,Cleaning Tools
535,2020-08-31,-1.0,Cleaning Tools
536,2020-09-01,-1.0,Cleaning Tools
537,2020-09-02,-1.0,Cleaning Tools
538,2020-09-03,-1.0,Cleaning Tools
539,2020-09-04,-1.0,Cleaning Tools
540,2020-09-05,-1.0,Cleaning Tools
541,2020-09-06,-1.0,Cleaning Tools
542,2020-09-07,-1.0,Cleaning Tools
543,2020-09-08,-1.0,Cleaning Tools
544,2020-09-09,-1.0,Cleaning Tools
545,2020-09-10,-1.0,Cleaning Tools
546,2020-09-11,-1.0,Cleaning Tools
547,2020-09-12,-1.0,Cleaning Tools
548,2020-09-13,-1.0,Cleaning Tools
549,2020-09-14,-1.0,Cleaning Tools
550,2020-09-15,-1.0,Cleaning Tools
551,2020-09-16,-1.0,Cleaning Tools
552,2020-09-17,-1.0,Cleaning Tools
553,2020-09-18,-1.0,Cleaning Tools
554,2020-09-19,-1.0,Cleaning Tools
555,2020-09-20,-1.0,Cleaning Tools
556,2020-09-21,-1.0,Cleaning Tools
557,2020-09-22,-1.0,Cleaning Tools
558,2020-09-23,-1.0,Cleaning Tools
559,2020-09-24,-1.0,Cleaning Tools
560,2020-09-25,-1.0,Cleaning Tools
561,2020-09-26,-1.0,Cleaning Tools
562,2020-09-27,-1.0,Cleaning Tools
563,2020-09-28,-1.0,Cleaning Tools
564,2020-09-29,-1.0,Cleaning Tools
565,2020-09-30,-1.0,Cleaning Tools
566,2020-10-01,-1.0,Cleaning Tools
567,2020-10-02,-1.0,Cleaning Tools
568,2020-10-03,-1.0,Cleaning Tools
569,2020-10-04,-1.0,Cleaning Tools
570,2020-10-05,-1.0,Cleaning Tools
571,2020-10-06,-1.0,Cleaning Tools
572,2020-10-07,-1.0,Cleaning Tools
573,2020-10-08,-1.0,Cleaning Tools
574,2020-10-09,-1.0,Cleaning Tools
575,2020-10-10,-1.0,Cleaning Tools
576,2020-10-11,-1.0,Cleaning Tools
577,2020-10-12,-1.0,Cleaning Tools
578,2020-10-13,-1.0,Cleaning Tools
579,2020-10-14,-1.0,Cleaning Tools
580,2020-10-15,-1.0,Cleaning Tools
581,2020-10-16,-1.0,Cleaning Tools
582,2020-10-17,-1.0,Cleaning Tools
583,2020-10-18,-1.0,Cleaning Tools
584,2020-10-19,-1.0,Cleaning Tools
585,2020-10-20,-1.0,Cleaning Tools
586,2020-10-21,-1.0,Cleaning Tools
587,2020-10-22,-1.0,Cleaning Tools
588,2020-10-23,-1.0,Cleaning Tools
589,2020-10-24,-1.0,Cleaning Tools
590,2020-10-25,-1.0,Cleaning Tools
591,2020-10-26,-1.0,Cleaning Tools
592,2020-10-27,-1.0,Cleaning Tools
593,2020-10-28,-1.0,Cleaning Tools
594,2020-10-29,-1.0,Cleaning Tools
595,2020-10-30,-1.0,Cleaning Tools
596,2020-10-31,-1.0,Cleaning Tools
597,2020-11-01,-1.0,Cleaning Tools
598,2020-11-02,-1.0,Cleaning Tools
599,2020-11-03,-1.0,Cleaning Tools
600,2020-11-04,-1.0,Cleaning Tools
601,2020-11-05,-1.0,Cleaning Tools
602,2020-11-06,-1.0,Cleaning Tools
603,2020-11-07,-1.0,Cleaning Tools
604,2020-11-08,-1.0,Cleaning Tools
605,2020-11-09,-1.0,Cleaning Tools
606,2020-11-10,-1.0,Cleaning Tools
