,date,value,name_B08571SDF2
127,2020-10-01,1210.0,Laser & Inkjet Printer Labels
128,2020-10-02,1210.0,Laser & Inkjet Printer Labels
129,2020-10-03,1348.0,Laser & Inkjet Printer Labels
130,2020-10-04,1348.0,Laser & Inkjet Printer Labels
131,2020-10-05,1353.0,Laser & Inkjet Printer Labels
132,2020-10-06,1353.0,Laser & Inkjet Printer Labels
133,2020-10-07,1759.0,Laser & Inkjet Printer Labels
134,2020-10-08,1561.0,Laser & Inkjet Printer Labels
135,2020-10-09,1561.0,Laser & Inkjet Printer Labels
136,2020-10-10,1533.0,Laser & Inkjet Printer Labels
137,2020-10-11,1462.0,Laser & Inkjet Printer Labels
138,2020-10-12,1462.0,Laser & Inkjet Printer Labels
139,2020-10-13,1451.0,Laser & Inkjet Printer Labels
140,2020-10-14,1693.0,Laser & Inkjet Printer Labels
141,2020-10-15,1727.0,Laser & Inkjet Printer Labels
142,2020-10-16,1727.0,Laser & Inkjet Printer Labels
143,2020-10-17,1855.0,Laser & Inkjet Printer Labels
144,2020-10-18,1855.0,Laser & Inkjet Printer Labels
145,2020-10-19,1921.0,Laser & Inkjet Printer Labels
146,2020-10-20,1921.0,Laser & Inkjet Printer Labels
147,2020-10-21,2189.0,Laser & Inkjet Printer Labels
148,2020-10-22,1870.0,Laser & Inkjet Printer Labels
149,2020-10-23,1870.0,Laser & Inkjet Printer Labels
150,2020-10-24,1870.0,Laser & Inkjet Printer Labels
151,2020-10-25,2417.0,Laser & Inkjet Printer Labels
152,2020-10-26,2417.0,Laser & Inkjet Printer Labels
153,2020-10-27,1953.0,Laser & Inkjet Printer Labels
154,2020-10-28,2286.0,Laser & Inkjet Printer Labels
155,2020-10-29,2286.0,Laser & Inkjet Printer Labels
156,2020-10-30,2286.0,Laser & Inkjet Printer Labels
157,2020-10-31,2028.0,Laser & Inkjet Printer Labels
158,2020-11-01,2028.0,Laser & Inkjet Printer Labels
159,2020-11-02,2795.0,Laser & Inkjet Printer Labels
160,2020-11-03,2795.0,Laser & Inkjet Printer Labels
161,2020-11-04,2795.0,Laser & Inkjet Printer Labels
162,2020-11-05,2795.0,Laser & Inkjet Printer Labels
163,2020-11-06,4177.0,Laser & Inkjet Printer Labels
164,2020-11-07,3364.0,Laser & Inkjet Printer Labels
165,2020-11-08,3364.0,Laser & Inkjet Printer Labels
166,2020-11-09,3364.0,Laser & Inkjet Printer Labels
167,2020-11-10,4782.0,Laser & Inkjet Printer Labels
168,2020-11-11,4782.0,Laser & Inkjet Printer Labels
169,2020-11-12,5238.0,Laser & Inkjet Printer Labels
170,2020-11-13,5238.0,Laser & Inkjet Printer Labels
171,2020-11-14,5238.0,Laser & Inkjet Printer Labels
172,2020-11-15,3390.0,Laser & Inkjet Printer Labels
173,2020-11-16,4697.0,Laser & Inkjet Printer Labels
174,2020-11-17,4697.0,Laser & Inkjet Printer Labels
175,2020-11-18,3704.0,Laser & Inkjet Printer Labels
176,2020-11-19,3704.0,Laser & Inkjet Printer Labels
177,2020-11-20,3704.0,Laser & Inkjet Printer Labels
178,2020-11-21,3704.0,Laser & Inkjet Printer Labels
179,2020-11-22,3704.0,Laser & Inkjet Printer Labels
180,2020-11-23,4266.0,Laser & Inkjet Printer Labels
181,2020-11-24,4187.0,Laser & Inkjet Printer Labels
182,2020-11-25,5164.0,Laser & Inkjet Printer Labels
183,2020-11-26,5164.0,Laser & Inkjet Printer Labels
184,2020-11-27,5453.0,Laser & Inkjet Printer Labels
185,2020-11-28,5453.0,Laser & Inkjet Printer Labels
186,2020-11-29,5453.0,Laser & Inkjet Printer Labels
187,2020-11-30,5453.0,Laser & Inkjet Printer Labels
188,2020-12-01,7111.0,Laser & Inkjet Printer Labels
189,2020-12-02,7111.0,Laser & Inkjet Printer Labels
190,2020-12-03,6316.0,Laser & Inkjet Printer Labels
191,2020-12-04,6316.0,Laser & Inkjet Printer Labels
192,2020-12-05,6462.0,Laser & Inkjet Printer Labels
193,2020-12-06,6462.0,Laser & Inkjet Printer Labels
194,2020-12-07,6462.0,Laser & Inkjet Printer Labels
195,2020-12-08,6462.0,Laser & Inkjet Printer Labels
196,2020-12-09,5109.0,Laser & Inkjet Printer Labels
197,2020-12-10,4564.0,Laser & Inkjet Printer Labels
198,2020-12-11,4523.0,Laser & Inkjet Printer Labels
199,2020-12-12,4523.0,Laser & Inkjet Printer Labels
200,2020-12-13,4523.0,Laser & Inkjet Printer Labels
201,2020-12-14,4258.0,Laser & Inkjet Printer Labels
202,2020-12-15,3600.0,Laser & Inkjet Printer Labels
203,2020-12-16,3983.0,Laser & Inkjet Printer Labels
204,2020-12-17,3983.0,Laser & Inkjet Printer Labels
205,2020-12-18,3983.0,Laser & Inkjet Printer Labels
206,2020-12-19,6096.0,Laser & Inkjet Printer Labels
207,2020-12-20,6096.0,Laser & Inkjet Printer Labels
208,2020-12-21,6096.0,Laser & Inkjet Printer Labels
209,2020-12-22,7810.0,Laser & Inkjet Printer Labels
210,2020-12-23,7810.0,Laser & Inkjet Printer Labels
211,2020-12-24,7810.0,Laser & Inkjet Printer Labels
212,2020-12-25,7810.0,Laser & Inkjet Printer Labels
213,2020-12-26,7810.0,Laser & Inkjet Printer Labels
214,2020-12-27,7810.0,Laser & Inkjet Printer Labels
215,2020-12-28,9858.0,Laser & Inkjet Printer Labels
216,2020-12-29,9858.0,Laser & Inkjet Printer Labels
217,2020-12-30,9858.0,Laser & Inkjet Printer Labels
218,2020-12-31,6265.0,Laser & Inkjet Printer Labels
219,2021-01-01,6265.0,Laser & Inkjet Printer Labels
220,2021-01-02,8567.0,Laser & Inkjet Printer Labels
221,2021-01-03,8567.0,Laser & Inkjet Printer Labels
222,2021-01-04,8567.0,Laser & Inkjet Printer Labels
223,2021-01-05,8567.0,Laser & Inkjet Printer Labels
224,2021-01-06,6637.0,Laser & Inkjet Printer Labels
225,2021-01-07,6637.0,Laser & Inkjet Printer Labels
226,2021-01-08,4983.0,Laser & Inkjet Printer Labels
227,2021-01-09,4893.0,Laser & Inkjet Printer Labels
228,2021-01-10,4893.0,Laser & Inkjet Printer Labels
229,2021-01-11,4893.0,Laser & Inkjet Printer Labels
230,2021-01-12,4824.0,Laser & Inkjet Printer Labels
231,2021-01-13,4824.0,Laser & Inkjet Printer Labels
232,2021-01-14,4386.0,Laser & Inkjet Printer Labels
233,2021-01-15,4386.0,Laser & Inkjet Printer Labels
234,2021-01-16,4810.0,Laser & Inkjet Printer Labels
235,2021-01-17,4810.0,Laser & Inkjet Printer Labels
236,2021-01-18,4810.0,Laser & Inkjet Printer Labels
237,2021-01-19,4606.0,Laser & Inkjet Printer Labels
238,2021-01-20,5033.0,Laser & Inkjet Printer Labels
239,2021-01-21,5033.0,Laser & Inkjet Printer Labels
240,2021-01-22,5397.0,Laser & Inkjet Printer Labels
241,2021-01-23,5397.0,Laser & Inkjet Printer Labels
242,2021-01-24,5397.0,Laser & Inkjet Printer Labels
243,2021-01-25,4905.0,Laser & Inkjet Printer Labels
244,2021-01-26,4516.0,Laser & Inkjet Printer Labels
245,2021-01-27,4516.0,Laser & Inkjet Printer Labels
246,2021-01-28,4516.0,Laser & Inkjet Printer Labels
247,2021-01-29,4495.0,Laser & Inkjet Printer Labels
248,2021-01-30,4495.0,Laser & Inkjet Printer Labels
249,2021-01-31,4495.0,Laser & Inkjet Printer Labels
250,2021-02-01,3946.0,Laser & Inkjet Printer Labels
251,2021-02-02,3292.0,Laser & Inkjet Printer Labels
252,2021-02-03,3292.0,Laser & Inkjet Printer Labels
253,2021-02-04,3413.0,Laser & Inkjet Printer Labels
254,2021-02-05,3579.0,Laser & Inkjet Printer Labels
255,2021-02-06,4205.0,Laser & Inkjet Printer Labels
256,2021-02-07,4397.0,Laser & Inkjet Printer Labels
257,2021-02-08,4397.0,Laser & Inkjet Printer Labels
258,2021-02-09,4477.0,Laser & Inkjet Printer Labels
259,2021-02-10,4089.0,Laser & Inkjet Printer Labels
260,2021-02-11,4103.0,Laser & Inkjet Printer Labels
261,2021-02-12,4103.0,Laser & Inkjet Printer Labels
262,2021-02-13,4103.0,Laser & Inkjet Printer Labels
263,2021-02-14,4103.0,Laser & Inkjet Printer Labels
264,2021-02-15,3623.0,Laser & Inkjet Printer Labels
265,2021-02-16,4223.0,Laser & Inkjet Printer Labels
266,2021-02-17,4223.0,Laser & Inkjet Printer Labels
267,2021-02-18,4729.0,Laser & Inkjet Printer Labels
268,2021-02-19,4670.0,Laser & Inkjet Printer Labels
269,2021-02-20,4670.0,Laser & Inkjet Printer Labels
270,2021-02-21,5055.0,Laser & Inkjet Printer Labels
271,2021-02-22,5660.0,Laser & Inkjet Printer Labels
272,2021-02-23,5660.0,Laser & Inkjet Printer Labels
273,2021-02-24,5660.0,Laser & Inkjet Printer Labels
274,2021-02-25,4481.0,Laser & Inkjet Printer Labels
275,2021-02-26,4697.0,Laser & Inkjet Printer Labels
276,2021-02-27,4697.0,Laser & Inkjet Printer Labels
277,2021-02-28,4697.0,Laser & Inkjet Printer Labels
278,2021-03-01,4697.0,Laser & Inkjet Printer Labels
279,2021-03-02,4697.0,Laser & Inkjet Printer Labels
280,2021-03-03,5864.0,Laser & Inkjet Printer Labels
281,2021-03-04,5864.0,Laser & Inkjet Printer Labels
282,2021-03-05,5864.0,Laser & Inkjet Printer Labels
283,2021-03-06,5864.0,Laser & Inkjet Printer Labels
284,2021-03-07,5684.0,Laser & Inkjet Printer Labels
285,2021-03-08,3405.0,Laser & Inkjet Printer Labels
286,2021-03-09,5792.0,Laser & Inkjet Printer Labels
287,2021-03-10,5792.0,Laser & Inkjet Printer Labels
288,2021-03-11,5792.0,Laser & Inkjet Printer Labels
289,2021-03-12,4760.0,Laser & Inkjet Printer Labels
290,2021-03-13,4549.0,Laser & Inkjet Printer Labels
291,2021-03-14,4549.0,Laser & Inkjet Printer Labels
292,2021-03-15,4549.0,Laser & Inkjet Printer Labels
293,2021-03-16,4549.0,Laser & Inkjet Printer Labels
294,2021-03-17,3213.0,Laser & Inkjet Printer Labels
295,2021-03-18,3213.0,Laser & Inkjet Printer Labels
296,2021-03-19,3493.0,Laser & Inkjet Printer Labels
297,2021-03-20,3493.0,Laser & Inkjet Printer Labels
298,2021-03-21,4808.0,Laser & Inkjet Printer Labels
299,2021-03-22,3726.0,Laser & Inkjet Printer Labels
300,2021-03-23,3726.0,Laser & Inkjet Printer Labels
301,2021-03-24,3945.0,Laser & Inkjet Printer Labels
302,2021-03-25,3945.0,Laser & Inkjet Printer Labels
303,2021-03-26,3945.0,Laser & Inkjet Printer Labels
304,2021-03-27,3664.0,Laser & Inkjet Printer Labels
305,2021-03-28,3754.0,Laser & Inkjet Printer Labels
306,2021-03-29,3745.0,Laser & Inkjet Printer Labels
307,2021-03-30,3475.0,Laser & Inkjet Printer Labels
308,2021-03-31,3475.0,Laser & Inkjet Printer Labels
309,2021-04-01,4687.0,Laser & Inkjet Printer Labels
310,2021-04-02,4687.0,Laser & Inkjet Printer Labels
311,2021-04-03,4687.0,Laser & Inkjet Printer Labels
312,2021-04-04,5542.0,Laser & Inkjet Printer Labels
313,2021-04-05,7065.0,Laser & Inkjet Printer Labels
314,2021-04-06,7065.0,Laser & Inkjet Printer Labels
315,2021-04-07,7116.0,Laser & Inkjet Printer Labels
316,2021-04-08,7116.0,Laser & Inkjet Printer Labels
317,2021-04-09,6176.0,Laser & Inkjet Printer Labels
318,2021-04-10,7531.0,Laser & Inkjet Printer Labels
319,2021-04-11,7531.0,Laser & Inkjet Printer Labels
320,2021-04-12,6470.0,Laser & Inkjet Printer Labels
321,2021-04-13,6351.0,Laser & Inkjet Printer Labels
322,2021-04-14,6368.0,Laser & Inkjet Printer Labels
323,2021-04-15,6368.0,Laser & Inkjet Printer Labels
324,2021-04-16,6368.0,Laser & Inkjet Printer Labels
325,2021-04-17,6368.0,Laser & Inkjet Printer Labels
326,2021-04-18,6368.0,Laser & Inkjet Printer Labels
327,2021-04-19,6368.0,Laser & Inkjet Printer Labels
328,2021-04-20,5867.0,Laser & Inkjet Printer Labels
329,2021-04-21,5501.0,Laser & Inkjet Printer Labels
330,2021-04-22,5133.0,Laser & Inkjet Printer Labels
331,2021-04-23,5133.0,Laser & Inkjet Printer Labels
332,2021-04-24,7201.0,Laser & Inkjet Printer Labels
333,2021-04-25,7201.0,Laser & Inkjet Printer Labels
334,2021-04-26,7011.0,Laser & Inkjet Printer Labels
335,2021-04-27,7011.0,Laser & Inkjet Printer Labels
336,2021-04-28,5652.0,Laser & Inkjet Printer Labels
337,2021-04-29,6339.0,Laser & Inkjet Printer Labels
338,2021-04-30,5657.0,Laser & Inkjet Printer Labels
339,2021-05-01,5657.0,Laser & Inkjet Printer Labels
340,2021-05-02,5657.0,Laser & Inkjet Printer Labels
341,2021-05-03,4433.0,Laser & Inkjet Printer Labels
342,2021-05-04,4433.0,Laser & Inkjet Printer Labels
343,2021-05-05,4433.0,Laser & Inkjet Printer Labels
344,2021-05-06,6785.0,Laser & Inkjet Printer Labels
345,2021-05-07,6785.0,Laser & Inkjet Printer Labels
346,2021-05-08,6785.0,Laser & Inkjet Printer Labels
347,2021-05-09,6611.0,Laser & Inkjet Printer Labels
348,2021-05-10,6611.0,Laser & Inkjet Printer Labels
349,2021-05-11,6959.0,Laser & Inkjet Printer Labels
350,2021-05-12,6959.0,Laser & Inkjet Printer Labels
351,2021-05-13,6959.0,Laser & Inkjet Printer Labels
352,2021-05-14,5144.0,Laser & Inkjet Printer Labels
353,2021-05-15,5144.0,Laser & Inkjet Printer Labels
354,2021-05-16,5144.0,Laser & Inkjet Printer Labels
355,2021-05-17,5144.0,Laser & Inkjet Printer Labels
356,2021-05-18,5144.0,Laser & Inkjet Printer Labels
357,2021-05-19,6806.0,Laser & Inkjet Printer Labels
358,2021-05-20,5555.0,Laser & Inkjet Printer Labels
359,2021-05-21,5555.0,Laser & Inkjet Printer Labels
360,2021-05-22,5079.0,Laser & Inkjet Printer Labels
361,2021-05-23,6531.0,Laser & Inkjet Printer Labels
362,2021-05-24,6066.0,Laser & Inkjet Printer Labels
363,2021-05-25,6066.0,Laser & Inkjet Printer Labels
364,2021-05-26,6193.0,Laser & Inkjet Printer Labels
365,2021-05-27,6787.0,Laser & Inkjet Printer Labels
366,2021-05-28,5517.0,Laser & Inkjet Printer Labels
367,2021-05-29,5690.0,Laser & Inkjet Printer Labels
368,2021-05-30,5690.0,Laser & Inkjet Printer Labels
369,2021-05-31,4326.0,Laser & Inkjet Printer Labels
370,2021-06-01,5053.0,Laser & Inkjet Printer Labels
371,2021-06-02,5053.0,Laser & Inkjet Printer Labels
372,2021-06-03,5053.0,Laser & Inkjet Printer Labels
373,2021-06-04,4408.0,Laser & Inkjet Printer Labels
374,2021-06-05,4408.0,Laser & Inkjet Printer Labels
375,2021-06-06,5279.0,Laser & Inkjet Printer Labels
376,2021-06-07,5348.0,Laser & Inkjet Printer Labels
377,2021-06-08,5348.0,Laser & Inkjet Printer Labels
378,2021-06-09,3588.0,Laser & Inkjet Printer Labels
379,2021-06-10,3588.0,Laser & Inkjet Printer Labels
380,2021-06-11,4791.0,Laser & Inkjet Printer Labels
381,2021-06-12,4791.0,Laser & Inkjet Printer Labels
382,2021-06-13,4413.0,Laser & Inkjet Printer Labels
383,2021-06-14,4413.0,Laser & Inkjet Printer Labels
384,2021-06-15,3369.0,Laser & Inkjet Printer Labels
385,2021-06-16,4042.0,Laser & Inkjet Printer Labels
386,2021-06-17,4042.0,Laser & Inkjet Printer Labels
387,2021-06-18,4042.0,Laser & Inkjet Printer Labels
388,2021-06-19,4146.0,Laser & Inkjet Printer Labels
389,2021-06-20,4146.0,Laser & Inkjet Printer Labels
390,2021-06-21,4146.0,Laser & Inkjet Printer Labels
391,2021-06-22,7329.0,Laser & Inkjet Printer Labels
392,2021-06-23,7329.0,Laser & Inkjet Printer Labels
393,2021-06-24,7329.0,Laser & Inkjet Printer Labels
394,2021-06-25,7329.0,Laser & Inkjet Printer Labels
395,2021-06-26,5916.0,Laser & Inkjet Printer Labels
396,2021-06-27,5916.0,Laser & Inkjet Printer Labels
397,2021-06-28,6458.0,Laser & Inkjet Printer Labels
398,2021-06-29,5346.0,Laser & Inkjet Printer Labels
399,2021-06-30,5346.0,Laser & Inkjet Printer Labels
400,2021-07-01,5346.0,Laser & Inkjet Printer Labels
401,2021-07-02,5346.0,Laser & Inkjet Printer Labels
402,2021-07-03,5943.0,Laser & Inkjet Printer Labels
403,2021-07-04,6280.0,Laser & Inkjet Printer Labels
404,2021-07-05,6280.0,Laser & Inkjet Printer Labels
405,2021-07-06,6436.0,Laser & Inkjet Printer Labels
406,2021-07-07,6436.0,Laser & Inkjet Printer Labels
407,2021-07-08,6519.0,Laser & Inkjet Printer Labels
408,2021-07-09,6519.0,Laser & Inkjet Printer Labels
409,2021-07-10,8050.0,Laser & Inkjet Printer Labels
410,2021-07-11,8359.0,Laser & Inkjet Printer Labels
