,date,value,name_B08571SDF2
0,2020-05-27,25597.0,Laser & Inkjet Printer Labels
1,2020-05-28,25597.0,Laser & Inkjet Printer Labels
2,2020-05-29,25597.0,Laser & Inkjet Printer Labels
3,2020-05-30,25597.0,Laser & Inkjet Printer Labels
4,2020-05-31,25597.0,Laser & Inkjet Printer Labels
5,2020-06-01,25597.0,Laser & Inkjet Printer Labels
6,2020-06-02,27524.0,Laser & Inkjet Printer Labels
7,2020-06-03,28617.0,Laser & Inkjet Printer Labels
8,2020-06-04,28617.0,Laser & Inkjet Printer Labels
9,2020-06-05,28617.0,Laser & Inkjet Printer Labels
10,2020-06-06,28617.0,Laser & Inkjet Printer Labels
11,2020-06-07,28617.0,Laser & Inkjet Printer Labels
12,2020-06-08,28617.0,Laser & Inkjet Printer Labels
13,2020-06-09,28617.0,Laser & Inkjet Printer Labels
14,2020-06-10,38261.0,Laser & Inkjet Printer Labels
15,2020-06-11,38261.0,Laser & Inkjet Printer Labels
16,2020-06-12,30314.0,Laser & Inkjet Printer Labels
17,2020-06-13,30314.0,Laser & Inkjet Printer Labels
18,2020-06-14,30314.0,Laser & Inkjet Printer Labels
19,2020-06-15,30314.0,Laser & Inkjet Printer Labels
20,2020-06-16,30697.0,Laser & Inkjet Printer Labels
21,2020-06-17,35674.0,Laser & Inkjet Printer Labels
22,2020-06-18,35674.0,Laser & Inkjet Printer Labels
23,2020-06-19,23695.0,Laser & Inkjet Printer Labels
24,2020-06-20,23695.0,Laser & Inkjet Printer Labels
25,2020-06-21,23695.0,Laser & Inkjet Printer Labels
26,2020-06-22,41223.0,Laser & Inkjet Printer Labels
27,2020-06-23,41223.0,Laser & Inkjet Printer Labels
28,2020-06-24,41223.0,Laser & Inkjet Printer Labels
29,2020-06-25,41140.0,Laser & Inkjet Printer Labels
30,2020-06-26,41140.0,Laser & Inkjet Printer Labels
31,2020-06-27,41140.0,Laser & Inkjet Printer Labels
32,2020-06-28,41140.0,Laser & Inkjet Printer Labels
33,2020-06-29,41140.0,Laser & Inkjet Printer Labels
34,2020-06-30,41140.0,Laser & Inkjet Printer Labels
35,2020-07-01,50743.0,Laser & Inkjet Printer Labels
36,2020-07-02,50743.0,Laser & Inkjet Printer Labels
37,2020-07-03,49203.0,Laser & Inkjet Printer Labels
38,2020-07-04,49203.0,Laser & Inkjet Printer Labels
39,2020-07-05,49203.0,Laser & Inkjet Printer Labels
40,2020-07-06,49203.0,Laser & Inkjet Printer Labels
41,2020-07-07,49203.0,Laser & Inkjet Printer Labels
42,2020-07-08,49203.0,Laser & Inkjet Printer Labels
43,2020-07-09,49203.0,Laser & Inkjet Printer Labels
44,2020-07-10,49203.0,Laser & Inkjet Printer Labels
45,2020-07-11,49203.0,Laser & Inkjet Printer Labels
46,2020-07-12,21985.0,Laser & Inkjet Printer Labels
47,2020-07-13,19677.0,Laser & Inkjet Printer Labels
48,2020-07-14,19677.0,Laser & Inkjet Printer Labels
49,2020-07-15,19677.0,Laser & Inkjet Printer Labels
50,2020-07-16,19677.0,Laser & Inkjet Printer Labels
51,2020-07-17,19677.0,Laser & Inkjet Printer Labels
52,2020-07-18,26458.0,Laser & Inkjet Printer Labels
53,2020-07-19,19976.0,Laser & Inkjet Printer Labels
54,2020-07-20,19976.0,Laser & Inkjet Printer Labels
55,2020-07-21,19976.0,Laser & Inkjet Printer Labels
56,2020-07-22,19976.0,Laser & Inkjet Printer Labels
57,2020-07-23,19976.0,Laser & Inkjet Printer Labels
58,2020-07-24,16069.0,Laser & Inkjet Printer Labels
59,2020-07-25,16069.0,Laser & Inkjet Printer Labels
60,2020-07-26,16069.0,Laser & Inkjet Printer Labels
61,2020-07-27,16069.0,Laser & Inkjet Printer Labels
62,2020-07-28,16076.0,Laser & Inkjet Printer Labels
63,2020-07-29,16076.0,Laser & Inkjet Printer Labels
64,2020-07-30,16076.0,Laser & Inkjet Printer Labels
65,2020-07-31,16076.0,Laser & Inkjet Printer Labels
66,2020-08-01,16076.0,Laser & Inkjet Printer Labels
67,2020-08-02,16076.0,Laser & Inkjet Printer Labels
68,2020-08-03,9543.0,Laser & Inkjet Printer Labels
69,2020-08-04,9543.0,Laser & Inkjet Printer Labels
70,2020-08-05,9543.0,Laser & Inkjet Printer Labels
71,2020-08-06,10320.0,Laser & Inkjet Printer Labels
72,2020-08-07,10320.0,Laser & Inkjet Printer Labels
73,2020-08-08,10320.0,Laser & Inkjet Printer Labels
74,2020-08-09,11548.0,Laser & Inkjet Printer Labels
75,2020-08-10,8925.0,Laser & Inkjet Printer Labels
76,2020-08-11,8925.0,Laser & Inkjet Printer Labels
77,2020-08-12,8925.0,Laser & Inkjet Printer Labels
78,2020-08-13,9603.0,Laser & Inkjet Printer Labels
79,2020-08-14,9603.0,Laser & Inkjet Printer Labels
80,2020-08-15,9603.0,Laser & Inkjet Printer Labels
81,2020-08-16,9603.0,Laser & Inkjet Printer Labels
82,2020-08-17,7935.0,Laser & Inkjet Printer Labels
83,2020-08-18,7935.0,Laser & Inkjet Printer Labels
84,2020-08-19,7636.0,Laser & Inkjet Printer Labels
85,2020-08-20,7636.0,Laser & Inkjet Printer Labels
86,2020-08-21,8003.0,Laser & Inkjet Printer Labels
87,2020-08-22,8003.0,Laser & Inkjet Printer Labels
88,2020-08-23,8003.0,Laser & Inkjet Printer Labels
89,2020-08-24,7612.0,Laser & Inkjet Printer Labels
90,2020-08-25,6049.0,Laser & Inkjet Printer Labels
91,2020-08-26,6049.0,Laser & Inkjet Printer Labels
92,2020-08-27,6049.0,Laser & Inkjet Printer Labels
93,2020-08-28,6049.0,Laser & Inkjet Printer Labels
94,2020-08-29,4045.0,Laser & Inkjet Printer Labels
95,2020-08-30,4045.0,Laser & Inkjet Printer Labels
96,2020-08-31,3017.0,Laser & Inkjet Printer Labels
97,2020-09-01,3092.0,Laser & Inkjet Printer Labels
98,2020-09-02,3092.0,Laser & Inkjet Printer Labels
99,2020-09-03,2906.0,Laser & Inkjet Printer Labels
100,2020-09-04,3306.0,Laser & Inkjet Printer Labels
101,2020-09-05,2799.0,Laser & Inkjet Printer Labels
102,2020-09-06,2799.0,Laser & Inkjet Printer Labels
103,2020-09-07,2799.0,Laser & Inkjet Printer Labels
104,2020-09-08,2518.0,Laser & Inkjet Printer Labels
105,2020-09-09,2554.0,Laser & Inkjet Printer Labels
106,2020-09-10,1987.0,Laser & Inkjet Printer Labels
107,2020-09-11,1987.0,Laser & Inkjet Printer Labels
108,2020-09-12,1987.0,Laser & Inkjet Printer Labels
109,2020-09-13,2002.0,Laser & Inkjet Printer Labels
110,2020-09-14,2002.0,Laser & Inkjet Printer Labels
111,2020-09-15,2053.0,Laser & Inkjet Printer Labels
112,2020-09-16,2053.0,Laser & Inkjet Printer Labels
113,2020-09-17,1732.0,Laser & Inkjet Printer Labels
114,2020-09-18,1732.0,Laser & Inkjet Printer Labels
115,2020-09-19,1732.0,Laser & Inkjet Printer Labels
116,2020-09-20,1160.0,Laser & Inkjet Printer Labels
117,2020-09-21,1160.0,Laser & Inkjet Printer Labels
118,2020-09-22,1162.0,Laser & Inkjet Printer Labels
119,2020-09-23,1162.0,Laser & Inkjet Printer Labels
120,2020-09-24,1133.0,Laser & Inkjet Printer Labels
121,2020-09-25,1133.0,Laser & Inkjet Printer Labels
122,2020-09-26,1133.0,Laser & Inkjet Printer Labels
123,2020-09-27,1071.0,Laser & Inkjet Printer Labels
124,2020-09-28,936.0,Laser & Inkjet Printer Labels
125,2020-09-29,1022.0,Laser & Inkjet Printer Labels
126,2020-09-30,1210.0,Laser & Inkjet Printer Labels
