,date,value,name_B084RK1BJK
57,2020-07-23,12642.0,Multivitamins
58,2020-07-24,12642.0,Multivitamins
59,2020-07-25,12642.0,Multivitamins
60,2020-07-26,14771.0,Multivitamins
61,2020-07-27,14771.0,Multivitamins
62,2020-07-28,14771.0,Multivitamins
63,2020-07-29,17158.0,Multivitamins
64,2020-07-30,17158.0,Multivitamins
65,2020-07-31,19249.0,Multivitamins
66,2020-08-01,19249.0,Multivitamins
67,2020-08-02,19249.0,Multivitamins
68,2020-08-03,17080.0,Multivitamins
69,2020-08-04,17080.0,Multivitamins
70,2020-08-05,16442.0,Multivitamins
71,2020-08-06,16442.0,Multivitamins
72,2020-08-07,16442.0,Multivitamins
73,2020-08-08,16442.0,Multivitamins
74,2020-08-09,16442.0,Multivitamins
75,2020-08-10,16543.0,Multivitamins
76,2020-08-11,16543.0,Multivitamins
77,2020-08-12,14607.0,Multivitamins
78,2020-08-13,14607.0,Multivitamins
79,2020-08-14,14607.0,Multivitamins
80,2020-08-15,17846.0,Multivitamins
81,2020-08-16,17846.0,Multivitamins
82,2020-08-17,15070.0,Multivitamins
83,2020-08-18,15070.0,Multivitamins
84,2020-08-19,15070.0,Multivitamins
85,2020-08-20,16324.0,Multivitamins
86,2020-08-21,16324.0,Multivitamins
87,2020-08-22,16324.0,Multivitamins
88,2020-08-23,16324.0,Multivitamins
89,2020-08-24,16641.0,Multivitamins
90,2020-08-25,16641.0,Multivitamins
91,2020-08-26,15897.0,Multivitamins
92,2020-08-27,15897.0,Multivitamins
93,2020-08-28,15897.0,Multivitamins
94,2020-08-29,14761.0,Multivitamins
95,2020-08-30,14761.0,Multivitamins
96,2020-08-31,14761.0,Multivitamins
97,2020-09-01,14761.0,Multivitamins
98,2020-09-02,17559.0,Multivitamins
99,2020-09-03,17559.0,Multivitamins
100,2020-09-04,15341.0,Multivitamins
101,2020-09-05,15341.0,Multivitamins
102,2020-09-06,15341.0,Multivitamins
103,2020-09-07,14341.0,Multivitamins
104,2020-09-08,14341.0,Multivitamins
105,2020-09-09,14341.0,Multivitamins
106,2020-09-10,14730.0,Multivitamins
107,2020-09-11,14730.0,Multivitamins
108,2020-09-12,14730.0,Multivitamins
109,2020-09-13,17046.0,Multivitamins
110,2020-09-14,17046.0,Multivitamins
111,2020-09-15,17046.0,Multivitamins
112,2020-09-16,16043.0,Multivitamins
113,2020-09-17,16043.0,Multivitamins
114,2020-09-18,15366.0,Multivitamins
115,2020-09-19,15366.0,Multivitamins
116,2020-09-20,15366.0,Multivitamins
117,2020-09-21,15350.0,Multivitamins
118,2020-09-22,15350.0,Multivitamins
119,2020-09-23,15350.0,Multivitamins
120,2020-09-24,14065.0,Multivitamins
121,2020-09-25,14065.0,Multivitamins
122,2020-09-26,14440.0,Multivitamins
123,2020-09-27,14440.0,Multivitamins
124,2020-09-28,14440.0,Multivitamins
125,2020-09-29,14440.0,Multivitamins
126,2020-09-30,15994.0,Multivitamins
127,2020-10-01,17033.0,Multivitamins
128,2020-10-02,17033.0,Multivitamins
129,2020-10-03,17033.0,Multivitamins
130,2020-10-04,13462.0,Multivitamins
131,2020-10-05,13462.0,Multivitamins
132,2020-10-06,15041.0,Multivitamins
133,2020-10-07,15041.0,Multivitamins
134,2020-10-08,15041.0,Multivitamins
135,2020-10-09,17357.0,Multivitamins
136,2020-10-10,10027.0,Multivitamins
137,2020-10-11,10027.0,Multivitamins
138,2020-10-12,10027.0,Multivitamins
139,2020-10-13,12270.0,Multivitamins
140,2020-10-14,12270.0,Multivitamins
141,2020-10-15,12270.0,Multivitamins
142,2020-10-16,13047.0,Multivitamins
143,2020-10-17,13047.0,Multivitamins
144,2020-10-18,13047.0,Multivitamins
145,2020-10-19,15311.0,Multivitamins
146,2020-10-20,15311.0,Multivitamins
147,2020-10-21,15311.0,Multivitamins
148,2020-10-22,15311.0,Multivitamins
149,2020-10-23,12724.0,Multivitamins
150,2020-10-24,12724.0,Multivitamins
151,2020-10-25,12724.0,Multivitamins
152,2020-10-26,12724.0,Multivitamins
153,2020-10-27,16554.0,Multivitamins
154,2020-10-28,16554.0,Multivitamins
155,2020-10-29,16554.0,Multivitamins
156,2020-10-30,15994.0,Multivitamins
157,2020-10-31,14381.0,Multivitamins
158,2020-11-01,14381.0,Multivitamins
159,2020-11-02,14381.0,Multivitamins
160,2020-11-03,13695.0,Multivitamins
161,2020-11-04,13695.0,Multivitamins
162,2020-11-05,13695.0,Multivitamins
163,2020-11-06,14258.0,Multivitamins
164,2020-11-07,16467.0,Multivitamins
165,2020-11-08,16467.0,Multivitamins
166,2020-11-09,16467.0,Multivitamins
167,2020-11-10,15118.0,Multivitamins
168,2020-11-11,15118.0,Multivitamins
169,2020-11-12,15118.0,Multivitamins
170,2020-11-13,12877.0,Multivitamins
171,2020-11-14,12877.0,Multivitamins
172,2020-11-15,14755.0,Multivitamins
173,2020-11-16,14755.0,Multivitamins
174,2020-11-17,14755.0,Multivitamins
175,2020-11-18,15635.0,Multivitamins
176,2020-11-19,15635.0,Multivitamins
177,2020-11-20,15635.0,Multivitamins
178,2020-11-21,13394.0,Multivitamins
179,2020-11-22,13394.0,Multivitamins
180,2020-11-23,13394.0,Multivitamins
181,2020-11-24,13394.0,Multivitamins
182,2020-11-25,13394.0,Multivitamins
183,2020-11-26,13394.0,Multivitamins
184,2020-11-27,12997.0,Multivitamins
185,2020-11-28,15541.0,Multivitamins
186,2020-11-29,15541.0,Multivitamins
187,2020-11-30,15541.0,Multivitamins
188,2020-12-01,15541.0,Multivitamins
189,2020-12-02,13939.0,Multivitamins
190,2020-12-03,13939.0,Multivitamins
191,2020-12-04,13939.0,Multivitamins
192,2020-12-05,13939.0,Multivitamins
193,2020-12-06,13939.0,Multivitamins
194,2020-12-07,17566.0,Multivitamins
195,2020-12-08,17566.0,Multivitamins
196,2020-12-09,17566.0,Multivitamins
197,2020-12-10,17566.0,Multivitamins
198,2020-12-11,16457.0,Multivitamins
199,2020-12-12,16457.0,Multivitamins
200,2020-12-13,16457.0,Multivitamins
201,2020-12-14,14988.0,Multivitamins
202,2020-12-15,14988.0,Multivitamins
203,2020-12-16,14988.0,Multivitamins
204,2020-12-17,14099.0,Multivitamins
205,2020-12-18,14099.0,Multivitamins
206,2020-12-19,14099.0,Multivitamins
207,2020-12-20,11647.0,Multivitamins
208,2020-12-21,11647.0,Multivitamins
209,2020-12-22,13549.0,Multivitamins
210,2020-12-23,13549.0,Multivitamins
211,2020-12-24,13549.0,Multivitamins
212,2020-12-25,13549.0,Multivitamins
213,2020-12-26,12774.0,Multivitamins
214,2020-12-27,12774.0,Multivitamins
215,2020-12-28,12774.0,Multivitamins
216,2020-12-29,12774.0,Multivitamins
217,2020-12-30,11424.0,Multivitamins
218,2020-12-31,11424.0,Multivitamins
219,2021-01-01,11424.0,Multivitamins
220,2021-01-02,12589.0,Multivitamins
221,2021-01-03,12589.0,Multivitamins
222,2021-01-04,13266.0,Multivitamins
223,2021-01-05,13266.0,Multivitamins
224,2021-01-06,14142.0,Multivitamins
225,2021-01-07,14142.0,Multivitamins
226,2021-01-08,12197.0,Multivitamins
227,2021-01-09,12197.0,Multivitamins
228,2021-01-10,12197.0,Multivitamins
229,2021-01-11,16037.0,Multivitamins
230,2021-01-12,16037.0,Multivitamins
231,2021-01-13,16037.0,Multivitamins
232,2021-01-14,16499.0,Multivitamins
233,2021-01-15,16499.0,Multivitamins
234,2021-01-16,13186.0,Multivitamins
235,2021-01-17,13186.0,Multivitamins
236,2021-01-18,13409.0,Multivitamins
237,2021-01-19,13409.0,Multivitamins
238,2021-01-20,13450.0,Multivitamins
239,2021-01-21,13450.0,Multivitamins
240,2021-01-22,13450.0,Multivitamins
241,2021-01-23,14568.0,Multivitamins
242,2021-01-24,14568.0,Multivitamins
243,2021-01-25,12494.0,Multivitamins
244,2021-01-26,12494.0,Multivitamins
245,2021-01-27,9288.0,Multivitamins
246,2021-01-28,10257.0,Multivitamins
247,2021-01-29,10257.0,Multivitamins
248,2021-01-30,10257.0,Multivitamins
249,2021-01-31,10257.0,Multivitamins
250,2021-02-01,12032.0,Multivitamins
251,2021-02-02,12032.0,Multivitamins
252,2021-02-03,12032.0,Multivitamins
253,2021-02-04,12939.0,Multivitamins
254,2021-02-05,12939.0,Multivitamins
255,2021-02-06,12939.0,Multivitamins
256,2021-02-07,12939.0,Multivitamins
257,2021-02-08,11617.0,Multivitamins
258,2021-02-09,11617.0,Multivitamins
259,2021-02-10,11617.0,Multivitamins
260,2021-02-11,11421.0,Multivitamins
261,2021-02-12,10840.0,Multivitamins
262,2021-02-13,10840.0,Multivitamins
263,2021-02-14,10840.0,Multivitamins
264,2021-02-15,13472.0,Multivitamins
265,2021-02-16,13472.0,Multivitamins
266,2021-02-17,13384.0,Multivitamins
267,2021-02-18,13384.0,Multivitamins
268,2021-02-19,13384.0,Multivitamins
269,2021-02-20,11059.0,Multivitamins
270,2021-02-21,11059.0,Multivitamins
271,2021-02-22,11059.0,Multivitamins
272,2021-02-23,11600.0,Multivitamins
273,2021-02-24,11600.0,Multivitamins
274,2021-02-25,11600.0,Multivitamins
275,2021-02-26,11237.0,Multivitamins
276,2021-02-27,11237.0,Multivitamins
277,2021-02-28,11237.0,Multivitamins
278,2021-03-01,10563.0,Multivitamins
279,2021-03-02,10563.0,Multivitamins
280,2021-03-03,10704.0,Multivitamins
281,2021-03-04,10704.0,Multivitamins
282,2021-03-05,10324.0,Multivitamins
283,2021-03-06,11476.0,Multivitamins
284,2021-03-07,11476.0,Multivitamins
285,2021-03-08,13068.0,Multivitamins
286,2021-03-09,13068.0,Multivitamins
287,2021-03-10,13068.0,Multivitamins
288,2021-03-11,13068.0,Multivitamins
289,2021-03-12,10656.0,Multivitamins
290,2021-03-13,9779.0,Multivitamins
291,2021-03-14,9779.0,Multivitamins
292,2021-03-15,9779.0,Multivitamins
293,2021-03-16,9779.0,Multivitamins
294,2021-03-17,10979.0,Multivitamins
295,2021-03-18,10979.0,Multivitamins
296,2021-03-19,10979.0,Multivitamins
297,2021-03-20,9585.0,Multivitamins
298,2021-03-21,9585.0,Multivitamins
299,2021-03-22,9585.0,Multivitamins
300,2021-03-23,10063.0,Multivitamins
301,2021-03-24,10063.0,Multivitamins
302,2021-03-25,10063.0,Multivitamins
303,2021-03-26,10030.0,Multivitamins
304,2021-03-27,10030.0,Multivitamins
305,2021-03-28,10030.0,Multivitamins
306,2021-03-29,11192.0,Multivitamins
307,2021-03-30,11192.0,Multivitamins
308,2021-03-31,11192.0,Multivitamins
309,2021-04-01,11192.0,Multivitamins
310,2021-04-02,9769.0,Multivitamins
311,2021-04-03,9769.0,Multivitamins
312,2021-04-04,9769.0,Multivitamins
313,2021-04-05,10705.0,Multivitamins
314,2021-04-06,10705.0,Multivitamins
315,2021-04-07,10705.0,Multivitamins
316,2021-04-08,11818.0,Multivitamins
317,2021-04-09,11818.0,Multivitamins
318,2021-04-10,11818.0,Multivitamins
319,2021-04-11,12237.0,Multivitamins
320,2021-04-12,12237.0,Multivitamins
321,2021-04-13,12237.0,Multivitamins
322,2021-04-14,12056.0,Multivitamins
323,2021-04-15,12056.0,Multivitamins
324,2021-04-16,10928.0,Multivitamins
325,2021-04-17,10928.0,Multivitamins
326,2021-04-18,7707.0,Multivitamins
327,2021-04-19,7707.0,Multivitamins
328,2021-04-20,10474.0,Multivitamins
329,2021-04-21,11039.0,Multivitamins
330,2021-04-22,11039.0,Multivitamins
331,2021-04-23,9015.0,Multivitamins
332,2021-04-24,9015.0,Multivitamins
333,2021-04-25,9015.0,Multivitamins
334,2021-04-26,11602.0,Multivitamins
335,2021-04-27,11602.0,Multivitamins
336,2021-04-28,10582.0,Multivitamins
337,2021-04-29,10582.0,Multivitamins
338,2021-04-30,9695.0,Multivitamins
339,2021-05-01,10246.0,Multivitamins
340,2021-05-02,10246.0,Multivitamins
341,2021-05-03,9354.0,Multivitamins
342,2021-05-04,9354.0,Multivitamins
343,2021-05-05,10466.0,Multivitamins
344,2021-05-06,10466.0,Multivitamins
345,2021-05-07,11431.0,Multivitamins
346,2021-05-08,11431.0,Multivitamins
347,2021-05-09,11431.0,Multivitamins
348,2021-05-10,10501.0,Multivitamins
349,2021-05-11,10501.0,Multivitamins
350,2021-05-12,10425.0,Multivitamins
351,2021-05-13,10425.0,Multivitamins
352,2021-05-14,11331.0,Multivitamins
353,2021-05-15,11331.0,Multivitamins
354,2021-05-16,11840.0,Multivitamins
355,2021-05-17,11840.0,Multivitamins
356,2021-05-18,10409.0,Multivitamins
357,2021-05-19,10409.0,Multivitamins
358,2021-05-20,9316.0,Multivitamins
359,2021-05-21,9403.0,Multivitamins
360,2021-05-22,9403.0,Multivitamins
361,2021-05-23,10035.0,Multivitamins
362,2021-05-24,10035.0,Multivitamins
363,2021-05-25,10035.0,Multivitamins
364,2021-05-26,9927.0,Multivitamins
365,2021-05-27,9927.0,Multivitamins
366,2021-05-28,10181.0,Multivitamins
367,2021-05-29,10181.0,Multivitamins
368,2021-05-30,9980.0,Multivitamins
369,2021-05-31,9980.0,Multivitamins
370,2021-06-01,9472.0,Multivitamins
371,2021-06-02,9472.0,Multivitamins
372,2021-06-03,9472.0,Multivitamins
373,2021-06-04,9274.0,Multivitamins
374,2021-06-05,9274.0,Multivitamins
375,2021-06-06,9274.0,Multivitamins
376,2021-06-07,9668.0,Multivitamins
377,2021-06-08,9668.0,Multivitamins
378,2021-06-09,11280.0,Multivitamins
379,2021-06-10,11280.0,Multivitamins
380,2021-06-11,10437.0,Multivitamins
381,2021-06-12,10437.0,Multivitamins
382,2021-06-13,10437.0,Multivitamins
383,2021-06-14,12181.0,Multivitamins
384,2021-06-15,12181.0,Multivitamins
385,2021-06-16,35815.0,Multivitamins
386,2021-06-17,28874.0,Multivitamins
387,2021-06-18,28874.0,Multivitamins
388,2021-06-19,11634.0,Multivitamins
389,2021-06-20,11634.0,Multivitamins
390,2021-06-21,11921.0,Multivitamins
391,2021-06-22,11827.0,Multivitamins
392,2021-06-23,11827.0,Multivitamins
393,2021-06-24,9126.0,Multivitamins
394,2021-06-25,9126.0,Multivitamins
395,2021-06-26,9126.0,Multivitamins
396,2021-06-27,9126.0,Multivitamins
397,2021-06-28,10792.0,Multivitamins
398,2021-06-29,10792.0,Multivitamins
399,2021-06-30,10241.0,Multivitamins
400,2021-07-01,10241.0,Multivitamins
401,2021-07-02,8740.0,Multivitamins
402,2021-07-03,8740.0,Multivitamins
403,2021-07-04,9738.0,Multivitamins
404,2021-07-05,9738.0,Multivitamins
405,2021-07-06,9738.0,Multivitamins
406,2021-07-07,8798.0,Multivitamins
407,2021-07-08,8798.0,Multivitamins
408,2021-07-09,8833.0,Multivitamins
409,2021-07-10,9157.0,Multivitamins
