,date,value,name_B08DLM5TRH
0,2020-07-25,27015.0,Log Carriers & Holders
1,2020-07-26,27015.0,Log Carriers & Holders
2,2020-07-27,27015.0,Log Carriers & Holders
3,2020-07-28,23466.0,Log Carriers & Holders
4,2020-07-29,20232.0,Log Carriers & Holders
5,2020-07-30,30733.0,Log Carriers & Holders
6,2020-07-31,30733.0,Log Carriers & Holders
7,2020-08-01,30733.0,Log Carriers & Holders
8,2020-08-02,30733.0,Log Carriers & Holders
9,2020-08-03,19899.0,Log Carriers & Holders
10,2020-08-04,19899.0,Log Carriers & Holders
11,2020-08-05,26447.0,Log Carriers & Holders
12,2020-08-06,26447.0,Log Carriers & Holders
13,2020-08-07,26180.0,Log Carriers & Holders
14,2020-08-08,26180.0,Log Carriers & Holders
15,2020-08-09,26180.0,Log Carriers & Holders
16,2020-08-10,19568.0,Log Carriers & Holders
17,2020-08-11,24331.0,Log Carriers & Holders
18,2020-08-12,24331.0,Log Carriers & Holders
19,2020-08-13,20972.0,Log Carriers & Holders
20,2020-08-14,21666.0,Log Carriers & Holders
21,2020-08-15,20777.0,Log Carriers & Holders
22,2020-08-16,20777.0,Log Carriers & Holders
23,2020-08-17,14676.0,Log Carriers & Holders
24,2020-08-18,14676.0,Log Carriers & Holders
25,2020-08-19,14676.0,Log Carriers & Holders
26,2020-08-20,14676.0,Log Carriers & Holders
27,2020-08-21,14676.0,Log Carriers & Holders
28,2020-08-22,15040.0,Log Carriers & Holders
29,2020-08-23,15040.0,Log Carriers & Holders
30,2020-08-24,15040.0,Log Carriers & Holders
31,2020-08-25,13907.0,Log Carriers & Holders
32,2020-08-26,14004.0,Log Carriers & Holders
33,2020-08-27,14004.0,Log Carriers & Holders
34,2020-08-28,14004.0,Log Carriers & Holders
35,2020-08-29,14004.0,Log Carriers & Holders
36,2020-08-30,14004.0,Log Carriers & Holders
37,2020-08-31,11235.0,Log Carriers & Holders
38,2020-09-01,11289.0,Log Carriers & Holders
39,2020-09-02,11794.0,Log Carriers & Holders
40,2020-09-03,11794.0,Log Carriers & Holders
41,2020-09-04,11794.0,Log Carriers & Holders
42,2020-09-05,11794.0,Log Carriers & Holders
43,2020-09-06,11794.0,Log Carriers & Holders
44,2020-09-07,8672.0,Log Carriers & Holders
45,2020-09-08,8672.0,Log Carriers & Holders
46,2020-09-09,6326.0,Log Carriers & Holders
47,2020-09-10,6326.0,Log Carriers & Holders
48,2020-09-11,7486.0,Log Carriers & Holders
49,2020-09-12,7486.0,Log Carriers & Holders
50,2020-09-13,7486.0,Log Carriers & Holders
51,2020-09-14,7310.0,Log Carriers & Holders
52,2020-09-15,7310.0,Log Carriers & Holders
53,2020-09-16,5790.0,Log Carriers & Holders
54,2020-09-17,5790.0,Log Carriers & Holders
55,2020-09-18,5790.0,Log Carriers & Holders
56,2020-09-19,5935.0,Log Carriers & Holders
57,2020-09-20,5935.0,Log Carriers & Holders
58,2020-09-21,5935.0,Log Carriers & Holders
59,2020-09-22,2994.0,Log Carriers & Holders
60,2020-09-23,2994.0,Log Carriers & Holders
61,2020-09-24,2994.0,Log Carriers & Holders
62,2020-09-25,4154.0,Log Carriers & Holders
63,2020-09-26,4529.0,Log Carriers & Holders
64,2020-09-27,4529.0,Log Carriers & Holders
65,2020-09-28,4529.0,Log Carriers & Holders
66,2020-09-29,4573.0,Log Carriers & Holders
67,2020-09-30,6533.0,Log Carriers & Holders
68,2020-10-01,6533.0,Log Carriers & Holders
69,2020-10-02,6533.0,Log Carriers & Holders
70,2020-10-03,4070.0,Log Carriers & Holders
71,2020-10-04,4070.0,Log Carriers & Holders
72,2020-10-05,4070.0,Log Carriers & Holders
73,2020-10-06,3569.0,Log Carriers & Holders
74,2020-10-07,3569.0,Log Carriers & Holders
75,2020-10-08,3569.0,Log Carriers & Holders
76,2020-10-09,3569.0,Log Carriers & Holders
77,2020-10-10,3414.0,Log Carriers & Holders
78,2020-10-11,3414.0,Log Carriers & Holders
79,2020-10-12,3290.0,Log Carriers & Holders
80,2020-10-13,4386.0,Log Carriers & Holders
81,2020-10-14,5147.0,Log Carriers & Holders
82,2020-10-15,5147.0,Log Carriers & Holders
83,2020-10-16,5147.0,Log Carriers & Holders
84,2020-10-17,2847.0,Log Carriers & Holders
85,2020-10-18,2213.0,Log Carriers & Holders
86,2020-10-19,1507.0,Log Carriers & Holders
87,2020-10-20,2302.0,Log Carriers & Holders
88,2020-10-21,2302.0,Log Carriers & Holders
89,2020-10-22,3039.0,Log Carriers & Holders
90,2020-10-23,3015.0,Log Carriers & Holders
91,2020-10-24,3015.0,Log Carriers & Holders
92,2020-10-25,2005.0,Log Carriers & Holders
93,2020-10-26,2042.0,Log Carriers & Holders
94,2020-10-27,2042.0,Log Carriers & Holders
95,2020-10-28,1588.0,Log Carriers & Holders
96,2020-10-29,1588.0,Log Carriers & Holders
97,2020-10-30,1329.0,Log Carriers & Holders
98,2020-10-31,1329.0,Log Carriers & Holders
99,2020-11-01,830.0,Log Carriers & Holders
100,2020-11-02,843.0,Log Carriers & Holders
101,2020-11-03,843.0,Log Carriers & Holders
102,2020-11-04,988.0,Log Carriers & Holders
103,2020-11-05,988.0,Log Carriers & Holders
104,2020-11-06,1419.0,Log Carriers & Holders
105,2020-11-07,1419.0,Log Carriers & Holders
106,2020-11-08,1419.0,Log Carriers & Holders
107,2020-11-09,1269.0,Log Carriers & Holders
108,2020-11-10,1269.0,Log Carriers & Holders
109,2020-11-11,1312.0,Log Carriers & Holders
110,2020-11-12,1305.0,Log Carriers & Holders
111,2020-11-13,1305.0,Log Carriers & Holders
112,2020-11-14,1367.0,Log Carriers & Holders
113,2020-11-15,1110.0,Log Carriers & Holders
114,2020-11-16,1110.0,Log Carriers & Holders
115,2020-11-17,1110.0,Log Carriers & Holders
116,2020-11-18,1212.0,Log Carriers & Holders
117,2020-11-19,1071.0,Log Carriers & Holders
118,2020-11-20,1450.0,Log Carriers & Holders
119,2020-11-21,1450.0,Log Carriers & Holders
120,2020-11-22,1446.0,Log Carriers & Holders
121,2020-11-23,1532.0,Log Carriers & Holders
122,2020-11-24,1532.0,Log Carriers & Holders
123,2020-11-25,1679.0,Log Carriers & Holders
124,2020-11-26,1702.0,Log Carriers & Holders
125,2020-11-27,1702.0,Log Carriers & Holders
126,2020-11-28,1702.0,Log Carriers & Holders
127,2020-11-29,1746.0,Log Carriers & Holders
128,2020-11-30,1746.0,Log Carriers & Holders
129,2020-12-01,1670.0,Log Carriers & Holders
130,2020-12-02,1670.0,Log Carriers & Holders
131,2020-12-03,1670.0,Log Carriers & Holders
132,2020-12-04,1081.0,Log Carriers & Holders
133,2020-12-05,1081.0,Log Carriers & Holders
134,2020-12-06,1231.0,Log Carriers & Holders
135,2020-12-07,1378.0,Log Carriers & Holders
136,2020-12-08,1278.0,Log Carriers & Holders
137,2020-12-09,1268.0,Log Carriers & Holders
138,2020-12-10,1219.0,Log Carriers & Holders
139,2020-12-11,1175.0,Log Carriers & Holders
140,2020-12-12,1210.0,Log Carriers & Holders
141,2020-12-13,1088.0,Log Carriers & Holders
142,2020-12-14,854.0,Log Carriers & Holders
143,2020-12-15,846.0,Log Carriers & Holders
144,2020-12-16,709.0,Log Carriers & Holders
145,2020-12-17,731.0,Log Carriers & Holders
146,2020-12-18,675.0,Log Carriers & Holders
147,2020-12-19,675.0,Log Carriers & Holders
148,2020-12-20,594.0,Log Carriers & Holders
149,2020-12-21,815.0,Log Carriers & Holders
150,2020-12-22,803.0,Log Carriers & Holders
151,2020-12-23,846.0,Log Carriers & Holders
152,2020-12-24,1007.0,Log Carriers & Holders
153,2020-12-25,1021.0,Log Carriers & Holders
154,2020-12-26,954.0,Log Carriers & Holders
155,2020-12-27,1101.0,Log Carriers & Holders
156,2020-12-28,1293.0,Log Carriers & Holders
157,2020-12-29,1271.0,Log Carriers & Holders
158,2020-12-30,1487.0,Log Carriers & Holders
159,2020-12-31,1516.0,Log Carriers & Holders
160,2021-01-01,1391.0,Log Carriers & Holders
161,2021-01-02,1391.0,Log Carriers & Holders
162,2021-01-03,1391.0,Log Carriers & Holders
163,2021-01-04,1391.0,Log Carriers & Holders
164,2021-01-05,1391.0,Log Carriers & Holders
165,2021-01-06,2106.0,Log Carriers & Holders
166,2021-01-07,2106.0,Log Carriers & Holders
167,2021-01-08,2204.0,Log Carriers & Holders
168,2021-01-09,2041.0,Log Carriers & Holders
169,2021-01-10,2041.0,Log Carriers & Holders
170,2021-01-11,1793.0,Log Carriers & Holders
171,2021-01-12,2132.0,Log Carriers & Holders
172,2021-01-13,2132.0,Log Carriers & Holders
173,2021-01-14,2132.0,Log Carriers & Holders
174,2021-01-15,3245.0,Log Carriers & Holders
175,2021-01-16,2898.0,Log Carriers & Holders
176,2021-01-17,2898.0,Log Carriers & Holders
177,2021-01-18,2239.0,Log Carriers & Holders
178,2021-01-19,2239.0,Log Carriers & Holders
179,2021-01-20,3305.0,Log Carriers & Holders
180,2021-01-21,3305.0,Log Carriers & Holders
181,2021-01-22,3305.0,Log Carriers & Holders
182,2021-01-23,3666.0,Log Carriers & Holders
183,2021-01-24,3666.0,Log Carriers & Holders
184,2021-01-25,2360.0,Log Carriers & Holders
185,2021-01-26,2360.0,Log Carriers & Holders
186,2021-01-27,2360.0,Log Carriers & Holders
187,2021-01-28,3485.0,Log Carriers & Holders
188,2021-01-29,3485.0,Log Carriers & Holders
189,2021-01-30,2564.0,Log Carriers & Holders
190,2021-01-31,2564.0,Log Carriers & Holders
191,2021-02-01,2120.0,Log Carriers & Holders
192,2021-02-02,2120.0,Log Carriers & Holders
193,2021-02-03,3045.0,Log Carriers & Holders
194,2021-02-04,3045.0,Log Carriers & Holders
195,2021-02-05,3045.0,Log Carriers & Holders
196,2021-02-06,3947.0,Log Carriers & Holders
197,2021-02-07,2763.0,Log Carriers & Holders
198,2021-02-08,2763.0,Log Carriers & Holders
199,2021-02-09,2763.0,Log Carriers & Holders
200,2021-02-10,3030.0,Log Carriers & Holders
201,2021-02-11,3030.0,Log Carriers & Holders
202,2021-02-12,3030.0,Log Carriers & Holders
203,2021-02-13,2605.0,Log Carriers & Holders
204,2021-02-14,2605.0,Log Carriers & Holders
205,2021-02-15,2605.0,Log Carriers & Holders
206,2021-02-16,1849.0,Log Carriers & Holders
207,2021-02-17,1849.0,Log Carriers & Holders
208,2021-02-18,2710.0,Log Carriers & Holders
209,2021-02-19,2710.0,Log Carriers & Holders
210,2021-02-20,2710.0,Log Carriers & Holders
211,2021-02-21,3502.0,Log Carriers & Holders
212,2021-02-22,3502.0,Log Carriers & Holders
213,2021-02-23,4686.0,Log Carriers & Holders
214,2021-02-24,4686.0,Log Carriers & Holders
215,2021-02-25,4686.0,Log Carriers & Holders
216,2021-02-26,7367.0,Log Carriers & Holders
217,2021-02-27,7367.0,Log Carriers & Holders
218,2021-02-28,7367.0,Log Carriers & Holders
219,2021-03-01,7739.0,Log Carriers & Holders
220,2021-03-02,7739.0,Log Carriers & Holders
221,2021-03-03,9551.0,Log Carriers & Holders
222,2021-03-04,9551.0,Log Carriers & Holders
223,2021-03-05,10873.0,Log Carriers & Holders
224,2021-03-06,10873.0,Log Carriers & Holders
