,date,value,name_B07QXN7TMP
108,2019-08-12,746354.0,Paints
109,2019-08-13,746354.0,Paints
110,2019-08-14,746354.0,Paints
111,2019-08-15,746354.0,Paints
112,2019-08-16,746354.0,Paints
113,2019-08-17,745363.0,Paints
114,2019-08-18,745363.0,Paints
115,2019-08-19,745363.0,Paints
116,2019-08-20,745363.0,Paints
117,2019-08-21,745363.0,Paints
118,2019-08-22,752710.0,Paints
119,2019-08-23,752710.0,Paints
120,2019-08-24,755082.0,Paints
121,2019-08-25,755082.0,Paints
122,2019-08-26,755082.0,Paints
123,2019-08-27,755082.0,Paints
124,2019-08-28,755082.0,Paints
125,2019-08-29,755082.0,Paints
126,2019-08-30,755082.0,Paints
127,2019-08-31,762208.0,Paints
128,2019-09-01,762208.0,Paints
129,2019-09-02,762208.0,Paints
130,2019-09-03,764036.0,Paints
131,2019-09-04,764036.0,Paints
132,2019-09-05,764036.0,Paints
133,2019-09-06,768445.0,Paints
134,2019-09-07,768445.0,Paints
135,2019-09-08,768445.0,Paints
136,2019-09-09,768445.0,Paints
137,2019-09-10,771868.0,Paints
138,2019-09-11,771868.0,Paints
139,2019-09-12,773486.0,Paints
140,2019-09-13,773486.0,Paints
141,2019-09-14,774376.0,Paints
142,2019-09-15,774376.0,Paints
143,2019-09-16,774376.0,Paints
144,2019-09-17,776240.0,Paints
145,2019-09-18,776240.0,Paints
146,2019-09-19,776240.0,Paints
147,2019-09-20,777539.0,Paints
148,2019-09-21,777539.0,Paints
149,2019-09-22,777539.0,Paints
150,2019-09-23,777539.0,Paints
151,2019-09-24,780634.0,Paints
152,2019-09-25,781332.0,Paints
153,2019-09-26,781914.0,Paints
154,2019-09-27,781914.0,Paints
155,2019-09-28,781914.0,Paints
156,2019-09-29,781914.0,Paints
157,2019-09-30,782137.0,Paints
158,2019-10-01,782137.0,Paints
159,2019-10-02,784966.0,Paints
160,2019-10-03,784966.0,Paints
161,2019-10-04,784966.0,Paints
162,2019-10-05,784966.0,Paints
163,2019-10-06,784966.0,Paints
164,2019-10-07,784966.0,Paints
165,2019-10-08,789703.0,Paints
166,2019-10-09,789703.0,Paints
167,2019-10-10,789703.0,Paints
168,2019-10-11,790519.0,Paints
169,2019-10-12,790519.0,Paints
170,2019-10-13,790519.0,Paints
171,2019-10-14,790519.0,Paints
172,2019-10-15,791627.0,Paints
173,2019-10-16,791627.0,Paints
174,2019-10-17,791627.0,Paints
175,2019-10-18,791627.0,Paints
176,2019-10-19,793453.0,Paints
177,2019-10-20,793453.0,Paints
178,2019-10-21,793453.0,Paints
179,2019-10-22,796174.0,Paints
180,2019-10-23,796174.0,Paints
181,2019-10-24,796174.0,Paints
182,2019-10-25,798824.0,Paints
183,2019-10-26,798824.0,Paints
184,2019-10-27,798824.0,Paints
185,2019-10-28,798720.0,Paints
186,2019-10-29,798720.0,Paints
187,2019-10-30,798720.0,Paints
188,2019-10-31,798720.0,Paints
189,2019-11-01,792234.0,Paints
190,2019-11-02,792177.0,Paints
191,2019-11-03,792177.0,Paints
192,2019-11-04,792177.0,Paints
193,2019-11-05,792177.0,Paints
194,2019-11-06,795542.0,Paints
195,2019-11-07,795542.0,Paints
196,2019-11-08,795542.0,Paints
197,2019-11-09,797800.0,Paints
198,2019-11-10,797991.0,Paints
199,2019-11-11,797991.0,Paints
200,2019-11-12,797991.0,Paints
201,2019-11-13,801253.0,Paints
202,2019-11-14,801253.0,Paints
203,2019-11-15,801253.0,Paints
204,2019-11-16,801253.0,Paints
205,2019-11-17,804840.0,Paints
206,2019-11-18,804840.0,Paints
207,2019-11-19,804840.0,Paints
208,2019-11-20,804840.0,Paints
209,2019-11-21,804840.0,Paints
210,2019-11-22,810825.0,Paints
211,2019-11-23,810825.0,Paints
212,2019-11-24,810825.0,Paints
213,2019-11-25,810825.0,Paints
214,2019-11-26,810825.0,Paints
215,2019-11-27,816666.0,Paints
216,2019-11-28,816666.0,Paints
217,2019-11-29,816666.0,Paints
218,2019-11-30,817111.0,Paints
219,2019-12-01,817111.0,Paints
220,2019-12-02,817111.0,Paints
221,2019-12-03,817111.0,Paints
222,2019-12-04,828276.0,Paints
223,2019-12-05,828276.0,Paints
224,2019-12-06,831613.0,Paints
225,2019-12-07,831613.0,Paints
226,2019-12-08,831613.0,Paints
227,2019-12-09,835806.0,Paints
228,2019-12-10,835806.0,Paints
229,2019-12-11,835806.0,Paints
230,2019-12-12,835806.0,Paints
231,2019-12-13,835806.0,Paints
232,2019-12-14,843741.0,Paints
233,2019-12-15,843741.0,Paints
234,2019-12-16,847450.0,Paints
235,2019-12-17,847450.0,Paints
236,2019-12-18,847450.0,Paints
237,2019-12-19,846798.0,Paints
238,2019-12-20,846798.0,Paints
239,2019-12-21,846798.0,Paints
240,2019-12-22,846798.0,Paints
241,2019-12-23,846798.0,Paints
242,2019-12-24,846798.0,Paints
243,2019-12-25,844803.0,Paints
244,2019-12-26,844251.0,Paints
245,2019-12-27,844251.0,Paints
246,2019-12-28,844251.0,Paints
247,2019-12-29,844251.0,Paints
248,2019-12-30,847229.0,Paints
249,2019-12-31,847229.0,Paints
250,2020-01-01,847229.0,Paints
251,2020-01-02,847229.0,Paints
252,2020-01-03,847229.0,Paints
253,2020-01-04,847229.0,Paints
254,2020-01-05,847392.0,Paints
255,2020-01-06,847392.0,Paints
256,2020-01-07,847392.0,Paints
257,2020-01-08,847392.0,Paints
258,2020-01-09,847392.0,Paints
259,2020-01-10,847392.0,Paints
260,2020-01-11,847392.0,Paints
261,2020-01-12,847392.0,Paints
262,2020-01-13,847392.0,Paints
263,2020-01-14,851086.0,Paints
264,2020-01-15,851086.0,Paints
265,2020-01-16,851086.0,Paints
266,2020-01-17,851086.0,Paints
267,2020-01-18,851086.0,Paints
268,2020-01-19,851086.0,Paints
269,2020-01-20,854417.0,Paints
270,2020-01-21,854417.0,Paints
271,2020-01-22,854417.0,Paints
272,2020-01-23,858078.0,Paints
273,2020-01-24,858078.0,Paints
274,2020-01-25,860151.0,Paints
275,2020-01-26,860151.0,Paints
276,2020-01-27,860151.0,Paints
277,2020-01-28,860151.0,Paints
278,2020-01-29,862480.0,Paints
279,2020-01-30,862480.0,Paints
280,2020-01-31,862480.0,Paints
281,2020-02-01,864516.0,Paints
282,2020-02-02,864516.0,Paints
283,2020-02-03,864516.0,Paints
284,2020-02-04,864516.0,Paints
285,2020-02-05,864516.0,Paints
286,2020-02-06,864516.0,Paints
287,2020-02-07,864516.0,Paints
288,2020-02-08,864872.0,Paints
289,2020-02-09,864872.0,Paints
290,2020-02-10,864872.0,Paints
291,2020-02-11,864872.0,Paints
292,2020-02-12,864872.0,Paints
293,2020-02-13,862677.0,Paints
294,2020-02-14,862677.0,Paints
295,2020-02-15,862677.0,Paints
296,2020-02-16,862677.0,Paints
297,2020-02-17,862677.0,Paints
298,2020-02-18,860101.0,Paints
299,2020-02-19,915317.0,Paints
300,2020-02-20,915317.0,Paints
301,2020-02-21,915317.0,Paints
302,2020-02-22,915317.0,Paints
303,2020-02-23,915317.0,Paints
304,2020-02-24,915317.0,Paints
305,2020-02-25,915317.0,Paints
306,2020-02-26,862628.0,Paints
307,2020-02-27,862628.0,Paints
308,2020-02-28,862628.0,Paints
309,2020-02-29,862628.0,Paints
310,2020-03-01,862628.0,Paints
311,2020-03-02,862628.0,Paints
312,2020-03-03,862628.0,Paints
313,2020-03-04,867453.0,Paints
314,2020-03-05,867453.0,Paints
315,2020-03-06,867453.0,Paints
316,2020-03-07,867453.0,Paints
317,2020-03-08,867453.0,Paints
318,2020-03-09,869261.0,Paints
319,2020-03-10,869261.0,Paints
320,2020-03-11,869261.0,Paints
321,2020-03-12,869261.0,Paints
322,2020-03-13,869261.0,Paints
323,2020-03-14,913838.0,Paints
324,2020-03-15,913838.0,Paints
325,2020-03-16,913838.0,Paints
326,2020-03-17,913838.0,Paints
327,2020-03-18,918606.0,Paints
328,2020-03-19,919233.0,Paints
329,2020-03-20,919233.0,Paints
330,2020-03-21,919233.0,Paints
331,2020-03-22,919233.0,Paints
332,2020-03-23,924136.0,Paints
333,2020-03-24,924136.0,Paints
334,2020-03-25,924136.0,Paints
335,2020-03-26,924136.0,Paints
336,2020-03-27,924136.0,Paints
337,2020-03-28,924136.0,Paints
338,2020-03-29,939427.0,Paints
339,2020-03-30,939427.0,Paints
340,2020-03-31,939427.0,Paints
341,2020-04-01,948108.0,Paints
342,2020-04-02,948108.0,Paints
343,2020-04-03,948108.0,Paints
344,2020-04-04,948108.0,Paints
345,2020-04-05,948108.0,Paints
346,2020-04-06,948108.0,Paints
347,2020-04-07,948108.0,Paints
348,2020-04-08,-1.0,Paints
349,2020-04-09,-1.0,Paints
350,2020-04-10,-1.0,Paints
351,2020-04-11,-1.0,Paints
352,2020-04-12,-1.0,Paints
353,2020-04-13,-1.0,Paints
354,2020-04-14,-1.0,Paints
355,2020-04-15,-1.0,Paints
356,2020-04-16,-1.0,Paints
357,2020-04-17,-1.0,Paints
358,2020-04-18,-1.0,Paints
359,2020-04-19,-1.0,Paints
360,2020-04-20,-1.0,Paints
361,2020-04-21,-1.0,Paints
362,2020-04-22,-1.0,Paints
363,2020-04-23,-1.0,Paints
364,2020-04-24,-1.0,Paints
365,2020-04-25,-1.0,Paints
366,2020-04-26,-1.0,Paints
367,2020-04-27,-1.0,Paints
368,2020-04-28,-1.0,Paints
369,2020-04-29,-1.0,Paints
370,2020-04-30,-1.0,Paints
371,2020-05-01,-1.0,Paints
372,2020-05-02,-1.0,Paints
373,2020-05-03,-1.0,Paints
374,2020-05-04,-1.0,Paints
375,2020-05-05,-1.0,Paints
376,2020-05-06,-1.0,Paints
377,2020-05-07,-1.0,Paints
378,2020-05-08,-1.0,Paints
379,2020-05-09,-1.0,Paints
380,2020-05-10,-1.0,Paints
381,2020-05-11,-1.0,Paints
382,2020-05-12,-1.0,Paints
383,2020-05-13,-1.0,Paints
384,2020-05-14,-1.0,Paints
385,2020-05-15,-1.0,Paints
386,2020-05-16,-1.0,Paints
387,2020-05-17,-1.0,Paints
388,2020-05-18,-1.0,Paints
389,2020-05-19,-1.0,Paints
390,2020-05-20,-1.0,Paints
391,2020-05-21,-1.0,Paints
392,2020-05-22,-1.0,Paints
393,2020-05-23,-1.0,Paints
394,2020-05-24,-1.0,Paints
395,2020-05-25,-1.0,Paints
396,2020-05-26,5062.0,Paints
397,2020-05-27,4248.0,Paints
398,2020-05-28,4248.0,Paints
399,2020-05-29,4248.0,Paints
400,2020-05-30,7048.0,Paints
401,2020-05-31,7048.0,Paints
402,2020-06-01,7048.0,Paints
403,2020-06-02,7048.0,Paints
404,2020-06-03,5768.0,Paints
405,2020-06-04,5768.0,Paints
406,2020-06-05,5768.0,Paints
407,2020-06-06,5768.0,Paints
408,2020-06-07,6798.0,Paints
409,2020-06-08,6798.0,Paints
410,2020-06-09,6798.0,Paints
411,2020-06-10,6798.0,Paints
412,2020-06-11,6798.0,Paints
413,2020-06-12,6798.0,Paints
414,2020-06-13,6798.0,Paints
415,2020-06-14,6798.0,Paints
416,2020-06-15,7021.0,Paints
417,2020-06-16,7021.0,Paints
418,2020-06-17,7021.0,Paints
419,2020-06-18,7021.0,Paints
420,2020-06-19,7021.0,Paints
421,2020-06-20,7021.0,Paints
422,2020-06-21,2697.0,Paints
423,2020-06-22,2697.0,Paints
424,2020-06-23,2697.0,Paints
425,2020-06-24,3027.0,Paints
426,2020-06-25,3027.0,Paints
427,2020-06-26,2246.0,Paints
428,2020-06-27,2235.0,Paints
429,2020-06-28,2235.0,Paints
430,2020-06-29,2235.0,Paints
431,2020-06-30,3726.0,Paints
432,2020-07-01,3142.0,Paints
433,2020-07-02,3142.0,Paints
434,2020-07-03,3142.0,Paints
435,2020-07-04,3142.0,Paints
436,2020-07-05,2966.0,Paints
437,2020-07-06,2966.0,Paints
438,2020-07-07,4323.0,Paints
439,2020-07-08,4323.0,Paints
440,2020-07-09,4323.0,Paints
441,2020-07-10,4323.0,Paints
442,2020-07-11,4023.0,Paints
443,2020-07-12,4596.0,Paints
444,2020-07-13,4596.0,Paints
445,2020-07-14,4596.0,Paints
446,2020-07-15,5015.0,Paints
447,2020-07-16,5015.0,Paints
448,2020-07-17,4700.0,Paints
449,2020-07-18,4700.0,Paints
450,2020-07-19,4700.0,Paints
451,2020-07-20,4700.0,Paints
452,2020-07-21,4700.0,Paints
453,2020-07-22,3706.0,Paints
454,2020-07-23,4141.0,Paints
455,2020-07-24,4141.0,Paints
456,2020-07-25,3965.0,Paints
457,2020-07-26,3929.0,Paints
458,2020-07-27,4109.0,Paints
459,2020-07-28,6404.0,Paints
460,2020-07-29,6404.0,Paints
461,2020-07-30,6404.0,Paints
462,2020-07-31,6404.0,Paints
463,2020-08-01,3542.0,Paints
464,2020-08-02,3542.0,Paints
465,2020-08-03,3542.0,Paints
466,2020-08-04,6893.0,Paints
467,2020-08-05,4962.0,Paints
468,2020-08-06,5051.0,Paints
469,2020-08-07,5051.0,Paints
470,2020-08-08,5051.0,Paints
471,2020-08-09,4926.0,Paints
472,2020-08-10,4926.0,Paints
473,2020-08-11,4926.0,Paints
474,2020-08-12,4926.0,Paints
475,2020-08-13,4926.0,Paints
476,2020-08-14,3856.0,Paints
477,2020-08-15,3856.0,Paints
478,2020-08-16,3948.0,Paints
479,2020-08-17,3948.0,Paints
480,2020-08-18,3948.0,Paints
481,2020-08-19,3948.0,Paints
482,2020-08-20,4247.0,Paints
483,2020-08-21,4247.0,Paints
484,2020-08-22,5281.0,Paints
485,2020-08-23,5281.0,Paints
486,2020-08-24,5281.0,Paints
487,2020-08-25,5667.0,Paints
488,2020-08-26,3019.0,Paints
489,2020-08-27,3019.0,Paints
490,2020-08-28,4416.0,Paints
491,2020-08-29,4416.0,Paints
492,2020-08-30,4416.0,Paints
493,2020-08-31,4695.0,Paints
494,2020-09-01,4695.0,Paints
495,2020-09-02,4695.0,Paints
496,2020-09-03,3397.0,Paints
497,2020-09-04,4486.0,Paints
498,2020-09-05,4486.0,Paints
499,2020-09-06,4486.0,Paints
500,2020-09-07,3033.0,Paints
501,2020-09-08,3033.0,Paints
502,2020-09-09,3933.0,Paints
503,2020-09-10,3933.0,Paints
504,2020-09-11,3933.0,Paints
505,2020-09-12,4319.0,Paints
506,2020-09-13,4319.0,Paints
507,2020-09-14,4319.0,Paints
508,2020-09-15,6181.0,Paints
509,2020-09-16,6181.0,Paints
510,2020-09-17,3480.0,Paints
511,2020-09-18,3480.0,Paints
512,2020-09-19,4556.0,Paints
513,2020-09-20,4556.0,Paints
514,2020-09-21,3612.0,Paints
515,2020-09-22,4352.0,Paints
516,2020-09-23,4352.0,Paints
517,2020-09-24,5441.0,Paints
518,2020-09-25,5441.0,Paints
519,2020-09-26,5441.0,Paints
520,2020-09-27,5441.0,Paints
521,2020-09-28,3525.0,Paints
522,2020-09-29,3525.0,Paints
523,2020-09-30,3525.0,Paints
524,2020-10-01,3666.0,Paints
525,2020-10-02,4404.0,Paints
526,2020-10-03,3671.0,Paints
527,2020-10-04,3841.0,Paints
528,2020-10-05,3841.0,Paints
529,2020-10-06,3737.0,Paints
530,2020-10-07,3737.0,Paints
531,2020-10-08,3356.0,Paints
532,2020-10-09,3356.0,Paints
533,2020-10-10,3356.0,Paints
534,2020-10-11,3356.0,Paints
535,2020-10-12,3999.0,Paints
536,2020-10-13,3999.0,Paints
537,2020-10-14,3999.0,Paints
538,2020-10-15,3302.0,Paints
539,2020-10-16,3302.0,Paints
540,2020-10-17,3302.0,Paints
541,2020-10-18,3758.0,Paints
542,2020-10-19,3758.0,Paints
543,2020-10-20,3758.0,Paints
544,2020-10-21,3741.0,Paints
545,2020-10-22,3741.0,Paints
546,2020-10-23,5635.0,Paints
547,2020-10-24,5635.0,Paints
548,2020-10-25,3846.0,Paints
549,2020-10-26,3846.0,Paints
550,2020-10-27,4394.0,Paints
551,2020-10-28,4394.0,Paints
552,2020-10-29,7212.0,Paints
553,2020-10-30,9971.0,Paints
554,2020-10-31,9971.0,Paints
555,2020-11-01,9971.0,Paints
556,2020-11-02,4827.0,Paints
557,2020-11-03,4827.0,Paints
558,2020-11-04,4827.0,Paints
559,2020-11-05,10094.0,Paints
560,2020-11-06,10094.0,Paints
561,2020-11-07,10094.0,Paints
562,2020-11-08,5672.0,Paints
563,2020-11-09,5672.0,Paints
564,2020-11-10,5672.0,Paints
565,2020-11-11,6215.0,Paints
566,2020-11-12,7351.0,Paints
567,2020-11-13,7351.0,Paints
568,2020-11-14,7351.0,Paints
569,2020-11-15,7351.0,Paints
570,2020-11-16,6446.0,Paints
571,2020-11-17,6446.0,Paints
572,2020-11-18,7193.0,Paints
573,2020-11-19,7193.0,Paints
574,2020-11-20,7193.0,Paints
575,2020-11-21,5976.0,Paints
576,2020-11-22,5976.0,Paints
577,2020-11-23,5976.0,Paints
578,2020-11-24,12249.0,Paints
579,2020-11-25,6226.0,Paints
580,2020-11-26,6226.0,Paints
581,2020-11-27,4891.0,Paints
582,2020-11-28,4891.0,Paints
583,2020-11-29,5536.0,Paints
584,2020-11-30,5536.0,Paints
585,2020-12-01,5536.0,Paints
586,2020-12-02,5536.0,Paints
587,2020-12-03,7872.0,Paints
588,2020-12-04,7872.0,Paints
589,2020-12-05,7872.0,Paints
590,2020-12-06,7872.0,Paints
591,2020-12-07,7872.0,Paints
592,2020-12-08,7872.0,Paints
593,2020-12-09,7798.0,Paints
594,2020-12-10,7798.0,Paints
595,2020-12-11,7798.0,Paints
596,2020-12-12,8621.0,Paints
597,2020-12-13,8621.0,Paints
598,2020-12-14,8621.0,Paints
599,2020-12-15,7543.0,Paints
600,2020-12-16,7543.0,Paints
601,2020-12-17,7543.0,Paints
602,2020-12-18,8394.0,Paints
603,2020-12-19,10766.0,Paints
604,2020-12-20,10766.0,Paints
605,2020-12-21,10766.0,Paints
606,2020-12-22,10569.0,Paints
607,2020-12-23,9872.0,Paints
608,2020-12-24,9872.0,Paints
609,2020-12-25,9872.0,Paints
610,2020-12-26,9872.0,Paints
611,2020-12-27,3676.0,Paints
612,2020-12-28,3676.0,Paints
613,2020-12-29,4668.0,Paints
614,2020-12-30,4668.0,Paints
615,2020-12-31,4668.0,Paints
616,2021-01-01,4668.0,Paints
617,2021-01-02,4432.0,Paints
618,2021-01-03,4432.0,Paints
619,2021-01-04,4432.0,Paints
620,2021-01-05,4849.0,Paints
621,2021-01-06,4849.0,Paints
622,2021-01-07,4849.0,Paints
623,2021-01-08,4849.0,Paints
624,2021-01-09,4701.0,Paints
625,2021-01-10,4701.0,Paints
626,2021-01-11,4701.0,Paints
627,2021-01-12,4701.0,Paints
628,2021-01-13,6310.0,Paints
629,2021-01-14,6310.0,Paints
630,2021-01-15,6008.0,Paints
631,2021-01-16,6008.0,Paints
632,2021-01-17,6008.0,Paints
633,2021-01-18,6835.0,Paints
634,2021-01-19,6835.0,Paints
635,2021-01-20,6835.0,Paints
636,2021-01-21,6967.0,Paints
637,2021-01-22,6967.0,Paints
638,2021-01-23,6967.0,Paints
639,2021-01-24,6967.0,Paints
640,2021-01-25,6326.0,Paints
641,2021-01-26,6326.0,Paints
642,2021-01-27,7633.0,Paints
643,2021-01-28,9405.0,Paints
644,2021-01-29,9405.0,Paints
645,2021-01-30,9405.0,Paints
646,2021-01-31,5439.0,Paints
647,2021-02-01,5439.0,Paints
648,2021-02-02,5439.0,Paints
649,2021-02-03,5439.0,Paints
650,2021-02-04,5776.0,Paints
651,2021-02-05,5776.0,Paints
652,2021-02-06,6829.0,Paints
653,2021-02-07,6829.0,Paints
654,2021-02-08,6829.0,Paints
655,2021-02-09,6829.0,Paints
656,2021-02-10,6336.0,Paints
657,2021-02-11,6336.0,Paints
658,2021-02-12,6336.0,Paints
659,2021-02-13,3931.0,Paints
660,2021-02-14,3931.0,Paints
661,2021-02-15,3931.0,Paints
662,2021-02-16,4961.0,Paints
663,2021-02-17,4961.0,Paints
664,2021-02-18,5617.0,Paints
665,2021-02-19,5617.0,Paints
666,2021-02-20,5617.0,Paints
667,2021-02-21,5372.0,Paints
668,2021-02-22,5320.0,Paints
669,2021-02-23,5504.0,Paints
670,2021-02-24,5504.0,Paints
671,2021-02-25,5504.0,Paints
672,2021-02-26,5891.0,Paints
673,2021-02-27,5891.0,Paints
674,2021-02-28,6771.0,Paints
675,2021-03-01,6771.0,Paints
676,2021-03-02,6771.0,Paints
677,2021-03-03,4666.0,Paints
678,2021-03-04,4666.0,Paints
679,2021-03-05,5183.0,Paints
680,2021-03-06,5183.0,Paints
681,2021-03-07,5035.0,Paints
682,2021-03-08,5035.0,Paints
683,2021-03-09,5035.0,Paints
684,2021-03-10,8806.0,Paints
685,2021-03-11,8806.0,Paints
686,2021-03-12,8806.0,Paints
687,2021-03-13,19426.0,Paints
688,2021-03-14,19426.0,Paints
689,2021-03-15,19426.0,Paints
690,2021-03-16,18078.0,Paints
691,2021-03-17,27962.0,Paints
692,2021-03-18,11488.0,Paints
693,2021-03-19,11488.0,Paints
694,2021-03-20,11488.0,Paints
695,2021-03-21,10701.0,Paints
696,2021-03-22,10701.0,Paints
697,2021-03-23,22592.0,Paints
698,2021-03-24,22592.0,Paints
699,2021-03-25,22592.0,Paints
700,2021-03-26,15766.0,Paints
701,2021-03-27,15766.0,Paints
702,2021-03-28,8963.0,Paints
703,2021-03-29,9818.0,Paints
704,2021-03-30,8007.0,Paints
705,2021-03-31,8007.0,Paints
706,2021-04-01,9029.0,Paints
707,2021-04-02,9029.0,Paints
708,2021-04-03,9029.0,Paints
709,2021-04-04,9029.0,Paints
710,2021-04-05,9029.0,Paints
711,2021-04-06,9029.0,Paints
712,2021-04-07,9029.0,Paints
713,2021-04-08,9029.0,Paints
714,2021-04-09,5100.0,Paints
715,2021-04-10,5148.0,Paints
716,2021-04-11,5148.0,Paints
717,2021-04-12,2568.0,Paints
718,2021-04-13,2568.0,Paints
719,2021-04-14,4105.0,Paints
720,2021-04-15,4105.0,Paints
721,2021-04-16,4105.0,Paints
722,2021-04-17,4377.0,Paints
723,2021-04-18,4377.0,Paints
724,2021-04-19,7647.0,Paints
725,2021-04-20,7105.0,Paints
726,2021-04-21,7105.0,Paints
727,2021-04-22,6004.0,Paints
728,2021-04-23,6004.0,Paints
729,2021-04-24,4697.0,Paints
730,2021-04-25,4697.0,Paints
731,2021-04-26,4697.0,Paints
732,2021-04-27,3338.0,Paints
733,2021-04-28,3338.0,Paints
734,2021-04-29,3464.0,Paints
735,2021-04-30,3464.0,Paints
736,2021-05-01,3464.0,Paints
737,2021-05-02,3464.0,Paints
738,2021-05-03,5467.0,Paints
739,2021-05-04,5844.0,Paints
740,2021-05-05,5844.0,Paints
741,2021-05-06,5468.0,Paints
742,2021-05-07,5468.0,Paints
743,2021-05-08,4911.0,Paints
744,2021-05-09,4911.0,Paints
745,2021-05-10,4911.0,Paints
746,2021-05-11,5528.0,Paints
747,2021-05-12,5528.0,Paints
748,2021-05-13,5294.0,Paints
749,2021-05-14,5294.0,Paints
750,2021-05-15,5294.0,Paints
751,2021-05-16,5294.0,Paints
752,2021-05-17,4436.0,Paints
753,2021-05-18,4436.0,Paints
754,2021-05-19,6410.0,Paints
755,2021-05-20,6410.0,Paints
756,2021-05-21,5309.0,Paints
757,2021-05-22,5309.0,Paints
758,2021-05-23,5309.0,Paints
759,2021-05-24,6696.0,Paints
760,2021-05-25,6696.0,Paints
761,2021-05-26,8593.0,Paints
762,2021-05-27,8593.0,Paints
763,2021-05-28,8593.0,Paints
764,2021-05-29,5909.0,Paints
765,2021-05-30,6698.0,Paints
766,2021-05-31,4870.0,Paints
767,2021-06-01,4870.0,Paints
768,2021-06-02,4516.0,Paints
769,2021-06-03,4516.0,Paints
770,2021-06-04,5982.0,Paints
771,2021-06-05,5982.0,Paints
772,2021-06-06,5809.0,Paints
773,2021-06-07,5809.0,Paints
774,2021-06-08,5809.0,Paints
