,date,value,name_B07GFFZBXV
88,2020-08-22,19913.0,Magnesium
89,2020-08-23,19913.0,Magnesium
90,2020-08-24,21989.0,Magnesium
91,2020-08-25,21989.0,Magnesium
92,2020-08-26,21989.0,Magnesium
93,2020-08-27,24503.0,Magnesium
94,2020-08-28,24503.0,Magnesium
95,2020-08-29,24503.0,Magnesium
96,2020-08-30,24503.0,Magnesium
97,2020-08-31,24503.0,Magnesium
98,2020-09-01,20401.0,Magnesium
99,2020-09-02,20401.0,Magnesium
100,2020-09-03,20401.0,Magnesium
101,2020-09-04,21257.0,Magnesium
102,2020-09-05,21257.0,Magnesium
103,2020-09-06,21257.0,Magnesium
104,2020-09-07,21257.0,Magnesium
105,2020-09-08,19868.0,Magnesium
106,2020-09-09,19868.0,Magnesium
107,2020-09-10,20300.0,Magnesium
108,2020-09-11,20300.0,Magnesium
109,2020-09-12,18422.0,Magnesium
110,2020-09-13,18422.0,Magnesium
111,2020-09-14,18422.0,Magnesium
112,2020-09-15,18422.0,Magnesium
113,2020-09-16,18422.0,Magnesium
114,2020-09-17,16044.0,Magnesium
115,2020-09-18,16044.0,Magnesium
116,2020-09-19,16044.0,Magnesium
117,2020-09-20,16044.0,Magnesium
118,2020-09-21,20945.0,Magnesium
119,2020-09-22,19847.0,Magnesium
120,2020-09-23,19847.0,Magnesium
121,2020-09-24,19847.0,Magnesium
122,2020-09-25,23821.0,Magnesium
123,2020-09-26,23821.0,Magnesium
124,2020-09-27,23821.0,Magnesium
125,2020-09-28,23821.0,Magnesium
126,2020-09-29,23821.0,Magnesium
127,2020-09-30,18335.0,Magnesium
128,2020-10-01,18335.0,Magnesium
129,2020-10-02,18335.0,Magnesium
130,2020-10-03,18335.0,Magnesium
131,2020-10-04,18335.0,Magnesium
132,2020-10-05,18335.0,Magnesium
133,2020-10-06,24940.0,Magnesium
134,2020-10-07,24705.0,Magnesium
135,2020-10-08,24705.0,Magnesium
136,2020-10-09,24705.0,Magnesium
137,2020-10-10,26488.0,Magnesium
138,2020-10-11,26488.0,Magnesium
139,2020-10-12,26488.0,Magnesium
140,2020-10-13,22610.0,Magnesium
141,2020-10-14,22610.0,Magnesium
142,2020-10-15,22610.0,Magnesium
143,2020-10-16,22610.0,Magnesium
144,2020-10-17,22610.0,Magnesium
145,2020-10-18,22610.0,Magnesium
146,2020-10-19,19370.0,Magnesium
147,2020-10-20,19370.0,Magnesium
148,2020-10-21,19370.0,Magnesium
149,2020-10-22,19370.0,Magnesium
150,2020-10-23,19370.0,Magnesium
151,2020-10-24,19370.0,Magnesium
152,2020-10-25,23321.0,Magnesium
153,2020-10-26,23321.0,Magnesium
154,2020-10-27,23321.0,Magnesium
155,2020-10-28,24300.0,Magnesium
156,2020-10-29,24300.0,Magnesium
157,2020-10-30,27450.0,Magnesium
158,2020-10-31,21785.0,Magnesium
159,2020-11-01,22199.0,Magnesium
160,2020-11-02,22199.0,Magnesium
161,2020-11-03,22199.0,Magnesium
162,2020-11-04,23075.0,Magnesium
163,2020-11-05,23075.0,Magnesium
164,2020-11-06,23075.0,Magnesium
165,2020-11-07,23311.0,Magnesium
166,2020-11-08,23311.0,Magnesium
167,2020-11-09,23311.0,Magnesium
168,2020-11-10,23311.0,Magnesium
169,2020-11-11,23311.0,Magnesium
170,2020-11-12,23311.0,Magnesium
171,2020-11-13,23311.0,Magnesium
172,2020-11-14,23311.0,Magnesium
173,2020-11-15,21428.0,Magnesium
174,2020-11-16,21428.0,Magnesium
175,2020-11-17,21428.0,Magnesium
176,2020-11-18,22652.0,Magnesium
177,2020-11-19,22652.0,Magnesium
178,2020-11-20,22652.0,Magnesium
179,2020-11-21,23049.0,Magnesium
180,2020-11-22,23049.0,Magnesium
181,2020-11-23,20517.0,Magnesium
182,2020-11-24,20517.0,Magnesium
183,2020-11-25,20517.0,Magnesium
184,2020-11-26,23330.0,Magnesium
185,2020-11-27,23330.0,Magnesium
186,2020-11-28,23330.0,Magnesium
187,2020-11-29,23330.0,Magnesium
188,2020-11-30,26968.0,Magnesium
189,2020-12-01,26968.0,Magnesium
190,2020-12-02,26968.0,Magnesium
191,2020-12-03,26968.0,Magnesium
192,2020-12-04,27995.0,Magnesium
193,2020-12-05,27995.0,Magnesium
194,2020-12-06,27995.0,Magnesium
195,2020-12-07,27995.0,Magnesium
196,2020-12-08,29360.0,Magnesium
197,2020-12-09,29360.0,Magnesium
198,2020-12-10,29360.0,Magnesium
199,2020-12-11,26545.0,Magnesium
200,2020-12-12,26545.0,Magnesium
201,2020-12-13,26545.0,Magnesium
202,2020-12-14,26545.0,Magnesium
203,2020-12-15,25108.0,Magnesium
204,2020-12-16,25108.0,Magnesium
205,2020-12-17,25108.0,Magnesium
206,2020-12-18,34207.0,Magnesium
207,2020-12-19,34207.0,Magnesium
208,2020-12-20,38034.0,Magnesium
209,2020-12-21,38034.0,Magnesium
210,2020-12-22,38034.0,Magnesium
211,2020-12-23,38034.0,Magnesium
212,2020-12-24,38034.0,Magnesium
213,2020-12-25,38034.0,Magnesium
214,2020-12-26,28384.0,Magnesium
215,2020-12-27,28384.0,Magnesium
216,2020-12-28,28384.0,Magnesium
217,2020-12-29,28384.0,Magnesium
218,2020-12-30,28384.0,Magnesium
219,2020-12-31,26658.0,Magnesium
220,2021-01-01,26658.0,Magnesium
221,2021-01-02,26658.0,Magnesium
222,2021-01-03,26658.0,Magnesium
223,2021-01-04,26658.0,Magnesium
224,2021-01-05,26658.0,Magnesium
225,2021-01-06,26658.0,Magnesium
226,2021-01-07,19767.0,Magnesium
227,2021-01-08,19767.0,Magnesium
228,2021-01-09,19767.0,Magnesium
229,2021-01-10,19767.0,Magnesium
230,2021-01-11,19767.0,Magnesium
231,2021-01-12,18698.0,Magnesium
232,2021-01-13,18698.0,Magnesium
233,2021-01-14,18698.0,Magnesium
234,2021-01-15,14968.0,Magnesium
235,2021-01-16,17066.0,Magnesium
236,2021-01-17,17066.0,Magnesium
237,2021-01-18,17066.0,Magnesium
238,2021-01-19,24830.0,Magnesium
239,2021-01-20,24048.0,Magnesium
240,2021-01-21,24048.0,Magnesium
241,2021-01-22,24048.0,Magnesium
242,2021-01-23,25470.0,Magnesium
243,2021-01-24,25470.0,Magnesium
244,2021-01-25,32445.0,Magnesium
245,2021-01-26,29506.0,Magnesium
246,2021-01-27,29506.0,Magnesium
247,2021-01-28,29506.0,Magnesium
248,2021-01-29,29506.0,Magnesium
249,2021-01-30,21647.0,Magnesium
250,2021-01-31,21647.0,Magnesium
251,2021-02-01,25101.0,Magnesium
252,2021-02-02,28896.0,Magnesium
253,2021-02-03,28896.0,Magnesium
254,2021-02-04,28896.0,Magnesium
255,2021-02-05,28896.0,Magnesium
256,2021-02-06,28896.0,Magnesium
257,2021-02-07,28896.0,Magnesium
258,2021-02-08,28896.0,Magnesium
259,2021-02-09,18667.0,Magnesium
260,2021-02-10,18667.0,Magnesium
261,2021-02-11,19264.0,Magnesium
262,2021-02-12,19264.0,Magnesium
263,2021-02-13,19264.0,Magnesium
264,2021-02-14,19264.0,Magnesium
265,2021-02-15,19264.0,Magnesium
266,2021-02-16,19264.0,Magnesium
267,2021-02-17,18549.0,Magnesium
268,2021-02-18,18549.0,Magnesium
269,2021-02-19,18549.0,Magnesium
270,2021-02-20,23522.0,Magnesium
271,2021-02-21,23522.0,Magnesium
272,2021-02-22,23522.0,Magnesium
273,2021-02-23,19160.0,Magnesium
274,2021-02-24,19160.0,Magnesium
275,2021-02-25,19160.0,Magnesium
276,2021-02-26,26922.0,Magnesium
277,2021-02-27,26922.0,Magnesium
278,2021-02-28,26922.0,Magnesium
279,2021-03-01,18572.0,Magnesium
280,2021-03-02,18572.0,Magnesium
281,2021-03-03,18572.0,Magnesium
282,2021-03-04,22298.0,Magnesium
283,2021-03-05,23510.0,Magnesium
284,2021-03-06,23510.0,Magnesium
285,2021-03-07,23510.0,Magnesium
286,2021-03-08,22006.0,Magnesium
287,2021-03-09,22006.0,Magnesium
288,2021-03-10,16944.0,Magnesium
289,2021-03-11,19075.0,Magnesium
290,2021-03-12,16390.0,Magnesium
291,2021-03-13,16390.0,Magnesium
292,2021-03-14,16390.0,Magnesium
293,2021-03-15,16390.0,Magnesium
294,2021-03-16,16390.0,Magnesium
295,2021-03-17,21322.0,Magnesium
296,2021-03-18,18638.0,Magnesium
297,2021-03-19,18638.0,Magnesium
298,2021-03-20,20950.0,Magnesium
299,2021-03-21,20950.0,Magnesium
300,2021-03-22,20950.0,Magnesium
301,2021-03-23,15256.0,Magnesium
302,2021-03-24,15256.0,Magnesium
303,2021-03-25,15256.0,Magnesium
304,2021-03-26,15256.0,Magnesium
305,2021-03-27,15256.0,Magnesium
306,2021-03-28,15256.0,Magnesium
307,2021-03-29,14447.0,Magnesium
308,2021-03-30,14447.0,Magnesium
309,2021-03-31,14447.0,Magnesium
310,2021-04-01,20348.0,Magnesium
311,2021-04-02,20348.0,Magnesium
312,2021-04-03,20348.0,Magnesium
313,2021-04-04,17656.0,Magnesium
314,2021-04-05,17656.0,Magnesium
315,2021-04-06,17656.0,Magnesium
316,2021-04-07,17656.0,Magnesium
317,2021-04-08,19043.0,Magnesium
318,2021-04-09,19043.0,Magnesium
319,2021-04-10,19043.0,Magnesium
320,2021-04-11,17398.0,Magnesium
321,2021-04-12,17398.0,Magnesium
322,2021-04-13,17398.0,Magnesium
323,2021-04-14,17398.0,Magnesium
324,2021-04-15,19148.0,Magnesium
325,2021-04-16,19148.0,Magnesium
326,2021-04-17,19148.0,Magnesium
327,2021-04-18,19148.0,Magnesium
328,2021-04-19,19148.0,Magnesium
329,2021-04-20,19148.0,Magnesium
330,2021-04-21,23099.0,Magnesium
331,2021-04-22,23099.0,Magnesium
332,2021-04-23,18842.0,Magnesium
333,2021-04-24,18343.0,Magnesium
334,2021-04-25,18343.0,Magnesium
335,2021-04-26,21841.0,Magnesium
336,2021-04-27,21841.0,Magnesium
337,2021-04-28,21841.0,Magnesium
338,2021-04-29,21841.0,Magnesium
339,2021-04-30,21846.0,Magnesium
340,2021-05-01,21846.0,Magnesium
341,2021-05-02,21846.0,Magnesium
342,2021-05-03,17700.0,Magnesium
343,2021-05-04,17700.0,Magnesium
344,2021-05-05,17700.0,Magnesium
345,2021-05-06,17700.0,Magnesium
346,2021-05-07,17700.0,Magnesium
347,2021-05-08,21751.0,Magnesium
348,2021-05-09,21751.0,Magnesium
349,2021-05-10,16136.0,Magnesium
350,2021-05-11,16136.0,Magnesium
351,2021-05-12,16136.0,Magnesium
352,2021-05-13,16136.0,Magnesium
353,2021-05-14,18752.0,Magnesium
354,2021-05-15,18752.0,Magnesium
355,2021-05-16,15342.0,Magnesium
356,2021-05-17,15342.0,Magnesium
357,2021-05-18,15342.0,Magnesium
358,2021-05-19,21741.0,Magnesium
359,2021-05-20,20613.0,Magnesium
360,2021-05-21,25989.0,Magnesium
361,2021-05-22,25989.0,Magnesium
362,2021-05-23,20838.0,Magnesium
363,2021-05-24,20838.0,Magnesium
364,2021-05-25,20838.0,Magnesium
365,2021-05-26,21752.0,Magnesium
366,2021-05-27,21752.0,Magnesium
367,2021-05-28,21752.0,Magnesium
368,2021-05-29,19158.0,Magnesium
369,2021-05-30,19158.0,Magnesium
370,2021-05-31,19158.0,Magnesium
371,2021-06-01,22214.0,Magnesium
372,2021-06-02,22214.0,Magnesium
373,2021-06-03,22214.0,Magnesium
374,2021-06-04,22214.0,Magnesium
375,2021-06-05,20415.0,Magnesium
376,2021-06-06,20415.0,Magnesium
377,2021-06-07,20415.0,Magnesium
378,2021-06-08,26225.0,Magnesium
379,2021-06-09,26225.0,Magnesium
380,2021-06-10,26225.0,Magnesium
381,2021-06-11,26225.0,Magnesium
382,2021-06-12,20426.0,Magnesium
383,2021-06-13,20426.0,Magnesium
384,2021-06-14,20426.0,Magnesium
385,2021-06-15,20426.0,Magnesium
386,2021-06-16,26216.0,Magnesium
387,2021-06-17,26216.0,Magnesium
388,2021-06-18,26216.0,Magnesium
389,2021-06-19,22088.0,Magnesium
390,2021-06-20,22088.0,Magnesium
391,2021-06-21,18288.0,Magnesium
392,2021-06-22,11334.0,Magnesium
393,2021-06-23,11334.0,Magnesium
394,2021-06-24,11334.0,Magnesium
395,2021-06-25,16817.0,Magnesium
396,2021-06-26,16817.0,Magnesium
397,2021-06-27,16817.0,Magnesium
398,2021-06-28,17867.0,Magnesium
399,2021-06-29,18394.0,Magnesium
400,2021-06-30,18394.0,Magnesium
401,2021-07-01,18394.0,Magnesium
402,2021-07-02,18394.0,Magnesium
403,2021-07-03,19678.0,Magnesium
404,2021-07-04,19678.0,Magnesium
405,2021-07-05,19678.0,Magnesium
406,2021-07-06,19678.0,Magnesium
407,2021-07-07,20626.0,Magnesium
408,2021-07-08,20626.0,Magnesium
409,2021-07-09,19214.0,Magnesium
410,2021-07-10,19214.0,Magnesium
411,2021-07-11,16063.0,Magnesium
