,date,value,name_B07C3857CG
698,2020-06-08,5382.0,Test Strips
699,2020-06-09,5382.0,Test Strips
700,2020-06-10,5382.0,Test Strips
701,2020-06-11,5382.0,Test Strips
702,2020-06-12,3933.0,Test Strips
703,2020-06-13,3933.0,Test Strips
704,2020-06-14,3933.0,Test Strips
705,2020-06-15,5259.0,Test Strips
706,2020-06-16,5259.0,Test Strips
707,2020-06-17,5259.0,Test Strips
708,2020-06-18,3297.0,Test Strips
709,2020-06-19,3297.0,Test Strips
710,2020-06-20,4063.0,Test Strips
711,2020-06-21,4446.0,Test Strips
712,2020-06-22,4446.0,Test Strips
713,2020-06-23,3525.0,Test Strips
714,2020-06-24,3525.0,Test Strips
715,2020-06-25,3525.0,Test Strips
716,2020-06-26,5167.0,Test Strips
717,2020-06-27,6018.0,Test Strips
718,2020-06-28,6018.0,Test Strips
719,2020-06-29,4840.0,Test Strips
720,2020-06-30,4840.0,Test Strips
721,2020-07-01,4840.0,Test Strips
722,2020-07-02,4650.0,Test Strips
723,2020-07-03,4577.0,Test Strips
724,2020-07-04,4577.0,Test Strips
725,2020-07-05,4577.0,Test Strips
726,2020-07-06,5259.0,Test Strips
727,2020-07-07,5259.0,Test Strips
728,2020-07-08,5373.0,Test Strips
729,2020-07-09,5373.0,Test Strips
730,2020-07-10,5373.0,Test Strips
731,2020-07-11,6535.0,Test Strips
732,2020-07-12,8050.0,Test Strips
733,2020-07-13,6609.0,Test Strips
734,2020-07-14,5550.0,Test Strips
735,2020-07-15,5550.0,Test Strips
736,2020-07-16,5550.0,Test Strips
737,2020-07-17,5178.0,Test Strips
738,2020-07-18,4776.0,Test Strips
739,2020-07-19,4776.0,Test Strips
740,2020-07-20,4776.0,Test Strips
741,2020-07-21,4574.0,Test Strips
742,2020-07-22,4574.0,Test Strips
743,2020-07-23,4574.0,Test Strips
744,2020-07-24,6166.0,Test Strips
745,2020-07-25,6166.0,Test Strips
746,2020-07-26,6166.0,Test Strips
747,2020-07-27,6166.0,Test Strips
748,2020-07-28,3381.0,Test Strips
749,2020-07-29,3381.0,Test Strips
750,2020-07-30,3381.0,Test Strips
751,2020-07-31,4616.0,Test Strips
752,2020-08-01,4616.0,Test Strips
753,2020-08-02,4616.0,Test Strips
754,2020-08-03,4616.0,Test Strips
755,2020-08-04,6244.0,Test Strips
756,2020-08-05,6244.0,Test Strips
757,2020-08-06,8373.0,Test Strips
758,2020-08-07,8373.0,Test Strips
759,2020-08-08,8373.0,Test Strips
760,2020-08-09,8373.0,Test Strips
761,2020-08-10,3950.0,Test Strips
762,2020-08-11,3950.0,Test Strips
763,2020-08-12,3950.0,Test Strips
764,2020-08-13,8949.0,Test Strips
765,2020-08-14,8949.0,Test Strips
766,2020-08-15,8949.0,Test Strips
767,2020-08-16,7855.0,Test Strips
768,2020-08-17,7855.0,Test Strips
769,2020-08-18,7855.0,Test Strips
770,2020-08-19,8265.0,Test Strips
771,2020-08-20,8265.0,Test Strips
772,2020-08-21,8265.0,Test Strips
773,2020-08-22,5094.0,Test Strips
774,2020-08-23,5094.0,Test Strips
775,2020-08-24,6684.0,Test Strips
776,2020-08-25,6684.0,Test Strips
777,2020-08-26,4537.0,Test Strips
778,2020-08-27,4537.0,Test Strips
779,2020-08-28,6987.0,Test Strips
780,2020-08-29,6124.0,Test Strips
781,2020-08-30,6124.0,Test Strips
782,2020-08-31,6124.0,Test Strips
783,2020-09-01,7189.0,Test Strips
784,2020-09-02,7189.0,Test Strips
785,2020-09-03,7189.0,Test Strips
786,2020-09-04,5802.0,Test Strips
787,2020-09-05,9905.0,Test Strips
788,2020-09-06,9905.0,Test Strips
789,2020-09-07,9905.0,Test Strips
790,2020-09-08,10002.0,Test Strips
791,2020-09-09,9242.0,Test Strips
792,2020-09-10,9242.0,Test Strips
793,2020-09-11,9242.0,Test Strips
794,2020-09-12,9242.0,Test Strips
795,2020-09-13,9242.0,Test Strips
796,2020-09-14,11561.0,Test Strips
797,2020-09-15,15783.0,Test Strips
798,2020-09-16,15783.0,Test Strips
799,2020-09-17,15783.0,Test Strips
800,2020-09-18,12977.0,Test Strips
801,2020-09-19,12977.0,Test Strips
802,2020-09-20,12977.0,Test Strips
803,2020-09-21,12977.0,Test Strips
804,2020-09-22,12977.0,Test Strips
805,2020-09-23,13512.0,Test Strips
806,2020-09-24,13722.0,Test Strips
807,2020-09-25,13722.0,Test Strips
808,2020-09-26,13722.0,Test Strips
809,2020-09-27,9634.0,Test Strips
810,2020-09-28,9634.0,Test Strips
811,2020-09-29,9634.0,Test Strips
812,2020-09-30,9634.0,Test Strips
813,2020-10-01,16372.0,Test Strips
814,2020-10-02,20884.0,Test Strips
815,2020-10-03,20884.0,Test Strips
816,2020-10-04,20884.0,Test Strips
817,2020-10-05,20622.0,Test Strips
818,2020-10-06,20622.0,Test Strips
819,2020-10-07,20622.0,Test Strips
820,2020-10-08,20622.0,Test Strips
821,2020-10-09,20622.0,Test Strips
822,2020-10-10,20622.0,Test Strips
823,2020-10-11,20622.0,Test Strips
824,2020-10-12,20622.0,Test Strips
825,2020-10-13,20530.0,Test Strips
826,2020-10-14,15228.0,Test Strips
827,2020-10-15,17737.0,Test Strips
828,2020-10-16,17737.0,Test Strips
829,2020-10-17,17737.0,Test Strips
830,2020-10-18,17737.0,Test Strips
831,2020-10-19,17737.0,Test Strips
832,2020-10-20,16741.0,Test Strips
833,2020-10-21,16741.0,Test Strips
834,2020-10-22,16741.0,Test Strips
835,2020-10-23,16741.0,Test Strips
836,2020-10-24,10051.0,Test Strips
837,2020-10-25,10051.0,Test Strips
838,2020-10-26,10051.0,Test Strips
839,2020-10-27,18352.0,Test Strips
840,2020-10-28,18352.0,Test Strips
841,2020-10-29,18352.0,Test Strips
842,2020-10-30,21754.0,Test Strips
843,2020-10-31,21754.0,Test Strips
844,2020-11-01,21754.0,Test Strips
845,2020-11-02,21754.0,Test Strips
846,2020-11-03,21754.0,Test Strips
847,2020-11-04,16203.0,Test Strips
848,2020-11-05,16203.0,Test Strips
849,2020-11-06,16203.0,Test Strips
850,2020-11-07,19236.0,Test Strips
851,2020-11-08,19236.0,Test Strips
852,2020-11-09,19187.0,Test Strips
853,2020-11-10,14748.0,Test Strips
854,2020-11-11,14748.0,Test Strips
855,2020-11-12,14748.0,Test Strips
856,2020-11-13,30820.0,Test Strips
857,2020-11-14,30820.0,Test Strips
858,2020-11-15,30820.0,Test Strips
859,2020-11-16,30820.0,Test Strips
860,2020-11-17,30820.0,Test Strips
861,2020-11-18,18021.0,Test Strips
862,2020-11-19,18021.0,Test Strips
863,2020-11-20,18021.0,Test Strips
864,2020-11-21,22202.0,Test Strips
865,2020-11-22,22202.0,Test Strips
866,2020-11-23,22202.0,Test Strips
867,2020-11-24,25373.0,Test Strips
868,2020-11-25,25373.0,Test Strips
869,2020-11-26,25373.0,Test Strips
870,2020-11-27,31627.0,Test Strips
871,2020-11-28,31627.0,Test Strips
872,2020-11-29,31627.0,Test Strips
873,2020-11-30,40004.0,Test Strips
874,2020-12-01,40004.0,Test Strips
875,2020-12-02,40004.0,Test Strips
876,2020-12-03,40004.0,Test Strips
877,2020-12-04,39902.0,Test Strips
878,2020-12-05,39902.0,Test Strips
879,2020-12-06,39902.0,Test Strips
880,2020-12-07,33673.0,Test Strips
881,2020-12-08,33673.0,Test Strips
882,2020-12-09,33673.0,Test Strips
883,2020-12-10,33673.0,Test Strips
884,2020-12-11,33673.0,Test Strips
885,2020-12-12,33673.0,Test Strips
886,2020-12-13,33673.0,Test Strips
887,2020-12-14,33673.0,Test Strips
888,2020-12-15,55195.0,Test Strips
889,2020-12-16,55195.0,Test Strips
890,2020-12-17,55195.0,Test Strips
891,2020-12-18,55195.0,Test Strips
892,2020-12-19,55195.0,Test Strips
893,2020-12-20,26474.0,Test Strips
894,2020-12-21,26474.0,Test Strips
895,2020-12-22,26474.0,Test Strips
896,2020-12-23,26474.0,Test Strips
897,2020-12-24,29201.0,Test Strips
898,2020-12-25,29201.0,Test Strips
899,2020-12-26,29201.0,Test Strips
900,2020-12-27,29201.0,Test Strips
901,2020-12-28,32145.0,Test Strips
902,2020-12-29,32145.0,Test Strips
903,2020-12-30,32145.0,Test Strips
904,2020-12-31,32145.0,Test Strips
905,2021-01-01,32145.0,Test Strips
906,2021-01-02,17620.0,Test Strips
907,2021-01-03,17620.0,Test Strips
908,2021-01-04,17620.0,Test Strips
909,2021-01-05,17620.0,Test Strips
910,2021-01-06,17620.0,Test Strips
911,2021-01-07,16763.0,Test Strips
912,2021-01-08,16763.0,Test Strips
913,2021-01-09,16763.0,Test Strips
914,2021-01-10,19314.0,Test Strips
915,2021-01-11,19314.0,Test Strips
916,2021-01-12,19314.0,Test Strips
917,2021-01-13,19314.0,Test Strips
918,2021-01-14,19314.0,Test Strips
919,2021-01-15,19314.0,Test Strips
920,2021-01-16,19314.0,Test Strips
921,2021-01-17,19314.0,Test Strips
922,2021-01-18,19314.0,Test Strips
923,2021-01-19,20003.0,Test Strips
924,2021-01-20,20003.0,Test Strips
925,2021-01-21,29334.0,Test Strips
926,2021-01-22,46166.0,Test Strips
927,2021-01-23,46166.0,Test Strips
928,2021-01-24,46166.0,Test Strips
929,2021-01-25,19499.0,Test Strips
930,2021-01-26,19499.0,Test Strips
931,2021-01-27,19499.0,Test Strips
932,2021-01-28,19499.0,Test Strips
933,2021-01-29,26025.0,Test Strips
934,2021-01-30,26025.0,Test Strips
935,2021-01-31,26025.0,Test Strips
936,2021-02-01,18600.0,Test Strips
937,2021-02-02,18600.0,Test Strips
938,2021-02-03,18600.0,Test Strips
939,2021-02-04,18600.0,Test Strips
940,2021-02-05,27726.0,Test Strips
941,2021-02-06,27726.0,Test Strips
942,2021-02-07,27726.0,Test Strips
943,2021-02-08,27726.0,Test Strips
944,2021-02-09,27726.0,Test Strips
945,2021-02-10,29934.0,Test Strips
946,2021-02-11,29934.0,Test Strips
947,2021-02-12,29934.0,Test Strips
948,2021-02-13,36867.0,Test Strips
949,2021-02-14,36867.0,Test Strips
950,2021-02-15,36867.0,Test Strips
951,2021-02-16,31481.0,Test Strips
952,2021-02-17,31481.0,Test Strips
953,2021-02-18,25797.0,Test Strips
954,2021-02-19,25797.0,Test Strips
955,2021-02-20,29802.0,Test Strips
956,2021-02-21,29802.0,Test Strips
957,2021-02-22,29802.0,Test Strips
958,2021-02-23,29802.0,Test Strips
959,2021-02-24,31582.0,Test Strips
960,2021-02-25,31582.0,Test Strips
961,2021-02-26,47285.0,Test Strips
962,2021-02-27,47285.0,Test Strips
963,2021-02-28,47285.0,Test Strips
964,2021-03-01,37358.0,Test Strips
965,2021-03-02,37358.0,Test Strips
966,2021-03-03,37358.0,Test Strips
967,2021-03-04,37358.0,Test Strips
968,2021-03-05,37358.0,Test Strips
969,2021-03-06,36165.0,Test Strips
970,2021-03-07,36165.0,Test Strips
971,2021-03-08,36165.0,Test Strips
972,2021-03-09,36165.0,Test Strips
973,2021-03-10,36165.0,Test Strips
974,2021-03-11,22605.0,Test Strips
975,2021-03-12,22605.0,Test Strips
976,2021-03-13,22605.0,Test Strips
977,2021-03-14,19624.0,Test Strips
978,2021-03-15,19624.0,Test Strips
979,2021-03-16,19624.0,Test Strips
980,2021-03-17,19624.0,Test Strips
981,2021-03-18,23811.0,Test Strips
982,2021-03-19,23811.0,Test Strips
983,2021-03-20,39826.0,Test Strips
984,2021-03-21,39826.0,Test Strips
985,2021-03-22,39826.0,Test Strips
986,2021-03-23,41657.0,Test Strips
987,2021-03-24,41657.0,Test Strips
988,2021-03-25,41657.0,Test Strips
989,2021-03-26,37795.0,Test Strips
990,2021-03-27,37427.0,Test Strips
991,2021-03-28,37427.0,Test Strips
992,2021-03-29,28142.0,Test Strips
993,2021-03-30,22922.0,Test Strips
994,2021-03-31,22922.0,Test Strips
995,2021-04-01,22922.0,Test Strips
996,2021-04-02,19711.0,Test Strips
997,2021-04-03,19711.0,Test Strips
998,2021-04-04,19711.0,Test Strips
999,2021-04-05,26083.0,Test Strips
1000,2021-04-06,26083.0,Test Strips
1001,2021-04-07,31614.0,Test Strips
1002,2021-04-08,31614.0,Test Strips
1003,2021-04-09,19085.0,Test Strips
1004,2021-04-10,19085.0,Test Strips
1005,2021-04-11,19085.0,Test Strips
1006,2021-04-12,20262.0,Test Strips
1007,2021-04-13,19345.0,Test Strips
1008,2021-04-14,19345.0,Test Strips
1009,2021-04-15,20609.0,Test Strips
1010,2021-04-16,20609.0,Test Strips
1011,2021-04-17,20609.0,Test Strips
1012,2021-04-18,20609.0,Test Strips
1013,2021-04-19,19323.0,Test Strips
1014,2021-04-20,19323.0,Test Strips
1015,2021-04-21,10812.0,Test Strips
1016,2021-04-22,10812.0,Test Strips
1017,2021-04-23,13674.0,Test Strips
1018,2021-04-24,13674.0,Test Strips
1019,2021-04-25,13674.0,Test Strips
1020,2021-04-26,17018.0,Test Strips
1021,2021-04-27,17018.0,Test Strips
1022,2021-04-28,17018.0,Test Strips
1023,2021-04-29,11336.0,Test Strips
1024,2021-04-30,11336.0,Test Strips
1025,2021-05-01,11336.0,Test Strips
1026,2021-05-02,10036.0,Test Strips
1027,2021-05-03,10036.0,Test Strips
1028,2021-05-04,7856.0,Test Strips
1029,2021-05-05,7856.0,Test Strips
1030,2021-05-06,8327.0,Test Strips
1031,2021-05-07,7552.0,Test Strips
1032,2021-05-08,7552.0,Test Strips
1033,2021-05-09,8607.0,Test Strips
1034,2021-05-10,8607.0,Test Strips
1035,2021-05-11,7565.0,Test Strips
1036,2021-05-12,7565.0,Test Strips
1037,2021-05-13,7565.0,Test Strips
1038,2021-05-14,5081.0,Test Strips
1039,2021-05-15,6473.0,Test Strips
1040,2021-05-16,8677.0,Test Strips
1041,2021-05-17,5759.0,Test Strips
1042,2021-05-18,5759.0,Test Strips
1043,2021-05-19,4459.0,Test Strips
1044,2021-05-20,3925.0,Test Strips
1045,2021-05-21,3925.0,Test Strips
1046,2021-05-22,3820.0,Test Strips
1047,2021-05-23,3820.0,Test Strips
1048,2021-05-24,3115.0,Test Strips
1049,2021-05-25,3115.0,Test Strips
1050,2021-05-26,3029.0,Test Strips
1051,2021-05-27,3029.0,Test Strips
1052,2021-05-28,3064.0,Test Strips
1053,2021-05-29,4655.0,Test Strips
1054,2021-05-30,4655.0,Test Strips
1055,2021-05-31,4655.0,Test Strips
1056,2021-06-01,3756.0,Test Strips
1057,2021-06-02,3756.0,Test Strips
1058,2021-06-03,3756.0,Test Strips
1059,2021-06-04,2982.0,Test Strips
1060,2021-06-05,2982.0,Test Strips
1061,2021-06-06,2348.0,Test Strips
1062,2021-06-07,2671.0,Test Strips
1063,2021-06-08,2374.0,Test Strips
1064,2021-06-09,2250.0,Test Strips
1065,2021-06-10,2250.0,Test Strips
1066,2021-06-11,2250.0,Test Strips
1067,2021-06-12,2850.0,Test Strips
1068,2021-06-13,2850.0,Test Strips
1069,2021-06-14,2850.0,Test Strips
1070,2021-06-15,2946.0,Test Strips
1071,2021-06-16,2946.0,Test Strips
1072,2021-06-17,4418.0,Test Strips
1073,2021-06-18,4418.0,Test Strips
1074,2021-06-19,4418.0,Test Strips
1075,2021-06-20,4292.0,Test Strips
1076,2021-06-21,5294.0,Test Strips
1077,2021-06-22,5698.0,Test Strips
1078,2021-06-23,5698.0,Test Strips
1079,2021-06-24,5698.0,Test Strips
1080,2021-06-25,6904.0,Test Strips
1081,2021-06-26,6904.0,Test Strips
1082,2021-06-27,6625.0,Test Strips
1083,2021-06-28,6625.0,Test Strips
1084,2021-06-29,7047.0,Test Strips
1085,2021-06-30,8863.0,Test Strips
1086,2021-07-01,8863.0,Test Strips
1087,2021-07-02,8863.0,Test Strips
1088,2021-07-03,8863.0,Test Strips
1089,2021-07-04,8863.0,Test Strips
1090,2021-07-05,7945.0,Test Strips
1091,2021-07-06,7945.0,Test Strips
1092,2021-07-07,6723.0,Test Strips
1093,2021-07-08,6723.0,Test Strips
1094,2021-07-09,6723.0,Test Strips
1095,2021-07-10,6723.0,Test Strips
1096,2021-07-11,5710.0,Test Strips
