,date,value,name_B07PCSVVCK
0,2020-03-20,4905.0,Pencil Holders
1,2020-03-21,4905.0,Pencil Holders
2,2020-03-22,4905.0,Pencil Holders
3,2020-03-23,4905.0,Pencil Holders
4,2020-03-24,4158.0,Pencil Holders
5,2020-03-25,5627.0,Pencil Holders
6,2020-03-26,3790.0,Pencil Holders
7,2020-03-27,3790.0,Pencil Holders
8,2020-03-28,3790.0,Pencil Holders
9,2020-03-29,3790.0,Pencil Holders
10,2020-03-30,3790.0,Pencil Holders
11,2020-03-31,3790.0,Pencil Holders
12,2020-04-01,3971.0,Pencil Holders
13,2020-04-02,3971.0,Pencil Holders
14,2020-04-03,4676.0,Pencil Holders
15,2020-04-04,4676.0,Pencil Holders
16,2020-04-05,4676.0,Pencil Holders
17,2020-04-06,5340.0,Pencil Holders
18,2020-04-07,5340.0,Pencil Holders
19,2020-04-08,5340.0,Pencil Holders
20,2020-04-09,5340.0,Pencil Holders
21,2020-04-10,7222.0,Pencil Holders
22,2020-04-11,7222.0,Pencil Holders
23,2020-04-12,7222.0,Pencil Holders
24,2020-04-13,7222.0,Pencil Holders
25,2020-04-14,7222.0,Pencil Holders
26,2020-04-15,7222.0,Pencil Holders
27,2020-04-16,6247.0,Pencil Holders
28,2020-04-17,8926.0,Pencil Holders
29,2020-04-18,8926.0,Pencil Holders
30,2020-04-19,8926.0,Pencil Holders
31,2020-04-20,8926.0,Pencil Holders
32,2020-04-21,8926.0,Pencil Holders
33,2020-04-22,5171.0,Pencil Holders
34,2020-04-23,5171.0,Pencil Holders
35,2020-04-24,5001.0,Pencil Holders
36,2020-04-25,5001.0,Pencil Holders
37,2020-04-26,5001.0,Pencil Holders
38,2020-04-27,3635.0,Pencil Holders
39,2020-04-28,5411.0,Pencil Holders
40,2020-04-29,5411.0,Pencil Holders
41,2020-04-30,5411.0,Pencil Holders
42,2020-05-01,5411.0,Pencil Holders
43,2020-05-02,4967.0,Pencil Holders
44,2020-05-03,4967.0,Pencil Holders
45,2020-05-04,4967.0,Pencil Holders
46,2020-05-05,4967.0,Pencil Holders
47,2020-05-06,4830.0,Pencil Holders
48,2020-05-07,4771.0,Pencil Holders
49,2020-05-08,4771.0,Pencil Holders
50,2020-05-09,4771.0,Pencil Holders
51,2020-05-10,5615.0,Pencil Holders
52,2020-05-11,5615.0,Pencil Holders
53,2020-05-12,5615.0,Pencil Holders
54,2020-05-13,7732.0,Pencil Holders
55,2020-05-14,7732.0,Pencil Holders
56,2020-05-15,7732.0,Pencil Holders
57,2020-05-16,7269.0,Pencil Holders
58,2020-05-17,7269.0,Pencil Holders
59,2020-05-18,8633.0,Pencil Holders
60,2020-05-19,8633.0,Pencil Holders
61,2020-05-20,8633.0,Pencil Holders
62,2020-05-21,10157.0,Pencil Holders
63,2020-05-22,10157.0,Pencil Holders
64,2020-05-23,10157.0,Pencil Holders
65,2020-05-24,19813.0,Pencil Holders
66,2020-05-25,19813.0,Pencil Holders
67,2020-05-26,19813.0,Pencil Holders
68,2020-05-27,19813.0,Pencil Holders
69,2020-05-28,45032.0,Pencil Holders
70,2020-05-29,28285.0,Pencil Holders
71,2020-05-30,28285.0,Pencil Holders
72,2020-05-31,28285.0,Pencil Holders
73,2020-06-01,28285.0,Pencil Holders
74,2020-06-02,28285.0,Pencil Holders
75,2020-06-03,42850.0,Pencil Holders
76,2020-06-04,42850.0,Pencil Holders
77,2020-06-05,42850.0,Pencil Holders
78,2020-06-06,42850.0,Pencil Holders
79,2020-06-07,42850.0,Pencil Holders
80,2020-06-08,42850.0,Pencil Holders
81,2020-06-09,6473.0,Pencil Holders
82,2020-06-10,6473.0,Pencil Holders
83,2020-06-11,6473.0,Pencil Holders
84,2020-06-12,6473.0,Pencil Holders
85,2020-06-13,6295.0,Pencil Holders
86,2020-06-14,6295.0,Pencil Holders
87,2020-06-15,6295.0,Pencil Holders
88,2020-06-16,6295.0,Pencil Holders
89,2020-06-17,4799.0,Pencil Holders
90,2020-06-18,4336.0,Pencil Holders
91,2020-06-19,4641.0,Pencil Holders
92,2020-06-20,4641.0,Pencil Holders
93,2020-06-21,4641.0,Pencil Holders
94,2020-06-22,4358.0,Pencil Holders
95,2020-06-23,4358.0,Pencil Holders
96,2020-06-24,3896.0,Pencil Holders
97,2020-06-25,3896.0,Pencil Holders
98,2020-06-26,2609.0,Pencil Holders
99,2020-06-27,2933.0,Pencil Holders
100,2020-06-28,2857.0,Pencil Holders
101,2020-06-29,2857.0,Pencil Holders
102,2020-06-30,2857.0,Pencil Holders
103,2020-07-01,3266.0,Pencil Holders
104,2020-07-02,2999.0,Pencil Holders
105,2020-07-03,2999.0,Pencil Holders
106,2020-07-04,2999.0,Pencil Holders
107,2020-07-05,2999.0,Pencil Holders
108,2020-07-06,3639.0,Pencil Holders
109,2020-07-07,3201.0,Pencil Holders
110,2020-07-08,3201.0,Pencil Holders
111,2020-07-09,3201.0,Pencil Holders
112,2020-07-10,3201.0,Pencil Holders
113,2020-07-11,1732.0,Pencil Holders
114,2020-07-12,2134.0,Pencil Holders
115,2020-07-13,2134.0,Pencil Holders
116,2020-07-14,2355.0,Pencil Holders
117,2020-07-15,2355.0,Pencil Holders
118,2020-07-16,2355.0,Pencil Holders
119,2020-07-17,2015.0,Pencil Holders
120,2020-07-18,2015.0,Pencil Holders
121,2020-07-19,2015.0,Pencil Holders
122,2020-07-20,2148.0,Pencil Holders
123,2020-07-21,2148.0,Pencil Holders
124,2020-07-22,2148.0,Pencil Holders
125,2020-07-23,2951.0,Pencil Holders
126,2020-07-24,2766.0,Pencil Holders
127,2020-07-25,2766.0,Pencil Holders
128,2020-07-26,2766.0,Pencil Holders
129,2020-07-27,2983.0,Pencil Holders
130,2020-07-28,2608.0,Pencil Holders
131,2020-07-29,2815.0,Pencil Holders
132,2020-07-30,2815.0,Pencil Holders
133,2020-07-31,2420.0,Pencil Holders
134,2020-08-01,2420.0,Pencil Holders
135,2020-08-02,2420.0,Pencil Holders
136,2020-08-03,2420.0,Pencil Holders
137,2020-08-04,6851.0,Pencil Holders
138,2020-08-05,7048.0,Pencil Holders
139,2020-08-06,9881.0,Pencil Holders
140,2020-08-07,9881.0,Pencil Holders
141,2020-08-08,9881.0,Pencil Holders
142,2020-08-09,19748.0,Pencil Holders
143,2020-08-10,26856.0,Pencil Holders
144,2020-08-11,25195.0,Pencil Holders
145,2020-08-12,26207.0,Pencil Holders
146,2020-08-13,26207.0,Pencil Holders
147,2020-08-14,26207.0,Pencil Holders
148,2020-08-15,37334.0,Pencil Holders
149,2020-08-16,37334.0,Pencil Holders
150,2020-08-17,37334.0,Pencil Holders
151,2020-08-18,37334.0,Pencil Holders
152,2020-08-19,9040.0,Pencil Holders
153,2020-08-20,4444.0,Pencil Holders
154,2020-08-21,4444.0,Pencil Holders
155,2020-08-22,4444.0,Pencil Holders
156,2020-08-23,4444.0,Pencil Holders
157,2020-08-24,3495.0,Pencil Holders
158,2020-08-25,3495.0,Pencil Holders
159,2020-08-26,3495.0,Pencil Holders
160,2020-08-27,2212.0,Pencil Holders
161,2020-08-28,2036.0,Pencil Holders
162,2020-08-29,2036.0,Pencil Holders
163,2020-08-30,2036.0,Pencil Holders
164,2020-08-31,1332.0,Pencil Holders
165,2020-09-01,1719.0,Pencil Holders
166,2020-09-02,1811.0,Pencil Holders
167,2020-09-03,1610.0,Pencil Holders
168,2020-09-04,1610.0,Pencil Holders
169,2020-09-05,1610.0,Pencil Holders
170,2020-09-06,3435.0,Pencil Holders
171,2020-09-07,5262.0,Pencil Holders
172,2020-09-08,5262.0,Pencil Holders
173,2020-09-09,5262.0,Pencil Holders
174,2020-09-10,5262.0,Pencil Holders
175,2020-09-11,5262.0,Pencil Holders
176,2020-09-12,5262.0,Pencil Holders
177,2020-09-13,21913.0,Pencil Holders
178,2020-09-14,21913.0,Pencil Holders
179,2020-09-15,21913.0,Pencil Holders
180,2020-09-16,21913.0,Pencil Holders
181,2020-09-17,16979.0,Pencil Holders
182,2020-09-18,16979.0,Pencil Holders
183,2020-09-19,16979.0,Pencil Holders
184,2020-09-20,16979.0,Pencil Holders
185,2020-09-21,16979.0,Pencil Holders
186,2020-09-22,21519.0,Pencil Holders
187,2020-09-23,21519.0,Pencil Holders
188,2020-09-24,17625.0,Pencil Holders
189,2020-09-25,17625.0,Pencil Holders
190,2020-09-26,17625.0,Pencil Holders
191,2020-09-27,17236.0,Pencil Holders
192,2020-09-28,16179.0,Pencil Holders
193,2020-09-29,16179.0,Pencil Holders
194,2020-09-30,36051.0,Pencil Holders
195,2020-10-01,36051.0,Pencil Holders
196,2020-10-02,36051.0,Pencil Holders
197,2020-10-03,36051.0,Pencil Holders
198,2020-10-04,36051.0,Pencil Holders
199,2020-10-05,36051.0,Pencil Holders
200,2020-10-06,43222.0,Pencil Holders
201,2020-10-07,57174.0,Pencil Holders
202,2020-10-08,57174.0,Pencil Holders
203,2020-10-09,57174.0,Pencil Holders
204,2020-10-10,45339.0,Pencil Holders
205,2020-10-11,45339.0,Pencil Holders
206,2020-10-12,45339.0,Pencil Holders
207,2020-10-13,50361.0,Pencil Holders
208,2020-10-14,50361.0,Pencil Holders
209,2020-10-15,50361.0,Pencil Holders
210,2020-10-16,50361.0,Pencil Holders
211,2020-10-17,50361.0,Pencil Holders
212,2020-10-18,64837.0,Pencil Holders
213,2020-10-19,67637.0,Pencil Holders
214,2020-10-20,76347.0,Pencil Holders
215,2020-10-21,76347.0,Pencil Holders
216,2020-10-22,76347.0,Pencil Holders
217,2020-10-23,76347.0,Pencil Holders
218,2020-10-24,76347.0,Pencil Holders
219,2020-10-25,76347.0,Pencil Holders
220,2020-10-26,55702.0,Pencil Holders
221,2020-10-27,55702.0,Pencil Holders
222,2020-10-28,36448.0,Pencil Holders
223,2020-10-29,36448.0,Pencil Holders
224,2020-10-30,36448.0,Pencil Holders
225,2020-10-31,36448.0,Pencil Holders
226,2020-11-01,36448.0,Pencil Holders
227,2020-11-02,10965.0,Pencil Holders
228,2020-11-03,10965.0,Pencil Holders
229,2020-11-04,10965.0,Pencil Holders
230,2020-11-05,10965.0,Pencil Holders
231,2020-11-06,7219.0,Pencil Holders
232,2020-11-07,9248.0,Pencil Holders
233,2020-11-08,9248.0,Pencil Holders
234,2020-11-09,9248.0,Pencil Holders
235,2020-11-10,9248.0,Pencil Holders
236,2020-11-11,6777.0,Pencil Holders
237,2020-11-12,6777.0,Pencil Holders
238,2020-11-13,6777.0,Pencil Holders
239,2020-11-14,5486.0,Pencil Holders
240,2020-11-15,5486.0,Pencil Holders
241,2020-11-16,3410.0,Pencil Holders
242,2020-11-17,4211.0,Pencil Holders
243,2020-11-18,4211.0,Pencil Holders
244,2020-11-19,4211.0,Pencil Holders
245,2020-11-20,4211.0,Pencil Holders
246,2020-11-21,4211.0,Pencil Holders
247,2020-11-22,3480.0,Pencil Holders
248,2020-11-23,3480.0,Pencil Holders
249,2020-11-24,3999.0,Pencil Holders
250,2020-11-25,3999.0,Pencil Holders
251,2020-11-26,3988.0,Pencil Holders
252,2020-11-27,3988.0,Pencil Holders
253,2020-11-28,3988.0,Pencil Holders
254,2020-11-29,2852.0,Pencil Holders
255,2020-11-30,2526.0,Pencil Holders
256,2020-12-01,2526.0,Pencil Holders
257,2020-12-02,2526.0,Pencil Holders
258,2020-12-03,3563.0,Pencil Holders
259,2020-12-04,3232.0,Pencil Holders
260,2020-12-05,3232.0,Pencil Holders
261,2020-12-06,3232.0,Pencil Holders
262,2020-12-07,3163.0,Pencil Holders
263,2020-12-08,3163.0,Pencil Holders
264,2020-12-09,3786.0,Pencil Holders
265,2020-12-10,3397.0,Pencil Holders
266,2020-12-11,4005.0,Pencil Holders
267,2020-12-12,3779.0,Pencil Holders
268,2020-12-13,3488.0,Pencil Holders
269,2020-12-14,3399.0,Pencil Holders
270,2020-12-15,3650.0,Pencil Holders
271,2020-12-16,4956.0,Pencil Holders
272,2020-12-17,5651.0,Pencil Holders
273,2020-12-18,5051.0,Pencil Holders
274,2020-12-19,5212.0,Pencil Holders
275,2020-12-20,6204.0,Pencil Holders
276,2020-12-21,4664.0,Pencil Holders
277,2020-12-22,3124.0,Pencil Holders
278,2020-12-23,3124.0,Pencil Holders
279,2020-12-24,4339.0,Pencil Holders
280,2020-12-25,3480.0,Pencil Holders
281,2020-12-26,3525.0,Pencil Holders
282,2020-12-27,3386.0,Pencil Holders
283,2020-12-28,2968.0,Pencil Holders
284,2020-12-29,2910.0,Pencil Holders
285,2020-12-30,2892.0,Pencil Holders
286,2020-12-31,2271.0,Pencil Holders
287,2021-01-01,2112.0,Pencil Holders
288,2021-01-02,2403.0,Pencil Holders
289,2021-01-03,2680.0,Pencil Holders
290,2021-01-04,2605.0,Pencil Holders
291,2021-01-05,2899.0,Pencil Holders
292,2021-01-06,3168.0,Pencil Holders
293,2021-01-07,3854.0,Pencil Holders
294,2021-01-08,5551.0,Pencil Holders
295,2021-01-09,7154.0,Pencil Holders
296,2021-01-10,7154.0,Pencil Holders
297,2021-01-11,7154.0,Pencil Holders
298,2021-01-12,13659.0,Pencil Holders
299,2021-01-13,13659.0,Pencil Holders
300,2021-01-14,13659.0,Pencil Holders
301,2021-01-15,5535.0,Pencil Holders
302,2021-01-16,5241.0,Pencil Holders
303,2021-01-17,5241.0,Pencil Holders
304,2021-01-18,2201.0,Pencil Holders
305,2021-01-19,2201.0,Pencil Holders
306,2021-01-20,2201.0,Pencil Holders
307,2021-01-21,1898.0,Pencil Holders
308,2021-01-22,1920.0,Pencil Holders
309,2021-01-23,1869.0,Pencil Holders
310,2021-01-24,1869.0,Pencil Holders
311,2021-01-25,1869.0,Pencil Holders
312,2021-01-26,2041.0,Pencil Holders
313,2021-01-27,2041.0,Pencil Holders
314,2021-01-28,2240.0,Pencil Holders
315,2021-01-29,2317.0,Pencil Holders
316,2021-01-30,2317.0,Pencil Holders
317,2021-01-31,2025.0,Pencil Holders
318,2021-02-01,2025.0,Pencil Holders
319,2021-02-02,2025.0,Pencil Holders
320,2021-02-03,2025.0,Pencil Holders
321,2021-02-04,2724.0,Pencil Holders
322,2021-02-05,2724.0,Pencil Holders
323,2021-02-06,3056.0,Pencil Holders
324,2021-02-07,3056.0,Pencil Holders
325,2021-02-08,2669.0,Pencil Holders
326,2021-02-09,2669.0,Pencil Holders
327,2021-02-10,2669.0,Pencil Holders
328,2021-02-11,3070.0,Pencil Holders
329,2021-02-12,3070.0,Pencil Holders
330,2021-02-13,3032.0,Pencil Holders
331,2021-02-14,2891.0,Pencil Holders
332,2021-02-15,2891.0,Pencil Holders
333,2021-02-16,2891.0,Pencil Holders
334,2021-02-17,3761.0,Pencil Holders
335,2021-02-18,3761.0,Pencil Holders
336,2021-02-19,3761.0,Pencil Holders
337,2021-02-20,3761.0,Pencil Holders
338,2021-02-21,5725.0,Pencil Holders
339,2021-02-22,5725.0,Pencil Holders
340,2021-02-23,5725.0,Pencil Holders
341,2021-02-24,3911.0,Pencil Holders
342,2021-02-25,4139.0,Pencil Holders
343,2021-02-26,3278.0,Pencil Holders
344,2021-02-27,3278.0,Pencil Holders
345,2021-02-28,3278.0,Pencil Holders
346,2021-03-01,3072.0,Pencil Holders
347,2021-03-02,3072.0,Pencil Holders
348,2021-03-03,3366.0,Pencil Holders
349,2021-03-04,3366.0,Pencil Holders
350,2021-03-05,3366.0,Pencil Holders
351,2021-03-06,3484.0,Pencil Holders
352,2021-03-07,3484.0,Pencil Holders
353,2021-03-08,3602.0,Pencil Holders
354,2021-03-09,3602.0,Pencil Holders
355,2021-03-10,3602.0,Pencil Holders
356,2021-03-11,3352.0,Pencil Holders
357,2021-03-12,3352.0,Pencil Holders
358,2021-03-13,3352.0,Pencil Holders
359,2021-03-14,2453.0,Pencil Holders
360,2021-03-15,2453.0,Pencil Holders
361,2021-03-16,2453.0,Pencil Holders
362,2021-03-17,2917.0,Pencil Holders
363,2021-03-18,2917.0,Pencil Holders
364,2021-03-19,2917.0,Pencil Holders
365,2021-03-20,3609.0,Pencil Holders
366,2021-03-21,3609.0,Pencil Holders
367,2021-03-22,5169.0,Pencil Holders
368,2021-03-23,5169.0,Pencil Holders
369,2021-03-24,7783.0,Pencil Holders
370,2021-03-25,7783.0,Pencil Holders
371,2021-03-26,7783.0,Pencil Holders
372,2021-03-27,7783.0,Pencil Holders
373,2021-03-28,11358.0,Pencil Holders
374,2021-03-29,11358.0,Pencil Holders
375,2021-03-30,11358.0,Pencil Holders
376,2021-03-31,19681.0,Pencil Holders
377,2021-04-01,23607.0,Pencil Holders
378,2021-04-02,23229.0,Pencil Holders
379,2021-04-03,23229.0,Pencil Holders
380,2021-04-04,23229.0,Pencil Holders
381,2021-04-05,23229.0,Pencil Holders
382,2021-04-06,23229.0,Pencil Holders
383,2021-04-07,23229.0,Pencil Holders
384,2021-04-08,42023.0,Pencil Holders
385,2021-04-09,42023.0,Pencil Holders
386,2021-04-10,42023.0,Pencil Holders
387,2021-04-11,43174.0,Pencil Holders
388,2021-04-12,43174.0,Pencil Holders
389,2021-04-13,33110.0,Pencil Holders
390,2021-04-14,33110.0,Pencil Holders
391,2021-04-15,33110.0,Pencil Holders
392,2021-04-16,33110.0,Pencil Holders
393,2021-04-17,33110.0,Pencil Holders
394,2021-04-18,33110.0,Pencil Holders
395,2021-04-19,33110.0,Pencil Holders
396,2021-04-20,33110.0,Pencil Holders
397,2021-04-21,33110.0,Pencil Holders
398,2021-04-22,61869.0,Pencil Holders
399,2021-04-23,61869.0,Pencil Holders
400,2021-04-24,56189.0,Pencil Holders
401,2021-04-25,56189.0,Pencil Holders
402,2021-04-26,56189.0,Pencil Holders
403,2021-04-27,56189.0,Pencil Holders
404,2021-04-28,56189.0,Pencil Holders
405,2021-04-29,56189.0,Pencil Holders
406,2021-04-30,56189.0,Pencil Holders
407,2021-05-01,56189.0,Pencil Holders
408,2021-05-02,56189.0,Pencil Holders
409,2021-05-03,56101.0,Pencil Holders
410,2021-05-04,66104.0,Pencil Holders
411,2021-05-05,66104.0,Pencil Holders
412,2021-05-06,66104.0,Pencil Holders
413,2021-05-07,66104.0,Pencil Holders
414,2021-05-08,66104.0,Pencil Holders
415,2021-05-09,66104.0,Pencil Holders
416,2021-05-10,59282.0,Pencil Holders
417,2021-05-11,59282.0,Pencil Holders
418,2021-05-12,59282.0,Pencil Holders
419,2021-05-13,59282.0,Pencil Holders
420,2021-05-14,59282.0,Pencil Holders
421,2021-05-15,49208.0,Pencil Holders
422,2021-05-16,49208.0,Pencil Holders
423,2021-05-17,49208.0,Pencil Holders
424,2021-05-18,49208.0,Pencil Holders
425,2021-05-19,75087.0,Pencil Holders
426,2021-05-20,71624.0,Pencil Holders
427,2021-05-21,76892.0,Pencil Holders
428,2021-05-22,76892.0,Pencil Holders
429,2021-05-23,20541.0,Pencil Holders
430,2021-05-24,20541.0,Pencil Holders
431,2021-05-25,20541.0,Pencil Holders
432,2021-05-26,23434.0,Pencil Holders
433,2021-05-27,15983.0,Pencil Holders
434,2021-05-28,15983.0,Pencil Holders
435,2021-05-29,15983.0,Pencil Holders
436,2021-05-30,15983.0,Pencil Holders
437,2021-05-31,13357.0,Pencil Holders
