,date,value,name_B07BSHS3GN
527,2019-12-19,1159.0,Vertical & Wall Planters
528,2019-12-20,1089.0,Vertical & Wall Planters
529,2019-12-21,1089.0,Vertical & Wall Planters
530,2019-12-22,1089.0,Vertical & Wall Planters
531,2019-12-23,2902.0,Vertical & Wall Planters
532,2019-12-24,3014.0,Vertical & Wall Planters
533,2019-12-25,2512.0,Vertical & Wall Planters
534,2019-12-26,2512.0,Vertical & Wall Planters
535,2019-12-27,2512.0,Vertical & Wall Planters
536,2019-12-28,4500.0,Vertical & Wall Planters
537,2019-12-29,4500.0,Vertical & Wall Planters
538,2019-12-30,4500.0,Vertical & Wall Planters
539,2019-12-31,4500.0,Vertical & Wall Planters
540,2020-01-01,4500.0,Vertical & Wall Planters
541,2020-01-02,4500.0,Vertical & Wall Planters
542,2020-01-03,4521.0,Vertical & Wall Planters
543,2020-01-04,4521.0,Vertical & Wall Planters
544,2020-01-05,2459.0,Vertical & Wall Planters
545,2020-01-06,2459.0,Vertical & Wall Planters
546,2020-01-07,2459.0,Vertical & Wall Planters
547,2020-01-08,3239.0,Vertical & Wall Planters
548,2020-01-09,3239.0,Vertical & Wall Planters
549,2020-01-10,3075.0,Vertical & Wall Planters
550,2020-01-11,3075.0,Vertical & Wall Planters
551,2020-01-12,3075.0,Vertical & Wall Planters
552,2020-01-13,2325.0,Vertical & Wall Planters
553,2020-01-14,2951.0,Vertical & Wall Planters
554,2020-01-15,2951.0,Vertical & Wall Planters
555,2020-01-16,2951.0,Vertical & Wall Planters
556,2020-01-17,2418.0,Vertical & Wall Planters
557,2020-01-18,2418.0,Vertical & Wall Planters
558,2020-01-19,2418.0,Vertical & Wall Planters
559,2020-01-20,2418.0,Vertical & Wall Planters
560,2020-01-21,2418.0,Vertical & Wall Planters
561,2020-01-22,1462.0,Vertical & Wall Planters
562,2020-01-23,1462.0,Vertical & Wall Planters
563,2020-01-24,1462.0,Vertical & Wall Planters
564,2020-01-25,1462.0,Vertical & Wall Planters
565,2020-01-26,2787.0,Vertical & Wall Planters
566,2020-01-27,2787.0,Vertical & Wall Planters
567,2020-01-28,2787.0,Vertical & Wall Planters
568,2020-01-29,2787.0,Vertical & Wall Planters
569,2020-01-30,1730.0,Vertical & Wall Planters
570,2020-01-31,1691.0,Vertical & Wall Planters
571,2020-02-01,1691.0,Vertical & Wall Planters
572,2020-02-02,1691.0,Vertical & Wall Planters
573,2020-02-03,1177.0,Vertical & Wall Planters
574,2020-02-04,1177.0,Vertical & Wall Planters
575,2020-02-05,1874.0,Vertical & Wall Planters
576,2020-02-06,1874.0,Vertical & Wall Planters
577,2020-02-07,1874.0,Vertical & Wall Planters
578,2020-02-08,1874.0,Vertical & Wall Planters
579,2020-02-09,1874.0,Vertical & Wall Planters
580,2020-02-10,1746.0,Vertical & Wall Planters
581,2020-02-11,1746.0,Vertical & Wall Planters
582,2020-02-12,1746.0,Vertical & Wall Planters
583,2020-02-13,1746.0,Vertical & Wall Planters
584,2020-02-14,1746.0,Vertical & Wall Planters
585,2020-02-15,1746.0,Vertical & Wall Planters
586,2020-02-16,2099.0,Vertical & Wall Planters
587,2020-02-17,1839.0,Vertical & Wall Planters
588,2020-02-18,2781.0,Vertical & Wall Planters
589,2020-02-19,2198.0,Vertical & Wall Planters
590,2020-02-20,2198.0,Vertical & Wall Planters
591,2020-02-21,1750.0,Vertical & Wall Planters
592,2020-02-22,1750.0,Vertical & Wall Planters
593,2020-02-23,1750.0,Vertical & Wall Planters
594,2020-02-24,1750.0,Vertical & Wall Planters
595,2020-02-25,2494.0,Vertical & Wall Planters
596,2020-02-26,2494.0,Vertical & Wall Planters
597,2020-02-27,2494.0,Vertical & Wall Planters
598,2020-02-28,2019.0,Vertical & Wall Planters
599,2020-02-29,2019.0,Vertical & Wall Planters
600,2020-03-01,2019.0,Vertical & Wall Planters
601,2020-03-02,2019.0,Vertical & Wall Planters
602,2020-03-03,2019.0,Vertical & Wall Planters
603,2020-03-04,3276.0,Vertical & Wall Planters
604,2020-03-05,3276.0,Vertical & Wall Planters
605,2020-03-06,3276.0,Vertical & Wall Planters
606,2020-03-07,3276.0,Vertical & Wall Planters
607,2020-03-08,3276.0,Vertical & Wall Planters
608,2020-03-09,2976.0,Vertical & Wall Planters
609,2020-03-10,5331.0,Vertical & Wall Planters
610,2020-03-11,13922.0,Vertical & Wall Planters
611,2020-03-12,13922.0,Vertical & Wall Planters
612,2020-03-13,25423.0,Vertical & Wall Planters
613,2020-03-14,25423.0,Vertical & Wall Planters
614,2020-03-15,25423.0,Vertical & Wall Planters
615,2020-03-16,25423.0,Vertical & Wall Planters
616,2020-03-17,40325.0,Vertical & Wall Planters
617,2020-03-18,40325.0,Vertical & Wall Planters
618,2020-03-19,40325.0,Vertical & Wall Planters
619,2020-03-20,40325.0,Vertical & Wall Planters
620,2020-03-21,40325.0,Vertical & Wall Planters
621,2020-03-22,40325.0,Vertical & Wall Planters
622,2020-03-23,23554.0,Vertical & Wall Planters
623,2020-03-24,23554.0,Vertical & Wall Planters
624,2020-03-25,23554.0,Vertical & Wall Planters
625,2020-03-26,10865.0,Vertical & Wall Planters
626,2020-03-27,10865.0,Vertical & Wall Planters
627,2020-03-28,10865.0,Vertical & Wall Planters
628,2020-03-29,10865.0,Vertical & Wall Planters
629,2020-03-30,10865.0,Vertical & Wall Planters
630,2020-03-31,54022.0,Vertical & Wall Planters
631,2020-04-01,58296.0,Vertical & Wall Planters
632,2020-04-02,58296.0,Vertical & Wall Planters
633,2020-04-03,58296.0,Vertical & Wall Planters
634,2020-04-04,58296.0,Vertical & Wall Planters
635,2020-04-05,58296.0,Vertical & Wall Planters
636,2020-04-06,58296.0,Vertical & Wall Planters
637,2020-04-07,96823.0,Vertical & Wall Planters
638,2020-04-08,96823.0,Vertical & Wall Planters
639,2020-04-09,96823.0,Vertical & Wall Planters
640,2020-04-10,101553.0,Vertical & Wall Planters
641,2020-04-11,15189.0,Vertical & Wall Planters
642,2020-04-12,15189.0,Vertical & Wall Planters
643,2020-04-13,15189.0,Vertical & Wall Planters
644,2020-04-14,15189.0,Vertical & Wall Planters
645,2020-04-15,6090.0,Vertical & Wall Planters
646,2020-04-16,4981.0,Vertical & Wall Planters
647,2020-04-17,4981.0,Vertical & Wall Planters
648,2020-04-18,2589.0,Vertical & Wall Planters
649,2020-04-19,2589.0,Vertical & Wall Planters
650,2020-04-20,1711.0,Vertical & Wall Planters
651,2020-04-21,1711.0,Vertical & Wall Planters
652,2020-04-22,1711.0,Vertical & Wall Planters
653,2020-04-23,1553.0,Vertical & Wall Planters
654,2020-04-24,1553.0,Vertical & Wall Planters
655,2020-04-25,1525.0,Vertical & Wall Planters
656,2020-04-26,1525.0,Vertical & Wall Planters
657,2020-04-27,1525.0,Vertical & Wall Planters
658,2020-04-28,1525.0,Vertical & Wall Planters
659,2020-04-29,1883.0,Vertical & Wall Planters
660,2020-04-30,1883.0,Vertical & Wall Planters
661,2020-05-01,1883.0,Vertical & Wall Planters
662,2020-05-02,1883.0,Vertical & Wall Planters
663,2020-05-03,1883.0,Vertical & Wall Planters
664,2020-05-04,1883.0,Vertical & Wall Planters
665,2020-05-05,10555.0,Vertical & Wall Planters
666,2020-05-06,11764.0,Vertical & Wall Planters
667,2020-05-07,11764.0,Vertical & Wall Planters
668,2020-05-08,11764.0,Vertical & Wall Planters
669,2020-05-09,11764.0,Vertical & Wall Planters
670,2020-05-10,11764.0,Vertical & Wall Planters
671,2020-05-11,6856.0,Vertical & Wall Planters
672,2020-05-12,6856.0,Vertical & Wall Planters
673,2020-05-13,4624.0,Vertical & Wall Planters
674,2020-05-14,5037.0,Vertical & Wall Planters
675,2020-05-15,5037.0,Vertical & Wall Planters
676,2020-05-16,5037.0,Vertical & Wall Planters
677,2020-05-17,3485.0,Vertical & Wall Planters
678,2020-05-18,3485.0,Vertical & Wall Planters
679,2020-05-19,3485.0,Vertical & Wall Planters
680,2020-05-20,3485.0,Vertical & Wall Planters
681,2020-05-21,2317.0,Vertical & Wall Planters
682,2020-05-22,2317.0,Vertical & Wall Planters
683,2020-05-23,2317.0,Vertical & Wall Planters
684,2020-05-24,1926.0,Vertical & Wall Planters
685,2020-05-25,1926.0,Vertical & Wall Planters
686,2020-05-26,1926.0,Vertical & Wall Planters
687,2020-05-27,1926.0,Vertical & Wall Planters
688,2020-05-28,1926.0,Vertical & Wall Planters
689,2020-05-29,1926.0,Vertical & Wall Planters
690,2020-05-30,1926.0,Vertical & Wall Planters
691,2020-05-31,30171.0,Vertical & Wall Planters
692,2020-06-01,26414.0,Vertical & Wall Planters
693,2020-06-02,26414.0,Vertical & Wall Planters
694,2020-06-03,26414.0,Vertical & Wall Planters
695,2020-06-04,26414.0,Vertical & Wall Planters
696,2020-06-05,26414.0,Vertical & Wall Planters
697,2020-06-06,26414.0,Vertical & Wall Planters
698,2020-06-07,26414.0,Vertical & Wall Planters
699,2020-06-08,32310.0,Vertical & Wall Planters
700,2020-06-09,40162.0,Vertical & Wall Planters
701,2020-06-10,40162.0,Vertical & Wall Planters
702,2020-06-11,40162.0,Vertical & Wall Planters
703,2020-06-12,40162.0,Vertical & Wall Planters
704,2020-06-13,40162.0,Vertical & Wall Planters
705,2020-06-14,40162.0,Vertical & Wall Planters
706,2020-06-15,61987.0,Vertical & Wall Planters
707,2020-06-16,61987.0,Vertical & Wall Planters
708,2020-06-17,61987.0,Vertical & Wall Planters
709,2020-06-18,61987.0,Vertical & Wall Planters
710,2020-06-19,61987.0,Vertical & Wall Planters
711,2020-06-20,61987.0,Vertical & Wall Planters
712,2020-06-21,61987.0,Vertical & Wall Planters
713,2020-06-22,78287.0,Vertical & Wall Planters
714,2020-06-23,52653.0,Vertical & Wall Planters
715,2020-06-24,52653.0,Vertical & Wall Planters
716,2020-06-25,52653.0,Vertical & Wall Planters
717,2020-06-26,52653.0,Vertical & Wall Planters
718,2020-06-27,52653.0,Vertical & Wall Planters
719,2020-06-28,68937.0,Vertical & Wall Planters
720,2020-06-29,68937.0,Vertical & Wall Planters
721,2020-06-30,68937.0,Vertical & Wall Planters
722,2020-07-01,94686.0,Vertical & Wall Planters
723,2020-07-02,94686.0,Vertical & Wall Planters
724,2020-07-03,94686.0,Vertical & Wall Planters
725,2020-07-04,53027.0,Vertical & Wall Planters
726,2020-07-05,46055.0,Vertical & Wall Planters
727,2020-07-06,46055.0,Vertical & Wall Planters
728,2020-07-07,46055.0,Vertical & Wall Planters
729,2020-07-08,46055.0,Vertical & Wall Planters
730,2020-07-09,46055.0,Vertical & Wall Planters
731,2020-07-10,92267.0,Vertical & Wall Planters
732,2020-07-11,92267.0,Vertical & Wall Planters
733,2020-07-12,92267.0,Vertical & Wall Planters
734,2020-07-13,69404.0,Vertical & Wall Planters
735,2020-07-14,69404.0,Vertical & Wall Planters
736,2020-07-15,69404.0,Vertical & Wall Planters
737,2020-07-16,69404.0,Vertical & Wall Planters
738,2020-07-17,69404.0,Vertical & Wall Planters
739,2020-07-18,69404.0,Vertical & Wall Planters
740,2020-07-19,69404.0,Vertical & Wall Planters
741,2020-07-20,69404.0,Vertical & Wall Planters
742,2020-07-21,69404.0,Vertical & Wall Planters
743,2020-07-22,69404.0,Vertical & Wall Planters
744,2020-07-23,87451.0,Vertical & Wall Planters
745,2020-07-24,87451.0,Vertical & Wall Planters
746,2020-07-25,87451.0,Vertical & Wall Planters
747,2020-07-26,87451.0,Vertical & Wall Planters
748,2020-07-27,87451.0,Vertical & Wall Planters
749,2020-07-28,45561.0,Vertical & Wall Planters
750,2020-07-29,45561.0,Vertical & Wall Planters
751,2020-07-30,23919.0,Vertical & Wall Planters
752,2020-07-31,23919.0,Vertical & Wall Planters
753,2020-08-01,23919.0,Vertical & Wall Planters
754,2020-08-02,22443.0,Vertical & Wall Planters
755,2020-08-03,22443.0,Vertical & Wall Planters
756,2020-08-04,22443.0,Vertical & Wall Planters
757,2020-08-05,22443.0,Vertical & Wall Planters
758,2020-08-06,22443.0,Vertical & Wall Planters
759,2020-08-07,22443.0,Vertical & Wall Planters
760,2020-08-08,24743.0,Vertical & Wall Planters
761,2020-08-09,24743.0,Vertical & Wall Planters
762,2020-08-10,13619.0,Vertical & Wall Planters
763,2020-08-11,20062.0,Vertical & Wall Planters
764,2020-08-12,20062.0,Vertical & Wall Planters
765,2020-08-13,20062.0,Vertical & Wall Planters
766,2020-08-14,18385.0,Vertical & Wall Planters
767,2020-08-15,10539.0,Vertical & Wall Planters
768,2020-08-16,10539.0,Vertical & Wall Planters
769,2020-08-17,10539.0,Vertical & Wall Planters
770,2020-08-18,10539.0,Vertical & Wall Planters
771,2020-08-19,10539.0,Vertical & Wall Planters
772,2020-08-20,13114.0,Vertical & Wall Planters
773,2020-08-21,13114.0,Vertical & Wall Planters
774,2020-08-22,13114.0,Vertical & Wall Planters
775,2020-08-23,13114.0,Vertical & Wall Planters
776,2020-08-24,10620.0,Vertical & Wall Planters
777,2020-08-25,9893.0,Vertical & Wall Planters
778,2020-08-26,9893.0,Vertical & Wall Planters
779,2020-08-27,9893.0,Vertical & Wall Planters
780,2020-08-28,12900.0,Vertical & Wall Planters
781,2020-08-29,14002.0,Vertical & Wall Planters
782,2020-08-30,14002.0,Vertical & Wall Planters
783,2020-08-31,14002.0,Vertical & Wall Planters
784,2020-09-01,14002.0,Vertical & Wall Planters
785,2020-09-02,14002.0,Vertical & Wall Planters
786,2020-09-03,19158.0,Vertical & Wall Planters
787,2020-09-04,19158.0,Vertical & Wall Planters
788,2020-09-05,19158.0,Vertical & Wall Planters
789,2020-09-06,19158.0,Vertical & Wall Planters
790,2020-09-07,19158.0,Vertical & Wall Planters
791,2020-09-08,19158.0,Vertical & Wall Planters
792,2020-09-09,19158.0,Vertical & Wall Planters
793,2020-09-10,24603.0,Vertical & Wall Planters
794,2020-09-11,24603.0,Vertical & Wall Planters
795,2020-09-12,24603.0,Vertical & Wall Planters
796,2020-09-13,45331.0,Vertical & Wall Planters
797,2020-09-14,45331.0,Vertical & Wall Planters
798,2020-09-15,45331.0,Vertical & Wall Planters
799,2020-09-16,45331.0,Vertical & Wall Planters
800,2020-09-17,45331.0,Vertical & Wall Planters
801,2020-09-18,72451.0,Vertical & Wall Planters
802,2020-09-19,72451.0,Vertical & Wall Planters
803,2020-09-20,72451.0,Vertical & Wall Planters
804,2020-09-21,72451.0,Vertical & Wall Planters
805,2020-09-22,72451.0,Vertical & Wall Planters
806,2020-09-23,28606.0,Vertical & Wall Planters
807,2020-09-24,30568.0,Vertical & Wall Planters
808,2020-09-25,30568.0,Vertical & Wall Planters
809,2020-09-26,30568.0,Vertical & Wall Planters
810,2020-09-27,30568.0,Vertical & Wall Planters
811,2020-09-28,30568.0,Vertical & Wall Planters
812,2020-09-29,30568.0,Vertical & Wall Planters
813,2020-09-30,16425.0,Vertical & Wall Planters
814,2020-10-01,16425.0,Vertical & Wall Planters
815,2020-10-02,16425.0,Vertical & Wall Planters
816,2020-10-03,16425.0,Vertical & Wall Planters
817,2020-10-04,16425.0,Vertical & Wall Planters
818,2020-10-05,16425.0,Vertical & Wall Planters
819,2020-10-06,12481.0,Vertical & Wall Planters
820,2020-10-07,12481.0,Vertical & Wall Planters
821,2020-10-08,12481.0,Vertical & Wall Planters
822,2020-10-09,10849.0,Vertical & Wall Planters
823,2020-10-10,10849.0,Vertical & Wall Planters
824,2020-10-11,10849.0,Vertical & Wall Planters
825,2020-10-12,10849.0,Vertical & Wall Planters
826,2020-10-13,9580.0,Vertical & Wall Planters
827,2020-10-14,9580.0,Vertical & Wall Planters
828,2020-10-15,10519.0,Vertical & Wall Planters
829,2020-10-16,10519.0,Vertical & Wall Planters
830,2020-10-17,10519.0,Vertical & Wall Planters
831,2020-10-18,10519.0,Vertical & Wall Planters
832,2020-10-19,9839.0,Vertical & Wall Planters
833,2020-10-20,9839.0,Vertical & Wall Planters
834,2020-10-21,9333.0,Vertical & Wall Planters
835,2020-10-22,9333.0,Vertical & Wall Planters
836,2020-10-23,9333.0,Vertical & Wall Planters
837,2020-10-24,9333.0,Vertical & Wall Planters
838,2020-10-25,8609.0,Vertical & Wall Planters
839,2020-10-26,8609.0,Vertical & Wall Planters
840,2020-10-27,8400.0,Vertical & Wall Planters
841,2020-10-28,8400.0,Vertical & Wall Planters
842,2020-10-29,8400.0,Vertical & Wall Planters
843,2020-10-30,11596.0,Vertical & Wall Planters
844,2020-10-31,11596.0,Vertical & Wall Planters
845,2020-11-01,11596.0,Vertical & Wall Planters
846,2020-11-02,5443.0,Vertical & Wall Planters
847,2020-11-03,5443.0,Vertical & Wall Planters
848,2020-11-04,5443.0,Vertical & Wall Planters
849,2020-11-05,6638.0,Vertical & Wall Planters
850,2020-11-06,6638.0,Vertical & Wall Planters
851,2020-11-07,6638.0,Vertical & Wall Planters
852,2020-11-08,6638.0,Vertical & Wall Planters
853,2020-11-09,3983.0,Vertical & Wall Planters
854,2020-11-10,6959.0,Vertical & Wall Planters
855,2020-11-11,4432.0,Vertical & Wall Planters
856,2020-11-12,5054.0,Vertical & Wall Planters
857,2020-11-13,5054.0,Vertical & Wall Planters
858,2020-11-14,5054.0,Vertical & Wall Planters
859,2020-11-15,5054.0,Vertical & Wall Planters
860,2020-11-16,4252.0,Vertical & Wall Planters
861,2020-11-17,4252.0,Vertical & Wall Planters
862,2020-11-18,4252.0,Vertical & Wall Planters
863,2020-11-19,6687.0,Vertical & Wall Planters
864,2020-11-20,4917.0,Vertical & Wall Planters
865,2020-11-21,4917.0,Vertical & Wall Planters
866,2020-11-22,4917.0,Vertical & Wall Planters
867,2020-11-23,3177.0,Vertical & Wall Planters
868,2020-11-24,3177.0,Vertical & Wall Planters
869,2020-11-25,3107.0,Vertical & Wall Planters
870,2020-11-26,2971.0,Vertical & Wall Planters
871,2020-11-27,2971.0,Vertical & Wall Planters
872,2020-11-28,1953.0,Vertical & Wall Planters
873,2020-11-29,1953.0,Vertical & Wall Planters
874,2020-11-30,1705.0,Vertical & Wall Planters
875,2020-12-01,2141.0,Vertical & Wall Planters
876,2020-12-02,2141.0,Vertical & Wall Planters
877,2020-12-03,2141.0,Vertical & Wall Planters
878,2020-12-04,6204.0,Vertical & Wall Planters
879,2020-12-05,6204.0,Vertical & Wall Planters
880,2020-12-06,3867.0,Vertical & Wall Planters
881,2020-12-07,3867.0,Vertical & Wall Planters
882,2020-12-08,3011.0,Vertical & Wall Planters
883,2020-12-09,3404.0,Vertical & Wall Planters
884,2020-12-10,2086.0,Vertical & Wall Planters
885,2020-12-11,1930.0,Vertical & Wall Planters
886,2020-12-12,1701.0,Vertical & Wall Planters
887,2020-12-13,1478.0,Vertical & Wall Planters
888,2020-12-14,2186.0,Vertical & Wall Planters
889,2020-12-15,2689.0,Vertical & Wall Planters
890,2020-12-16,1380.0,Vertical & Wall Planters
891,2020-12-17,2327.0,Vertical & Wall Planters
892,2020-12-18,2393.0,Vertical & Wall Planters
893,2020-12-19,2393.0,Vertical & Wall Planters
894,2020-12-20,3207.0,Vertical & Wall Planters
895,2020-12-21,4673.0,Vertical & Wall Planters
896,2020-12-22,3764.0,Vertical & Wall Planters
897,2020-12-23,5128.0,Vertical & Wall Planters
898,2020-12-24,5492.0,Vertical & Wall Planters
899,2020-12-25,6725.0,Vertical & Wall Planters
900,2020-12-26,6880.0,Vertical & Wall Planters
901,2020-12-27,8020.0,Vertical & Wall Planters
902,2020-12-28,9468.0,Vertical & Wall Planters
903,2020-12-29,7477.0,Vertical & Wall Planters
904,2020-12-30,7884.0,Vertical & Wall Planters
905,2020-12-31,8662.0,Vertical & Wall Planters
906,2021-01-01,4142.0,Vertical & Wall Planters
907,2021-01-02,2685.0,Vertical & Wall Planters
908,2021-01-03,2432.0,Vertical & Wall Planters
909,2021-01-04,2004.0,Vertical & Wall Planters
910,2021-01-05,2131.0,Vertical & Wall Planters
911,2021-01-06,2381.0,Vertical & Wall Planters
912,2021-01-07,2127.0,Vertical & Wall Planters
913,2021-01-08,2708.0,Vertical & Wall Planters
914,2021-01-09,2337.0,Vertical & Wall Planters
915,2021-01-10,2337.0,Vertical & Wall Planters
916,2021-01-11,1593.0,Vertical & Wall Planters
917,2021-01-12,1593.0,Vertical & Wall Planters
918,2021-01-13,2052.0,Vertical & Wall Planters
919,2021-01-14,1738.0,Vertical & Wall Planters
920,2021-01-15,1738.0,Vertical & Wall Planters
921,2021-01-16,1738.0,Vertical & Wall Planters
922,2021-01-17,1738.0,Vertical & Wall Planters
923,2021-01-18,1738.0,Vertical & Wall Planters
924,2021-01-19,1962.0,Vertical & Wall Planters
925,2021-01-20,1962.0,Vertical & Wall Planters
926,2021-01-21,2044.0,Vertical & Wall Planters
927,2021-01-22,2044.0,Vertical & Wall Planters
928,2021-01-23,2044.0,Vertical & Wall Planters
929,2021-01-24,2044.0,Vertical & Wall Planters
930,2021-01-25,14449.0,Vertical & Wall Planters
931,2021-01-26,14449.0,Vertical & Wall Planters
932,2021-01-27,14449.0,Vertical & Wall Planters
933,2021-01-28,14449.0,Vertical & Wall Planters
934,2021-01-29,22691.0,Vertical & Wall Planters
935,2021-01-30,22703.0,Vertical & Wall Planters
936,2021-01-31,22703.0,Vertical & Wall Planters
937,2021-02-01,22703.0,Vertical & Wall Planters
938,2021-02-02,22703.0,Vertical & Wall Planters
939,2021-02-03,42406.0,Vertical & Wall Planters
940,2021-02-04,42406.0,Vertical & Wall Planters
941,2021-02-05,42406.0,Vertical & Wall Planters
942,2021-02-06,42406.0,Vertical & Wall Planters
943,2021-02-07,42406.0,Vertical & Wall Planters
944,2021-02-08,42406.0,Vertical & Wall Planters
945,2021-02-09,33045.0,Vertical & Wall Planters
946,2021-02-10,33045.0,Vertical & Wall Planters
947,2021-02-11,33045.0,Vertical & Wall Planters
948,2021-02-12,46999.0,Vertical & Wall Planters
949,2021-02-13,46999.0,Vertical & Wall Planters
950,2021-02-14,46999.0,Vertical & Wall Planters
951,2021-02-15,46999.0,Vertical & Wall Planters
952,2021-02-16,46999.0,Vertical & Wall Planters
953,2021-02-17,46999.0,Vertical & Wall Planters
954,2021-02-18,54663.0,Vertical & Wall Planters
955,2021-02-19,54663.0,Vertical & Wall Planters
956,2021-02-20,54663.0,Vertical & Wall Planters
957,2021-02-21,59428.0,Vertical & Wall Planters
958,2021-02-22,59428.0,Vertical & Wall Planters
959,2021-02-23,59428.0,Vertical & Wall Planters
960,2021-02-24,59428.0,Vertical & Wall Planters
961,2021-02-25,59428.0,Vertical & Wall Planters
962,2021-02-26,59428.0,Vertical & Wall Planters
963,2021-02-27,59428.0,Vertical & Wall Planters
964,2021-02-28,59428.0,Vertical & Wall Planters
965,2021-03-01,59428.0,Vertical & Wall Planters
966,2021-03-02,78345.0,Vertical & Wall Planters
967,2021-03-03,78345.0,Vertical & Wall Planters
968,2021-03-04,78345.0,Vertical & Wall Planters
969,2021-03-05,78345.0,Vertical & Wall Planters
970,2021-03-06,78345.0,Vertical & Wall Planters
971,2021-03-07,78345.0,Vertical & Wall Planters
972,2021-03-08,78345.0,Vertical & Wall Planters
973,2021-03-09,78345.0,Vertical & Wall Planters
974,2021-03-10,78345.0,Vertical & Wall Planters
975,2021-03-11,78345.0,Vertical & Wall Planters
976,2021-03-12,47919.0,Vertical & Wall Planters
977,2021-03-13,47919.0,Vertical & Wall Planters
978,2021-03-14,47919.0,Vertical & Wall Planters
979,2021-03-15,47919.0,Vertical & Wall Planters
980,2021-03-16,47919.0,Vertical & Wall Planters
981,2021-03-17,115206.0,Vertical & Wall Planters
982,2021-03-18,115206.0,Vertical & Wall Planters
983,2021-03-19,104601.0,Vertical & Wall Planters
984,2021-03-20,104601.0,Vertical & Wall Planters
985,2021-03-21,104601.0,Vertical & Wall Planters
986,2021-03-22,104601.0,Vertical & Wall Planters
987,2021-03-23,104601.0,Vertical & Wall Planters
988,2021-03-24,15401.0,Vertical & Wall Planters
989,2021-03-25,15401.0,Vertical & Wall Planters
990,2021-03-26,4739.0,Vertical & Wall Planters
991,2021-03-27,4739.0,Vertical & Wall Planters
992,2021-03-28,4739.0,Vertical & Wall Planters
993,2021-03-29,2092.0,Vertical & Wall Planters
994,2021-03-30,2129.0,Vertical & Wall Planters
995,2021-03-31,2129.0,Vertical & Wall Planters
996,2021-04-01,2129.0,Vertical & Wall Planters
997,2021-04-02,2418.0,Vertical & Wall Planters
998,2021-04-03,2418.0,Vertical & Wall Planters
999,2021-04-04,2418.0,Vertical & Wall Planters
1000,2021-04-05,1012.0,Vertical & Wall Planters
1001,2021-04-06,900.0,Vertical & Wall Planters
1002,2021-04-07,732.0,Vertical & Wall Planters
1003,2021-04-08,732.0,Vertical & Wall Planters
1004,2021-04-09,1205.0,Vertical & Wall Planters
1005,2021-04-10,1205.0,Vertical & Wall Planters
1006,2021-04-11,1205.0,Vertical & Wall Planters
1007,2021-04-12,926.0,Vertical & Wall Planters
1008,2021-04-13,1045.0,Vertical & Wall Planters
1009,2021-04-14,1045.0,Vertical & Wall Planters
1010,2021-04-15,1190.0,Vertical & Wall Planters
1011,2021-04-16,1190.0,Vertical & Wall Planters
1012,2021-04-17,1190.0,Vertical & Wall Planters
1013,2021-04-18,1317.0,Vertical & Wall Planters
1014,2021-04-19,1317.0,Vertical & Wall Planters
1015,2021-04-20,2601.0,Vertical & Wall Planters
1016,2021-04-21,2601.0,Vertical & Wall Planters
1017,2021-04-22,2601.0,Vertical & Wall Planters
1018,2021-04-23,2601.0,Vertical & Wall Planters
1019,2021-04-24,5359.0,Vertical & Wall Planters
1020,2021-04-25,5359.0,Vertical & Wall Planters
1021,2021-04-26,1592.0,Vertical & Wall Planters
1022,2021-04-27,1592.0,Vertical & Wall Planters
1023,2021-04-28,889.0,Vertical & Wall Planters
1024,2021-04-29,889.0,Vertical & Wall Planters
1025,2021-04-30,495.0,Vertical & Wall Planters
1026,2021-05-01,495.0,Vertical & Wall Planters
1027,2021-05-02,495.0,Vertical & Wall Planters
1028,2021-05-03,3844.0,Vertical & Wall Planters
1029,2021-05-04,3844.0,Vertical & Wall Planters
1030,2021-05-05,12004.0,Vertical & Wall Planters
1031,2021-05-06,12004.0,Vertical & Wall Planters
1032,2021-05-07,17973.0,Vertical & Wall Planters
1033,2021-05-08,17973.0,Vertical & Wall Planters
1034,2021-05-09,17973.0,Vertical & Wall Planters
1035,2021-05-10,23071.0,Vertical & Wall Planters
1036,2021-05-11,26306.0,Vertical & Wall Planters
1037,2021-05-12,29425.0,Vertical & Wall Planters
1038,2021-05-13,29425.0,Vertical & Wall Planters
1039,2021-05-14,27517.0,Vertical & Wall Planters
1040,2021-05-15,36036.0,Vertical & Wall Planters
1041,2021-05-16,36036.0,Vertical & Wall Planters
1042,2021-05-17,51209.0,Vertical & Wall Planters
1043,2021-05-18,51209.0,Vertical & Wall Planters
1044,2021-05-19,51209.0,Vertical & Wall Planters
1045,2021-05-20,44784.0,Vertical & Wall Planters
1046,2021-05-21,48323.0,Vertical & Wall Planters
1047,2021-05-22,48323.0,Vertical & Wall Planters
1048,2021-05-23,48323.0,Vertical & Wall Planters
1049,2021-05-24,48323.0,Vertical & Wall Planters
1050,2021-05-25,48323.0,Vertical & Wall Planters
1051,2021-05-26,48323.0,Vertical & Wall Planters
1052,2021-05-27,56645.0,Vertical & Wall Planters
1053,2021-05-28,56645.0,Vertical & Wall Planters
1054,2021-05-29,56645.0,Vertical & Wall Planters
1055,2021-05-30,56645.0,Vertical & Wall Planters
1056,2021-05-31,56645.0,Vertical & Wall Planters
1057,2021-06-01,82178.0,Vertical & Wall Planters
1058,2021-06-02,82178.0,Vertical & Wall Planters
1059,2021-06-03,82178.0,Vertical & Wall Planters
1060,2021-06-04,46877.0,Vertical & Wall Planters
1061,2021-06-05,46877.0,Vertical & Wall Planters
