,date,value,name_B07H2QHVLF
692,2020-08-09,89191.0,Taper Candles
693,2020-08-10,89191.0,Taper Candles
694,2020-08-11,89191.0,Taper Candles
695,2020-08-12,89191.0,Taper Candles
696,2020-08-13,89309.0,Taper Candles
697,2020-08-14,89309.0,Taper Candles
698,2020-08-15,89309.0,Taper Candles
699,2020-08-16,89309.0,Taper Candles
700,2020-08-17,89309.0,Taper Candles
701,2020-08-18,89309.0,Taper Candles
702,2020-08-19,42203.0,Taper Candles
703,2020-08-20,42203.0,Taper Candles
704,2020-08-21,42203.0,Taper Candles
705,2020-08-22,42203.0,Taper Candles
706,2020-08-23,47423.0,Taper Candles
707,2020-08-24,47423.0,Taper Candles
708,2020-08-25,47423.0,Taper Candles
709,2020-08-26,47423.0,Taper Candles
710,2020-08-27,47423.0,Taper Candles
711,2020-08-28,47423.0,Taper Candles
712,2020-08-29,47423.0,Taper Candles
713,2020-08-30,47423.0,Taper Candles
714,2020-08-31,46979.0,Taper Candles
715,2020-09-01,46979.0,Taper Candles
716,2020-09-02,46979.0,Taper Candles
717,2020-09-03,40718.0,Taper Candles
718,2020-09-04,40718.0,Taper Candles
719,2020-09-05,40718.0,Taper Candles
720,2020-09-06,40718.0,Taper Candles
721,2020-09-07,40718.0,Taper Candles
722,2020-09-08,43407.0,Taper Candles
723,2020-09-09,43407.0,Taper Candles
724,2020-09-10,43407.0,Taper Candles
725,2020-09-11,43407.0,Taper Candles
726,2020-09-12,65079.0,Taper Candles
727,2020-09-13,65079.0,Taper Candles
728,2020-09-14,65079.0,Taper Candles
729,2020-09-15,65079.0,Taper Candles
730,2020-09-16,65079.0,Taper Candles
731,2020-09-17,65079.0,Taper Candles
732,2020-09-18,65079.0,Taper Candles
733,2020-09-19,65079.0,Taper Candles
734,2020-09-20,65079.0,Taper Candles
735,2020-09-21,65079.0,Taper Candles
736,2020-09-22,65079.0,Taper Candles
737,2020-09-23,65079.0,Taper Candles
738,2020-09-24,65079.0,Taper Candles
739,2020-09-25,65079.0,Taper Candles
740,2020-09-26,49619.0,Taper Candles
741,2020-09-27,49619.0,Taper Candles
742,2020-09-28,49619.0,Taper Candles
743,2020-09-29,49619.0,Taper Candles
744,2020-09-30,49619.0,Taper Candles
745,2020-10-01,49619.0,Taper Candles
746,2020-10-02,49619.0,Taper Candles
747,2020-10-03,49619.0,Taper Candles
748,2020-10-04,49619.0,Taper Candles
749,2020-10-05,49619.0,Taper Candles
750,2020-10-06,49619.0,Taper Candles
751,2020-10-07,49619.0,Taper Candles
752,2020-10-08,49619.0,Taper Candles
753,2020-10-09,49619.0,Taper Candles
754,2020-10-10,49619.0,Taper Candles
755,2020-10-11,49619.0,Taper Candles
756,2020-10-12,49619.0,Taper Candles
757,2020-10-13,49619.0,Taper Candles
758,2020-10-14,49619.0,Taper Candles
759,2020-10-15,49619.0,Taper Candles
760,2020-10-16,49619.0,Taper Candles
761,2020-10-17,49619.0,Taper Candles
762,2020-10-18,49619.0,Taper Candles
763,2020-10-19,49619.0,Taper Candles
764,2020-10-20,49619.0,Taper Candles
765,2020-10-21,49619.0,Taper Candles
766,2020-10-22,49619.0,Taper Candles
767,2020-10-23,369366.0,Taper Candles
768,2020-10-24,369366.0,Taper Candles
769,2020-10-25,369366.0,Taper Candles
770,2020-10-26,369366.0,Taper Candles
771,2020-10-27,369366.0,Taper Candles
772,2020-10-28,369366.0,Taper Candles
773,2020-10-29,369366.0,Taper Candles
774,2020-10-30,369366.0,Taper Candles
775,2020-10-31,369366.0,Taper Candles
776,2020-11-01,369366.0,Taper Candles
777,2020-11-02,369366.0,Taper Candles
778,2020-11-03,369366.0,Taper Candles
779,2020-11-04,369366.0,Taper Candles
780,2020-11-05,369366.0,Taper Candles
781,2020-11-06,369366.0,Taper Candles
782,2020-11-07,369366.0,Taper Candles
783,2020-11-08,369366.0,Taper Candles
784,2020-11-09,369366.0,Taper Candles
785,2020-11-10,369366.0,Taper Candles
786,2020-11-11,369366.0,Taper Candles
787,2020-11-12,369366.0,Taper Candles
788,2020-11-13,119391.0,Taper Candles
789,2020-11-14,119391.0,Taper Candles
790,2020-11-15,119391.0,Taper Candles
791,2020-11-16,119391.0,Taper Candles
792,2020-11-17,119391.0,Taper Candles
793,2020-11-18,119391.0,Taper Candles
794,2020-11-19,47483.0,Taper Candles
795,2020-11-20,47483.0,Taper Candles
796,2020-11-21,47483.0,Taper Candles
797,2020-11-22,47483.0,Taper Candles
798,2020-11-23,47483.0,Taper Candles
799,2020-11-24,47483.0,Taper Candles
800,2020-11-25,47483.0,Taper Candles
801,2020-11-26,47483.0,Taper Candles
802,2020-11-27,47483.0,Taper Candles
803,2020-11-28,47483.0,Taper Candles
804,2020-11-29,47483.0,Taper Candles
805,2020-11-30,47483.0,Taper Candles
806,2020-12-01,47483.0,Taper Candles
807,2020-12-02,605495.0,Taper Candles
808,2020-12-03,577099.0,Taper Candles
809,2020-12-04,577099.0,Taper Candles
810,2020-12-05,577099.0,Taper Candles
811,2020-12-06,724114.0,Taper Candles
812,2020-12-07,724114.0,Taper Candles
813,2020-12-08,724114.0,Taper Candles
814,2020-12-09,724114.0,Taper Candles
815,2020-12-10,724114.0,Taper Candles
816,2020-12-11,724114.0,Taper Candles
817,2020-12-12,724114.0,Taper Candles
818,2020-12-13,724114.0,Taper Candles
819,2020-12-14,724114.0,Taper Candles
820,2020-12-15,724114.0,Taper Candles
821,2020-12-16,724114.0,Taper Candles
822,2020-12-17,724114.0,Taper Candles
823,2020-12-18,724114.0,Taper Candles
824,2020-12-19,724114.0,Taper Candles
825,2020-12-20,724114.0,Taper Candles
826,2020-12-21,724114.0,Taper Candles
827,2020-12-22,724114.0,Taper Candles
828,2020-12-23,724114.0,Taper Candles
829,2020-12-24,724114.0,Taper Candles
830,2020-12-25,724114.0,Taper Candles
831,2020-12-26,724114.0,Taper Candles
832,2020-12-27,119910.0,Taper Candles
833,2020-12-28,119910.0,Taper Candles
834,2020-12-29,119910.0,Taper Candles
835,2020-12-30,119910.0,Taper Candles
836,2020-12-31,119910.0,Taper Candles
837,2021-01-01,119910.0,Taper Candles
838,2021-01-02,40126.0,Taper Candles
839,2021-01-03,42125.0,Taper Candles
840,2021-01-04,42125.0,Taper Candles
841,2021-01-05,42125.0,Taper Candles
842,2021-01-06,32419.0,Taper Candles
843,2021-01-07,32419.0,Taper Candles
844,2021-01-08,32419.0,Taper Candles
845,2021-01-09,32419.0,Taper Candles
846,2021-01-10,32419.0,Taper Candles
847,2021-01-11,32419.0,Taper Candles
848,2021-01-12,32513.0,Taper Candles
849,2021-01-13,32513.0,Taper Candles
850,2021-01-14,32513.0,Taper Candles
851,2021-01-15,32513.0,Taper Candles
852,2021-01-16,32513.0,Taper Candles
853,2021-01-17,32513.0,Taper Candles
854,2021-01-18,32549.0,Taper Candles
855,2021-01-19,32549.0,Taper Candles
856,2021-01-20,32549.0,Taper Candles
857,2021-01-21,32549.0,Taper Candles
858,2021-01-22,32549.0,Taper Candles
859,2021-01-23,32549.0,Taper Candles
860,2021-01-24,33857.0,Taper Candles
861,2021-01-25,40864.0,Taper Candles
862,2021-01-26,40864.0,Taper Candles
863,2021-01-27,40864.0,Taper Candles
864,2021-01-28,50939.0,Taper Candles
865,2021-01-29,50939.0,Taper Candles
866,2021-01-30,50939.0,Taper Candles
867,2021-01-31,50939.0,Taper Candles
868,2021-02-01,50939.0,Taper Candles
869,2021-02-02,50939.0,Taper Candles
870,2021-02-03,100584.0,Taper Candles
871,2021-02-04,100584.0,Taper Candles
872,2021-02-05,100584.0,Taper Candles
873,2021-02-06,100584.0,Taper Candles
874,2021-02-07,100584.0,Taper Candles
875,2021-02-08,100584.0,Taper Candles
876,2021-02-09,100584.0,Taper Candles
877,2021-02-10,100584.0,Taper Candles
878,2021-02-11,100584.0,Taper Candles
879,2021-02-12,278945.0,Taper Candles
880,2021-02-13,278945.0,Taper Candles
881,2021-02-14,278945.0,Taper Candles
882,2021-02-15,278945.0,Taper Candles
883,2021-02-16,278945.0,Taper Candles
884,2021-02-17,50206.0,Taper Candles
885,2021-02-18,50206.0,Taper Candles
886,2021-02-19,50206.0,Taper Candles
887,2021-02-20,42859.0,Taper Candles
888,2021-02-21,42859.0,Taper Candles
889,2021-02-22,42859.0,Taper Candles
890,2021-02-23,42859.0,Taper Candles
891,2021-02-24,42859.0,Taper Candles
892,2021-02-25,54459.0,Taper Candles
893,2021-02-26,54459.0,Taper Candles
894,2021-02-27,54459.0,Taper Candles
895,2021-02-28,54459.0,Taper Candles
896,2021-03-01,54459.0,Taper Candles
897,2021-03-02,23376.0,Taper Candles
898,2021-03-03,23376.0,Taper Candles
899,2021-03-04,23376.0,Taper Candles
900,2021-03-05,23376.0,Taper Candles
901,2021-03-06,41238.0,Taper Candles
902,2021-03-07,41238.0,Taper Candles
903,2021-03-08,41238.0,Taper Candles
904,2021-03-09,41238.0,Taper Candles
905,2021-03-10,53570.0,Taper Candles
906,2021-03-11,53570.0,Taper Candles
907,2021-03-12,53570.0,Taper Candles
908,2021-03-13,53570.0,Taper Candles
909,2021-03-14,53570.0,Taper Candles
910,2021-03-15,39356.0,Taper Candles
911,2021-03-16,39356.0,Taper Candles
912,2021-03-17,39356.0,Taper Candles
913,2021-03-18,39356.0,Taper Candles
914,2021-03-19,39356.0,Taper Candles
915,2021-03-20,39356.0,Taper Candles
916,2021-03-21,39356.0,Taper Candles
917,2021-03-22,39356.0,Taper Candles
918,2021-03-23,37813.0,Taper Candles
919,2021-03-24,37813.0,Taper Candles
920,2021-03-25,37813.0,Taper Candles
921,2021-03-26,37813.0,Taper Candles
922,2021-03-27,37813.0,Taper Candles
923,2021-03-28,37813.0,Taper Candles
924,2021-03-29,37813.0,Taper Candles
925,2021-03-30,37813.0,Taper Candles
926,2021-03-31,37813.0,Taper Candles
927,2021-04-01,37813.0,Taper Candles
928,2021-04-02,58206.0,Taper Candles
929,2021-04-03,50306.0,Taper Candles
930,2021-04-04,43118.0,Taper Candles
931,2021-04-05,43118.0,Taper Candles
932,2021-04-06,43118.0,Taper Candles
933,2021-04-07,43118.0,Taper Candles
934,2021-04-08,43118.0,Taper Candles
935,2021-04-09,43118.0,Taper Candles
936,2021-04-10,43118.0,Taper Candles
937,2021-04-11,59143.0,Taper Candles
938,2021-04-12,59143.0,Taper Candles
939,2021-04-13,40698.0,Taper Candles
940,2021-04-14,40698.0,Taper Candles
941,2021-04-15,54115.0,Taper Candles
942,2021-04-16,54115.0,Taper Candles
943,2021-04-17,143979.0,Taper Candles
944,2021-04-18,143979.0,Taper Candles
945,2021-04-19,143979.0,Taper Candles
946,2021-04-20,143979.0,Taper Candles
947,2021-04-21,143979.0,Taper Candles
948,2021-04-22,124255.0,Taper Candles
949,2021-04-23,124255.0,Taper Candles
950,2021-04-24,124255.0,Taper Candles
951,2021-04-25,124255.0,Taper Candles
952,2021-04-26,124255.0,Taper Candles
953,2021-04-27,124255.0,Taper Candles
954,2021-04-28,124255.0,Taper Candles
955,2021-04-29,124255.0,Taper Candles
956,2021-04-30,124255.0,Taper Candles
957,2021-05-01,135240.0,Taper Candles
958,2021-05-02,135240.0,Taper Candles
959,2021-05-03,99351.0,Taper Candles
960,2021-05-04,99351.0,Taper Candles
961,2021-05-05,99351.0,Taper Candles
962,2021-05-06,99351.0,Taper Candles
963,2021-05-07,129302.0,Taper Candles
964,2021-05-08,129302.0,Taper Candles
965,2021-05-09,129302.0,Taper Candles
966,2021-05-10,129302.0,Taper Candles
967,2021-05-11,99585.0,Taper Candles
968,2021-05-12,99585.0,Taper Candles
969,2021-05-13,99585.0,Taper Candles
970,2021-05-14,99585.0,Taper Candles
971,2021-05-15,99585.0,Taper Candles
972,2021-05-16,99585.0,Taper Candles
973,2021-05-17,99585.0,Taper Candles
974,2021-05-18,83353.0,Taper Candles
975,2021-05-19,83353.0,Taper Candles
976,2021-05-20,83353.0,Taper Candles
977,2021-05-21,83353.0,Taper Candles
978,2021-05-22,83353.0,Taper Candles
979,2021-05-23,83353.0,Taper Candles
980,2021-05-24,83353.0,Taper Candles
981,2021-05-25,122123.0,Taper Candles
982,2021-05-26,111310.0,Taper Candles
983,2021-05-27,111310.0,Taper Candles
984,2021-05-28,111310.0,Taper Candles
985,2021-05-29,107596.0,Taper Candles
986,2021-05-30,107596.0,Taper Candles
987,2021-05-31,107596.0,Taper Candles
988,2021-06-01,107596.0,Taper Candles
989,2021-06-02,107596.0,Taper Candles
990,2021-06-03,81278.0,Taper Candles
991,2021-06-04,81278.0,Taper Candles
992,2021-06-05,81278.0,Taper Candles
993,2021-06-06,81278.0,Taper Candles
994,2021-06-07,81278.0,Taper Candles
995,2021-06-08,92036.0,Taper Candles
996,2021-06-09,92036.0,Taper Candles
997,2021-06-10,92036.0,Taper Candles
998,2021-06-11,84223.0,Taper Candles
999,2021-06-12,84223.0,Taper Candles
1000,2021-06-13,84223.0,Taper Candles
1001,2021-06-14,84223.0,Taper Candles
1002,2021-06-15,84223.0,Taper Candles
1003,2021-06-16,84223.0,Taper Candles
1004,2021-06-17,84223.0,Taper Candles
1005,2021-06-18,84223.0,Taper Candles
1006,2021-06-19,84223.0,Taper Candles
1007,2021-06-20,84223.0,Taper Candles
1008,2021-06-21,84223.0,Taper Candles
1009,2021-06-22,84223.0,Taper Candles
1010,2021-06-23,84223.0,Taper Candles
1011,2021-06-24,84223.0,Taper Candles
1012,2021-06-25,84223.0,Taper Candles
1013,2021-06-26,84223.0,Taper Candles
1014,2021-06-27,84223.0,Taper Candles
1015,2021-06-28,84223.0,Taper Candles
1016,2021-06-29,84223.0,Taper Candles
1017,2021-06-30,57048.0,Taper Candles
1018,2021-07-01,57048.0,Taper Candles
1019,2021-07-02,75515.0,Taper Candles
1020,2021-07-03,75515.0,Taper Candles
1021,2021-07-04,75515.0,Taper Candles
1022,2021-07-05,75515.0,Taper Candles
1023,2021-07-06,78876.0,Taper Candles
1024,2021-07-07,78876.0,Taper Candles
1025,2021-07-08,78876.0,Taper Candles
1026,2021-07-09,86355.0,Taper Candles
