,date,value,name_B01FPANAOM
542,2020-01-05,10703.0,Beer Mugs & Steins
543,2020-01-06,14296.0,Beer Mugs & Steins
544,2020-01-07,14296.0,Beer Mugs & Steins
545,2020-01-08,16324.0,Beer Mugs & Steins
546,2020-01-09,16324.0,Beer Mugs & Steins
547,2020-01-10,16324.0,Beer Mugs & Steins
548,2020-01-11,16324.0,Beer Mugs & Steins
549,2020-01-12,13234.0,Beer Mugs & Steins
550,2020-01-13,9970.0,Beer Mugs & Steins
551,2020-01-14,14352.0,Beer Mugs & Steins
552,2020-01-15,12510.0,Beer Mugs & Steins
553,2020-01-16,12510.0,Beer Mugs & Steins
554,2020-01-17,16907.0,Beer Mugs & Steins
555,2020-01-18,11024.0,Beer Mugs & Steins
556,2020-01-19,14469.0,Beer Mugs & Steins
557,2020-01-20,14469.0,Beer Mugs & Steins
558,2020-01-21,22901.0,Beer Mugs & Steins
559,2020-01-22,22901.0,Beer Mugs & Steins
560,2020-01-23,19186.0,Beer Mugs & Steins
561,2020-01-24,19186.0,Beer Mugs & Steins
562,2020-01-25,19186.0,Beer Mugs & Steins
563,2020-01-26,1337.0,Beer Mugs & Steins
564,2020-01-27,1337.0,Beer Mugs & Steins
565,2020-01-28,9824.0,Beer Mugs & Steins
566,2020-01-29,15398.0,Beer Mugs & Steins
567,2020-01-30,16243.0,Beer Mugs & Steins
568,2020-01-31,18497.0,Beer Mugs & Steins
569,2020-02-01,18497.0,Beer Mugs & Steins
570,2020-02-02,20454.0,Beer Mugs & Steins
571,2020-02-03,24913.0,Beer Mugs & Steins
572,2020-02-04,24913.0,Beer Mugs & Steins
573,2020-02-05,26268.0,Beer Mugs & Steins
574,2020-02-06,26037.0,Beer Mugs & Steins
575,2020-02-07,26037.0,Beer Mugs & Steins
576,2020-02-08,21256.0,Beer Mugs & Steins
577,2020-02-09,20267.0,Beer Mugs & Steins
578,2020-02-10,20267.0,Beer Mugs & Steins
579,2020-02-11,17505.0,Beer Mugs & Steins
580,2020-02-12,18183.0,Beer Mugs & Steins
581,2020-02-13,20987.0,Beer Mugs & Steins
582,2020-02-14,9707.0,Beer Mugs & Steins
583,2020-02-15,9707.0,Beer Mugs & Steins
584,2020-02-16,16635.0,Beer Mugs & Steins
585,2020-02-17,19962.0,Beer Mugs & Steins
586,2020-02-18,26055.0,Beer Mugs & Steins
587,2020-02-19,23566.0,Beer Mugs & Steins
588,2020-02-20,26484.0,Beer Mugs & Steins
589,2020-02-21,22541.0,Beer Mugs & Steins
590,2020-02-22,22541.0,Beer Mugs & Steins
591,2020-02-23,21540.0,Beer Mugs & Steins
592,2020-02-24,21540.0,Beer Mugs & Steins
593,2020-02-25,21540.0,Beer Mugs & Steins
594,2020-02-26,14622.0,Beer Mugs & Steins
595,2020-02-27,14622.0,Beer Mugs & Steins
596,2020-02-28,14622.0,Beer Mugs & Steins
597,2020-02-29,24478.0,Beer Mugs & Steins
598,2020-03-01,19027.0,Beer Mugs & Steins
599,2020-03-02,19673.0,Beer Mugs & Steins
600,2020-03-03,17297.0,Beer Mugs & Steins
601,2020-03-04,19843.0,Beer Mugs & Steins
602,2020-03-05,14990.0,Beer Mugs & Steins
603,2020-03-06,14990.0,Beer Mugs & Steins
604,2020-03-07,14990.0,Beer Mugs & Steins
605,2020-03-08,-1.0,Beer Mugs & Steins
