,date,value,name_B07M9QDVPY
325,2020-04-17,6435.0,Open Storage Bins
326,2020-04-18,6435.0,Open Storage Bins
327,2020-04-19,2903.0,Open Storage Bins
328,2020-04-20,2907.0,Open Storage Bins
329,2020-04-21,2907.0,Open Storage Bins
330,2020-04-22,3208.0,Open Storage Bins
331,2020-04-23,3208.0,Open Storage Bins
332,2020-04-24,3455.0,Open Storage Bins
333,2020-04-25,3429.0,Open Storage Bins
334,2020-04-26,2495.0,Open Storage Bins
335,2020-04-27,2495.0,Open Storage Bins
336,2020-04-28,2262.0,Open Storage Bins
337,2020-04-29,2262.0,Open Storage Bins
338,2020-04-30,3438.0,Open Storage Bins
339,2020-05-01,3438.0,Open Storage Bins
340,2020-05-02,3438.0,Open Storage Bins
341,2020-05-03,3747.0,Open Storage Bins
342,2020-05-04,3874.0,Open Storage Bins
343,2020-05-05,3479.0,Open Storage Bins
344,2020-05-06,3479.0,Open Storage Bins
345,2020-05-07,5050.0,Open Storage Bins
346,2020-05-08,5050.0,Open Storage Bins
347,2020-05-09,4243.0,Open Storage Bins
348,2020-05-10,4243.0,Open Storage Bins
349,2020-05-11,3638.0,Open Storage Bins
350,2020-05-12,2904.0,Open Storage Bins
351,2020-05-13,3558.0,Open Storage Bins
352,2020-05-14,13249.0,Open Storage Bins
353,2020-05-15,13249.0,Open Storage Bins
354,2020-05-16,22332.0,Open Storage Bins
355,2020-05-17,22332.0,Open Storage Bins
356,2020-05-18,34086.0,Open Storage Bins
357,2020-05-19,34086.0,Open Storage Bins
358,2020-05-20,34086.0,Open Storage Bins
359,2020-05-21,43300.0,Open Storage Bins
360,2020-05-22,43300.0,Open Storage Bins
361,2020-05-23,43300.0,Open Storage Bins
362,2020-05-24,43300.0,Open Storage Bins
363,2020-05-25,43300.0,Open Storage Bins
364,2020-05-26,43300.0,Open Storage Bins
365,2020-05-27,-1.0,Open Storage Bins
366,2020-05-28,-1.0,Open Storage Bins
367,2020-05-29,-1.0,Open Storage Bins
368,2020-05-30,-1.0,Open Storage Bins
369,2020-05-31,-1.0,Open Storage Bins
370,2020-06-01,8374.0,Open Storage Bins
371,2020-06-02,7595.0,Open Storage Bins
372,2020-06-03,8602.0,Open Storage Bins
373,2020-06-04,6470.0,Open Storage Bins
374,2020-06-05,6470.0,Open Storage Bins
375,2020-06-06,7878.0,Open Storage Bins
376,2020-06-07,7878.0,Open Storage Bins
377,2020-06-08,5648.0,Open Storage Bins
378,2020-06-09,5648.0,Open Storage Bins
379,2020-06-10,5648.0,Open Storage Bins
380,2020-06-11,5621.0,Open Storage Bins
381,2020-06-12,5621.0,Open Storage Bins
382,2020-06-13,5621.0,Open Storage Bins
383,2020-06-14,7242.0,Open Storage Bins
384,2020-06-15,7242.0,Open Storage Bins
385,2020-06-16,7242.0,Open Storage Bins
386,2020-06-17,7172.0,Open Storage Bins
387,2020-06-18,7441.0,Open Storage Bins
388,2020-06-19,7441.0,Open Storage Bins
389,2020-06-20,8516.0,Open Storage Bins
390,2020-06-21,8516.0,Open Storage Bins
391,2020-06-22,6452.0,Open Storage Bins
392,2020-06-23,6452.0,Open Storage Bins
393,2020-06-24,6452.0,Open Storage Bins
394,2020-06-25,6254.0,Open Storage Bins
395,2020-06-26,6254.0,Open Storage Bins
396,2020-06-27,4318.0,Open Storage Bins
397,2020-06-28,5187.0,Open Storage Bins
398,2020-06-29,5252.0,Open Storage Bins
399,2020-06-30,6442.0,Open Storage Bins
400,2020-07-01,4990.0,Open Storage Bins
401,2020-07-02,6279.0,Open Storage Bins
402,2020-07-03,5399.0,Open Storage Bins
403,2020-07-04,5399.0,Open Storage Bins
404,2020-07-05,5399.0,Open Storage Bins
405,2020-07-06,3623.0,Open Storage Bins
406,2020-07-07,3514.0,Open Storage Bins
407,2020-07-08,3502.0,Open Storage Bins
408,2020-07-09,3502.0,Open Storage Bins
409,2020-07-10,3502.0,Open Storage Bins
410,2020-07-11,3899.0,Open Storage Bins
411,2020-07-12,3899.0,Open Storage Bins
412,2020-07-13,3899.0,Open Storage Bins
413,2020-07-14,3059.0,Open Storage Bins
414,2020-07-15,3645.0,Open Storage Bins
415,2020-07-16,3645.0,Open Storage Bins
416,2020-07-17,3098.0,Open Storage Bins
417,2020-07-18,3098.0,Open Storage Bins
418,2020-07-19,3190.0,Open Storage Bins
419,2020-07-20,3306.0,Open Storage Bins
420,2020-07-21,2880.0,Open Storage Bins
421,2020-07-22,2880.0,Open Storage Bins
422,2020-07-23,2999.0,Open Storage Bins
423,2020-07-24,2623.0,Open Storage Bins
424,2020-07-25,2623.0,Open Storage Bins
425,2020-07-26,2884.0,Open Storage Bins
426,2020-07-27,2884.0,Open Storage Bins
427,2020-07-28,2876.0,Open Storage Bins
428,2020-07-29,3156.0,Open Storage Bins
429,2020-07-30,3413.0,Open Storage Bins
430,2020-07-31,3413.0,Open Storage Bins
431,2020-08-01,3413.0,Open Storage Bins
432,2020-08-02,3109.0,Open Storage Bins
433,2020-08-03,2967.0,Open Storage Bins
434,2020-08-04,3063.0,Open Storage Bins
435,2020-08-05,3063.0,Open Storage Bins
436,2020-08-06,3441.0,Open Storage Bins
437,2020-08-07,2448.0,Open Storage Bins
438,2020-08-08,2892.0,Open Storage Bins
439,2020-08-09,2892.0,Open Storage Bins
440,2020-08-10,3472.0,Open Storage Bins
441,2020-08-11,3472.0,Open Storage Bins
442,2020-08-12,3351.0,Open Storage Bins
443,2020-08-13,3668.0,Open Storage Bins
444,2020-08-14,3928.0,Open Storage Bins
445,2020-08-15,4402.0,Open Storage Bins
446,2020-08-16,4402.0,Open Storage Bins
447,2020-08-17,4414.0,Open Storage Bins
448,2020-08-18,4414.0,Open Storage Bins
449,2020-08-19,4414.0,Open Storage Bins
450,2020-08-20,3281.0,Open Storage Bins
451,2020-08-21,3831.0,Open Storage Bins
452,2020-08-22,3831.0,Open Storage Bins
453,2020-08-23,3831.0,Open Storage Bins
454,2020-08-24,3069.0,Open Storage Bins
455,2020-08-25,3069.0,Open Storage Bins
456,2020-08-26,4064.0,Open Storage Bins
457,2020-08-27,4064.0,Open Storage Bins
458,2020-08-28,3750.0,Open Storage Bins
459,2020-08-29,4032.0,Open Storage Bins
460,2020-08-30,4032.0,Open Storage Bins
461,2020-08-31,4203.0,Open Storage Bins
462,2020-09-01,4276.0,Open Storage Bins
463,2020-09-02,4276.0,Open Storage Bins
464,2020-09-03,3274.0,Open Storage Bins
465,2020-09-04,2935.0,Open Storage Bins
466,2020-09-05,2935.0,Open Storage Bins
467,2020-09-06,3109.0,Open Storage Bins
468,2020-09-07,2752.0,Open Storage Bins
469,2020-09-08,2617.0,Open Storage Bins
470,2020-09-09,2830.0,Open Storage Bins
471,2020-09-10,2830.0,Open Storage Bins
472,2020-09-11,3527.0,Open Storage Bins
473,2020-09-12,3527.0,Open Storage Bins
474,2020-09-13,3527.0,Open Storage Bins
475,2020-09-14,3468.0,Open Storage Bins
476,2020-09-15,3596.0,Open Storage Bins
477,2020-09-16,4031.0,Open Storage Bins
478,2020-09-17,3616.0,Open Storage Bins
479,2020-09-18,3525.0,Open Storage Bins
480,2020-09-19,3729.0,Open Storage Bins
481,2020-09-20,3881.0,Open Storage Bins
482,2020-09-21,3197.0,Open Storage Bins
483,2020-09-22,1938.0,Open Storage Bins
484,2020-09-23,1612.0,Open Storage Bins
485,2020-09-24,1444.0,Open Storage Bins
486,2020-09-25,1534.0,Open Storage Bins
487,2020-09-26,1534.0,Open Storage Bins
488,2020-09-27,1873.0,Open Storage Bins
489,2020-09-28,1752.0,Open Storage Bins
490,2020-09-29,2818.0,Open Storage Bins
491,2020-09-30,2818.0,Open Storage Bins
492,2020-10-01,2818.0,Open Storage Bins
493,2020-10-02,4460.0,Open Storage Bins
494,2020-10-03,4564.0,Open Storage Bins
495,2020-10-04,4564.0,Open Storage Bins
496,2020-10-05,1215.0,Open Storage Bins
497,2020-10-06,2728.0,Open Storage Bins
498,2020-10-07,2728.0,Open Storage Bins
499,2020-10-08,2728.0,Open Storage Bins
500,2020-10-09,3938.0,Open Storage Bins
501,2020-10-10,3713.0,Open Storage Bins
502,2020-10-11,3710.0,Open Storage Bins
503,2020-10-12,3710.0,Open Storage Bins
504,2020-10-13,4422.0,Open Storage Bins
505,2020-10-14,4422.0,Open Storage Bins
506,2020-10-15,4422.0,Open Storage Bins
507,2020-10-16,5437.0,Open Storage Bins
508,2020-10-17,4863.0,Open Storage Bins
509,2020-10-18,4863.0,Open Storage Bins
510,2020-10-19,4863.0,Open Storage Bins
511,2020-10-20,4097.0,Open Storage Bins
512,2020-10-21,4097.0,Open Storage Bins
513,2020-10-22,3363.0,Open Storage Bins
514,2020-10-23,3363.0,Open Storage Bins
515,2020-10-24,3597.0,Open Storage Bins
516,2020-10-25,1646.0,Open Storage Bins
517,2020-10-26,3216.0,Open Storage Bins
518,2020-10-27,3216.0,Open Storage Bins
519,2020-10-28,1749.0,Open Storage Bins
520,2020-10-29,1285.0,Open Storage Bins
521,2020-10-30,1319.0,Open Storage Bins
522,2020-10-31,1062.0,Open Storage Bins
523,2020-11-01,1062.0,Open Storage Bins
524,2020-11-02,908.0,Open Storage Bins
525,2020-11-03,908.0,Open Storage Bins
526,2020-11-04,2142.0,Open Storage Bins
527,2020-11-05,2142.0,Open Storage Bins
528,2020-11-06,2142.0,Open Storage Bins
529,2020-11-07,2668.0,Open Storage Bins
530,2020-11-08,2579.0,Open Storage Bins
531,2020-11-09,2579.0,Open Storage Bins
532,2020-11-10,2118.0,Open Storage Bins
533,2020-11-11,2782.0,Open Storage Bins
534,2020-11-12,2782.0,Open Storage Bins
535,2020-11-13,3051.0,Open Storage Bins
536,2020-11-14,3508.0,Open Storage Bins
537,2020-11-15,3508.0,Open Storage Bins
538,2020-11-16,3257.0,Open Storage Bins
539,2020-11-17,3257.0,Open Storage Bins
540,2020-11-18,3676.0,Open Storage Bins
541,2020-11-19,3676.0,Open Storage Bins
542,2020-11-20,4564.0,Open Storage Bins
543,2020-11-21,5527.0,Open Storage Bins
544,2020-11-22,5527.0,Open Storage Bins
545,2020-11-23,4462.0,Open Storage Bins
546,2020-11-24,5043.0,Open Storage Bins
547,2020-11-25,5295.0,Open Storage Bins
548,2020-11-26,5295.0,Open Storage Bins
549,2020-11-27,8008.0,Open Storage Bins
550,2020-11-28,8008.0,Open Storage Bins
551,2020-11-29,7651.0,Open Storage Bins
552,2020-11-30,7759.0,Open Storage Bins
553,2020-12-01,9745.0,Open Storage Bins
554,2020-12-02,9745.0,Open Storage Bins
555,2020-12-03,9745.0,Open Storage Bins
556,2020-12-04,7884.0,Open Storage Bins
557,2020-12-05,7884.0,Open Storage Bins
558,2020-12-06,7884.0,Open Storage Bins
559,2020-12-07,7182.0,Open Storage Bins
560,2020-12-08,7036.0,Open Storage Bins
561,2020-12-09,7036.0,Open Storage Bins
562,2020-12-10,5840.0,Open Storage Bins
563,2020-12-11,6760.0,Open Storage Bins
564,2020-12-12,6891.0,Open Storage Bins
565,2020-12-13,1069.0,Open Storage Bins
566,2020-12-14,3257.0,Open Storage Bins
567,2020-12-15,4150.0,Open Storage Bins
568,2020-12-16,4287.0,Open Storage Bins
569,2020-12-17,4983.0,Open Storage Bins
570,2020-12-18,5671.0,Open Storage Bins
571,2020-12-19,5135.0,Open Storage Bins
572,2020-12-20,5230.0,Open Storage Bins
573,2020-12-21,5224.0,Open Storage Bins
574,2020-12-22,5328.0,Open Storage Bins
575,2020-12-23,6058.0,Open Storage Bins
576,2020-12-24,5669.0,Open Storage Bins
577,2020-12-25,5821.0,Open Storage Bins
578,2020-12-26,5284.0,Open Storage Bins
579,2020-12-27,3546.0,Open Storage Bins
580,2020-12-28,3287.0,Open Storage Bins
581,2020-12-29,2165.0,Open Storage Bins
582,2020-12-30,1668.0,Open Storage Bins
583,2020-12-31,1636.0,Open Storage Bins
584,2021-01-01,2274.0,Open Storage Bins
585,2021-01-02,2278.0,Open Storage Bins
586,2021-01-03,1577.0,Open Storage Bins
587,2021-01-04,1312.0,Open Storage Bins
588,2021-01-05,2074.0,Open Storage Bins
589,2021-01-06,2132.0,Open Storage Bins
590,2021-01-07,2255.0,Open Storage Bins
591,2021-01-08,2597.0,Open Storage Bins
592,2021-01-09,2590.0,Open Storage Bins
593,2021-01-10,2196.0,Open Storage Bins
594,2021-01-11,2305.0,Open Storage Bins
595,2021-01-12,2249.0,Open Storage Bins
596,2021-01-13,2315.0,Open Storage Bins
597,2021-01-14,2274.0,Open Storage Bins
598,2021-01-15,2254.0,Open Storage Bins
599,2021-01-16,2563.0,Open Storage Bins
600,2021-01-17,2563.0,Open Storage Bins
601,2021-01-18,2084.0,Open Storage Bins
602,2021-01-19,2084.0,Open Storage Bins
603,2021-01-20,1994.0,Open Storage Bins
604,2021-01-21,1994.0,Open Storage Bins
605,2021-01-22,1994.0,Open Storage Bins
606,2021-01-23,1994.0,Open Storage Bins
