,date,value,name_B0856RDH12
0,2020-06-23,5243.0,Dry Erase & Wet Erase Markers
1,2020-06-24,4640.0,Dry Erase & Wet Erase Markers
2,2020-06-25,4640.0,Dry Erase & Wet Erase Markers
3,2020-06-26,4640.0,Dry Erase & Wet Erase Markers
4,2020-06-27,4640.0,Dry Erase & Wet Erase Markers
5,2020-06-28,6204.0,Dry Erase & Wet Erase Markers
6,2020-06-29,6204.0,Dry Erase & Wet Erase Markers
7,2020-06-30,6204.0,Dry Erase & Wet Erase Markers
8,2020-07-01,6204.0,Dry Erase & Wet Erase Markers
9,2020-07-02,6317.0,Dry Erase & Wet Erase Markers
10,2020-07-03,4453.0,Dry Erase & Wet Erase Markers
11,2020-07-04,4453.0,Dry Erase & Wet Erase Markers
12,2020-07-05,4453.0,Dry Erase & Wet Erase Markers
13,2020-07-06,7687.0,Dry Erase & Wet Erase Markers
14,2020-07-07,5532.0,Dry Erase & Wet Erase Markers
15,2020-07-08,5430.0,Dry Erase & Wet Erase Markers
16,2020-07-09,5763.0,Dry Erase & Wet Erase Markers
17,2020-07-10,5763.0,Dry Erase & Wet Erase Markers
18,2020-07-11,5763.0,Dry Erase & Wet Erase Markers
19,2020-07-12,5116.0,Dry Erase & Wet Erase Markers
20,2020-07-13,5116.0,Dry Erase & Wet Erase Markers
21,2020-07-14,5116.0,Dry Erase & Wet Erase Markers
22,2020-07-15,4279.0,Dry Erase & Wet Erase Markers
23,2020-07-16,4279.0,Dry Erase & Wet Erase Markers
24,2020-07-17,4227.0,Dry Erase & Wet Erase Markers
25,2020-07-18,4227.0,Dry Erase & Wet Erase Markers
26,2020-07-19,4227.0,Dry Erase & Wet Erase Markers
27,2020-07-20,4227.0,Dry Erase & Wet Erase Markers
28,2020-07-21,4701.0,Dry Erase & Wet Erase Markers
29,2020-07-22,4963.0,Dry Erase & Wet Erase Markers
30,2020-07-23,2378.0,Dry Erase & Wet Erase Markers
31,2020-07-24,3085.0,Dry Erase & Wet Erase Markers
32,2020-07-25,3085.0,Dry Erase & Wet Erase Markers
33,2020-07-26,3085.0,Dry Erase & Wet Erase Markers
34,2020-07-27,4461.0,Dry Erase & Wet Erase Markers
35,2020-07-28,4461.0,Dry Erase & Wet Erase Markers
36,2020-07-29,3878.0,Dry Erase & Wet Erase Markers
37,2020-07-30,3878.0,Dry Erase & Wet Erase Markers
38,2020-07-31,3878.0,Dry Erase & Wet Erase Markers
39,2020-08-01,3878.0,Dry Erase & Wet Erase Markers
40,2020-08-02,3878.0,Dry Erase & Wet Erase Markers
41,2020-08-03,3878.0,Dry Erase & Wet Erase Markers
42,2020-08-04,2068.0,Dry Erase & Wet Erase Markers
43,2020-08-05,2068.0,Dry Erase & Wet Erase Markers
44,2020-08-06,1881.0,Dry Erase & Wet Erase Markers
45,2020-08-07,1881.0,Dry Erase & Wet Erase Markers
46,2020-08-08,1881.0,Dry Erase & Wet Erase Markers
47,2020-08-09,1922.0,Dry Erase & Wet Erase Markers
48,2020-08-10,1922.0,Dry Erase & Wet Erase Markers
49,2020-08-11,2359.0,Dry Erase & Wet Erase Markers
50,2020-08-12,2359.0,Dry Erase & Wet Erase Markers
51,2020-08-13,2359.0,Dry Erase & Wet Erase Markers
52,2020-08-14,2521.0,Dry Erase & Wet Erase Markers
53,2020-08-15,2662.0,Dry Erase & Wet Erase Markers
54,2020-08-16,2662.0,Dry Erase & Wet Erase Markers
55,2020-08-17,2662.0,Dry Erase & Wet Erase Markers
56,2020-08-18,2224.0,Dry Erase & Wet Erase Markers
57,2020-08-19,2533.0,Dry Erase & Wet Erase Markers
58,2020-08-20,2533.0,Dry Erase & Wet Erase Markers
59,2020-08-21,2533.0,Dry Erase & Wet Erase Markers
60,2020-08-22,2533.0,Dry Erase & Wet Erase Markers
61,2020-08-23,2672.0,Dry Erase & Wet Erase Markers
62,2020-08-24,2895.0,Dry Erase & Wet Erase Markers
63,2020-08-25,2895.0,Dry Erase & Wet Erase Markers
64,2020-08-26,2895.0,Dry Erase & Wet Erase Markers
65,2020-08-27,2895.0,Dry Erase & Wet Erase Markers
66,2020-08-28,3023.0,Dry Erase & Wet Erase Markers
67,2020-08-29,3023.0,Dry Erase & Wet Erase Markers
68,2020-08-30,3023.0,Dry Erase & Wet Erase Markers
69,2020-08-31,4685.0,Dry Erase & Wet Erase Markers
70,2020-09-01,3984.0,Dry Erase & Wet Erase Markers
71,2020-09-02,3984.0,Dry Erase & Wet Erase Markers
72,2020-09-03,3409.0,Dry Erase & Wet Erase Markers
73,2020-09-04,3409.0,Dry Erase & Wet Erase Markers
74,2020-09-05,3409.0,Dry Erase & Wet Erase Markers
75,2020-09-06,3694.0,Dry Erase & Wet Erase Markers
76,2020-09-07,3694.0,Dry Erase & Wet Erase Markers
77,2020-09-08,3694.0,Dry Erase & Wet Erase Markers
78,2020-09-09,4672.0,Dry Erase & Wet Erase Markers
79,2020-09-10,4672.0,Dry Erase & Wet Erase Markers
80,2020-09-11,4672.0,Dry Erase & Wet Erase Markers
81,2020-09-12,4677.0,Dry Erase & Wet Erase Markers
82,2020-09-13,4677.0,Dry Erase & Wet Erase Markers
83,2020-09-14,5152.0,Dry Erase & Wet Erase Markers
84,2020-09-15,5152.0,Dry Erase & Wet Erase Markers
85,2020-09-16,5201.0,Dry Erase & Wet Erase Markers
86,2020-09-17,5201.0,Dry Erase & Wet Erase Markers
87,2020-09-18,5201.0,Dry Erase & Wet Erase Markers
88,2020-09-19,4017.0,Dry Erase & Wet Erase Markers
89,2020-09-20,4017.0,Dry Erase & Wet Erase Markers
90,2020-09-21,4017.0,Dry Erase & Wet Erase Markers
91,2020-09-22,5892.0,Dry Erase & Wet Erase Markers
92,2020-09-23,5400.0,Dry Erase & Wet Erase Markers
93,2020-09-24,5400.0,Dry Erase & Wet Erase Markers
94,2020-09-25,4570.0,Dry Erase & Wet Erase Markers
95,2020-09-26,3921.0,Dry Erase & Wet Erase Markers
96,2020-09-27,5394.0,Dry Erase & Wet Erase Markers
97,2020-09-28,5394.0,Dry Erase & Wet Erase Markers
98,2020-09-29,5394.0,Dry Erase & Wet Erase Markers
99,2020-09-30,5977.0,Dry Erase & Wet Erase Markers
100,2020-10-01,5977.0,Dry Erase & Wet Erase Markers
101,2020-10-02,5977.0,Dry Erase & Wet Erase Markers
102,2020-10-03,5977.0,Dry Erase & Wet Erase Markers
103,2020-10-04,8476.0,Dry Erase & Wet Erase Markers
104,2020-10-05,8476.0,Dry Erase & Wet Erase Markers
105,2020-10-06,6880.0,Dry Erase & Wet Erase Markers
106,2020-10-07,6880.0,Dry Erase & Wet Erase Markers
107,2020-10-08,6880.0,Dry Erase & Wet Erase Markers
108,2020-10-09,6880.0,Dry Erase & Wet Erase Markers
109,2020-10-10,7482.0,Dry Erase & Wet Erase Markers
110,2020-10-11,7482.0,Dry Erase & Wet Erase Markers
111,2020-10-12,4855.0,Dry Erase & Wet Erase Markers
112,2020-10-13,4855.0,Dry Erase & Wet Erase Markers
113,2020-10-14,1863.0,Dry Erase & Wet Erase Markers
114,2020-10-15,1477.0,Dry Erase & Wet Erase Markers
115,2020-10-16,1477.0,Dry Erase & Wet Erase Markers
116,2020-10-17,2140.0,Dry Erase & Wet Erase Markers
117,2020-10-18,2140.0,Dry Erase & Wet Erase Markers
118,2020-10-19,3038.0,Dry Erase & Wet Erase Markers
119,2020-10-20,3038.0,Dry Erase & Wet Erase Markers
120,2020-10-21,2626.0,Dry Erase & Wet Erase Markers
121,2020-10-22,2840.0,Dry Erase & Wet Erase Markers
122,2020-10-23,2727.0,Dry Erase & Wet Erase Markers
123,2020-10-24,2727.0,Dry Erase & Wet Erase Markers
124,2020-10-25,2727.0,Dry Erase & Wet Erase Markers
125,2020-10-26,3881.0,Dry Erase & Wet Erase Markers
126,2020-10-27,3506.0,Dry Erase & Wet Erase Markers
127,2020-10-28,3506.0,Dry Erase & Wet Erase Markers
128,2020-10-29,3278.0,Dry Erase & Wet Erase Markers
129,2020-10-30,2903.0,Dry Erase & Wet Erase Markers
130,2020-10-31,2903.0,Dry Erase & Wet Erase Markers
131,2020-11-01,2903.0,Dry Erase & Wet Erase Markers
132,2020-11-02,2903.0,Dry Erase & Wet Erase Markers
133,2020-11-03,2891.0,Dry Erase & Wet Erase Markers
134,2020-11-04,2891.0,Dry Erase & Wet Erase Markers
135,2020-11-05,2402.0,Dry Erase & Wet Erase Markers
136,2020-11-06,2402.0,Dry Erase & Wet Erase Markers
137,2020-11-07,1857.0,Dry Erase & Wet Erase Markers
138,2020-11-08,1857.0,Dry Erase & Wet Erase Markers
139,2020-11-09,1857.0,Dry Erase & Wet Erase Markers
140,2020-11-10,2680.0,Dry Erase & Wet Erase Markers
141,2020-11-11,2680.0,Dry Erase & Wet Erase Markers
142,2020-11-12,2680.0,Dry Erase & Wet Erase Markers
143,2020-11-13,2680.0,Dry Erase & Wet Erase Markers
144,2020-11-14,2680.0,Dry Erase & Wet Erase Markers
145,2020-11-15,2268.0,Dry Erase & Wet Erase Markers
146,2020-11-16,2333.0,Dry Erase & Wet Erase Markers
147,2020-11-17,2333.0,Dry Erase & Wet Erase Markers
148,2020-11-18,2333.0,Dry Erase & Wet Erase Markers
149,2020-11-19,1353.0,Dry Erase & Wet Erase Markers
150,2020-11-20,1353.0,Dry Erase & Wet Erase Markers
151,2020-11-21,1353.0,Dry Erase & Wet Erase Markers
152,2020-11-22,1353.0,Dry Erase & Wet Erase Markers
153,2020-11-23,3343.0,Dry Erase & Wet Erase Markers
154,2020-11-24,3343.0,Dry Erase & Wet Erase Markers
155,2020-11-25,3343.0,Dry Erase & Wet Erase Markers
156,2020-11-26,2809.0,Dry Erase & Wet Erase Markers
157,2020-11-27,3675.0,Dry Erase & Wet Erase Markers
158,2020-11-28,3675.0,Dry Erase & Wet Erase Markers
159,2020-11-29,3675.0,Dry Erase & Wet Erase Markers
160,2020-11-30,6212.0,Dry Erase & Wet Erase Markers
161,2020-12-01,6212.0,Dry Erase & Wet Erase Markers
162,2020-12-02,2793.0,Dry Erase & Wet Erase Markers
163,2020-12-03,2793.0,Dry Erase & Wet Erase Markers
164,2020-12-04,2793.0,Dry Erase & Wet Erase Markers
165,2020-12-05,3482.0,Dry Erase & Wet Erase Markers
166,2020-12-06,3482.0,Dry Erase & Wet Erase Markers
167,2020-12-07,3482.0,Dry Erase & Wet Erase Markers
168,2020-12-08,4650.0,Dry Erase & Wet Erase Markers
169,2020-12-09,4650.0,Dry Erase & Wet Erase Markers
170,2020-12-10,4650.0,Dry Erase & Wet Erase Markers
171,2020-12-11,4442.0,Dry Erase & Wet Erase Markers
172,2020-12-12,4442.0,Dry Erase & Wet Erase Markers
173,2020-12-13,5954.0,Dry Erase & Wet Erase Markers
174,2020-12-14,5954.0,Dry Erase & Wet Erase Markers
175,2020-12-15,5954.0,Dry Erase & Wet Erase Markers
176,2020-12-16,5335.0,Dry Erase & Wet Erase Markers
177,2020-12-17,4343.0,Dry Erase & Wet Erase Markers
178,2020-12-18,4343.0,Dry Erase & Wet Erase Markers
179,2020-12-19,6021.0,Dry Erase & Wet Erase Markers
180,2020-12-20,6021.0,Dry Erase & Wet Erase Markers
181,2020-12-21,6021.0,Dry Erase & Wet Erase Markers
182,2020-12-22,5155.0,Dry Erase & Wet Erase Markers
183,2020-12-23,5575.0,Dry Erase & Wet Erase Markers
184,2020-12-24,5575.0,Dry Erase & Wet Erase Markers
185,2020-12-25,5575.0,Dry Erase & Wet Erase Markers
186,2020-12-26,5928.0,Dry Erase & Wet Erase Markers
187,2020-12-27,11265.0,Dry Erase & Wet Erase Markers
188,2020-12-28,11265.0,Dry Erase & Wet Erase Markers
189,2020-12-29,11265.0,Dry Erase & Wet Erase Markers
190,2020-12-30,11265.0,Dry Erase & Wet Erase Markers
191,2020-12-31,5946.0,Dry Erase & Wet Erase Markers
192,2021-01-01,5946.0,Dry Erase & Wet Erase Markers
193,2021-01-02,5946.0,Dry Erase & Wet Erase Markers
194,2021-01-03,5946.0,Dry Erase & Wet Erase Markers
195,2021-01-04,5612.0,Dry Erase & Wet Erase Markers
196,2021-01-05,5612.0,Dry Erase & Wet Erase Markers
197,2021-01-06,3625.0,Dry Erase & Wet Erase Markers
198,2021-01-07,2867.0,Dry Erase & Wet Erase Markers
199,2021-01-08,2867.0,Dry Erase & Wet Erase Markers
200,2021-01-09,2867.0,Dry Erase & Wet Erase Markers
201,2021-01-10,3760.0,Dry Erase & Wet Erase Markers
202,2021-01-11,3760.0,Dry Erase & Wet Erase Markers
203,2021-01-12,3760.0,Dry Erase & Wet Erase Markers
204,2021-01-13,2799.0,Dry Erase & Wet Erase Markers
205,2021-01-14,2799.0,Dry Erase & Wet Erase Markers
206,2021-01-15,2799.0,Dry Erase & Wet Erase Markers
207,2021-01-16,2588.0,Dry Erase & Wet Erase Markers
208,2021-01-17,2588.0,Dry Erase & Wet Erase Markers
209,2021-01-18,4065.0,Dry Erase & Wet Erase Markers
210,2021-01-19,2210.0,Dry Erase & Wet Erase Markers
211,2021-01-20,2210.0,Dry Erase & Wet Erase Markers
212,2021-01-21,2210.0,Dry Erase & Wet Erase Markers
213,2021-01-22,1763.0,Dry Erase & Wet Erase Markers
214,2021-01-23,1763.0,Dry Erase & Wet Erase Markers
215,2021-01-24,1763.0,Dry Erase & Wet Erase Markers
216,2021-01-25,3001.0,Dry Erase & Wet Erase Markers
217,2021-01-26,3001.0,Dry Erase & Wet Erase Markers
218,2021-01-27,3001.0,Dry Erase & Wet Erase Markers
219,2021-01-28,2256.0,Dry Erase & Wet Erase Markers
220,2021-01-29,2058.0,Dry Erase & Wet Erase Markers
221,2021-01-30,2058.0,Dry Erase & Wet Erase Markers
222,2021-01-31,2901.0,Dry Erase & Wet Erase Markers
223,2021-02-01,2901.0,Dry Erase & Wet Erase Markers
224,2021-02-02,2901.0,Dry Erase & Wet Erase Markers
225,2021-02-03,2901.0,Dry Erase & Wet Erase Markers
226,2021-02-04,2494.0,Dry Erase & Wet Erase Markers
227,2021-02-05,2494.0,Dry Erase & Wet Erase Markers
228,2021-02-06,2494.0,Dry Erase & Wet Erase Markers
229,2021-02-07,2494.0,Dry Erase & Wet Erase Markers
230,2021-02-08,3512.0,Dry Erase & Wet Erase Markers
231,2021-02-09,3512.0,Dry Erase & Wet Erase Markers
232,2021-02-10,2457.0,Dry Erase & Wet Erase Markers
233,2021-02-11,2457.0,Dry Erase & Wet Erase Markers
234,2021-02-12,2417.0,Dry Erase & Wet Erase Markers
235,2021-02-13,2955.0,Dry Erase & Wet Erase Markers
236,2021-02-14,2955.0,Dry Erase & Wet Erase Markers
237,2021-02-15,2955.0,Dry Erase & Wet Erase Markers
238,2021-02-16,2955.0,Dry Erase & Wet Erase Markers
239,2021-02-17,1682.0,Dry Erase & Wet Erase Markers
240,2021-02-18,1682.0,Dry Erase & Wet Erase Markers
241,2021-02-19,1682.0,Dry Erase & Wet Erase Markers
242,2021-02-20,995.0,Dry Erase & Wet Erase Markers
