,date,value,name_B07YB6HSB7
508,2021-02-15,15013.0,Wall & Tabletop Frames
509,2021-02-16,15013.0,Wall & Tabletop Frames
510,2021-02-17,15013.0,Wall & Tabletop Frames
511,2021-02-18,15013.0,Wall & Tabletop Frames
512,2021-02-19,13292.0,Wall & Tabletop Frames
513,2021-02-20,13292.0,Wall & Tabletop Frames
514,2021-02-21,13292.0,Wall & Tabletop Frames
515,2021-02-22,13292.0,Wall & Tabletop Frames
516,2021-02-23,14583.0,Wall & Tabletop Frames
517,2021-02-24,14583.0,Wall & Tabletop Frames
518,2021-02-25,14583.0,Wall & Tabletop Frames
519,2021-02-26,14583.0,Wall & Tabletop Frames
520,2021-02-27,14583.0,Wall & Tabletop Frames
521,2021-02-28,13636.0,Wall & Tabletop Frames
522,2021-03-01,13096.0,Wall & Tabletop Frames
523,2021-03-02,12534.0,Wall & Tabletop Frames
524,2021-03-03,12534.0,Wall & Tabletop Frames
525,2021-03-04,12534.0,Wall & Tabletop Frames
526,2021-03-05,18252.0,Wall & Tabletop Frames
527,2021-03-06,18252.0,Wall & Tabletop Frames
528,2021-03-07,18252.0,Wall & Tabletop Frames
529,2021-03-08,18252.0,Wall & Tabletop Frames
530,2021-03-09,18252.0,Wall & Tabletop Frames
531,2021-03-10,17698.0,Wall & Tabletop Frames
532,2021-03-11,16180.0,Wall & Tabletop Frames
533,2021-03-12,16180.0,Wall & Tabletop Frames
534,2021-03-13,16180.0,Wall & Tabletop Frames
535,2021-03-14,16180.0,Wall & Tabletop Frames
536,2021-03-15,16180.0,Wall & Tabletop Frames
537,2021-03-16,16180.0,Wall & Tabletop Frames
538,2021-03-17,23844.0,Wall & Tabletop Frames
539,2021-03-18,23844.0,Wall & Tabletop Frames
540,2021-03-19,16362.0,Wall & Tabletop Frames
541,2021-03-20,16362.0,Wall & Tabletop Frames
542,2021-03-21,16362.0,Wall & Tabletop Frames
543,2021-03-22,16362.0,Wall & Tabletop Frames
544,2021-03-23,16362.0,Wall & Tabletop Frames
545,2021-03-24,23359.0,Wall & Tabletop Frames
546,2021-03-25,20676.0,Wall & Tabletop Frames
547,2021-03-26,20676.0,Wall & Tabletop Frames
548,2021-03-27,20676.0,Wall & Tabletop Frames
549,2021-03-28,20676.0,Wall & Tabletop Frames
550,2021-03-29,19203.0,Wall & Tabletop Frames
551,2021-03-30,20289.0,Wall & Tabletop Frames
552,2021-03-31,20289.0,Wall & Tabletop Frames
553,2021-04-01,20289.0,Wall & Tabletop Frames
554,2021-04-02,22350.0,Wall & Tabletop Frames
555,2021-04-03,22350.0,Wall & Tabletop Frames
556,2021-04-04,19641.0,Wall & Tabletop Frames
557,2021-04-05,19641.0,Wall & Tabletop Frames
558,2021-04-06,19641.0,Wall & Tabletop Frames
559,2021-04-07,19641.0,Wall & Tabletop Frames
560,2021-04-08,19641.0,Wall & Tabletop Frames
561,2021-04-09,19641.0,Wall & Tabletop Frames
562,2021-04-10,19933.0,Wall & Tabletop Frames
563,2021-04-11,23843.0,Wall & Tabletop Frames
564,2021-04-12,23843.0,Wall & Tabletop Frames
565,2021-04-13,23843.0,Wall & Tabletop Frames
566,2021-04-14,23843.0,Wall & Tabletop Frames
567,2021-04-15,24945.0,Wall & Tabletop Frames
568,2021-04-16,24945.0,Wall & Tabletop Frames
569,2021-04-17,24945.0,Wall & Tabletop Frames
570,2021-04-18,24945.0,Wall & Tabletop Frames
571,2021-04-19,24945.0,Wall & Tabletop Frames
572,2021-04-20,24945.0,Wall & Tabletop Frames
573,2021-04-21,20171.0,Wall & Tabletop Frames
574,2021-04-22,20171.0,Wall & Tabletop Frames
575,2021-04-23,18250.0,Wall & Tabletop Frames
576,2021-04-24,18250.0,Wall & Tabletop Frames
577,2021-04-25,22503.0,Wall & Tabletop Frames
578,2021-04-26,22503.0,Wall & Tabletop Frames
579,2021-04-27,22503.0,Wall & Tabletop Frames
580,2021-04-28,22503.0,Wall & Tabletop Frames
581,2021-04-29,22503.0,Wall & Tabletop Frames
582,2021-04-30,22503.0,Wall & Tabletop Frames
583,2021-05-01,22503.0,Wall & Tabletop Frames
584,2021-05-02,32913.0,Wall & Tabletop Frames
585,2021-05-03,32913.0,Wall & Tabletop Frames
586,2021-05-04,24261.0,Wall & Tabletop Frames
587,2021-05-05,24261.0,Wall & Tabletop Frames
588,2021-05-06,22283.0,Wall & Tabletop Frames
589,2021-05-07,22283.0,Wall & Tabletop Frames
590,2021-05-08,22283.0,Wall & Tabletop Frames
591,2021-05-09,22283.0,Wall & Tabletop Frames
592,2021-05-10,19254.0,Wall & Tabletop Frames
593,2021-05-11,19254.0,Wall & Tabletop Frames
594,2021-05-12,23226.0,Wall & Tabletop Frames
595,2021-05-13,23226.0,Wall & Tabletop Frames
596,2021-05-14,23226.0,Wall & Tabletop Frames
597,2021-05-15,22071.0,Wall & Tabletop Frames
598,2021-05-16,22071.0,Wall & Tabletop Frames
599,2021-05-17,22071.0,Wall & Tabletop Frames
600,2021-05-18,22071.0,Wall & Tabletop Frames
601,2021-05-19,28930.0,Wall & Tabletop Frames
602,2021-05-20,28851.0,Wall & Tabletop Frames
603,2021-05-21,28851.0,Wall & Tabletop Frames
604,2021-05-22,28851.0,Wall & Tabletop Frames
605,2021-05-23,28851.0,Wall & Tabletop Frames
606,2021-05-24,26748.0,Wall & Tabletop Frames
607,2021-05-25,26748.0,Wall & Tabletop Frames
608,2021-05-26,26748.0,Wall & Tabletop Frames
609,2021-05-27,26748.0,Wall & Tabletop Frames
610,2021-05-28,33639.0,Wall & Tabletop Frames
611,2021-05-29,27337.0,Wall & Tabletop Frames
612,2021-05-30,27337.0,Wall & Tabletop Frames
613,2021-05-31,22582.0,Wall & Tabletop Frames
614,2021-06-01,22582.0,Wall & Tabletop Frames
615,2021-06-02,22582.0,Wall & Tabletop Frames
616,2021-06-03,22582.0,Wall & Tabletop Frames
617,2021-06-04,22582.0,Wall & Tabletop Frames
618,2021-06-05,22582.0,Wall & Tabletop Frames
619,2021-06-06,22582.0,Wall & Tabletop Frames
620,2021-06-07,32255.0,Wall & Tabletop Frames
621,2021-06-08,32255.0,Wall & Tabletop Frames
622,2021-06-09,32255.0,Wall & Tabletop Frames
623,2021-06-10,34572.0,Wall & Tabletop Frames
624,2021-06-11,34572.0,Wall & Tabletop Frames
625,2021-06-12,34572.0,Wall & Tabletop Frames
626,2021-06-13,34572.0,Wall & Tabletop Frames
627,2021-06-14,35189.0,Wall & Tabletop Frames
628,2021-06-15,35189.0,Wall & Tabletop Frames
629,2021-06-16,35189.0,Wall & Tabletop Frames
630,2021-06-17,33679.0,Wall & Tabletop Frames
631,2021-06-18,33679.0,Wall & Tabletop Frames
632,2021-06-19,33679.0,Wall & Tabletop Frames
633,2021-06-20,44411.0,Wall & Tabletop Frames
634,2021-06-21,34136.0,Wall & Tabletop Frames
635,2021-06-22,34136.0,Wall & Tabletop Frames
636,2021-06-23,17197.0,Wall & Tabletop Frames
637,2021-06-24,17197.0,Wall & Tabletop Frames
638,2021-06-25,17197.0,Wall & Tabletop Frames
639,2021-06-26,17197.0,Wall & Tabletop Frames
640,2021-06-27,20682.0,Wall & Tabletop Frames
641,2021-06-28,20682.0,Wall & Tabletop Frames
642,2021-06-29,20682.0,Wall & Tabletop Frames
643,2021-06-30,36741.0,Wall & Tabletop Frames
644,2021-07-01,36741.0,Wall & Tabletop Frames
645,2021-07-02,36741.0,Wall & Tabletop Frames
646,2021-07-03,36741.0,Wall & Tabletop Frames
647,2021-07-04,36741.0,Wall & Tabletop Frames
648,2021-07-05,34623.0,Wall & Tabletop Frames
649,2021-07-06,34623.0,Wall & Tabletop Frames
650,2021-07-07,35311.0,Wall & Tabletop Frames
651,2021-07-08,35311.0,Wall & Tabletop Frames
652,2021-07-09,35311.0,Wall & Tabletop Frames
653,2021-07-10,42639.0,Wall & Tabletop Frames
654,2021-07-11,31112.0,Wall & Tabletop Frames
