,date,value,name_B07X21MGYZ
114,2019-12-25,12604.0,Cups
115,2019-12-26,12604.0,Cups
116,2019-12-27,12604.0,Cups
117,2019-12-28,12604.0,Cups
118,2019-12-29,12604.0,Cups
119,2019-12-30,12604.0,Cups
120,2019-12-31,12604.0,Cups
121,2020-01-01,12604.0,Cups
122,2020-01-02,12604.0,Cups
123,2020-01-03,12604.0,Cups
124,2020-01-04,12604.0,Cups
125,2020-01-05,12604.0,Cups
126,2020-01-06,12604.0,Cups
127,2020-01-07,12604.0,Cups
128,2020-01-08,12604.0,Cups
129,2020-01-09,12604.0,Cups
130,2020-01-10,12604.0,Cups
131,2020-01-11,12604.0,Cups
132,2020-01-12,12604.0,Cups
133,2020-01-13,12604.0,Cups
134,2020-01-14,12604.0,Cups
135,2020-01-15,12604.0,Cups
136,2020-01-16,12604.0,Cups
137,2020-01-17,12604.0,Cups
138,2020-01-18,12604.0,Cups
139,2020-01-19,12604.0,Cups
140,2020-01-20,12604.0,Cups
141,2020-01-21,12604.0,Cups
142,2020-01-22,12604.0,Cups
143,2020-01-23,12604.0,Cups
144,2020-01-24,12604.0,Cups
145,2020-01-25,12604.0,Cups
146,2020-01-26,12604.0,Cups
147,2020-01-27,12604.0,Cups
148,2020-01-28,12604.0,Cups
149,2020-01-29,12604.0,Cups
150,2020-01-30,12604.0,Cups
151,2020-01-31,12604.0,Cups
152,2020-02-01,12604.0,Cups
153,2020-02-02,12604.0,Cups
154,2020-02-03,12604.0,Cups
155,2020-02-04,12604.0,Cups
156,2020-02-05,12604.0,Cups
157,2020-02-06,12604.0,Cups
158,2020-02-07,12604.0,Cups
159,2020-02-08,12604.0,Cups
160,2020-02-09,12604.0,Cups
161,2020-02-10,12604.0,Cups
162,2020-02-11,12604.0,Cups
163,2020-02-12,12604.0,Cups
164,2020-02-13,12604.0,Cups
165,2020-02-14,12604.0,Cups
166,2020-02-15,12604.0,Cups
167,2020-02-16,12604.0,Cups
168,2020-02-17,12604.0,Cups
169,2020-02-18,12604.0,Cups
170,2020-02-19,12604.0,Cups
171,2020-02-20,12604.0,Cups
172,2020-02-21,4172.0,Cups
173,2020-02-22,4172.0,Cups
174,2020-02-23,4172.0,Cups
175,2020-02-24,4661.0,Cups
176,2020-02-25,4661.0,Cups
177,2020-02-26,-1.0,Cups
