,date,value,name_B01BV3FICE
74,2020-08-07,112812.0,Combination Deodorants & Antiperspirants
75,2020-08-08,112812.0,Combination Deodorants & Antiperspirants
76,2020-08-09,112812.0,Combination Deodorants & Antiperspirants
77,2020-08-10,269784.0,Combination Deodorants & Antiperspirants
78,2020-08-11,269784.0,Combination Deodorants & Antiperspirants
79,2020-08-12,290863.0,Combination Deodorants & Antiperspirants
80,2020-08-13,290863.0,Combination Deodorants & Antiperspirants
81,2020-08-14,290863.0,Combination Deodorants & Antiperspirants
82,2020-08-15,117967.0,Combination Deodorants & Antiperspirants
83,2020-08-16,117967.0,Combination Deodorants & Antiperspirants
84,2020-08-17,117967.0,Combination Deodorants & Antiperspirants
85,2020-08-18,107315.0,Combination Deodorants & Antiperspirants
86,2020-08-19,107315.0,Combination Deodorants & Antiperspirants
87,2020-08-20,107315.0,Combination Deodorants & Antiperspirants
88,2020-08-21,226383.0,Combination Deodorants & Antiperspirants
89,2020-08-22,226383.0,Combination Deodorants & Antiperspirants
90,2020-08-23,226383.0,Combination Deodorants & Antiperspirants
91,2020-08-24,160001.0,Combination Deodorants & Antiperspirants
92,2020-08-25,160001.0,Combination Deodorants & Antiperspirants
93,2020-08-26,160001.0,Combination Deodorants & Antiperspirants
94,2020-08-27,55278.0,Combination Deodorants & Antiperspirants
95,2020-08-28,79648.0,Combination Deodorants & Antiperspirants
96,2020-08-29,64849.0,Combination Deodorants & Antiperspirants
97,2020-08-30,78059.0,Combination Deodorants & Antiperspirants
98,2020-08-31,48373.0,Combination Deodorants & Antiperspirants
99,2020-09-01,55100.0,Combination Deodorants & Antiperspirants
100,2020-09-02,55100.0,Combination Deodorants & Antiperspirants
101,2020-09-03,55100.0,Combination Deodorants & Antiperspirants
102,2020-09-04,120071.0,Combination Deodorants & Antiperspirants
103,2020-09-05,120071.0,Combination Deodorants & Antiperspirants
104,2020-09-06,120071.0,Combination Deodorants & Antiperspirants
105,2020-09-07,98983.0,Combination Deodorants & Antiperspirants
106,2020-09-08,98983.0,Combination Deodorants & Antiperspirants
107,2020-09-09,98983.0,Combination Deodorants & Antiperspirants
108,2020-09-10,89361.0,Combination Deodorants & Antiperspirants
109,2020-09-11,89361.0,Combination Deodorants & Antiperspirants
110,2020-09-12,89361.0,Combination Deodorants & Antiperspirants
111,2020-09-13,49341.0,Combination Deodorants & Antiperspirants
112,2020-09-14,37528.0,Combination Deodorants & Antiperspirants
113,2020-09-15,37528.0,Combination Deodorants & Antiperspirants
114,2020-09-16,37528.0,Combination Deodorants & Antiperspirants
115,2020-09-17,37528.0,Combination Deodorants & Antiperspirants
116,2020-09-18,88902.0,Combination Deodorants & Antiperspirants
117,2020-09-19,88902.0,Combination Deodorants & Antiperspirants
118,2020-09-20,88902.0,Combination Deodorants & Antiperspirants
119,2020-09-21,64147.0,Combination Deodorants & Antiperspirants
120,2020-09-22,64147.0,Combination Deodorants & Antiperspirants
121,2020-09-23,64147.0,Combination Deodorants & Antiperspirants
122,2020-09-24,64147.0,Combination Deodorants & Antiperspirants
123,2020-09-25,92597.0,Combination Deodorants & Antiperspirants
124,2020-09-26,92597.0,Combination Deodorants & Antiperspirants
125,2020-09-27,92597.0,Combination Deodorants & Antiperspirants
126,2020-09-28,92597.0,Combination Deodorants & Antiperspirants
127,2020-09-29,89230.0,Combination Deodorants & Antiperspirants
128,2020-09-30,89230.0,Combination Deodorants & Antiperspirants
129,2020-10-01,87098.0,Combination Deodorants & Antiperspirants
130,2020-10-02,87098.0,Combination Deodorants & Antiperspirants
131,2020-10-03,87098.0,Combination Deodorants & Antiperspirants
132,2020-10-04,87098.0,Combination Deodorants & Antiperspirants
133,2020-10-05,95568.0,Combination Deodorants & Antiperspirants
134,2020-10-06,95568.0,Combination Deodorants & Antiperspirants
135,2020-10-07,95568.0,Combination Deodorants & Antiperspirants
136,2020-10-08,73633.0,Combination Deodorants & Antiperspirants
137,2020-10-09,73633.0,Combination Deodorants & Antiperspirants
138,2020-10-10,73633.0,Combination Deodorants & Antiperspirants
139,2020-10-11,110160.0,Combination Deodorants & Antiperspirants
140,2020-10-12,110160.0,Combination Deodorants & Antiperspirants
141,2020-10-13,110160.0,Combination Deodorants & Antiperspirants
142,2020-10-14,110160.0,Combination Deodorants & Antiperspirants
143,2020-10-15,91230.0,Combination Deodorants & Antiperspirants
144,2020-10-16,151824.0,Combination Deodorants & Antiperspirants
145,2020-10-17,151824.0,Combination Deodorants & Antiperspirants
146,2020-10-18,151824.0,Combination Deodorants & Antiperspirants
147,2020-10-19,109808.0,Combination Deodorants & Antiperspirants
148,2020-10-20,109808.0,Combination Deodorants & Antiperspirants
149,2020-10-21,109808.0,Combination Deodorants & Antiperspirants
150,2020-10-22,150692.0,Combination Deodorants & Antiperspirants
151,2020-10-23,150692.0,Combination Deodorants & Antiperspirants
152,2020-10-24,150692.0,Combination Deodorants & Antiperspirants
153,2020-10-25,97625.0,Combination Deodorants & Antiperspirants
154,2020-10-26,97625.0,Combination Deodorants & Antiperspirants
155,2020-10-27,97625.0,Combination Deodorants & Antiperspirants
156,2020-10-28,91132.0,Combination Deodorants & Antiperspirants
157,2020-10-29,131532.0,Combination Deodorants & Antiperspirants
158,2020-10-30,131532.0,Combination Deodorants & Antiperspirants
159,2020-10-31,131532.0,Combination Deodorants & Antiperspirants
160,2020-11-01,149005.0,Combination Deodorants & Antiperspirants
161,2020-11-02,149005.0,Combination Deodorants & Antiperspirants
162,2020-11-03,196969.0,Combination Deodorants & Antiperspirants
163,2020-11-04,196969.0,Combination Deodorants & Antiperspirants
164,2020-11-05,196969.0,Combination Deodorants & Antiperspirants
165,2020-11-06,169482.0,Combination Deodorants & Antiperspirants
166,2020-11-07,169482.0,Combination Deodorants & Antiperspirants
167,2020-11-08,169482.0,Combination Deodorants & Antiperspirants
168,2020-11-09,177739.0,Combination Deodorants & Antiperspirants
169,2020-11-10,177739.0,Combination Deodorants & Antiperspirants
170,2020-11-11,177739.0,Combination Deodorants & Antiperspirants
171,2020-11-12,177739.0,Combination Deodorants & Antiperspirants
172,2020-11-13,177739.0,Combination Deodorants & Antiperspirants
173,2020-11-14,177739.0,Combination Deodorants & Antiperspirants
174,2020-11-15,109836.0,Combination Deodorants & Antiperspirants
175,2020-11-16,109836.0,Combination Deodorants & Antiperspirants
176,2020-11-17,109836.0,Combination Deodorants & Antiperspirants
177,2020-11-18,195388.0,Combination Deodorants & Antiperspirants
178,2020-11-19,195388.0,Combination Deodorants & Antiperspirants
179,2020-11-20,195388.0,Combination Deodorants & Antiperspirants
180,2020-11-21,195388.0,Combination Deodorants & Antiperspirants
181,2020-11-22,259680.0,Combination Deodorants & Antiperspirants
182,2020-11-23,259680.0,Combination Deodorants & Antiperspirants
183,2020-11-24,259680.0,Combination Deodorants & Antiperspirants
184,2020-11-25,160774.0,Combination Deodorants & Antiperspirants
185,2020-11-26,160774.0,Combination Deodorants & Antiperspirants
186,2020-11-27,160774.0,Combination Deodorants & Antiperspirants
187,2020-11-28,122597.0,Combination Deodorants & Antiperspirants
188,2020-11-29,122597.0,Combination Deodorants & Antiperspirants
189,2020-11-30,122597.0,Combination Deodorants & Antiperspirants
190,2020-12-01,237762.0,Combination Deodorants & Antiperspirants
191,2020-12-02,237762.0,Combination Deodorants & Antiperspirants
192,2020-12-03,237762.0,Combination Deodorants & Antiperspirants
193,2020-12-04,290983.0,Combination Deodorants & Antiperspirants
194,2020-12-05,290983.0,Combination Deodorants & Antiperspirants
195,2020-12-06,290983.0,Combination Deodorants & Antiperspirants
196,2020-12-07,318368.0,Combination Deodorants & Antiperspirants
197,2020-12-08,318368.0,Combination Deodorants & Antiperspirants
198,2020-12-09,318368.0,Combination Deodorants & Antiperspirants
199,2020-12-10,318368.0,Combination Deodorants & Antiperspirants
200,2020-12-11,318368.0,Combination Deodorants & Antiperspirants
201,2020-12-12,251078.0,Combination Deodorants & Antiperspirants
202,2020-12-13,251078.0,Combination Deodorants & Antiperspirants
203,2020-12-14,251078.0,Combination Deodorants & Antiperspirants
204,2020-12-15,251078.0,Combination Deodorants & Antiperspirants
205,2020-12-16,127634.0,Combination Deodorants & Antiperspirants
206,2020-12-17,127634.0,Combination Deodorants & Antiperspirants
207,2020-12-18,127634.0,Combination Deodorants & Antiperspirants
208,2020-12-19,127634.0,Combination Deodorants & Antiperspirants
209,2020-12-20,127634.0,Combination Deodorants & Antiperspirants
210,2020-12-21,273252.0,Combination Deodorants & Antiperspirants
211,2020-12-22,273252.0,Combination Deodorants & Antiperspirants
212,2020-12-23,273252.0,Combination Deodorants & Antiperspirants
213,2020-12-24,273252.0,Combination Deodorants & Antiperspirants
214,2020-12-25,273252.0,Combination Deodorants & Antiperspirants
215,2020-12-26,273252.0,Combination Deodorants & Antiperspirants
216,2020-12-27,310783.0,Combination Deodorants & Antiperspirants
217,2020-12-28,310783.0,Combination Deodorants & Antiperspirants
218,2020-12-29,310783.0,Combination Deodorants & Antiperspirants
219,2020-12-30,242145.0,Combination Deodorants & Antiperspirants
220,2020-12-31,204526.0,Combination Deodorants & Antiperspirants
221,2021-01-01,204526.0,Combination Deodorants & Antiperspirants
222,2021-01-02,276640.0,Combination Deodorants & Antiperspirants
223,2021-01-03,299328.0,Combination Deodorants & Antiperspirants
224,2021-01-04,299328.0,Combination Deodorants & Antiperspirants
225,2021-01-05,299328.0,Combination Deodorants & Antiperspirants
226,2021-01-06,171685.0,Combination Deodorants & Antiperspirants
227,2021-01-07,171685.0,Combination Deodorants & Antiperspirants
228,2021-01-08,243716.0,Combination Deodorants & Antiperspirants
229,2021-01-09,243716.0,Combination Deodorants & Antiperspirants
230,2021-01-10,243716.0,Combination Deodorants & Antiperspirants
231,2021-01-11,120150.0,Combination Deodorants & Antiperspirants
232,2021-01-12,120150.0,Combination Deodorants & Antiperspirants
233,2021-01-13,120150.0,Combination Deodorants & Antiperspirants
234,2021-01-14,250325.0,Combination Deodorants & Antiperspirants
235,2021-01-15,264727.0,Combination Deodorants & Antiperspirants
236,2021-01-16,264727.0,Combination Deodorants & Antiperspirants
237,2021-01-17,308487.0,Combination Deodorants & Antiperspirants
238,2021-01-18,308487.0,Combination Deodorants & Antiperspirants
239,2021-01-19,308487.0,Combination Deodorants & Antiperspirants
240,2021-01-20,336962.0,Combination Deodorants & Antiperspirants
241,2021-01-21,336962.0,Combination Deodorants & Antiperspirants
242,2021-01-22,165582.0,Combination Deodorants & Antiperspirants
243,2021-01-23,165582.0,Combination Deodorants & Antiperspirants
244,2021-01-24,165582.0,Combination Deodorants & Antiperspirants
245,2021-01-25,312640.0,Combination Deodorants & Antiperspirants
246,2021-01-26,312640.0,Combination Deodorants & Antiperspirants
247,2021-01-27,312640.0,Combination Deodorants & Antiperspirants
248,2021-01-28,241192.0,Combination Deodorants & Antiperspirants
249,2021-01-29,241192.0,Combination Deodorants & Antiperspirants
250,2021-01-30,241192.0,Combination Deodorants & Antiperspirants
251,2021-01-31,241192.0,Combination Deodorants & Antiperspirants
252,2021-02-01,173847.0,Combination Deodorants & Antiperspirants
253,2021-02-02,173847.0,Combination Deodorants & Antiperspirants
254,2021-02-03,173847.0,Combination Deodorants & Antiperspirants
255,2021-02-04,170597.0,Combination Deodorants & Antiperspirants
256,2021-02-05,170597.0,Combination Deodorants & Antiperspirants
257,2021-02-06,170597.0,Combination Deodorants & Antiperspirants
258,2021-02-07,234933.0,Combination Deodorants & Antiperspirants
259,2021-02-08,234933.0,Combination Deodorants & Antiperspirants
260,2021-02-09,234933.0,Combination Deodorants & Antiperspirants
261,2021-02-10,188107.0,Combination Deodorants & Antiperspirants
262,2021-02-11,188107.0,Combination Deodorants & Antiperspirants
263,2021-02-12,188107.0,Combination Deodorants & Antiperspirants
264,2021-02-13,186949.0,Combination Deodorants & Antiperspirants
265,2021-02-14,186949.0,Combination Deodorants & Antiperspirants
266,2021-02-15,186949.0,Combination Deodorants & Antiperspirants
267,2021-02-16,186949.0,Combination Deodorants & Antiperspirants
268,2021-02-17,157962.0,Combination Deodorants & Antiperspirants
269,2021-02-18,157962.0,Combination Deodorants & Antiperspirants
270,2021-02-19,157962.0,Combination Deodorants & Antiperspirants
271,2021-02-20,157962.0,Combination Deodorants & Antiperspirants
272,2021-02-21,157962.0,Combination Deodorants & Antiperspirants
273,2021-02-22,157962.0,Combination Deodorants & Antiperspirants
274,2021-02-23,100552.0,Combination Deodorants & Antiperspirants
275,2021-02-24,100552.0,Combination Deodorants & Antiperspirants
276,2021-02-25,109098.0,Combination Deodorants & Antiperspirants
277,2021-02-26,109098.0,Combination Deodorants & Antiperspirants
278,2021-02-27,109098.0,Combination Deodorants & Antiperspirants
279,2021-02-28,184321.0,Combination Deodorants & Antiperspirants
280,2021-03-01,184321.0,Combination Deodorants & Antiperspirants
281,2021-03-02,184321.0,Combination Deodorants & Antiperspirants
282,2021-03-03,125500.0,Combination Deodorants & Antiperspirants
283,2021-03-04,125500.0,Combination Deodorants & Antiperspirants
284,2021-03-05,125500.0,Combination Deodorants & Antiperspirants
285,2021-03-06,125500.0,Combination Deodorants & Antiperspirants
286,2021-03-07,185356.0,Combination Deodorants & Antiperspirants
287,2021-03-08,185356.0,Combination Deodorants & Antiperspirants
288,2021-03-09,185356.0,Combination Deodorants & Antiperspirants
289,2021-03-10,164645.0,Combination Deodorants & Antiperspirants
290,2021-03-11,164645.0,Combination Deodorants & Antiperspirants
291,2021-03-12,164645.0,Combination Deodorants & Antiperspirants
292,2021-03-13,219301.0,Combination Deodorants & Antiperspirants
293,2021-03-14,219301.0,Combination Deodorants & Antiperspirants
294,2021-03-15,219301.0,Combination Deodorants & Antiperspirants
295,2021-03-16,245215.0,Combination Deodorants & Antiperspirants
296,2021-03-17,169439.0,Combination Deodorants & Antiperspirants
297,2021-03-18,114077.0,Combination Deodorants & Antiperspirants
298,2021-03-19,114077.0,Combination Deodorants & Antiperspirants
299,2021-03-20,114077.0,Combination Deodorants & Antiperspirants
300,2021-03-21,114077.0,Combination Deodorants & Antiperspirants
301,2021-03-22,229090.0,Combination Deodorants & Antiperspirants
302,2021-03-23,229090.0,Combination Deodorants & Antiperspirants
303,2021-03-24,229090.0,Combination Deodorants & Antiperspirants
304,2021-03-25,135157.0,Combination Deodorants & Antiperspirants
305,2021-03-26,135157.0,Combination Deodorants & Antiperspirants
306,2021-03-27,135157.0,Combination Deodorants & Antiperspirants
307,2021-03-28,145093.0,Combination Deodorants & Antiperspirants
308,2021-03-29,145093.0,Combination Deodorants & Antiperspirants
309,2021-03-30,145093.0,Combination Deodorants & Antiperspirants
310,2021-03-31,144750.0,Combination Deodorants & Antiperspirants
311,2021-04-01,144750.0,Combination Deodorants & Antiperspirants
312,2021-04-02,144750.0,Combination Deodorants & Antiperspirants
313,2021-04-03,147730.0,Combination Deodorants & Antiperspirants
314,2021-04-04,147730.0,Combination Deodorants & Antiperspirants
315,2021-04-05,147730.0,Combination Deodorants & Antiperspirants
316,2021-04-06,158575.0,Combination Deodorants & Antiperspirants
317,2021-04-07,188896.0,Combination Deodorants & Antiperspirants
318,2021-04-08,188896.0,Combination Deodorants & Antiperspirants
319,2021-04-09,95255.0,Combination Deodorants & Antiperspirants
320,2021-04-10,95255.0,Combination Deodorants & Antiperspirants
321,2021-04-11,131622.0,Combination Deodorants & Antiperspirants
322,2021-04-12,131622.0,Combination Deodorants & Antiperspirants
323,2021-04-13,131622.0,Combination Deodorants & Antiperspirants
324,2021-04-14,141816.0,Combination Deodorants & Antiperspirants
325,2021-04-15,141816.0,Combination Deodorants & Antiperspirants
326,2021-04-16,200512.0,Combination Deodorants & Antiperspirants
327,2021-04-17,200512.0,Combination Deodorants & Antiperspirants
328,2021-04-18,169808.0,Combination Deodorants & Antiperspirants
329,2021-04-19,169808.0,Combination Deodorants & Antiperspirants
330,2021-04-20,169808.0,Combination Deodorants & Antiperspirants
331,2021-04-21,124776.0,Combination Deodorants & Antiperspirants
332,2021-04-22,124776.0,Combination Deodorants & Antiperspirants
333,2021-04-23,124776.0,Combination Deodorants & Antiperspirants
334,2021-04-24,112696.0,Combination Deodorants & Antiperspirants
335,2021-04-25,112696.0,Combination Deodorants & Antiperspirants
336,2021-04-26,112696.0,Combination Deodorants & Antiperspirants
337,2021-04-27,210976.0,Combination Deodorants & Antiperspirants
338,2021-04-28,210976.0,Combination Deodorants & Antiperspirants
339,2021-04-29,210976.0,Combination Deodorants & Antiperspirants
340,2021-04-30,139304.0,Combination Deodorants & Antiperspirants
341,2021-05-01,139304.0,Combination Deodorants & Antiperspirants
342,2021-05-02,182830.0,Combination Deodorants & Antiperspirants
343,2021-05-03,182830.0,Combination Deodorants & Antiperspirants
344,2021-05-04,113261.0,Combination Deodorants & Antiperspirants
345,2021-05-05,113261.0,Combination Deodorants & Antiperspirants
346,2021-05-06,113261.0,Combination Deodorants & Antiperspirants
347,2021-05-07,161215.0,Combination Deodorants & Antiperspirants
348,2021-05-08,121035.0,Combination Deodorants & Antiperspirants
349,2021-05-09,121035.0,Combination Deodorants & Antiperspirants
350,2021-05-10,128946.0,Combination Deodorants & Antiperspirants
351,2021-05-11,128946.0,Combination Deodorants & Antiperspirants
352,2021-05-12,128946.0,Combination Deodorants & Antiperspirants
353,2021-05-13,166549.0,Combination Deodorants & Antiperspirants
354,2021-05-14,166549.0,Combination Deodorants & Antiperspirants
355,2021-05-15,155947.0,Combination Deodorants & Antiperspirants
356,2021-05-16,155947.0,Combination Deodorants & Antiperspirants
357,2021-05-17,155947.0,Combination Deodorants & Antiperspirants
358,2021-05-18,161242.0,Combination Deodorants & Antiperspirants
359,2021-05-19,161242.0,Combination Deodorants & Antiperspirants
360,2021-05-20,245225.0,Combination Deodorants & Antiperspirants
361,2021-05-21,245225.0,Combination Deodorants & Antiperspirants
362,2021-05-22,167564.0,Combination Deodorants & Antiperspirants
363,2021-05-23,167564.0,Combination Deodorants & Antiperspirants
364,2021-05-24,243900.0,Combination Deodorants & Antiperspirants
365,2021-05-25,243900.0,Combination Deodorants & Antiperspirants
366,2021-05-26,243900.0,Combination Deodorants & Antiperspirants
367,2021-05-27,65872.0,Combination Deodorants & Antiperspirants
368,2021-05-28,65872.0,Combination Deodorants & Antiperspirants
369,2021-05-29,89307.0,Combination Deodorants & Antiperspirants
370,2021-05-30,89307.0,Combination Deodorants & Antiperspirants
371,2021-05-31,89307.0,Combination Deodorants & Antiperspirants
372,2021-06-01,56422.0,Combination Deodorants & Antiperspirants
373,2021-06-02,68751.0,Combination Deodorants & Antiperspirants
374,2021-06-03,68751.0,Combination Deodorants & Antiperspirants
375,2021-06-04,135133.0,Combination Deodorants & Antiperspirants
376,2021-06-05,153973.0,Combination Deodorants & Antiperspirants
377,2021-06-06,153973.0,Combination Deodorants & Antiperspirants
378,2021-06-07,193327.0,Combination Deodorants & Antiperspirants
379,2021-06-08,209059.0,Combination Deodorants & Antiperspirants
380,2021-06-09,209059.0,Combination Deodorants & Antiperspirants
381,2021-06-10,226201.0,Combination Deodorants & Antiperspirants
382,2021-06-11,225202.0,Combination Deodorants & Antiperspirants
383,2021-06-12,225202.0,Combination Deodorants & Antiperspirants
384,2021-06-13,225202.0,Combination Deodorants & Antiperspirants
385,2021-06-14,153367.0,Combination Deodorants & Antiperspirants
386,2021-06-15,202632.0,Combination Deodorants & Antiperspirants
387,2021-06-16,221400.0,Combination Deodorants & Antiperspirants
388,2021-06-17,221400.0,Combination Deodorants & Antiperspirants
389,2021-06-18,221400.0,Combination Deodorants & Antiperspirants
390,2021-06-19,20355.0,Combination Deodorants & Antiperspirants
391,2021-06-20,20355.0,Combination Deodorants & Antiperspirants
392,2021-06-21,14267.0,Combination Deodorants & Antiperspirants
393,2021-06-22,14267.0,Combination Deodorants & Antiperspirants
394,2021-06-23,15836.0,Combination Deodorants & Antiperspirants
395,2021-06-24,15836.0,Combination Deodorants & Antiperspirants
396,2021-06-25,18035.0,Combination Deodorants & Antiperspirants
397,2021-06-26,18035.0,Combination Deodorants & Antiperspirants
398,2021-06-27,14657.0,Combination Deodorants & Antiperspirants
399,2021-06-28,13498.0,Combination Deodorants & Antiperspirants
400,2021-06-29,13498.0,Combination Deodorants & Antiperspirants
401,2021-06-30,12149.0,Combination Deodorants & Antiperspirants
402,2021-07-01,9797.0,Combination Deodorants & Antiperspirants
403,2021-07-02,9085.0,Combination Deodorants & Antiperspirants
404,2021-07-03,9085.0,Combination Deodorants & Antiperspirants
405,2021-07-04,13545.0,Combination Deodorants & Antiperspirants
406,2021-07-05,13545.0,Combination Deodorants & Antiperspirants
407,2021-07-06,22283.0,Combination Deodorants & Antiperspirants
408,2021-07-07,23511.0,Combination Deodorants & Antiperspirants
409,2021-07-08,22812.0,Combination Deodorants & Antiperspirants
410,2021-07-09,15113.0,Combination Deodorants & Antiperspirants
411,2021-07-10,15113.0,Combination Deodorants & Antiperspirants
412,2021-07-11,21047.0,Combination Deodorants & Antiperspirants
