,date,value,name_B07VXL25Y9
105,2020-09-09,49911.0,Probiotics
106,2020-09-10,49911.0,Probiotics
107,2020-09-11,49911.0,Probiotics
108,2020-09-12,49911.0,Probiotics
109,2020-09-13,46994.0,Probiotics
110,2020-09-14,46994.0,Probiotics
111,2020-09-15,46994.0,Probiotics
112,2020-09-16,40010.0,Probiotics
113,2020-09-17,40010.0,Probiotics
114,2020-09-18,47616.0,Probiotics
115,2020-09-19,41511.0,Probiotics
116,2020-09-20,39215.0,Probiotics
117,2020-09-21,39215.0,Probiotics
118,2020-09-22,39215.0,Probiotics
119,2020-09-23,59743.0,Probiotics
120,2020-09-24,59743.0,Probiotics
121,2020-09-25,59743.0,Probiotics
122,2020-09-26,49780.0,Probiotics
123,2020-09-27,49780.0,Probiotics
124,2020-09-28,61321.0,Probiotics
125,2020-09-29,61321.0,Probiotics
126,2020-09-30,46732.0,Probiotics
127,2020-10-01,50491.0,Probiotics
128,2020-10-02,50491.0,Probiotics
129,2020-10-03,50491.0,Probiotics
130,2020-10-04,53832.0,Probiotics
131,2020-10-05,53832.0,Probiotics
132,2020-10-06,45751.0,Probiotics
133,2020-10-07,45751.0,Probiotics
134,2020-10-08,45751.0,Probiotics
135,2020-10-09,48926.0,Probiotics
136,2020-10-10,48926.0,Probiotics
137,2020-10-11,48280.0,Probiotics
138,2020-10-12,48280.0,Probiotics
139,2020-10-13,44114.0,Probiotics
140,2020-10-14,55605.0,Probiotics
141,2020-10-15,55605.0,Probiotics
142,2020-10-16,56928.0,Probiotics
143,2020-10-17,56928.0,Probiotics
144,2020-10-18,56928.0,Probiotics
145,2020-10-19,55494.0,Probiotics
146,2020-10-20,55494.0,Probiotics
147,2020-10-21,65854.0,Probiotics
148,2020-10-22,51926.0,Probiotics
149,2020-10-23,51926.0,Probiotics
150,2020-10-24,51926.0,Probiotics
151,2020-10-25,59117.0,Probiotics
152,2020-10-26,53010.0,Probiotics
153,2020-10-27,63083.0,Probiotics
154,2020-10-28,41423.0,Probiotics
155,2020-10-29,41423.0,Probiotics
156,2020-10-30,57849.0,Probiotics
157,2020-10-31,57849.0,Probiotics
158,2020-11-01,57849.0,Probiotics
159,2020-11-02,45614.0,Probiotics
160,2020-11-03,50484.0,Probiotics
161,2020-11-04,50484.0,Probiotics
162,2020-11-05,71445.0,Probiotics
163,2020-11-06,58783.0,Probiotics
164,2020-11-07,58783.0,Probiotics
165,2020-11-08,58783.0,Probiotics
166,2020-11-09,74380.0,Probiotics
167,2020-11-10,74380.0,Probiotics
168,2020-11-11,70811.0,Probiotics
169,2020-11-12,57579.0,Probiotics
170,2020-11-13,59772.0,Probiotics
171,2020-11-14,68532.0,Probiotics
172,2020-11-15,74020.0,Probiotics
173,2020-11-16,74020.0,Probiotics
174,2020-11-17,48965.0,Probiotics
175,2020-11-18,48965.0,Probiotics
176,2020-11-19,51852.0,Probiotics
177,2020-11-20,51852.0,Probiotics
178,2020-11-21,51852.0,Probiotics
179,2020-11-22,66977.0,Probiotics
180,2020-11-23,69789.0,Probiotics
181,2020-11-24,69789.0,Probiotics
182,2020-11-25,69789.0,Probiotics
183,2020-11-26,45943.0,Probiotics
184,2020-11-27,45943.0,Probiotics
185,2020-11-28,62494.0,Probiotics
186,2020-11-29,62494.0,Probiotics
187,2020-11-30,62494.0,Probiotics
188,2020-12-01,62494.0,Probiotics
189,2020-12-02,59358.0,Probiotics
190,2020-12-03,59358.0,Probiotics
191,2020-12-04,59358.0,Probiotics
192,2020-12-05,54521.0,Probiotics
193,2020-12-06,52775.0,Probiotics
194,2020-12-07,52775.0,Probiotics
195,2020-12-08,52775.0,Probiotics
196,2020-12-09,65901.0,Probiotics
197,2020-12-10,65901.0,Probiotics
198,2020-12-11,64355.0,Probiotics
199,2020-12-12,64355.0,Probiotics
200,2020-12-13,64355.0,Probiotics
201,2020-12-14,64355.0,Probiotics
202,2020-12-15,75961.0,Probiotics
203,2020-12-16,75961.0,Probiotics
204,2020-12-17,75961.0,Probiotics
205,2020-12-18,75961.0,Probiotics
206,2020-12-19,75961.0,Probiotics
207,2020-12-20,57073.0,Probiotics
208,2020-12-21,57073.0,Probiotics
209,2020-12-22,57073.0,Probiotics
210,2020-12-23,66073.0,Probiotics
211,2020-12-24,66073.0,Probiotics
212,2020-12-25,66073.0,Probiotics
213,2020-12-26,66073.0,Probiotics
214,2020-12-27,66073.0,Probiotics
215,2020-12-28,37717.0,Probiotics
216,2020-12-29,37717.0,Probiotics
217,2020-12-30,37717.0,Probiotics
218,2020-12-31,31991.0,Probiotics
219,2021-01-01,31991.0,Probiotics
220,2021-01-02,30143.0,Probiotics
221,2021-01-03,30143.0,Probiotics
222,2021-01-04,30143.0,Probiotics
223,2021-01-05,32671.0,Probiotics
224,2021-01-06,32671.0,Probiotics
225,2021-01-07,32671.0,Probiotics
226,2021-01-08,32671.0,Probiotics
227,2021-01-09,32671.0,Probiotics
228,2021-01-10,32671.0,Probiotics
229,2021-01-11,65316.0,Probiotics
230,2021-01-12,65316.0,Probiotics
231,2021-01-13,65316.0,Probiotics
232,2021-01-14,51650.0,Probiotics
233,2021-01-15,51650.0,Probiotics
234,2021-01-16,54715.0,Probiotics
235,2021-01-17,54715.0,Probiotics
236,2021-01-18,54715.0,Probiotics
237,2021-01-19,45382.0,Probiotics
238,2021-01-20,45382.0,Probiotics
239,2021-01-21,31654.0,Probiotics
240,2021-01-22,31654.0,Probiotics
241,2021-01-23,36850.0,Probiotics
242,2021-01-24,36850.0,Probiotics
243,2021-01-25,36850.0,Probiotics
244,2021-01-26,24996.0,Probiotics
245,2021-01-27,24996.0,Probiotics
246,2021-01-28,24996.0,Probiotics
247,2021-01-29,34819.0,Probiotics
248,2021-01-30,34819.0,Probiotics
249,2021-01-31,34819.0,Probiotics
250,2021-02-01,54166.0,Probiotics
251,2021-02-02,54166.0,Probiotics
252,2021-02-03,54166.0,Probiotics
253,2021-02-04,52576.0,Probiotics
254,2021-02-05,52576.0,Probiotics
255,2021-02-06,39424.0,Probiotics
256,2021-02-07,39424.0,Probiotics
257,2021-02-08,35268.0,Probiotics
258,2021-02-09,31519.0,Probiotics
259,2021-02-10,31519.0,Probiotics
260,2021-02-11,26302.0,Probiotics
261,2021-02-12,26302.0,Probiotics
262,2021-02-13,26302.0,Probiotics
263,2021-02-14,39747.0,Probiotics
264,2021-02-15,33587.0,Probiotics
265,2021-02-16,45997.0,Probiotics
266,2021-02-17,45997.0,Probiotics
267,2021-02-18,49470.0,Probiotics
268,2021-02-19,49470.0,Probiotics
269,2021-02-20,49470.0,Probiotics
270,2021-02-21,41617.0,Probiotics
271,2021-02-22,41617.0,Probiotics
272,2021-02-23,41138.0,Probiotics
273,2021-02-24,41138.0,Probiotics
274,2021-02-25,30834.0,Probiotics
275,2021-02-26,35499.0,Probiotics
276,2021-02-27,35499.0,Probiotics
277,2021-02-28,30464.0,Probiotics
278,2021-03-01,30880.0,Probiotics
279,2021-03-02,30880.0,Probiotics
280,2021-03-03,29735.0,Probiotics
281,2021-03-04,31406.0,Probiotics
282,2021-03-05,32651.0,Probiotics
283,2021-03-06,32651.0,Probiotics
284,2021-03-07,32651.0,Probiotics
285,2021-03-08,26633.0,Probiotics
286,2021-03-09,23196.0,Probiotics
287,2021-03-10,23196.0,Probiotics
288,2021-03-11,23196.0,Probiotics
289,2021-03-12,23196.0,Probiotics
290,2021-03-13,21214.0,Probiotics
291,2021-03-14,21214.0,Probiotics
292,2021-03-15,21214.0,Probiotics
293,2021-03-16,9045.0,Probiotics
294,2021-03-17,9045.0,Probiotics
295,2021-03-18,16273.0,Probiotics
296,2021-03-19,16273.0,Probiotics
297,2021-03-20,14273.0,Probiotics
298,2021-03-21,14273.0,Probiotics
299,2021-03-22,14273.0,Probiotics
300,2021-03-23,14273.0,Probiotics
301,2021-03-24,22129.0,Probiotics
302,2021-03-25,22129.0,Probiotics
303,2021-03-26,22129.0,Probiotics
304,2021-03-27,22818.0,Probiotics
305,2021-03-28,22818.0,Probiotics
306,2021-03-29,21145.0,Probiotics
307,2021-03-30,17954.0,Probiotics
308,2021-03-31,17850.0,Probiotics
309,2021-04-01,17850.0,Probiotics
310,2021-04-02,17850.0,Probiotics
311,2021-04-03,19479.0,Probiotics
312,2021-04-04,19479.0,Probiotics
313,2021-04-05,19479.0,Probiotics
314,2021-04-06,20433.0,Probiotics
315,2021-04-07,20433.0,Probiotics
316,2021-04-08,22281.0,Probiotics
317,2021-04-09,22281.0,Probiotics
318,2021-04-10,22281.0,Probiotics
319,2021-04-11,22364.0,Probiotics
320,2021-04-12,20462.0,Probiotics
321,2021-04-13,20462.0,Probiotics
322,2021-04-14,20462.0,Probiotics
323,2021-04-15,20561.0,Probiotics
324,2021-04-16,20561.0,Probiotics
325,2021-04-17,20532.0,Probiotics
326,2021-04-18,20532.0,Probiotics
327,2021-04-19,20532.0,Probiotics
328,2021-04-20,32127.0,Probiotics
329,2021-04-21,38360.0,Probiotics
330,2021-04-22,41194.0,Probiotics
331,2021-04-23,40019.0,Probiotics
332,2021-04-24,40019.0,Probiotics
333,2021-04-25,52276.0,Probiotics
334,2021-04-26,52276.0,Probiotics
335,2021-04-27,52276.0,Probiotics
336,2021-04-28,53508.0,Probiotics
337,2021-04-29,53508.0,Probiotics
338,2021-04-30,53508.0,Probiotics
339,2021-05-01,57730.0,Probiotics
340,2021-05-02,57730.0,Probiotics
341,2021-05-03,57730.0,Probiotics
342,2021-05-04,43703.0,Probiotics
343,2021-05-05,64533.0,Probiotics
344,2021-05-06,64533.0,Probiotics
345,2021-05-07,64533.0,Probiotics
346,2021-05-08,57383.0,Probiotics
347,2021-05-09,57383.0,Probiotics
348,2021-05-10,57383.0,Probiotics
349,2021-05-11,51213.0,Probiotics
350,2021-05-12,51213.0,Probiotics
351,2021-05-13,52382.0,Probiotics
352,2021-05-14,52382.0,Probiotics
353,2021-05-15,53558.0,Probiotics
354,2021-05-16,53558.0,Probiotics
355,2021-05-17,54224.0,Probiotics
356,2021-05-18,54224.0,Probiotics
357,2021-05-19,54224.0,Probiotics
358,2021-05-20,59197.0,Probiotics
359,2021-05-21,64637.0,Probiotics
360,2021-05-22,64637.0,Probiotics
361,2021-05-23,75140.0,Probiotics
362,2021-05-24,75140.0,Probiotics
363,2021-05-25,75140.0,Probiotics
364,2021-05-26,65487.0,Probiotics
365,2021-05-27,65487.0,Probiotics
366,2021-05-28,65487.0,Probiotics
367,2021-05-29,51488.0,Probiotics
368,2021-05-30,51488.0,Probiotics
369,2021-05-31,76387.0,Probiotics
370,2021-06-01,76387.0,Probiotics
371,2021-06-02,63940.0,Probiotics
372,2021-06-03,63940.0,Probiotics
373,2021-06-04,63940.0,Probiotics
374,2021-06-05,59991.0,Probiotics
375,2021-06-06,67689.0,Probiotics
376,2021-06-07,51759.0,Probiotics
377,2021-06-08,51759.0,Probiotics
378,2021-06-09,58432.0,Probiotics
379,2021-06-10,58432.0,Probiotics
380,2021-06-11,58432.0,Probiotics
381,2021-06-12,70391.0,Probiotics
382,2021-06-13,70391.0,Probiotics
383,2021-06-14,70391.0,Probiotics
384,2021-06-15,38836.0,Probiotics
385,2021-06-16,40326.0,Probiotics
386,2021-06-17,26624.0,Probiotics
387,2021-06-18,26624.0,Probiotics
388,2021-06-19,26624.0,Probiotics
389,2021-06-20,26624.0,Probiotics
390,2021-06-21,22118.0,Probiotics
391,2021-06-22,21559.0,Probiotics
392,2021-06-23,22526.0,Probiotics
393,2021-06-24,22526.0,Probiotics
394,2021-06-25,22526.0,Probiotics
395,2021-06-26,31285.0,Probiotics
396,2021-06-27,31285.0,Probiotics
397,2021-06-28,39628.0,Probiotics
398,2021-06-29,39628.0,Probiotics
399,2021-06-30,39628.0,Probiotics
400,2021-07-01,38333.0,Probiotics
401,2021-07-02,38333.0,Probiotics
402,2021-07-03,38708.0,Probiotics
403,2021-07-04,38708.0,Probiotics
404,2021-07-05,41189.0,Probiotics
405,2021-07-06,41189.0,Probiotics
406,2021-07-07,41189.0,Probiotics
407,2021-07-08,44174.0,Probiotics
408,2021-07-09,44174.0,Probiotics
409,2021-07-10,48691.0,Probiotics
