,date,value,name_B07N8FNPZZ
0,2020-05-26,10542.0,Triphala
1,2020-05-27,10542.0,Triphala
2,2020-05-28,10542.0,Triphala
3,2020-05-29,10542.0,Triphala
4,2020-05-30,10542.0,Triphala
5,2020-05-31,10542.0,Triphala
6,2020-06-01,8820.0,Triphala
7,2020-06-02,8820.0,Triphala
8,2020-06-03,8820.0,Triphala
9,2020-06-04,8820.0,Triphala
10,2020-06-05,8358.0,Triphala
11,2020-06-06,8358.0,Triphala
12,2020-06-07,8358.0,Triphala
13,2020-06-08,8358.0,Triphala
14,2020-06-09,8358.0,Triphala
15,2020-06-10,9251.0,Triphala
16,2020-06-11,9251.0,Triphala
17,2020-06-12,9251.0,Triphala
18,2020-06-13,9251.0,Triphala
19,2020-06-14,9251.0,Triphala
20,2020-06-15,9190.0,Triphala
21,2020-06-16,9190.0,Triphala
22,2020-06-17,9190.0,Triphala
23,2020-06-18,9181.0,Triphala
24,2020-06-19,9181.0,Triphala
25,2020-06-20,10496.0,Triphala
26,2020-06-21,10496.0,Triphala
27,2020-06-22,10496.0,Triphala
28,2020-06-23,9614.0,Triphala
29,2020-06-24,9614.0,Triphala
30,2020-06-25,9614.0,Triphala
31,2020-06-26,10825.0,Triphala
32,2020-06-27,10825.0,Triphala
33,2020-06-28,10825.0,Triphala
34,2020-06-29,8979.0,Triphala
35,2020-06-30,8979.0,Triphala
36,2020-07-01,8979.0,Triphala
37,2020-07-02,8979.0,Triphala
38,2020-07-03,8979.0,Triphala
39,2020-07-04,9829.0,Triphala
40,2020-07-05,9829.0,Triphala
41,2020-07-06,9829.0,Triphala
42,2020-07-07,9829.0,Triphala
43,2020-07-08,9829.0,Triphala
44,2020-07-09,8117.0,Triphala
45,2020-07-10,8117.0,Triphala
46,2020-07-11,8242.0,Triphala
47,2020-07-12,8242.0,Triphala
48,2020-07-13,8242.0,Triphala
49,2020-07-14,8242.0,Triphala
50,2020-07-15,9741.0,Triphala
51,2020-07-16,9741.0,Triphala
52,2020-07-17,9215.0,Triphala
53,2020-07-18,9215.0,Triphala
54,2020-07-19,9215.0,Triphala
55,2020-07-20,10196.0,Triphala
56,2020-07-21,10196.0,Triphala
57,2020-07-22,10196.0,Triphala
58,2020-07-23,9136.0,Triphala
59,2020-07-24,9136.0,Triphala
60,2020-07-25,9136.0,Triphala
61,2020-07-26,9136.0,Triphala
62,2020-07-27,10545.0,Triphala
63,2020-07-28,10545.0,Triphala
64,2020-07-29,10545.0,Triphala
65,2020-07-30,10545.0,Triphala
66,2020-07-31,10545.0,Triphala
67,2020-08-01,10545.0,Triphala
68,2020-08-02,10595.0,Triphala
69,2020-08-03,10595.0,Triphala
70,2020-08-04,9354.0,Triphala
71,2020-08-05,9354.0,Triphala
72,2020-08-06,9354.0,Triphala
73,2020-08-07,8969.0,Triphala
74,2020-08-08,8969.0,Triphala
75,2020-08-09,8969.0,Triphala
76,2020-08-10,9832.0,Triphala
77,2020-08-11,9832.0,Triphala
78,2020-08-12,9832.0,Triphala
79,2020-08-13,9888.0,Triphala
80,2020-08-14,9888.0,Triphala
81,2020-08-15,9888.0,Triphala
82,2020-08-16,9916.0,Triphala
83,2020-08-17,9916.0,Triphala
84,2020-08-18,9916.0,Triphala
85,2020-08-19,9698.0,Triphala
86,2020-08-20,9698.0,Triphala
87,2020-08-21,9698.0,Triphala
88,2020-08-22,9698.0,Triphala
89,2020-08-23,9698.0,Triphala
90,2020-08-24,10834.0,Triphala
91,2020-08-25,10834.0,Triphala
92,2020-08-26,10834.0,Triphala
93,2020-08-27,10834.0,Triphala
94,2020-08-28,10834.0,Triphala
95,2020-08-29,9006.0,Triphala
96,2020-08-30,9006.0,Triphala
97,2020-08-31,9006.0,Triphala
98,2020-09-01,9041.0,Triphala
99,2020-09-02,9041.0,Triphala
100,2020-09-03,9041.0,Triphala
101,2020-09-04,10037.0,Triphala
102,2020-09-05,10037.0,Triphala
103,2020-09-06,10037.0,Triphala
104,2020-09-07,7873.0,Triphala
105,2020-09-08,7873.0,Triphala
106,2020-09-09,7873.0,Triphala
107,2020-09-10,8854.0,Triphala
108,2020-09-11,9528.0,Triphala
109,2020-09-12,9528.0,Triphala
110,2020-09-13,10253.0,Triphala
111,2020-09-14,10605.0,Triphala
112,2020-09-15,10605.0,Triphala
113,2020-09-16,10605.0,Triphala
114,2020-09-17,11815.0,Triphala
115,2020-09-18,11815.0,Triphala
116,2020-09-19,11815.0,Triphala
117,2020-09-20,10078.0,Triphala
118,2020-09-21,10078.0,Triphala
119,2020-09-22,10078.0,Triphala
120,2020-09-23,11920.0,Triphala
121,2020-09-24,10269.0,Triphala
122,2020-09-25,9067.0,Triphala
123,2020-09-26,9067.0,Triphala
124,2020-09-27,9067.0,Triphala
125,2020-09-28,10256.0,Triphala
126,2020-09-29,10256.0,Triphala
127,2020-09-30,10256.0,Triphala
128,2020-10-01,10256.0,Triphala
129,2020-10-02,11495.0,Triphala
130,2020-10-03,11495.0,Triphala
131,2020-10-04,10851.0,Triphala
132,2020-10-05,10851.0,Triphala
133,2020-10-06,11803.0,Triphala
134,2020-10-07,11803.0,Triphala
135,2020-10-08,11803.0,Triphala
136,2020-10-09,11803.0,Triphala
137,2020-10-10,11310.0,Triphala
138,2020-10-11,11310.0,Triphala
139,2020-10-12,11310.0,Triphala
140,2020-10-13,9439.0,Triphala
141,2020-10-14,9439.0,Triphala
142,2020-10-15,9439.0,Triphala
143,2020-10-16,12183.0,Triphala
144,2020-10-17,12992.0,Triphala
145,2020-10-18,12992.0,Triphala
146,2020-10-19,12992.0,Triphala
147,2020-10-20,10317.0,Triphala
148,2020-10-21,10317.0,Triphala
149,2020-10-22,10317.0,Triphala
150,2020-10-23,10317.0,Triphala
151,2020-10-24,10317.0,Triphala
152,2020-10-25,9677.0,Triphala
153,2020-10-26,9677.0,Triphala
154,2020-10-27,9677.0,Triphala
155,2020-10-28,11157.0,Triphala
156,2020-10-29,14939.0,Triphala
157,2020-10-30,14939.0,Triphala
158,2020-10-31,11116.0,Triphala
159,2020-11-01,10395.0,Triphala
160,2020-11-02,10395.0,Triphala
161,2020-11-03,12363.0,Triphala
162,2020-11-04,12363.0,Triphala
163,2020-11-05,10814.0,Triphala
164,2020-11-06,10814.0,Triphala
165,2020-11-07,11880.0,Triphala
166,2020-11-08,11880.0,Triphala
167,2020-11-09,11880.0,Triphala
168,2020-11-10,12475.0,Triphala
169,2020-11-11,12475.0,Triphala
170,2020-11-12,10303.0,Triphala
171,2020-11-13,10303.0,Triphala
172,2020-11-14,10303.0,Triphala
173,2020-11-15,2231.0,Triphala
174,2020-11-16,3230.0,Triphala
175,2020-11-17,3386.0,Triphala
176,2020-11-18,3386.0,Triphala
177,2020-11-19,6633.0,Triphala
178,2020-11-20,6633.0,Triphala
179,2020-11-21,6633.0,Triphala
180,2020-11-22,7712.0,Triphala
181,2020-11-23,7043.0,Triphala
182,2020-11-24,7043.0,Triphala
183,2020-11-25,6696.0,Triphala
184,2020-11-26,6696.0,Triphala
185,2020-11-27,8027.0,Triphala
186,2020-11-28,8027.0,Triphala
187,2020-11-29,8027.0,Triphala
188,2020-11-30,8027.0,Triphala
189,2020-12-01,9955.0,Triphala
190,2020-12-02,9955.0,Triphala
191,2020-12-03,9955.0,Triphala
192,2020-12-04,9955.0,Triphala
193,2020-12-05,7961.0,Triphala
194,2020-12-06,7961.0,Triphala
195,2020-12-07,7961.0,Triphala
196,2020-12-08,10266.0,Triphala
197,2020-12-09,10266.0,Triphala
198,2020-12-10,9067.0,Triphala
199,2020-12-11,8927.0,Triphala
200,2020-12-12,9090.0,Triphala
201,2020-12-13,9778.0,Triphala
202,2020-12-14,10086.0,Triphala
203,2020-12-15,10086.0,Triphala
204,2020-12-16,8743.0,Triphala
205,2020-12-17,8743.0,Triphala
206,2020-12-18,8743.0,Triphala
207,2020-12-19,8447.0,Triphala
208,2020-12-20,9053.0,Triphala
209,2020-12-21,9053.0,Triphala
210,2020-12-22,9053.0,Triphala
211,2020-12-23,7382.0,Triphala
212,2020-12-24,7382.0,Triphala
