,date,value,name_B07P95Z7QR
0,2020-06-01,18937.0,Organizers & Travel Kits
1,2020-06-02,18937.0,Organizers & Travel Kits
2,2020-06-03,14691.0,Organizers & Travel Kits
3,2020-06-04,14691.0,Organizers & Travel Kits
4,2020-06-05,14691.0,Organizers & Travel Kits
5,2020-06-06,14691.0,Organizers & Travel Kits
6,2020-06-07,14691.0,Organizers & Travel Kits
7,2020-06-08,14691.0,Organizers & Travel Kits
8,2020-06-09,13777.0,Organizers & Travel Kits
9,2020-06-10,11710.0,Organizers & Travel Kits
10,2020-06-11,18180.0,Organizers & Travel Kits
11,2020-06-12,18180.0,Organizers & Travel Kits
12,2020-06-13,18180.0,Organizers & Travel Kits
13,2020-06-14,18180.0,Organizers & Travel Kits
14,2020-06-15,16788.0,Organizers & Travel Kits
15,2020-06-16,16788.0,Organizers & Travel Kits
16,2020-06-17,16788.0,Organizers & Travel Kits
17,2020-06-18,16788.0,Organizers & Travel Kits
18,2020-06-19,12755.0,Organizers & Travel Kits
19,2020-06-20,12755.0,Organizers & Travel Kits
20,2020-06-21,12755.0,Organizers & Travel Kits
21,2020-06-22,12755.0,Organizers & Travel Kits
22,2020-06-23,12755.0,Organizers & Travel Kits
23,2020-06-24,11047.0,Organizers & Travel Kits
24,2020-06-25,11047.0,Organizers & Travel Kits
25,2020-06-26,11047.0,Organizers & Travel Kits
26,2020-06-27,11047.0,Organizers & Travel Kits
27,2020-06-28,11686.0,Organizers & Travel Kits
28,2020-06-29,10121.0,Organizers & Travel Kits
29,2020-06-30,11592.0,Organizers & Travel Kits
30,2020-07-01,11592.0,Organizers & Travel Kits
31,2020-07-02,11592.0,Organizers & Travel Kits
32,2020-07-03,11592.0,Organizers & Travel Kits
33,2020-07-04,11592.0,Organizers & Travel Kits
34,2020-07-05,14059.0,Organizers & Travel Kits
35,2020-07-06,13099.0,Organizers & Travel Kits
36,2020-07-07,13099.0,Organizers & Travel Kits
37,2020-07-08,12586.0,Organizers & Travel Kits
38,2020-07-09,12586.0,Organizers & Travel Kits
39,2020-07-10,12586.0,Organizers & Travel Kits
40,2020-07-11,11795.0,Organizers & Travel Kits
41,2020-07-12,11795.0,Organizers & Travel Kits
42,2020-07-13,11795.0,Organizers & Travel Kits
43,2020-07-14,11795.0,Organizers & Travel Kits
44,2020-07-15,11795.0,Organizers & Travel Kits
45,2020-07-16,14050.0,Organizers & Travel Kits
46,2020-07-17,14050.0,Organizers & Travel Kits
47,2020-07-18,14050.0,Organizers & Travel Kits
48,2020-07-19,14341.0,Organizers & Travel Kits
49,2020-07-20,14341.0,Organizers & Travel Kits
50,2020-07-21,14341.0,Organizers & Travel Kits
51,2020-07-22,14341.0,Organizers & Travel Kits
52,2020-07-23,12943.0,Organizers & Travel Kits
53,2020-07-24,12943.0,Organizers & Travel Kits
54,2020-07-25,12943.0,Organizers & Travel Kits
55,2020-07-26,15802.0,Organizers & Travel Kits
56,2020-07-27,15802.0,Organizers & Travel Kits
57,2020-07-28,15802.0,Organizers & Travel Kits
58,2020-07-29,15802.0,Organizers & Travel Kits
59,2020-07-30,15802.0,Organizers & Travel Kits
60,2020-07-31,15802.0,Organizers & Travel Kits
61,2020-08-01,15802.0,Organizers & Travel Kits
62,2020-08-02,15802.0,Organizers & Travel Kits
63,2020-08-03,20035.0,Organizers & Travel Kits
64,2020-08-04,20035.0,Organizers & Travel Kits
65,2020-08-05,16613.0,Organizers & Travel Kits
66,2020-08-06,16613.0,Organizers & Travel Kits
67,2020-08-07,16613.0,Organizers & Travel Kits
68,2020-08-08,16613.0,Organizers & Travel Kits
69,2020-08-09,16613.0,Organizers & Travel Kits
70,2020-08-10,14956.0,Organizers & Travel Kits
71,2020-08-11,14956.0,Organizers & Travel Kits
72,2020-08-12,14956.0,Organizers & Travel Kits
73,2020-08-13,13450.0,Organizers & Travel Kits
74,2020-08-14,15063.0,Organizers & Travel Kits
75,2020-08-15,15063.0,Organizers & Travel Kits
76,2020-08-16,15768.0,Organizers & Travel Kits
77,2020-08-17,15768.0,Organizers & Travel Kits
78,2020-08-18,15768.0,Organizers & Travel Kits
79,2020-08-19,20243.0,Organizers & Travel Kits
80,2020-08-20,20243.0,Organizers & Travel Kits
81,2020-08-21,20243.0,Organizers & Travel Kits
82,2020-08-22,18510.0,Organizers & Travel Kits
83,2020-08-23,18510.0,Organizers & Travel Kits
84,2020-08-24,18510.0,Organizers & Travel Kits
85,2020-08-25,18510.0,Organizers & Travel Kits
86,2020-08-26,18510.0,Organizers & Travel Kits
87,2020-08-27,16937.0,Organizers & Travel Kits
88,2020-08-28,16937.0,Organizers & Travel Kits
89,2020-08-29,16937.0,Organizers & Travel Kits
90,2020-08-30,16937.0,Organizers & Travel Kits
91,2020-08-31,16937.0,Organizers & Travel Kits
92,2020-09-01,18349.0,Organizers & Travel Kits
93,2020-09-02,18349.0,Organizers & Travel Kits
94,2020-09-03,18349.0,Organizers & Travel Kits
95,2020-09-04,18349.0,Organizers & Travel Kits
96,2020-09-05,26959.0,Organizers & Travel Kits
97,2020-09-06,26959.0,Organizers & Travel Kits
98,2020-09-07,26959.0,Organizers & Travel Kits
99,2020-09-08,17419.0,Organizers & Travel Kits
100,2020-09-09,17419.0,Organizers & Travel Kits
101,2020-09-10,17419.0,Organizers & Travel Kits
102,2020-09-11,17419.0,Organizers & Travel Kits
103,2020-09-12,16623.0,Organizers & Travel Kits
104,2020-09-13,16623.0,Organizers & Travel Kits
105,2020-09-14,16623.0,Organizers & Travel Kits
106,2020-09-15,24680.0,Organizers & Travel Kits
107,2020-09-16,24680.0,Organizers & Travel Kits
108,2020-09-17,24680.0,Organizers & Travel Kits
109,2020-09-18,20999.0,Organizers & Travel Kits
110,2020-09-19,20999.0,Organizers & Travel Kits
111,2020-09-20,17324.0,Organizers & Travel Kits
112,2020-09-21,17324.0,Organizers & Travel Kits
113,2020-09-22,18071.0,Organizers & Travel Kits
114,2020-09-23,18071.0,Organizers & Travel Kits
115,2020-09-24,14930.0,Organizers & Travel Kits
116,2020-09-25,14930.0,Organizers & Travel Kits
117,2020-09-26,14930.0,Organizers & Travel Kits
118,2020-09-27,16256.0,Organizers & Travel Kits
119,2020-09-28,16256.0,Organizers & Travel Kits
120,2020-09-29,16027.0,Organizers & Travel Kits
121,2020-09-30,16027.0,Organizers & Travel Kits
122,2020-10-01,16027.0,Organizers & Travel Kits
123,2020-10-02,12390.0,Organizers & Travel Kits
124,2020-10-03,12390.0,Organizers & Travel Kits
125,2020-10-04,12390.0,Organizers & Travel Kits
126,2020-10-05,12821.0,Organizers & Travel Kits
127,2020-10-06,14130.0,Organizers & Travel Kits
128,2020-10-07,15900.0,Organizers & Travel Kits
129,2020-10-08,16342.0,Organizers & Travel Kits
130,2020-10-09,16342.0,Organizers & Travel Kits
131,2020-10-10,16381.0,Organizers & Travel Kits
132,2020-10-11,16381.0,Organizers & Travel Kits
133,2020-10-12,14190.0,Organizers & Travel Kits
134,2020-10-13,14190.0,Organizers & Travel Kits
135,2020-10-14,12359.0,Organizers & Travel Kits
136,2020-10-15,12359.0,Organizers & Travel Kits
137,2020-10-16,12359.0,Organizers & Travel Kits
138,2020-10-17,12359.0,Organizers & Travel Kits
139,2020-10-18,12359.0,Organizers & Travel Kits
140,2020-10-19,16523.0,Organizers & Travel Kits
141,2020-10-20,18664.0,Organizers & Travel Kits
142,2020-10-21,13869.0,Organizers & Travel Kits
143,2020-10-22,14538.0,Organizers & Travel Kits
144,2020-10-23,15535.0,Organizers & Travel Kits
145,2020-10-24,15535.0,Organizers & Travel Kits
146,2020-10-25,15535.0,Organizers & Travel Kits
147,2020-10-26,18259.0,Organizers & Travel Kits
148,2020-10-27,17526.0,Organizers & Travel Kits
149,2020-10-28,17540.0,Organizers & Travel Kits
150,2020-10-29,14483.0,Organizers & Travel Kits
151,2020-10-30,16510.0,Organizers & Travel Kits
152,2020-10-31,16083.0,Organizers & Travel Kits
153,2020-11-01,16083.0,Organizers & Travel Kits
154,2020-11-02,16083.0,Organizers & Travel Kits
155,2020-11-03,17584.0,Organizers & Travel Kits
156,2020-11-04,17584.0,Organizers & Travel Kits
157,2020-11-05,19301.0,Organizers & Travel Kits
158,2020-11-06,19301.0,Organizers & Travel Kits
159,2020-11-07,16934.0,Organizers & Travel Kits
160,2020-11-08,16934.0,Organizers & Travel Kits
161,2020-11-09,16934.0,Organizers & Travel Kits
162,2020-11-10,22100.0,Organizers & Travel Kits
163,2020-11-11,22100.0,Organizers & Travel Kits
164,2020-11-12,22100.0,Organizers & Travel Kits
165,2020-11-13,22100.0,Organizers & Travel Kits
166,2020-11-14,18035.0,Organizers & Travel Kits
167,2020-11-15,18460.0,Organizers & Travel Kits
168,2020-11-16,18460.0,Organizers & Travel Kits
169,2020-11-17,18460.0,Organizers & Travel Kits
170,2020-11-18,18460.0,Organizers & Travel Kits
171,2020-11-19,14841.0,Organizers & Travel Kits
172,2020-11-20,14841.0,Organizers & Travel Kits
173,2020-11-21,14841.0,Organizers & Travel Kits
174,2020-11-22,16680.0,Organizers & Travel Kits
175,2020-11-23,16680.0,Organizers & Travel Kits
176,2020-11-24,16680.0,Organizers & Travel Kits
177,2020-11-25,15666.0,Organizers & Travel Kits
178,2020-11-26,16507.0,Organizers & Travel Kits
179,2020-11-27,16507.0,Organizers & Travel Kits
180,2020-11-28,14838.0,Organizers & Travel Kits
181,2020-11-29,14838.0,Organizers & Travel Kits
182,2020-11-30,14838.0,Organizers & Travel Kits
183,2020-12-01,13467.0,Organizers & Travel Kits
184,2020-12-02,13467.0,Organizers & Travel Kits
185,2020-12-03,13467.0,Organizers & Travel Kits
186,2020-12-04,13467.0,Organizers & Travel Kits
187,2020-12-05,13467.0,Organizers & Travel Kits
188,2020-12-06,13467.0,Organizers & Travel Kits
189,2020-12-07,18444.0,Organizers & Travel Kits
190,2020-12-08,15695.0,Organizers & Travel Kits
191,2020-12-09,16939.0,Organizers & Travel Kits
192,2020-12-10,17296.0,Organizers & Travel Kits
193,2020-12-11,15061.0,Organizers & Travel Kits
194,2020-12-12,12678.0,Organizers & Travel Kits
195,2020-12-13,14603.0,Organizers & Travel Kits
196,2020-12-14,16828.0,Organizers & Travel Kits
197,2020-12-15,15165.0,Organizers & Travel Kits
