,date,value,name_B07WC96BNZ
89,2020-01-08,155026.0,Shower Curtain Sets
90,2020-01-09,155026.0,Shower Curtain Sets
91,2020-01-10,121486.0,Shower Curtain Sets
92,2020-01-11,138502.0,Shower Curtain Sets
93,2020-01-12,138502.0,Shower Curtain Sets
94,2020-01-13,138502.0,Shower Curtain Sets
95,2020-01-14,138502.0,Shower Curtain Sets
96,2020-01-15,138502.0,Shower Curtain Sets
97,2020-01-16,138502.0,Shower Curtain Sets
98,2020-01-17,147609.0,Shower Curtain Sets
99,2020-01-18,147609.0,Shower Curtain Sets
100,2020-01-19,147609.0,Shower Curtain Sets
101,2020-01-20,147609.0,Shower Curtain Sets
102,2020-01-21,147609.0,Shower Curtain Sets
103,2020-01-22,147609.0,Shower Curtain Sets
104,2020-01-23,147609.0,Shower Curtain Sets
105,2020-01-24,147609.0,Shower Curtain Sets
106,2020-01-25,438460.0,Shower Curtain Sets
107,2020-01-26,438460.0,Shower Curtain Sets
108,2020-01-27,438460.0,Shower Curtain Sets
109,2020-01-28,263581.0,Shower Curtain Sets
110,2020-01-29,210869.0,Shower Curtain Sets
111,2020-01-30,210869.0,Shower Curtain Sets
112,2020-01-31,210869.0,Shower Curtain Sets
113,2020-02-01,210869.0,Shower Curtain Sets
114,2020-02-02,210869.0,Shower Curtain Sets
115,2020-02-03,210869.0,Shower Curtain Sets
116,2020-02-04,210869.0,Shower Curtain Sets
117,2020-02-05,210869.0,Shower Curtain Sets
118,2020-02-06,210869.0,Shower Curtain Sets
119,2020-02-07,243176.0,Shower Curtain Sets
120,2020-02-08,243176.0,Shower Curtain Sets
121,2020-02-09,243176.0,Shower Curtain Sets
122,2020-02-10,243176.0,Shower Curtain Sets
123,2020-02-11,243176.0,Shower Curtain Sets
124,2020-02-12,243176.0,Shower Curtain Sets
125,2020-02-13,243176.0,Shower Curtain Sets
126,2020-02-14,443435.0,Shower Curtain Sets
127,2020-02-15,443435.0,Shower Curtain Sets
128,2020-02-16,443435.0,Shower Curtain Sets
129,2020-02-17,443435.0,Shower Curtain Sets
130,2020-02-18,443435.0,Shower Curtain Sets
131,2020-02-19,443435.0,Shower Curtain Sets
132,2020-02-20,443435.0,Shower Curtain Sets
133,2020-02-21,443435.0,Shower Curtain Sets
134,2020-02-22,358758.0,Shower Curtain Sets
135,2020-02-23,358758.0,Shower Curtain Sets
136,2020-02-24,358758.0,Shower Curtain Sets
137,2020-02-25,358758.0,Shower Curtain Sets
138,2020-02-26,358758.0,Shower Curtain Sets
139,2020-02-27,358758.0,Shower Curtain Sets
140,2020-02-28,358758.0,Shower Curtain Sets
141,2020-02-29,358758.0,Shower Curtain Sets
142,2020-03-01,206797.0,Shower Curtain Sets
143,2020-03-02,165561.0,Shower Curtain Sets
144,2020-03-03,165561.0,Shower Curtain Sets
145,2020-03-04,165561.0,Shower Curtain Sets
146,2020-03-05,165561.0,Shower Curtain Sets
147,2020-03-06,165561.0,Shower Curtain Sets
148,2020-03-07,165561.0,Shower Curtain Sets
149,2020-03-08,165561.0,Shower Curtain Sets
150,2020-03-09,165561.0,Shower Curtain Sets
151,2020-03-10,165561.0,Shower Curtain Sets
152,2020-03-11,165561.0,Shower Curtain Sets
153,2020-03-12,165561.0,Shower Curtain Sets
154,2020-03-13,165561.0,Shower Curtain Sets
155,2020-03-14,165561.0,Shower Curtain Sets
156,2020-03-15,165561.0,Shower Curtain Sets
157,2020-03-16,165561.0,Shower Curtain Sets
158,2020-03-17,165561.0,Shower Curtain Sets
159,2020-03-18,438162.0,Shower Curtain Sets
160,2020-03-19,438162.0,Shower Curtain Sets
161,2020-03-20,438162.0,Shower Curtain Sets
162,2020-03-21,438162.0,Shower Curtain Sets
163,2020-03-22,438162.0,Shower Curtain Sets
164,2020-03-23,438162.0,Shower Curtain Sets
165,2020-03-24,438162.0,Shower Curtain Sets
166,2020-03-25,438162.0,Shower Curtain Sets
167,2020-03-26,438162.0,Shower Curtain Sets
168,2020-03-27,137070.0,Shower Curtain Sets
169,2020-03-28,137070.0,Shower Curtain Sets
170,2020-03-29,137070.0,Shower Curtain Sets
171,2020-03-30,137070.0,Shower Curtain Sets
172,2020-03-31,137070.0,Shower Curtain Sets
173,2020-04-01,137070.0,Shower Curtain Sets
174,2020-04-02,137070.0,Shower Curtain Sets
175,2020-04-03,137070.0,Shower Curtain Sets
176,2020-04-04,137070.0,Shower Curtain Sets
177,2020-04-05,137070.0,Shower Curtain Sets
178,2020-04-06,137070.0,Shower Curtain Sets
179,2020-04-07,223193.0,Shower Curtain Sets
180,2020-04-08,223193.0,Shower Curtain Sets
181,2020-04-09,302705.0,Shower Curtain Sets
182,2020-04-10,320364.0,Shower Curtain Sets
183,2020-04-11,449040.0,Shower Curtain Sets
184,2020-04-12,160818.0,Shower Curtain Sets
185,2020-04-13,333431.0,Shower Curtain Sets
186,2020-04-14,115851.0,Shower Curtain Sets
187,2020-04-15,211615.0,Shower Curtain Sets
188,2020-04-16,285767.0,Shower Curtain Sets
189,2020-04-17,316563.0,Shower Curtain Sets
190,2020-04-18,316563.0,Shower Curtain Sets
191,2020-04-19,173749.0,Shower Curtain Sets
192,2020-04-20,119686.0,Shower Curtain Sets
193,2020-04-21,119686.0,Shower Curtain Sets
194,2020-04-22,119686.0,Shower Curtain Sets
195,2020-04-23,143907.0,Shower Curtain Sets
196,2020-04-24,143907.0,Shower Curtain Sets
197,2020-04-25,143907.0,Shower Curtain Sets
198,2020-04-26,143907.0,Shower Curtain Sets
199,2020-04-27,341417.0,Shower Curtain Sets
200,2020-04-28,341417.0,Shower Curtain Sets
201,2020-04-29,341417.0,Shower Curtain Sets
202,2020-04-30,341417.0,Shower Curtain Sets
203,2020-05-01,341417.0,Shower Curtain Sets
204,2020-05-02,341417.0,Shower Curtain Sets
205,2020-05-03,143582.0,Shower Curtain Sets
206,2020-05-04,143582.0,Shower Curtain Sets
207,2020-05-05,143582.0,Shower Curtain Sets
208,2020-05-06,143582.0,Shower Curtain Sets
209,2020-05-07,143582.0,Shower Curtain Sets
210,2020-05-08,143582.0,Shower Curtain Sets
211,2020-05-09,143582.0,Shower Curtain Sets
212,2020-05-10,143582.0,Shower Curtain Sets
213,2020-05-11,143582.0,Shower Curtain Sets
214,2020-05-12,143582.0,Shower Curtain Sets
215,2020-05-13,143582.0,Shower Curtain Sets
216,2020-05-14,143582.0,Shower Curtain Sets
217,2020-05-15,143582.0,Shower Curtain Sets
218,2020-05-16,143582.0,Shower Curtain Sets
219,2020-05-17,176852.0,Shower Curtain Sets
220,2020-05-18,176852.0,Shower Curtain Sets
221,2020-05-19,176852.0,Shower Curtain Sets
222,2020-05-20,176852.0,Shower Curtain Sets
223,2020-05-21,176852.0,Shower Curtain Sets
224,2020-05-22,176852.0,Shower Curtain Sets
225,2020-05-23,176852.0,Shower Curtain Sets
226,2020-05-24,176852.0,Shower Curtain Sets
227,2020-05-25,176852.0,Shower Curtain Sets
228,2020-05-26,176852.0,Shower Curtain Sets
229,2020-05-27,446484.0,Shower Curtain Sets
230,2020-05-28,446484.0,Shower Curtain Sets
231,2020-05-29,446484.0,Shower Curtain Sets
232,2020-05-30,446484.0,Shower Curtain Sets
233,2020-05-31,446484.0,Shower Curtain Sets
234,2020-06-01,446484.0,Shower Curtain Sets
235,2020-06-02,446484.0,Shower Curtain Sets
236,2020-06-03,446484.0,Shower Curtain Sets
237,2020-06-04,442753.0,Shower Curtain Sets
238,2020-06-05,442753.0,Shower Curtain Sets
239,2020-06-06,442753.0,Shower Curtain Sets
240,2020-06-07,442753.0,Shower Curtain Sets
241,2020-06-08,442753.0,Shower Curtain Sets
242,2020-06-09,442753.0,Shower Curtain Sets
243,2020-06-10,442753.0,Shower Curtain Sets
244,2020-06-11,442753.0,Shower Curtain Sets
245,2020-06-12,442753.0,Shower Curtain Sets
246,2020-06-13,442753.0,Shower Curtain Sets
247,2020-06-14,442753.0,Shower Curtain Sets
248,2020-06-15,442753.0,Shower Curtain Sets
249,2020-06-16,442753.0,Shower Curtain Sets
250,2020-06-17,442753.0,Shower Curtain Sets
251,2020-06-18,442753.0,Shower Curtain Sets
252,2020-06-19,442753.0,Shower Curtain Sets
253,2020-06-20,442753.0,Shower Curtain Sets
254,2020-06-21,442753.0,Shower Curtain Sets
255,2020-06-22,442753.0,Shower Curtain Sets
256,2020-06-23,442753.0,Shower Curtain Sets
257,2020-06-24,442753.0,Shower Curtain Sets
258,2020-06-25,442753.0,Shower Curtain Sets
259,2020-06-26,442753.0,Shower Curtain Sets
260,2020-06-27,551193.0,Shower Curtain Sets
261,2020-06-28,551193.0,Shower Curtain Sets
262,2020-06-29,551193.0,Shower Curtain Sets
263,2020-06-30,551193.0,Shower Curtain Sets
264,2020-07-01,551193.0,Shower Curtain Sets
265,2020-07-02,551193.0,Shower Curtain Sets
266,2020-07-03,194273.0,Shower Curtain Sets
267,2020-07-04,194273.0,Shower Curtain Sets
268,2020-07-05,194273.0,Shower Curtain Sets
269,2020-07-06,194273.0,Shower Curtain Sets
270,2020-07-07,410661.0,Shower Curtain Sets
271,2020-07-08,410661.0,Shower Curtain Sets
272,2020-07-09,410661.0,Shower Curtain Sets
273,2020-07-10,410661.0,Shower Curtain Sets
274,2020-07-11,410661.0,Shower Curtain Sets
275,2020-07-12,410661.0,Shower Curtain Sets
276,2020-07-13,410661.0,Shower Curtain Sets
277,2020-07-14,410661.0,Shower Curtain Sets
278,2020-07-15,410661.0,Shower Curtain Sets
279,2020-07-16,410661.0,Shower Curtain Sets
280,2020-07-17,410661.0,Shower Curtain Sets
281,2020-07-18,410661.0,Shower Curtain Sets
282,2020-07-19,410661.0,Shower Curtain Sets
283,2020-07-20,410661.0,Shower Curtain Sets
284,2020-07-21,405089.0,Shower Curtain Sets
285,2020-07-22,405089.0,Shower Curtain Sets
286,2020-07-23,405089.0,Shower Curtain Sets
287,2020-07-24,218873.0,Shower Curtain Sets
288,2020-07-25,218873.0,Shower Curtain Sets
289,2020-07-26,218873.0,Shower Curtain Sets
290,2020-07-27,218873.0,Shower Curtain Sets
291,2020-07-28,218873.0,Shower Curtain Sets
292,2020-07-29,218873.0,Shower Curtain Sets
293,2020-07-30,218873.0,Shower Curtain Sets
294,2020-07-31,218873.0,Shower Curtain Sets
295,2020-08-01,218873.0,Shower Curtain Sets
296,2020-08-02,218873.0,Shower Curtain Sets
297,2020-08-03,218873.0,Shower Curtain Sets
298,2020-08-04,218873.0,Shower Curtain Sets
299,2020-08-05,218873.0,Shower Curtain Sets
300,2020-08-06,218873.0,Shower Curtain Sets
301,2020-08-07,367148.0,Shower Curtain Sets
302,2020-08-08,507509.0,Shower Curtain Sets
303,2020-08-09,507509.0,Shower Curtain Sets
304,2020-08-10,507509.0,Shower Curtain Sets
305,2020-08-11,507509.0,Shower Curtain Sets
306,2020-08-12,507509.0,Shower Curtain Sets
307,2020-08-13,507509.0,Shower Curtain Sets
308,2020-08-14,507509.0,Shower Curtain Sets
309,2020-08-15,507509.0,Shower Curtain Sets
310,2020-08-16,507509.0,Shower Curtain Sets
311,2020-08-17,507509.0,Shower Curtain Sets
312,2020-08-18,507509.0,Shower Curtain Sets
313,2020-08-19,507509.0,Shower Curtain Sets
314,2020-08-20,507509.0,Shower Curtain Sets
315,2020-08-21,507509.0,Shower Curtain Sets
316,2020-08-22,507509.0,Shower Curtain Sets
317,2020-08-23,507509.0,Shower Curtain Sets
318,2020-08-24,803652.0,Shower Curtain Sets
319,2020-08-25,803652.0,Shower Curtain Sets
320,2020-08-26,803652.0,Shower Curtain Sets
321,2020-08-27,803652.0,Shower Curtain Sets
322,2020-08-28,803652.0,Shower Curtain Sets
323,2020-08-29,803652.0,Shower Curtain Sets
324,2020-08-30,348381.0,Shower Curtain Sets
325,2020-08-31,348381.0,Shower Curtain Sets
326,2020-09-01,348381.0,Shower Curtain Sets
327,2020-09-02,669657.0,Shower Curtain Sets
328,2020-09-03,669657.0,Shower Curtain Sets
329,2020-09-04,669657.0,Shower Curtain Sets
330,2020-09-05,491271.0,Shower Curtain Sets
331,2020-09-06,491271.0,Shower Curtain Sets
332,2020-09-07,491271.0,Shower Curtain Sets
333,2020-09-08,491271.0,Shower Curtain Sets
334,2020-09-09,491271.0,Shower Curtain Sets
335,2020-09-10,491271.0,Shower Curtain Sets
336,2020-09-11,615455.0,Shower Curtain Sets
337,2020-09-12,615455.0,Shower Curtain Sets
338,2020-09-13,615455.0,Shower Curtain Sets
339,2020-09-14,615455.0,Shower Curtain Sets
340,2020-09-15,615455.0,Shower Curtain Sets
341,2020-09-16,615455.0,Shower Curtain Sets
342,2020-09-17,615455.0,Shower Curtain Sets
343,2020-09-18,615455.0,Shower Curtain Sets
344,2020-09-19,615455.0,Shower Curtain Sets
345,2020-09-20,615455.0,Shower Curtain Sets
346,2020-09-21,615455.0,Shower Curtain Sets
347,2020-09-22,615455.0,Shower Curtain Sets
348,2020-09-23,615455.0,Shower Curtain Sets
349,2020-09-24,615455.0,Shower Curtain Sets
350,2020-09-25,615455.0,Shower Curtain Sets
351,2020-09-26,615455.0,Shower Curtain Sets
352,2020-09-27,615455.0,Shower Curtain Sets
353,2020-09-28,615455.0,Shower Curtain Sets
354,2020-09-29,615455.0,Shower Curtain Sets
355,2020-09-30,615455.0,Shower Curtain Sets
356,2020-10-01,615455.0,Shower Curtain Sets
357,2020-10-02,615455.0,Shower Curtain Sets
358,2020-10-03,615455.0,Shower Curtain Sets
359,2020-10-04,615455.0,Shower Curtain Sets
360,2020-10-05,615455.0,Shower Curtain Sets
361,2020-10-06,615455.0,Shower Curtain Sets
362,2020-10-07,615455.0,Shower Curtain Sets
363,2020-10-08,615455.0,Shower Curtain Sets
364,2020-10-09,615455.0,Shower Curtain Sets
365,2020-10-10,615455.0,Shower Curtain Sets
366,2020-10-11,584188.0,Shower Curtain Sets
367,2020-10-12,584188.0,Shower Curtain Sets
368,2020-10-13,584188.0,Shower Curtain Sets
369,2020-10-14,584188.0,Shower Curtain Sets
370,2020-10-15,584188.0,Shower Curtain Sets
371,2020-10-16,584188.0,Shower Curtain Sets
372,2020-10-17,584188.0,Shower Curtain Sets
373,2020-10-18,584188.0,Shower Curtain Sets
374,2020-10-19,584188.0,Shower Curtain Sets
375,2020-10-20,584188.0,Shower Curtain Sets
376,2020-10-21,584188.0,Shower Curtain Sets
377,2020-10-22,584188.0,Shower Curtain Sets
378,2020-10-23,717068.0,Shower Curtain Sets
379,2020-10-24,717068.0,Shower Curtain Sets
380,2020-10-25,717068.0,Shower Curtain Sets
381,2020-10-26,717068.0,Shower Curtain Sets
382,2020-10-27,717068.0,Shower Curtain Sets
383,2020-10-28,636719.0,Shower Curtain Sets
384,2020-10-29,636719.0,Shower Curtain Sets
385,2020-10-30,636719.0,Shower Curtain Sets
386,2020-10-31,636719.0,Shower Curtain Sets
387,2020-11-01,636719.0,Shower Curtain Sets
388,2020-11-02,636719.0,Shower Curtain Sets
389,2020-11-03,237227.0,Shower Curtain Sets
390,2020-11-04,365194.0,Shower Curtain Sets
391,2020-11-05,495580.0,Shower Curtain Sets
392,2020-11-06,322422.0,Shower Curtain Sets
393,2020-11-07,230797.0,Shower Curtain Sets
394,2020-11-08,244170.0,Shower Curtain Sets
395,2020-11-09,120585.0,Shower Curtain Sets
396,2020-11-10,284205.0,Shower Curtain Sets
397,2020-11-11,219541.0,Shower Curtain Sets
398,2020-11-12,219541.0,Shower Curtain Sets
399,2020-11-13,219541.0,Shower Curtain Sets
400,2020-11-14,219541.0,Shower Curtain Sets
401,2020-11-15,128139.0,Shower Curtain Sets
402,2020-11-16,128139.0,Shower Curtain Sets
403,2020-11-17,136573.0,Shower Curtain Sets
404,2020-11-18,122614.0,Shower Curtain Sets
405,2020-11-19,122693.0,Shower Curtain Sets
406,2020-11-20,103626.0,Shower Curtain Sets
407,2020-11-21,103626.0,Shower Curtain Sets
408,2020-11-22,103626.0,Shower Curtain Sets
409,2020-11-23,135710.0,Shower Curtain Sets
410,2020-11-24,82563.0,Shower Curtain Sets
411,2020-11-25,98289.0,Shower Curtain Sets
412,2020-11-26,98677.0,Shower Curtain Sets
413,2020-11-27,69251.0,Shower Curtain Sets
414,2020-11-28,57770.0,Shower Curtain Sets
415,2020-11-29,52498.0,Shower Curtain Sets
416,2020-11-30,50331.0,Shower Curtain Sets
417,2020-12-01,46749.0,Shower Curtain Sets
418,2020-12-02,58514.0,Shower Curtain Sets
419,2020-12-03,58514.0,Shower Curtain Sets
420,2020-12-04,-1.0,Shower Curtain Sets
421,2020-12-05,-1.0,Shower Curtain Sets
422,2020-12-06,-1.0,Shower Curtain Sets
423,2020-12-07,-1.0,Shower Curtain Sets
424,2020-12-08,-1.0,Shower Curtain Sets
425,2020-12-09,340805.0,Shower Curtain Sets
426,2020-12-10,340805.0,Shower Curtain Sets
427,2020-12-11,255756.0,Shower Curtain Sets
428,2020-12-12,255756.0,Shower Curtain Sets
429,2020-12-13,255756.0,Shower Curtain Sets
430,2020-12-14,255756.0,Shower Curtain Sets
431,2020-12-15,255756.0,Shower Curtain Sets
432,2020-12-16,255756.0,Shower Curtain Sets
433,2020-12-17,255756.0,Shower Curtain Sets
434,2020-12-18,255756.0,Shower Curtain Sets
435,2020-12-19,255756.0,Shower Curtain Sets
436,2020-12-20,604538.0,Shower Curtain Sets
437,2020-12-21,604538.0,Shower Curtain Sets
438,2020-12-22,604538.0,Shower Curtain Sets
439,2020-12-23,604538.0,Shower Curtain Sets
440,2020-12-24,604538.0,Shower Curtain Sets
441,2020-12-25,604538.0,Shower Curtain Sets
442,2020-12-26,604538.0,Shower Curtain Sets
443,2020-12-27,604538.0,Shower Curtain Sets
444,2020-12-28,604538.0,Shower Curtain Sets
445,2020-12-29,604538.0,Shower Curtain Sets
446,2020-12-30,604538.0,Shower Curtain Sets
447,2020-12-31,604538.0,Shower Curtain Sets
448,2021-01-01,604538.0,Shower Curtain Sets
449,2021-01-02,604538.0,Shower Curtain Sets
450,2021-01-03,604538.0,Shower Curtain Sets
451,2021-01-04,604538.0,Shower Curtain Sets
452,2021-01-05,604538.0,Shower Curtain Sets
453,2021-01-06,604538.0,Shower Curtain Sets
454,2021-01-07,604538.0,Shower Curtain Sets
455,2021-01-08,604538.0,Shower Curtain Sets
456,2021-01-09,1001047.0,Shower Curtain Sets
457,2021-01-10,1001047.0,Shower Curtain Sets
458,2021-01-11,1001047.0,Shower Curtain Sets
459,2021-01-12,1058419.0,Shower Curtain Sets
460,2021-01-13,1058419.0,Shower Curtain Sets
461,2021-01-14,1074844.0,Shower Curtain Sets
462,2021-01-15,1074797.0,Shower Curtain Sets
463,2021-01-16,1074797.0,Shower Curtain Sets
464,2021-01-17,1107286.0,Shower Curtain Sets
465,2021-01-18,1107286.0,Shower Curtain Sets
466,2021-01-19,1139030.0,Shower Curtain Sets
467,2021-01-20,1146987.0,Shower Curtain Sets
468,2021-01-21,1146987.0,Shower Curtain Sets
469,2021-01-22,1156837.0,Shower Curtain Sets
470,2021-01-23,1153176.0,Shower Curtain Sets
471,2021-01-24,1166803.0,Shower Curtain Sets
472,2021-01-25,1185993.0,Shower Curtain Sets
473,2021-01-26,1194692.0,Shower Curtain Sets
474,2021-01-27,1206312.0,Shower Curtain Sets
475,2021-01-28,1206312.0,Shower Curtain Sets
476,2021-01-29,1213483.0,Shower Curtain Sets
477,2021-01-30,1204124.0,Shower Curtain Sets
478,2021-01-31,1204124.0,Shower Curtain Sets
479,2021-02-01,1204124.0,Shower Curtain Sets
480,2021-02-02,1240905.0,Shower Curtain Sets
481,2021-02-03,1240936.0,Shower Curtain Sets
482,2021-02-04,1254512.0,Shower Curtain Sets
483,2021-02-05,1250986.0,Shower Curtain Sets
484,2021-02-06,1250260.0,Shower Curtain Sets
485,2021-02-07,1252546.0,Shower Curtain Sets
486,2021-02-08,1252546.0,Shower Curtain Sets
487,2021-02-09,1251421.0,Shower Curtain Sets
488,2021-02-10,1251421.0,Shower Curtain Sets
489,2021-02-11,1258837.0,Shower Curtain Sets
490,2021-02-12,1258837.0,Shower Curtain Sets
491,2021-02-13,1258837.0,Shower Curtain Sets
492,2021-02-14,1258837.0,Shower Curtain Sets
493,2021-02-15,1258837.0,Shower Curtain Sets
494,2021-02-16,1258837.0,Shower Curtain Sets
495,2021-02-17,-1.0,Shower Curtain Sets
