,date,value,name_B08429WG8T
143,2020-06-18,8050.0,Wall & Tabletop Frames
144,2020-06-19,8050.0,Wall & Tabletop Frames
145,2020-06-20,6646.0,Wall & Tabletop Frames
146,2020-06-21,6646.0,Wall & Tabletop Frames
147,2020-06-22,8594.0,Wall & Tabletop Frames
148,2020-06-23,7811.0,Wall & Tabletop Frames
149,2020-06-24,7811.0,Wall & Tabletop Frames
150,2020-06-25,7811.0,Wall & Tabletop Frames
151,2020-06-26,6587.0,Wall & Tabletop Frames
152,2020-06-27,6587.0,Wall & Tabletop Frames
153,2020-06-28,6876.0,Wall & Tabletop Frames
154,2020-06-29,6876.0,Wall & Tabletop Frames
155,2020-06-30,6876.0,Wall & Tabletop Frames
156,2020-07-01,7063.0,Wall & Tabletop Frames
157,2020-07-02,8439.0,Wall & Tabletop Frames
158,2020-07-03,8439.0,Wall & Tabletop Frames
159,2020-07-04,8449.0,Wall & Tabletop Frames
160,2020-07-05,8449.0,Wall & Tabletop Frames
161,2020-07-06,7262.0,Wall & Tabletop Frames
162,2020-07-07,7262.0,Wall & Tabletop Frames
163,2020-07-08,7262.0,Wall & Tabletop Frames
164,2020-07-09,7565.0,Wall & Tabletop Frames
165,2020-07-10,7565.0,Wall & Tabletop Frames
166,2020-07-11,6230.0,Wall & Tabletop Frames
167,2020-07-12,6230.0,Wall & Tabletop Frames
168,2020-07-13,6378.0,Wall & Tabletop Frames
169,2020-07-14,6112.0,Wall & Tabletop Frames
170,2020-07-15,6112.0,Wall & Tabletop Frames
171,2020-07-16,6112.0,Wall & Tabletop Frames
172,2020-07-17,7599.0,Wall & Tabletop Frames
173,2020-07-18,7599.0,Wall & Tabletop Frames
174,2020-07-19,7853.0,Wall & Tabletop Frames
175,2020-07-20,6339.0,Wall & Tabletop Frames
176,2020-07-21,8277.0,Wall & Tabletop Frames
177,2020-07-22,7050.0,Wall & Tabletop Frames
178,2020-07-23,6578.0,Wall & Tabletop Frames
179,2020-07-24,6375.0,Wall & Tabletop Frames
180,2020-07-25,6375.0,Wall & Tabletop Frames
181,2020-07-26,6598.0,Wall & Tabletop Frames
182,2020-07-27,6928.0,Wall & Tabletop Frames
183,2020-07-28,6540.0,Wall & Tabletop Frames
184,2020-07-29,6540.0,Wall & Tabletop Frames
185,2020-07-30,6196.0,Wall & Tabletop Frames
186,2020-07-31,6697.0,Wall & Tabletop Frames
187,2020-08-01,6697.0,Wall & Tabletop Frames
188,2020-08-02,6697.0,Wall & Tabletop Frames
189,2020-08-03,6039.0,Wall & Tabletop Frames
190,2020-08-04,6039.0,Wall & Tabletop Frames
191,2020-08-05,6039.0,Wall & Tabletop Frames
192,2020-08-06,6223.0,Wall & Tabletop Frames
193,2020-08-07,6326.0,Wall & Tabletop Frames
194,2020-08-08,5933.0,Wall & Tabletop Frames
195,2020-08-09,5933.0,Wall & Tabletop Frames
196,2020-08-10,5933.0,Wall & Tabletop Frames
197,2020-08-11,5736.0,Wall & Tabletop Frames
198,2020-08-12,5233.0,Wall & Tabletop Frames
199,2020-08-13,5233.0,Wall & Tabletop Frames
200,2020-08-14,5233.0,Wall & Tabletop Frames
201,2020-08-15,6060.0,Wall & Tabletop Frames
202,2020-08-16,6060.0,Wall & Tabletop Frames
203,2020-08-17,6387.0,Wall & Tabletop Frames
204,2020-08-18,7000.0,Wall & Tabletop Frames
205,2020-08-19,7000.0,Wall & Tabletop Frames
206,2020-08-20,6472.0,Wall & Tabletop Frames
207,2020-08-21,6472.0,Wall & Tabletop Frames
208,2020-08-22,6472.0,Wall & Tabletop Frames
209,2020-08-23,6646.0,Wall & Tabletop Frames
210,2020-08-24,7185.0,Wall & Tabletop Frames
211,2020-08-25,7185.0,Wall & Tabletop Frames
212,2020-08-26,6371.0,Wall & Tabletop Frames
213,2020-08-27,6750.0,Wall & Tabletop Frames
214,2020-08-28,6791.0,Wall & Tabletop Frames
215,2020-08-29,6791.0,Wall & Tabletop Frames
216,2020-08-30,6374.0,Wall & Tabletop Frames
217,2020-08-31,6374.0,Wall & Tabletop Frames
218,2020-09-01,6500.0,Wall & Tabletop Frames
219,2020-09-02,6500.0,Wall & Tabletop Frames
220,2020-09-03,6688.0,Wall & Tabletop Frames
221,2020-09-04,6688.0,Wall & Tabletop Frames
222,2020-09-05,6688.0,Wall & Tabletop Frames
223,2020-09-06,8180.0,Wall & Tabletop Frames
224,2020-09-07,7089.0,Wall & Tabletop Frames
225,2020-09-08,7153.0,Wall & Tabletop Frames
226,2020-09-09,7153.0,Wall & Tabletop Frames
227,2020-09-10,7153.0,Wall & Tabletop Frames
228,2020-09-11,8184.0,Wall & Tabletop Frames
229,2020-09-12,8184.0,Wall & Tabletop Frames
230,2020-09-13,8184.0,Wall & Tabletop Frames
231,2020-09-14,7614.0,Wall & Tabletop Frames
232,2020-09-15,7614.0,Wall & Tabletop Frames
233,2020-09-16,7614.0,Wall & Tabletop Frames
234,2020-09-17,8573.0,Wall & Tabletop Frames
235,2020-09-18,7367.0,Wall & Tabletop Frames
236,2020-09-19,8132.0,Wall & Tabletop Frames
237,2020-09-20,7675.0,Wall & Tabletop Frames
238,2020-09-21,7671.0,Wall & Tabletop Frames
239,2020-09-22,9416.0,Wall & Tabletop Frames
240,2020-09-23,10756.0,Wall & Tabletop Frames
241,2020-09-24,9300.0,Wall & Tabletop Frames
242,2020-09-25,9300.0,Wall & Tabletop Frames
243,2020-09-26,9300.0,Wall & Tabletop Frames
244,2020-09-27,7743.0,Wall & Tabletop Frames
245,2020-09-28,7245.0,Wall & Tabletop Frames
246,2020-09-29,7951.0,Wall & Tabletop Frames
247,2020-09-30,8616.0,Wall & Tabletop Frames
248,2020-10-01,9492.0,Wall & Tabletop Frames
249,2020-10-02,8662.0,Wall & Tabletop Frames
250,2020-10-03,8662.0,Wall & Tabletop Frames
251,2020-10-04,8662.0,Wall & Tabletop Frames
252,2020-10-05,9569.0,Wall & Tabletop Frames
253,2020-10-06,9569.0,Wall & Tabletop Frames
254,2020-10-07,8951.0,Wall & Tabletop Frames
255,2020-10-08,8946.0,Wall & Tabletop Frames
256,2020-10-09,8946.0,Wall & Tabletop Frames
257,2020-10-10,8946.0,Wall & Tabletop Frames
258,2020-10-11,8691.0,Wall & Tabletop Frames
259,2020-10-12,8691.0,Wall & Tabletop Frames
260,2020-10-13,8691.0,Wall & Tabletop Frames
261,2020-10-14,13792.0,Wall & Tabletop Frames
262,2020-10-15,13792.0,Wall & Tabletop Frames
263,2020-10-16,10615.0,Wall & Tabletop Frames
264,2020-10-17,12388.0,Wall & Tabletop Frames
265,2020-10-18,12388.0,Wall & Tabletop Frames
266,2020-10-19,12388.0,Wall & Tabletop Frames
267,2020-10-20,12388.0,Wall & Tabletop Frames
268,2020-10-21,13661.0,Wall & Tabletop Frames
269,2020-10-22,17038.0,Wall & Tabletop Frames
270,2020-10-23,17038.0,Wall & Tabletop Frames
271,2020-10-24,18473.0,Wall & Tabletop Frames
272,2020-10-25,11129.0,Wall & Tabletop Frames
273,2020-10-26,11129.0,Wall & Tabletop Frames
274,2020-10-27,11129.0,Wall & Tabletop Frames
275,2020-10-28,12401.0,Wall & Tabletop Frames
276,2020-10-29,12401.0,Wall & Tabletop Frames
277,2020-10-30,12401.0,Wall & Tabletop Frames
278,2020-10-31,12401.0,Wall & Tabletop Frames
279,2020-11-01,13635.0,Wall & Tabletop Frames
280,2020-11-02,16424.0,Wall & Tabletop Frames
281,2020-11-03,13418.0,Wall & Tabletop Frames
282,2020-11-04,13418.0,Wall & Tabletop Frames
283,2020-11-05,13418.0,Wall & Tabletop Frames
284,2020-11-06,8627.0,Wall & Tabletop Frames
285,2020-11-07,8627.0,Wall & Tabletop Frames
286,2020-11-08,8627.0,Wall & Tabletop Frames
287,2020-11-09,7973.0,Wall & Tabletop Frames
288,2020-11-10,7973.0,Wall & Tabletop Frames
289,2020-11-11,8088.0,Wall & Tabletop Frames
290,2020-11-12,8088.0,Wall & Tabletop Frames
291,2020-11-13,8088.0,Wall & Tabletop Frames
292,2020-11-14,9694.0,Wall & Tabletop Frames
293,2020-11-15,9694.0,Wall & Tabletop Frames
294,2020-11-16,10304.0,Wall & Tabletop Frames
295,2020-11-17,9964.0,Wall & Tabletop Frames
296,2020-11-18,9964.0,Wall & Tabletop Frames
297,2020-11-19,10882.0,Wall & Tabletop Frames
298,2020-11-20,10882.0,Wall & Tabletop Frames
299,2020-11-21,8084.0,Wall & Tabletop Frames
300,2020-11-22,8084.0,Wall & Tabletop Frames
301,2020-11-23,8084.0,Wall & Tabletop Frames
302,2020-11-24,8084.0,Wall & Tabletop Frames
303,2020-11-25,8961.0,Wall & Tabletop Frames
304,2020-11-26,8961.0,Wall & Tabletop Frames
305,2020-11-27,8093.0,Wall & Tabletop Frames
306,2020-11-28,7740.0,Wall & Tabletop Frames
307,2020-11-29,7740.0,Wall & Tabletop Frames
308,2020-11-30,10448.0,Wall & Tabletop Frames
309,2020-12-01,9196.0,Wall & Tabletop Frames
310,2020-12-02,7513.0,Wall & Tabletop Frames
311,2020-12-03,6945.0,Wall & Tabletop Frames
312,2020-12-04,6945.0,Wall & Tabletop Frames
313,2020-12-05,6945.0,Wall & Tabletop Frames
314,2020-12-06,5704.0,Wall & Tabletop Frames
315,2020-12-07,5704.0,Wall & Tabletop Frames
316,2020-12-08,5704.0,Wall & Tabletop Frames
317,2020-12-09,4044.0,Wall & Tabletop Frames
318,2020-12-10,3788.0,Wall & Tabletop Frames
319,2020-12-11,3567.0,Wall & Tabletop Frames
320,2020-12-12,3567.0,Wall & Tabletop Frames
321,2020-12-13,3028.0,Wall & Tabletop Frames
322,2020-12-14,3028.0,Wall & Tabletop Frames
323,2020-12-15,3028.0,Wall & Tabletop Frames
324,2020-12-16,2350.0,Wall & Tabletop Frames
325,2020-12-17,2450.0,Wall & Tabletop Frames
326,2020-12-18,2218.0,Wall & Tabletop Frames
327,2020-12-19,2218.0,Wall & Tabletop Frames
328,2020-12-20,1943.0,Wall & Tabletop Frames
329,2020-12-21,2279.0,Wall & Tabletop Frames
330,2020-12-22,2279.0,Wall & Tabletop Frames
331,2020-12-23,2786.0,Wall & Tabletop Frames
332,2020-12-24,2808.0,Wall & Tabletop Frames
333,2020-12-25,3107.0,Wall & Tabletop Frames
334,2020-12-26,2544.0,Wall & Tabletop Frames
335,2020-12-27,2935.0,Wall & Tabletop Frames
336,2020-12-28,2786.0,Wall & Tabletop Frames
337,2020-12-29,3073.0,Wall & Tabletop Frames
338,2020-12-30,3307.0,Wall & Tabletop Frames
339,2020-12-31,3478.0,Wall & Tabletop Frames
340,2021-01-01,3791.0,Wall & Tabletop Frames
341,2021-01-02,3681.0,Wall & Tabletop Frames
342,2021-01-03,3872.0,Wall & Tabletop Frames
343,2021-01-04,3468.0,Wall & Tabletop Frames
344,2021-01-05,3770.0,Wall & Tabletop Frames
345,2021-01-06,4398.0,Wall & Tabletop Frames
346,2021-01-07,3319.0,Wall & Tabletop Frames
347,2021-01-08,3927.0,Wall & Tabletop Frames
348,2021-01-09,3488.0,Wall & Tabletop Frames
349,2021-01-10,3906.0,Wall & Tabletop Frames
350,2021-01-11,4533.0,Wall & Tabletop Frames
351,2021-01-12,4483.0,Wall & Tabletop Frames
352,2021-01-13,6452.0,Wall & Tabletop Frames
353,2021-01-14,6452.0,Wall & Tabletop Frames
354,2021-01-15,6452.0,Wall & Tabletop Frames
355,2021-01-16,6452.0,Wall & Tabletop Frames
356,2021-01-17,6421.0,Wall & Tabletop Frames
357,2021-01-18,5963.0,Wall & Tabletop Frames
358,2021-01-19,5963.0,Wall & Tabletop Frames
359,2021-01-20,5963.0,Wall & Tabletop Frames
360,2021-01-21,3672.0,Wall & Tabletop Frames
361,2021-01-22,3672.0,Wall & Tabletop Frames
362,2021-01-23,3672.0,Wall & Tabletop Frames
363,2021-01-24,4487.0,Wall & Tabletop Frames
364,2021-01-25,4487.0,Wall & Tabletop Frames
365,2021-01-26,3689.0,Wall & Tabletop Frames
366,2021-01-27,3689.0,Wall & Tabletop Frames
367,2021-01-28,3689.0,Wall & Tabletop Frames
368,2021-01-29,6080.0,Wall & Tabletop Frames
369,2021-01-30,6080.0,Wall & Tabletop Frames
370,2021-01-31,5161.0,Wall & Tabletop Frames
371,2021-02-01,5161.0,Wall & Tabletop Frames
372,2021-02-02,5161.0,Wall & Tabletop Frames
373,2021-02-03,4772.0,Wall & Tabletop Frames
374,2021-02-04,4772.0,Wall & Tabletop Frames
375,2021-02-05,4772.0,Wall & Tabletop Frames
376,2021-02-06,4324.0,Wall & Tabletop Frames
377,2021-02-07,4324.0,Wall & Tabletop Frames
378,2021-02-08,4862.0,Wall & Tabletop Frames
379,2021-02-09,4560.0,Wall & Tabletop Frames
380,2021-02-10,4560.0,Wall & Tabletop Frames
381,2021-02-11,4449.0,Wall & Tabletop Frames
382,2021-02-12,4449.0,Wall & Tabletop Frames
383,2021-02-13,4786.0,Wall & Tabletop Frames
384,2021-02-14,4786.0,Wall & Tabletop Frames
385,2021-02-15,4357.0,Wall & Tabletop Frames
386,2021-02-16,4357.0,Wall & Tabletop Frames
387,2021-02-17,5661.0,Wall & Tabletop Frames
388,2021-02-18,5661.0,Wall & Tabletop Frames
389,2021-02-19,5661.0,Wall & Tabletop Frames
390,2021-02-20,6272.0,Wall & Tabletop Frames
391,2021-02-21,6272.0,Wall & Tabletop Frames
392,2021-02-22,5262.0,Wall & Tabletop Frames
393,2021-02-23,5262.0,Wall & Tabletop Frames
394,2021-02-24,5614.0,Wall & Tabletop Frames
395,2021-02-25,5614.0,Wall & Tabletop Frames
396,2021-02-26,5614.0,Wall & Tabletop Frames
397,2021-02-27,4909.0,Wall & Tabletop Frames
398,2021-02-28,5858.0,Wall & Tabletop Frames
399,2021-03-01,5216.0,Wall & Tabletop Frames
400,2021-03-02,5196.0,Wall & Tabletop Frames
401,2021-03-03,5212.0,Wall & Tabletop Frames
402,2021-03-04,6979.0,Wall & Tabletop Frames
403,2021-03-05,6979.0,Wall & Tabletop Frames
404,2021-03-06,6979.0,Wall & Tabletop Frames
405,2021-03-07,9282.0,Wall & Tabletop Frames
406,2021-03-08,9282.0,Wall & Tabletop Frames
407,2021-03-09,10814.0,Wall & Tabletop Frames
408,2021-03-10,10814.0,Wall & Tabletop Frames
409,2021-03-11,14287.0,Wall & Tabletop Frames
410,2021-03-12,14287.0,Wall & Tabletop Frames
411,2021-03-13,13683.0,Wall & Tabletop Frames
412,2021-03-14,13683.0,Wall & Tabletop Frames
413,2021-03-15,13129.0,Wall & Tabletop Frames
414,2021-03-16,13129.0,Wall & Tabletop Frames
415,2021-03-17,13129.0,Wall & Tabletop Frames
416,2021-03-18,14213.0,Wall & Tabletop Frames
417,2021-03-19,15257.0,Wall & Tabletop Frames
418,2021-03-20,15257.0,Wall & Tabletop Frames
419,2021-03-21,14317.0,Wall & Tabletop Frames
420,2021-03-22,14317.0,Wall & Tabletop Frames
421,2021-03-23,14317.0,Wall & Tabletop Frames
422,2021-03-24,15587.0,Wall & Tabletop Frames
423,2021-03-25,10994.0,Wall & Tabletop Frames
424,2021-03-26,10994.0,Wall & Tabletop Frames
425,2021-03-27,8769.0,Wall & Tabletop Frames
426,2021-03-28,8769.0,Wall & Tabletop Frames
427,2021-03-29,8769.0,Wall & Tabletop Frames
428,2021-03-30,9068.0,Wall & Tabletop Frames
429,2021-03-31,9068.0,Wall & Tabletop Frames
430,2021-04-01,6752.0,Wall & Tabletop Frames
431,2021-04-02,6752.0,Wall & Tabletop Frames
432,2021-04-03,6396.0,Wall & Tabletop Frames
433,2021-04-04,6688.0,Wall & Tabletop Frames
434,2021-04-05,6966.0,Wall & Tabletop Frames
435,2021-04-06,6966.0,Wall & Tabletop Frames
436,2021-04-07,6966.0,Wall & Tabletop Frames
437,2021-04-08,7457.0,Wall & Tabletop Frames
438,2021-04-09,6146.0,Wall & Tabletop Frames
439,2021-04-10,6146.0,Wall & Tabletop Frames
440,2021-04-11,6146.0,Wall & Tabletop Frames
441,2021-04-12,7791.0,Wall & Tabletop Frames
442,2021-04-13,6853.0,Wall & Tabletop Frames
443,2021-04-14,6853.0,Wall & Tabletop Frames
444,2021-04-15,6832.0,Wall & Tabletop Frames
445,2021-04-16,6832.0,Wall & Tabletop Frames
446,2021-04-17,6832.0,Wall & Tabletop Frames
447,2021-04-18,8879.0,Wall & Tabletop Frames
448,2021-04-19,7785.0,Wall & Tabletop Frames
449,2021-04-20,7785.0,Wall & Tabletop Frames
450,2021-04-21,7785.0,Wall & Tabletop Frames
451,2021-04-22,7300.0,Wall & Tabletop Frames
452,2021-04-23,7300.0,Wall & Tabletop Frames
453,2021-04-24,6460.0,Wall & Tabletop Frames
454,2021-04-25,6460.0,Wall & Tabletop Frames
455,2021-04-26,8481.0,Wall & Tabletop Frames
456,2021-04-27,8481.0,Wall & Tabletop Frames
457,2021-04-28,7207.0,Wall & Tabletop Frames
458,2021-04-29,8406.0,Wall & Tabletop Frames
459,2021-04-30,10373.0,Wall & Tabletop Frames
460,2021-05-01,10373.0,Wall & Tabletop Frames
461,2021-05-02,10373.0,Wall & Tabletop Frames
462,2021-05-03,9135.0,Wall & Tabletop Frames
463,2021-05-04,9135.0,Wall & Tabletop Frames
464,2021-05-05,10415.0,Wall & Tabletop Frames
465,2021-05-06,10415.0,Wall & Tabletop Frames
466,2021-05-07,10130.0,Wall & Tabletop Frames
467,2021-05-08,8411.0,Wall & Tabletop Frames
468,2021-05-09,8411.0,Wall & Tabletop Frames
469,2021-05-10,8629.0,Wall & Tabletop Frames
470,2021-05-11,8629.0,Wall & Tabletop Frames
471,2021-05-12,7264.0,Wall & Tabletop Frames
472,2021-05-13,7264.0,Wall & Tabletop Frames
473,2021-05-14,8221.0,Wall & Tabletop Frames
474,2021-05-15,8221.0,Wall & Tabletop Frames
475,2021-05-16,8221.0,Wall & Tabletop Frames
476,2021-05-17,9855.0,Wall & Tabletop Frames
477,2021-05-18,9559.0,Wall & Tabletop Frames
478,2021-05-19,9559.0,Wall & Tabletop Frames
479,2021-05-20,10364.0,Wall & Tabletop Frames
480,2021-05-21,14310.0,Wall & Tabletop Frames
481,2021-05-22,13574.0,Wall & Tabletop Frames
482,2021-05-23,13574.0,Wall & Tabletop Frames
483,2021-05-24,11487.0,Wall & Tabletop Frames
484,2021-05-25,11487.0,Wall & Tabletop Frames
485,2021-05-26,9684.0,Wall & Tabletop Frames
486,2021-05-27,9684.0,Wall & Tabletop Frames
487,2021-05-28,9684.0,Wall & Tabletop Frames
488,2021-05-29,9051.0,Wall & Tabletop Frames
489,2021-05-30,9051.0,Wall & Tabletop Frames
490,2021-05-31,9416.0,Wall & Tabletop Frames
491,2021-06-01,8891.0,Wall & Tabletop Frames
492,2021-06-02,8177.0,Wall & Tabletop Frames
493,2021-06-03,8177.0,Wall & Tabletop Frames
494,2021-06-04,9035.0,Wall & Tabletop Frames
495,2021-06-05,8880.0,Wall & Tabletop Frames
496,2021-06-06,9801.0,Wall & Tabletop Frames
497,2021-06-07,9801.0,Wall & Tabletop Frames
498,2021-06-08,9914.0,Wall & Tabletop Frames
499,2021-06-09,9914.0,Wall & Tabletop Frames
500,2021-06-10,10572.0,Wall & Tabletop Frames
501,2021-06-11,9435.0,Wall & Tabletop Frames
502,2021-06-12,9435.0,Wall & Tabletop Frames
503,2021-06-13,8816.0,Wall & Tabletop Frames
504,2021-06-14,8816.0,Wall & Tabletop Frames
505,2021-06-15,8816.0,Wall & Tabletop Frames
506,2021-06-16,9871.0,Wall & Tabletop Frames
507,2021-06-17,9871.0,Wall & Tabletop Frames
508,2021-06-18,10656.0,Wall & Tabletop Frames
509,2021-06-19,10656.0,Wall & Tabletop Frames
510,2021-06-20,14245.0,Wall & Tabletop Frames
511,2021-06-21,15289.0,Wall & Tabletop Frames
512,2021-06-22,18506.0,Wall & Tabletop Frames
513,2021-06-23,18506.0,Wall & Tabletop Frames
514,2021-06-24,18506.0,Wall & Tabletop Frames
515,2021-06-25,15038.0,Wall & Tabletop Frames
516,2021-06-26,15038.0,Wall & Tabletop Frames
