,date,value,name_B07P2X9VD3
0,2019-02-27,49600.0,Decorative Bookends
1,2019-02-28,30209.0,Decorative Bookends
2,2019-03-01,33984.0,Decorative Bookends
3,2019-03-02,26717.0,Decorative Bookends
4,2019-03-03,33044.0,Decorative Bookends
5,2019-03-04,24289.0,Decorative Bookends
6,2019-03-05,37456.0,Decorative Bookends
7,2019-03-06,26880.0,Decorative Bookends
8,2019-03-07,21758.0,Decorative Bookends
9,2019-03-08,25375.0,Decorative Bookends
10,2019-03-09,19203.0,Decorative Bookends
11,2019-03-10,18508.0,Decorative Bookends
12,2019-03-11,22076.0,Decorative Bookends
13,2019-03-12,26951.0,Decorative Bookends
14,2019-03-13,29795.0,Decorative Bookends
15,2019-03-14,26134.0,Decorative Bookends
16,2019-03-15,21940.0,Decorative Bookends
17,2019-03-16,20319.0,Decorative Bookends
18,2019-03-17,28349.0,Decorative Bookends
19,2019-03-18,28455.0,Decorative Bookends
20,2019-03-19,42476.0,Decorative Bookends
21,2019-03-20,42476.0,Decorative Bookends
22,2019-03-21,29745.0,Decorative Bookends
23,2019-03-22,34733.0,Decorative Bookends
24,2019-03-23,34733.0,Decorative Bookends
25,2019-03-24,24522.0,Decorative Bookends
26,2019-03-25,31907.0,Decorative Bookends
27,2019-03-26,27628.0,Decorative Bookends
28,2019-03-27,28298.0,Decorative Bookends
29,2019-03-28,26082.0,Decorative Bookends
30,2019-03-29,33250.0,Decorative Bookends
31,2019-03-30,33250.0,Decorative Bookends
32,2019-03-31,33250.0,Decorative Bookends
33,2019-04-01,28802.0,Decorative Bookends
34,2019-04-02,28802.0,Decorative Bookends
35,2019-04-03,28802.0,Decorative Bookends
36,2019-04-04,28802.0,Decorative Bookends
37,2019-04-05,28802.0,Decorative Bookends
38,2019-04-06,28802.0,Decorative Bookends
39,2019-04-07,28802.0,Decorative Bookends
40,2019-04-08,18177.0,Decorative Bookends
41,2019-04-09,18177.0,Decorative Bookends
42,2019-04-10,30089.0,Decorative Bookends
43,2019-04-11,30089.0,Decorative Bookends
44,2019-04-12,30089.0,Decorative Bookends
45,2019-04-13,30089.0,Decorative Bookends
46,2019-04-14,30089.0,Decorative Bookends
47,2019-04-15,30089.0,Decorative Bookends
48,2019-04-16,27862.0,Decorative Bookends
49,2019-04-17,20462.0,Decorative Bookends
50,2019-04-18,29485.0,Decorative Bookends
51,2019-04-19,29485.0,Decorative Bookends
52,2019-04-20,29485.0,Decorative Bookends
53,2019-04-21,28971.0,Decorative Bookends
54,2019-04-22,28971.0,Decorative Bookends
55,2019-04-23,44473.0,Decorative Bookends
56,2019-04-24,44473.0,Decorative Bookends
57,2019-04-25,44473.0,Decorative Bookends
58,2019-04-26,44473.0,Decorative Bookends
59,2019-04-27,44473.0,Decorative Bookends
60,2019-04-28,44473.0,Decorative Bookends
61,2019-04-29,31115.0,Decorative Bookends
62,2019-04-30,33266.0,Decorative Bookends
63,2019-05-01,33266.0,Decorative Bookends
64,2019-05-02,33266.0,Decorative Bookends
65,2019-05-03,33266.0,Decorative Bookends
66,2019-05-04,33266.0,Decorative Bookends
67,2019-05-05,22303.0,Decorative Bookends
68,2019-05-06,22303.0,Decorative Bookends
69,2019-05-07,41999.0,Decorative Bookends
70,2019-05-08,30956.0,Decorative Bookends
71,2019-05-09,16826.0,Decorative Bookends
72,2019-05-10,23348.0,Decorative Bookends
73,2019-05-11,23391.0,Decorative Bookends
74,2019-05-12,23658.0,Decorative Bookends
75,2019-05-13,35857.0,Decorative Bookends
76,2019-05-14,36957.0,Decorative Bookends
77,2019-05-15,36957.0,Decorative Bookends
78,2019-05-16,31465.0,Decorative Bookends
79,2019-05-17,27050.0,Decorative Bookends
80,2019-05-18,36021.0,Decorative Bookends
81,2019-05-19,29088.0,Decorative Bookends
82,2019-05-20,36257.0,Decorative Bookends
83,2019-05-21,35800.0,Decorative Bookends
84,2019-05-22,38336.0,Decorative Bookends
85,2019-05-23,29780.0,Decorative Bookends
86,2019-05-24,33214.0,Decorative Bookends
87,2019-05-25,41128.0,Decorative Bookends
88,2019-05-26,58668.0,Decorative Bookends
89,2019-05-27,60711.0,Decorative Bookends
90,2019-05-28,38206.0,Decorative Bookends
91,2019-05-29,38206.0,Decorative Bookends
92,2019-05-30,40436.0,Decorative Bookends
93,2019-05-31,45156.0,Decorative Bookends
94,2019-06-01,47164.0,Decorative Bookends
95,2019-06-02,23869.0,Decorative Bookends
96,2019-06-03,30620.0,Decorative Bookends
97,2019-06-04,30793.0,Decorative Bookends
98,2019-06-05,29350.0,Decorative Bookends
99,2019-06-06,35105.0,Decorative Bookends
100,2019-06-07,35005.0,Decorative Bookends
101,2019-06-08,30991.0,Decorative Bookends
102,2019-06-09,39602.0,Decorative Bookends
103,2019-06-10,30086.0,Decorative Bookends
104,2019-06-11,38235.0,Decorative Bookends
105,2019-06-12,48569.0,Decorative Bookends
106,2019-06-13,44901.0,Decorative Bookends
107,2019-06-14,35695.0,Decorative Bookends
108,2019-06-15,36068.0,Decorative Bookends
109,2019-06-16,40751.0,Decorative Bookends
110,2019-06-17,31316.0,Decorative Bookends
111,2019-06-18,31316.0,Decorative Bookends
112,2019-06-19,47583.0,Decorative Bookends
113,2019-06-20,37617.0,Decorative Bookends
114,2019-06-21,40747.0,Decorative Bookends
115,2019-06-22,34577.0,Decorative Bookends
116,2019-06-23,46210.0,Decorative Bookends
117,2019-06-24,31662.0,Decorative Bookends
118,2019-06-25,32605.0,Decorative Bookends
119,2019-06-26,48747.0,Decorative Bookends
120,2019-06-27,46778.0,Decorative Bookends
121,2019-06-28,36146.0,Decorative Bookends
122,2019-06-29,43330.0,Decorative Bookends
123,2019-06-30,49517.0,Decorative Bookends
124,2019-07-01,52426.0,Decorative Bookends
125,2019-07-02,41038.0,Decorative Bookends
126,2019-07-03,32105.0,Decorative Bookends
127,2019-07-04,30679.0,Decorative Bookends
128,2019-07-05,44023.0,Decorative Bookends
129,2019-07-06,41312.0,Decorative Bookends
130,2019-07-07,36383.0,Decorative Bookends
131,2019-07-08,42030.0,Decorative Bookends
132,2019-07-09,34795.0,Decorative Bookends
133,2019-07-10,45369.0,Decorative Bookends
134,2019-07-11,46092.0,Decorative Bookends
135,2019-07-12,44104.0,Decorative Bookends
136,2019-07-13,50173.0,Decorative Bookends
137,2019-07-14,50173.0,Decorative Bookends
138,2019-07-15,54523.0,Decorative Bookends
139,2019-07-16,54523.0,Decorative Bookends
140,2019-07-17,53398.0,Decorative Bookends
141,2019-07-18,40475.0,Decorative Bookends
142,2019-07-19,45247.0,Decorative Bookends
143,2019-07-20,33199.0,Decorative Bookends
144,2019-07-21,44332.0,Decorative Bookends
145,2019-07-22,48798.0,Decorative Bookends
146,2019-07-23,27720.0,Decorative Bookends
147,2019-07-24,43648.0,Decorative Bookends
148,2019-07-25,58914.0,Decorative Bookends
149,2019-07-26,53263.0,Decorative Bookends
150,2019-07-27,61451.0,Decorative Bookends
151,2019-07-28,44493.0,Decorative Bookends
152,2019-07-29,36456.0,Decorative Bookends
153,2019-07-30,46004.0,Decorative Bookends
154,2019-07-31,34386.0,Decorative Bookends
155,2019-08-01,42426.0,Decorative Bookends
156,2019-08-02,43055.0,Decorative Bookends
157,2019-08-03,34394.0,Decorative Bookends
158,2019-08-04,36332.0,Decorative Bookends
159,2019-08-05,29932.0,Decorative Bookends
160,2019-08-06,32510.0,Decorative Bookends
161,2019-08-07,29080.0,Decorative Bookends
162,2019-08-08,32390.0,Decorative Bookends
163,2019-08-09,51434.0,Decorative Bookends
164,2019-08-10,49188.0,Decorative Bookends
165,2019-08-11,49188.0,Decorative Bookends
166,2019-08-12,49188.0,Decorative Bookends
167,2019-08-13,28822.0,Decorative Bookends
168,2019-08-14,31490.0,Decorative Bookends
169,2019-08-15,23917.0,Decorative Bookends
170,2019-08-16,37361.0,Decorative Bookends
171,2019-08-17,45319.0,Decorative Bookends
172,2019-08-18,49744.0,Decorative Bookends
173,2019-08-19,34400.0,Decorative Bookends
174,2019-08-20,41423.0,Decorative Bookends
175,2019-08-21,50046.0,Decorative Bookends
176,2019-08-22,50046.0,Decorative Bookends
177,2019-08-23,50046.0,Decorative Bookends
178,2019-08-24,52465.0,Decorative Bookends
179,2019-08-25,46994.0,Decorative Bookends
180,2019-08-26,35970.0,Decorative Bookends
181,2019-08-27,40044.0,Decorative Bookends
182,2019-08-28,35659.0,Decorative Bookends
183,2019-08-29,35659.0,Decorative Bookends
184,2019-08-30,35659.0,Decorative Bookends
185,2019-08-31,35264.0,Decorative Bookends
186,2019-09-01,33066.0,Decorative Bookends
187,2019-09-02,45945.0,Decorative Bookends
188,2019-09-03,28494.0,Decorative Bookends
189,2019-09-04,28643.0,Decorative Bookends
190,2019-09-05,26356.0,Decorative Bookends
191,2019-09-06,33814.0,Decorative Bookends
192,2019-09-07,38209.0,Decorative Bookends
193,2019-09-08,45545.0,Decorative Bookends
194,2019-09-09,49954.0,Decorative Bookends
195,2019-09-10,38470.0,Decorative Bookends
196,2019-09-11,34847.0,Decorative Bookends
197,2019-09-12,31059.0,Decorative Bookends
198,2019-09-13,25999.0,Decorative Bookends
199,2019-09-14,36090.0,Decorative Bookends
200,2019-09-15,42199.0,Decorative Bookends
201,2019-09-16,28163.0,Decorative Bookends
202,2019-09-17,44838.0,Decorative Bookends
203,2019-09-18,25303.0,Decorative Bookends
204,2019-09-19,38885.0,Decorative Bookends
205,2019-09-20,35253.0,Decorative Bookends
206,2019-09-21,33997.0,Decorative Bookends
207,2019-09-22,32929.0,Decorative Bookends
208,2019-09-23,31645.0,Decorative Bookends
209,2019-09-24,35052.0,Decorative Bookends
210,2019-09-25,36757.0,Decorative Bookends
211,2019-09-26,32843.0,Decorative Bookends
212,2019-09-27,43534.0,Decorative Bookends
213,2019-09-28,40029.0,Decorative Bookends
214,2019-09-29,37842.0,Decorative Bookends
215,2019-09-30,30491.0,Decorative Bookends
216,2019-10-01,32105.0,Decorative Bookends
217,2019-10-02,32105.0,Decorative Bookends
218,2019-10-03,31593.0,Decorative Bookends
219,2019-10-04,33183.0,Decorative Bookends
220,2019-10-05,52088.0,Decorative Bookends
221,2019-10-06,52088.0,Decorative Bookends
222,2019-10-07,49031.0,Decorative Bookends
223,2019-10-08,49031.0,Decorative Bookends
224,2019-10-09,65486.0,Decorative Bookends
225,2019-10-10,46828.0,Decorative Bookends
226,2019-10-11,27985.0,Decorative Bookends
227,2019-10-12,45114.0,Decorative Bookends
228,2019-10-13,40140.0,Decorative Bookends
229,2019-10-14,39012.0,Decorative Bookends
230,2019-10-15,36372.0,Decorative Bookends
231,2019-10-16,42624.0,Decorative Bookends
232,2019-10-17,47849.0,Decorative Bookends
233,2019-10-18,48299.0,Decorative Bookends
234,2019-10-19,27512.0,Decorative Bookends
235,2019-10-20,26011.0,Decorative Bookends
236,2019-10-21,32813.0,Decorative Bookends
237,2019-10-22,35970.0,Decorative Bookends
238,2019-10-23,34072.0,Decorative Bookends
239,2019-10-24,36469.0,Decorative Bookends
240,2019-10-25,53356.0,Decorative Bookends
241,2019-10-26,53356.0,Decorative Bookends
242,2019-10-27,27419.0,Decorative Bookends
243,2019-10-28,36865.0,Decorative Bookends
244,2019-10-29,49541.0,Decorative Bookends
245,2019-10-30,58439.0,Decorative Bookends
246,2019-10-31,40080.0,Decorative Bookends
247,2019-11-01,33220.0,Decorative Bookends
248,2019-11-02,36239.0,Decorative Bookends
249,2019-11-03,30248.0,Decorative Bookends
250,2019-11-04,32173.0,Decorative Bookends
251,2019-11-05,37835.0,Decorative Bookends
252,2019-11-06,42351.0,Decorative Bookends
253,2019-11-07,55479.0,Decorative Bookends
254,2019-11-08,55479.0,Decorative Bookends
255,2019-11-09,55479.0,Decorative Bookends
256,2019-11-10,55479.0,Decorative Bookends
257,2019-11-11,55479.0,Decorative Bookends
258,2019-11-12,41188.0,Decorative Bookends
259,2019-11-13,41188.0,Decorative Bookends
260,2019-11-14,41188.0,Decorative Bookends
261,2019-11-15,41188.0,Decorative Bookends
262,2019-11-16,41188.0,Decorative Bookends
263,2019-11-17,41188.0,Decorative Bookends
264,2019-11-18,39628.0,Decorative Bookends
265,2019-11-19,41609.0,Decorative Bookends
266,2019-11-20,41609.0,Decorative Bookends
267,2019-11-21,35591.0,Decorative Bookends
268,2019-11-22,35591.0,Decorative Bookends
269,2019-11-23,35591.0,Decorative Bookends
270,2019-11-24,35591.0,Decorative Bookends
271,2019-11-25,53003.0,Decorative Bookends
272,2019-11-26,34580.0,Decorative Bookends
273,2019-11-27,37275.0,Decorative Bookends
274,2019-11-28,35477.0,Decorative Bookends
275,2019-11-29,35477.0,Decorative Bookends
276,2019-11-30,35477.0,Decorative Bookends
277,2019-12-01,35477.0,Decorative Bookends
278,2019-12-02,42689.0,Decorative Bookends
279,2019-12-03,42689.0,Decorative Bookends
280,2019-12-04,42689.0,Decorative Bookends
281,2019-12-05,42689.0,Decorative Bookends
282,2019-12-06,25950.0,Decorative Bookends
283,2019-12-07,25950.0,Decorative Bookends
284,2019-12-08,25950.0,Decorative Bookends
285,2019-12-09,25950.0,Decorative Bookends
286,2019-12-10,25950.0,Decorative Bookends
287,2019-12-11,25950.0,Decorative Bookends
288,2019-12-12,20347.0,Decorative Bookends
289,2019-12-13,19548.0,Decorative Bookends
290,2019-12-14,19548.0,Decorative Bookends
291,2019-12-15,19548.0,Decorative Bookends
292,2019-12-16,23425.0,Decorative Bookends
293,2019-12-17,19718.0,Decorative Bookends
294,2019-12-18,19718.0,Decorative Bookends
295,2019-12-19,17477.0,Decorative Bookends
296,2019-12-20,16821.0,Decorative Bookends
297,2019-12-21,16821.0,Decorative Bookends
298,2019-12-22,16821.0,Decorative Bookends
299,2019-12-23,16821.0,Decorative Bookends
300,2019-12-24,16821.0,Decorative Bookends
301,2019-12-25,16821.0,Decorative Bookends
302,2019-12-26,16821.0,Decorative Bookends
303,2019-12-27,24523.0,Decorative Bookends
304,2019-12-28,24523.0,Decorative Bookends
305,2019-12-29,21373.0,Decorative Bookends
306,2019-12-30,25816.0,Decorative Bookends
307,2019-12-31,36307.0,Decorative Bookends
308,2020-01-01,36307.0,Decorative Bookends
309,2020-01-02,36307.0,Decorative Bookends
310,2020-01-03,36307.0,Decorative Bookends
311,2020-01-04,36307.0,Decorative Bookends
312,2020-01-05,37811.0,Decorative Bookends
313,2020-01-06,37811.0,Decorative Bookends
314,2020-01-07,29067.0,Decorative Bookends
315,2020-01-08,29067.0,Decorative Bookends
316,2020-01-09,30717.0,Decorative Bookends
317,2020-01-10,30717.0,Decorative Bookends
318,2020-01-11,30717.0,Decorative Bookends
319,2020-01-12,30717.0,Decorative Bookends
320,2020-01-13,30717.0,Decorative Bookends
321,2020-01-14,25612.0,Decorative Bookends
322,2020-01-15,25612.0,Decorative Bookends
323,2020-01-16,31676.0,Decorative Bookends
324,2020-01-17,23751.0,Decorative Bookends
325,2020-01-18,23751.0,Decorative Bookends
326,2020-01-19,23818.0,Decorative Bookends
327,2020-01-20,23348.0,Decorative Bookends
328,2020-01-21,28518.0,Decorative Bookends
329,2020-01-22,28518.0,Decorative Bookends
330,2020-01-23,28518.0,Decorative Bookends
331,2020-01-24,28518.0,Decorative Bookends
332,2020-01-25,28518.0,Decorative Bookends
333,2020-01-26,28518.0,Decorative Bookends
334,2020-01-27,27274.0,Decorative Bookends
335,2020-01-28,27274.0,Decorative Bookends
336,2020-01-29,32914.0,Decorative Bookends
337,2020-01-30,32914.0,Decorative Bookends
338,2020-01-31,32914.0,Decorative Bookends
339,2020-02-01,32914.0,Decorative Bookends
340,2020-02-02,32914.0,Decorative Bookends
341,2020-02-03,21498.0,Decorative Bookends
342,2020-02-04,21498.0,Decorative Bookends
343,2020-02-05,23699.0,Decorative Bookends
344,2020-02-06,20751.0,Decorative Bookends
345,2020-02-07,31821.0,Decorative Bookends
346,2020-02-08,31821.0,Decorative Bookends
347,2020-02-09,22756.0,Decorative Bookends
348,2020-02-10,26671.0,Decorative Bookends
349,2020-02-11,26671.0,Decorative Bookends
350,2020-02-12,26671.0,Decorative Bookends
351,2020-02-13,27885.0,Decorative Bookends
352,2020-02-14,20032.0,Decorative Bookends
353,2020-02-15,18003.0,Decorative Bookends
354,2020-02-16,18003.0,Decorative Bookends
355,2020-02-17,18003.0,Decorative Bookends
356,2020-02-18,18003.0,Decorative Bookends
357,2020-02-19,18003.0,Decorative Bookends
358,2020-02-20,18003.0,Decorative Bookends
359,2020-02-21,44306.0,Decorative Bookends
360,2020-02-22,44306.0,Decorative Bookends
361,2020-02-23,44306.0,Decorative Bookends
362,2020-02-24,33741.0,Decorative Bookends
363,2020-02-25,33741.0,Decorative Bookends
364,2020-02-26,39834.0,Decorative Bookends
365,2020-02-27,29417.0,Decorative Bookends
366,2020-02-28,29417.0,Decorative Bookends
