,date,value,name_B083PP74JX
0,2020-05-28,38878.0,"Cookies, Biscuits & Snacks"
1,2020-05-29,38878.0,"Cookies, Biscuits & Snacks"
2,2020-05-30,38878.0,"Cookies, Biscuits & Snacks"
3,2020-05-31,38878.0,"Cookies, Biscuits & Snacks"
4,2020-06-01,24622.0,"Cookies, Biscuits & Snacks"
5,2020-06-02,24622.0,"Cookies, Biscuits & Snacks"
6,2020-06-03,24622.0,"Cookies, Biscuits & Snacks"
7,2020-06-04,24622.0,"Cookies, Biscuits & Snacks"
8,2020-06-05,12221.0,"Cookies, Biscuits & Snacks"
9,2020-06-06,12221.0,"Cookies, Biscuits & Snacks"
10,2020-06-07,12221.0,"Cookies, Biscuits & Snacks"
11,2020-06-08,12221.0,"Cookies, Biscuits & Snacks"
12,2020-06-09,12221.0,"Cookies, Biscuits & Snacks"
13,2020-06-10,34748.0,"Cookies, Biscuits & Snacks"
14,2020-06-11,34748.0,"Cookies, Biscuits & Snacks"
15,2020-06-12,34748.0,"Cookies, Biscuits & Snacks"
16,2020-06-13,12625.0,"Cookies, Biscuits & Snacks"
17,2020-06-14,12625.0,"Cookies, Biscuits & Snacks"
18,2020-06-15,11453.0,"Cookies, Biscuits & Snacks"
19,2020-06-16,11453.0,"Cookies, Biscuits & Snacks"
20,2020-06-17,11453.0,"Cookies, Biscuits & Snacks"
21,2020-06-18,11453.0,"Cookies, Biscuits & Snacks"
22,2020-06-19,9818.0,"Cookies, Biscuits & Snacks"
23,2020-06-20,9818.0,"Cookies, Biscuits & Snacks"
24,2020-06-21,9818.0,"Cookies, Biscuits & Snacks"
25,2020-06-22,9818.0,"Cookies, Biscuits & Snacks"
26,2020-06-23,8033.0,"Cookies, Biscuits & Snacks"
27,2020-06-24,8033.0,"Cookies, Biscuits & Snacks"
28,2020-06-25,8033.0,"Cookies, Biscuits & Snacks"
29,2020-06-26,8033.0,"Cookies, Biscuits & Snacks"
30,2020-06-27,8033.0,"Cookies, Biscuits & Snacks"
31,2020-06-28,6519.0,"Cookies, Biscuits & Snacks"
32,2020-06-29,7812.0,"Cookies, Biscuits & Snacks"
33,2020-06-30,7812.0,"Cookies, Biscuits & Snacks"
34,2020-07-01,7812.0,"Cookies, Biscuits & Snacks"
35,2020-07-02,8651.0,"Cookies, Biscuits & Snacks"
36,2020-07-03,8651.0,"Cookies, Biscuits & Snacks"
37,2020-07-04,8651.0,"Cookies, Biscuits & Snacks"
38,2020-07-05,8651.0,"Cookies, Biscuits & Snacks"
39,2020-07-06,8651.0,"Cookies, Biscuits & Snacks"
40,2020-07-07,8651.0,"Cookies, Biscuits & Snacks"
41,2020-07-08,6254.0,"Cookies, Biscuits & Snacks"
42,2020-07-09,6254.0,"Cookies, Biscuits & Snacks"
43,2020-07-10,6254.0,"Cookies, Biscuits & Snacks"
44,2020-07-11,7767.0,"Cookies, Biscuits & Snacks"
45,2020-07-12,7767.0,"Cookies, Biscuits & Snacks"
46,2020-07-13,7056.0,"Cookies, Biscuits & Snacks"
47,2020-07-14,8283.0,"Cookies, Biscuits & Snacks"
48,2020-07-15,8283.0,"Cookies, Biscuits & Snacks"
49,2020-07-16,6636.0,"Cookies, Biscuits & Snacks"
50,2020-07-17,6636.0,"Cookies, Biscuits & Snacks"
51,2020-07-18,6636.0,"Cookies, Biscuits & Snacks"
52,2020-07-19,6636.0,"Cookies, Biscuits & Snacks"
53,2020-07-20,6636.0,"Cookies, Biscuits & Snacks"
54,2020-07-21,7894.0,"Cookies, Biscuits & Snacks"
55,2020-07-22,7894.0,"Cookies, Biscuits & Snacks"
56,2020-07-23,7894.0,"Cookies, Biscuits & Snacks"
57,2020-07-24,8552.0,"Cookies, Biscuits & Snacks"
58,2020-07-25,8607.0,"Cookies, Biscuits & Snacks"
59,2020-07-26,8607.0,"Cookies, Biscuits & Snacks"
60,2020-07-27,8607.0,"Cookies, Biscuits & Snacks"
61,2020-07-28,9463.0,"Cookies, Biscuits & Snacks"
62,2020-07-29,9463.0,"Cookies, Biscuits & Snacks"
63,2020-07-30,9067.0,"Cookies, Biscuits & Snacks"
64,2020-07-31,9067.0,"Cookies, Biscuits & Snacks"
65,2020-08-01,9067.0,"Cookies, Biscuits & Snacks"
66,2020-08-02,7253.0,"Cookies, Biscuits & Snacks"
67,2020-08-03,7253.0,"Cookies, Biscuits & Snacks"
68,2020-08-04,7253.0,"Cookies, Biscuits & Snacks"
69,2020-08-05,6299.0,"Cookies, Biscuits & Snacks"
70,2020-08-06,5773.0,"Cookies, Biscuits & Snacks"
71,2020-08-07,5773.0,"Cookies, Biscuits & Snacks"
72,2020-08-08,5773.0,"Cookies, Biscuits & Snacks"
73,2020-08-09,5773.0,"Cookies, Biscuits & Snacks"
74,2020-08-10,5888.0,"Cookies, Biscuits & Snacks"
75,2020-08-11,5888.0,"Cookies, Biscuits & Snacks"
76,2020-08-12,5888.0,"Cookies, Biscuits & Snacks"
77,2020-08-13,5888.0,"Cookies, Biscuits & Snacks"
78,2020-08-14,5888.0,"Cookies, Biscuits & Snacks"
79,2020-08-15,7824.0,"Cookies, Biscuits & Snacks"
80,2020-08-16,7824.0,"Cookies, Biscuits & Snacks"
81,2020-08-17,7824.0,"Cookies, Biscuits & Snacks"
82,2020-08-18,4126.0,"Cookies, Biscuits & Snacks"
83,2020-08-19,4126.0,"Cookies, Biscuits & Snacks"
84,2020-08-20,4126.0,"Cookies, Biscuits & Snacks"
85,2020-08-21,4585.0,"Cookies, Biscuits & Snacks"
86,2020-08-22,4585.0,"Cookies, Biscuits & Snacks"
87,2020-08-23,4585.0,"Cookies, Biscuits & Snacks"
88,2020-08-24,4585.0,"Cookies, Biscuits & Snacks"
89,2020-08-25,4395.0,"Cookies, Biscuits & Snacks"
90,2020-08-26,4395.0,"Cookies, Biscuits & Snacks"
91,2020-08-27,4395.0,"Cookies, Biscuits & Snacks"
92,2020-08-28,6182.0,"Cookies, Biscuits & Snacks"
93,2020-08-29,6116.0,"Cookies, Biscuits & Snacks"
94,2020-08-30,6116.0,"Cookies, Biscuits & Snacks"
95,2020-08-31,6841.0,"Cookies, Biscuits & Snacks"
96,2020-09-01,6841.0,"Cookies, Biscuits & Snacks"
97,2020-09-02,6841.0,"Cookies, Biscuits & Snacks"
98,2020-09-03,6222.0,"Cookies, Biscuits & Snacks"
99,2020-09-04,6222.0,"Cookies, Biscuits & Snacks"
100,2020-09-05,5692.0,"Cookies, Biscuits & Snacks"
101,2020-09-06,5692.0,"Cookies, Biscuits & Snacks"
102,2020-09-07,5692.0,"Cookies, Biscuits & Snacks"
103,2020-09-08,5278.0,"Cookies, Biscuits & Snacks"
104,2020-09-09,4391.0,"Cookies, Biscuits & Snacks"
105,2020-09-10,4391.0,"Cookies, Biscuits & Snacks"
106,2020-09-11,4391.0,"Cookies, Biscuits & Snacks"
107,2020-09-12,4391.0,"Cookies, Biscuits & Snacks"
108,2020-09-13,3848.0,"Cookies, Biscuits & Snacks"
109,2020-09-14,3848.0,"Cookies, Biscuits & Snacks"
110,2020-09-15,3548.0,"Cookies, Biscuits & Snacks"
111,2020-09-16,3143.0,"Cookies, Biscuits & Snacks"
112,2020-09-17,3143.0,"Cookies, Biscuits & Snacks"
113,2020-09-18,3252.0,"Cookies, Biscuits & Snacks"
114,2020-09-19,3252.0,"Cookies, Biscuits & Snacks"
115,2020-09-20,3252.0,"Cookies, Biscuits & Snacks"
116,2020-09-21,3450.0,"Cookies, Biscuits & Snacks"
117,2020-09-22,3450.0,"Cookies, Biscuits & Snacks"
118,2020-09-23,3450.0,"Cookies, Biscuits & Snacks"
119,2020-09-24,3450.0,"Cookies, Biscuits & Snacks"
120,2020-09-25,4188.0,"Cookies, Biscuits & Snacks"
121,2020-09-26,5732.0,"Cookies, Biscuits & Snacks"
122,2020-09-27,5732.0,"Cookies, Biscuits & Snacks"
123,2020-09-28,5732.0,"Cookies, Biscuits & Snacks"
124,2020-09-29,5725.0,"Cookies, Biscuits & Snacks"
125,2020-09-30,5725.0,"Cookies, Biscuits & Snacks"
126,2020-10-01,6065.0,"Cookies, Biscuits & Snacks"
127,2020-10-02,6065.0,"Cookies, Biscuits & Snacks"
128,2020-10-03,6065.0,"Cookies, Biscuits & Snacks"
129,2020-10-04,5962.0,"Cookies, Biscuits & Snacks"
130,2020-10-05,5962.0,"Cookies, Biscuits & Snacks"
131,2020-10-06,5962.0,"Cookies, Biscuits & Snacks"
132,2020-10-07,4504.0,"Cookies, Biscuits & Snacks"
133,2020-10-08,4504.0,"Cookies, Biscuits & Snacks"
134,2020-10-09,4851.0,"Cookies, Biscuits & Snacks"
135,2020-10-10,4851.0,"Cookies, Biscuits & Snacks"
136,2020-10-11,4851.0,"Cookies, Biscuits & Snacks"
137,2020-10-12,6080.0,"Cookies, Biscuits & Snacks"
138,2020-10-13,5401.0,"Cookies, Biscuits & Snacks"
139,2020-10-14,4671.0,"Cookies, Biscuits & Snacks"
140,2020-10-15,4671.0,"Cookies, Biscuits & Snacks"
141,2020-10-16,4671.0,"Cookies, Biscuits & Snacks"
142,2020-10-17,4407.0,"Cookies, Biscuits & Snacks"
143,2020-10-18,4407.0,"Cookies, Biscuits & Snacks"
144,2020-10-19,4407.0,"Cookies, Biscuits & Snacks"
145,2020-10-20,4407.0,"Cookies, Biscuits & Snacks"
146,2020-10-21,3970.0,"Cookies, Biscuits & Snacks"
147,2020-10-22,3970.0,"Cookies, Biscuits & Snacks"
148,2020-10-23,3970.0,"Cookies, Biscuits & Snacks"
149,2020-10-24,4038.0,"Cookies, Biscuits & Snacks"
150,2020-10-25,4038.0,"Cookies, Biscuits & Snacks"
151,2020-10-26,3948.0,"Cookies, Biscuits & Snacks"
152,2020-10-27,3948.0,"Cookies, Biscuits & Snacks"
153,2020-10-28,3948.0,"Cookies, Biscuits & Snacks"
154,2020-10-29,3419.0,"Cookies, Biscuits & Snacks"
155,2020-10-30,4055.0,"Cookies, Biscuits & Snacks"
156,2020-10-31,4055.0,"Cookies, Biscuits & Snacks"
157,2020-11-01,4055.0,"Cookies, Biscuits & Snacks"
158,2020-11-02,5099.0,"Cookies, Biscuits & Snacks"
159,2020-11-03,4549.0,"Cookies, Biscuits & Snacks"
160,2020-11-04,4972.0,"Cookies, Biscuits & Snacks"
161,2020-11-05,5317.0,"Cookies, Biscuits & Snacks"
162,2020-11-06,5317.0,"Cookies, Biscuits & Snacks"
163,2020-11-07,5317.0,"Cookies, Biscuits & Snacks"
164,2020-11-08,5317.0,"Cookies, Biscuits & Snacks"
165,2020-11-09,3549.0,"Cookies, Biscuits & Snacks"
166,2020-11-10,4324.0,"Cookies, Biscuits & Snacks"
167,2020-11-11,5188.0,"Cookies, Biscuits & Snacks"
168,2020-11-12,5474.0,"Cookies, Biscuits & Snacks"
169,2020-11-13,5474.0,"Cookies, Biscuits & Snacks"
170,2020-11-14,7150.0,"Cookies, Biscuits & Snacks"
171,2020-11-15,7150.0,"Cookies, Biscuits & Snacks"
172,2020-11-16,5753.0,"Cookies, Biscuits & Snacks"
173,2020-11-17,5753.0,"Cookies, Biscuits & Snacks"
174,2020-11-18,5753.0,"Cookies, Biscuits & Snacks"
175,2020-11-19,3350.0,"Cookies, Biscuits & Snacks"
