,date,value,name_B07NWPD5FC
84,2019-08-28,14747.0,Flags
85,2019-08-29,15750.0,Flags
86,2019-08-30,13466.0,Flags
87,2019-08-31,13466.0,Flags
88,2019-09-01,13466.0,Flags
89,2019-09-02,10835.0,Flags
90,2019-09-03,11437.0,Flags
91,2019-09-04,11944.0,Flags
92,2019-09-05,13825.0,Flags
93,2019-09-06,21320.0,Flags
94,2019-09-07,16539.0,Flags
95,2019-09-08,29279.0,Flags
96,2019-09-09,12165.0,Flags
97,2019-09-10,13599.0,Flags
98,2019-09-11,8673.0,Flags
99,2019-09-12,14923.0,Flags
100,2019-09-13,18506.0,Flags
101,2019-09-14,20832.0,Flags
102,2019-09-15,10861.0,Flags
103,2019-09-16,13686.0,Flags
104,2019-09-17,17126.0,Flags
105,2019-09-18,20832.0,Flags
106,2019-09-19,20832.0,Flags
107,2019-09-20,15772.0,Flags
108,2019-09-21,8030.0,Flags
109,2019-09-22,8030.0,Flags
110,2019-09-23,11085.0,Flags
111,2019-09-24,9461.0,Flags
112,2019-09-25,10735.0,Flags
113,2019-09-26,9900.0,Flags
114,2019-09-27,9900.0,Flags
115,2019-09-28,7355.0,Flags
116,2019-09-29,6698.0,Flags
117,2019-09-30,6698.0,Flags
118,2019-10-01,6698.0,Flags
119,2019-10-02,7865.0,Flags
120,2019-10-03,6373.0,Flags
121,2019-10-04,6373.0,Flags
122,2019-10-05,6373.0,Flags
123,2019-10-06,6373.0,Flags
124,2019-10-07,6018.0,Flags
125,2019-10-08,6018.0,Flags
126,2019-10-09,6018.0,Flags
127,2019-10-10,8417.0,Flags
128,2019-10-11,8417.0,Flags
129,2019-10-12,8417.0,Flags
130,2019-10-13,8417.0,Flags
131,2019-10-14,8994.0,Flags
132,2019-10-15,8994.0,Flags
133,2019-10-16,8994.0,Flags
134,2019-10-17,6265.0,Flags
135,2019-10-18,6265.0,Flags
136,2019-10-19,5457.0,Flags
137,2019-10-20,5457.0,Flags
138,2019-10-21,8348.0,Flags
139,2019-10-22,7378.0,Flags
140,2019-10-23,4470.0,Flags
141,2019-10-24,8246.0,Flags
142,2019-10-25,7396.0,Flags
143,2019-10-26,8828.0,Flags
144,2019-10-27,8828.0,Flags
145,2019-10-28,8828.0,Flags
146,2019-10-29,8178.0,Flags
147,2019-10-30,7264.0,Flags
148,2019-10-31,6790.0,Flags
149,2019-11-01,6790.0,Flags
150,2019-11-02,6790.0,Flags
151,2019-11-03,10507.0,Flags
152,2019-11-04,7460.0,Flags
153,2019-11-05,7460.0,Flags
154,2019-11-06,7460.0,Flags
155,2019-11-07,8653.0,Flags
156,2019-11-08,8653.0,Flags
157,2019-11-09,8653.0,Flags
158,2019-11-10,8653.0,Flags
159,2019-11-11,8653.0,Flags
160,2019-11-12,5470.0,Flags
161,2019-11-13,5470.0,Flags
162,2019-11-14,6189.0,Flags
163,2019-11-15,6189.0,Flags
164,2019-11-16,4788.0,Flags
165,2019-11-17,4788.0,Flags
166,2019-11-18,4788.0,Flags
167,2019-11-19,6285.0,Flags
168,2019-11-20,6285.0,Flags
169,2019-11-21,4014.0,Flags
170,2019-11-22,4014.0,Flags
171,2019-11-23,5683.0,Flags
172,2019-11-24,5683.0,Flags
173,2019-11-25,5683.0,Flags
174,2019-11-26,5956.0,Flags
175,2019-11-27,5956.0,Flags
176,2019-11-28,5956.0,Flags
177,2019-11-29,5956.0,Flags
178,2019-11-30,5956.0,Flags
179,2019-12-01,5956.0,Flags
180,2019-12-02,8088.0,Flags
181,2019-12-03,5378.0,Flags
182,2019-12-04,5378.0,Flags
183,2019-12-05,5378.0,Flags
184,2019-12-06,5378.0,Flags
185,2019-12-07,5417.0,Flags
186,2019-12-08,5417.0,Flags
187,2019-12-09,5417.0,Flags
188,2019-12-10,4529.0,Flags
189,2019-12-11,4529.0,Flags
190,2019-12-12,4529.0,Flags
191,2019-12-13,4529.0,Flags
192,2019-12-14,4900.0,Flags
193,2019-12-15,4900.0,Flags
194,2019-12-16,5788.0,Flags
195,2019-12-17,5054.0,Flags
196,2019-12-18,5054.0,Flags
197,2019-12-19,5054.0,Flags
198,2019-12-20,5054.0,Flags
199,2019-12-21,5054.0,Flags
200,2019-12-22,5054.0,Flags
201,2019-12-23,5054.0,Flags
202,2019-12-24,5870.0,Flags
203,2019-12-25,5870.0,Flags
204,2019-12-26,5870.0,Flags
205,2019-12-27,5870.0,Flags
206,2019-12-28,5870.0,Flags
207,2019-12-29,4616.0,Flags
208,2019-12-30,4616.0,Flags
209,2019-12-31,3967.0,Flags
210,2020-01-01,3967.0,Flags
211,2020-01-02,3967.0,Flags
212,2020-01-03,3967.0,Flags
213,2020-01-04,3967.0,Flags
214,2020-01-05,3967.0,Flags
215,2020-01-06,7406.0,Flags
216,2020-01-07,7406.0,Flags
217,2020-01-08,7406.0,Flags
218,2020-01-09,7406.0,Flags
219,2020-01-10,7406.0,Flags
220,2020-01-11,7406.0,Flags
221,2020-01-12,7406.0,Flags
222,2020-01-13,7406.0,Flags
223,2020-01-14,3380.0,Flags
224,2020-01-15,3380.0,Flags
225,2020-01-16,3380.0,Flags
226,2020-01-17,2735.0,Flags
227,2020-01-18,2735.0,Flags
228,2020-01-19,2735.0,Flags
229,2020-01-20,2735.0,Flags
230,2020-01-21,2735.0,Flags
231,2020-01-22,2735.0,Flags
232,2020-01-23,2735.0,Flags
233,2020-01-24,2735.0,Flags
234,2020-01-25,2735.0,Flags
235,2020-01-26,3252.0,Flags
236,2020-01-27,3252.0,Flags
237,2020-01-28,3252.0,Flags
238,2020-01-29,3252.0,Flags
239,2020-01-30,3252.0,Flags
240,2020-01-31,3252.0,Flags
241,2020-02-01,3252.0,Flags
242,2020-02-02,2857.0,Flags
243,2020-02-03,2857.0,Flags
244,2020-02-04,2857.0,Flags
245,2020-02-05,2857.0,Flags
246,2020-02-06,2857.0,Flags
247,2020-02-07,2857.0,Flags
248,2020-02-08,2857.0,Flags
249,2020-02-09,1916.0,Flags
250,2020-02-10,1916.0,Flags
251,2020-02-11,1916.0,Flags
252,2020-02-12,1916.0,Flags
253,2020-02-13,1916.0,Flags
254,2020-02-14,1916.0,Flags
255,2020-02-15,1916.0,Flags
256,2020-02-16,2322.0,Flags
257,2020-02-17,2322.0,Flags
258,2020-02-18,2322.0,Flags
259,2020-02-19,2322.0,Flags
260,2020-02-20,3950.0,Flags
261,2020-02-21,3950.0,Flags
262,2020-02-22,3950.0,Flags
263,2020-02-23,3151.0,Flags
264,2020-02-24,3151.0,Flags
265,2020-02-25,3151.0,Flags
266,2020-02-26,3151.0,Flags
267,2020-02-27,3151.0,Flags
268,2020-02-28,2944.0,Flags
269,2020-02-29,2944.0,Flags
270,2020-03-01,2944.0,Flags
271,2020-03-02,2944.0,Flags
272,2020-03-03,2944.0,Flags
273,2020-03-04,2711.0,Flags
274,2020-03-05,2711.0,Flags
275,2020-03-06,2711.0,Flags
276,2020-03-07,2584.0,Flags
277,2020-03-08,2584.0,Flags
278,2020-03-09,2584.0,Flags
279,2020-03-10,2584.0,Flags
280,2020-03-11,2584.0,Flags
281,2020-03-12,2584.0,Flags
282,2020-03-13,4699.0,Flags
283,2020-03-14,4699.0,Flags
284,2020-03-15,4699.0,Flags
285,2020-03-16,4042.0,Flags
286,2020-03-17,4202.0,Flags
287,2020-03-18,4202.0,Flags
288,2020-03-19,4202.0,Flags
289,2020-03-20,4358.0,Flags
290,2020-03-21,4400.0,Flags
291,2020-03-22,4400.0,Flags
292,2020-03-23,4400.0,Flags
293,2020-03-24,4400.0,Flags
294,2020-03-25,4400.0,Flags
295,2020-03-26,4400.0,Flags
296,2020-03-27,3848.0,Flags
297,2020-03-28,5375.0,Flags
298,2020-03-29,5375.0,Flags
299,2020-03-30,5375.0,Flags
300,2020-03-31,4716.0,Flags
301,2020-04-01,4716.0,Flags
302,2020-04-02,4716.0,Flags
303,2020-04-03,4716.0,Flags
304,2020-04-04,4716.0,Flags
305,2020-04-05,4716.0,Flags
306,2020-04-06,4256.0,Flags
307,2020-04-07,4256.0,Flags
308,2020-04-08,4256.0,Flags
309,2020-04-09,4256.0,Flags
310,2020-04-10,4256.0,Flags
311,2020-04-11,3762.0,Flags
312,2020-04-12,3762.0,Flags
313,2020-04-13,4484.0,Flags
314,2020-04-14,4484.0,Flags
315,2020-04-15,5686.0,Flags
316,2020-04-16,5686.0,Flags
317,2020-04-17,5686.0,Flags
318,2020-04-18,5686.0,Flags
319,2020-04-19,3667.0,Flags
320,2020-04-20,3667.0,Flags
321,2020-04-21,3667.0,Flags
322,2020-04-22,3667.0,Flags
323,2020-04-23,3151.0,Flags
324,2020-04-24,3151.0,Flags
325,2020-04-25,3151.0,Flags
326,2020-04-26,3151.0,Flags
327,2020-04-27,4671.0,Flags
328,2020-04-28,4671.0,Flags
329,2020-04-29,4671.0,Flags
330,2020-04-30,5248.0,Flags
331,2020-05-01,5248.0,Flags
332,2020-05-02,4028.0,Flags
333,2020-05-03,5333.0,Flags
334,2020-05-04,5333.0,Flags
335,2020-05-05,5333.0,Flags
336,2020-05-06,3381.0,Flags
337,2020-05-07,3381.0,Flags
338,2020-05-08,3232.0,Flags
339,2020-05-09,3585.0,Flags
340,2020-05-10,3585.0,Flags
341,2020-05-11,3380.0,Flags
342,2020-05-12,3380.0,Flags
343,2020-05-13,3380.0,Flags
344,2020-05-14,2683.0,Flags
345,2020-05-15,2782.0,Flags
346,2020-05-16,3847.0,Flags
347,2020-05-17,3847.0,Flags
348,2020-05-18,3847.0,Flags
349,2020-05-19,5122.0,Flags
350,2020-05-20,5122.0,Flags
351,2020-05-21,3357.0,Flags
352,2020-05-22,3357.0,Flags
353,2020-05-23,3357.0,Flags
354,2020-05-24,3357.0,Flags
355,2020-05-25,3357.0,Flags
356,2020-05-26,3892.0,Flags
357,2020-05-27,4051.0,Flags
358,2020-05-28,4051.0,Flags
359,2020-05-29,4051.0,Flags
360,2020-05-30,4051.0,Flags
361,2020-05-31,10215.0,Flags
362,2020-06-01,6811.0,Flags
363,2020-06-02,6811.0,Flags
364,2020-06-03,6811.0,Flags
365,2020-06-04,9808.0,Flags
366,2020-06-05,9808.0,Flags
367,2020-06-06,9808.0,Flags
368,2020-06-07,9808.0,Flags
369,2020-06-08,9808.0,Flags
370,2020-06-09,5281.0,Flags
371,2020-06-10,5281.0,Flags
372,2020-06-11,5281.0,Flags
373,2020-06-12,4135.0,Flags
374,2020-06-13,4135.0,Flags
375,2020-06-14,4156.0,Flags
376,2020-06-15,4156.0,Flags
377,2020-06-16,4156.0,Flags
378,2020-06-17,5043.0,Flags
379,2020-06-18,5043.0,Flags
380,2020-06-19,5976.0,Flags
381,2020-06-20,5976.0,Flags
382,2020-06-21,5976.0,Flags
383,2020-06-22,4136.0,Flags
384,2020-06-23,4136.0,Flags
385,2020-06-24,4136.0,Flags
386,2020-06-25,5362.0,Flags
387,2020-06-26,5362.0,Flags
388,2020-06-27,3114.0,Flags
389,2020-06-28,3114.0,Flags
390,2020-06-29,3114.0,Flags
391,2020-06-30,3625.0,Flags
392,2020-07-01,3625.0,Flags
393,2020-07-02,4749.0,Flags
394,2020-07-03,4749.0,Flags
395,2020-07-04,4749.0,Flags
396,2020-07-05,4749.0,Flags
397,2020-07-06,6814.0,Flags
398,2020-07-07,6814.0,Flags
399,2020-07-08,8125.0,Flags
400,2020-07-09,10678.0,Flags
401,2020-07-10,10678.0,Flags
402,2020-07-11,10678.0,Flags
403,2020-07-12,10287.0,Flags
404,2020-07-13,10287.0,Flags
405,2020-07-14,10287.0,Flags
406,2020-07-15,9461.0,Flags
407,2020-07-16,9461.0,Flags
408,2020-07-17,9461.0,Flags
409,2020-07-18,3534.0,Flags
410,2020-07-19,3534.0,Flags
411,2020-07-20,3534.0,Flags
412,2020-07-21,3534.0,Flags
413,2020-07-22,3815.0,Flags
414,2020-07-23,3815.0,Flags
415,2020-07-24,3815.0,Flags
416,2020-07-25,5507.0,Flags
417,2020-07-26,5507.0,Flags
418,2020-07-27,4978.0,Flags
419,2020-07-28,4978.0,Flags
420,2020-07-29,4978.0,Flags
421,2020-07-30,4978.0,Flags
422,2020-07-31,3646.0,Flags
423,2020-08-01,3915.0,Flags
424,2020-08-02,3915.0,Flags
425,2020-08-03,3915.0,Flags
426,2020-08-04,3111.0,Flags
427,2020-08-05,3304.0,Flags
428,2020-08-06,4974.0,Flags
429,2020-08-07,4974.0,Flags
430,2020-08-08,4974.0,Flags
431,2020-08-09,5196.0,Flags
432,2020-08-10,5196.0,Flags
433,2020-08-11,4289.0,Flags
434,2020-08-12,4289.0,Flags
435,2020-08-13,4289.0,Flags
436,2020-08-14,4856.0,Flags
437,2020-08-15,4856.0,Flags
438,2020-08-16,4856.0,Flags
439,2020-08-17,3257.0,Flags
440,2020-08-18,3257.0,Flags
441,2020-08-19,3022.0,Flags
442,2020-08-20,3022.0,Flags
443,2020-08-21,3022.0,Flags
444,2020-08-22,3882.0,Flags
445,2020-08-23,3882.0,Flags
446,2020-08-24,3882.0,Flags
447,2020-08-25,4218.0,Flags
448,2020-08-26,4218.0,Flags
449,2020-08-27,4218.0,Flags
450,2020-08-28,4968.0,Flags
451,2020-08-29,4968.0,Flags
452,2020-08-30,4968.0,Flags
453,2020-08-31,5646.0,Flags
454,2020-09-01,5646.0,Flags
455,2020-09-02,5646.0,Flags
456,2020-09-03,2997.0,Flags
457,2020-09-04,4216.0,Flags
458,2020-09-05,3443.0,Flags
459,2020-09-06,3443.0,Flags
460,2020-09-07,3443.0,Flags
461,2020-09-08,4583.0,Flags
462,2020-09-09,4583.0,Flags
463,2020-09-10,4583.0,Flags
464,2020-09-11,2565.0,Flags
465,2020-09-12,2565.0,Flags
466,2020-09-13,2565.0,Flags
467,2020-09-14,4188.0,Flags
468,2020-09-15,4188.0,Flags
469,2020-09-16,2926.0,Flags
470,2020-09-17,2926.0,Flags
471,2020-09-18,2926.0,Flags
472,2020-09-19,3254.0,Flags
473,2020-09-20,3254.0,Flags
474,2020-09-21,3254.0,Flags
475,2020-09-22,2757.0,Flags
476,2020-09-23,2718.0,Flags
477,2020-09-24,2174.0,Flags
478,2020-09-25,1945.0,Flags
479,2020-09-26,1945.0,Flags
480,2020-09-27,2618.0,Flags
481,2020-09-28,3083.0,Flags
482,2020-09-29,3083.0,Flags
483,2020-09-30,3083.0,Flags
484,2020-10-01,3651.0,Flags
485,2020-10-02,3381.0,Flags
486,2020-10-03,3381.0,Flags
487,2020-10-04,3381.0,Flags
488,2020-10-05,4975.0,Flags
489,2020-10-06,4975.0,Flags
490,2020-10-07,4975.0,Flags
491,2020-10-08,6899.0,Flags
492,2020-10-09,6899.0,Flags
493,2020-10-10,6899.0,Flags
494,2020-10-11,6899.0,Flags
495,2020-10-12,4527.0,Flags
496,2020-10-13,4527.0,Flags
497,2020-10-14,4527.0,Flags
498,2020-10-15,5807.0,Flags
499,2020-10-16,5042.0,Flags
500,2020-10-17,5042.0,Flags
501,2020-10-18,5042.0,Flags
502,2020-10-19,3109.0,Flags
503,2020-10-20,2971.0,Flags
504,2020-10-21,2971.0,Flags
505,2020-10-22,4077.0,Flags
506,2020-10-23,3462.0,Flags
507,2020-10-24,3462.0,Flags
508,2020-10-25,3462.0,Flags
509,2020-10-26,3021.0,Flags
510,2020-10-27,3021.0,Flags
511,2020-10-28,3021.0,Flags
512,2020-10-29,2897.0,Flags
513,2020-10-30,2897.0,Flags
514,2020-10-31,2897.0,Flags
515,2020-11-01,2106.0,Flags
516,2020-11-02,2106.0,Flags
517,2020-11-03,2106.0,Flags
518,2020-11-04,2598.0,Flags
519,2020-11-05,2598.0,Flags
520,2020-11-06,2598.0,Flags
521,2020-11-07,2311.0,Flags
522,2020-11-08,2311.0,Flags
523,2020-11-09,2311.0,Flags
524,2020-11-10,1664.0,Flags
525,2020-11-11,1670.0,Flags
526,2020-11-12,1794.0,Flags
527,2020-11-13,1794.0,Flags
528,2020-11-14,2958.0,Flags
529,2020-11-15,2958.0,Flags
530,2020-11-16,2958.0,Flags
531,2020-11-17,2579.0,Flags
532,2020-11-18,2579.0,Flags
533,2020-11-19,2579.0,Flags
534,2020-11-20,3079.0,Flags
535,2020-11-21,3903.0,Flags
536,2020-11-22,3903.0,Flags
537,2020-11-23,3903.0,Flags
538,2020-11-24,3686.0,Flags
539,2020-11-25,2934.0,Flags
540,2020-11-26,3087.0,Flags
541,2020-11-27,3087.0,Flags
542,2020-11-28,3087.0,Flags
543,2020-11-29,3108.0,Flags
544,2020-11-30,3108.0,Flags
545,2020-12-01,3108.0,Flags
546,2020-12-02,2407.0,Flags
547,2020-12-03,2407.0,Flags
548,2020-12-04,3407.0,Flags
549,2020-12-05,3407.0,Flags
550,2020-12-06,3407.0,Flags
551,2020-12-07,3255.0,Flags
552,2020-12-08,3255.0,Flags
553,2020-12-09,3255.0,Flags
554,2020-12-10,2411.0,Flags
555,2020-12-11,2411.0,Flags
556,2020-12-12,2411.0,Flags
557,2020-12-13,2411.0,Flags
558,2020-12-14,1911.0,Flags
559,2020-12-15,1878.0,Flags
560,2020-12-16,2112.0,Flags
561,2020-12-17,2112.0,Flags
562,2020-12-18,2112.0,Flags
563,2020-12-19,2737.0,Flags
564,2020-12-20,3429.0,Flags
565,2020-12-21,3429.0,Flags
566,2020-12-22,2811.0,Flags
567,2020-12-23,3168.0,Flags
568,2020-12-24,3453.0,Flags
569,2020-12-25,3453.0,Flags
570,2020-12-26,2062.0,Flags
571,2020-12-27,2667.0,Flags
572,2020-12-28,2650.0,Flags
573,2020-12-29,2698.0,Flags
574,2020-12-30,3593.0,Flags
575,2020-12-31,5480.0,Flags
576,2021-01-01,5551.0,Flags
577,2021-01-02,5367.0,Flags
578,2021-01-03,4350.0,Flags
579,2021-01-04,4702.0,Flags
580,2021-01-05,5951.0,Flags
581,2021-01-06,6438.0,Flags
582,2021-01-07,3703.0,Flags
583,2021-01-08,4539.0,Flags
584,2021-01-09,4539.0,Flags
585,2021-01-10,4539.0,Flags
586,2021-01-11,3216.0,Flags
587,2021-01-12,3216.0,Flags
588,2021-01-13,3216.0,Flags
589,2021-01-14,2670.0,Flags
590,2021-01-15,2670.0,Flags
591,2021-01-16,2670.0,Flags
592,2021-01-17,2670.0,Flags
593,2021-01-18,2369.0,Flags
594,2021-01-19,2369.0,Flags
595,2021-01-20,2369.0,Flags
596,2021-01-21,1376.0,Flags
597,2021-01-22,1300.0,Flags
598,2021-01-23,1300.0,Flags
599,2021-01-24,1655.0,Flags
600,2021-01-25,1655.0,Flags
601,2021-01-26,1655.0,Flags
602,2021-01-27,1886.0,Flags
603,2021-01-28,1886.0,Flags
604,2021-01-29,1780.0,Flags
605,2021-01-30,1780.0,Flags
606,2021-01-31,1780.0,Flags
607,2021-02-01,2005.0,Flags
608,2021-02-02,2005.0,Flags
609,2021-02-03,2005.0,Flags
610,2021-02-04,1766.0,Flags
611,2021-02-05,1766.0,Flags
612,2021-02-06,1583.0,Flags
613,2021-02-07,1583.0,Flags
614,2021-02-08,1583.0,Flags
615,2021-02-09,2590.0,Flags
616,2021-02-10,2571.0,Flags
617,2021-02-11,2571.0,Flags
618,2021-02-12,2571.0,Flags
619,2021-02-13,2096.0,Flags
620,2021-02-14,2096.0,Flags
621,2021-02-15,1858.0,Flags
622,2021-02-16,1858.0,Flags
623,2021-02-17,1858.0,Flags
624,2021-02-18,1650.0,Flags
625,2021-02-19,1650.0,Flags
626,2021-02-20,2059.0,Flags
627,2021-02-21,2483.0,Flags
628,2021-02-22,2437.0,Flags
629,2021-02-23,2437.0,Flags
630,2021-02-24,2849.0,Flags
631,2021-02-25,2849.0,Flags
632,2021-02-26,2849.0,Flags
633,2021-02-27,4189.0,Flags
634,2021-02-28,4189.0,Flags
635,2021-03-01,4189.0,Flags
636,2021-03-02,2560.0,Flags
637,2021-03-03,2560.0,Flags
638,2021-03-04,3160.0,Flags
639,2021-03-05,3160.0,Flags
640,2021-03-06,4058.0,Flags
641,2021-03-07,4058.0,Flags
642,2021-03-08,4058.0,Flags
643,2021-03-09,4819.0,Flags
644,2021-03-10,4819.0,Flags
645,2021-03-11,3073.0,Flags
646,2021-03-12,2088.0,Flags
647,2021-03-13,2088.0,Flags
648,2021-03-14,3027.0,Flags
649,2021-03-15,3027.0,Flags
650,2021-03-16,3027.0,Flags
651,2021-03-17,2423.0,Flags
652,2021-03-18,2423.0,Flags
653,2021-03-19,2423.0,Flags
654,2021-03-20,2623.0,Flags
655,2021-03-21,2623.0,Flags
656,2021-03-22,2788.0,Flags
657,2021-03-23,2788.0,Flags
658,2021-03-24,2788.0,Flags
659,2021-03-25,2907.0,Flags
660,2021-03-26,3493.0,Flags
661,2021-03-27,3493.0,Flags
662,2021-03-28,3603.0,Flags
663,2021-03-29,3385.0,Flags
664,2021-03-30,3385.0,Flags
665,2021-03-31,3385.0,Flags
666,2021-04-01,2351.0,Flags
667,2021-04-02,1875.0,Flags
668,2021-04-03,1875.0,Flags
669,2021-04-04,2319.0,Flags
670,2021-04-05,2319.0,Flags
671,2021-04-06,3340.0,Flags
672,2021-04-07,3340.0,Flags
673,2021-04-08,4615.0,Flags
674,2021-04-09,4615.0,Flags
675,2021-04-10,4597.0,Flags
676,2021-04-11,6594.0,Flags
677,2021-04-12,6594.0,Flags
678,2021-04-13,4952.0,Flags
679,2021-04-14,4952.0,Flags
680,2021-04-15,4952.0,Flags
681,2021-04-16,3882.0,Flags
682,2021-04-17,3882.0,Flags
683,2021-04-18,3399.0,Flags
684,2021-04-19,3399.0,Flags
685,2021-04-20,3241.0,Flags
686,2021-04-21,3241.0,Flags
687,2021-04-22,3341.0,Flags
688,2021-04-23,3341.0,Flags
689,2021-04-24,4179.0,Flags
690,2021-04-25,4179.0,Flags
691,2021-04-26,4179.0,Flags
692,2021-04-27,3384.0,Flags
693,2021-04-28,3384.0,Flags
694,2021-04-29,4301.0,Flags
695,2021-04-30,4301.0,Flags
696,2021-05-01,4318.0,Flags
697,2021-05-02,4318.0,Flags
698,2021-05-03,3970.0,Flags
699,2021-05-04,3970.0,Flags
700,2021-05-05,5041.0,Flags
701,2021-05-06,5041.0,Flags
702,2021-05-07,3418.0,Flags
703,2021-05-08,3418.0,Flags
704,2021-05-09,3418.0,Flags
705,2021-05-10,4680.0,Flags
706,2021-05-11,4680.0,Flags
707,2021-05-12,4115.0,Flags
708,2021-05-13,4115.0,Flags
709,2021-05-14,5008.0,Flags
710,2021-05-15,5008.0,Flags
711,2021-05-16,5008.0,Flags
712,2021-05-17,5097.0,Flags
713,2021-05-18,5097.0,Flags
714,2021-05-19,7969.0,Flags
715,2021-05-20,7205.0,Flags
716,2021-05-21,8742.0,Flags
717,2021-05-22,9037.0,Flags
718,2021-05-23,9037.0,Flags
719,2021-05-24,11399.0,Flags
720,2021-05-25,9623.0,Flags
721,2021-05-26,9623.0,Flags
722,2021-05-27,9623.0,Flags
723,2021-05-28,11140.0,Flags
724,2021-05-29,11140.0,Flags
725,2021-05-30,11140.0,Flags
726,2021-05-31,8836.0,Flags
727,2021-06-01,8836.0,Flags
728,2021-06-02,10069.0,Flags
729,2021-06-03,10069.0,Flags
730,2021-06-04,10069.0,Flags
731,2021-06-05,6782.0,Flags
732,2021-06-06,6782.0,Flags
733,2021-06-07,6814.0,Flags
734,2021-06-08,6814.0,Flags
735,2021-06-09,6823.0,Flags
736,2021-06-10,5717.0,Flags
737,2021-06-11,5717.0,Flags
738,2021-06-12,5717.0,Flags
739,2021-06-13,5717.0,Flags
740,2021-06-14,14164.0,Flags
741,2021-06-15,14164.0,Flags
742,2021-06-16,14164.0,Flags
743,2021-06-17,13668.0,Flags
744,2021-06-18,13668.0,Flags
745,2021-06-19,13082.0,Flags
746,2021-06-20,16284.0,Flags
747,2021-06-21,16871.0,Flags
748,2021-06-22,16871.0,Flags
749,2021-06-23,14532.0,Flags
750,2021-06-24,8045.0,Flags
751,2021-06-25,8045.0,Flags
752,2021-06-26,7593.0,Flags
753,2021-06-27,7593.0,Flags
754,2021-06-28,7593.0,Flags
755,2021-06-29,8137.0,Flags
756,2021-06-30,11045.0,Flags
757,2021-07-01,11045.0,Flags
758,2021-07-02,6840.0,Flags
759,2021-07-03,9405.0,Flags
760,2021-07-04,9405.0,Flags
761,2021-07-05,9405.0,Flags
762,2021-07-06,8200.0,Flags
763,2021-07-07,8200.0,Flags
764,2021-07-08,11014.0,Flags
765,2021-07-09,10174.0,Flags
766,2021-07-10,10174.0,Flags
767,2021-07-11,10599.0,Flags
