,date,value,name_B084KVWXF9
0,2020-02-10,5961.0,Garment Covers
1,2020-02-11,5961.0,Garment Covers
2,2020-02-12,5961.0,Garment Covers
3,2020-02-13,5961.0,Garment Covers
4,2020-02-14,8365.0,Garment Covers
5,2020-02-15,8365.0,Garment Covers
6,2020-02-16,8365.0,Garment Covers
7,2020-02-17,8365.0,Garment Covers
8,2020-02-18,23447.0,Garment Covers
9,2020-02-19,23447.0,Garment Covers
10,2020-02-20,23447.0,Garment Covers
11,2020-02-21,23447.0,Garment Covers
12,2020-02-22,23447.0,Garment Covers
13,2020-02-23,23447.0,Garment Covers
14,2020-02-24,18325.0,Garment Covers
15,2020-02-25,81803.0,Garment Covers
16,2020-02-26,81803.0,Garment Covers
17,2020-02-27,78115.0,Garment Covers
18,2020-02-28,78115.0,Garment Covers
19,2020-02-29,78115.0,Garment Covers
20,2020-03-01,78115.0,Garment Covers
21,2020-03-02,78115.0,Garment Covers
22,2020-03-03,78115.0,Garment Covers
23,2020-03-04,61923.0,Garment Covers
24,2020-03-05,46845.0,Garment Covers
25,2020-03-06,71096.0,Garment Covers
26,2020-03-07,71096.0,Garment Covers
27,2020-03-08,71096.0,Garment Covers
28,2020-03-09,71096.0,Garment Covers
29,2020-03-10,71096.0,Garment Covers
30,2020-03-11,71096.0,Garment Covers
31,2020-03-12,31909.0,Garment Covers
32,2020-03-13,31909.0,Garment Covers
33,2020-03-14,31909.0,Garment Covers
34,2020-03-15,31909.0,Garment Covers
35,2020-03-16,72598.0,Garment Covers
36,2020-03-17,72598.0,Garment Covers
37,2020-03-18,72598.0,Garment Covers
38,2020-03-19,72598.0,Garment Covers
39,2020-03-20,72598.0,Garment Covers
40,2020-03-21,72598.0,Garment Covers
41,2020-03-22,72598.0,Garment Covers
42,2020-03-23,147514.0,Garment Covers
43,2020-03-24,121388.0,Garment Covers
44,2020-03-25,121388.0,Garment Covers
45,2020-03-26,121388.0,Garment Covers
46,2020-03-27,86371.0,Garment Covers
47,2020-03-28,86371.0,Garment Covers
48,2020-03-29,86371.0,Garment Covers
49,2020-03-30,86371.0,Garment Covers
50,2020-03-31,221632.0,Garment Covers
51,2020-04-01,259683.0,Garment Covers
52,2020-04-02,259683.0,Garment Covers
53,2020-04-03,259683.0,Garment Covers
54,2020-04-04,259683.0,Garment Covers
55,2020-04-05,259683.0,Garment Covers
56,2020-04-06,259683.0,Garment Covers
57,2020-04-07,259683.0,Garment Covers
58,2020-04-08,298886.0,Garment Covers
59,2020-04-09,308692.0,Garment Covers
60,2020-04-10,308692.0,Garment Covers
61,2020-04-11,308692.0,Garment Covers
62,2020-04-12,308692.0,Garment Covers
63,2020-04-13,308692.0,Garment Covers
64,2020-04-14,308692.0,Garment Covers
65,2020-04-15,366607.0,Garment Covers
66,2020-04-16,414033.0,Garment Covers
67,2020-04-17,414033.0,Garment Covers
68,2020-04-18,414033.0,Garment Covers
69,2020-04-19,414033.0,Garment Covers
70,2020-04-20,414033.0,Garment Covers
71,2020-04-21,414033.0,Garment Covers
72,2020-04-22,404490.0,Garment Covers
73,2020-04-23,242838.0,Garment Covers
74,2020-04-24,242838.0,Garment Covers
75,2020-04-25,357605.0,Garment Covers
76,2020-04-26,357605.0,Garment Covers
77,2020-04-27,357605.0,Garment Covers
78,2020-04-28,357605.0,Garment Covers
79,2020-04-29,357605.0,Garment Covers
80,2020-04-30,357605.0,Garment Covers
81,2020-05-01,357605.0,Garment Covers
82,2020-05-02,357605.0,Garment Covers
83,2020-05-03,357605.0,Garment Covers
84,2020-05-04,357605.0,Garment Covers
85,2020-05-05,357605.0,Garment Covers
86,2020-05-06,357605.0,Garment Covers
87,2020-05-07,441682.0,Garment Covers
88,2020-05-08,441682.0,Garment Covers
89,2020-05-09,441682.0,Garment Covers
90,2020-05-10,441682.0,Garment Covers
91,2020-05-11,280147.0,Garment Covers
92,2020-05-12,280147.0,Garment Covers
93,2020-05-13,170496.0,Garment Covers
94,2020-05-14,170496.0,Garment Covers
95,2020-05-15,170496.0,Garment Covers
96,2020-05-16,170496.0,Garment Covers
97,2020-05-17,170496.0,Garment Covers
98,2020-05-18,170496.0,Garment Covers
99,2020-05-19,170496.0,Garment Covers
100,2020-05-20,170496.0,Garment Covers
101,2020-05-21,215410.0,Garment Covers
102,2020-05-22,215410.0,Garment Covers
103,2020-05-23,215410.0,Garment Covers
104,2020-05-24,215410.0,Garment Covers
105,2020-05-25,215410.0,Garment Covers
106,2020-05-26,215410.0,Garment Covers
107,2020-05-27,215410.0,Garment Covers
108,2020-05-28,215410.0,Garment Covers
109,2020-05-29,215410.0,Garment Covers
110,2020-05-30,215410.0,Garment Covers
111,2020-05-31,314435.0,Garment Covers
112,2020-06-01,314435.0,Garment Covers
113,2020-06-02,314435.0,Garment Covers
114,2020-06-03,314435.0,Garment Covers
115,2020-06-04,314435.0,Garment Covers
116,2020-06-05,314435.0,Garment Covers
117,2020-06-06,314435.0,Garment Covers
118,2020-06-07,314435.0,Garment Covers
119,2020-06-08,314435.0,Garment Covers
120,2020-06-09,314435.0,Garment Covers
121,2020-06-10,314435.0,Garment Covers
122,2020-06-11,314435.0,Garment Covers
123,2020-06-12,314435.0,Garment Covers
124,2020-06-13,314435.0,Garment Covers
125,2020-06-14,314435.0,Garment Covers
126,2020-06-15,314435.0,Garment Covers
127,2020-06-16,314435.0,Garment Covers
128,2020-06-17,314435.0,Garment Covers
129,2020-06-18,314435.0,Garment Covers
130,2020-06-19,314435.0,Garment Covers
131,2020-06-20,314435.0,Garment Covers
132,2020-06-21,314435.0,Garment Covers
133,2020-06-22,314435.0,Garment Covers
134,2020-06-23,170981.0,Garment Covers
135,2020-06-24,170981.0,Garment Covers
136,2020-06-25,170981.0,Garment Covers
137,2020-06-26,119148.0,Garment Covers
138,2020-06-27,119148.0,Garment Covers
139,2020-06-28,119148.0,Garment Covers
140,2020-06-29,119148.0,Garment Covers
141,2020-06-30,119148.0,Garment Covers
142,2020-07-01,119148.0,Garment Covers
143,2020-07-02,119148.0,Garment Covers
144,2020-07-03,119148.0,Garment Covers
145,2020-07-04,119148.0,Garment Covers
146,2020-07-05,119148.0,Garment Covers
147,2020-07-06,104147.0,Garment Covers
148,2020-07-07,104147.0,Garment Covers
149,2020-07-08,104147.0,Garment Covers
150,2020-07-09,104147.0,Garment Covers
151,2020-07-10,104147.0,Garment Covers
152,2020-07-11,104147.0,Garment Covers
153,2020-07-12,130027.0,Garment Covers
154,2020-07-13,130027.0,Garment Covers
155,2020-07-14,130027.0,Garment Covers
156,2020-07-15,130027.0,Garment Covers
157,2020-07-16,116674.0,Garment Covers
158,2020-07-17,116674.0,Garment Covers
159,2020-07-18,116674.0,Garment Covers
160,2020-07-19,116674.0,Garment Covers
161,2020-07-20,116674.0,Garment Covers
162,2020-07-21,116674.0,Garment Covers
163,2020-07-22,116674.0,Garment Covers
164,2020-07-23,116674.0,Garment Covers
165,2020-07-24,116674.0,Garment Covers
166,2020-07-25,109200.0,Garment Covers
167,2020-07-26,105483.0,Garment Covers
168,2020-07-27,105483.0,Garment Covers
169,2020-07-28,105483.0,Garment Covers
170,2020-07-29,123385.0,Garment Covers
171,2020-07-30,123385.0,Garment Covers
172,2020-07-31,173239.0,Garment Covers
173,2020-08-01,173239.0,Garment Covers
174,2020-08-02,173239.0,Garment Covers
175,2020-08-03,173239.0,Garment Covers
176,2020-08-04,173239.0,Garment Covers
177,2020-08-05,173239.0,Garment Covers
178,2020-08-06,173239.0,Garment Covers
179,2020-08-07,133919.0,Garment Covers
180,2020-08-08,133919.0,Garment Covers
181,2020-08-09,133919.0,Garment Covers
182,2020-08-10,133919.0,Garment Covers
183,2020-08-11,133919.0,Garment Covers
184,2020-08-12,133919.0,Garment Covers
185,2020-08-13,133919.0,Garment Covers
186,2020-08-14,122819.0,Garment Covers
187,2020-08-15,122819.0,Garment Covers
188,2020-08-16,122819.0,Garment Covers
189,2020-08-17,122819.0,Garment Covers
190,2020-08-18,170240.0,Garment Covers
191,2020-08-19,170240.0,Garment Covers
192,2020-08-20,105315.0,Garment Covers
193,2020-08-21,108333.0,Garment Covers
194,2020-08-22,108333.0,Garment Covers
195,2020-08-23,168417.0,Garment Covers
196,2020-08-24,168417.0,Garment Covers
197,2020-08-25,172190.0,Garment Covers
198,2020-08-26,172190.0,Garment Covers
199,2020-08-27,172190.0,Garment Covers
200,2020-08-28,172190.0,Garment Covers
201,2020-08-29,172190.0,Garment Covers
202,2020-08-30,172190.0,Garment Covers
203,2020-08-31,172190.0,Garment Covers
204,2020-09-01,114353.0,Garment Covers
205,2020-09-02,160833.0,Garment Covers
206,2020-09-03,138323.0,Garment Covers
207,2020-09-04,138323.0,Garment Covers
208,2020-09-05,138323.0,Garment Covers
209,2020-09-06,138614.0,Garment Covers
210,2020-09-07,138614.0,Garment Covers
211,2020-09-08,138614.0,Garment Covers
212,2020-09-09,139832.0,Garment Covers
213,2020-09-10,139832.0,Garment Covers
214,2020-09-11,139832.0,Garment Covers
215,2020-09-12,139832.0,Garment Covers
216,2020-09-13,143195.0,Garment Covers
217,2020-09-14,143195.0,Garment Covers
218,2020-09-15,143195.0,Garment Covers
219,2020-09-16,143195.0,Garment Covers
220,2020-09-17,143195.0,Garment Covers
221,2020-09-18,143195.0,Garment Covers
222,2020-09-19,143195.0,Garment Covers
223,2020-09-20,143195.0,Garment Covers
224,2020-09-21,143195.0,Garment Covers
225,2020-09-22,143195.0,Garment Covers
226,2020-09-23,138280.0,Garment Covers
227,2020-09-24,138280.0,Garment Covers
228,2020-09-25,138280.0,Garment Covers
229,2020-09-26,138280.0,Garment Covers
230,2020-09-27,138280.0,Garment Covers
231,2020-09-28,138280.0,Garment Covers
232,2020-09-29,138280.0,Garment Covers
233,2020-09-30,138280.0,Garment Covers
234,2020-10-01,102831.0,Garment Covers
235,2020-10-02,102831.0,Garment Covers
236,2020-10-03,100270.0,Garment Covers
237,2020-10-04,124134.0,Garment Covers
238,2020-10-05,124134.0,Garment Covers
239,2020-10-06,103743.0,Garment Covers
240,2020-10-07,103743.0,Garment Covers
241,2020-10-08,103743.0,Garment Covers
242,2020-10-09,149787.0,Garment Covers
243,2020-10-10,149787.0,Garment Covers
244,2020-10-11,149787.0,Garment Covers
245,2020-10-12,149787.0,Garment Covers
246,2020-10-13,102371.0,Garment Covers
247,2020-10-14,102371.0,Garment Covers
248,2020-10-15,102371.0,Garment Covers
249,2020-10-16,92313.0,Garment Covers
250,2020-10-17,92313.0,Garment Covers
251,2020-10-18,82114.0,Garment Covers
252,2020-10-19,82114.0,Garment Covers
253,2020-10-20,82114.0,Garment Covers
254,2020-10-21,82114.0,Garment Covers
255,2020-10-22,82114.0,Garment Covers
256,2020-10-23,82114.0,Garment Covers
257,2020-10-24,101344.0,Garment Covers
258,2020-10-25,71912.0,Garment Covers
259,2020-10-26,71912.0,Garment Covers
260,2020-10-27,71912.0,Garment Covers
261,2020-10-28,75334.0,Garment Covers
262,2020-10-29,75334.0,Garment Covers
263,2020-10-30,75334.0,Garment Covers
264,2020-10-31,63994.0,Garment Covers
265,2020-11-01,63994.0,Garment Covers
266,2020-11-02,63994.0,Garment Covers
267,2020-11-03,63994.0,Garment Covers
268,2020-11-04,63994.0,Garment Covers
269,2020-11-05,63994.0,Garment Covers
270,2020-11-06,104372.0,Garment Covers
271,2020-11-07,65267.0,Garment Covers
272,2020-11-08,93918.0,Garment Covers
273,2020-11-09,93918.0,Garment Covers
274,2020-11-10,93918.0,Garment Covers
275,2020-11-11,65043.0,Garment Covers
276,2020-11-12,65043.0,Garment Covers
277,2020-11-13,65043.0,Garment Covers
278,2020-11-14,65043.0,Garment Covers
279,2020-11-15,65043.0,Garment Covers
280,2020-11-16,65043.0,Garment Covers
281,2020-11-17,79618.0,Garment Covers
282,2020-11-18,79618.0,Garment Covers
283,2020-11-19,79618.0,Garment Covers
284,2020-11-20,118099.0,Garment Covers
285,2020-11-21,118099.0,Garment Covers
286,2020-11-22,118099.0,Garment Covers
287,2020-11-23,128476.0,Garment Covers
288,2020-11-24,128476.0,Garment Covers
289,2020-11-25,128476.0,Garment Covers
290,2020-11-26,128476.0,Garment Covers
291,2020-11-27,128476.0,Garment Covers
292,2020-11-28,128476.0,Garment Covers
293,2020-11-29,128476.0,Garment Covers
294,2020-11-30,128476.0,Garment Covers
295,2020-12-01,148287.0,Garment Covers
296,2020-12-02,75289.0,Garment Covers
297,2020-12-03,93483.0,Garment Covers
298,2020-12-04,93483.0,Garment Covers
299,2020-12-05,93483.0,Garment Covers
300,2020-12-06,93483.0,Garment Covers
301,2020-12-07,93483.0,Garment Covers
302,2020-12-08,146971.0,Garment Covers
303,2020-12-09,146971.0,Garment Covers
304,2020-12-10,146971.0,Garment Covers
305,2020-12-11,146971.0,Garment Covers
306,2020-12-12,169759.0,Garment Covers
307,2020-12-13,169759.0,Garment Covers
308,2020-12-14,169759.0,Garment Covers
309,2020-12-15,169759.0,Garment Covers
310,2020-12-16,169759.0,Garment Covers
311,2020-12-17,153466.0,Garment Covers
312,2020-12-18,153466.0,Garment Covers
313,2020-12-19,153466.0,Garment Covers
314,2020-12-20,153466.0,Garment Covers
315,2020-12-21,236006.0,Garment Covers
316,2020-12-22,223189.0,Garment Covers
317,2020-12-23,149832.0,Garment Covers
318,2020-12-24,210066.0,Garment Covers
319,2020-12-25,210066.0,Garment Covers
320,2020-12-26,210066.0,Garment Covers
321,2020-12-27,170769.0,Garment Covers
322,2020-12-28,170769.0,Garment Covers
323,2020-12-29,170769.0,Garment Covers
324,2020-12-30,170769.0,Garment Covers
325,2020-12-31,170769.0,Garment Covers
326,2021-01-01,170769.0,Garment Covers
327,2021-01-02,130985.0,Garment Covers
328,2021-01-03,130985.0,Garment Covers
329,2021-01-04,84694.0,Garment Covers
330,2021-01-05,75168.0,Garment Covers
331,2021-01-06,75168.0,Garment Covers
332,2021-01-07,38093.0,Garment Covers
333,2021-01-08,38093.0,Garment Covers
334,2021-01-09,38093.0,Garment Covers
335,2021-01-10,38093.0,Garment Covers
336,2021-01-11,31374.0,Garment Covers
337,2021-01-12,34871.0,Garment Covers
338,2021-01-13,36664.0,Garment Covers
339,2021-01-14,32959.0,Garment Covers
340,2021-01-15,29414.0,Garment Covers
341,2021-01-16,29288.0,Garment Covers
342,2021-01-17,29288.0,Garment Covers
343,2021-01-18,19961.0,Garment Covers
344,2021-01-19,16830.0,Garment Covers
345,2021-01-20,15500.0,Garment Covers
346,2021-01-21,19006.0,Garment Covers
347,2021-01-22,19249.0,Garment Covers
348,2021-01-23,20022.0,Garment Covers
349,2021-01-24,22973.0,Garment Covers
350,2021-01-25,22973.0,Garment Covers
351,2021-01-26,20781.0,Garment Covers
352,2021-01-27,20781.0,Garment Covers
353,2021-01-28,17828.0,Garment Covers
354,2021-01-29,17828.0,Garment Covers
355,2021-01-30,22265.0,Garment Covers
356,2021-01-31,22265.0,Garment Covers
357,2021-02-01,23548.0,Garment Covers
358,2021-02-02,20862.0,Garment Covers
359,2021-02-03,20862.0,Garment Covers
360,2021-02-04,23598.0,Garment Covers
361,2021-02-05,23598.0,Garment Covers
362,2021-02-06,10568.0,Garment Covers
363,2021-02-07,10568.0,Garment Covers
364,2021-02-08,12702.0,Garment Covers
365,2021-02-09,12702.0,Garment Covers
366,2021-02-10,13034.0,Garment Covers
367,2021-02-11,13034.0,Garment Covers
368,2021-02-12,13034.0,Garment Covers
369,2021-02-13,13034.0,Garment Covers
370,2021-02-14,13034.0,Garment Covers
371,2021-02-15,13034.0,Garment Covers
372,2021-02-16,13034.0,Garment Covers
373,2021-02-17,13034.0,Garment Covers
374,2021-02-18,10112.0,Garment Covers
375,2021-02-19,10112.0,Garment Covers
376,2021-02-20,12550.0,Garment Covers
