,date,value,name_B0854BLRVV
58,2020-04-24,5037.0,Home Fragrance Accessories
59,2020-04-25,5037.0,Home Fragrance Accessories
60,2020-04-26,4339.0,Home Fragrance Accessories
61,2020-04-27,5873.0,Home Fragrance Accessories
62,2020-04-28,5969.0,Home Fragrance Accessories
63,2020-04-29,4963.0,Home Fragrance Accessories
64,2020-04-30,5383.0,Home Fragrance Accessories
65,2020-05-01,5383.0,Home Fragrance Accessories
66,2020-05-02,5126.0,Home Fragrance Accessories
67,2020-05-03,5645.0,Home Fragrance Accessories
68,2020-05-04,5926.0,Home Fragrance Accessories
69,2020-05-05,6050.0,Home Fragrance Accessories
70,2020-05-06,5999.0,Home Fragrance Accessories
71,2020-05-07,5999.0,Home Fragrance Accessories
72,2020-05-08,5697.0,Home Fragrance Accessories
73,2020-05-09,5697.0,Home Fragrance Accessories
74,2020-05-10,6141.0,Home Fragrance Accessories
75,2020-05-11,5851.0,Home Fragrance Accessories
76,2020-05-12,4800.0,Home Fragrance Accessories
77,2020-05-13,4800.0,Home Fragrance Accessories
78,2020-05-14,5402.0,Home Fragrance Accessories
79,2020-05-15,5554.0,Home Fragrance Accessories
80,2020-05-16,5554.0,Home Fragrance Accessories
81,2020-05-17,5554.0,Home Fragrance Accessories
82,2020-05-18,6747.0,Home Fragrance Accessories
83,2020-05-19,6747.0,Home Fragrance Accessories
84,2020-05-20,6449.0,Home Fragrance Accessories
85,2020-05-21,8012.0,Home Fragrance Accessories
86,2020-05-22,8012.0,Home Fragrance Accessories
87,2020-05-23,6912.0,Home Fragrance Accessories
88,2020-05-24,6772.0,Home Fragrance Accessories
89,2020-05-25,6772.0,Home Fragrance Accessories
90,2020-05-26,7976.0,Home Fragrance Accessories
91,2020-05-27,7320.0,Home Fragrance Accessories
92,2020-05-28,6594.0,Home Fragrance Accessories
93,2020-05-29,6594.0,Home Fragrance Accessories
94,2020-05-30,8101.0,Home Fragrance Accessories
95,2020-05-31,7596.0,Home Fragrance Accessories
96,2020-06-01,9385.0,Home Fragrance Accessories
97,2020-06-02,9385.0,Home Fragrance Accessories
98,2020-06-03,6823.0,Home Fragrance Accessories
99,2020-06-04,7805.0,Home Fragrance Accessories
100,2020-06-05,7584.0,Home Fragrance Accessories
101,2020-06-06,7584.0,Home Fragrance Accessories
102,2020-06-07,8816.0,Home Fragrance Accessories
103,2020-06-08,8794.0,Home Fragrance Accessories
104,2020-06-09,8794.0,Home Fragrance Accessories
105,2020-06-10,5950.0,Home Fragrance Accessories
106,2020-06-11,6279.0,Home Fragrance Accessories
107,2020-06-12,6302.0,Home Fragrance Accessories
108,2020-06-13,6302.0,Home Fragrance Accessories
109,2020-06-14,9082.0,Home Fragrance Accessories
110,2020-06-15,8732.0,Home Fragrance Accessories
111,2020-06-16,8428.0,Home Fragrance Accessories
112,2020-06-17,8494.0,Home Fragrance Accessories
113,2020-06-18,6869.0,Home Fragrance Accessories
114,2020-06-19,6475.0,Home Fragrance Accessories
115,2020-06-20,7705.0,Home Fragrance Accessories
116,2020-06-21,8239.0,Home Fragrance Accessories
117,2020-06-22,8239.0,Home Fragrance Accessories
118,2020-06-23,6828.0,Home Fragrance Accessories
119,2020-06-24,6550.0,Home Fragrance Accessories
120,2020-06-25,6550.0,Home Fragrance Accessories
121,2020-06-26,7129.0,Home Fragrance Accessories
122,2020-06-27,7420.0,Home Fragrance Accessories
123,2020-06-28,7420.0,Home Fragrance Accessories
124,2020-06-29,6953.0,Home Fragrance Accessories
125,2020-06-30,7188.0,Home Fragrance Accessories
126,2020-07-01,7429.0,Home Fragrance Accessories
127,2020-07-02,6870.0,Home Fragrance Accessories
128,2020-07-03,7088.0,Home Fragrance Accessories
129,2020-07-04,6210.0,Home Fragrance Accessories
130,2020-07-05,6210.0,Home Fragrance Accessories
131,2020-07-06,7130.0,Home Fragrance Accessories
132,2020-07-07,7130.0,Home Fragrance Accessories
133,2020-07-08,6919.0,Home Fragrance Accessories
134,2020-07-09,6949.0,Home Fragrance Accessories
135,2020-07-10,6231.0,Home Fragrance Accessories
136,2020-07-11,7182.0,Home Fragrance Accessories
137,2020-07-12,6813.0,Home Fragrance Accessories
138,2020-07-13,7965.0,Home Fragrance Accessories
139,2020-07-14,7965.0,Home Fragrance Accessories
140,2020-07-15,7965.0,Home Fragrance Accessories
141,2020-07-16,7881.0,Home Fragrance Accessories
142,2020-07-17,8178.0,Home Fragrance Accessories
143,2020-07-18,6196.0,Home Fragrance Accessories
144,2020-07-19,6178.0,Home Fragrance Accessories
145,2020-07-20,6450.0,Home Fragrance Accessories
146,2020-07-21,7049.0,Home Fragrance Accessories
147,2020-07-22,7049.0,Home Fragrance Accessories
148,2020-07-23,6172.0,Home Fragrance Accessories
149,2020-07-24,6172.0,Home Fragrance Accessories
150,2020-07-25,6074.0,Home Fragrance Accessories
151,2020-07-26,5246.0,Home Fragrance Accessories
152,2020-07-27,6762.0,Home Fragrance Accessories
153,2020-07-28,6373.0,Home Fragrance Accessories
154,2020-07-29,7028.0,Home Fragrance Accessories
155,2020-07-30,6267.0,Home Fragrance Accessories
156,2020-07-31,6267.0,Home Fragrance Accessories
157,2020-08-01,6426.0,Home Fragrance Accessories
158,2020-08-02,6426.0,Home Fragrance Accessories
159,2020-08-03,7200.0,Home Fragrance Accessories
160,2020-08-04,7200.0,Home Fragrance Accessories
161,2020-08-05,8534.0,Home Fragrance Accessories
162,2020-08-06,8534.0,Home Fragrance Accessories
163,2020-08-07,6622.0,Home Fragrance Accessories
164,2020-08-08,6837.0,Home Fragrance Accessories
165,2020-08-09,5978.0,Home Fragrance Accessories
166,2020-08-10,6521.0,Home Fragrance Accessories
167,2020-08-11,7391.0,Home Fragrance Accessories
168,2020-08-12,7602.0,Home Fragrance Accessories
169,2020-08-13,7602.0,Home Fragrance Accessories
170,2020-08-14,6598.0,Home Fragrance Accessories
171,2020-08-15,6598.0,Home Fragrance Accessories
172,2020-08-16,6598.0,Home Fragrance Accessories
173,2020-08-17,5677.0,Home Fragrance Accessories
174,2020-08-18,7761.0,Home Fragrance Accessories
175,2020-08-19,6267.0,Home Fragrance Accessories
176,2020-08-20,7866.0,Home Fragrance Accessories
177,2020-08-21,7866.0,Home Fragrance Accessories
178,2020-08-22,7866.0,Home Fragrance Accessories
179,2020-08-23,6307.0,Home Fragrance Accessories
180,2020-08-24,7142.0,Home Fragrance Accessories
181,2020-08-25,7142.0,Home Fragrance Accessories
182,2020-08-26,7424.0,Home Fragrance Accessories
183,2020-08-27,7424.0,Home Fragrance Accessories
184,2020-08-28,6584.0,Home Fragrance Accessories
185,2020-08-29,6584.0,Home Fragrance Accessories
186,2020-08-30,6584.0,Home Fragrance Accessories
187,2020-08-31,5276.0,Home Fragrance Accessories
188,2020-09-01,6357.0,Home Fragrance Accessories
189,2020-09-02,5559.0,Home Fragrance Accessories
190,2020-09-03,7213.0,Home Fragrance Accessories
191,2020-09-04,5060.0,Home Fragrance Accessories
192,2020-09-05,5060.0,Home Fragrance Accessories
193,2020-09-06,6358.0,Home Fragrance Accessories
194,2020-09-07,6358.0,Home Fragrance Accessories
195,2020-09-08,6062.0,Home Fragrance Accessories
196,2020-09-09,6062.0,Home Fragrance Accessories
197,2020-09-10,5896.0,Home Fragrance Accessories
198,2020-09-11,5896.0,Home Fragrance Accessories
199,2020-09-12,5896.0,Home Fragrance Accessories
200,2020-09-13,8158.0,Home Fragrance Accessories
201,2020-09-14,5230.0,Home Fragrance Accessories
202,2020-09-15,6409.0,Home Fragrance Accessories
203,2020-09-16,5278.0,Home Fragrance Accessories
204,2020-09-17,4451.0,Home Fragrance Accessories
205,2020-09-18,5818.0,Home Fragrance Accessories
206,2020-09-19,5377.0,Home Fragrance Accessories
207,2020-09-20,5377.0,Home Fragrance Accessories
208,2020-09-21,5377.0,Home Fragrance Accessories
209,2020-09-22,5721.0,Home Fragrance Accessories
210,2020-09-23,4983.0,Home Fragrance Accessories
211,2020-09-24,6407.0,Home Fragrance Accessories
212,2020-09-25,6404.0,Home Fragrance Accessories
213,2020-09-26,5547.0,Home Fragrance Accessories
214,2020-09-27,6183.0,Home Fragrance Accessories
215,2020-09-28,5901.0,Home Fragrance Accessories
216,2020-09-29,5901.0,Home Fragrance Accessories
217,2020-09-30,7465.0,Home Fragrance Accessories
218,2020-10-01,6631.0,Home Fragrance Accessories
219,2020-10-02,6631.0,Home Fragrance Accessories
220,2020-10-03,6631.0,Home Fragrance Accessories
221,2020-10-04,4977.0,Home Fragrance Accessories
222,2020-10-05,4977.0,Home Fragrance Accessories
223,2020-10-06,6027.0,Home Fragrance Accessories
224,2020-10-07,7086.0,Home Fragrance Accessories
225,2020-10-08,7086.0,Home Fragrance Accessories
226,2020-10-09,6315.0,Home Fragrance Accessories
227,2020-10-10,5295.0,Home Fragrance Accessories
228,2020-10-11,5295.0,Home Fragrance Accessories
229,2020-10-12,5663.0,Home Fragrance Accessories
230,2020-10-13,7609.0,Home Fragrance Accessories
231,2020-10-14,7609.0,Home Fragrance Accessories
232,2020-10-15,9849.0,Home Fragrance Accessories
233,2020-10-16,9852.0,Home Fragrance Accessories
234,2020-10-17,9852.0,Home Fragrance Accessories
235,2020-10-18,5414.0,Home Fragrance Accessories
236,2020-10-19,5414.0,Home Fragrance Accessories
237,2020-10-20,5612.0,Home Fragrance Accessories
238,2020-10-21,5612.0,Home Fragrance Accessories
239,2020-10-22,6057.0,Home Fragrance Accessories
240,2020-10-23,5367.0,Home Fragrance Accessories
241,2020-10-24,5188.0,Home Fragrance Accessories
242,2020-10-25,4536.0,Home Fragrance Accessories
243,2020-10-26,5148.0,Home Fragrance Accessories
244,2020-10-27,5148.0,Home Fragrance Accessories
245,2020-10-28,4959.0,Home Fragrance Accessories
246,2020-10-29,4322.0,Home Fragrance Accessories
247,2020-10-30,4800.0,Home Fragrance Accessories
248,2020-10-31,4771.0,Home Fragrance Accessories
249,2020-11-01,4771.0,Home Fragrance Accessories
250,2020-11-02,4587.0,Home Fragrance Accessories
251,2020-11-03,5748.0,Home Fragrance Accessories
252,2020-11-04,5326.0,Home Fragrance Accessories
253,2020-11-05,5326.0,Home Fragrance Accessories
254,2020-11-06,5187.0,Home Fragrance Accessories
255,2020-11-07,5187.0,Home Fragrance Accessories
256,2020-11-08,4997.0,Home Fragrance Accessories
257,2020-11-09,6374.0,Home Fragrance Accessories
258,2020-11-10,5589.0,Home Fragrance Accessories
259,2020-11-11,4253.0,Home Fragrance Accessories
260,2020-11-12,4253.0,Home Fragrance Accessories
261,2020-11-13,4860.0,Home Fragrance Accessories
262,2020-11-14,4860.0,Home Fragrance Accessories
263,2020-11-15,4524.0,Home Fragrance Accessories
264,2020-11-16,4338.0,Home Fragrance Accessories
265,2020-11-17,4950.0,Home Fragrance Accessories
266,2020-11-18,6018.0,Home Fragrance Accessories
267,2020-11-19,6018.0,Home Fragrance Accessories
268,2020-11-20,5034.0,Home Fragrance Accessories
269,2020-11-21,5034.0,Home Fragrance Accessories
270,2020-11-22,5034.0,Home Fragrance Accessories
271,2020-11-23,6555.0,Home Fragrance Accessories
272,2020-11-24,6555.0,Home Fragrance Accessories
273,2020-11-25,5709.0,Home Fragrance Accessories
274,2020-11-26,6049.0,Home Fragrance Accessories
275,2020-11-27,7687.0,Home Fragrance Accessories
276,2020-11-28,11364.0,Home Fragrance Accessories
277,2020-11-29,8269.0,Home Fragrance Accessories
278,2020-11-30,8363.0,Home Fragrance Accessories
279,2020-12-01,11311.0,Home Fragrance Accessories
280,2020-12-02,11311.0,Home Fragrance Accessories
281,2020-12-03,8241.0,Home Fragrance Accessories
282,2020-12-04,8204.0,Home Fragrance Accessories
283,2020-12-05,8204.0,Home Fragrance Accessories
284,2020-12-06,8204.0,Home Fragrance Accessories
285,2020-12-07,6462.0,Home Fragrance Accessories
286,2020-12-08,7045.0,Home Fragrance Accessories
287,2020-12-09,7096.0,Home Fragrance Accessories
288,2020-12-10,6635.0,Home Fragrance Accessories
289,2020-12-11,6552.0,Home Fragrance Accessories
290,2020-12-12,6727.0,Home Fragrance Accessories
291,2020-12-13,8764.0,Home Fragrance Accessories
292,2020-12-14,8008.0,Home Fragrance Accessories
293,2020-12-15,7075.0,Home Fragrance Accessories
294,2020-12-16,7600.0,Home Fragrance Accessories
295,2020-12-17,7600.0,Home Fragrance Accessories
296,2020-12-18,6796.0,Home Fragrance Accessories
297,2020-12-19,8559.0,Home Fragrance Accessories
298,2020-12-20,8231.0,Home Fragrance Accessories
299,2020-12-21,7170.0,Home Fragrance Accessories
300,2020-12-22,7130.0,Home Fragrance Accessories
301,2020-12-23,6357.0,Home Fragrance Accessories
302,2020-12-24,5545.0,Home Fragrance Accessories
303,2020-12-25,5427.0,Home Fragrance Accessories
304,2020-12-26,6108.0,Home Fragrance Accessories
305,2020-12-27,6213.0,Home Fragrance Accessories
306,2020-12-28,7260.0,Home Fragrance Accessories
307,2020-12-29,7440.0,Home Fragrance Accessories
308,2020-12-30,7440.0,Home Fragrance Accessories
309,2020-12-31,7440.0,Home Fragrance Accessories
310,2021-01-01,5951.0,Home Fragrance Accessories
311,2021-01-02,5951.0,Home Fragrance Accessories
312,2021-01-03,5951.0,Home Fragrance Accessories
313,2021-01-04,7108.0,Home Fragrance Accessories
314,2021-01-05,7456.0,Home Fragrance Accessories
315,2021-01-06,7456.0,Home Fragrance Accessories
316,2021-01-07,7101.0,Home Fragrance Accessories
317,2021-01-08,7101.0,Home Fragrance Accessories
318,2021-01-09,7101.0,Home Fragrance Accessories
319,2021-01-10,6132.0,Home Fragrance Accessories
320,2021-01-11,4856.0,Home Fragrance Accessories
321,2021-01-12,5720.0,Home Fragrance Accessories
322,2021-01-13,5232.0,Home Fragrance Accessories
323,2021-01-14,5455.0,Home Fragrance Accessories
324,2021-01-15,5455.0,Home Fragrance Accessories
325,2021-01-16,5615.0,Home Fragrance Accessories
326,2021-01-17,5615.0,Home Fragrance Accessories
327,2021-01-18,6198.0,Home Fragrance Accessories
328,2021-01-19,4592.0,Home Fragrance Accessories
329,2021-01-20,4963.0,Home Fragrance Accessories
330,2021-01-21,4744.0,Home Fragrance Accessories
331,2021-01-22,4579.0,Home Fragrance Accessories
332,2021-01-23,4055.0,Home Fragrance Accessories
333,2021-01-24,4055.0,Home Fragrance Accessories
334,2021-01-25,3391.0,Home Fragrance Accessories
335,2021-01-26,4999.0,Home Fragrance Accessories
336,2021-01-27,4573.0,Home Fragrance Accessories
337,2021-01-28,4654.0,Home Fragrance Accessories
338,2021-01-29,4583.0,Home Fragrance Accessories
339,2021-01-30,4700.0,Home Fragrance Accessories
340,2021-01-31,4700.0,Home Fragrance Accessories
341,2021-02-01,4992.0,Home Fragrance Accessories
342,2021-02-02,5097.0,Home Fragrance Accessories
343,2021-02-03,5034.0,Home Fragrance Accessories
344,2021-02-04,5032.0,Home Fragrance Accessories
345,2021-02-05,5017.0,Home Fragrance Accessories
346,2021-02-06,4435.0,Home Fragrance Accessories
347,2021-02-07,4435.0,Home Fragrance Accessories
348,2021-02-08,4736.0,Home Fragrance Accessories
349,2021-02-09,5395.0,Home Fragrance Accessories
350,2021-02-10,4492.0,Home Fragrance Accessories
351,2021-02-11,4492.0,Home Fragrance Accessories
352,2021-02-12,4649.0,Home Fragrance Accessories
353,2021-02-13,4475.0,Home Fragrance Accessories
354,2021-02-14,4475.0,Home Fragrance Accessories
355,2021-02-15,4542.0,Home Fragrance Accessories
356,2021-02-16,4097.0,Home Fragrance Accessories
357,2021-02-17,4097.0,Home Fragrance Accessories
358,2021-02-18,5390.0,Home Fragrance Accessories
359,2021-02-19,4997.0,Home Fragrance Accessories
360,2021-02-20,4997.0,Home Fragrance Accessories
361,2021-02-21,4749.0,Home Fragrance Accessories
362,2021-02-22,4749.0,Home Fragrance Accessories
363,2021-02-23,3964.0,Home Fragrance Accessories
364,2021-02-24,3987.0,Home Fragrance Accessories
365,2021-02-25,3987.0,Home Fragrance Accessories
366,2021-02-26,5148.0,Home Fragrance Accessories
367,2021-02-27,4551.0,Home Fragrance Accessories
368,2021-02-28,4551.0,Home Fragrance Accessories
369,2021-03-01,4187.0,Home Fragrance Accessories
370,2021-03-02,4187.0,Home Fragrance Accessories
371,2021-03-03,5108.0,Home Fragrance Accessories
372,2021-03-04,5687.0,Home Fragrance Accessories
373,2021-03-05,5144.0,Home Fragrance Accessories
374,2021-03-06,5144.0,Home Fragrance Accessories
375,2021-03-07,6522.0,Home Fragrance Accessories
376,2021-03-08,6522.0,Home Fragrance Accessories
377,2021-03-09,4186.0,Home Fragrance Accessories
378,2021-03-10,4186.0,Home Fragrance Accessories
379,2021-03-11,4186.0,Home Fragrance Accessories
380,2021-03-12,4387.0,Home Fragrance Accessories
381,2021-03-13,4387.0,Home Fragrance Accessories
382,2021-03-14,4387.0,Home Fragrance Accessories
383,2021-03-15,5721.0,Home Fragrance Accessories
384,2021-03-16,5583.0,Home Fragrance Accessories
385,2021-03-17,5748.0,Home Fragrance Accessories
386,2021-03-18,6948.0,Home Fragrance Accessories
387,2021-03-19,4462.0,Home Fragrance Accessories
388,2021-03-20,5219.0,Home Fragrance Accessories
389,2021-03-21,5580.0,Home Fragrance Accessories
390,2021-03-22,5848.0,Home Fragrance Accessories
391,2021-03-23,5848.0,Home Fragrance Accessories
392,2021-03-24,5848.0,Home Fragrance Accessories
393,2021-03-25,5887.0,Home Fragrance Accessories
394,2021-03-26,5582.0,Home Fragrance Accessories
395,2021-03-27,5582.0,Home Fragrance Accessories
396,2021-03-28,4099.0,Home Fragrance Accessories
397,2021-03-29,4099.0,Home Fragrance Accessories
398,2021-03-30,5521.0,Home Fragrance Accessories
399,2021-03-31,6407.0,Home Fragrance Accessories
400,2021-04-01,4922.0,Home Fragrance Accessories
401,2021-04-02,4922.0,Home Fragrance Accessories
402,2021-04-03,4922.0,Home Fragrance Accessories
403,2021-04-04,7008.0,Home Fragrance Accessories
404,2021-04-05,5219.0,Home Fragrance Accessories
405,2021-04-06,5219.0,Home Fragrance Accessories
406,2021-04-07,6285.0,Home Fragrance Accessories
407,2021-04-08,7140.0,Home Fragrance Accessories
408,2021-04-09,7140.0,Home Fragrance Accessories
409,2021-04-10,6327.0,Home Fragrance Accessories
410,2021-04-11,6327.0,Home Fragrance Accessories
411,2021-04-12,6318.0,Home Fragrance Accessories
412,2021-04-13,6318.0,Home Fragrance Accessories
413,2021-04-14,7064.0,Home Fragrance Accessories
414,2021-04-15,7107.0,Home Fragrance Accessories
415,2021-04-16,5004.0,Home Fragrance Accessories
416,2021-04-17,5004.0,Home Fragrance Accessories
417,2021-04-18,5004.0,Home Fragrance Accessories
418,2021-04-19,6243.0,Home Fragrance Accessories
419,2021-04-20,6420.0,Home Fragrance Accessories
420,2021-04-21,6420.0,Home Fragrance Accessories
421,2021-04-22,5861.0,Home Fragrance Accessories
422,2021-04-23,5861.0,Home Fragrance Accessories
423,2021-04-24,5778.0,Home Fragrance Accessories
424,2021-04-25,5778.0,Home Fragrance Accessories
425,2021-04-26,6924.0,Home Fragrance Accessories
426,2021-04-27,6924.0,Home Fragrance Accessories
427,2021-04-28,6924.0,Home Fragrance Accessories
428,2021-04-29,7094.0,Home Fragrance Accessories
429,2021-04-30,7489.0,Home Fragrance Accessories
430,2021-05-01,7489.0,Home Fragrance Accessories
431,2021-05-02,6565.0,Home Fragrance Accessories
432,2021-05-03,6565.0,Home Fragrance Accessories
433,2021-05-04,7025.0,Home Fragrance Accessories
434,2021-05-05,7025.0,Home Fragrance Accessories
435,2021-05-06,6906.0,Home Fragrance Accessories
436,2021-05-07,5569.0,Home Fragrance Accessories
437,2021-05-08,5569.0,Home Fragrance Accessories
438,2021-05-09,5934.0,Home Fragrance Accessories
439,2021-05-10,5762.0,Home Fragrance Accessories
440,2021-05-11,5762.0,Home Fragrance Accessories
441,2021-05-12,6472.0,Home Fragrance Accessories
442,2021-05-13,6472.0,Home Fragrance Accessories
443,2021-05-14,6280.0,Home Fragrance Accessories
444,2021-05-15,6280.0,Home Fragrance Accessories
445,2021-05-16,6927.0,Home Fragrance Accessories
446,2021-05-17,6848.0,Home Fragrance Accessories
447,2021-05-18,6848.0,Home Fragrance Accessories
448,2021-05-19,6312.0,Home Fragrance Accessories
449,2021-05-20,6595.0,Home Fragrance Accessories
450,2021-05-21,6649.0,Home Fragrance Accessories
451,2021-05-22,6649.0,Home Fragrance Accessories
452,2021-05-23,5904.0,Home Fragrance Accessories
453,2021-05-24,6335.0,Home Fragrance Accessories
454,2021-05-25,6983.0,Home Fragrance Accessories
455,2021-05-26,6618.0,Home Fragrance Accessories
456,2021-05-27,6618.0,Home Fragrance Accessories
457,2021-05-28,5624.0,Home Fragrance Accessories
458,2021-05-29,5624.0,Home Fragrance Accessories
459,2021-05-30,5718.0,Home Fragrance Accessories
460,2021-05-31,6927.0,Home Fragrance Accessories
461,2021-06-01,6927.0,Home Fragrance Accessories
462,2021-06-02,5348.0,Home Fragrance Accessories
463,2021-06-03,6894.0,Home Fragrance Accessories
464,2021-06-04,6894.0,Home Fragrance Accessories
465,2021-06-05,6216.0,Home Fragrance Accessories
466,2021-06-06,5389.0,Home Fragrance Accessories
467,2021-06-07,9128.0,Home Fragrance Accessories
468,2021-06-08,7880.0,Home Fragrance Accessories
469,2021-06-09,6078.0,Home Fragrance Accessories
470,2021-06-10,7791.0,Home Fragrance Accessories
471,2021-06-11,7060.0,Home Fragrance Accessories
472,2021-06-12,7060.0,Home Fragrance Accessories
473,2021-06-13,5968.0,Home Fragrance Accessories
474,2021-06-14,7201.0,Home Fragrance Accessories
475,2021-06-15,6913.0,Home Fragrance Accessories
476,2021-06-16,7543.0,Home Fragrance Accessories
477,2021-06-17,7543.0,Home Fragrance Accessories
478,2021-06-18,5962.0,Home Fragrance Accessories
479,2021-06-19,7306.0,Home Fragrance Accessories
480,2021-06-20,7306.0,Home Fragrance Accessories
481,2021-06-21,9183.0,Home Fragrance Accessories
482,2021-06-22,12399.0,Home Fragrance Accessories
483,2021-06-23,9938.0,Home Fragrance Accessories
484,2021-06-24,9938.0,Home Fragrance Accessories
485,2021-06-25,9071.0,Home Fragrance Accessories
486,2021-06-26,9071.0,Home Fragrance Accessories
487,2021-06-27,7882.0,Home Fragrance Accessories
488,2021-06-28,8343.0,Home Fragrance Accessories
489,2021-06-29,7519.0,Home Fragrance Accessories
490,2021-06-30,7519.0,Home Fragrance Accessories
491,2021-07-01,3708.0,Home Fragrance Accessories
492,2021-07-02,4850.0,Home Fragrance Accessories
493,2021-07-03,4850.0,Home Fragrance Accessories
494,2021-07-04,4347.0,Home Fragrance Accessories
495,2021-07-05,5370.0,Home Fragrance Accessories
496,2021-07-06,5805.0,Home Fragrance Accessories
497,2021-07-07,6043.0,Home Fragrance Accessories
498,2021-07-08,6043.0,Home Fragrance Accessories
499,2021-07-09,5579.0,Home Fragrance Accessories
500,2021-07-10,6438.0,Home Fragrance Accessories
