,date,value,name_B08P4C1XK8
0,2020-12-01,12147.0,Craft & Sewing Supplies Storage
1,2020-12-02,12147.0,Craft & Sewing Supplies Storage
2,2020-12-03,12147.0,Craft & Sewing Supplies Storage
3,2020-12-04,12147.0,Craft & Sewing Supplies Storage
4,2020-12-05,12147.0,Craft & Sewing Supplies Storage
5,2020-12-06,12147.0,Craft & Sewing Supplies Storage
6,2020-12-07,15201.0,Craft & Sewing Supplies Storage
7,2020-12-08,15201.0,Craft & Sewing Supplies Storage
8,2020-12-09,15201.0,Craft & Sewing Supplies Storage
9,2020-12-10,15201.0,Craft & Sewing Supplies Storage
10,2020-12-11,15201.0,Craft & Sewing Supplies Storage
11,2020-12-12,8743.0,Craft & Sewing Supplies Storage
12,2020-12-13,8743.0,Craft & Sewing Supplies Storage
13,2020-12-14,10867.0,Craft & Sewing Supplies Storage
14,2020-12-15,9606.0,Craft & Sewing Supplies Storage
15,2020-12-16,9606.0,Craft & Sewing Supplies Storage
16,2020-12-17,9606.0,Craft & Sewing Supplies Storage
17,2020-12-18,9606.0,Craft & Sewing Supplies Storage
18,2020-12-19,9606.0,Craft & Sewing Supplies Storage
19,2020-12-20,9606.0,Craft & Sewing Supplies Storage
20,2020-12-21,12726.0,Craft & Sewing Supplies Storage
21,2020-12-22,12837.0,Craft & Sewing Supplies Storage
22,2020-12-23,12837.0,Craft & Sewing Supplies Storage
23,2020-12-24,10402.0,Craft & Sewing Supplies Storage
24,2020-12-25,10402.0,Craft & Sewing Supplies Storage
25,2020-12-26,10402.0,Craft & Sewing Supplies Storage
26,2020-12-27,10402.0,Craft & Sewing Supplies Storage
27,2020-12-28,10402.0,Craft & Sewing Supplies Storage
28,2020-12-29,10402.0,Craft & Sewing Supplies Storage
29,2020-12-30,10499.0,Craft & Sewing Supplies Storage
30,2020-12-31,10499.0,Craft & Sewing Supplies Storage
31,2021-01-01,10499.0,Craft & Sewing Supplies Storage
32,2021-01-02,10499.0,Craft & Sewing Supplies Storage
33,2021-01-03,10499.0,Craft & Sewing Supplies Storage
34,2021-01-04,6052.0,Craft & Sewing Supplies Storage
35,2021-01-05,10463.0,Craft & Sewing Supplies Storage
36,2021-01-06,10463.0,Craft & Sewing Supplies Storage
37,2021-01-07,9410.0,Craft & Sewing Supplies Storage
38,2021-01-08,9410.0,Craft & Sewing Supplies Storage
39,2021-01-09,9410.0,Craft & Sewing Supplies Storage
40,2021-01-10,9410.0,Craft & Sewing Supplies Storage
41,2021-01-11,9410.0,Craft & Sewing Supplies Storage
42,2021-01-12,11407.0,Craft & Sewing Supplies Storage
43,2021-01-13,11797.0,Craft & Sewing Supplies Storage
44,2021-01-14,16779.0,Craft & Sewing Supplies Storage
45,2021-01-15,16779.0,Craft & Sewing Supplies Storage
46,2021-01-16,13569.0,Craft & Sewing Supplies Storage
47,2021-01-17,13569.0,Craft & Sewing Supplies Storage
48,2021-01-18,13569.0,Craft & Sewing Supplies Storage
49,2021-01-19,13569.0,Craft & Sewing Supplies Storage
50,2021-01-20,13569.0,Craft & Sewing Supplies Storage
51,2021-01-21,13569.0,Craft & Sewing Supplies Storage
52,2021-01-22,13187.0,Craft & Sewing Supplies Storage
53,2021-01-23,13187.0,Craft & Sewing Supplies Storage
54,2021-01-24,13187.0,Craft & Sewing Supplies Storage
55,2021-01-25,8721.0,Craft & Sewing Supplies Storage
56,2021-01-26,10265.0,Craft & Sewing Supplies Storage
57,2021-01-27,10265.0,Craft & Sewing Supplies Storage
58,2021-01-28,10265.0,Craft & Sewing Supplies Storage
59,2021-01-29,10265.0,Craft & Sewing Supplies Storage
60,2021-01-30,10265.0,Craft & Sewing Supplies Storage
61,2021-01-31,10265.0,Craft & Sewing Supplies Storage
62,2021-02-01,6178.0,Craft & Sewing Supplies Storage
63,2021-02-02,6178.0,Craft & Sewing Supplies Storage
64,2021-02-03,6178.0,Craft & Sewing Supplies Storage
65,2021-02-04,6178.0,Craft & Sewing Supplies Storage
66,2021-02-05,6178.0,Craft & Sewing Supplies Storage
67,2021-02-06,10748.0,Craft & Sewing Supplies Storage
68,2021-02-07,10748.0,Craft & Sewing Supplies Storage
69,2021-02-08,10748.0,Craft & Sewing Supplies Storage
70,2021-02-09,10748.0,Craft & Sewing Supplies Storage
71,2021-02-10,10748.0,Craft & Sewing Supplies Storage
72,2021-02-11,8209.0,Craft & Sewing Supplies Storage
73,2021-02-12,8209.0,Craft & Sewing Supplies Storage
74,2021-02-13,8209.0,Craft & Sewing Supplies Storage
75,2021-02-14,8209.0,Craft & Sewing Supplies Storage
76,2021-02-15,8209.0,Craft & Sewing Supplies Storage
77,2021-02-16,8209.0,Craft & Sewing Supplies Storage
78,2021-02-17,8712.0,Craft & Sewing Supplies Storage
79,2021-02-18,8712.0,Craft & Sewing Supplies Storage
80,2021-02-19,8712.0,Craft & Sewing Supplies Storage
81,2021-02-20,8629.0,Craft & Sewing Supplies Storage
82,2021-02-21,8629.0,Craft & Sewing Supplies Storage
83,2021-02-22,6944.0,Craft & Sewing Supplies Storage
84,2021-02-23,7227.0,Craft & Sewing Supplies Storage
85,2021-02-24,7227.0,Craft & Sewing Supplies Storage
86,2021-02-25,7227.0,Craft & Sewing Supplies Storage
87,2021-02-26,8107.0,Craft & Sewing Supplies Storage
88,2021-02-27,8107.0,Craft & Sewing Supplies Storage
89,2021-02-28,8107.0,Craft & Sewing Supplies Storage
90,2021-03-01,8395.0,Craft & Sewing Supplies Storage
91,2021-03-02,8395.0,Craft & Sewing Supplies Storage
92,2021-03-03,8395.0,Craft & Sewing Supplies Storage
93,2021-03-04,8395.0,Craft & Sewing Supplies Storage
94,2021-03-05,8395.0,Craft & Sewing Supplies Storage
95,2021-03-06,5957.0,Craft & Sewing Supplies Storage
96,2021-03-07,5957.0,Craft & Sewing Supplies Storage
97,2021-03-08,5957.0,Craft & Sewing Supplies Storage
98,2021-03-09,5957.0,Craft & Sewing Supplies Storage
99,2021-03-10,5979.0,Craft & Sewing Supplies Storage
100,2021-03-11,5979.0,Craft & Sewing Supplies Storage
101,2021-03-12,5979.0,Craft & Sewing Supplies Storage
102,2021-03-13,5979.0,Craft & Sewing Supplies Storage
103,2021-03-14,5979.0,Craft & Sewing Supplies Storage
104,2021-03-15,5979.0,Craft & Sewing Supplies Storage
105,2021-03-16,5947.0,Craft & Sewing Supplies Storage
106,2021-03-17,5947.0,Craft & Sewing Supplies Storage
107,2021-03-18,5947.0,Craft & Sewing Supplies Storage
108,2021-03-19,7447.0,Craft & Sewing Supplies Storage
109,2021-03-20,7447.0,Craft & Sewing Supplies Storage
110,2021-03-21,7447.0,Craft & Sewing Supplies Storage
111,2021-03-22,7447.0,Craft & Sewing Supplies Storage
112,2021-03-23,7447.0,Craft & Sewing Supplies Storage
113,2021-03-24,7447.0,Craft & Sewing Supplies Storage
114,2021-03-25,6290.0,Craft & Sewing Supplies Storage
115,2021-03-26,6290.0,Craft & Sewing Supplies Storage
116,2021-03-27,6290.0,Craft & Sewing Supplies Storage
117,2021-03-28,6290.0,Craft & Sewing Supplies Storage
118,2021-03-29,6290.0,Craft & Sewing Supplies Storage
119,2021-03-30,5249.0,Craft & Sewing Supplies Storage
120,2021-03-31,5249.0,Craft & Sewing Supplies Storage
121,2021-04-01,5249.0,Craft & Sewing Supplies Storage
122,2021-04-02,5202.0,Craft & Sewing Supplies Storage
123,2021-04-03,5202.0,Craft & Sewing Supplies Storage
124,2021-04-04,5202.0,Craft & Sewing Supplies Storage
125,2021-04-05,4572.0,Craft & Sewing Supplies Storage
126,2021-04-06,4572.0,Craft & Sewing Supplies Storage
127,2021-04-07,4572.0,Craft & Sewing Supplies Storage
128,2021-04-08,4572.0,Craft & Sewing Supplies Storage
129,2021-04-09,3274.0,Craft & Sewing Supplies Storage
130,2021-04-10,3274.0,Craft & Sewing Supplies Storage
131,2021-04-11,3390.0,Craft & Sewing Supplies Storage
132,2021-04-12,3237.0,Craft & Sewing Supplies Storage
133,2021-04-13,3507.0,Craft & Sewing Supplies Storage
134,2021-04-14,3507.0,Craft & Sewing Supplies Storage
135,2021-04-15,3349.0,Craft & Sewing Supplies Storage
136,2021-04-16,4013.0,Craft & Sewing Supplies Storage
137,2021-04-17,4209.0,Craft & Sewing Supplies Storage
138,2021-04-18,4209.0,Craft & Sewing Supplies Storage
139,2021-04-19,4209.0,Craft & Sewing Supplies Storage
140,2021-04-20,4209.0,Craft & Sewing Supplies Storage
141,2021-04-21,3183.0,Craft & Sewing Supplies Storage
142,2021-04-22,3183.0,Craft & Sewing Supplies Storage
143,2021-04-23,3669.0,Craft & Sewing Supplies Storage
144,2021-04-24,3669.0,Craft & Sewing Supplies Storage
145,2021-04-25,3669.0,Craft & Sewing Supplies Storage
146,2021-04-26,3669.0,Craft & Sewing Supplies Storage
147,2021-04-27,3979.0,Craft & Sewing Supplies Storage
148,2021-04-28,3979.0,Craft & Sewing Supplies Storage
149,2021-04-29,2181.0,Craft & Sewing Supplies Storage
150,2021-04-30,2181.0,Craft & Sewing Supplies Storage
151,2021-05-01,3949.0,Craft & Sewing Supplies Storage
152,2021-05-02,3449.0,Craft & Sewing Supplies Storage
153,2021-05-03,3033.0,Craft & Sewing Supplies Storage
154,2021-05-04,2655.0,Craft & Sewing Supplies Storage
155,2021-05-05,2655.0,Craft & Sewing Supplies Storage
156,2021-05-06,2655.0,Craft & Sewing Supplies Storage
157,2021-05-07,2650.0,Craft & Sewing Supplies Storage
158,2021-05-08,2650.0,Craft & Sewing Supplies Storage
159,2021-05-09,2650.0,Craft & Sewing Supplies Storage
160,2021-05-10,3093.0,Craft & Sewing Supplies Storage
161,2021-05-11,3093.0,Craft & Sewing Supplies Storage
162,2021-05-12,2124.0,Craft & Sewing Supplies Storage
163,2021-05-13,2124.0,Craft & Sewing Supplies Storage
164,2021-05-14,2919.0,Craft & Sewing Supplies Storage
165,2021-05-15,2919.0,Craft & Sewing Supplies Storage
166,2021-05-16,2919.0,Craft & Sewing Supplies Storage
167,2021-05-17,2616.0,Craft & Sewing Supplies Storage
168,2021-05-18,2616.0,Craft & Sewing Supplies Storage
169,2021-05-19,2871.0,Craft & Sewing Supplies Storage
170,2021-05-20,2647.0,Craft & Sewing Supplies Storage
171,2021-05-21,3072.0,Craft & Sewing Supplies Storage
172,2021-05-22,3072.0,Craft & Sewing Supplies Storage
173,2021-05-23,3434.0,Craft & Sewing Supplies Storage
174,2021-05-24,2305.0,Craft & Sewing Supplies Storage
175,2021-05-25,2305.0,Craft & Sewing Supplies Storage
176,2021-05-26,3683.0,Craft & Sewing Supplies Storage
177,2021-05-27,3683.0,Craft & Sewing Supplies Storage
178,2021-05-28,3232.0,Craft & Sewing Supplies Storage
179,2021-05-29,3232.0,Craft & Sewing Supplies Storage
180,2021-05-30,3232.0,Craft & Sewing Supplies Storage
181,2021-05-31,3000.0,Craft & Sewing Supplies Storage
182,2021-06-01,3000.0,Craft & Sewing Supplies Storage
183,2021-06-02,3000.0,Craft & Sewing Supplies Storage
184,2021-06-03,1639.0,Craft & Sewing Supplies Storage
185,2021-06-04,1639.0,Craft & Sewing Supplies Storage
186,2021-06-05,2911.0,Craft & Sewing Supplies Storage
187,2021-06-06,2897.0,Craft & Sewing Supplies Storage
188,2021-06-07,2897.0,Craft & Sewing Supplies Storage
189,2021-06-08,2897.0,Craft & Sewing Supplies Storage
190,2021-06-09,3891.0,Craft & Sewing Supplies Storage
191,2021-06-10,2852.0,Craft & Sewing Supplies Storage
192,2021-06-11,2852.0,Craft & Sewing Supplies Storage
193,2021-06-12,3715.0,Craft & Sewing Supplies Storage
194,2021-06-13,3715.0,Craft & Sewing Supplies Storage
195,2021-06-14,2186.0,Craft & Sewing Supplies Storage
196,2021-06-15,2186.0,Craft & Sewing Supplies Storage
197,2021-06-16,3440.0,Craft & Sewing Supplies Storage
198,2021-06-17,3440.0,Craft & Sewing Supplies Storage
199,2021-06-18,3440.0,Craft & Sewing Supplies Storage
200,2021-06-19,3166.0,Craft & Sewing Supplies Storage
201,2021-06-20,3166.0,Craft & Sewing Supplies Storage
202,2021-06-21,3467.0,Craft & Sewing Supplies Storage
203,2021-06-22,3467.0,Craft & Sewing Supplies Storage
204,2021-06-23,5195.0,Craft & Sewing Supplies Storage
205,2021-06-24,5195.0,Craft & Sewing Supplies Storage
206,2021-06-25,5195.0,Craft & Sewing Supplies Storage
207,2021-06-26,3750.0,Craft & Sewing Supplies Storage
208,2021-06-27,3750.0,Craft & Sewing Supplies Storage
209,2021-06-28,3750.0,Craft & Sewing Supplies Storage
210,2021-06-29,11210.0,Craft & Sewing Supplies Storage
211,2021-06-30,11210.0,Craft & Sewing Supplies Storage
212,2021-07-01,4046.0,Craft & Sewing Supplies Storage
213,2021-07-02,3920.0,Craft & Sewing Supplies Storage
214,2021-07-03,3920.0,Craft & Sewing Supplies Storage
215,2021-07-04,3219.0,Craft & Sewing Supplies Storage
216,2021-07-05,3219.0,Craft & Sewing Supplies Storage
217,2021-07-06,3219.0,Craft & Sewing Supplies Storage
218,2021-07-07,2142.0,Craft & Sewing Supplies Storage
219,2021-07-08,2142.0,Craft & Sewing Supplies Storage
220,2021-07-09,2103.0,Craft & Sewing Supplies Storage
221,2021-07-10,3031.0,Craft & Sewing Supplies Storage
