,date,value,name_B08GYD3HJC
0,2020-09-02,18210.0,Automatic Pool Cleaner Replacement Parts
1,2020-09-03,18210.0,Automatic Pool Cleaner Replacement Parts
2,2020-09-04,18210.0,Automatic Pool Cleaner Replacement Parts
3,2020-09-05,18210.0,Automatic Pool Cleaner Replacement Parts
4,2020-09-06,10241.0,Automatic Pool Cleaner Replacement Parts
5,2020-09-07,9319.0,Automatic Pool Cleaner Replacement Parts
6,2020-09-08,14415.0,Automatic Pool Cleaner Replacement Parts
7,2020-09-09,14415.0,Automatic Pool Cleaner Replacement Parts
8,2020-09-10,14415.0,Automatic Pool Cleaner Replacement Parts
9,2020-09-11,9335.0,Automatic Pool Cleaner Replacement Parts
10,2020-09-12,9335.0,Automatic Pool Cleaner Replacement Parts
11,2020-09-13,9335.0,Automatic Pool Cleaner Replacement Parts
12,2020-09-14,9335.0,Automatic Pool Cleaner Replacement Parts
13,2020-09-15,11342.0,Automatic Pool Cleaner Replacement Parts
14,2020-09-16,10820.0,Automatic Pool Cleaner Replacement Parts
15,2020-09-17,10820.0,Automatic Pool Cleaner Replacement Parts
16,2020-09-18,10820.0,Automatic Pool Cleaner Replacement Parts
17,2020-09-19,11449.0,Automatic Pool Cleaner Replacement Parts
18,2020-09-20,11449.0,Automatic Pool Cleaner Replacement Parts
19,2020-09-21,13932.0,Automatic Pool Cleaner Replacement Parts
20,2020-09-22,17830.0,Automatic Pool Cleaner Replacement Parts
21,2020-09-23,28524.0,Automatic Pool Cleaner Replacement Parts
22,2020-09-24,28524.0,Automatic Pool Cleaner Replacement Parts
23,2020-09-25,28524.0,Automatic Pool Cleaner Replacement Parts
24,2020-09-26,16263.0,Automatic Pool Cleaner Replacement Parts
25,2020-09-27,16263.0,Automatic Pool Cleaner Replacement Parts
26,2020-09-28,16263.0,Automatic Pool Cleaner Replacement Parts
27,2020-09-29,15187.0,Automatic Pool Cleaner Replacement Parts
28,2020-09-30,15187.0,Automatic Pool Cleaner Replacement Parts
29,2020-10-01,15187.0,Automatic Pool Cleaner Replacement Parts
30,2020-10-02,43386.0,Automatic Pool Cleaner Replacement Parts
31,2020-10-03,43386.0,Automatic Pool Cleaner Replacement Parts
32,2020-10-04,43386.0,Automatic Pool Cleaner Replacement Parts
33,2020-10-05,43386.0,Automatic Pool Cleaner Replacement Parts
34,2020-10-06,43386.0,Automatic Pool Cleaner Replacement Parts
35,2020-10-07,43386.0,Automatic Pool Cleaner Replacement Parts
36,2020-10-08,43813.0,Automatic Pool Cleaner Replacement Parts
37,2020-10-09,43813.0,Automatic Pool Cleaner Replacement Parts
38,2020-10-10,43813.0,Automatic Pool Cleaner Replacement Parts
39,2020-10-11,43813.0,Automatic Pool Cleaner Replacement Parts
40,2020-10-12,14042.0,Automatic Pool Cleaner Replacement Parts
41,2020-10-13,17885.0,Automatic Pool Cleaner Replacement Parts
42,2020-10-14,14824.0,Automatic Pool Cleaner Replacement Parts
43,2020-10-15,14824.0,Automatic Pool Cleaner Replacement Parts
44,2020-10-16,21396.0,Automatic Pool Cleaner Replacement Parts
45,2020-10-17,21396.0,Automatic Pool Cleaner Replacement Parts
46,2020-10-18,21396.0,Automatic Pool Cleaner Replacement Parts
47,2020-10-19,21396.0,Automatic Pool Cleaner Replacement Parts
48,2020-10-20,21396.0,Automatic Pool Cleaner Replacement Parts
49,2020-10-21,21396.0,Automatic Pool Cleaner Replacement Parts
50,2020-10-22,16939.0,Automatic Pool Cleaner Replacement Parts
51,2020-10-23,17578.0,Automatic Pool Cleaner Replacement Parts
52,2020-10-24,17578.0,Automatic Pool Cleaner Replacement Parts
53,2020-10-25,8549.0,Automatic Pool Cleaner Replacement Parts
54,2020-10-26,8549.0,Automatic Pool Cleaner Replacement Parts
55,2020-10-27,9074.0,Automatic Pool Cleaner Replacement Parts
56,2020-10-28,9074.0,Automatic Pool Cleaner Replacement Parts
57,2020-10-29,10614.0,Automatic Pool Cleaner Replacement Parts
58,2020-10-30,10614.0,Automatic Pool Cleaner Replacement Parts
59,2020-10-31,10614.0,Automatic Pool Cleaner Replacement Parts
60,2020-11-01,10614.0,Automatic Pool Cleaner Replacement Parts
61,2020-11-02,8037.0,Automatic Pool Cleaner Replacement Parts
62,2020-11-03,7997.0,Automatic Pool Cleaner Replacement Parts
63,2020-11-04,7997.0,Automatic Pool Cleaner Replacement Parts
64,2020-11-05,9165.0,Automatic Pool Cleaner Replacement Parts
65,2020-11-06,8297.0,Automatic Pool Cleaner Replacement Parts
66,2020-11-07,8297.0,Automatic Pool Cleaner Replacement Parts
67,2020-11-08,8297.0,Automatic Pool Cleaner Replacement Parts
68,2020-11-09,10905.0,Automatic Pool Cleaner Replacement Parts
69,2020-11-10,10905.0,Automatic Pool Cleaner Replacement Parts
70,2020-11-11,7349.0,Automatic Pool Cleaner Replacement Parts
71,2020-11-12,7349.0,Automatic Pool Cleaner Replacement Parts
72,2020-11-13,7287.0,Automatic Pool Cleaner Replacement Parts
73,2020-11-14,8438.0,Automatic Pool Cleaner Replacement Parts
74,2020-11-15,8438.0,Automatic Pool Cleaner Replacement Parts
75,2020-11-16,6513.0,Automatic Pool Cleaner Replacement Parts
76,2020-11-17,6989.0,Automatic Pool Cleaner Replacement Parts
77,2020-11-18,5042.0,Automatic Pool Cleaner Replacement Parts
78,2020-11-19,5042.0,Automatic Pool Cleaner Replacement Parts
79,2020-11-20,5882.0,Automatic Pool Cleaner Replacement Parts
80,2020-11-21,6488.0,Automatic Pool Cleaner Replacement Parts
81,2020-11-22,6488.0,Automatic Pool Cleaner Replacement Parts
82,2020-11-23,7380.0,Automatic Pool Cleaner Replacement Parts
83,2020-11-24,11407.0,Automatic Pool Cleaner Replacement Parts
84,2020-11-25,15792.0,Automatic Pool Cleaner Replacement Parts
85,2020-11-26,13048.0,Automatic Pool Cleaner Replacement Parts
86,2020-11-27,12349.0,Automatic Pool Cleaner Replacement Parts
87,2020-11-28,12349.0,Automatic Pool Cleaner Replacement Parts
88,2020-11-29,12349.0,Automatic Pool Cleaner Replacement Parts
89,2020-11-30,15428.0,Automatic Pool Cleaner Replacement Parts
90,2020-12-01,13279.0,Automatic Pool Cleaner Replacement Parts
91,2020-12-02,13106.0,Automatic Pool Cleaner Replacement Parts
92,2020-12-03,13106.0,Automatic Pool Cleaner Replacement Parts
93,2020-12-04,13106.0,Automatic Pool Cleaner Replacement Parts
94,2020-12-05,14425.0,Automatic Pool Cleaner Replacement Parts
95,2020-12-06,14425.0,Automatic Pool Cleaner Replacement Parts
96,2020-12-07,14425.0,Automatic Pool Cleaner Replacement Parts
97,2020-12-08,12615.0,Automatic Pool Cleaner Replacement Parts
98,2020-12-09,12615.0,Automatic Pool Cleaner Replacement Parts
99,2020-12-10,12615.0,Automatic Pool Cleaner Replacement Parts
100,2020-12-11,15327.0,Automatic Pool Cleaner Replacement Parts
101,2020-12-12,15327.0,Automatic Pool Cleaner Replacement Parts
102,2020-12-13,15327.0,Automatic Pool Cleaner Replacement Parts
103,2020-12-14,15327.0,Automatic Pool Cleaner Replacement Parts
104,2020-12-15,15327.0,Automatic Pool Cleaner Replacement Parts
105,2020-12-16,13851.0,Automatic Pool Cleaner Replacement Parts
106,2020-12-17,13851.0,Automatic Pool Cleaner Replacement Parts
107,2020-12-18,10672.0,Automatic Pool Cleaner Replacement Parts
108,2020-12-19,22291.0,Automatic Pool Cleaner Replacement Parts
109,2020-12-20,14744.0,Automatic Pool Cleaner Replacement Parts
110,2020-12-21,14744.0,Automatic Pool Cleaner Replacement Parts
111,2020-12-22,14744.0,Automatic Pool Cleaner Replacement Parts
112,2020-12-23,12142.0,Automatic Pool Cleaner Replacement Parts
113,2020-12-24,12142.0,Automatic Pool Cleaner Replacement Parts
114,2020-12-25,12142.0,Automatic Pool Cleaner Replacement Parts
115,2020-12-26,12142.0,Automatic Pool Cleaner Replacement Parts
116,2020-12-27,12142.0,Automatic Pool Cleaner Replacement Parts
117,2020-12-28,11089.0,Automatic Pool Cleaner Replacement Parts
118,2020-12-29,12261.0,Automatic Pool Cleaner Replacement Parts
119,2020-12-30,12261.0,Automatic Pool Cleaner Replacement Parts
120,2020-12-31,12261.0,Automatic Pool Cleaner Replacement Parts
121,2021-01-01,12261.0,Automatic Pool Cleaner Replacement Parts
122,2021-01-02,12261.0,Automatic Pool Cleaner Replacement Parts
123,2021-01-03,12261.0,Automatic Pool Cleaner Replacement Parts
124,2021-01-04,11801.0,Automatic Pool Cleaner Replacement Parts
125,2021-01-05,11801.0,Automatic Pool Cleaner Replacement Parts
126,2021-01-06,11801.0,Automatic Pool Cleaner Replacement Parts
127,2021-01-07,13483.0,Automatic Pool Cleaner Replacement Parts
128,2021-01-08,13960.0,Automatic Pool Cleaner Replacement Parts
129,2021-01-09,13960.0,Automatic Pool Cleaner Replacement Parts
130,2021-01-10,13960.0,Automatic Pool Cleaner Replacement Parts
131,2021-01-11,13960.0,Automatic Pool Cleaner Replacement Parts
132,2021-01-12,17069.0,Automatic Pool Cleaner Replacement Parts
133,2021-01-13,17069.0,Automatic Pool Cleaner Replacement Parts
134,2021-01-14,17069.0,Automatic Pool Cleaner Replacement Parts
135,2021-01-15,17069.0,Automatic Pool Cleaner Replacement Parts
136,2021-01-16,17069.0,Automatic Pool Cleaner Replacement Parts
137,2021-01-17,6779.0,Automatic Pool Cleaner Replacement Parts
138,2021-01-18,6779.0,Automatic Pool Cleaner Replacement Parts
139,2021-01-19,6779.0,Automatic Pool Cleaner Replacement Parts
140,2021-01-20,6779.0,Automatic Pool Cleaner Replacement Parts
141,2021-01-21,6779.0,Automatic Pool Cleaner Replacement Parts
142,2021-01-22,9782.0,Automatic Pool Cleaner Replacement Parts
143,2021-01-23,16387.0,Automatic Pool Cleaner Replacement Parts
144,2021-01-24,10792.0,Automatic Pool Cleaner Replacement Parts
145,2021-01-25,10792.0,Automatic Pool Cleaner Replacement Parts
146,2021-01-26,10792.0,Automatic Pool Cleaner Replacement Parts
147,2021-01-27,10792.0,Automatic Pool Cleaner Replacement Parts
148,2021-01-28,10792.0,Automatic Pool Cleaner Replacement Parts
149,2021-01-29,10792.0,Automatic Pool Cleaner Replacement Parts
150,2021-01-30,10792.0,Automatic Pool Cleaner Replacement Parts
151,2021-01-31,10792.0,Automatic Pool Cleaner Replacement Parts
152,2021-02-01,7407.0,Automatic Pool Cleaner Replacement Parts
153,2021-02-02,7407.0,Automatic Pool Cleaner Replacement Parts
154,2021-02-03,7407.0,Automatic Pool Cleaner Replacement Parts
155,2021-02-04,7407.0,Automatic Pool Cleaner Replacement Parts
156,2021-02-05,12537.0,Automatic Pool Cleaner Replacement Parts
157,2021-02-06,12537.0,Automatic Pool Cleaner Replacement Parts
158,2021-02-07,12537.0,Automatic Pool Cleaner Replacement Parts
159,2021-02-08,8628.0,Automatic Pool Cleaner Replacement Parts
160,2021-02-09,8628.0,Automatic Pool Cleaner Replacement Parts
161,2021-02-10,8628.0,Automatic Pool Cleaner Replacement Parts
162,2021-02-11,17948.0,Automatic Pool Cleaner Replacement Parts
163,2021-02-12,17948.0,Automatic Pool Cleaner Replacement Parts
164,2021-02-13,17948.0,Automatic Pool Cleaner Replacement Parts
165,2021-02-14,15869.0,Automatic Pool Cleaner Replacement Parts
166,2021-02-15,15869.0,Automatic Pool Cleaner Replacement Parts
167,2021-02-16,15869.0,Automatic Pool Cleaner Replacement Parts
168,2021-02-17,43735.0,Automatic Pool Cleaner Replacement Parts
169,2021-02-18,43735.0,Automatic Pool Cleaner Replacement Parts
170,2021-02-19,43735.0,Automatic Pool Cleaner Replacement Parts
171,2021-02-20,43735.0,Automatic Pool Cleaner Replacement Parts
172,2021-02-21,43735.0,Automatic Pool Cleaner Replacement Parts
173,2021-02-22,43735.0,Automatic Pool Cleaner Replacement Parts
174,2021-02-23,13388.0,Automatic Pool Cleaner Replacement Parts
175,2021-02-24,13388.0,Automatic Pool Cleaner Replacement Parts
